OpenedDate,OpenedYear,PracticeCode,PracticeName,BusinessCategory,BusinessName,BusinessCity,BusinessState,BusinessZip
04/07/2020,2020,999,Other/Miscellaneous,Retail Sales,Fred Meyer,Portland,OR,97242    
05/26/2016,2016,13,Misrepresentation of product or service,"Admin. & support services (office admin., faciliti",,Seattle,WA,98101    
12/02/2020,2020,999,Other/Miscellaneous,Couriers & Express Delivery Services,Portier LLC dba Uber Eats,San Francisco,CA,94103    
10/09/2014,2014,410,Discrimination,MHU Use Only - MH landlord,Overland Station RV Park,Spokane,WA,99224    
01/04/2018,2018,203,Internet & Mobile device based transaction,Broadband Providers,DIRECTV,Dallas,TX,75202    
06/15/2020,2020,999,Other/Miscellaneous,Contractors,Lennar Homes,Bonney Lake,WA,98391    
07/17/2018,2018,999,Other/Miscellaneous,Books/Magazines & Directory Publishers,,Campbell,CA,95008    
04/15/2014,2014,421,Repossession,Consumer Lending & Transfer Agents,,Boca Raton,FL,33432    
05/04/2016,2016,323,Invoice - misleading or fraudulent,Books/Magazines & Directory Publishers,,New York,NY,10011    
05/08/2020,2020,22,Failure To Adjust/Refund,Commercial Banking,Capital One Services,Richmond,VA,23285-5870
03/04/2016,2016,22,Failure To Adjust/Refund,Software Publishers,,Torrance,CA,90503    
11/17/2017,2017,316,Billing Issues,Insurance,Regence Blue Shield,Seattle,WA,98101-1314
10/28/2020,2020,999,Other/Miscellaneous,Electronic Shopping,,Pullman,WA,99163    
05/30/2018,2018,104,Non-Fulfillment,"Accounting, Tax Preparation Bookkeeping & Payroll ",,Kirkland,WA,98083    
01/28/2021,2021,301,Failure To Deliver/Perform,Securities,Robinhood Financial LLC,Menlo Park,CA,94025    
03/23/2018,2018,404,Collection Practices,Books/Magazines & Directory Publishers,Dex One AKA Dex Media,Bristol,TN,37620    
10/08/2019,2019,999,Other/Miscellaneous,Broadband Providers,Wave Division Holdings aka Wave Broadband,Kirkland,WA,98033    
10/21/2014,2014,18,Service Representation,Government Agencies,Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange,Olympia,WA,98501    
04/08/2020,2020,214,Crowdfunding,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
06/01/2015,2015,15,Privacy Abuse,Retail Sales,Walgreens,Deerfield,IL,60015    
04/05/2016,2016,22,Failure To Adjust/Refund,Retail Sales,Walmart,Bentonville,AR,72716    
01/19/2016,2016,9,High Pressure Sales,Travel,Destination Depot,Atlanta,GA,30339    
01/07/2020,2020,203,Internet & Mobile device based transaction,"Admin. & support services (office admin., faciliti",Vital Records Direct SL dba VitalRecords Certificates,"Barcelona, Spain",  ,08005    
05/20/2014,2014,998,Governement agency complaint,Government Agencies,Department of Transporation Good to Go Division,Seattle,WA,98103-9730
08/20/2020,2020,22,Failure To Adjust/Refund,Telecommunications,CenturyLink,Spokane,WA,99208    
01/07/2021,2021,999,Other/Miscellaneous,"Admin. & support services (office admin., faciliti",GoldTaku LLC,Tacoma,WA,98409-3227
04/26/2017,2017,206,Right To Cancel,Telecommunications,CenturyLink,Spokane,WA,99208    
06/05/2017,2017,999,Other/Miscellaneous,Auto Sales,Klein Honda,Everett,WA,98213    
02/25/2020,2020,19,Inadequate Disclosure,Real Estate Agents & Agencies,,Eatonville,WA,98328    
05/14/2013,2013,301,Failure To Deliver/Perform,Electronic & Precision Equip. Repair & Maintenance,,Oak Harbor,WA,98277    
04/02/2015,2015,16,Identity Theft,Unclassified Establishments,Identity Theft,,  ,         
10/22/2014,2014,303,Questionable Quality Product/Service,Auto Sales,Car Pros Tacoma Kia,Tacoma,WA,98409    
08/23/2016,2016,203,Internet & Mobile device based transaction,Broadband Providers,Voterrecords.com registered to Domains By Proxy,Scottsdale,AZ,85260    
12/12/2017,2017,999,Other/Miscellaneous,Software Publishers,Bungie,Bellevue,WA,98004    
08/10/2018,2018,999,Other/Miscellaneous,Telecommunications,AT&T Mobility,Dallas,TX,75202    
01/11/2021,2021,301,Failure To Deliver/Perform,Broadband Providers,CenturyLink,Spokane,WA,99208    
11/14/2017,2017,100,Misrepresentation of Terms,Health Care,,Marysville,WA,98270    
03/23/2021,2021,999,Other/Miscellaneous,Personal Care Services,,Vancouver,WA,98661    
03/10/2021,2021,999,Other/Miscellaneous,Health Care,Optum dba The Polyclinic,Denver,CO,80212    
09/28/2017,2017,30,Data Breach,Credit Reporting & Related Activities,Equifax Office of Consumer Affairs,Atlanta,GA,30348    
02/20/2020,2020,627,Privacy Issues,Government Agencies,Medicare,Lawrence,KS,66044    
05/06/2019,2019,303,Questionable Quality Product/Service,Automobile Manufacturing,Toyota Motor North America Inc,Plano,TX,95025    
05/01/2020,2020,25,Refund Policies,Health and Diet Clubs,Emerald City Athletics,Seattle,WA,98103    
02/13/2017,2017,999,Other/Miscellaneous,Telecommunications,CenturyLink,Boise,ID,83702    
02/11/2020,2020,22,Failure To Adjust/Refund,"Admin. & support services (office admin., faciliti",Vital Records Direct SL dba VitalrecordsCertificates.com/Your Vital Records,"Barcelona, Spain",  ,08005    
04/27/2017,2017,321,Unnecessary Repair/Service,Broadband Providers,Ziply Fiber fka Frontier Communications,Everett,WA,98201    
05/27/2020,2020,16,Identity Theft,Government Agencies,Washington State Employment Security Department,Olympia,WA,98507    
08/06/2019,2019,303,Questionable Quality Product/Service,Broadband Providers,YouTube LLC,San Bruno,CA,94066    
03/09/2021,2021,895,Mortgage Servicing Issue,Mortgage Lending,"Nationstar Mortgage, LLC dba Mr. Cooper ",Dallas,TX,75261    
08/12/2013,2013,320,Unsatisfactory Repair/Service,Broadband Providers,Hughes Network Systems,Germantown,MD,20876    
10/18/2018,2018,104,Non-Fulfillment,Contractors,,Mount Vernon,WA,98273    
12/20/2013,2013,9,High Pressure Sales,Retail Sales,,Portland,OR,97232    
04/14/2017,2017,410,Discrimination,Auto Repair,,Olympia,WA,98512    
04/23/2015,2015,19,Inadequate Disclosure,Auto Sales,Northwest Motorsports,Puyallup,WA,98371    
06/09/2015,2015,206,Right To Cancel,Telecommunications,T-Mobile,Albuquerque,NM,87176    
04/01/2016,2016,300,Excessive Price or Charge,"Water, Sewage & Other Systems",Mukilteo Water District,Mukilteo,WA,98275    
02/26/2020,2020,61,Phishing,Phishing,Unknown - Utility Scam,,  ,         
09/29/2020,2020,19,Inadequate Disclosure,Auto Sales,Larson Automotive Group,Fife,WA,98424    
03/27/2013,2013,404,Collection Practices,Collections,Account Control Technology,Bakersfield,CA,93389-1750
11/05/2019,2019,998,Governement agency complaint,Government Agencies,Washington State Human Rights Commission,Olympia,WA,98506-2490
11/19/2019,2019,19,Inadequate Disclosure,Government Agencies,King County Natural Resources and Parks Wastewater Treatment,Seattle,WA,98104    
06/21/2019,2019,632,Rules & enforcement,MHU Use Only - MH Tenant,,Spokane Valley,WA,99206    
04/15/2020,2020,999,Other/Miscellaneous,Exterminating & pest control Services,Tri Guard Pest Control,Maple Valley,WA,98038    
10/04/2013,2013,22,Failure To Adjust/Refund,Unclassified Establishments,,Irvine,CA,92612    
06/28/2017,2017,203,Internet & Mobile device based transaction,Dating Clubs and Social Networking,Omegle.com LLC,Seattle,WA,98105    
12/15/2015,2015,303,Questionable Quality Product/Service,Retail Sales,,Kirkland,WA,98034    
06/20/2019,2019,315,Failure To Return Goods/Part,Auto Repair,,Issaquah,WA,98029    
06/17/2014,2014,320,Unsatisfactory Repair/Service,Retail Sales,T&B Sales,Jonesboro,GA,30236    
08/07/2013,2013,404,Collection Practices,Books/Magazines & Directory Publishers,Dex One AKA Dex Media,Bristol,TN,37620    
03/17/2021,2021,320,Unsatisfactory Repair/Service,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
02/10/2017,2017,323,Invoice - misleading or fraudulent,Books/Magazines & Directory Publishers,,Yuma,AZ,85365    
04/22/2021,2021,104,Non-Fulfillment,Auto Sales,Northwest Motorsport,Puyallup,WA,98371    
01/09/2019,2019,316,Billing Issues,"Medical, Dental, Hospital Equipment Wholesalers ",Medtronic,Nothridge,CA,91325-1219
02/10/2014,2014,999,Other/Miscellaneous,Unclassified Establishments,Inquiry,,  ,         
12/09/2019,2019,22,Failure To Adjust/Refund,Taxi Service,Lyft Inc,Olympia,WA,98501    
07/15/2014,2014,316,Billing Issues,Telecommunications,Cricket Wireless,Atlanta,GA,30324    
08/06/2020,2020,26,Advertising,Retail Sales,,Livonia,MI,48152    
08/07/2019,2019,642,Landlord/Tenant - Residential,Residential Landlord,,Lynnwood,WA,98087    
02/24/2020,2020,412,Alleged criminal activity,"Justice, Public Order & Safety",Thurston County Corrections Facility,Tumwater,WA,98512    
09/22/2016,2016,320,Unsatisfactory Repair/Service,Auto Sales,Tacoma RV,Fife,WA,98424    
03/26/2014,2014,301,Failure To Deliver/Perform,Electronic & Precision Equip. Repair & Maintenance,Seattle TV Repair,Woodinville,WA,98072    
03/01/2017,2017,405,Credit Reporting Error,Credit Reporting & Related Activities,Experian Credit Reporting,Allen,TX,75013-1240
12/31/2020,2020,13,Misrepresentation of product or service,Electronic Shopping,,,  ,         
08/12/2014,2014,317,Charge Above Estimate,Consumer Lending & Transfer Agents,,"Rarotonga, Cook Islands",  ,         
07/27/2014,2014,22,Failure To Adjust/Refund,Electronic Shopping,,Stamford,CT,06905    
11/09/2017,2017,447,Property Preservation,Mortgage Lending,Wells Fargo CRA Risk Management,Charlotte,NC,28256-0947
04/17/2013,2013,18,Service Representation,Retail Sales,,Cedar Falls,IA,50613-5351
03/23/2017,2017,13,Misrepresentation of product or service,Auto Sales,Freedom RV,Liberty Lake,WA,99016    
11/19/2014,2014,404,Collection Practices,Collections,Dynamic Collectors,Chehalis,WA,98532    
02/27/2017,2017,206,Right To Cancel,Broadband Providers,Dish Network,Littleton,CO,80120    
05/25/2021,2021,300,Excessive Price or Charge,Telecommunications,CenturyLink,Spokane,WA,99208    
07/14/2015,2015,404,Collection Practices,Collections,Penn Credit,Harrisburg,PA,17108    
10/05/2020,2020,61,Phishing,Phishing,Unknown - Utility Scam,,  ,         
05/08/2013,2013,641,Failed communication attempts,"Electronic Equip., Appliance & Component Mfg'ring ",Sony Electronics,Ft Myers,FL,33913    
05/19/2020,2020,999,Other/Miscellaneous,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
03/22/2018,2018,422,Credit/Financing,Credit Card Issuers,Synchrony Bank fka GE Capital Retail Bank/GECRB/Care Credit,Orlando,FL,32896-5031
04/13/2021,2021,999,Other/Miscellaneous,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
04/05/2017,2017,203,Internet & Mobile device based transaction,Phishing, Unknown,,  ,         
06/20/2017,2017,203,Internet & Mobile device based transaction,Dating Clubs and Social Networking,Alumniclass.com,Spokane Valley,WA,99206    
04/17/2014,2014,402,Collections - Threatening behavior includes arrest,Collections,United Legal Department,,  ,         
09/17/2014,2014,320,Unsatisfactory Repair/Service,Auto Sales,Rairdon Chrysler Dodge Jeep Ram of Kirkland,Kirkland,WA,98034    
05/12/2015,2015,203,Internet & Mobile device based transaction,Books/Magazines & Directory Publishers,,Santa Barbara,CA,93103    
07/18/2019,2019,59,Automatic Dialing,Tech Support Scam,Unknown - Technical Support,,  ,         
12/12/2016,2016,320,Unsatisfactory Repair/Service,Auto Repair,Motor Works,Spokane,WA,99202    
03/08/2017,2017,319,Unauthorized Repair/Service,Telecommunications,Time Warner Cable,Herndon,VA,20171    
01/25/2021,2021,203,Internet & Mobile device based transaction,Electronic Shopping,eBay,San Jose,CA,95125-9855
08/28/2019,2019,999,Other/Miscellaneous,Unclassified Establishments,Ivan Landlord Service,Sumner,WA,98390    
08/16/2016,2016,999,Other/Miscellaneous,Government Agencies,Washington State Attorney General,Seattle,WA,98104    
04/11/2018,2018,999,Other/Miscellaneous,Broadband Providers,Sinclair Broadcast Group Inc,Hunt Valley,MD,21030    
02/12/2015,2015,203,Internet & Mobile device based transaction,Electronic Shopping,Vivid Seats,Chicago,IL,60607    
10/10/2019,2019,999,Other/Miscellaneous,Retail Sales,,Santa Monica,CA,90405    
11/14/2018,2018,60,Unauthorized Debit,Consumer Lending & Transfer Agents,,Atlanta,GA,30339    
09/14/2020,2020,996,COVID-19,Educational Services,,Gig Harbor,WA,98332-8607
11/28/2018,2018,999,Other/Miscellaneous,Travel,Timeshare Exit Team aka Reed Hein & Associates LLC,Bellevue,WA,98005    
06/25/2013,2013,999,Other/Miscellaneous,Unclassified Establishments,,Draper,UT,84020    
01/05/2015,2015,100,Misrepresentation of Terms,Health and Diet Clubs,ProFitness,Burien,WA,98166    
07/15/2020,2020,996,COVID-19,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
07/25/2018,2018,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
05/14/2013,2013,508,Unordered/Unsolicited Merchandise,Unclassified Establishments,Johnson Distribution,Owings Mills,MD,21117    
06/15/2020,2020,999,Other/Miscellaneous,Commercial Banking,Citibank Presidential Communications,Sioux Falls,SD,57010-8   
04/08/2014,2014,323,Invoice - misleading or fraudulent,Books/Magazines & Directory Publishers,YAPD,Redmond,WA,98052-5547
01/13/2021,2021,316,Billing Issues,Retail Sales,Walmart,Bentonville,AR,72716    
08/30/2017,2017,316,Billing Issues,Security Systems (including locksmiths),ADT Security/Protection One Alarm Services,Boca Raton,FL,33431    
02/25/2013,2013,58,Telemarketing,Telemarketing,"CALLERID4U, Inc",Seattle,WA,98104    
03/09/2017,2017,22,Failure To Adjust/Refund,Computer Manufacturing,Sony Interactive Entertainment America,San Mateo,CA,94404-2175
01/04/2018,2018,999,Other/Miscellaneous,Contractors,,Monroe,WA,98272    
08/14/2018,2018,999,Other/Miscellaneous,Government Agencies, Unknown,,  ,         
01/20/2021,2021,301,Failure To Deliver/Perform,Books/Magazines & Directory Publishers,Zillow Group Inc/Trulia Inc,Seattle,WA,98101    
03/10/2020,2020,26,Advertising,Internet Search Engines,Google Incorporated,Mountain View,CA,94043    
12/12/2019,2019,303,Questionable Quality Product/Service,Contractors,Axis Roof & Gutter Inc,Arlington,WA,98223-8274
04/09/2019,2019,26,Advertising,Broadband Providers,DIRECTV,Dallas,TX,75202    
10/21/2020,2020,999,Other/Miscellaneous,Telecommunications,CenturyLink,Spokane,WA,99208    
10/14/2015,2015,301,Failure To Deliver/Perform,Credit Card Issuers,Citibank Presidential Communications,Sioux Falls,SD,57117    
07/05/2016,2016,999,Other/Miscellaneous,Courts,Municipal Court of Seattle,Seattle,WA,98124    
02/14/2018,2018,303,Questionable Quality Product/Service,Broadband Providers,Ziply Fiber fka Frontier Communications,Everett,WA,98201    
03/13/2017,2017,999,Other/Miscellaneous,Retail Sales,Walmart,Hattiesburg,MS,39401    
03/03/2015,2015,404,Collection Practices,Collections,Convergent Outsourcing fka ER Solutions,Renton,WA,98055    
08/18/2015,2015,302,Not As Ordered,Retail Sales,Lowe's Home Improvement,Wilkesboro,NC,28697    
08/09/2016,2016,100,Misrepresentation of Terms,Credit Counseling,Credit Karma Inc,San Francisco,CA,94104-0520
11/27/2017,2017,999,Other/Miscellaneous,Phishing,Unknown - IRS Phishing,,  ,         
07/13/2020,2020,17,Imposter scam,Unclassified Establishments, Unknown,,  ,         
09/04/2013,2013,301,Failure To Deliver/Perform,Retail Sales,WorldWide Electronics dba Buy TV Today,Mukilteo,WA,98275    
09/05/2013,2013,320,Unsatisfactory Repair/Service,Health Care,Digestive Health Specialists PS,Tacoma,WA,98401    
08/08/2014,2014,316,Billing Issues,Photographic Services,Getty Images,Seattle,WA,98104    
04/29/2019,2019,612,Duties of Landlord,MHU Use Only - MH landlord,DeTray's Mobile Home Park,Olympia,WA,98501    
04/20/2016,2016,26,Advertising,Insurance,Allstate Insurance,Northbrook,IL,60062    
01/31/2013,2013,301,Failure To Deliver/Perform,Commercial Banking,US Bank Corporate Compliance,Minneapolis,MN,55402    
07/08/2020,2020,996,COVID-19,Air Transportation,Alaska Airlines,Seattle,WA,98168    
11/02/2016,2016,201,Unsolicited Mail,Mortgage Lending,Chase Executive Office,Houston,TX,77224-9020
08/30/2019,2019,303,Questionable Quality Product/Service,Contractors,,Olympia,WA,98502    
12/19/2019,2019,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
08/12/2015,2015,60,Unauthorized Debit,Commercial Banking,Machol and Johannes LLC,Denver,CO,80202    
06/25/2013,2013,303,Questionable Quality Product/Service,Auto Sales,,Spokane Valley,WA,99206    
03/30/2016,2016,301,Failure To Deliver/Perform,Electronic Shopping,Northwest Territorial Mint,Auburn,WA,98071    
03/20/2018,2018,404,Collection Practices,Collections,Bonded Adjustment Company,Spokane,WA,99201    
12/03/2014,2014,316,Billing Issues,Security Systems (including locksmiths),Protect America,Austin,TX,78728    
10/21/2014,2014,404,Collection Practices,Advertising & Related Services (includes coupon bo,,Hudson,OH,44236    
03/03/2021,2021,301,Failure To Deliver/Perform,Financing,,,  ,         
02/21/2018,2018,404,Collection Practices,Mortgage Lending,,Dallas ,TX,75235-2287
02/04/2015,2015,19,Inadequate Disclosure,Auto Sales,Harris Ford,Lynnwood,WA,98036-5906
08/21/2019,2019,999,Other/Miscellaneous,Travel,World Ventures Marketing LLC,Plano,TX,75024    
05/01/2018,2018,301,Failure To Deliver/Perform,Air Transportation,Delta Airlines,Atlanta,GA,30320-2980
04/06/2016,2016,638,Utilities,MHU Use Only - MH landlord,Kenmore Village Mobile Home Park,Shoreline,WA,98160    
11/08/2019,2019,999,Other/Miscellaneous,Unclassified Establishments,,Renton,WA,98058    
03/11/2021,2021,999,Other/Miscellaneous,"Justice, Public Order & Safety",,Auburn,WA,98002    
12/15/2014,2014,300,Excessive Price or Charge,Retail Sales,,Chatsworth,CA,91311    
09/08/2015,2015,301,Failure To Deliver/Perform,Auto Sales,Magic Toyota,Edmonds,WA,98026    
04/15/2013,2013,301,Failure To Deliver/Perform,"Electronic Equip., Appliance & Component Mfg'ring ",MM Comfort Systems,Redmond,WA,98052    
02/25/2019,2019,206,Right To Cancel,Health and Diet Clubs,Seattle Tae Kwon Do aka Mountlake Terrace Dojang,Mountlake Terrace,WA,98043    
01/20/2021,2021,999,Other/Miscellaneous,Electronic Shopping,eBay,San Jose,CA,95125-9855
10/10/2018,2018,404,Collection Practices,Collections,Convergent Outsourcing fka ER Solutions,Renton,WA,98055    
04/29/2021,2021,999,Other/Miscellaneous,Amusement & Recreational Industries,,Auburn,WA,98092    
02/11/2019,2019,301,Failure To Deliver/Perform,Insurance,The General Auto Insurance,Nashville,TN,37214    
03/23/2018,2018,999,Other/Miscellaneous,Insurance,State Farm Insurance,Bloomington,IL,61702    
04/02/2020,2020,999,Other/Miscellaneous,Collections,National Commercial Services,Van Nuys,CA,91406    
12/17/2020,2020,999,Other/Miscellaneous,Educational Services,,Santa Ana,CA,92706    
12/02/2015,2015,316,Billing Issues,Parking Lots & Garages,Platinum Parking,Shoreline,WA,98155    
06/05/2015,2015,203,Internet & Mobile device based transaction,Travel,Expedia,Bellevue,WA,98004    
01/18/2019,2019,13,Misrepresentation of product or service,Couriers & Express Delivery Services,FedEx Customer Relations,Memphis,TN,38116    
11/12/2015,2015,15,Privacy Abuse,Retail Sales,,Seattle,WA,98155    
12/04/2017,2017,998,Governement agency complaint,Government Agencies,Federal Communications Commission (FCC),Washington,DC,20554    
11/21/2013,2013,404,Collection Practices,Collections,,,NY,         
11/05/2019,2019,203,Internet & Mobile device based transaction,Phishing, Unknown,,  ,         
01/22/2020,2020,999,Other/Miscellaneous,Contractors,Southwest Plumbing,Seattle,WA,98106    
02/23/2017,2017,320,Unsatisfactory Repair/Service,"Accounting, Tax Preparation Bookkeeping & Payroll ",,Everett,WA,98201    
02/20/2013,2013,999,Other/Miscellaneous,Retail Sales,Sears Holdings Management Corporation,Hoffman Estates,IL,60179-0001
01/29/2019,2019,301,Failure To Deliver/Perform,Electronic Shopping,Scentbird Perfume,New York,NY,10001    
09/09/2019,2019,203,Internet & Mobile device based transaction,Dating Clubs and Social Networking,Facebook,Palo Alto,CA,         
11/15/2013,2013,316,Billing Issues,Broadband Providers,DIRECTV,Dallas,TX,75202    
02/05/2014,2014,700,Timeshare / Travel Club solicitation Issue,Travel,Pacific Transfer,Torrance,CA,90504    
06/15/2020,2020,999,Other/Miscellaneous,Computer Manufacturing,Apple Inc,Cupertino,CA,95014    
04/01/2020,2020,214,Crowdfunding,Retail Sales,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
10/27/2015,2015,320,Unsatisfactory Repair/Service,Auto Sales,The Sports Car Company,Bothell,WA,98011    
07/02/2020,2020,999,Other/Miscellaneous,Government Agencies,Washington State Department of Labor and Industries,Olympia,WA,98504-4000
09/20/2013,2013,206,Right To Cancel,Charities,,Ocean View,DE,19970    
11/05/2013,2013,320,Unsatisfactory Repair/Service,General Freight Trucking,Auto Star Transport,Spokane,WA,99208    
04/05/2021,2021,999,Other/Miscellaneous,Retail Sales,Lumber Liquidators,Toano,VA,23168    
04/24/2017,2017,104,Non-Fulfillment,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
12/28/2015,2015,410,Discrimination,MHU Use Only - MH landlord,Desert View Mobile Home Park,Eagle,ID,83616    
10/23/2013,2013,999,Other/Miscellaneous,"Electric Power Generation, Transmission & Distribu",Puget Sound Energy,Bellevue,WA,98009-9269
12/02/2016,2016,203,Internet & Mobile device based transaction,Software Publishers,Valve Software dba Steam Powered/Steamgames/Steam Software,Bellevue,WA,98004    
05/17/2016,2016,642,Landlord/Tenant - Residential,Residential Landlord,,Seattle,WA,98109    
05/14/2019,2019,999,Other/Miscellaneous,Dating Clubs and Social Networking,Events and Adventures,Gilbert,AZ,85234    
04/09/2018,2018,13,Misrepresentation of product or service,Advertising & Related Services (includes coupon bo,Regnal Media LLC,Vancouver,WA,98683    
08/28/2020,2020,998,Governement agency complaint,Government Agencies,Washington State Department of Retirement Systems,Olympia,WA,98504-8380
03/07/2019,2019,303,Questionable Quality Product/Service,Auto Sales,Rairdon Honda of Burien,Burien,WA,98148    
10/16/2013,2013,999,Other/Miscellaneous,Insurance,Safeco Insurance,Seattle,WA,98187    
09/09/2013,2013,7,Warranty,"Electronic Equip., Appliance & Component Mfg'ring ",Samsung Electronics America,Ridgefield Park,NJ,07660    
07/10/2015,2015,316,Billing Issues,Health Care,,Vancouver,WA,98683    
01/21/2014,2014,317,Charge Above Estimate,Auto Repair,Aamco Transmission,Horsham,PA,19044    
11/24/2020,2020,999,Other/Miscellaneous,Website Design,Red Hot Media Group,Beverly Hills,CA,90210    
03/16/2020,2020,301,Failure To Deliver/Perform,Broadband Providers,Comcast,Fife,WA,98424    
07/14/2017,2017,203,Internet & Mobile device based transaction,Dating Clubs and Social Networking,Match.com,Dallas,TX,75225    
03/18/2019,2019,318,Charge:Service Not Performed/Product not delivered,Broadband Providers,Godaddy.com,Scottsdale,AZ,85260    
04/05/2016,2016,301,Failure To Deliver/Perform,Religious Organizations,Christian Prayer Center AKA Velorum Inc,Seattle,WA,98115    
06/25/2019,2019,518,Unregistered or Unlicensed Business,Contractors,,Portland,OR,97253    
12/02/2016,2016,550,International/Cross Border,Computer & office machine system repair & maintena,iYogi,New York,NY,10013    
07/12/2018,2018,320,Unsatisfactory Repair/Service,Extended Service contract companies,Asurion,Nashville,TN,37211    
03/11/2014,2014,404,Collection Practices,Collections,,Niagara Falls,NY,14304    
04/22/2015,2015,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
09/28/2017,2017,999,Other/Miscellaneous,Mortgage Lending,,Austin,TX,78708    
04/23/2014,2014,320,Unsatisfactory Repair/Service,Auto Sales,Titus-Will Motors - Tacoma,Tacoma,WA,98409    
09/18/2017,2017,999,Other/Miscellaneous,Telecommunications,,Albuquerque,NM,87176    
04/07/2020,2020,214,Crowdfunding,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
10/08/2019,2019,100,Misrepresentation of Terms,Telecommunications,DIRECTV,Dallas,TX,75202    
10/08/2019,2019,203,Internet & Mobile device based transaction,Books/Magazines & Directory Publishers,Thryv fka Dex YP,DFW Airport,TX,75261-9810
09/17/2014,2014,207,Cramming,Telecommunications,CenturyLink,Spokane,WA,99208    
08/16/2018,2018,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
10/31/2018,2018,19,Inadequate Disclosure,Health Care,CHI Franciscan Health Systems,Tacoma,WA,98402-3400
01/02/2020,2020,412,Alleged criminal activity,"Justice, Public Order & Safety",San Diego County District Attorney,San Diego,CA,92112    
06/07/2019,2019,13,Misrepresentation of product or service,Employment Placement Agencies,,Lynnwood,WA,98036    
06/12/2020,2020,998,Governement agency complaint,Government Agencies,Washington State Employment Security Department,Olympia,WA,98507    
10/28/2020,2020,999,Other/Miscellaneous,Residential Landlord,Targa Real Estate Services,Federal Way,WA,98063    
02/20/2019,2019,642,Landlord/Tenant - Residential,Residential Landlord,,Spokane,WA,99208    
06/30/2016,2016,303,Questionable Quality Product/Service,Retail Sales,,Sacramento,CA,95691    
