Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,0-17,Brooklyn,County,940,43,
3AP,18+,Suffolk,"SEAFIELD CENTER, INC.",85,0,
3AP,18+,Greene,County,209,0,
3AP,18+,Tioga,County,55,0,
2AP,0-17,Brooklyn,SCO FAMILY OF SERVICES,53,2,
3AP,18+,Manhattan,FAMILY SERVICES NETWORK NY AI,46,0,
2AP,18+,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",97,5,
2AP,18+,Monroe,County,1995,172,NO
2AP,18+,Clinton,County,166,6,
2AP,18+,Madison,County,318,30,
2AP,0-17,Oneida,County,384,12,NO
2AP,0-17,Cattaraugus,County,104,2,
2AP,18+,Bronx,ADVANCED HEALTH NETWORK IPA,341,40,
2AP,0-17,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,412,20,
2AP,18+,Saratoga,County,588,60,
3AP,18+,Manhattan,NYC-HHC AGENCY NETWORK,5344,18,NO
2AP,18+,Chenango,County,167,14,
3AP,0-17,Onondaga,HILLSIDE CHILDREN'S CENTER,38,0,
2AP,0-17,Chemung,County,138,5,
3AP,18+,Wayne,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",36,1,NO
2AP,18+,Tompkins,County,452,43,
3AP,18+,Warren,County,804,0,
2AP,18+,Rensselaer,County,433,49,
2AP,18+,Essex,County,137,14,
3AP,18+,Suffolk,"PHOENIX HOUSES OF LONG ISLAND, INC.",23,0,
3AP,18+,Saint Lawrence,ST. LAWRENCE PSYCHIATRIC CENTER,42,0,
2AP,18+,Ontario,County,730,71,
3AP,0-17,Manhattan,NYC-HHC KINGS COUNTY HOSPITAL CENTER,101,0,NO
2AP,18+,Erie,COMM HLTH CTR BUFFALO INC,64,5,
2AP,18+,Suffolk,"SEAFIELD CENTER, INC.",56,4,
2AP,0-17,Queens,County,693,25,
2AP,0-17,Columbia,County,57,6,
2AP,18+,Montgomery,County,135,11,
2AP,0-17,Nassau,SOUTH SHORE CHILD GUIDANCE CENTER,37,1,NO
2AP,18+,Monroe,UNITED CEREBRAL PALSY ROCH,48,12,
2AP,0-17,Franklin,County,78,2,NO
2AP,0-17,Manhattan,County,484,23,
3AP,18+,Columbia,County,235,1,
2AP,18+,Westchester,County,8745,1192,
3AP,18+,Tompkins,County,164,0,
2AP,18+,Schenectady,County,18,1,
2AP,18+,Rensselaer,County,1,0,
3AP,18+,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,921,2,NO
3AP,18+,Brooklyn,KINGSBORO PSYCHIATRIC CENTER,110,1,NO
2AP,18+,Erie,County,4225,393,
2AP,18+,Suffolk,GOOD SAMARITAN HOSP MED CTR,176,9,NO
2AP,18+,Jefferson,County,243,24,NO
2AP,18+,Queens,"GOODWILL INDUSTRIES OF GREATER NEW YORK, INC.",45,11,NO
2AP,18+,Queens,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,837,141,
2AP,18+,Bronx,ST. BARNABAS HOSPITAL,1452,128,NO
2AP,18+,Dutchess,NORTHERN DUTCHESS HOSPITAL,61,9,NO
3AP,0-17,Sullivan,SULLIVAN COUNTY DEPARTMENT OF COMMUNITY SERV.,28,0,
2AP,18+,Erie,ERIE COUNTY MEDICAL CENTER,147,30,
3AP,18+,Rockland,"MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY,",172,3,NO
3AP,18+,Brooklyn,PREMIUM HEALTH INC,123,2,
2AP,0-17,Nassau,County,506,17,
2AP,18+,Washington,County,119,8,
3AP,18+,Manhattan,"UNION SETTLEMENT ASSOCIATION, INC.",65,0,NO
2AP,18+,Staten Island,County,1744,263,
2AP,18+,Manhattan,MANHATTAN PSYCHIATRIC CENTER,127,42,
2AP,18+,Rockland,County,1076,181,
2AP,0-17,Greene,County,57,4,
2AP,18+,Nassau,NASSAU HEALTH CARE CORP/NASSAU UNIV MED CTR,331,36,NO
3AP,18+,Monroe,IBERO AMERICAN ACTION LEAGUE,24,0,
3AP,18+,Queens,OMH STATE PC NETWORK,117,2,
2AP,18+,Lewis,County,107,12,
2AP,18+,Steuben,County,401,37,
2AP,18+,Niagara,HEALTH HOME PARTNERS OF WNY LLC,61,4,
3AP,0-17,Queens,NYC-HHC ELMHURST HOSPITAL CENTER,59,0,NO
3AP,0-17,Nassau,NASSAU HEALTH CARE CORP/NASSAU UNIV MED CTR,35,0,
3AP,18+,Brooklyn,"SUS - MENTAL HEALTH PROGRAMS, INC.",89,0,NO
2AP,0-17,Fulton,County,113,7,
3AP,0-17,Brooklyn,County,1,0,
3AP,18+,Albany,KINGSBORO PSYCHIATRIC CENTER,114,4,
3AP,18+,Rockland,GOOD SAMARITAN HOSPITAL,267,0,
2AP,18+,Bronx,County,5843,423,
3AP,18+,Cortland,CORTLAND COUNTY COMMUNITY SERVICES BOARD,59,1,
2AP,18+,Albany,SOUTH BEACH PSYCHIATRIC CENTER,296,67,
3AP,18+,Broome,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",31,1,
2AP,0-17,Dutchess,VASSAR BROTHERS MED CTR,61,3,NO
2AP,0-17,Westchester,ASSOC. FOR MENTALLY ILL CHILDREN OF WESTCHEST,23,8,YES
2AP,18+,Erie,ROSWELL PARK CANCER INST,28,3,
2AP,0-17,Putnam,County,27,0,
3AP,18+,Suffolk,ST. CHARLES HOSPITAL CORP.,107,1,NO
2AP,18+,Warren,County,774,59,
2AP,18+,Monroe,County,4309,333,
2AP,0-17,Genesee,County,43,1,
2AP,18+,Westchester,ST. JOHN'S RIVERSIDE HOSPITAL,244,16,
3AP,18+,Oswego,County,414,1,
2AP,18+,Wayne,County,194,16,
3AP,0-17,Montgomery,ST. MARY'S HEALTHCARE,161,0,NO
3AP,18+,Steuben,County,368,0,
2AP,18+,Steuben,County,99,16,
2AP,18+,Oneida,AIDS COMMUNITY RESOURCES AI,31,0,NO
2AP,18+,Queens,NORTHWELL HEALTH NETWORK,1017,164,
2AP,0-17,Queens,County,637,25,
2AP,0-17,Erie,OMH STATE PC NETWORK,23,1,NO
3AP,0-17,Erie,"BAKER HALL, INC. DBA BAKER VICTORY SERVICES",41,0,
2AP,0-17,Bronx,PREMIER HEALTHCARE D & T CTR,110,13,
3AP,18+,Warren,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",48,0,NO
2AP,18+,Manhattan,NYC-HHC AGENCY NETWORK,5237,501,NO
2AP,18+,Nassau,County,7,0,
3AP,0-17,Niagara,VALUE NETWORK IPA,132,0,
3AP,18+,Suffolk,County,4238,14,
3AP,0-17,Brooklyn,County,1025,1,
2AP,18+,Brooklyn,"OHEL CHILDREN'S HOME & FAMILY SERVICES, INC.",115,20,NO
3AP,18+,Ontario,County,665,4,
3AP,18+,Manhattan,"UPPER MANHATTAN M H CENTER, INC. AKA THE EMMA",426,1,
2AP,18+,Queens,"THE FLOATING HOSPITAL, INC.",123,23,
3AP,18+,Manhattan,NYC-HHC GOUVERNEUR HOSPITAL D&TC,279,1,NO
2AP,0-17,Bronx,County,1357,44,
2AP,18+,Cayuga,"UNITY HOUSE OF CAYUGA COUNTY, INC.",24,3,NO
2AP,18+,Jefferson,CENTRAL NEW YORK HEALTH HOME NETWOR,142,17,
3AP,18+,Orleans,MEDINA MEMORIAL HOSPITAL,57,0,
3AP,18+,Albany,SAMARITAN HOSPITAL,214,0,NO
2AP,18+,Brooklyn,County,11912,1300,
3AP,0-17,Oneida,"THE NEIGHBORHOOD CENTER, INC.",117,0,
3AP,18+,Queens,FEDERATION EMPLOYMENT & GUIDANCE SERVICE,134,2,NO
2AP,0-17,Seneca,County,25,0,
3AP,0-17,Allegany,County,20,0,
3AP,18+,Columbia,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",179,0,
3AP,18+,Westchester,"FAMILY SERVICE LEAGUE, INC.",125,1,
3AP,18+,Monroe,CLIFTON SPRINGS HOSPITAL AND CLINIC,215,2,
2AP,0-17,Manhattan,County,1032,31,
2AP,18+,Dutchess,County,1274,149,
3AP,18+,Manhattan,BRONX AIDS SERVICE AI,92,0,NO
3AP,18+,Westchester,HUDSON RIVER HEALTH CARE,4024,22,
3AP,18+,Nassau,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,401,5,
2AP,0-17,Staten Island,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",89,2,NO
3AP,18+,Manhattan,County,17345,49,NO
2AP,0-17,Nassau,SOUTH SHORE CHILD GUIDANCE CENTER,32,0,NO
2AP,18+,Manhattan,"PALLADIA, INC.",25,1,
2AP,0-17,Nassau,County,452,15,
2AP,18+,Queens,"AIDS CENTER OF QUEENS COUNTY, INC.",47,3,
2AP,0-17,Rensselaer,County,153,6,
2AP,18+,Westchester,"FAMILY SERVICES OF WESTCHESTER, INC.",80,4,NO
2AP,18+,Madison,County,288,20,
3AP,18+,Orange,"HONOR EHG, INC.",55,0,NO
3AP,18+,Onondaga,"LIBERTY RESOURCES, INC.",300,1,
2AP,18+,Brooklyn,BROOKLYN BUREAU OF COMMUNITY SERVICE,57,15,
3AP,18+,Washington,County,115,0,
2AP,18+,Saint Lawrence,"UNITED HELPERS CARE, INC./DBA MOSAIC",60,6,
2AP,18+,Schoharie,County,120,15,
2AP,18+,Oswego,County,410,29,
3AP,18+,Sullivan,COUNCIL ALCOHOL/DRUG SULLIVAN,25,0,NO
2AP,18+,Broome,County,172,19,
2AP,18+,Queens,MOUNT SINAI MEDICAL CENTER,73,8,NO
2AP,18+,Orange,County,1505,195,
2AP,18+,Saint Lawrence,County,537,39,
2AP,18+,Brooklyn,"OHEL CHILDREN'S HOME & FAMILY SERVICES, INC.",131,26,
2AP,18+,Greene,County,228,17,NO
2AP,18+,Sullivan,County,889,112,
2AP,0-17,Ontario,County,150,7,
3AP,18+,Westchester,DOMINICAN SRS FAM HLTH DBA ARCHCARE AT HOME,21,1,
2AP,18+,Orange,OMH STATE PC NETWORK,50,16,YES
2AP,0-17,Schenectady,County,327,14,
2AP,0-17,Manhattan,NEW YORK UNIVERSITY HOSPITALS CENTER,54,3,NO
2AP,18+,Dutchess,County,1304,160,
2AP,0-17,Brooklyn,MAIMONIDES MEDICAL CENTER,60,2,
2AP,18+,Manhattan,"THE BRIDGE, INC.",236,40,NO
3AP,18+,Onondaga,County,2633,7,
2AP,18+,Manhattan,"GREENWICH HOUSE, INC.",38,1,
2AP,0-17,Warren,County,265,8,
3AP,0-17,Erie,WESTERN NEW YORK CHILDREN'S PSYCHIATRIC CTR.,28,0,NO
3AP,18+,Albany,ELMIRA PSYCHIATRIC CENTER,28,0,
3AP,18+,Monroe,WAYNE BEHAVIORAL HEALTH NETWORK,25,0,NO
2AP,0-17,Nassau,County,652,18,
2AP,18+,Chenango,CHENANGO COUNTY COMMUNITY SERVICES BOARD,75,3,
2AP,18+,Westchester,MONTEFIORE MEDICAL CENTER,476,47,
2AP,18+,Lewis,County,115,8,
3AP,18+,Allegany,JONES MEMORIAL HOSPITAL,42,1,NO
2AP,0-17,Albany,County,1636,50,
3AP,18+,Manhattan,BETH ISRAEL MEDICAL CENTER,2132,6,
2AP,18+,Cattaraugus,OLEAN GENERAL HOSPITAL,85,6,NO
2AP,18+,Tompkins,County,369,30,
2AP,0-17,Broome,County,382,15,
2AP,18+,Onondaga,County,2680,248,
3AP,18+,Manhattan,MEMORIAL HSP CANCER ALLIED,50,0,
3AP,18+,Queens,IDUHA IPA,242,1,
2AP,0-17,Niagara,"MONSIGNOR CARR INSTITUTE, INC.",98,2,
3AP,18+,Queens,County,3436,13,
2AP,18+,Jefferson,County,468,54,
3AP,0-17,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,311,0,
3AP,0-17,Erie,County,675,0,
2AP,18+,Westchester,"UNITED BRONX PARENTS, INC.",219,21,
2AP,18+,Schuyler,County,80,3,
2AP,18+,Bronx,"ARGUS COMMUNITY, INC.",194,12,NO
2AP,18+,Westchester,"MENTAL HEALTH ASSOCIATION OF NASSAU COUNTY, I",94,14,NO
2AP,18+,Rensselaer,SAMARITAN HOSPITAL,402,43,NO
3AP,0-17,Staten Island,NORTHWELL HEALTH NETWORK,79,0,
3AP,18+,Statewide,Statewide,18,0,
2AP,18+,Broome,County,1146,83,
3AP,18+,Rensselaer,CONIFER PARK,24,0,NO
2AP,0-17,Manhattan,THE INSTITUTE FOR FAMILY HEALTH,35,1,
2AP,18+,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",142,10,NO
3AP,18+,Manhattan,"START TREATMENT & RECOVERY CENTERS, INC.",148,0,NO
2AP,18+,Manhattan,County,2,0,
2AP,18+,Chemung,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",158,24,
2AP,0-17,Schenectady,County,315,13,
2AP,18+,Suffolk,County,4548,548,
2AP,18+,Queens,CREEDMOOR PSYCHIATRIC CENTER,135,53,
2AP,18+,Clinton,County,356,38,
2AP,18+,Broome,SOUTHERN TIER AIDS PROGRAM AI,57,4,
2AP,18+,Schenectady,County,1481,96,
2AP,18+,Rockland,COMMUNITY MEDICAL AND DENTAL CARE INC.,40,8,
3AP,18+,Bronx,GATEWAY COUNSELING CENTER,71,3,NO
2AP,0-17,Brooklyn,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,221,7,NO
2AP,18+,Brooklyn,KINGSBROOK JEWISH MEDICAL CENTER,226,52,
3AP,18+,Lewis,County,117,0,
3AP,18+,Ulster,OMH STATE PC NETWORK,44,0,NO
2AP,18+,Manhattan,ASIAN & PACIFIC I C HIV/AIDS,95,9,
2AP,0-17,Nassau,SOUTH SHORE CHILD GUIDANCE CENTER,28,0,
3AP,18+,Brooklyn,"BROOKLYN CENTER FOR PSYCHOTHERAPY, INC.",93,0,
3AP,18+,Montgomery,County,449,0,
2AP,18+,Brooklyn,NYC-HHC AGENCY NETWORK,1972,180,NO
2AP,18+,Nassau,County,5367,635,
3AP,0-17,Schuyler,County,13,0,
3AP,18+,Manhattan,NYC-HHC METROPOLITAN HOSPITAL CENTER,1078,5,NO
2AP,18+,Dutchess,County,1292,153,
3AP,18+,Erie,WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,95,1,
3AP,18+,Statewide,Statewide,1846,11,
3AP,18+,Rockland,"JAWONIO, INC.",62,0,
2AP,18+,Albany,County,6132,984,
2AP,18+,Lewis,County,114,8,
3AP,18+,Ulster,ULSTER COUNTY MENTAL HEALTH DEPARTMENT,129,0,NO
2AP,0-17,Clinton,County,107,7,NO
3AP,18+,Broome,County,1150,1,
2AP,18+,Manhattan,MOUNT SINAI MEDICAL CENTER,722,43,
2AP,18+,Oswego,County,126,12,
2AP,18+,Manhattan,HHC/BELIEVUE HSP CTR SCM,50,0,
2AP,0-17,Tompkins,County,82,1,NO
2AP,18+,Putnam,County,505,40,
3AP,18+,Suffolk,ECON OPP COUNCIL SUFFOLK AI,63,0,NO
2AP,0-17,Montgomery,County,140,5,
2AP,18+,Albany,NEW YORK PSYCHIATRIC INSTITUTE,224,21,
2AP,18+,Cattaraugus,County,404,40,
2AP,18+,Hamilton,County,9,1,
2AP,18+,Genesee,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",282,17,
3AP,18+,Westchester,"FOUR WINDS, INC.",43,0,NO
2AP,18+,Rensselaer,County,897,91,
2AP,18+,Brooklyn,CONEY ISLAND HOSPITAL SCM,38,6,NO
2AP,0-17,Schuyler,County,17,1,
2AP,18+,Staten Island,STATEN ISLAND UNIVERSITY HOSPITAL,1051,165,YES
