CAMIS,DBA,PHONE,CUISINE DESCRIPTION,SCORE,INSPECTION TYPE,BBL,NTA
41417854,DUNKIN,7186153184,Donuts,11.0,Cycle Inspection / Initial Inspection,3088390140.0,BK17
50059195,EMPANADA CITY,7183635252,Spanish,31.0,Cycle Inspection / Initial Inspection,3013300070.0,BK60
50058935,THE WILLIAMSBURG HOTEL,7183628100,American,2.0,Pre-permit (Operational) / Re-inspection,3022950021.0,BK73
50085185,DUN HUANG EAST VILLAGE,6469644007,Chinese,26.0,Pre-permit (Operational) / Initial Inspection,1008940020.0,MN20
41101925,T.G.I. FRIDAY'S,7189827801,American,9.0,Cycle Inspection / Initial Inspection,5024000300.0,SI24
50043385,EMPANADA MAMA,2126730300,Latin American,15.0,Cycle Inspection / Initial Inspection,1004140023.0,MN27
50041581,D'AMICO COFFEE,7188755403,Coffee/Tea,22.0,Cycle Inspection / Initial Inspection,3004210008.0,BK33
50001438,INSOMNIA COOKIES,6464167092,Bakery Products/Desserts,3.0,Cycle Inspection / Initial Inspection,1018820036.0,MN09
41236258,DUNKIN,7189982632,Donuts,6.0,Cycle Inspection / Initial Inspection,3067970108.0,BK25
50108175,,2125955050,,,,1005590032.0,MN22
40765358,HONG KONG RESTAURANT,7184096100,Chinese,13.0,Cycle Inspection / Initial Inspection,2041320034.0,BX49
41522735,COURT STREET GROCERS,7187227229,Sandwiches,21.0,Cycle Inspection / Initial Inspection,3004740107.0,BK33
50033690,HE NAN CUISINE,7187621818,Chinese,22.0,Cycle Inspection / Initial Inspection,4050197501.0,QN22
50076167,ARTE CAFE,6468583300,Italian,21.0,Cycle Inspection / Initial Inspection,1007970002.0,MN13
50070383,KIMCHAYUL MYUNGPOOM GALBI,7188869292,Korean,26.0,Cycle Inspection / Re-inspection,4053340024.0,QN51
41453281,DEVON AND BLAKELY,2127864206,American,10.0,Cycle Inspection / Initial Inspection,1000160120.0,MN25
50065358,ANDIAMO CAFE,7186187989,American,12.0,Cycle Inspection / Initial Inspection,2031660085.0,BX40
50001446,BENTO SUSHI & NOODLES,2123981405,Japanese,27.0,Cycle Inspection / Initial Inspection,1013170001.0,MN19
50039305,BIN 5,7183094224,Italian,24.0,Cycle Inspection / Initial Inspection,5028310014.0,SI37
41112819,SONG,7189651108,Thai,21.0,Cycle Inspection / Re-inspection,3009700002.0,BK37
50073026,HIBACHI STATION,6466332522,Japanese,12.0,Cycle Inspection / Initial Inspection,4014710001.0,QN28
50044054,SYNDICATED,7183863399,American,34.0,Cycle Inspection / Initial Inspection,3031020001.0,BK77
40705487,STROKOS GOURMET DELI,2126662121,Sandwiches,24.0,Cycle Inspection / Initial Inspection,1018850036.0,MN09
41240002,DON PANCHITO RESTAURANT,2127953290,Mexican,19.0,Cycle Inspection / Re-inspection,1021210045.0,MN36
50087287,SWEETWATERS,8452366103,Coffee/Tea,,Calorie Posting / Initial Inspection,3009330005.0,BK37
50048074,GREAT WALL NYC,7185837241,Chinese,7.0,Cycle Inspection / Initial Inspection,2028790100.0,BX36
50042671,EDGAR'S CAFE,2125956261,Coffee/Tea,12.0,Cycle Inspection / Re-inspection,1012390034.0,MN12
50070157,A-POU'S TASTE,7183888111,Asian/Asian Fusion,25.0,Cycle Inspection / Re-inspection,3029240044.0,BK90
50098091,BAGEL PUB,9292763266,Bagels/Pretzels,12.0,Pre-permit (Operational) / Initial Inspection,3006920068.0,BK32
41207173,SOHO PARK,2122192129,American,8.0,Cycle Inspection / Initial Inspection,1004960018.0,MN24
41161770,BRIDGE COFFEE SHOP,7187970825,Spanish,18.0,Cycle Inspection / Initial Inspection,3000550011.0,BK38
41302151,GOLDEN WAY CHINESE RESTAURANT,7188458899,Chinese,17.0,Cycle Inspection / Initial Inspection,4114910001.0,QN56
50071807,THE AINSWORTH,2127410646,American,37.0,Cycle Inspection / Re-inspection,1005560020.0,MN22
41568640,HOT POT UNDER DE' TREE,2122343505,Caribbean,17.0,Cycle Inspection / Initial Inspection,1020460030.0,MN03
40957421,RARE BAR & GRILL,2124811999,American,26.0,Cycle Inspection / Re-inspection,1008930025.0,MN20
50081574,CHEN'S GARDEN,9174067789,Chinese,4.0,Pre-permit (Operational) / Re-inspection,3009160041.0,BK34
41634515,BOMBAY KITCHEN INDIAN CUISINE,3479151888,Indian,19.0,Cycle Inspection / Re-inspection,3033920001.0,BK77
40673117,10TH AVENUE PIZZA & CAFE,2123669222,Pizza,10.0,Cycle Inspection / Initial Inspection,1007220075.0,MN13
50073194,PHO METRO,7188667435,Southeast Asian,13.0,Cycle Inspection / Initial Inspection,4044060032.0,QN22
41685457,JIN FENG FISH BALL,7188646288,Chinese,21.0,Cycle Inspection / Re-inspection,4050420040.0,QN22
50074343,STOP & ENJOY,7182786652,Sandwiches/Salads/Mixed Buffet,17.0,Cycle Inspection / Initial Inspection,4008090032.0,QN72
41468442,LAS PALMAS BAKERY,3472698022,Bakery Products/Desserts,24.0,Cycle Inspection / Initial Inspection,2031960081.0,BX40
50045194,BURP BOWL CAFE,6464921082,Chinese,27.0,Cycle Inspection / Re-inspection,1008820061.0,MN21
50003253,PARIS BAGUETTE,2128380404,Bakery Products/Desserts,10.0,Cycle Inspection / Re-inspection,1013060050.0,MN19
41467162,"DUNKIN',' BASKIN ROBBINS",7182718061,American,7.0,Cycle Inspection / Initial Inspection,4019550007.0,QN25
40922420,GIORGIONE,2123522628,Italian,12.0,Cycle Inspection / Re-inspection,1005970033.0,MN24
41555440,KATONAH PIZZA & PASTA,7189948337,Pizza,12.0,Cycle Inspection / Initial Inspection,2033770053.0,BX62
41172734,JUNIOR'S RESTAURANT,2123022000,American,12.0,Cycle Inspection / Initial Inspection,1010160036.0,MN17
50076881,AT NINE RESTAURANT & BAR,2122654499,Thai,22.0,Cycle Inspection / Initial Inspection,1010330064.0,MN15
50051370,SIP UNWINE,7185766424,Caribbean,18.0,Cycle Inspection / Initial Inspection,3051880010.0,BK95
41191438,CHERYL'S GLOBAL SOUL,3475392855,American,18.0,Cycle Inspection / Initial Inspection,3011720040.0,BK64
50014069,RED LOBSTER,2122801930,Seafood,10.0,Cycle Inspection / Re-inspection,1019310006.0,MN11
41272855,BOBO RESTAURANT,2124882626,French,19.0,Cycle Inspection / Initial Inspection,1006110041.0,MN23
40544529,CORATO PIZZA II,7183810915,Pizza,35.0,Cycle Inspection / Initial Inspection,4035380038.0,QN20
50080435,FULKOLE RESTAURANT,9173536405,Indian,23.0,Pre-permit (Operational) / Initial Inspection,3041840065.0,BK83
50080323,IMMANUEL RESTAURANT,7182723210,Latin American,26.0,Pre-permit (Operational) / Initial Inspection,3043590028.0,BK82
50083612,ARBY'S,3478438244,Hamburgers,13.0,Pre-permit (Operational) / Initial Inspection,2051410100.0,BX13
50044479,SPICE & GRILL,7188752525,Indian,19.0,Cycle Inspection / Initial Inspection,3018880095.0,BK69
50069660,DUNKIN,7185280022,Donuts,11.0,Cycle Inspection / Initial Inspection,4110820014.0,QN33
50000335,KAL,7188061677,Korean,25.0,Cycle Inspection / Initial Inspection,4006280146.0,QN70
50053587,SIGIRI NY,2126149333,Indian,7.0,Cycle Inspection / Initial Inspection,1004470031.0,MN22
41234610,TARA ROSE,2127254110,American,12.0,Cycle Inspection / Re-inspection,1008830048.0,MN21
50018348,EMPIRE III,2122808880,Chinese,12.0,Cycle Inspection / Re-inspection,1018310029.0,MN11
40390163,5 BURRO CAFE,7185442984,Mexican,11.0,Cycle Inspection / Re-inspection,4032580033.0,QN17
41690699,NEW OCEAN,2122899293,Chinese,20.0,Cycle Inspection / Initial Inspection,1019140034.0,MN03
50016249,ITALY PIZZA,7183839079,Pizza,9.0,Cycle Inspection / Initial Inspection,3025970010.0,BK76
50078414,FLAME,6468700301,Asian/Asian Fusion,37.0,Pre-permit (Operational) / Initial Inspection,1012127501.0,MN12
50087106,MI FUTURO BAKERY,7186846016,Bakery Products/Desserts,87.0,Pre-permit (Operational) / Initial Inspection,2031960058.0,BX36
41688479,MADISON'S PIZZERIA,7188318555,Pizza,20.0,Cycle Inspection / Initial Inspection,4034810014.0,QN20
40884354,111 RESTAURANT,7189955570,American,12.0,Cycle Inspection / Re-inspection,4.0,
50059903,CHINA TASTE,2126500189,Chinese,16.0,Cycle Inspection / Initial Inspection,1015440052.0,MN32
50083456,BURGERIM,3476626000,Hamburgers,,Calorie Posting / Initial Inspection,3060510025.0,BK31
50041309,OZU JAPANESE CUISINE & LOUNGE,7187973288,Japanese,35.0,Cycle Inspection / Initial Inspection,3002360112.0,BK09
50047741,LA KUCHARA,7186077758,Latin American,12.0,Cycle Inspection / Re-inspection,4013930045.0,QN27
41270643,"DUNKIN',' BASKIN ROBBINS",7184030386,Donuts,5.0,Cycle Inspection / Initial Inspection,3003840041.0,BK38
50043863,1080 BREW,3474849220,Coffee/Tea,55.0,Cycle Inspection / Initial Inspection,4035410023.0,QN20
40570775,STARBUCKS,2125797834,Coffee/Tea,4.0,Cycle Inspection / Re-inspection,1011250062.0,MN14
41480427,YEMEN CAFE & RESTAURANT,7188349533,Middle Eastern,12.0,Cycle Inspection / Re-inspection,3002860014.0,BK33
50085035,JJ KINAHAN'S,6464766276,American,7.0,Cycle Inspection / Initial Inspection,1008010034.0,MN13
50093008,ORCHARD STREET HOTEL,2128048088,Continental,10.0,Pre-permit (Operational) / Initial Inspection,1004160058.0,MN27
50009874,EL PALACIO SEAFOOD MARKET,2125680770,Seafood,15.0,Cycle Inspection / Initial Inspection,1021220153.0,MN36
50071468,COPPER THROAT,9172617891,Thai,32.0,Cycle Inspection / Initial Inspection,1004100018.0,MN27
50019124,RAMEN-YA,2122548828,Japanese,13.0,Cycle Inspection / Initial Inspection,1005430067.0,MN23
50070005,HONG KONG KEI ONE,7189489700,Chinese,8.0,Cycle Inspection / Re-inspection,5052860037.0,SI54
50063995,NEW STAR CHINESE RESTAURANT,7188916868,Chinese,13.0,Cycle Inspection / Initial Inspection,3074220305.0,BK17
40364443,CRIMINAL COURT BLDG CAFETERIA,2129621037,American,12.0,Cycle Inspection / Re-inspection,1001670001.0,MN27
50038684,HARLEM HOOKAH,6469129905,American,9.0,Cycle Inspection / Initial Inspection,1019147502.0,MN03
50066987,SUPREME DINER,7189699317,American,30.0,Pre-permit (Operational) / Initial Inspection,4068590014.0,QN38
41604594,TAQUERIA RESTAURANTE MI BARRIO,3479874435,Mexican,12.0,Cycle Inspection / Re-inspection,3009030170.0,BK34
50035769,MOLOKO,7185963624,American,12.0,Cycle Inspection / Initial Inspection,3017350038.0,BK75
50034294,PANADERIA LA AUTENTICA,7182592606,Latin American,12.0,Cycle Inspection / Initial Inspection,3063710052.0,BK28
41620128,THINK COFFEE,2122556542,Coffee/Tea,12.0,Cycle Inspection / Initial Inspection,1006290038.0,MN23
41145557,NEW ASHA SRI LANKAN RESTAURANT,7184200649,Indian,12.0,Cycle Inspection / Initial Inspection,5005760005.0,SI37
50011784,HALAL RESTAURANT,3474057708,African,23.0,Cycle Inspection / Initial Inspection,3020170034.0,BK69
50012808,CALLE DAO,2122219002,Latin American,42.0,Cycle Inspection / Initial Inspection,1008400069.0,MN17
41578971,"BOULUD SUD , EPICERIE BOULUD",2125951313,Mediterranean,12.0,Cycle Inspection / Re-inspection,1011167501.0,MN14
50086291,ARCHER AND GOAT,9172616602,American,5.0,Cycle Inspection / Initial Inspection,1019040031.0,MN11
41156203,L'FONDA,9175211631,Latin American,30.0,Cycle Inspection / Re-inspection,1021090046.0,MN36
50086660,Rowe's Restaurant,7184218898,Caribbean,,Administrative Miscellaneous / Initial Inspection,3049750009.0,BK91
50079705,DIG INN,2123352107,American,21.0,Pre-permit (Operational) / Initial Inspection,1011380036.0,MN14
41619148,LA POLLERA COLORADA II,7184246531,Latin American,48.0,Cycle Inspection / Initial Inspection,4014120043.0,QN28
50070412,CROWN FRIED CHICKEN,3475244071,Chicken,9.0,Cycle Inspection / Initial Inspection,2039320174.0,BX46
41548819,B & R SPICE WEST INDIAN FOOD,7182641000,Caribbean,58.0,Cycle Inspection / Initial Inspection,4104380020.0,QN08
50008977,MOKBAR,6469645963,Korean,,Administrative Miscellaneous / Initial Inspection,1007130001.0,MN13
50065644,NEW GRAND BUFFET,7182788889,Chinese,13.0,Cycle Inspection / Re-inspection,4001200012.0,QN31
41350902,SPA CASTLE CAFE,7189396300,Asian/Asian Fusion,9.0,Cycle Inspection / Re-inspection,4040110024.0,QN49
50010054,JOHN SULLIVAN'S PUB,2129937223,Irish,13.0,Cycle Inspection / Re-inspection,1007840050.0,MN17
50006550,R&D FOODS,3479151196,American,37.0,Cycle Inspection / Initial Inspection,3011510046.0,BK64
50005340,ASIAN GOURMET,7183212226,Asian/Asian Fusion,13.0,Cycle Inspection / Re-inspection,4064010013.0,QN62
50001842,AMAZE,2126888808,Asian/Asian Fusion,18.0,Cycle Inspection / Re-inspection,1013700001.0,MN19
50003527,CHAPATI HOUSE,2127497200,Indian,9.0,Cycle Inspection / Initial Inspection,1019930083.0,MN09
41583460,HARDING'S,2126002105,American,13.0,Cycle Inspection / Re-inspection,1008490055.0,MN13
41615115,EL NUEVO CARIDAD RESTAURANT,2127811880,Latin American,12.0,Cycle Inspection / Initial Inspection,1021610004.0,MN35
50092943,LA VENTURA,9176756454,American,12.0,Pre-permit (Operational) / Re-inspection,1006250013.0,MN23
50077270,NY GO GO FAST FOOD,6462553366,Chinese,21.0,Cycle Inspection / Initial Inspection,4050360036.0,QN22
40834812,DANTE'S GOURMET FOOD,2122332255,American,51.0,Cycle Inspection / Re-inspection,1000930025.0,MN25
50101509,LIBERTY SOULFOOD,3476812574,,,,3034140003.0,BK78
41251243,CAFE ROMA PIZZERIA,2128758972,Jewish/Kosher,10.0,Cycle Inspection / Re-inspection,1018730035.0,MN12
50077077,THE TAILOR PUBLIC HOUSE,2014172596,American,13.0,Pre-permit (Operational) / Initial Inspection,1007590037.0,MN13
50064681,BOBBY SPOT NUVO CAFE,3476491326,Egyptian,23.0,Pre-permit (Operational) / Re-inspection,4002530027.0,QN31
41021528,SUBWAY,7187277444,Sandwiches,25.0,Cycle Inspection / Initial Inspection,5007070016.0,SI07
40399099,STARBUCKS,2124727784,Coffee/Tea,37.0,Cycle Inspection / Initial Inspection,1014500023.0,MN31
50072108,UT47 MANHATTAN,9045990688,Coffee/Tea,9.0,Pre-permit (Non-operational) / Initial Inspection,1010370059.0,MN15
50018812,LUKE'S LOBSTER,6465594644,Seafood,5.0,Cycle Inspection / Initial Inspection,1010167501.0,MN17
50000732,LOWER EAST SIDE PIZZA,6467564448,Pizza,11.0,Cycle Inspection / Initial Inspection,1002840020.0,MN28
41434693,SANSIMIAN JAMAICAN WEST INDIAN RESTAURANT,7182588009,Caribbean,26.0,Cycle Inspection / Re-inspection,3078080028.0,BK58
50062479,DENG JI ll,9174751082,Chinese,58.0,Cycle Inspection / Initial Inspection,1002810030.0,MN27
50053284,ELK CAFE,7188535500,Coffee/Tea,64.0,Cycle Inspection / Re-inspection,3052680093.0,BK40
50076825,HAPPY YOGURT GARDEN,7183335503,Frozen Desserts,2.0,Cycle Inspection / Initial Inspection,3061770038.0,BK30
50059659,KING OF FALAFEL & SHAWARMA,7183408068,Mediterranean,12.0,Cycle Inspection / Re-inspection,4005890002.0,QN70
41385639,BEST CHINESE RESTAURANT,7183792438,Chinese,13.0,Cycle Inspection / Re-inspection,2052630059.0,BX13
50068228,THE HILL BISTRO,6465651040,American,12.0,Cycle Inspection / Re-inspection,2057910404.0,BX29
50071203,BABY GRAND,6099036897,American,10.0,Cycle Inspection / Initial Inspection,3027150017.0,BK76
50080589,BLUESTONE LANE,6463218563,Coffee/Tea,,Calorie Posting / Initial Inspection,1010137501.0,MN17
40371684,LIBERMAN'S LUNCHEONETTE,7188518696,Jewish/Kosher,11.0,Cycle Inspection / Initial Inspection,3054480010.0,BK88
50017752,Juanita's,7187797272,Spanish,10.0,Cycle Inspection / Initial Inspection,4014140040.0,QN28
50013718,DUNKIN,9148154205,Donuts,9.0,Cycle Inspection / Initial Inspection,2042267502.0,BX37
50060826,JERSEY MIKE'S SUBS,7185096553,Sandwiches,20.0,Cycle Inspection / Initial Inspection,5039830013.0,SI25
50064557,VENIERO'S BAKERY,2126747070,Bakery Products/Desserts,37.0,Pre-permit (Operational) / Initial Inspection,1004520027.0,MN22
50095436,KIKOO SUSHI,9292856666,Japanese,,Administrative Miscellaneous / Initial Inspection,1004400007.0,MN22
50086724,MADE IN NEW YORK PIZZA,6464846200,Pizza,13.0,Pre-permit (Operational) / Re-inspection,1012110001.0,MN12
50010284,KAIETEUR RESTAURANT,7182318700,Caribbean,,Smoke-Free Air Act / Initial Inspection,2050420045.0,BX62
41521159,CITY SANDWICH,6466843943,Sandwiches/Salads/Mixed Buffet,50.0,Cycle Inspection / Initial Inspection,1010550031.0,MN15
41647521,ROCKAWAY ROTI SHOP,7186598844,Caribbean,12.0,Cycle Inspection / Re-inspection,4116790009.0,QN55
40940269,STARBUCKS,2122270372,Coffee/Tea,5.0,Cycle Inspection / Initial Inspection,1000640008.0,MN25
50086500,PHO GRAND BAYSIDE,6469692288,Southeast Asian,8.0,Cycle Inspection / Re-inspection,4062340045.0,QN46
40378212,CUCHIFRITO,2128764846,Mexican,4.0,Cycle Inspection / Initial Inspection,1016430044.0,MN34
40378190,NARITA JAPANESE RESTAURANT,7182632999,Japanese,12.0,Cycle Inspection / Re-inspection,4032390032.0,QN17
50058706,KIKU ASIAN BISTRO,7186383366,Asian/Asian Fusion,13.0,Cycle Inspection / Initial Inspection,3009500009.0,BK37
50062874,JUMBO KITCHEN,7183785388,Chinese,10.0,Cycle Inspection / Re-inspection,2029600040.0,BX17
50066352,THE ASSEMBLAGE,6468499861,American,9.0,Cycle Inspection / Initial Inspection,1008800082.0,MN21
41641614,AROMA ESPRESSO BAR,2123460055,Coffee/Tea,25.0,Cycle Inspection / Initial Inspection,1001250020.0,MN24
41185798,SUNDAES AND CONES,2129799398,Frozen Desserts,22.0,Cycle Inspection / Initial Inspection,1005560028.0,MN22
40389903,QUEEN RESTAURANT,7185965954,Italian,11.0,Cycle Inspection / Initial Inspection,3002680050.0,BK09
50018405,SUBWAY,7188451300,Sandwiches,12.0,Cycle Inspection / Initial Inspection,4114800051.0,QN55
50058432,WHITE NOISE COFFEE,6465960022,Coffee/Tea,7.0,Cycle Inspection / Re-inspection,4053340017.0,QN51
41287495,CARIBBEAN & AMERICAN ENTERTAINMENT BAR LOUNGE & RESTAURANT,7182828342,Caribbean,10.0,Inter-Agency Task Force / Initial Inspection,3051400021.0,BK95
40534912,BROOKLYN MOON CAFE,7188557149,Caribbean,17.0,Cycle Inspection / Initial Inspection,3021167501.0,BK68
41424141,LUCKY'S FAMOUS,2122476717,Hamburgers,12.0,Cycle Inspection / Re-inspection,1010420061.0,MN15
50079958,ROCKWELL PLACE,9179091093,American,49.0,Pre-permit (Operational) / Initial Inspection,3020950009.0,BK68
50048523,GOLD SOUNDS,6462728977,American,,Smoke-Free Air Act / Initial Inspection,3031570031.0,BK78
50093312,KENNEDY FRIED CHICKEN,7184150605,Chicken,12.0,Pre-permit (Operational) / Initial Inspection,3043910001.0,BK82
50048905,BRONX DRAFTHOUSE,9292659759,American,12.0,Cycle Inspection / Re-inspection,2024760061.0,BX63
40395882,WHITE CASTLE,7186416870,Hamburgers,9.0,Cycle Inspection / Initial Inspection,4091720060.0,QN56
50089148,SACHI ASIAN BISTRO,2122971883,Asian/Asian Fusion,27.0,Pre-permit (Operational) / Initial Inspection,1009190034.0,MN20
50063156,"TWIN DONUT, BLIMPIES",7189937050,Bagels/Pretzels,38.0,Cycle Inspection / Initial Inspection,2024590046.0,BX14
