animal_id,animal_type,breed_group,primary_breed,tag_no,tag_type,tag_subtype,price,tag_date,tag_exp,tag_stat
A599356,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-018269,LIC ALTERED,COUNTER,10.0,2016-09-09 00:00:00,2017-09-06 00:00:00,CURRENT
A596863,DOG,TOY,SHIH TZU,RAB9124055,RABIES CERT,VET,0.0,2016-08-11 00:00:00,2017-05-18 00:00:00,CURRENT
A593986,DOG,TOY,POMERANIAN,U16-008253,RABIES CERT,HLP SCAN,,2016-07-09 00:00:00,2017-05-18 00:00:00,CURRENT
A620511,DOG,MASTIFF,CHINESE SHARPEI,,,,,,,
A612510,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-017282,LIC ALTERED,HLP WEB,10.5,2017-04-04 00:00:00,2018-03-13 00:00:00,CURRENT
A551396,CAT,SHORTHAIR,ABYSSINIAN,L16-034515,LIC ALTERED,HLP SCAN,10.0,2017-02-13 00:00:00,2017-12-06 00:00:00,CURRENT
A558301,CAT,SHORTHAIR,DOMESTIC SH,RAB51981,RAB VAC CERT.,VET,0.0,2015-04-22 00:00:00,2016-03-19 00:00:00,CURRENT
A608914,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-023067,LIC UNALTERED,HLP WEB,60.5,2017-11-30 00:00:00,2018-09-26 00:00:00,CURRENT
A628167,DOG,TOY,CHIHUAHUA SH,L17-047792,LIC ALTERED,ADOPT,10.0,2017-11-08 00:00:00,2018-10-23 00:00:00,CURRENT
A576224,DOG,TOY,YORKSHIRE TERR,,,,,,,
A609988,DOG,TOY,MALTESE,0A02074345,MICROCHIP,HLP WEB,0.0,2017-11-07 00:00:00,,CURRENT
A607964,DOG,MASTIFF,STAFFORDSHIRE,L17-013218,LIC ALTERED,ADOPT,10.0,2017-02-04 00:00:00,2018-01-20 00:00:00,CURRENT
A599324,DOG,TERRIER,BRUSS GRIFFON,R16-3293,RAB VAC CERT.,RESQ,0.0,2016-09-14 00:00:00,2017-09-13 00:00:00,CURRENT
A555525,CAT,SHORTHAIR,DOMESTIC SH,0A127A2C33,MICROCHIP,HLP SCAN,0.0,2015-03-04 00:00:00,,CURRENT
A598982,DOG,MASTIFF,PIT BULL,L17-032218,LIC UNALTERED,HLP SCAN,60.0,2017-09-28 00:00:00,2018-07-28 00:00:00,CURRENT
A571713,DOG,SETTER/RETRIEVE,LABRADOR RETR,L15-025376,LIC ALTERED,HLP SCAN,9.0,2015-09-21 00:00:00,2016-08-17 00:00:00,RENEWED
A558627,CAT,SHORTHAIR,DOMESTIC SH,L16-026204,LIC ALTERED,VET,10.0,2016-04-26 00:00:00,2017-03-12 00:00:00,RENEWED
A570007,DOG,SETTER/RETRIEVE,GREAT PYRENEES,L15-016586,LIC ALTERED,VET,9.0,2015-09-03 00:00:00,2016-01-24 00:00:00,RENEWED
A596097,CAT,SHORTHAIR,AMER SH,,,,,,,
A602583,DOG,TERRIER,JACK RUSS TERR,L17-020532,LIC ALTERED,HLP WEB,10.5,2017-08-07 00:00:00,2018-05-28 00:00:00,CURRENT
A576758,DOG,SETTER/RETRIEVE,LABRADOR RETR,RAB9353804,RABIES CERT,VET,0.0,2016-08-30 00:00:00,2016-07-09 00:00:00,CURRENT
A616459,CAT,SHORTHAIR,DOMESTIC SH,985113001005850,MICROCHIP ADO,HOME AGAIN,25.0,2017-05-21 00:00:00,2018-05-21 00:00:00,CURRENT
A624543,CAT,LONGHAIR,MAINE COON,,,,,,,
A623250,DOG,MASTIFF,BOXER,98200040984023,MICROCHIP,HLP WEB,0.0,2017-08-09 00:00:00,,CURRENT
A560515,DOG,SPITZ,SIBERIAN HUSKY,,,,,,,
A553482,DOG,POINTER,POINTER,L17-007386,LIC ALTERED,HLP SCAN,10.0,2017-09-28 00:00:00,2018-07-21 00:00:00,CURRENT
A611714,DOG,TERRIER,SCHNAUZER MIN,L17-016321,LIC 3Y,HLP WEB,27.5,2017-02-28 00:00:00,2020-02-28 00:00:00,CURRENT
A624404,DOG,MASTIFF,PIT BULL,L17-047766,LIC ALTERED,ADOPT,10.0,2017-10-24 00:00:00,2018-10-17 00:00:00,CURRENT
A558031,DOG,TERRIER,SCHNAUZER MIN,L15-011699,LIC ALTERED,COUNTER,9.0,2015-04-18 00:00:00,2016-04-14 00:00:00,RENEWED
A557519,CAT,LONGHAIR,DOMESTIC LH,RAB44268,RAB VAC CERT.,VET,0.0,2015-04-09 00:00:00,2016-03-07 00:00:00,CURRENT
A561723,CAT,SHORTHAIR,DOMESTIC SH,L15-023684,LIC ALTERED,ADOPT,9.0,2015-07-01 00:00:00,2016-06-24 00:00:00,MOVED JEFF
A560577,DOG,SETTER/RETRIEVE,GOLDEN RETR,L16-014870,LIC ALTERED,MAIL,10.0,2016-04-27 00:00:00,2017-03-14 00:00:00,RENEWED
A559793,CAT,SHORTHAIR,DOMESTIC SH,U15-002394,RABIES CERT,HLP IMPORT,,2015-05-07 00:00:00,2018-04-05 00:00:00,CURRENT
A581629,DOG,TOY,BOSTON TERRIER,L15-029994,LIC 3Y,VET,24.0,2016-01-26 00:00:00,2018-10-30 00:00:00,CURRENT
A594085,DOG,POODLE,POODLE MIN,L16-004923,LIC ALTERED,HLP SCAN,10.0,2016-07-08 00:00:00,2017-04-23 00:00:00,CURRENT
A549669,DOG,TOY,HAVANESE,L16-043442,LIC ALTERED,HLP WEB,10.5,2016-10-31 00:00:00,2017-10-10 00:00:00,RENEWED
A598038,DOG,HOUND,BEAGLE,RAB9126702,RABIES CERT,VET,0.0,2016-08-24 00:00:00,2017-06-18 00:00:00,CURRENT
A556432,DOG,COLLIE,AUST CATTLE DOG,L15-001540,LIC ALTERED,HLP WEB,9.5,2015-03-24 00:00:00,2016-03-17 00:00:00,CURRENT
A632435,DOG,TOY,SHIH TZU,L17-083216,LIC ALTERED,COUNTER,10.0,2017-12-18 00:00:00,2018-12-18 00:00:00,CURRENT
A571575,DOG,MIX,MIX,L15-052134,LIC ALTERED,HLP SCAN,9.0,2015-12-20 00:00:00,2016-08-11 00:00:00,RENEWED
A556721,CAT,SHORTHAIR,AMER SH,,,,,,,
A612832,DOG,MASTIFF,PIT BULL,L17-009608,LIC UNALTERED,COUNTER,60.0,2017-08-02 00:00:00,2018-08-02 00:00:00,CURRENT
A629909,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A566496,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-026327,LIC ALTERED,MAIL,10.0,2017-03-15 00:00:00,2018-03-06 00:00:00,CURRENT
A530544,DOG,POINTER,GERM SH POINT,L16-018842,LIC ALTERED,HLP SCAN,10.0,2016-08-28 00:00:00,2017-07-01 00:00:00,RETUR MAIL
A609256,DOG,SPITZ,AKITA,L16-013013,LIC ALTERED,VET,10.0,2017-01-31 00:00:00,2017-09-18 00:00:00,CURRENT
A591007,DOG,HOUND,BEAGLE,L16-039449,LIC ALTERED,HLP WEB,10.5,2016-05-26 00:00:00,2017-01-14 00:00:00,RENEWED
A631219,CAT,SHORTHAIR,DOMESTIC SH,L17-007697,LIC ALTERED,HLP SCAN,10.0,2017-11-27 00:00:00,2018-08-09 00:00:00,CURRENT
A582642,DOG,SETTER/RETRIEVE,GOLDEN RETR,RAB9722188,RABIES CERT,VET,0.0,2016-12-28 00:00:00,2016-11-22 00:00:00,CURRENT
A526533,CAT,LONGHAIR,DOMESTIC LH,L14-014625,LIC ALTERED,VET,9.0,2014-05-16 00:00:00,2015-02-25 00:00:00,CURRENT
A568688,DOG,TOY,MALTESE,L17-054845,LIC ALTERED,COUNTER,10.0,2017-12-15 00:00:00,2018-12-15 00:00:00,CURRENT
A559313,DOG,SPITZ,SIBERIAN HUSKY,U15-001944,RABIES CERT,HLP SCAN,,2015-05-06 00:00:00,2016-03-15 00:00:00,CURRENT
A613603,CAT,SHORTHAIR,DOMESTIC SH,L17-016934,LIC ALTERED,HLP WEB,10.5,2017-03-24 00:00:00,2018-03-17 00:00:00,CURRENT
A622251,CAT,SHORTHAIR,DOMESTIC SH,985113001203393,MICROCHIP ADO,HOME AGAIN,25.0,2017-12-22 00:00:00,2018-12-22 00:00:00,CURRENT
A626033,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-029414,LIC ALTERED,HLP SCAN,10.0,2017-09-26 00:00:00,2018-06-28 00:00:00,CURRENT
A373236,DOG,HOUND,BEAGLE,D12-012831,LIC ALTERED,MAIL,9.0,2011-02-10 00:00:00,2012-02-05 00:00:00,RENEWED
A631192,DOG,SHEPHERD,GERM SHEPHERD,985113000512765,MICROCHIP,HLP SCAN,0.0,2017-11-27 00:00:00,,CURRENT
A561590,DOG,POINTER,DOBERMAN PINSCH,L16-009521,LIC 3Y,VET,27.0,2016-05-31 00:00:00,2019-03-18 00:00:00,CURRENT
A574632,DOG,SHEPHERD,GERM SHEPHERD,U15-004878,RABIES CERT,HLP IMPORT,,2015-10-21 00:00:00,2016-09-08 00:00:00,CURRENT
A560149,CAT,LONGHAIR,DOMESTIC MH,L16-038049,LIC ALTERED,HLP WEB,10.5,2016-04-08 00:00:00,2017-03-26 00:00:00,RENEWED
A482702,DOG,TOY,MALTESE,98120007542403,MICROCHIP,HLP WEB,0.0,2017-06-07 00:00:00,,CURRENT
A616715,DOG,MASTIFF,PIT BULL,985113001006352,MICROCHIP ADO,HOME AGAIN,25.0,2017-05-27 00:00:00,2018-05-27 00:00:00,CURRENT
A552409,DOG,SPITZ,SIBERIAN HUSKY,U15-000708,RABIES CERT,HLP IMPORT,,2015-02-05 00:00:00,2016-01-10 00:00:00,CURRENT
A628061,CAT,LONGHAIR,DOMESTIC MH,L17-053382,LIC ALTERED,ADOPT,10.0,2017-11-16 00:00:00,2018-11-15 00:00:00,CURRENT
A564825,OTHER,FISH,TROPICAL,,,,,,,
A551434,DOG,TERRIER,JACK RUSS TERR,L17-040807,LIC SR,MAIL,5.0,2017-02-15 00:00:00,2018-02-02 00:00:00,CURRENT
A338114,DOG,HOUND,BEAGLE,L14-030086,LIC ALTERED,HLP WEB,9.5,2014-01-11 00:00:00,2015-01-02 00:00:00,RENEWED
A600385,DOG,TOY,MALTESE,L16-013579,LIC SR,VET,5.0,2016-09-15 00:00:00,2017-08-29 00:00:00,RENEWED
A624740,CAT,LONGHAIR,DOMESTIC MH,,,,,,,
A581573,DOG,SETTER/RETRIEVE,LABRADOR RETR,982000363204834,MICROCHIP,HLP WEB,0.0,2016-01-24 00:00:00,,CURRENT
A550023,DOG,TOY,YORKSHIRE TERR,U15-000232,RABIES CERT,HLP IMPORT,,2015-01-09 00:00:00,2017-12-13 00:00:00,CURRENT
A529030,CAT,SHORTHAIR,DOMESTIC SH,L15-001778,LIC ALTERED,MAIL,9.0,2015-04-24 00:00:00,2016-04-08 00:00:00,CURRENT
A600927,DOG,SETTER/RETRIEVE,GOLDEN RETR,15-002188,LIC ALTERED,VET,10.0,2016-09-22 00:00:00,2016-10-09 00:00:00,RENEWED
A109810,DOG,SPITZ,CHOW CHOW,D06-059151,LIC ALTERED,,7.0,2005-05-03 00:00:00,2006-04-07 00:00:00,RENEWED
A550229,CAT,SHORTHAIR,DOMESTIC SH,RAB-45071,RAB VAC CERT.,VET,0.0,2016-01-06 00:00:00,2015-12-07 00:00:00,CURRENT
A571965,DOG,MASTIFF,PIT BULL,U15-004161,RABIES CERT,HLP IMPORT,,2015-09-24 00:00:00,2016-06-11 00:00:00,CURRENT
A567864,CAT,SHORTHAIR,RUSSIAN BLUE,L15-054966,LIC ALTERED,MAIL,9.0,2015-08-06 00:00:00,2016-07-27 00:00:00,CURRENT
A598737,DOG,TOY,PUG,RAB9355816,RABIES CERT,VET,0.0,2016-08-30 00:00:00,2019-07-22 00:00:00,CURRENT
A572627,DOG,TOY,MALTESE,R15-5016,RAB VAC CERT.,RESQ,0.0,2015-10-13 00:00:00,2016-10-10 00:00:00,CURRENT
A575554,CAT,SHORTHAIR,SIAMESE,985112006508562,MICROCHIP ADO,HOME AGAIN,25.0,2016-05-03 00:00:00,2017-05-03 00:00:00,CURRENT
A631912,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A549455,DOG,TERRIER,SCHNAUZER MIN,49467B563F,MICROCHIP,HLP SCAN,0.0,2014-12-31 00:00:00,,CURRENT
A549520,DOG,MIX,MIX,L15-036618,LIC ALTERED,HLP SCAN,9.0,2016-02-09 00:00:00,2016-10-27 00:00:00,CURRENT
A559611,DOG,MASTIFF,AMERICAN STAFF,U15-002122,RABIES CERT,HLP IMPORT,,2015-05-07 00:00:00,2016-03-13 00:00:00,RENEWED
A577463,CAT,SHORTHAIR,DOMESTIC SH,L15-065030,LIC ALTERED,VET,9.0,2015-12-03 00:00:00,2016-10-20 00:00:00,CURRENT
A577506,DOG,COLLIE,BORDER COLLIE,L15-039741,LIC ALTERED,VET,9.0,2015-12-03 00:00:00,2016-10-06 00:00:00,CURRENT
A459726,CAT,SHORTHAIR,DOMESTIC SH,C14-059546,LIC ALTERED,VET,9.0,2014-01-28 00:00:00,2014-11-30 00:00:00,RENEWED
A608803,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-021738,LIC ALTERED,VET,10.0,2017-01-25 00:00:00,2017-12-17 00:00:00,CURRENT
A630859,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A559247,DOG,TOY,BOSTON TERRIER,L16-057576,LIC ALTERED,HLP SCAN,9.0,2016-03-08 00:00:00,2017-01-12 00:00:00,CURRENT
A565451,DOG,SETTER/RETRIEVE,LABRADOR RETR,982000362144885,MICROCHIP,PET WATCH,0.0,2015-07-09 00:00:00,2016-07-09 00:00:00,CURRENT
A564156,DOG,MIX,MIX,L15-024411,LIC ALTERED,HLP SCAN,9.0,2015-06-22 00:00:00,2016-06-05 00:00:00,RENEWED
A596348,DOG,MASTIFF,BOXER,L16-013711,LIC ALTERED,VET,10.0,2016-08-04 00:00:00,2017-06-03 00:00:00,CURRENT
A570207,DOG,,DACHSHUND SMTH,L17-034073,LIC SR,VET,5.0,2017-07-27 00:00:00,2018-06-14 00:00:00,CURRENT
A242842,CAT,LONGHAIR,DOMESTIC LH,C07-010177,LIC ALTERED,,7.0,2006-08-31 00:00:00,2007-06-19 00:00:00,RENEWED
A619708,DOG,MASTIFF,BOXER,0A10385F0A,MICROCHIP,HLP WEB,0.0,2017-06-09 00:00:00,,CURRENT
A627781,DOG,SETTER/RETRIEVE,GOLDEN RETR,,,,,,,
A627928,CAT,LONGHAIR,DOMESTIC MH,L17-034896,LIC ALTERED,VET,10.0,2017-10-11 00:00:00,2018-09-22 00:00:00,CURRENT
A573596,DOG,TOY,YORKSHIRE TERR,,,,,,,
A573378,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A619605,CAT,SHORTHAIR,DOMESTIC SH,L17-041531,LIC ALTERED,VET,10.0,2017-06-09 00:00:00,2018-03-24 00:00:00,CURRENT
A620326,DOG,TOY,SHIH TZU,L17-006751,LIC ALTERED,COUNTER,10.0,2017-06-22 00:00:00,2018-06-22 00:00:00,CURRENT
A511309,DOG,TOY,MALTESE,D14-049047,LIC ALTERED,VET,9.0,2013-11-19 00:00:00,2014-09-11 00:00:00,RENEWED
A551946,DOG,SHEPHERD,GERM SHEPHERD,L15-028555,LIC UNALTERED,COUNTER,50.0,2015-07-27 00:00:00,2016-03-31 00:00:00,CURRENT
A586967,DOG,SHEPHERD,WELSH CORGI PEM,L17-026799,LIC 3Y,COUNTER,27.0,2017-04-27 00:00:00,2019-08-01 00:00:00,CURRENT
A560832,DOG,TERRIER,MIN PINSCHER,L15-033109,LIC ALTERED,HLP SCAN,9.0,2015-05-16 00:00:00,2016-01-31 00:00:00,RENEWED
A582789,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A574950,DOG,TOY,PUG,L15-056702,LIC ALTERED,VET,9.0,2015-10-23 00:00:00,2016-01-03 00:00:00,CURRENT
A572648,DOG,MASTIFF,PIT BULL,,,,,,,
A568623,DOG,SETTER/RETRIEVE,NEWFOUNDLAND,981020011078334,MICROCHIP,HLP WEB,0.0,2015-08-13 00:00:00,,CURRENT
A612922,DOG,MASTIFF,BOXER,,,,,,,
A565367,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-031266,LIC ALTERED,VET,10.0,2017-05-11 00:00:00,2017-12-02 00:00:00,CURRENT
A591653,CAT,SHORTHAIR,DOMESTIC SH,L16-008876,LIC ALTERED,ADOPT,10.0,2016-06-25 00:00:00,2017-06-18 00:00:00,CURRENT
A619627,DOG,TERRIER,JACK RUSS TER,L17-014833,LIC ALTERED,VET,10.0,2017-06-09 00:00:00,2018-01-14 00:00:00,CURRENT
A559990,DOG,POINTER,POINTER,L15-002909,LIC ALTERED,HLP WEB,9.5,2015-05-06 00:00:00,2016-11-20 00:00:00,MOVED JEFF
A560780,DOG,SHEPHERD,GERM SHEPHERD,L17-029271,LIC ALTERED,HLP SCAN,10.0,2017-06-23 00:00:00,2018-05-20 00:00:00,CURRENT
A573906,DOG,TOY,YORKSHIRE TERR,L17-046730,LIC SR,MAIL,5.0,2017-09-08 00:00:00,2018-09-01 00:00:00,CURRENT
A592479,DOG,COLLIE,BORDER COLLIE,L16-040065,LIC ALTERED,HLP WEB,10.5,2016-06-18 00:00:00,2017-06-18 00:00:00,RENEWED
A305932,DOG,TOY,YORKSHIRE TERR,L16-004542,LIC ALTERED,HLP SCAN,10.0,2016-08-28 00:00:00,2017-05-11 00:00:00,RENEWED
A557313,DOG,TOY,CHIHUAHUA LH,,,,,,,
A405474,DOG,TOY,SHIH TZU,L16-004774,LIC SR,HLP SCAN,5.0,2016-08-30 00:00:00,2017-06-06 00:00:00,RENEWED
A611378,CAT,LONGHAIR,DOMESTIC MH,L16-053352,LIC ALTERED,HLP WEB,10.5,2017-02-22 00:00:00,2017-09-16 00:00:00,RENEWED
A553936,CAT,SHORTHAIR,DOMESTIC SH,L14-007563,LIC ALTERED,VET,9.0,2015-02-23 00:00:00,2015-11-28 00:00:00,CURRENT
A560019,DOG,COLLIE,BORDER COLLIE,0A121F4071,MICROCHIP,HLP IMPORT,0.0,2015-05-06 00:00:00,,CURRENT
A584199,DOG,MASTIFF,BOXER,L17-044050,LIC ALTERED,COUNTER,10.0,2017-02-16 00:00:00,2018-02-11 00:00:00,CURRENT
A633085,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A571804,DOG,SETTER/RETRIEVE,LABRADOR RETR,985112005152130,MICROCHIP,HLP WEB,0.0,2016-08-04 00:00:00,,CURRENT
A589212,DOG,HOUND,BEAGLE,,,,,,,
A592809,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A286935,DOG,MASTIFF,PIT BULL,L15-035786,LIC ALTERED,HLP SCAN,9.0,2015-09-25 00:00:00,2016-06-14 00:00:00,RENEWED
A623311,CAT,SHORTHAIR,DOMESTIC SH,L17-04194,LIC ALTERED,VET,10.0,2017-08-10 00:00:00,2018-04-26 00:00:00,CURRENT
A464418,DOG,TERRIER,MIN PINSCHER,D12-051120,LIC ALTERED,VET,9.0,2012-05-05 00:00:00,2012-06-17 00:00:00,RENEWED
