name,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address1,address2,address3,longitude,latitude,easting,northing,runtime
Off The Cuff,Lambeth,www.offthecuffbar.com,100000000000.0,E09000022,Herne Hill,E05000423,301-303 Railton Road,Lambeth,,-0.1020897170352604,51.4529771892171,531967.9642424079,174373.92555273452,04/11/2021
The Hootananny Brixton,Lambeth,www.hootanannybrixton.co.uk,100000000000.0,E09000022,Herne Hill,E05000423,95 Effra Road,Lambeth,,-0.113229539400236,51.45543226131768,531186.9644546539,174626.92548430397,04/11/2021
Fox & Firkin,Lewisham,www.foxfirkin.com,100000000000.0,E09000023,Lewisham Central,E05000448,316 Lewisham High Street,Lewisham,,-0.0144053715301223,51.45698291273962,538047.9625893887,174980.92538739793,04/11/2021
Upstairs At The Ritzy,Lambeth,www.picturehouses.com/cinema/Ritzy_Picturehouse/Whats_On?filter=Upstairs,100023387982.0,E09000022,Coldharbour,E05000420,Brixton Rd London,,,-0.1144228489086918,51.46140471168854,531086.964480496,175288.92530378787,04/11/2021
The Half Moon Putney,Wandsworth,www.halfmoon.co.uk,121002857.0,E09000032,Thamesfield,E05000625,93 Lower Richmond Road,Wandsworth,,-0.2201046348427591,51.46729191252095,523729.9664807572,175759.9251774691,04/11/2021
The Bulls Head Barnes,Richmond Upon Thames,www.thebullsheadbarnes.com,100000000000.0,E09000027,Barnes,E05000516,373 Lonsdale Road,Richmond Upon Thames,,-0.2508261596774861,51.47377009475886,521578.96706390695,176428.9249924518,04/11/2021
Le Quecumbar And Brasserie,Wandsworth,www.quecumbar.co.uk,100000000000.0,E09000032,St. Mary's Park,E05000622,42-44 Battersea High Street,Wandsworth,,-0.1739660030654203,51.47399266205063,526915.9656153574,176583.92495117954,04/11/2021
The Amersham Arms,Lewisham,www.theamershamarms.co.uk,100000000000.0,E09000023,Brockley,E05000439,388 New Cross Road,Lewisham,,-0.0325928924310766,51.475554136830425,536728.9629461085,177011.92483458086,04/11/2021
New Cross Inn,Lewisham,www.newcrossinn.com,100000000000.0,E09000023,New Cross,E05000449,323 New Cross Road,Lewisham,,-0.0371305130269448,51.475855054446384,536412.9630324711,177036.92482756492,04/11/2021
Olivers Jazz Bar,Greenwich,www.oliversjazzbar.co.uk,10010246216.0,E09000011,Greenwich West,E05000222,9 Nevada Street,Greenwich,,-0.0079771740078507,51.47964384184211,538425.9624877997,177512.92469840922,04/11/2021
The Troubadour,Kensington And Chelsea,www.troubadourlondon.com,217114565.0,E09000020,Redcliffe,E05009402,263-267 Old Brompton Road,Kensington And Chelsea,,-0.1915663079327627,51.48883344055589,525652.9659583892,178203.92451056256,04/11/2021
The Pheasantry,Kensington And Chelsea,www.pizzaexpresslive.com/venues/chelsea-the-pheasantry,217047024.0,E09000020,Stanley,E05009405,152 King's Rd Chelsea,London,,-0.1654552637554671,51.48908436784744,527464.9654647431,178276.92449243402,04/11/2021
Nell's Jazz & Blues,Hammersmith And Fulham,www.nellsjazzandblues.com,34151679.0,E09000013,Avonmore And Brook Green,E05000252,3 North End Crescent,Hammersmith And Fulham,,-0.2072487879565929,51.49223961795832,524554.966257881,178555.92441639403,04/11/2021
Brasserie & Wine Bar Toulouse Lautrec,Lambeth,www.toulouselautrec.co.uk,200000000000.0,E09000022,Prince's,E05000427,140 Newington Butts,Lambeth,,-0.1034463043514594,51.49109254733166,531763.9642977985,178609.9243988057,04/11/2021
Corsica Studios,Southwark,www.corsicastudios.com,10013530837.0,E09000028,North Walworth,E05011107,Southwark ,,,-0.0987213417156399,51.49351602717893,532084.964209942,178887.9243239907,04/11/2021
Omeara,Southwark,www.omearalondon.com,0.0,E09000028,Borough & Bankside,E05011095,6 O'meara St London,,,-0.0945757043077257,51.504141155229895,532341.964140462,180076.92400190403,04/11/2021
Notting Hill Arts Club,Kensington And Chelsea,www.nottinghillartsclub.com,217059366.0,E09000020,Campden,E05009390,19-21 Notting Hill Gate,Kensington And Chelsea,,-0.1943767278678934,51.5092001476391,525401.9660261383,180463.9238974045,04/11/2021
The Red Room (Aka The Ealing Jazz Club),Ealing,www.ealingclub.com,12133012.0,E09000009,Ealing Broadway,E05000173,42 The Broadway,Ealing,,-0.3025089574968228,51.514411387953,517884.9680689431,180863.92378665105,04/11/2021
Ain't Nothin But Blues Bar,City Of Westminster,www.aintnothinbut.co.uk,100000000000.0,E09000033,West End,E05000649,20 Kingly Street,City Of Westminster,,-0.1395330073305142,51.51298330732899,529196.9649945735,180979.9237578196,04/11/2021
Ronnie Scotts,City Of Westminster,www.ronniescotts.co.uk,10033534558.0,E09000033,West End,E05000649,47 Frith Street,City Of Westminster,,-0.1316898356756883,51.513407201150095,529739.964847099,181040.92374024505,04/11/2021
The Spice Of Life,City Of Westminster,www.spiceoflifesoho.com,100000000000.0,E09000033,West End,E05000649,6 Moor Street,City Of Westminster,,-0.1297580030411361,51.5134213802852,529873.9648106904,181045.92373857985,04/11/2021
St. Moritz Club,City Of Westminster,www.stmoritzclub.co.uk,10033622399.0,E09000033,West End,E05000649,Flat 159,Wardour Street,City Of Westminster,-0.1349754197967434,51.51447566176121,529508.9649094819,181153.9237099328,04/11/2021
Jazz After Dark Ltd,City Of Westminster,www.jazzafterdark.co.uk,10033551268.0,E09000033,West End,E05000649,9 Greek Street,City Of Westminster,,-0.1310112085218207,51.51449350278839,529783.9648349177,181162.92370691305,04/11/2021
Phoenix Artist Club,Camden,www.phoenixartistclub.com,5169960.0,E09000007,Holborn And Covent Garden,E05000138,1 Phoenix Street,Camden,,-0.1290660322320189,51.51448048025469,529918.9647983192,181164.9237060906,04/11/2021
Borderline,City Of Westminster,www.theborderlinelondon.com,10033537847.0,E09000033,West End,E05000649,Orange Yard Manette Street,City Of Westminster,,-0.1303608977781102,51.5148878123522,529827.9648229155,181207.92369456895,04/11/2021
Jazz Club Soho,City Of Westminster,www.pizzaexpresslive.com/venues/soho-jazz-club,100000000000.0,E09000033,West End,E05000649,10 Dean Street,City Of Westminster,,-0.1332918407620796,51.51511434369545,529623.9648781163,181227.9236895237,04/11/2021
The George Tavern,Tower Hamlets,www.thegeorgetavern.co.uk,6027924.0,E09000030,Stepney Green,E05009334,373 Commercial Road,Tower Hamlets,,-0.0528862486694386,51.5143372935086,535204.9633623069,181286.9236726108,04/11/2021
100 Club,City Of Westminster,www.the100club.co.uk,10033540054.0,E09000033,West End,E05000649,100 Oxford Street,City Of Westminster,,-0.1353078440662164,51.51621654019392,529480.9649164942,181346.92365732676,04/11/2021
The Social,City Of Westminster,www.thesocial.com,100000000000.0,E09000033,West End,E05000649,5 Little Portland Street,City Of Westminster,,-0.1408090417697315,51.51739197990425,529095.9650211355,181467.92362498265,04/11/2021
Fabric,Islington,www.fabriclondon.com,5300037740.0,E09000019,Clerkenwell,E05000370,77a Charterhouse St London,,,-0.102518879972034,51.51965657531466,531745.9643023888,181787.9235376775,04/11/2021
93 Feet East,Tower Hamlets,www.93feeteast.co.uk,6717071.0,E09000030,Spitalfields & Banglatown,E05009333,150 Brick Ln Shoreditch,London,,-0.0714837771444281,51.52172198838265,533892.9637194758,182073.92346101376,04/11/2021
The Piano Works - Farringdon,Islington,www.pianoworks.bar,10012787103.0,E09000019,Clerkenwell,E05000370,113 Corner Of Farringdon Rd,Farringdon,London,-0.108065029595516,51.52286663305105,531351.9644107473,182134.9234437112,04/11/2021
229 The Venue,City Of Westminster,www.229thevenue.com,100000000000.0,E09000033,Marylebone High Street,E05000641,229 Great Portland Street,City Of Westminster,,-0.1447954534642443,51.52357013022754,528801.9651018168,182147.9234397325,04/11/2021
Betsey Trotwood,Islington,www.betsey.pub,5300032921.0,E09000019,Clerkenwell,E05000370,56 Farringdon Road,Islington,,-0.1080301287588249,51.52336067126544,531352.9644106138,182189.92342892103,04/11/2021
The Slaughtered Lamb,Islington,www.theslaughteredlambpub.com,10008975751.0,E09000019,Bunhill,E05000367,34-35 Great Sutton Street,Islington,,-0.1012423744229567,51.52331394985896,531823.9642822873,182196.92342802044,04/11/2021
Village Underground,Hackney,www.villageunderground.co.uk,10091784233.0,E09000012,Hoxton East & Shoreditch,E05009377,54 Holywell Lane,Hackney,,-0.0785530561340811,51.52363665181491,533396.9638536046,182273.92340594484,04/11/2021
The Old Blue Last,Hackney,www.theoldbluelast.com,100000000000.0,E09000012,Hoxton East & Shoreditch,E05009377,38 Great Eastern Street,Hackney,,-0.0800786289241355,51.52438107087522,533288.9638825797,182353.92338391207,04/11/2021
Xoyo,Islington,www.xoyo.co.uk,5300025027.0,E09000019,Bunhill,E05000367,32-37 Cowper Street,Islington,,-0.0858405405486138,51.52551847600761,532885.9639908343,182469.9233519139,04/11/2021
Strongroom Bar And Kitchen,Hackney,http://www.strongroombar.com,0.0,E09000012,Hoxton East & Shoreditch,E05009377,120-124 Curtain Road,Hackney,,-0.0801250005218286,51.52601000061368,533280.9918389198,182534.978693242,04/11/2021
Cargo,Hackney,www.cargo-london.com,10091779809.0,E09000012,Hoxton East & Shoreditch,E05009377,83 Rivington Street,Hackney,,-0.0788777799336494,51.52653761124984,533365.9638622785,182595.9233178083,04/11/2021
Roadtrip & The Workshop,Hackney,www.roadtripbar.com,100000000000.0,E09000012,Hoxton West,E05009378,243 Old Street,Hackney,,-0.0840046976395635,51.52666651730378,533009.9639579327,182600.9233162824,04/11/2021
The Harrison,Camden,www.harrisonbar.co.uk,5058943.0,E09000007,King's Cross,E05000141,28 Harrison Street,Camden,,-0.1205570284898165,51.52756380088709,530471.9646510961,182634.9233068517,04/11/2021
Hoxton Square Bar And Kitchen,Hackney,www.hoxtonsquarebar.com,10091942715.0,E09000012,Hoxton East & Shoreditch,E05009377,2-4 Hoxton Square London,,,-0.0820087211123827,51.52750614943105,533145.9639219088,182697.9232899969,04/11/2021
Troy Bar,Hackney,www.troybar.co.uk,10008242403.0,E09000012,Hoxton East & Shoreditch,E05009377,10 Hoxton Street,Hackney,,-0.0799701408727435,51.52764362156743,533286.963884046,182716.9232848523,04/11/2021
The Water Rats,Camden,www.thewaterratsvenue.london,5021978.0,E09000007,King's Cross,E05000141,328 Gray's Inn Road,Camden,,-0.1193994686717093,51.529065026986814,530547.9646306427,182803.92326055915,04/11/2021
The Macbeth,Hackney,www.themacbeth.co.uk,100000000000.0,E09000012,Hoxton East & Shoreditch,E05009377,70 Hoxton Street,Hackney,,-0.0800234576813248,51.53014444171779,533275.963888276,182994.9232092272,04/11/2021
The Lexington,Islington,www.thelexington.co.uk,5300073232.0,E09000019,Barnsbury,E05000366,96-98 Pentonville Road,Islington,,-0.1114156627861373,51.53176947168845,531093.9644827903,183118.9231757864,04/11/2021
Electrowerkz,Islington,,5300092109.0,E09000019,St. Peter's,E05000380,7 Torrens Street,Islington,,-0.1048849396101747,51.53244650389838,531544.9643605648,183205.9231533169,04/11/2021
Sebright Arms,Tower Hamlets,www.sebrightarms.co.uk,6021840.0,E09000030,St. Peter's,E05009331,31-35 Coate Street,Tower Hamlets,,-0.063075927616582,51.531996704881166,534445.9635715688,183231.923143992,04/11/2021
The Islington,Islington,www.theislington.com,5300092055.0,E09000019,Barnsbury,E05000366,1 Tolpuddle Street,Islington,,-0.1087676000443255,51.53443361010581,531269.9644350744,183419.92309419665,04/11/2021
Green Note,Camden,www.greennote.co.uk,5124523.0,E09000007,Camden Town With Primrose Hill,E05000130,106 Parkway,Camden,,-0.1458966456618374,51.53726543102289,528686.9651350065,183668.92302645848,04/11/2021
The Dublin Castle,Camden,www.thedublincastle.com,5037821.0,E09000007,Camden Town With Primrose Hill,E05000130,94 Parkway,Camden,,-0.1455719394931977,51.537449146500265,528708.9651290635,183689.9230207646,04/11/2021
Jazz CafÃÂ©,Camden,www.thejazzcafelondon.com,5048630.0,E09000007,Camden Town With Primrose Hill,E05000130,5 Parkway,Camden,,-0.1430568643183619,51.53865935708205,528879.965082742,183828.92298317008,04/11/2021
The Black Heart,Camden,www.ourblackheart.com,5082934.0,E09000007,Camden Town With Primrose Hill,E05000130,43161 Greenland Place,Camden,,-0.1418386541322088,51.5388289191085,528963.9650599413,183849.9229775908,04/11/2021
The Underworld,Camden,www.theunderworldcamden.co.uk,5048636.0,E09000007,Camden Town With Primrose Hill,E05000130,174 Camden High Street,Camden,,-0.141968117722113,51.53919067739076,528953.9650626358,183889.922966706,04/11/2021
Dingwalls,Camden,www.dingwalls.com,5084282.0,E09000007,Camden Town With Primrose Hill,E05000130,Middle Yard Camden Lock,London,,-0.1455390080549909,51.54145037656122,528699.965131747,184134.92289956083,04/11/2021
The Monarch,Camden,www.monarchbar.com,5083623.0,E09000007,Haverstock,E05000136,40-42 Chalk Farm Road,Camden,,-0.1484339621095282,51.542961898755976,528494.9651877609,184297.9228548676,04/11/2021
Spiritual Caipirinha Bar,Camden,www.spiritualrecords.co.uk/spiritualbarlive,5138352.0,E09000007,Haverstock,E05000136,4-6 Ferdinand St London,,,-0.1489000846643479,51.54320306222284,528461.9651967796,184323.9228477764,04/11/2021
Hope & Anchor,Islington,www.hopeandanchor-islington.co.uk,5300094879.0,E09000019,St. Mary's,E05000379,207 Upper Street,Islington,,-0.1035416749518589,51.54325194486716,531606.9643389306,184409.92282529597,04/11/2021
The Yard Theatre,Tower Hamlets,www.theyardtheatre.co.uk,6077552.0,E09000030,Bow East,E05009319,Unit 2a Queens Yard,White Post Lane,Tower Hamlets,-0.0233824392244673,51.5426385875711,537166.9628295321,184488.9228035972,04/11/2021
The Fiddler's Elbow,Camden,www.thefiddlerselbow.co.uk,5051822.0,E09000007,Haverstock,E05000136,1 Malden Road,Camden,,-0.1511345305996992,51.54607098081134,528298.9652414604,184638.92276253735,04/11/2021
The Garage,Islington,www.thegaragehighbury.com,10008978416.0,E09000019,Highbury East,E05000372,20-26 Highbury Corner,Islington,,-0.1037152365307738,51.54670790423809,531584.9643450683,184793.9227201364,04/11/2021
Cafe Oto,Hackney,www.cafeoto.co.uk,10008319766.0,E09000012,Dalston,E05009370,The Print House 18-22 Ashwin St,London,,-0.0747288764068587,51.54696352046189,533593.9637988121,184874.92269828691,04/11/2021
Servant Jazz Quarters,Hackney,www.servantjazzquarters.com,10008302207.0,E09000012,Dalston,E05009370,10 Bradbury Street,Hackney,,-0.0765601700263519,51.54868421003064,533461.9638347655,185062.92264733405,04/11/2021
Vortex,Hackney,www.vortexjazz.co.uk,10091818908.0,E09000012,Dalston,E05009370,11 Gillett Square,Hackney,,-0.076655760914564,51.54881167547437,533454.9638366671,185076.92264354197,04/11/2021
Shacklewell Arms,Hackney,www.shacklewellarms.com,10091775225.0,E09000012,Shacklewell,E05009382,71 Shacklewell Lane,Hackney,,-0.0714667528027518,51.55248528692553,533803.9637415248,185494.9225292857,04/11/2021
The Boston Arms,Islington,www.bostonmusicroom.co.uk,5300053516.0,E09000019,Junction,E05000376,178 Junction Road,Islington,,-0.1384309102524551,51.55730880914972,529147.9650110546,185910.92241869017,04/11/2021
The Dome,Islington,www.dometufnellpark.co.uk,5300027158.0,E09000019,Junction,E05000376,2 Dartmouth Park Hill,Islington,,-0.1387255908675572,51.557511320100176,529126.9650168624,185932.9224127164,04/11/2021
Nambucca,Islington,www.nambucca.co.uk,5300048656.0,E09000019,Finsbury Park,E05000371,596 Holloway Road,Islington,,-0.1237361441255381,51.56103147197548,530155.9647363002,186350.9222984792,04/11/2021
The Waiting Room,Hackney,www.waitingroomn16.com,100000000000.0,E09000012,Stoke Newington,E05009385,175 Stoke Newington High Street,Hackney,,-0.0738319619018462,51.56206540434928,533611.9637941525,186555.92224100447,04/11/2021
The Finsbury,Hackney,www.thefinsbury.co.uk,100000000000.0,E09000012,Woodberry Down,E05009387,336 Green Lanes,Hackney,,-0.0962728877600704,51.57194628964002,532027.9642254674,187613.92195305837,04/11/2021
St Mary's Music Hall,Waltham Forest,www.stmarysmusichall.co.uk,0.0,E09000031,Hoe Street,E05000601,Church End,,,-0.0118299990240507,51.58506000107112,537839.8005976524,189227.98889629933,04/11/2021
