Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,18+,Montgomery,County,489,42,
3AP,18+,Bronx,VOCATIONAL INST PROJ COMM SVC,172,0,NO
2AP,0-17,Orange,MIDDLETOWN COMM HEALTH CENTER,28,1,NO
3AP,18+,Westchester,ROCKLAND PSYCHIATRIC CENTER,23,0,
3AP,18+,Schenectady,RECOVERY HEALTH SOLUTIONS IPA,453,1,
2AP,18+,Essex,County,137,16,
3AP,18+,Cayuga,"UNITY HOUSE OF CAYUGA COUNTY, INC.",35,0,
3AP,18+,Manhattan,"THE FIFTH AVENUE COUNSELING CENTER, INC.",29,0,NO
2AP,0-17,Monroe,County,1873,59,
2AP,18+,Chautauqua,BUFFALO PSYCHIATRIC CENTER,21,2,
2AP,18+,Brooklyn,NORTH CROWN HGHTS FAM OUTRCH,54,7,
2AP,18+,Albany,KINGSBORO                  PC,42,14,YES
2AP,18+,Brooklyn,"ST. VINCENT'S SERVICES, INC. DBA HEARTSHARE S",98,7,
2AP,18+,Queens,MEDEX D & T CTR,94,8,
2AP,0-17,Albany,ST. CATHERINE'S CENTER FOR CHILDREN,27,1,
3AP,18+,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,54,1,NO
3AP,18+,Bronx,COMMUNITY CARE MANAGEMENT PARTNERS,481,2,
2AP,18+,Nassau,HUNTINGTON HOSPITAL,21,1,
2AP,18+,Orleans,County,80,7,NO
2AP,18+,Brooklyn,NYC-HHC KINGS COUNTY HOSPITAL CENTER,164,19,
3AP,0-17,Onondaga,County,407,0,NO
3AP,0-17,Columbia,County,40,0,
2AP,0-17,Orleans,County,17,0,
2AP,18+,Erie,MERCY HOSPITAL OF BUFFALO,106,11,
3AP,18+,Franklin,ADIRONDACK MEDICAL CENTER,26,1,
3AP,18+,Brooklyn,COMMUNITY HEALTH INITIATIVES INC,45,1,
3AP,0-17,Ulster,ASTOR SERVICES FOR CHILDREN & FAMILIES,26,0,NO
2AP,18+,Clinton,County,83,11,
3AP,18+,Manhattan,"UPPER ROOM AIDS MINISTRY, INC: ADHC",30,0,
2AP,18+,Greene,County,271,24,
3AP,18+,Manhattan,MIH EXPERIENCE LTD,36,0,
3AP,18+,Manhattan,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,225,0,NO
3AP,18+,Cayuga,SUMMIT PEDIATRICS,36,1,
2AP,18+,Staten Island,County,1591,242,
2AP,18+,Manhattan,NYC-HHC METROPOLITAN HOSPITAL CENTER,1170,113,NO
2AP,18+,Queens,County,10000,1295,
3AP,18+,Manhattan,County,18377,57,NO
2AP,18+,Ontario,County,719,75,
2AP,18+,Bronx,County,14962,1533,
2AP,0-17,Niagara,NIAGARA FALLS MEMORIAL MEDICAL CENTER,42,1,
2AP,18+,Rockland,County,415,126,
3AP,18+,Suffolk,HUNTINGTON HOSPITAL,121,0,NO
3AP,18+,Orange,County,1427,8,
2AP,0-17,Bronx,BRIGHTPOINT HEALTH,55,3,
2AP,18+,Montgomery,County,497,39,
2AP,18+,Greene,County,270,20,
2AP,18+,Westchester,"SANCIA RECOVERY, INC",30,2,NO
2AP,18+,Cortland,County,242,14,
2AP,18+,Monroe,CHHUNY LLC,23,1,
3AP,18+,Putnam,County,227,1,
3AP,0-17,Manhattan,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",201,0,
3AP,18+,Jefferson,NORTH COUNTRY CHILDRENS CLIN,79,1,
3AP,18+,Rockland,COORDINATED BEHAVIORAL CARE IPA,28,0,
3AP,0-17,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,58,0,
2AP,0-17,Westchester,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,79,4,NO
3AP,18+,Herkimer,"PROMESA, INC.",175,0,NO
2AP,18+,Columbia,County,227,25,
3AP,18+,Brooklyn,County,2426,28,
2AP,18+,Nassau,"FAMILY RESIDENCES&ESSENTIAL ENTERPRISES, INC.",102,24,YES
3AP,18+,Manhattan,"BOWERY RESIDENTS' COMMITTEE, INC.",135,0,
2AP,18+,Sullivan,County,567,65,
3AP,0-17,Steuben,County,117,0,
3AP,18+,Westchester,"MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY,",79,0,NO
3AP,0-17,Broome,VALUE NETWORK IPA,33,0,
3AP,0-17,Suffolk,FEDERATION EMPLOYMENT & GUIDANCE SERVICE,73,0,NO
3AP,18+,Saratoga,WARRENSBURG HEALTH CENTER,47,0,
2AP,18+,Warren,County,774,59,
2AP,0-17,Brooklyn,County,1,0,
2AP,18+,Onondaga,"ROME MEMORIAL HOSPITAL, INC.",183,17,
3AP,18+,Manhattan,"COMMUNITY HEALTHCARE NETWORK, INC.",907,2,
3AP,18+,Sullivan,County,567,1,
3AP,18+,Oneida,"UPSTATE CEREBRAL PALSY, INC.",112,0,
2AP,18+,Erie,UNIVERSITY EMERGENCY MED SVCS,242,29,
2AP,18+,Montgomery,County,476,45,
3AP,18+,Fulton,County,282,0,
3AP,0-17,Dutchess,ASTOR SERVICES FOR CHILDREN & FAMILIES,249,0,
2AP,18+,Tompkins,County,376,25,
3AP,18+,Monroe,ROCHESTER PSYCHIATRIC CENTER,24,0,NO
2AP,18+,Cayuga,County,269,25,
2AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",90,1,NO
3AP,0-17,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,28,0,NO
3AP,18+,Queens,"LONG ISLAND CONSULTATION CENTER, INC.",124,1,NO
3AP,18+,Columbia,County,220,1,
3AP,18+,Staten Island,County,1531,13,
2AP,18+,Brooklyn,"NNCC DBA NEIGHBORHOOD COUNSELING CENTER, INC.",47,1,NO
2AP,18+,Essex,ELIZABETHTOWN COMMUNITY HSP,44,5,NO
3AP,18+,Hamilton,County,6,0,
3AP,18+,Rensselaer,RENSSELAER COUNTY DEPT OF MENTAL HEALTH,150,3,NO
2AP,18+,Bronx,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",27,4,
2AP,18+,Brooklyn,FIRST MEDCARE PRIMARY CARE,89,16,
3AP,18+,Suffolk,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,327,0,NO
2AP,18+,Brooklyn,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,89,12,
3AP,18+,Westchester,PILGRIM PSYCHIATRIC CENTER,87,2,
3AP,18+,Chemung,IRA DAVENPORT MEM HSP IN,42,0,NO
3AP,18+,Nassau,"SO.SHORE ASSOCIATION F/INDEPENDENT LIVING, IN",70,0,
3AP,18+,Brooklyn,BROOKLYN BUREAU OF COMMUNITY SERVICE,114,2,NO
3AP,18+,Sullivan,County,1469,10,
2AP,18+,Schenectady,County,1633,112,
3AP,18+,Albany,THE MARY IMOGENE BASSETT HOSPITAL,59,0,
3AP,0-17,Westchester,WESTCHESTER MEDICAL CENTER,121,0,NO
2AP,0-17,Onondaga,CHILDREN'S HEALTH HOME OF UPSTATE NEW YORK,115,4,
2AP,18+,Clinton,County,351,40,
3AP,18+,Brooklyn,NEW YORK METHODIST HOSPITAL,359,1,NO
3AP,0-17,Wyoming,County,31,0,
2AP,18+,Manhattan,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,337,21,
3AP,18+,Suffolk,OMH STATE PC NETWORK,107,0,
3AP,18+,Bronx,"NARCO FREEDOM, INC.",804,2,NO
2AP,18+,Cattaraugus,County,413,39,
3AP,18+,Orange,County,1422,10,
2AP,18+,Schenectady,"TRANSITIONAL SERVICES ASSOCIATION, INC.",55,8,
2AP,18+,Bronx,"PIBLY RESIDENTIAL PROGRAMS, INC.",58,11,
2AP,0-17,Dutchess,County,295,15,
2AP,18+,Staten Island,County,1784,273,
3AP,18+,Onondaga,ELMIRA PSYCHIATRIC CENTER,27,0,
2AP,18+,Sullivan,County,1742,228,
2AP,0-17,Putnam,County,27,0,
2AP,0-17,Statewide,Statewide,762,45,
3AP,0-17,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,62,0,NO
2AP,0-17,Montgomery,ST. MARY'S HEALTHCARE,148,6,
2AP,18+,Monroe,County,4365,348,
3AP,0-17,Albany,CHHUNY LLC,907,0,
3AP,18+,Livingston,"CASA OF LIVINGSTON CTY,TRINITY OF CHEMUNG CTY",193,1,
2AP,0-17,Erie,County,536,20,
3AP,18+,Orange,ORANGE REGIONAL MEDICAL CENTER,94,2,
3AP,0-17,Manhattan,BETH ISRAEL MEDICAL CENTER,63,0,NO
2AP,0-17,Bronx,County,1432,54,
2AP,0-17,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,80,3,
2AP,18+,Dutchess,County,1248,145,
2AP,18+,Queens,"QUEENS COUNTY NEUROPSYCHIATRIC INSTITUTE, INC",62,5,
3AP,18+,Tompkins,"CAYUGA MEDICAL CENTER AT ITHACA, INC.",304,3,
2AP,0-17,Franklin,County,97,1,
3AP,18+,Greene,County,19,0,
3AP,18+,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",156,0,
2AP,18+,Brooklyn,ICL HEALTHCARE CHOICES INC,40,6,
2AP,18+,Staten Island,County,1812,267,
2AP,0-17,Herkimer,County,44,0,
3AP,18+,Hamilton,County,1,0,
3AP,18+,Oneida,BUFFALO BEACON CORP,38,0,NO
2AP,18+,Otsego,County,194,17,NO
2AP,0-17,Fulton,County,116,4,
3AP,0-17,Otsego,County,97,0,NO
2AP,0-17,Brooklyn,County,1064,50,
2AP,0-17,Nassau,FEDERATION EMPLOYMENT & GUIDANCE SERVICE,27,1,NO
3AP,18+,Schoharie,COBLESKILL REGIONAL HOSPITAL,75,2,
2AP,18+,Chenango,County,170,13,
2AP,0-17,Westchester,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,43,0,
3AP,18+,Westchester,COORDINATED BEHAVIORAL CARE IPA,739,3,
3AP,0-17,Sullivan,County,36,0,NO
3AP,18+,Erie,"TRANSITIONAL SERVICES, INC.",110,1,NO
2AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",273,91,YES
2AP,18+,Brooklyn,"PAUL J. COOPER CENTER FOR HUMAN SERVICES, INC",104,7,NO
2AP,18+,Manhattan,"BAILEY HOUSE, INC.",143,14,
3AP,18+,Queens,BRONX-LEBANON HOSPITAL CENTER,219,2,
2AP,18+,Saint Lawrence,County,582,41,
3AP,0-17,Putnam,County,19,1,
2AP,18+,Cortland,County,19,1,
3AP,18+,Manhattan,NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS,679,3,
3AP,0-17,Orange,MIDDLETOWN COMMUNITY HEALTH CENTER,27,0,
3AP,18+,Bronx,MONTEFIORE NEW ROCHELLE HOSP,156,2,
2AP,0-17,Greene,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",62,4,
3AP,0-17,Schoharie,County,27,0,NO
3AP,0-17,Bronx,ST. BARNABAS HOSPITAL,143,0,NO
3AP,0-17,Madison,ONEIDA HEALTHCARE CENTER,50,0,
2AP,18+,Queens,County,10000,1295,
2AP,18+,Manhattan,NYC-HHC QUEENS HOSPITAL CENTER,301,46,NO
3AP,18+,Ontario,County,730,3,
3AP,18+,Albany,County,6184,52,
3AP,18+,Erie,OMH STATE PC NETWORK,52,0,
2AP,18+,Bronx,County,14540,1484,
2AP,0-17,Oneida,County,486,17,
3AP,18+,Manhattan,VILLAGE CENTER FOR CARE AI,109,0,NO
2AP,0-17,Brooklyn,PREMIER HEALTHCARE D & T CTR,36,5,
2AP,18+,Dutchess,County,1291,160,
3AP,18+,Schoharie,County,117,1,
2AP,18+,Otsego,AURELIA OSBORN FOX MEM HOSP,181,21,
3AP,18+,Essex,County,135,1,
2AP,18+,Orange,County,1505,195,
2AP,0-17,Steuben,"ST. JAMES MERCY HEALTH SYSTEM, INC.",45,1,NO
2AP,18+,Bronx,LA CASA DE SALUD INC,542,74,
2AP,18+,Rockland,County,1058,195,
3AP,18+,Tompkins,TOMPKINS COUNTY MENTAL HEALTH SERVICES,40,1,
2AP,0-17,Albany,County,1533,59,
3AP,18+,Schenectady,ALCOHOLISM COUNCIL SCHEN CNTY,29,0,NO
3AP,18+,Erie,"EHS, INC.",97,0,
3AP,18+,Manhattan,"WESTON UNITED COMMUNITY RENEWAL, INC.",21,1,
2AP,18+,Orange,ORANGE COUNTY DEPARTMENT OF MENTAL HEALTH,81,9,
2AP,18+,Jefferson,County,496,49,
2AP,18+,Westchester,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,6468,846,
3AP,18+,Manhattan,"ACMH, INC.",178,0,
2AP,18+,Columbia,COLUMBIA COUNTY DEPARTMENT OF HUMAN SERVICES,53,2,
2AP,18+,Cattaraugus,County,400,54,
2AP,18+,Saint Lawrence,County,531,34,
2AP,18+,Essex,WARRENSBURG HEALTH CENTER,45,8,
2AP,18+,Manhattan,"THE BRIDGE, INC.",521,72,
2AP,18+,Tioga,County,52,14,
2AP,18+,Franklin,County,426,42,
2AP,0-17,Orange,CORNERSTONE FAMILY HEALTHCARE,65,2,
2AP,18+,Greene,County,262,17,
3AP,0-17,Manhattan,BETH ISRAEL MEDICAL CENTER,37,0,
2AP,0-17,Manhattan,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",47,1,
3AP,0-17,Brooklyn,County,960,0,
2AP,18+,Brooklyn,"INSTITUTE FOR COMMUNITY LIVING, INC.",350,49,NO
2AP,18+,Chemung,CATHOLIC CHARITIES OF THE DIOCESE OF ROCHESTE,33,7,
3AP,18+,Bronx,"PSCH, INC.",25,0,NO
3AP,18+,Madison,County,288,0,
2AP,18+,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",416,27,NO
2AP,18+,Warren,County,774,59,
3AP,18+,Manhattan,"HERITAGE HEALTH AND HOUSING, INC",199,3,
2AP,18+,Westchester,"HONOR EHG, INC.",31,0,NO
3AP,0-17,Onondaga,OMH STATE PC NETWORK,35,0,
2AP,18+,Orange,RICHARD C WARD A T C,28,0,
2AP,0-17,Rensselaer,SAMARITAN HOSPITAL,21,1,NO
2AP,18+,Putnam,County,239,23,
2AP,0-17,Chenango,County,81,3,
2AP,18+,Greene,County,259,21,
3AP,18+,Schuyler,SCHUYLER HOSPITAL,32,0,
2AP,0-17,Cortland,County,69,2,
3AP,18+,Manhattan,LENOX HILL HOSPITAL,445,0,NO
2AP,18+,Genesee,County,285,19,
2AP,18+,Manhattan,County,23913,2526,
3AP,18+,Genesee,"HUTHER-DOYLE MEMORIAL INSTITUTE, INC.",21,0,NO
3AP,18+,Genesee,County,137,0,NO
2AP,18+,Schenectady,County,1230,95,
2AP,18+,Clinton,CHAMPLAIN VALLEY PHYSICIANS HOSP MED CENTER,309,33,
2AP,0-17,Saint Lawrence,County,127,4,
3AP,18+,Nassau,County,5083,31,
2AP,18+,Onondaga,County,2534,249,
3AP,18+,Manhattan,CENTER FOR COMP HLTH PRACTICE,50,0,
2AP,0-17,Columbia,County,45,1,
2AP,0-17,Queens,ADVANCED HEALTH NETWORK IPA,186,11,
2AP,18+,Brooklyn,NORTH CROWN HGHTS FAM OUTRCH,113,13,
3AP,18+,Albany,ALBANY MEDICAL CENTER,739,3,
2AP,18+,Madison,County,289,24,
2AP,0-17,Suffolk,SUFFOLK COUNTY COMMUNITY MENTAL HYGIENE SERV,22,3,NO
2AP,0-17,Onondaga,County,334,10,
3AP,0-17,Monroe,ROCHESTER GENERAL HOSPITAL,142,0,
2AP,18+,Tioga,County,17,3,
3AP,18+,Bronx,County,14239,70,
3AP,18+,Brooklyn,NYC-HHC CONEY ISLAND HOSPITAL,40,0,
2AP,0-17,Chemung,County,156,3,
3AP,18+,Schenectady,County,1357,3,
3AP,0-17,Wayne,County,31,0,NO
2AP,18+,Genesee,GENESEE COUNTY MENTAL HEALTH SERVICES,103,8,NO
3AP,18+,Erie,CHILD AND FAMILY SERVICES OF ERIE COUNTY,51,0,NO
2AP,18+,Broome,County,1084,86,
3AP,18+,Lewis,County,120,1,
2AP,18+,Brooklyn,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSP,751,86,
2AP,0-17,Nassau,MERCYFIRST,22,1,
3AP,18+,Lewis,County,109,1,
3AP,18+,Dutchess,County,941,9,NO
2AP,18+,Orange,County,1458,182,
3AP,0-17,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",37,0,
3AP,18+,Warren,County,781,1,
2AP,18+,Manhattan,JGB REHABILITATION CORP,30,3,
3AP,18+,Delaware,County,94,0,NO
2AP,18+,Erie,County,4104,353,
2AP,18+,Jefferson,County,459,55,
2AP,0-17,Oneida,County,494,7,
3AP,18+,Wyoming,County,18,0,
2AP,18+,Brooklyn,VISITING NURSE SERVICE OF NY HOME CARE II,24,2,
3AP,18+,Erie,MILLARD FILLMORE HOSPITALS,122,0,
3AP,18+,Region,Region,37393,179,
3AP,0-17,Saratoga,County,271,0,
3AP,18+,Westchester,"LONG ISLAND FQHC, INC.",99,2,
2AP,18+,Allegany,County,171,10,
2AP,18+,Putnam,County,504,41,
2AP,18+,Bronx,ALL MED & REHAB OF NEW YORK,118,37,
2AP,18+,Rockland,County,1060,196,
3AP,18+,Schenectady,ALCOHOLISM COUNCIL SCHEN CNTY,23,0,NO
2AP,0-17,Montgomery,ST. MARY'S HEALTHCARE,153,5,
2AP,18+,Washington,County,129,7,
3AP,18+,Nassau,NORTH SHORE UNIVERSITY HOSPITAL @ PLAINVIEW,105,1,
3AP,0-17,Suffolk,JOHN T. MATHER MEMORIAL HOSPITAL,44,0,
2AP,18+,Fulton,ST. MARY'S HEALTHCARE,90,12,NO
2AP,18+,Wyoming,County,126,8,
3AP,18+,Manhattan,HEARTSHARE WELLNESS LTD,55,0,
2AP,0-17,Nassau,County,551,18,
2AP,18+,Albany,"COMMUNITY HEALTHCARE NETWORK, INC.",57,17,
2AP,0-17,Franklin,County,100,2,
2AP,18+,Westchester,ST JOHNS RIVERSIDE HOSPITAL DOBBS F,281,25,NO
2AP,18+,Schenectady,County,1631,110,
2AP,18+,Queens,County,10364,1357,
2AP,18+,Schuyler,County,78,5,
2AP,18+,Monroe,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",4347,335,
2AP,18+,Ulster,County,1047,122,
3AP,0-17,Yates,County,27,0,NO
2AP,18+,Saratoga,County,565,56,
2AP,0-17,Madison,County,81,6,
3AP,18+,Saint Lawrence,UCPA OF THE NORTH COUNTRY,150,0,
3AP,18+,Essex,MOSES LUDINGTON HOSPITAL,33,0,
3AP,0-17,Suffolk,LITTLE FLOWER CHILDRENS SVCS,38,0,
3AP,0-17,Staten Island,County,132,0,NO
3AP,18+,Manhattan,"HERITAGE HEALTH AND HOUSING, INC.",131,1,
3AP,18+,Tompkins,ALC & SUB. ABUSE RECOVERY SVC COU. OF TOMPKIN,26,0,NO
3AP,18+,Bronx,County,13240,50,
2AP,18+,Manhattan,"ACMH, INC.",123,19,
2AP,18+,Orange,CATHOLIC CHARITIES COMMUNITY SVCS. OF ORANGE,82,2,
2AP,0-17,Westchester,"FAMILY SERVICES OF WESTCHESTER, INC.",24,0,
2AP,18+,Oneida,OMH STATE PC NETWORK,28,6,
2AP,18+,Sullivan,County,1742,228,
3AP,18+,Rensselaer,County,455,2,
3AP,18+,Brooklyn,"REALIZATION CENTER, INC. (CLOSED)",92,0,NO
3AP,0-17,Suffolk,THE LONG ISLAND HOME,67,0,
3AP,18+,Genesee,County,284,0,
3AP,18+,Manhattan,HENRY STREET SETTLEMENT,88,1,NO
3AP,18+,Niagara,County,1355,2,
3AP,18+,Queens,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,425,12,YES
3AP,18+,Genesee,County,95,0,NO
2AP,18+,Genesee,County,299,18,
2AP,0-17,Tompkins,County,85,4,
3AP,0-17,Steuben,County,112,1,
3AP,18+,Manhattan,"PALLADIA, INC.",37,0,
3AP,0-17,Tompkins,TOMPKINS COUNTY MENTAL HEALTH SERVICES,28,0,NO
2AP,18+,Essex,County,130,14,
3AP,18+,Schenectady,County,1620,4,
3AP,0-17,Lewis,LEWIS COUNTY COMMUNITY SERVICES,22,0,
2AP,18+,Jefferson,County,525,52,
3AP,0-17,Putnam,County,18,0,
3AP,18+,Rockland,County,1102,1,
2AP,18+,Brooklyn,"PARK SLOPE CENTER FOR MENTAL HEALTH, INC.",44,3,NO
2AP,18+,Ontario,CATHOLIC CHARITIES COMMUNITY SERVICES,59,5,
2AP,18+,Brooklyn,County,12261,1353,
2AP,18+,Madison,County,318,30,
2AP,18+,Staten Island,County,1579,250,
3AP,18+,Manhattan,GODDARD RIVERSIDE COMMUNITY CENTER,23,0,
2AP,18+,Monroe,County,4365,348,
2AP,0-17,Suffolk,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,59,4,NO
2AP,18+,Manhattan,County,25787,2701,
3AP,0-17,Albany,PARSONS CHILD AND FAMILY CENTER,186,0,
2AP,0-17,Livingston,County,63,0,
3AP,18+,Oneida,County,1626,3,
2AP,18+,Cortland,FAMILY HLTH NETWRK CENTRAL NY,35,4,
2AP,0-17,Washington,County,7,0,
2AP,18+,Chemung,ELMIRA PSYCHIATRIC CENTER,73,10,NO
3AP,18+,Herkimer,LITTLE FALLS HOSPITAL,115,0,
3AP,0-17,Westchester,MENTAL HEALTH ASSOCIATION OF WESTCHESTER COUN,65,0,
3AP,18+,Queens,NEW YORK FLUSHING HOSPITAL AND MEDICAL CENTER,334,0,NO
2AP,18+,Queens,HUDSON RIVER HEALTH CARE,238,37,
3AP,18+,Bronx,CARE FOR THE HOMELESS,89,1,
2AP,18+,Manhattan,County,24802,2557,
2AP,0-17,Onondaga,County,335,10,
2AP,0-17,Cortland,County,63,1,
2AP,18+,Bronx,NYC-HHC NORTH CENTRAL BRONX HOSPITAL,292,61,
3AP,18+,Queens,NEW YORK FLUSHING HOSPITAL AND MEDICAL CENTER,401,2,
3AP,18+,Albany,"QUEENS COORDINATED CARE PARTNERS, LLC",24,0,NO
2AP,18+,Tompkins,County,369,30,
2AP,18+,Yates,County,89,8,
3AP,18+,Bronx,OMH STATE PC NETWORK,52,1,
2AP,0-17,Madison,County,77,2,
3AP,18+,Suffolk,GOOD SAMARITAN HOSP MED CTR,142,0,NO
2AP,18+,Broome,County,1168,99,
3AP,0-17,Oneida,"UPSTATE CEREBRAL PALSY, INC.",184,0,NO
2AP,18+,Seneca,County,101,15,
2AP,18+,Saint Lawrence,County,540,40,
3AP,0-17,Manhattan,THE COLLABORATIVE FOR CHILDREN AND,340,1,
3AP,18+,Cattaraugus,County,391,3,
3AP,18+,Manhattan,"PROJECT RENEWAL, INC.",269,0,
3AP,18+,Nassau,UCPA OF NASSAU COUNTY     INC,45,0,
3AP,18+,Orange,County,1444,8,
2AP,18+,Sullivan,County,1822,240,
2AP,18+,Washington,ADIRONDACK HEALTH INSTITUTE INC,45,4,
3AP,18+,Onondaga,"SYRACUSE BRICK HOUSE, INC.",214,0,
2AP,18+,Brooklyn,BROOKLYN BUREAU OF COMMUNITY SERVICE,84,15,NO
3AP,18+,Suffolk,SEAFIELD CENTER INC,32,0,NO
3AP,0-17,Albany,"ALBANY CTY DEPT FOR CHILDREN,YOUTH & FAMILIES",40,0,
2AP,0-17,Staten Island,County,155,5,
2AP,0-17,Franklin,County,66,0,
3AP,18+,Saratoga,SARATOGA COUNTY COMMUNITY SERVICES BOARD,138,0,NO
2AP,18+,Brooklyn,NYC-HHC AGENCY NETWORK,2271,226,
2AP,0-17,Schenectady,County,275,18,
3AP,18+,Nassau,County,5057,26,
2AP,18+,Niagara,County,1347,101,
