Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2009,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Dependent,1476.0
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,750.0
2001,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,212.5
2011,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,14900.0
2018,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,35723.0
2018,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Independent,5921.5
2005,G,Grad,5-INDEPENDENT,over age 50,Financial_Independent,262.5
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,500.0
2018,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,250.0
2017,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,64687.95
2008,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,443.5
2007,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,2751.0
2004,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,500.0
2001,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1700.0
2017,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,58653.5
2016,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1462.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,4295.84
2014,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,1411.0
2000,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,54799.88
2002,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2404047.46
2000,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,1713.5
2003,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1726.0
2011,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,250.0
2000,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,12982.0
2003,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,3287.0
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,4837.0
2018,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,770.0
2013,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,939.5
2008,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,5000.0
2015,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,6050.0
2004,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,8950.75
2014,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,3335.0
2014,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,10250.0
2010,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,212.5
2014,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,7390.33
2017,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,10854.0
2003,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,250.0
2012,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,556820.88
2018,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1500.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,2176.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,333.34
2007,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,250.0
2004,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,31904.25
2006,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,45008.4
2012,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,5882.0
2018,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,81375.0
2018,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1000.0
2010,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,738.5
2015,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,125912.63
2005,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,1000.0
2004,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1750.0
2006,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,35414.25
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,3122.09
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,298.67
2015,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,176262.5
2004,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1755.0
2003,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,662810.91
2008,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,75388.55
2016,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,22207.0
2007,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,750.0
2002,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,779.5
2010,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1875.0
2010,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,6077.36
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,95558.5
2002,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,48293.4
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1766.5
2011,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,4059.5
2010,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,6467.5
2016,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,500.0
2019,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,3647.41
2011,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1000.0
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,750.01
2002,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1000.0
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,425.0
2011,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1750.0
2009,U,5 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,2925.0
2009,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,758.0
2005,U,5 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,1950.0
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,8781.35
2004,G,Grad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,50.0
2019,U,2 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,15775.48
2008,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,3941.67
2003,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,250.0
2003,U,5 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,3018.75
2010,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,3082022.0
2004,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,12050.0
2001,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,11371.5
2007,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1283.0
2012,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,4900.0
2000,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,695.5
2007,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,568.0
2003,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,500.0
2010,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,174334.7
2007,G,Grad,3-SUNY SO,under age 22,Financial_Independent,135.0
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,857.5
2004,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1323.0
2015,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1609.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,275.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,15005.0
2002,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,14462.5
2003,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,939428.8
2003,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,3375.0
2009,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2011,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,2469.23
2018,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1156.0
2002,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1064.0
2018,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,4696.5
2001,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,4029.0
2018,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,992.0
2001,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,37341.75
2018,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,10062.5
2010,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,625.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,12387.57
2017,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,81497.5
2015,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,2704.0
2018,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,5065.0
2006,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,162199.25
2018,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,63835.5
2006,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,89975.0
2014,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1750.0
2000,G,Grad,3-SUNY SO,age 22 - 25,Financial_Independent,630.5
2014,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,7647.5
2004,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,1918.0
2015,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Independent,17827.5
2001,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,7500.0
2004,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,23702.5
2018,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Dependent,15245.0
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,16762.5
2002,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,9270.85
2013,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,16109.5
2017,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,8000.0
2005,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2750.0
2016,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,10469.0
2002,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1750.0
2010,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,1584.0
2010,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1475.0
2018,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,2450.0
2008,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,5997.25
2012,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,19010.5
2019,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,14439.79
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,116018.99
2000,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,2716.0
2004,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,8044.0
2010,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,200.5
2015,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,627.0
2008,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,2735.0
2017,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,50900.0
2005,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,204432.7
2007,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Dependent,500.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,18408.32
2002,G,Grad,5-INDEPENDENT,age 22 - 25,Financial_Independent,1160.5
2004,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,4959.5
2004,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Independent,3333.34
2016,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,5319.5
2004,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,3313.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,212657.77
2012,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,2000.0
2000,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,743.75
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,914.5
2019,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,14924.43
2002,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,500.0
2008,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,24800.0
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,4418.5
2014,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,94537.5
2004,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,166.67
2018,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1029.0
2001,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,4462.5
2015,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,15089.5
2003,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,250.0
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,3958.35
2000,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1174.75
2018,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,250.0
2011,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,23875.0
2010,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,307924.9
2017,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,500.0
2000,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,425.0
2009,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,833.34
2008,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,57365.5
2002,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1004.5
2002,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,3916.68
2010,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,377.0
2001,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,358.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,3187.5
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,829.0
2011,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,654750.18
2007,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,2085.0
2017,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,500.0
2001,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,5137.5
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,10070.84
2016,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,2345.5
2001,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,212.5
2006,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,375.0
2002,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,750.0
2011,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,9411.5
2003,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1750.0
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,578.5
2000,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,32663.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,200190.74
2003,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,106012.08
2004,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,11973.36
2010,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,19034.0
2000,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,14109.0
2016,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Independent,1449.5
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,78656.09
2005,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,1545.0
2017,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,9510.0
2007,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,1947.5
2001,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,212.5
2012,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,7896.5
2018,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,22460.83
2007,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,500.0
2013,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,6819.0
2011,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,13362.0
2004,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,12680.0
2011,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,13750.05
2003,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1250.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,750.0
2011,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,20750.0
2014,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,5732.5
2007,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,12250.0
2009,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,74074.97
2016,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1146603.0
2010,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,413.0
2005,U,5 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,4900.0
2010,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,6622.16
2000,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,637.5
2010,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,368176.98
2004,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,1000.5
2012,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,35953.0
2002,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,38237.5
2000,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,51601.38
2009,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2450.0
2011,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,46928.04
2011,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,500.0
2005,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1250.0
2010,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,13048.5
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,5635.0
2009,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1336.0
2005,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,15254.0
2009,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,7355.01
2014,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,42553.5
2009,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,3525.0
2000,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,18978.25
2012,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,11333.51
2016,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1576.0
2005,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,2724.0
2019,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1941.16
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,9295.17
2011,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,1034.0
2003,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,14500.0
2008,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,12755.86
2001,G,Grad,1-CUNY SR,age 26 - 35,Financial_Independent,373.0
2001,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,425.0
2013,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,9075.0
2009,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,91472.4
2014,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,2051.5
2010,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,641.5
2005,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,4667.75
2009,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,40600.0
