Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND053,247.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND054,247.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND055,247.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Business Support Directorate,IT Governance,ss026,103.18,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 422,28.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 422,-31.11,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Griffith Signs,Maurice 546,46.08,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Climate Centre,Maurice 562,-114.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Toolstation,Maurice 570,164.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Climate Centre,Maurice 571,38.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Liscombe,Maurice 572,71.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CPD,Maurice 573,299.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Office2 Me,Maurice 574,34.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Vistaprint,Maurice 575,25.37,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Fastlec,Maurice 576,351.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Discount Heating.co.uk,Maurice 577,59.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Seton,Maurice 578,73.14,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Fenner,Maurice 579,134.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Universal Meter Services,Maurice 580,343.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 581,139.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Screw fix,Maurice 582,55.91,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Finance Directorate,Holiday Extra ,MHUMP45,23.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Training,Finance Directorate,CIMA,KC10/11-2,120.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Finance Directorate,IFRS,KC10/11-3,24.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Nu Key,YJohnson403,444.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Travis Perkins,YJohnson409,136.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Tesco,205758GPC,65.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Business Support Directorate,Easyjet,SAROG02,210.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Patents Directorate,Amazon,ECALL13,-2.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Patents Directorate,Amazon,ECALL14,117.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Patents Directorate,ACM,ECALL15,9.71,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Healthy Workstations,ethib 18,92.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Argos,2736GPC,5.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Caboodle,ethib 20,429.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Healthy Workstations,ethib 14,65.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Healthy Workstations,ethib 21,404.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Office Supplies,Business Support Directorate,Tesco,ethib 22,5.28,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Entertainment,Business Support Directorate,Office2me/Canasta,ethib 23,34.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,Epson,ethib 24,39.97,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Trade Marks Directorate,British Airways,slurvey,364.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Entertainment,Business Support Directorate,Majestic Wine,NI43,134.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Innovation Directorate,Institute of Public Relations,NI44,210.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Innovation Directorate,Times,NI45,8.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Innovation Directorate,British Airways,NIILE61,430.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Innovation Directorate,Eurostar,NIILE62,144.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Innovation Directorate,Eurostar,NIILE63,170.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Innovation Directorate,Eastern Airways,NIILE64,459.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Business Support Directorate,Eurostar,NIILE65,143.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Business Support Directorate,Eurostar,NIILE66,193.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE67,139.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,Computacenter,rob mould,3150.07,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Patents Directorate,National Express,HHART25,42.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Chief Executive's Office,Eurostar,HHART26,349.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Chief Executive's Office,National Express,HHART27,43.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Patents Directorate,AMAZON,HHART28,291.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence Overseas,Innovation Directorate,USA Visa,DHUMP,9.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Business Support Directorate,Amazon,DHUMP,18.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Business Support Directorate,O'REILLY MEDIA,RM1,26.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,WWW.MAPLIN.CO.UK,RM2,43.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,WWW.UNICOL.COM,RM3,753.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,SCREWFIX DIRECT,RM4,7.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,WEBSITEPULSE.COM,RM5,23.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,DATA COMMS DIRECT,RM6,93.89,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,BMCDIGITALC,RM7,-6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,Amazon EU,RM8,50.53,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,WWW.BROADBANDBUYER.CO.,RM9,190.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,CRUCIAL.COM-LEXARMEDIA,RM10,52.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,CRUCIAL.COM-LEXARMEDIA,RM11,1011.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,RM12,18.86,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,DRI Nuance,RM13,1340.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Business Support Directorate,DRI Nuance,RM14,673.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Telephone Rentals and Call Charges,Business Support Directorate,MEETINGZONE LTD,RM15,-345.83,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Telephone Rentals and Call Charges,Business Support Directorate,MEETINGZONE LTD,RM16,147.04,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Business Support Directorate,EUROFFICE LIMITED,RM17,-14.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Computer hardware and software,Finance Directorate,MEDIA & COMMUNICATIONS,RM18,324.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,EUROFFICE LIMITED,AB1,26.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,WP-WWW.OYYY.CO.UK,AB2,13.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,CHOCOLATEBUTTONS,AB3,72.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Business Support Directorate,WWW.INDIGOSHOP.CO.UK,AB4,118.74,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Business Support Directorate,WWW.BRITISHONLINESUPER,AB5,99.91,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Business Support Directorate,WWW.RETAILFACTORY,AB6,121.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,TECHSOFT LTD,AB7,16.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Other Stationery & General Supplies,Finance Directorate,OFFICE HEAVEN LTD,AB8,16.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/04/2011,Furniture & Fittings,Business Support Directorate,Sunlux Blinds Curtains Interiors Ltd,418,607.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Marketing and Publicity ,Innovation Directorate,HM Revenue & Customs,18000000402010CN,-6750.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence Overseas,International Policy Directorate,Carlson Wagonlit,4607215,-739.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,951405,-355.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,943824,-350.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,929002,-198.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,934911,-179.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,943565,-169.17,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Childcare costs,Business Support Directorate,Computershare  Voucher Services,CVS3711REFUND,-164.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2011,Fuel &Utilities,Business Support Directorate,Pulse 24 Ltd,SC0000711,-98.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Books  Newspapers & Publications,Patents Directorate,Swets Information Services,6700210022,-90.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2011,Courier service,Business Support Directorate,DHL International (UK) Ltd,NPR6468527,-85.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,309890,-83.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,935644,-82.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,943502,-74.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,934912,-67.47,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,943832,-61.53,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,943840,-32.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2011,Law Reporting,Trade Marks Directorate,Marten Walsh Cherer Ltd,873,-31.02,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,943833,-29.93,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2011,Courier service,Patents Directorate,DHL International (UK) Ltd,104788,-27.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2011,Courier service,Copyright and IP Enforcement Directorate,DHL International (UK) Ltd,103430,-20.09,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,932910,-20.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,934913,-20.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Entertainment,Copyright and IP Enforcement Directorate,Mitie Facilities Services Ltd,100/90270746,-16.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,943831,-14.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,943839,-14.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2011,Law Reporting,Patents Directorate,Marten Walsh Cherer Ltd,873,-14.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,934908,-12.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,948788,-8.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,943828,-4.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,90267806,-2.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,90267807,-1.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/04/2011,Entertainment,Chief Executive's Office,Personal expenses name witheld,49828,2.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Entertainment,Innovation Directorate,Personal expenses name witheld,49721,3.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,49785,5.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF309891,5.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4608876,6.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49721,8.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49794,8.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,945646,8.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49732,8.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49711,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49767,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49801,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49807,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,49809,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49766,11.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/04/2011,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,247C38148,11.52,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/04/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49821,11.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49812,11.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Innovation support,Copyright and IP Enforcement Directorate,Companies House,181730301,12.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,49790,12.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,920523,12.69,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49831,13.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,949173,13.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4612722,13.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4612723,13.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,929379,14.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49772,14.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/04/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49819,15.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Entertainment,Finance Directorate,Mitie Facilities Services Ltd,100/90270760,15.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49715,16.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49716,16.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90270760,16.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,951469,16.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90270740,17.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Entertainment,Finance Directorate,Mitie Facilities Services Ltd,100/90270760,18.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49761,18.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49802,18.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/04/2011,Training,Finance Directorate,Personal expenses name witheld,49726,18.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/04/2011,Travel and subsistence UK,Innovation Directorate,PL Vanderpant,49839,18.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI00526785,19.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49779,20.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49800,20.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Training,Business Support Directorate,City & Guilds Institute,801877559,21.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,49786,21.19,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/04/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49832,22.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,938981,22.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/04/2011,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,49842,23.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,49719,23.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,49811,23.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,938042,24.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2011,Books  Newspapers & Publications,Business Support Directorate,Mitie Facilities Services Ltd,100/90270740,24.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2011,Books  Newspapers & Publications,Business Support Directorate,Mitie Facilities Services Ltd,100/90270760,24.0,Not known
