Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,18+,Suffolk,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",72,13,
3AP,0-17,Rockland,NYACK HOSPITAL,35,0,
2AP,18+,Nassau,WINTHROP-UNIVERSITY HOSPITAL,105,8,NO
3AP,18+,Bronx,HUDSON VALLEY CARE COALITION,33,0,
2AP,18+,Schoharie,County,116,13,
2AP,18+,Steuben,County,342,41,
3AP,18+,Rensselaer,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",209,3,
2AP,0-17,Oneida,County,494,16,
2AP,18+,Onondaga,"LIBERTY RESOURCES, INC.",170,10,NO
3AP,18+,Erie,"WNY INDEPENDENT LIVING, INC.",23,0,
3AP,18+,Onondaga,SYRACUSE RECOVERY SERVICES,21,0,NO
2AP,18+,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,2015,140,NO
2AP,18+,Saint Lawrence,CLAXTON-HEPBURN MEDICAL CENTER,89,3,
3AP,0-17,Monroe,CLIFTON SPRINGS HOSPITAL AND CLINIC,22,0,
2AP,18+,Albany,County,6038,995,
2AP,18+,Nassau,County,984,177,
2AP,18+,Schuyler,County,79,7,
3AP,18+,Suffolk,HUNTINGTON HOSP DOLAN FHC,39,0,
3AP,0-17,Monroe,HILLSIDE CHILDREN'S CENTER,219,0,
2AP,18+,Suffolk,"OPTIONS FOR COMMUNITY LIVING, INC.",37,7,NO
3AP,18+,Brooklyn,"NNCC DBA NEIGHBORHOOD COUNSELING CENTER, INC.",46,0,
3AP,0-17,Erie,"GATEWAY-LONGVIEW, INC.",22,0,
3AP,18+,Onondaga,"SYRACUSE BRICK HOUSE, INC.",121,0,NO
3AP,18+,Oneida,THE CHILDREN'S HOME OF JEFFERSON COUNTY,61,0,
3AP,0-17,Oneida,ST. ELIZABETH MEDICAL CENTER,72,0,
2AP,0-17,Suffolk,LISH INC,59,6,
3AP,18+,Manhattan,"ST. VINCENT'S SERVICES, INC. DBA HEARTSHARE S",28,0,
2AP,18+,Seneca,SENECA COUNTY MENTAL HEALTH SERVICES,50,2,NO
3AP,18+,Westchester,WESTCHESTER MEDICAL CENTER,334,2,NO
3AP,18+,Manhattan,URBAN PATHWAYS,27,0,NO
3AP,0-17,Manhattan,NYC-HHC ELMHURST HOSPITAL CENTER,32,0,NO
2AP,18+,Westchester,WESTCHESTER CARES ACTION PROGRAM,28,3,
2AP,18+,Ulster,County,1068,125,
3AP,0-17,Tioga,County,11,0,
3AP,18+,Manhattan,MEMORIAL HSP CANCER ALLIED,69,1,NO
2AP,18+,Manhattan,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,2260,200,
2AP,18+,Steuben,County,377,38,
2AP,0-17,Essex,County,40,0,
2AP,0-17,Monroe,HILLSIDE CHILDREN'S CENTER,67,4,NO
2AP,18+,Wayne,County,201,23,
2AP,0-17,Saint Lawrence,County,124,0,
2AP,0-17,Greene,County,64,3,
2AP,0-17,Saratoga,County,265,4,
2AP,0-17,Dutchess,County,295,15,
2AP,18+,Ontario,County,651,72,
2AP,0-17,Wyoming,County,37,1,
3AP,18+,Dutchess,County,1289,6,
3AP,18+,Rockland,COORDINATED BEHAVIORAL CARE IPA,22,0,
3AP,18+,Staten Island,County,1509,11,
3AP,18+,Westchester,"CENTRAL NASSAU GUIDANCE AND COUN. SERV., INC.",233,4,
3AP,18+,Suffolk,HANDS ACROSS LONG ISLAND,27,0,
3AP,0-17,Suffolk,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,61,0,
3AP,18+,Cattaraugus,OLEAN GENERAL HOSPITAL,270,3,
3AP,18+,Albany,ALBANY MEMORIAL HOSPITAL,173,1,
3AP,18+,Orange,HUDSON VALLEY CARE COALITION INC,127,0,NO
2AP,18+,Onondaga,County,2657,237,
3AP,18+,Bronx,COMMUNITY CARE MANAGEMENT PARTNERS,519,2,NO
3AP,18+,Monroe,CATHOLIC FAMILY CENTER,59,0,NO
2AP,18+,Suffolk,County,2,1,
3AP,18+,Chemung,ARNOT OGDEN MEDICAL CENTER,35,0,
3AP,18+,Wyoming,County,142,1,
2AP,0-17,Manhattan,NYC-HHC ELMHURST HOSPITAL CENTER,74,2,NO
2AP,18+,Saratoga,County,347,23,
3AP,0-17,Erie,"BRYLIN HOSPITALS, INC.",23,0,NO
2AP,18+,Ulster,County,961,104,
3AP,0-17,Chemung,ELMIRA PSYCHIATRIC CENTER,29,0,
2AP,0-17,Madison,MADISON COUNTY COMMUNITY SERVICES BOARD,41,2,NO
2AP,18+,Otsego,TRI TOWN REGIONAL HEALTHCARE,30,1,NO
3AP,18+,Manhattan,WILLIAM F. RYAN COMMUNITY HEALTH CENTER,39,1,
2AP,0-17,Sullivan,SULLIVAN COUNTY DEPARTMENT OF COMMUNITY SERV.,29,2,NO
3AP,18+,Nassau,County,1785,8,
3AP,18+,Brooklyn,"INTERFAITH MEDICAL CENTER, INC.",169,3,
3AP,18+,Brooklyn,HEARTSHARE WELLNESS LTD,325,5,
2AP,0-17,Cayuga,County,86,16,YES
3AP,18+,Greene,County,274,0,
2AP,18+,Bronx,ST. BARNABAS HOSPITAL,1784,163,
2AP,18+,Hamilton,County,6,2,
3AP,0-17,Brooklyn,BROOKDALE FAMILY CARE CTR INC,31,0,
3AP,18+,Niagara,County,1143,4,
2AP,0-17,Staten Island,County,141,5,
3AP,18+,Manhattan,"HERITAGE HEALTH AND HOUSING, INC",204,2,
3AP,18+,Otsego,County,750,4,
3AP,18+,Westchester,DOCTORS UNITED,41,1,
3AP,18+,Suffolk,"MARYHAVEN CENTER OF HOPE, INC.",96,0,NO
2AP,18+,Brooklyn,BED STUY FAMILY HLTH CTR,102,11,
2AP,0-17,Chenango,County,68,4,
3AP,0-17,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,27,0,NO
2AP,18+,Ontario,F F THOMPSON HOSPITAL,261,22,
2AP,18+,Bronx,"UNIV. CONSULTATION & TX CTR FOR MH, INC.",34,2,
3AP,18+,Bronx,ADVANCED HEALTH NETWORK IPA,318,1,
3AP,18+,Bronx,NYC-HHC NORTH CENTRAL BRONX HOSPITAL,198,0,
2AP,18+,Oneida,County,1586,139,
2AP,0-17,Brooklyn,MAIMONIDES MEDICAL CENTER,64,4,
2AP,18+,Region,Region,99,8,
3AP,18+,Staten Island,County,1777,10,
3AP,18+,Cortland,FAMILY HLTH NETWRK CENTRAL NY,32,0,
2AP,0-17,Chautauqua,County,194,4,
2AP,18+,Bronx,DENNELISSE CORP  AI,23,2,
3AP,18+,Schuyler,SCHUYLER COUNTY MENTAL HEALTH SERVICES,27,0,
2AP,18+,Broome,County,562,46,NO
2AP,18+,Wyoming,County,119,8,
3AP,18+,Manhattan,County,26119,87,
2AP,0-17,Oswego,County,105,0,
3AP,18+,Suffolk,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,119,1,NO
3AP,18+,Columbia,County,217,2,
2AP,0-17,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,27,1,
3AP,0-17,Monroe,ROCHESTER GENERAL HOSPITAL,183,1,
2AP,18+,Franklin,ALICE HYDE MEDICAL CENTER,40,4,
2AP,18+,Orleans,County,108,10,
3AP,18+,Suffolk,JAMAICA HOSPITAL MEDICAL CENTER,35,0,
3AP,0-17,Manhattan,SCO FAMILY OF SERVICES,91,0,
2AP,18+,Greene,County,260,18,
3AP,0-17,Manhattan,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,26,0,NO
2AP,0-17,Queens,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",40,0,
3AP,18+,Bronx,County,5646,15,
3AP,18+,Manhattan,"STEINWAY CHILD AND FAMILY SERVICES, INC.",55,1,NO
3AP,18+,Queens,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,21,1,
2AP,0-17,Bronx,ST. DOMINIC'S HOME,88,5,NO
2AP,0-17,Brooklyn,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,81,0,NO
3AP,18+,Oneida,County,1663,5,
3AP,18+,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,140,1,NO
2AP,0-17,Montgomery,County,133,3,
2AP,0-17,Nassau,County,547,15,
3AP,18+,Onondaga,TOMPKINS COUNTY MENTAL HEALTH SERVICES,35,0,NO
2AP,0-17,Onondaga,SUNY HEALTH SCIENCE CENTER-UNIVERSITY HOSPITA,321,16,
3AP,18+,Chemung,ST. JOSEPH'S HOSPITAL,201,2,
2AP,0-17,Onondaga,"ARISE CHILD AND FAMILY SERVICES, INC.",23,0,NO
2AP,0-17,Brooklyn,OMH STATE PC NETWORK,33,0,NO
3AP,18+,Allegany,"ALLEGANY REHABILITATION ASSOCIATES, INC.",94,0,
3AP,18+,Manhattan,"BRIDGING ACCESS TO CARE, INC.",57,0,NO
2AP,18+,Manhattan,"ODYSSEY HOUSE, INC.",35,3,
2AP,18+,Schenectady,County,1601,119,
2AP,18+,Yates,County,71,9,NO
2AP,18+,Monroe,CHILDREN'S HEALTH HOME OF UPSTATE NEW YORK,205,17,
2AP,18+,Cayuga,County,283,29,
2AP,18+,Bronx,NYC-HHC MORRISANIA DIAGNOSTIC & TREATMENT CTR,64,7,NO
3AP,0-17,Washington,County,57,0,
2AP,18+,Tioga,County,58,15,
3AP,0-17,Montgomery,ST. MARY'S HEALTHCARE,100,0,NO
3AP,0-17,Brooklyn,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSP,33,0,
2AP,0-17,Chemung,County,164,5,
3AP,0-17,Manhattan,NEW YORK PRESBYTERIAN HOSPITAL,169,1,NO
2AP,18+,Manhattan,MOUNT SINAI MEDICAL CENTER,76,2,
3AP,0-17,Westchester,NEW YORK PRESBYTERIAN HOSPITAL,57,0,NO
3AP,18+,Onondaga,HERITAGE ONE DAY SURGERY,38,0,
3AP,18+,Jefferson,County,374,1,
2AP,18+,Montgomery,County,497,39,
3AP,18+,Brooklyn,ISLAND AMBULATORY SURGERY CENTER,21,0,
3AP,0-17,Schuyler,County,15,0,
3AP,0-17,Queens,JAMAICA HOSPITAL MEDICAL CENTER,86,0,NO
3AP,18+,Oswego,County,418,1,
3AP,18+,Chenango,CHENANGO COUNTY COMMUNITY SERVICES BOARD,36,0,NO
3AP,0-17,Steuben,STEUBEN COUNTY COMMUNITY MENTAL HEALTH CENTER,80,0,NO
3AP,18+,Orange,ORANGE REGIONAL MEDICAL CENTER,346,1,
3AP,18+,Erie,UNIVERSITY EMERGENCY MED SVCS,129,0,
2AP,18+,Schenectady,County,1555,105,
2AP,18+,Schenectady,County,1527,118,
2AP,18+,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",161,17,
3AP,18+,Ontario,County,730,3,
2AP,18+,Manhattan,"WESTON UNITED COMMUNITY RENEWAL, INC.",81,11,NO
2AP,18+,Statewide,Statewide,66536,7263,
3AP,0-17,Manhattan,NYC-HHC NORTH CENTRAL BRONX HOSPITAL,30,0,NO
2AP,0-17,Dutchess,NORTHERN DUTCHESS HOSPITAL,25,1,NO
3AP,0-17,Queens,JOSEPH P ADDABBO FAMILY HLTH,36,0,
3AP,18+,Onondaga,HILLSIDE CHILDREN'S CENTER,26,0,
3AP,18+,Schenectady,CENTRAL NEW YORK BHCC,320,0,
3AP,18+,Monroe,"HUTHER-DOYLE MEMORIAL INSTITUTE, INC.",1279,1,
3AP,18+,Saint Lawrence,"GOUVERNEUR HOSPITAL, INC",101,0,
3AP,18+,Suffolk,"CENTRAL NASSAU GUIDANCE AND COUN. SERV., INC.",35,1,NO
2AP,18+,Schenectady,PLANNED PTHD MOHAWK HUDSON,77,3,
2AP,0-17,Niagara,County,253,6,NO
3AP,0-17,Suffolk,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,36,0,NO
2AP,18+,Washington,County,120,11,
2AP,0-17,Franklin,County,96,3,
2AP,0-17,Washington,County,53,1,
3AP,18+,Onondaga,SOUTHERN TIER AIDS PROGRAM AI,22,0,
2AP,18+,Schenectady,County,1631,110,
2AP,18+,Queens,PEDERSON KRAG CENTER INC,34,4,
3AP,0-17,Statewide,Statewide,10347,5,
3AP,18+,Orange,ORANGE REGIONAL MEDICAL CENTER,286,3,NO
2AP,18+,Wyoming,County,130,7,
3AP,18+,Erie,County,4141,16,
2AP,18+,Erie,"BESTSELF BEHAVIORAL HEALTH, INC.",415,29,
3AP,18+,Cayuga,AUBURN COMMUNITY HOSPITAL,221,1,
2AP,18+,Nassau,County,5087,584,
3AP,18+,Manhattan,MENTAL HEALTH ASSOCIATION OF NYC,96,1,NO
2AP,18+,Clinton,CLINTON COUNTY COMMUNITY SERVICES BOARD,55,3,NO
3AP,18+,Lewis,County,122,1,
3AP,0-17,Chemung,ARNOT OGDEN MEDICAL CENTER,67,0,
2AP,0-17,Staten Island,County,154,3,
2AP,18+,Ulster,County,169,32,
2AP,18+,Allegany,County,179,18,
3AP,18+,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,1162,11,NO
3AP,18+,Bronx,THE INSTITUTE FOR FAMILY HEALTH,92,0,NO
2AP,18+,Bronx,County,14367,1438,
2AP,0-17,Schoharie,County,31,1,NO
2AP,18+,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,47,14,
2AP,18+,Chemung,IRA DAVENPORT MEM HSP IN,61,5,NO
2AP,0-17,Brooklyn,UNIVERSITY HOSPITAL OF BROOKLYN,25,0,NO
3AP,0-17,Monroe,HILLSIDE CHILDREN'S CENTER,259,0,
2AP,18+,Queens,EPISCOPAL HEALTH SERVICES INC.,481,74,YES
3AP,18+,Brooklyn,CENTURY MED & DENTAL CTR,27,1,NO
3AP,0-17,Monroe,THE UNITY HOSPITAL OF ROCHESTER,21,0,
2AP,18+,Brooklyn,"COMMUNITY HEALTHCARE NETWORK, INC.",401,37,NO
2AP,18+,Wyoming,County,119,8,
2AP,18+,Saratoga,HEALTHCARE PARTNERS OF SARATOGA LTD,89,10,
2AP,18+,Albany,PARSONS CHILD AND FAMILY CENTER,55,5,
3AP,0-17,Bronx,OMH STATE PC NETWORK,29,0,
2AP,18+,Rensselaer,County,853,84,
3AP,0-17,Albany,ST PETERS HOSPITAL ALBANY,45,0,NO
3AP,18+,Rensselaer,"REHABILITATION SUPPORT SERVICES, INC.",68,0,NO
3AP,18+,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",24,1,NO
3AP,0-17,Chenango,County,72,0,
3AP,0-17,Chautauqua,County,208,0,
2AP,18+,Monroe,"DEPAUL COMMUNITY SERVICES, INC.",50,11,
2AP,18+,Orange,BON SECOURS COMMUNITY HOSPITAL,151,12,
3AP,0-17,Orange,CORNERSTONE FAMILY HEALTHCARE,52,0,NO
2AP,0-17,Staten Island,County,180,2,
2AP,18+,Cayuga,County,276,31,
2AP,18+,Brooklyn,County,11991,1325,
2AP,18+,Westchester,County,9037,1205,
3AP,18+,Niagara,KALEIDA HEALTH,135,0,
2AP,18+,Cortland,County,229,10,
2AP,18+,Westchester,"ASSOCIATION FOR MENTAL HEALTH AND WELLNESS, I",103,11,
2AP,18+,Otsego,County,751,67,
3AP,18+,Oneida,"ROME MEMORIAL HOSPITAL, INC.",211,1,
2AP,18+,Warren,County,255,14,NO
2AP,18+,Monroe,CLIFTON SPRINGS HOSPITAL AND CLINIC,204,13,
2AP,18+,Manhattan,"STATEN ISLAND BEHAVIORAL NETWORK, INC.",113,26,
3AP,18+,Queens,County,9686,55,
2AP,18+,Greene,County,270,20,
2AP,0-17,Erie,KALEIDA HLTH DBA JOHN R OISHEI CHILDREN'S HOS,135,7,
2AP,18+,Queens,County,10191,1282,
3AP,18+,Dutchess,VASSAR BROTHERS MEDICAL CENTER,421,4,
3AP,18+,Hamilton,County,7,0,
3AP,18+,Cattaraugus,County,282,0,NO
2AP,18+,Manhattan,BRIDGE BACK TO LIFE CTR INC,115,14,NO
2AP,18+,Orleans,County,115,8,
3AP,18+,Cortland,County,208,0,NO
2AP,18+,Washington,County,131,7,
2AP,0-17,Westchester,County,1244,57,
2AP,0-17,Saratoga,County,278,8,
3AP,18+,Staten Island,BEACON CHRISTIAN COMM HLTH,23,0,
2AP,0-17,Otsego,County,255,8,
2AP,0-17,Chenango,County,81,3,
2AP,18+,Queens,"ARISTA CENTER FOR PSYCHOTHERAPY, INC.",24,2,NO
2AP,18+,Cayuga,County,264,31,
2AP,18+,Albany,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",62,13,
2AP,18+,Erie,UNIVERSITY EMERGENCY MED SVCS,141,8,
3AP,18+,Rockland,County,176,1,
3AP,18+,Essex,ESSEX COUNTY COMMUNITY SERVICES BOARD,43,1,NO
3AP,18+,Oswego,CENTRAL NEW YORK BHCC,458,1,
2AP,18+,Nassau,"TRANSITIONAL SERVICES FOR NEW YORK, INC.",56,9,
2AP,18+,Herkimer,LITTLE FALLS HOSPITAL,86,9,NO
3AP,18+,Albany,ALBANY MEMORIAL HSP,46,1,NO
3AP,18+,Staten Island,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",160,1,
2AP,0-17,Onondaga,OMH STATE PC NETWORK,77,5,
3AP,18+,Dutchess,County,1456,11,
2AP,18+,Albany,"REHABILITATION SUPPORT SERVICES, INC.",99,20,NO
2AP,18+,Greene,County,135,4,
2AP,18+,Niagara,NIAGARA FALLS MEMORIAL MEDICAL CENTER,62,8,
2AP,0-17,Madison,CENTRAL NEW YORK BHCC,69,1,
3AP,18+,Bronx,PROJECT SAMARITAN HLTH SVCS I,498,0,
2AP,18+,Orange,ST ANTHONY COMMUNITY HOSPITAL,22,2,
