Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2010,Books  Newspapers & Publications,Trade Marks Directorate,Oxford University Press,XI05003623,3211.28,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Books  Newspapers & Publications,Patents Directorate,Informa (UK) Ltd,68790/0111/01,4676.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Trade Marks Directorate,Sweet & Maxwell,0,470.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Finance Directorate,Reed Business Info Ltd,KC10/11-1,55.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Patents Directorate,Informaworld,ECALL03,23.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Patents Directorate,Nature Publishing,ECALL04,24.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Innovation Directorate,The Times,ANDSM088,1.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Innovation Directorate,The Times,ANDSM089,1.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ss022,131.91,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ss023,67.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ss024,56.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ROMOU290,26.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/12/2010,Childcare costs,Business Support Directorate,Computershare  Voucher Services,1060751,40.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/12/2010,Childcare costs,Business Support Directorate,Computershare  Voucher Services,1063485,3860.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,1047562,4096.51,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Childcare costs,Business Support Directorate,Computershare  Voucher Services,1047562,4133.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/12/2010,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN035473079,4234.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Computer hardware and software,Business Support Directorate,Lexar Media,291219245,36.41,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Computer hardware and software,Business Support Directorate,Janet(UK),OP/I035655,47.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Computer hardware and software,Business Support Directorate,Time Tools Limited,101071,149.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Computer hardware and software,Innovation Directorate,Specialist Computer Centres Plc,OP/L254196,164.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Computer hardware and software,Patents Directorate,Probrand Ltd,OP/I320559,260.01,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/12/2010,Computer hardware and software,Finance Directorate,Business Information Publications Ltd,7547,940.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Computer hardware and software,Business Support Directorate,Phoenix Software Ltd,OP/I609568,3528.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Computer hardware and software,Business Support Directorate,Specialist Computer Centres Plc,OP/L250627,29767.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Computer hardware and software,Business Support Directorate,Websitepulse,ROMOU291,25.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Computer hardware and software,Business Support Directorate,Broadbandbuyer,ROMOU293,259.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Computer hardware and software,Business Support Directorate,freeparking,ROMOU294,454.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Computer hardware and software,Business Support Directorate,freeparking,ROMOU295,667.21,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Computer hardware and software,Business Support Directorate,freeparking,ROMOU296,578.35,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/12/2010,Courier service,Business Support Directorate,DHL International (UK) Ltd,NPR6239332,4267.93,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90220817,28.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90220817,30.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90220817,56.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Entertainment,Business Support Directorate,Earls Caterers Ltd,25951,70.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Entertainment,Patents Directorate,Mitie Facilities Services Ltd,100/90220817,76.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Entertainment,Innovation Directorate,Personal expenses name witheld,49015,137.87,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Entertainment,Chief Executive's Office,Mitie Facilities Services Ltd,100/90220817,204.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Entertainment,Patents Directorate,Mitie Facilities Services Ltd,100/90220817,248.55,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Entertainment,Business Support Directorate,Office2me,ethib 274,51.81,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Entertainment,Business Support Directorate,Nisbets,ethib 278,50.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Entertainment,Business Support Directorate,Office2me,ethib 280,70.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Entertainment,Business Support Directorate,Tesco,ethib 283,3.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Eyecare,Business Support Directorate,Personal expenses name witheld,49113,13.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,Eyecare,Business Support Directorate,Personal expenses name witheld,49077,20.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Eyecare,Business Support Directorate,Personal expenses name witheld,49091,20.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Eyecare,Business Support Directorate,Specsavers Optical Superstores Ltd,49109,255.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/12/2010,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,7,-492.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,11555683-0099,23.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/12/2010,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17647074/0004,1495.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Fuel &Utilities,Business Support Directorate,Corona Energy,V5319450,2116.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Fuel &Utilities,Business Support Directorate,Corona Energy,V5319444,2148.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Fuel &Utilities,Business Support Directorate,Corona Energy,V5328570,3767.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Fuel &Utilities,Business Support Directorate,Office for National Statistics,1019553,6300.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/12/2010,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,11555683-0100,19729.93,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00944336,457.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/12/2010,Furniture & Fittings,Business Support Directorate,Healthy Workstations Ltd,19606,693.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/12/2010,Furniture & Fittings,Business Support Directorate,Healthy Workstations Ltd,19607,693.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00944337,1493.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,Furniture & Fittings,Business Support Directorate,Carpet Services (Cardiff) Ltd,718011,2310.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I283267,381.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/12/2010,Innovation Challenge Fund,Innovation Directorate,Design Council,CHALLENGE FUND,13000.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Innovation support,Copyright and IP Enforcement Directorate,Companies House,175254450,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4576743,-4588.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,Int Co-operation,International Policy Directorate,Personal expenses name witheld,49068A,3.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4576284,27.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Int Co-operation,International Policy Directorate,Personal expenses name witheld,49068,33.19,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Int Co-operation,International Policy Directorate,Personal expenses name witheld,49066,124.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Int Co-operation,International Policy Directorate,Carlson Wagonlit,824435,146.41,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/12/2010,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4581270,2149.35,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/12/2010,Int Co-operation,International Policy Directorate,Easy Ts Assessoria L Ltda,7,2811.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA157757,1645.47,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA158821,1704.69,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA158345,1714.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA158344,1759.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,IT Contractors,Trade Marks Directorate,Sword,SWP/BRE/F1011281 - 12/11/10,2211.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2010,IT Contractors,Trade Marks Directorate,European Dynamics U.K. Ltd,08.PO.2010,4053.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA157756,4964.47,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2010,IT Contractors,Trade Marks Directorate,European Dynamics U.K. Ltd,07.PO.2010,7578.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/12/2010,IT Contractors,Business Support Directorate,Capgemini UK Plc,2.60E+13,8134.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/12/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA158946,17623.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,IT Contractors,Trade Marks Directorate,Capgemini UK Plc,2.60201E+13,18663.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/12/2010,IT Contractors,Trade Marks Directorate,European Dynamics U.K. Ltd,06.PO.2010,34057.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2010,IT Contractors,Trade Marks Directorate,European Dynamics U.K. Ltd,09.PO.2010,85840.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/12/2010,Law Reporting,Trade Marks Directorate,Marten Walsh Cherer Ltd,74411,2062.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox Finance,82025553,-352.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox Finance,82025554,-302.73,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,270820,255.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF269440,285.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Machinery hire and maintenance,Business Support Directorate,Orwak Environmental Services,56835095,520.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2010,Machinery hire and maintenance,Business Support Directorate,Crown Lift Truck Ltd,SIN/10133795,616.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF269439,668.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Machinery hire and maintenance,Business Support Directorate,Danwood Group Ltd,2642834,2069.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF261180,27114.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Machinery hire and maintenance,Business Support Directorate,Xerox Finance,96426395,39327.97,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Maintenance of computers,Business Support Directorate,Oracle Corp (UK) Ltd,1311487,2465.07,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/12/2010,Maintenance of computers,Business Support Directorate,Computacenter (UK) ltd,7323611,3977.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Maintenance of computers,Business Support Directorate,HFX Ltd,21483,5448.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/12/2010,Maintenance of computers,Business Support Directorate,Westpoint Peripherals Ltd,8459,7555.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/12/2010,Maintenance of computers,Business Support Directorate,Metastorm UK,AXI-0001166,16393.53,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/12/2010,Maintenance of computers,Business Support Directorate,DST Business Systems,17795,16934.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Maintenance of computers,Business Support Directorate,Snowbound,TTHOM0916,983.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Marketing and Publicity ,Innovation Directorate,Birmingham City Council,49033,100.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Marketing and Publicity ,Innovation Directorate,Liverpool Library & Information Services,49034,100.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Marketing and Publicity ,Innovation Directorate,Leeds City Council,49035,100.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Marketing and Publicity ,Innovation Directorate,Sheffield City Council,49036,100.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Marketing and Publicity ,Innovation Directorate,Manchester City Council,49037,100.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/12/2010,Marketing and Publicity ,Innovation Directorate,MWL Print Group Ltd,153648,111.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/12/2010,Marketing and Publicity ,Innovation Directorate,Jobserve Events Ltd,20729,125.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/12/2010,Marketing and Publicity ,Innovation Directorate,EasyFairs UK Ltd,UK-INV10-0639,176.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,Marketing and Publicity ,Innovation Directorate,Business Sorted Ltd,8885,235.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/12/2010,Marketing and Publicity ,Innovation Directorate,Jobserve Events Ltd,20602,435.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Marketing and Publicity ,Innovation Directorate,Peyton & Byrne Ltd,BLI-1974,1673.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Marketing and Publicity ,Innovation Directorate,SGA Productions Ltd,1556,1703.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15909,50.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105991,51.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105993,74.18,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105994,96.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105992,99.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Acco Service Division,28/707231-1,109.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15908,150.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105988,155.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15915,200.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15918,270.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105987,310.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105990,434.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105986,1216.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15813,1220.83,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15914,1290.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15917,1290.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Ian Williams Ltd,101296,2070.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105989,2250.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Rexel Senate,43182720,2361.73,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Ian Williams Ltd,101295,4400.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,29046317,4431.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,29047208,4607.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Efaflex UK Ltd,ID-10-320,11721.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M105985,36989.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Office for National Statistics,1019553,49698.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Airdale,yjohn306,122.61,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Griffiths Signs,yjohn372,133.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Colour Centre,yjohn384,165.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,CPD,ethib 276,30.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Tesco,ethib 277,3.96,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,CPD,ethib 279,80.97,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Screwfix,ethib 281,41.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Env. Agency,ethib 284,18.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Tesco,ethib 285,49.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Total Filtration,Maurice 477,155.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Brandon Tool Hire,Maurice 490,39.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2010,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 491,18.33,Not known
