OpenedDate,OpenedYear,PracticeCode,PracticeName,BusinessCategory,BusinessName,BusinessCity,BusinessState,BusinessZip
09/30/2013,2013,316,Billing Issues,Credit Card Issuers,,San Antonio,TX,78265-9707
08/14/2020,2020,100,Misrepresentation of Terms,Travel,Red Roof Inn,Seatac,WA,98188-3117
04/02/2018,2018,999,Other/Miscellaneous,Moving Companies,,Aurora,CO,80011    
03/09/2020,2020,62,Price Gouging,Retail Sales,Pharmacy Plus,Bellevue,WA,98007    
08/06/2015,2015,301,Failure To Deliver/Perform,Insurance,,Kirkland,WA,98033    
03/28/2017,2017,320,Unsatisfactory Repair/Service,Auto Repair,,Vancouver,WA,98683    
12/31/2020,2020,996,COVID-19,Religious Organizations,,Vancouver,WA,98665    
03/14/2013,2013,529,Direct Mail Advertising,Credit Card Issuers,Chase Bankcard Services Inc,Elgin,IL,60123    
07/09/2020,2020,22,Failure To Adjust/Refund,Commercial Banking,Bank of America NA,Newark,DE,19713    
05/28/2019,2019,13,Misrepresentation of product or service,Financing,,Vancouver,WA,98660    
02/26/2021,2021,104,Non-Fulfillment,Travel,ALEW LLC/Access Loans Enterprise Warranty,Olympia,WA,98508    
02/10/2021,2021,316,Billing Issues,Travel,Woodmark Hotel,Kirkland,WA,98033    
08/22/2013,2013,301,Failure To Deliver/Perform,Auto Sales,Mercedes Benz of Tacoma,Fife,WA,98424    
02/05/2020,2020,999,Other/Miscellaneous,MHU Use Only - MH Tenant,,Blaine,WA,98230    
11/17/2017,2017,404,Collection Practices,Collections,RPM / Receivables Performance Management,Lynnwood,WA,98036    
12/18/2017,2017,204,Unsolicited E-mail,Retail Sales,,Atlanta,GA,30303    
06/12/2017,2017,316,Billing Issues,Broadband Providers,Comcast,Fife,WA,98424    
09/27/2017,2017,999,Other/Miscellaneous,Auto Sales,,Marysville,WA,98271    
11/16/2015,2015,58,Telemarketing,Telemarketing,,Surrey,BC,V4A2H-9   
02/19/2019,2019,7,Warranty,Contractors,Sears Holdings Management Corporation,Hoffman Estates,IL,60179-0001
07/31/2014,2014,422,Credit/Financing,Auto Sales,"Bud Clary Chevrolet, Oldsmobile, Cadillac, Suzuki",Longview,WA,98632    
09/11/2020,2020,999,Other/Miscellaneous,Health Care,CHI Franciscan Health Systems,Tacoma,WA,98402-3400
10/30/2017,2017,301,Failure To Deliver/Perform,Insurance,Globe Life and Accident Insurance Company,Oklahoma City,OK,73184    
09/30/2016,2016,998,Governement agency complaint,"Colleges, Universities & Professional Schools",University of Washington,Seattle,WA,98195    
05/20/2020,2020,415,Unemployment Fraud,Government Agencies,Washington State Employment Security Department,Olympia,WA,98507    
07/19/2016,2016,999,Other/Miscellaneous,Auto Sales,Karmart Automotive Group,Burlington,WA,         
04/01/2020,2020,444,Foreclosure Issue,Mortgage Lending,SN Servcing Corp,Eureka,CA,95501    
08/20/2019,2019,999,Other/Miscellaneous,Lessors of Miniwarehouse & Self-Storage Units,,Puyallup,WA,98371    
07/31/2020,2020,61,Phishing,Financial Planning,,,  ,         
10/19/2020,2020,996,COVID-19,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
12/01/2016,2016,999,Other/Miscellaneous,Auto Sales,Magic Toyota,Edmonds,WA,98026    
02/14/2019,2019,206,Right To Cancel,Broadband Providers,Oath Holdings Inc fka Yahoo! Inc,Sunnyvale,CA,94089    
02/20/2019,2019,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
11/04/2019,2019,22,Failure To Adjust/Refund,Online Auctions,,"Brampton, ON Canada",  ,L7A0S-5   
08/08/2017,2017,222,Advance Fee Fraud,Phishing, Unknown,,  ,         
05/06/2013,2013,7,Warranty,Contractors,Washington Energy Services,Seattle,WA,98199    
04/30/2015,2015,301,Failure To Deliver/Perform,Air Transportation,,Tempe,AZ,85281    
03/07/2013,2013,301,Failure To Deliver/Perform,Security Systems (including locksmiths),Cencom Inc,Kirkland,WA,98033    
03/26/2020,2020,642,Landlord/Tenant - Residential,Residential Landlord,Invitation Homes,Bellevue,WA,98008    
08/28/2018,2018,999,Other/Miscellaneous,Educational Services,,,CA,         
06/18/2014,2014,320,Unsatisfactory Repair/Service,Contractors,Esary Roofing and Siding,Burlington,WA,98233    
08/30/2016,2016,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
05/27/2014,2014,320,Unsatisfactory Repair/Service,Commercial Banking,Chase Executive Office,Houston,TX,77224-9020
04/14/2017,2017,444,Foreclosure Issue,Mortgage Lending,BSI Financial Services,Irving,TX,75038    
05/15/2014,2014,303,Questionable Quality Product/Service,Auto Sales,Spirit Auto Center of Everett,Everett,WA,98203    
02/23/2015,2015,316,Billing Issues,Auto Sales,AutoNation Toyota - Spokane Valley,Spokane Valley,WA,99212    
04/10/2017,2017,100,Misrepresentation of Terms,Broadband Providers,Hughes Network Systems,Germantown,MD,20876    
05/13/2020,2020,60,Unauthorized Debit,Electronic Shopping,eBay,San Jose,CA,95125-9855
03/31/2016,2016,61,Phishing,Phishing,Unknown - IRS Phishing,,  ,         
12/22/2017,2017,319,Unauthorized Repair/Service,Broadband Providers,Comcast,Fife,WA,98424    
05/01/2014,2014,60,Unauthorized Debit,Contractors,Northwest Electrical Service & HVAC LLC,Spanaway,WA,98387    
02/06/2013,2013,58,Telemarketing,Telemarketing,"CALLERID4U, Inc",Seattle,WA,98104    
10/14/2020,2020,301,Failure To Deliver/Perform,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
09/08/2020,2020,999,Other/Miscellaneous,Retail Sales,,Clarkston,WA,99403    
01/27/2015,2015,301,Failure To Deliver/Perform,Travel,Washington Financial Advisors,Seattle,WA,98154    
12/10/2018,2018,316,Billing Issues,Health Care,Kaiser Permanente Washington,Seattle,WA,98124    
08/16/2017,2017,628,Rent raise,MHU Use Only - MH landlord,Woodland East Manufactured Home Community,Vancouver,WA,98660    
03/18/2019,2019,999,Other/Miscellaneous,Contractors,,Camas,WA,98607    
12/02/2019,2019,999,Other/Miscellaneous,Electronic Shopping,First Street,Colonial Heights,VA,23834    
03/11/2016,2016,300,Excessive Price or Charge,Health Care,PACLAB Network Agencies,Spokane,WA,99220    
03/09/2020,2020,996,COVID-19,Air Transportation,Qatar Airways,New York,NY,10118    
01/25/2017,2017,319,Unauthorized Repair/Service,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
01/13/2020,2020,203,Internet & Mobile device based transaction,Retail Sales,Home Depot,Atlanta,GA,30339    
10/21/2020,2020,996,COVID-19,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
09/29/2015,2015,404,Collection Practices,Air Transportation,,Seattle,WA,98168    
09/18/2020,2020,516,Failure To Provide Title/Registration,Auto Sales,Jet Chevrolet,Federal Way,WA,98003    
01/24/2013,2013,404,Collection Practices,Financing,,Scottsdale,AZ,85254    
04/01/2016,2016,61,Phishing,Phishing,Unknown - IRS Phishing,,  ,         
10/29/2018,2018,999,Other/Miscellaneous,Auto Sales,Town Chrysler Dodge Jeep Ram,Wenatchee,WA,98801    
09/28/2015,2015,320,Unsatisfactory Repair/Service,Telecommunications,Virgin Mobile,Irving,TX,75016-9014
05/10/2021,2021,104,Non-Fulfillment,Financial Planning,,,  ,         
12/31/2018,2018,201,Unsolicited Mail,Unclassified Establishments, Unknown,,  ,         
04/07/2015,2015,316,Billing Issues,Health Care,,Richland,WA,99352-5007
01/12/2015,2015,13,Misrepresentation of product or service,Books/Magazines & Directory Publishers,,Milwaukie,WI,53213    
04/11/2016,2016,999,Other/Miscellaneous,Auto Sales,Carter Subaru,Seattle,WA,98107    
01/03/2018,2018,11,Service Protection Plan Issue,Broadband Providers,Comcast,Fife,WA,98424    
06/18/2019,2019,22,Failure To Adjust/Refund,Auto Sales,,Kent,WA,98032    
03/14/2017,2017,316,Billing Issues,"Colleges, Universities & Professional Schools",Walden University,Minneapolis,MN,55401    
06/28/2013,2013,22,Failure To Adjust/Refund,Auto Sales,Car Pros Hyundai Renton,Renton,WA,98057    
02/11/2015,2015,320,Unsatisfactory Repair/Service,Civic & Social Organizations,,Ocean Shores,WA,98569    
07/08/2020,2020,513,Bushing,Auto Sales,Tacoma Dodge Chrysler Jeep,Tacoma,WA,98409    
03/01/2018,2018,999,Other/Miscellaneous,Books/Magazines & Directory Publishers,Zillow Group Inc / Trulia Inc,Seattle,WA,98101    
01/19/2018,2018,17,Imposter scam,ADAD, Unknown,,  ,         
03/02/2021,2021,203,Internet & Mobile device based transaction,Financing,PayPal,Lavista,NE,68128    
06/27/2018,2018,203,Internet & Mobile device based transaction,Travel,Virginia Mason,Seattle,WA,98124    
05/28/2021,2021,999,Other/Miscellaneous,Moving Companies,,Tukwila,WA,98168    
08/19/2020,2020,206,Right To Cancel,Health and Diet Clubs,Emerald City Athletics,Seattle,WA,98103    
12/08/2017,2017,999,Other/Miscellaneous,Telecommunications,Sprint Executive Services,Irving,TX,75016    
08/29/2018,2018,318,Charge:Service Not Performed/Product not delivered,Contractors,Krieg Construction,Burien,WA,98146    
03/12/2021,2021,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
02/02/2021,2021,998,Governement agency complaint,Government Agencies,United States Postal Service,Washington,DC,20260    
03/23/2021,2021,999,Other/Miscellaneous,Residential Landlord, Unknown,,  ,         
08/10/2018,2018,300,Excessive Price or Charge,Travel,"Vacation Internationale dba VI Resorts, Vacation Ownership Sales",Bellevue,WA,98004    
12/24/2020,2020,203,Internet & Mobile device based transaction,Books/Magazines & Directory Publishers,The Wall Street Journal,New York,NY,10036    
01/24/2020,2020,222,Advance Fee Fraud,Legal Services,,Toronto ON Canada,  ,M9C5P-7   
10/15/2018,2018,316,Billing Issues,Telecommunications,T-Mobile,Albuquerque,NM,87176    
07/31/2013,2013,206,Right To Cancel,Electronic Shopping,Postal Prescription Services,Portland,OR,97202    
05/29/2019,2019,13,Misrepresentation of product or service,"Medical, Dental, Hospital Equipment Wholesalers ", Unknown,,  ,         
08/29/2016,2016,13,Misrepresentation of product or service,Auto Sales,I-5 Motors,Fife,WA,98424    
01/27/2021,2021,991,EIP - Economic Impact Payment,"Admin. & support services (office admin., faciliti",Direct Express,San Antonio,TX,78224-5998
02/15/2017,2017,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
04/06/2020,2020,999,Other/Miscellaneous,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
04/01/2020,2020,301,Failure To Deliver/Perform,Retail Sales,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
10/30/2017,2017,403,Collection Activity (Fraudulent or mistaken ID),Collections,Linebarger Goggan Blair & Sampson LLP,Austin,TX,78746    
08/13/2014,2014,61,Phishing,Phishing,Unknown - IRS Phishing,,  ,         
09/24/2013,2013,641,Failed communication attempts,Legal Services,Garden City Group Inc aka TGCG,Seattle,WA,98134    
04/23/2013,2013,22,Failure To Adjust/Refund,Retail Sales,,Spokane,WA,99202    
02/22/2018,2018,999,Other/Miscellaneous,Amusement & Recreational Industries,,Seattle ,WA,98104-1025
10/09/2015,2015,26,Advertising,Auto Sales,Jay Lee's Honda of Sumner,Sumner,WA,98390    
10/11/2016,2016,404,Collection Practices,Collections,Quick Collect Inc,Vancouver,WA,98662-6169
06/17/2020,2020,404,Collection Practices,Health Care,CHI Franciscan Health Systems,Tacoma,WA,98402-3400
03/04/2020,2020,996,COVID-19,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
11/06/2014,2014,203,Internet & Mobile device based transaction,Electronic Shopping,C&R Marketing dba Your Better Tomorrow,Blaine,WA,98230    
04/17/2018,2018,630,Repair timeline,Auto Repair,ABC Transmission Service,Tacoma,WA,98409    
02/26/2020,2020,206,Right To Cancel,Credit Card Issuers,Capital One Services,Richmond,VA,23285-5870
09/18/2019,2019,516,Failure To Provide Title/Registration,Auto Sales,,Tacoma,WA,98443    
06/07/2013,2013,4,Prizes & Promotion Issue,Software Publishers,Intuit Inc/Intuit Software/Turbo Tax/PayCycle,Tucson,AZ,85726    
06/04/2014,2014,19,Inadequate Disclosure,Health Care,,Seattle,WA,98109    
10/27/2017,2017,999,Other/Miscellaneous,Retail Sales,JoAnn Fabric and Craft Stores,Hudson,OH,44236    
02/10/2016,2016,25,Refund Policies,Personal Care Services,,Lynnwood,WA,98036    
02/27/2015,2015,642,Landlord/Tenant - Residential,Residential Landlord,,Tacoma,WA,98403    
03/30/2020,2020,301,Failure To Deliver/Perform,Retail Sales,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
01/14/2016,2016,303,Questionable Quality Product/Service,Auto Repair,,Tacoma,WA,98409    
12/30/2020,2020,410,Discrimination,Government Agencies,City of Blaine,Blaine,WA,98230    
03/18/2021,2021,999,Other/Miscellaneous,"Electronic Equip., Appliance & Component Mfg'ring ",,Vancouver,WA,98661    
03/16/2018,2018,301,Failure To Deliver/Perform,Lessors of Miniwarehouse & Self-Storage Units,,Bellevue,WA,98009-0205
03/24/2015,2015,303,Questionable Quality Product/Service,Auto Sales,Auto Nation Ford Bellevue,Bellevue,WA,98004    
02/11/2020,2020,22,Failure To Adjust/Refund,Unclassified Establishments, Unknown,,  ,         
07/09/2020,2020,104,Non-Fulfillment,Consumer Lending & Transfer Agents,Loan At Last,Lac Du Flambeau,WI,54538    
11/18/2014,2014,404,Collection Practices,Collections,,Charleston,SC,29412    
03/19/2020,2020,62,Price Gouging,Air Transportation,Delta Airlines,Atlanta,GA,30320-2980
11/07/2014,2014,13,Misrepresentation of product or service,Legal Services,Moulton Law Offices,Spokane,WA,99206    
01/29/2018,2018,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
01/22/2021,2021,999,Other/Miscellaneous,Health Care,Providence Health and Services,Seattle,WA,98138-9672
05/06/2020,2020,203,Internet & Mobile device based transaction,Air Transportation,Alaska Airlines,Seattle,WA,98168    
05/28/2013,2013,422,Credit/Financing,Broadband Providers,DIRECTV,Dallas,TX,75202    
06/30/2015,2015,316,Billing Issues,Books/Magazines & Directory Publishers,GeneralYellowPages.com,New York,NY,10163-4668
04/14/2021,2021,303,Questionable Quality Product/Service,Auto Sales,Sunset Automotive Wholesale,Tacoma,WA,98409    
08/14/2019,2019,999,Other/Miscellaneous,Real Estate Appraisers,,Yakima,WA,98901    
01/27/2014,2014,58,Telemarketing,Telemarketing,,,WA,         
06/27/2013,2013,422,Credit/Financing,Auto Sales,,Lake Elsinore,CA,92530    
03/23/2020,2020,999,Other/Miscellaneous,Electronic Shopping,,Sioux Falls,SD,57103    
10/15/2019,2019,22,Failure To Adjust/Refund,Travel,,Clarkston,WA,99403    
04/01/2016,2016,303,Questionable Quality Product/Service,Auto Sales,Evergreen Sales & Lease,Federal Way,WA,98003    
09/11/2013,2013,58,Telemarketing,Telemarketing,"CALLERID4U, Inc",Seattle,WA,98104    
03/05/2018,2018,615,Restriction/choice of goods or services,Land Subdivisions & Land Development,Pulte Homes,Bellevue,WA,98006    
02/25/2021,2021,7,Warranty,Retail Sales,Sears Holdings Management Corporation,Hoffman Estates,IL,60179-0001
03/21/2018,2018,316,Billing Issues,Health Care,,Burlington,WA,98233    
02/27/2020,2020,999,Other/Miscellaneous,Retail Sales,Walmart,Bentonville,AR,72716    
08/29/2018,2018,999,Other/Miscellaneous,Contractors,,Tukwila,WA,98168    
01/15/2013,2013,302,Not As Ordered,Broadband Providers,DIRECTV,Dallas,TX,75202    
02/06/2018,2018,316,Billing Issues,Telecommunications,Frontier Communications,Everett,WA,98201    
05/03/2020,2020,22,Failure To Adjust/Refund,Air Transportation,Alaska Airlines,Seattle,WA,98168    
01/12/2021,2021,998,Governement agency complaint,Government Agencies,United States Department of Justice,Spokane,WA,99201    
06/19/2020,2020,303,Questionable Quality Product/Service,Auto Sales,Chrysler Dodge Jeep Ram of Seattle,Seattle,WA,98133    
05/08/2018,2018,316,Billing Issues,Government Agencies,City of Seattle,Seattle,WA,98124    
10/06/2014,2014,203,Internet & Mobile device based transaction,Advance Fee Fraud,,,WA,         
10/24/2017,2017,640,Fees,MHU Use Only - MH landlord,,Irvine,CA,92614    
12/28/2017,2017,212,Spyware / Malware,Computer & office machine system repair & maintena,,Phoenix,AZ,85027    
12/18/2014,2014,514,Odometer Tampering,Auto Sales,,Vancouver,WA,         
07/29/2015,2015,642,Landlord/Tenant - Residential,Residential Landlord,,Bellingham,WA,98226    
12/21/2015,2015,302,Not As Ordered,Travel,Expedia,Seattle,WA,98119    
09/02/2015,2015,316,Billing Issues,Exterminating & pest control Services,,Auburn,WA,98001    
02/20/2019,2019,203,Internet & Mobile device based transaction,Broadband Providers,Comcast,Fife,WA,98424    
07/11/2017,2017,303,Questionable Quality Product/Service,Retail Sales,Mor Furniture,San Diego,CA,92121-2603
08/03/2020,2020,7,Warranty,"Electronic Equip., Appliance & Component Mfg'ring ",,Suwanee,GA,30024    
06/10/2020,2020,996,COVID-19,Health and Diet Clubs,,Selah,WA,98942    
05/22/2020,2020,999,Other/Miscellaneous,Credit Card Issuers,Synchrony Bank fka GE Capital Retail Bank/GECRB/Care Credit,Orlando,FL,32896-5031
01/08/2021,2021,996,COVID-19,Transit & ground passenger transportation,Greyhound Bus Lines,Dallas,TX,75266-0691
04/15/2020,2020,410,Discrimination,Mortgage Lending,Bank of America NA,Newark,DE,19713    
05/30/2014,2014,19,Inadequate Disclosure,Unclassified Establishments,United States Postal Service,Washington,DC,20260    
06/26/2018,2018,61,Phishing,Phishing, Unknown,,  ,         
01/05/2016,2016,212,Spyware / Malware,Computer & office machine system repair & maintena,iYogi,New York,NY,10013    
10/01/2018,2018,301,Failure To Deliver/Perform,Insurance,,Beaverton,OR,97075    
03/12/2019,2019,303,Questionable Quality Product/Service,Auto Sales,West Hills Chrysler Jeep Dodge,Bremerton,WA,98312    
09/21/2020,2020,444,Foreclosure Issue,Mortgage Lending,Wells Fargo CRA Risk Management,Charlotte,NC,28256-0947
06/30/2020,2020,7,Warranty,Insurance,Allstate Insurance,Northbrook,IL,60062    
10/27/2020,2020,22,Failure To Adjust/Refund,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
06/23/2020,2020,999,Other/Miscellaneous,Educational Services,,Silverdale ,WA,98383    
02/13/2018,2018,301,Failure To Deliver/Perform,Travel,,Dale City,VA,22193    
03/20/2019,2019,999,Other/Miscellaneous,Auto Sales,,Santa Ana,CA,92711    
07/02/2019,2019,999,Other/Miscellaneous,Retail Sales,,Syracuse,NY,13219-3304
04/05/2018,2018,318,Charge:Service Not Performed/Product not delivered,Books/Magazines & Directory Publishers,Meredith Corporation,Des Moines,IA,50309    
07/19/2013,2013,22,Failure To Adjust/Refund,Casinos,,Ontario Canada,  ,         
07/10/2017,2017,19,Inadequate Disclosure,Auto Sales,Rairdon Nissan of Auburn,Auburn,WA,98002    
07/24/2014,2014,319,Unauthorized Repair/Service,Exterminating & pest control Services,,Spanaway,WA,98387    
02/25/2016,2016,19,Inadequate Disclosure,"Electronic Equip., Appliance & Component Mfg'ring ",LG Electronics,Huntsville,AL,35824    
09/06/2017,2017,317,Charge Above Estimate,Commercial Banking,1st Security Bank of Washington,Mountlake Terrace,WA,98043    
03/02/2020,2020,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
05/20/2015,2015,4,Prizes & Promotion Issue,Radio & Television Broadcasting,King FM,Seattle,WA,98109    
05/20/2016,2016,13,Misrepresentation of product or service,Religious Organizations,Christian Prayer Center AKA Velorum Inc,Seattle,WA,98115    
04/07/2021,2021,22,Failure To Adjust/Refund,Security Systems (including locksmiths),,Snohomish ,WA,98290    
11/12/2019,2019,512,Forged or Altered Documents,"Admin. & support services (office admin., faciliti",Online Vital US/onlinevitalus.com,Barcelona Spain,  ,08005    
05/17/2018,2018,999,Other/Miscellaneous,Employment Placement Agencies,Rover.com,Seattle,WA,98121    
03/03/2020,2020,25,Refund Policies,Electronic Shopping,Decluttr Store,Kennesaw,GA,30144-6428
10/23/2015,2015,403,Collection Activity (Fraudulent or mistaken ID),Collections,Rent A Center Corporate Office / RAC,Plano,TX,75024    
10/07/2013,2013,318,Charge:Service Not Performed/Product not delivered,Rental & leasing services,Lease Finance Group,New York,NY,10001    
12/06/2018,2018,323,Invoice - misleading or fraudulent,"Electronic Equip., Appliance & Component Mfg'ring ",GoPro.com,San Mateo,CA,94402-3710
02/18/2021,2021,999,Other/Miscellaneous,Software Publishers,Valve Software dba Steam Powered/Steamgames/Steam Software,Bellevue,WA,98004    
09/25/2013,2013,19,Inadequate Disclosure,Auto Sales,Paramount Motors NW,Seattle,WA,98134    
09/09/2015,2015,316,Billing Issues,Auto Repair,,Ridgefield,WA,98642    
08/06/2020,2020,203,Internet & Mobile device based transaction,Phishing,,,WA,         
03/17/2020,2020,999,Other/Miscellaneous,Retail Sales,Williams-Sonoma Inc,Olive Branch,MS,38654    
08/15/2018,2018,301,Failure To Deliver/Perform,Telecommunications,CenturyLink,Spokane,WA,99208    
01/15/2015,2015,640,Fees,Broadband Providers,Comcast,Fife,WA,98424    
10/26/2016,2016,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
11/13/2014,2014,301,Failure To Deliver/Perform,Computer & office machine system repair & maintena,PCExplorers,Scottsdale,AZ,85260-148 
01/08/2013,2013,316,Billing Issues,Telecommunications,T-Mobile,Albuquerque,NM,87176    
11/08/2013,2013,303,Questionable Quality Product/Service,Unclassified Establishments,,Scottsdale,AZ,85255    
09/29/2017,2017,998,Governement agency complaint,Health Care,,Ellensburg,WA,98926    
02/24/2014,2014,303,Questionable Quality Product/Service,Electronic Shopping,,Everett,WA,98204    
08/23/2016,2016,999,Other/Miscellaneous,Insurance,Regence Blue Shield,Seattle,WA,98101-1314
09/17/2020,2020,999,Other/Miscellaneous,Internet Search Engines,Google Incorporated,Mountain View,CA,94043    
03/05/2018,2018,999,Other/Miscellaneous,,,Seattle,WA,98133    
07/30/2015,2015,508,Unordered/Unsolicited Merchandise,Books/Magazines & Directory Publishers,,Baltimore,MD,21201    
05/26/2015,2015,100,Misrepresentation of Terms,Water Transportation,Holland America Lines,Seattle,WA,98119    
09/27/2017,2017,999,Other/Miscellaneous,Retail Sales,,Hoffman Estates,IL,60179-0001
10/02/2018,2018,999,Other/Miscellaneous,Government Agencies,,Mercer Island,WA,98040    
11/02/2018,2018,886,ADA (Americans w/Disabilities Act),Restaurants and Bars,Starbucks,Seattle,WA,98134    
12/27/2016,2016,203,Internet & Mobile device based transaction,Books/Magazines & Directory Publishers,,Virginia,VA,23454-2268
12/01/2014,2014,320,Unsatisfactory Repair/Service,Retail Sales,Ashley Furniture - Spokane,Spokane,WA,99218    
07/31/2020,2020,998,Governement agency complaint,Government Agencies,Washington State Employment Security Department,Olympia,WA,98507    
01/15/2021,2021,999,Other/Miscellaneous,Auto Sales,,Renton,WA,98057    
03/17/2017,2017,59,Automatic Dialing,ADAD, Unknown,,  ,         
