CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
50084584,ST TROPEZ,Manhattan,196,SPRING STREET,10012.0,9292614441,French,F,06D,Cycle Inspection / Initial Inspection,MN24
41627123,"WALTER'S, KARASU",Brooklyn,166,DEKALB AVENUE,11217.0,7184887800,American,D,10F,Cycle Inspection / Initial Inspection,BK68
41326196,GOLDEN WOKS,Manhattan,159,CHRISTOPHER STREET,10014.0,2124638182,Chinese,D,06D,Cycle Inspection / Initial Inspection,MN23
40665052,LA CARRETA RESTAURANT,Brooklyn,407,51 STREET,11220.0,7185673566,Latin American,D,10F,Cycle Inspection / Initial Inspection,BK32
50105748,VEERAY DA DHABA,Manhattan,222,1 AVENUE,10009.0,2127771420,,,,,MN22
40640500,BURGER KING,Manhattan,130,WEST  125 STREET,10027.0,2122224333,Hamburgers,F,04N,Cycle Inspection / Initial Inspection,MN11
41606775,BARO,Manhattan,34,WEST   32 STREET,10001.0,2127360029,Korean,F,04L,Cycle Inspection / Initial Inspection,MN17
50086933,Mochiron Izakaya,Queens,3418,30TH AVE,11103.0,3474042577,Japanese,D,15F6,Smoke-Free Air Act / Initial Inspection,QN70
50046038,JOE'S LOBSTER HOUSE,Staten Island,4707,ARTHUR KILL ROAD,10309.0,7182270003,Seafood,D,06C,Cycle Inspection / Initial Inspection,SI11
41641101,SIRENAS,Bronx,1896,JEROME AVENUE,10453.0,9177923395,Tex-Mex,B,,Cycle Inspection / Re-inspection,BX41
40424418,TYME & PATIENCE BAKERY & GRILL,Brooklyn,2114,NOSTRAND AVENUE,11210.0,7184349816,Caribbean,D,06E,Cycle Inspection / Re-inspection,BK42
50041641,NARUTO RAMEN,Manhattan,2634,BROADWAY,10025.0,2122220229,Japanese,O,10F,Cycle Inspection / Reopening Inspection,MN12
50054754,MCDONALD'S,Queens,11401,SUTPHIN BLVD,11436.0,7188450581,Hamburgers,D,04L,Cycle Inspection / Initial Inspection,QN76
41212707,KING HING RESTAURANT,Bronx,3227,WESTCHESTER AVENUE,10461.0,7182397723,Chinese,B,,Trans Fat / Initial Inspection,BX10
50059551,BLOSSOM ICE CREAM & THE POKE,Brooklyn,54,N 6TH ST,11249.0,9179091865,Asian/Asian Fusion,B,,Pre-permit (Operational) / Initial Inspection,BK73
50002695,DOUBLE DRAGON CHINESE RESTAURANT,Brooklyn,41A,NEWKIRK PLAZA,11226.0,7184348211,Chinese,F,10F,Cycle Inspection / Re-inspection,BK42
50001456,GOLDEN UNICORN GOURMET,Manhattan,18,EAST BROADWAY,10002.0,2129410911,Chinese,G,06A,Cycle Inspection / Initial Inspection,MN27
41463477,"DUNKIN',' BASKIN ROBBINS",Staten Island,770,FOREST AVENUE,10310.0,7182739641,Donuts,F,10B,Cycle Inspection / Initial Inspection,SI35
50079292,CANAS RESTAURANT AND BAR,Queens,14407,JAMAICA AVE,11435.0,9292447267,Latin American,U,04L,Cycle Inspection / Initial Inspection,QN61
50033956,DJ PIZZA,Manhattan,120,EAST   34 STREET,10016.0,2129517075,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN20
41247789,CARIDAD RESTAURANT,Queens,10002,NORTHERN BOULEVARD,11368.0,7184785659,Latin American,P,08A,Cycle Inspection / Initial Inspection,QN26
50077710,LAGMAN HOUSE,Brooklyn,2612,EAST   14 STREET,11235.0,7186482345,Asian/Asian Fusion,D,06D,Cycle Inspection / Initial Inspection,BK17
50000036,BELLE REVE,Manhattan,305,CHURCH STREET,10013.0,2126800101,American,P,08A,Cycle Inspection / Initial Inspection,MN24
41030615,SERAFINA BROADWAY,Manhattan,210,WEST   55 STREET,10019.0,2123151700,Italian,P,10F,Cycle Inspection / Initial Inspection,MN17
41053329,GOLDEN CHICKEN,Queens,17944,HILLSIDE AVENUE,11432.0,7182064669,Chicken,D,06E,Cycle Inspection / Re-inspection,QN61
41337501,MANDATO MEXICAN RESTAURANT,Brooklyn,7218,3 AVENUE,11209.0,7184924228,Mexican,D,06C,Cycle Inspection / Initial Inspection,BK31
50045928,ESSEN,Manhattan,699,AVENUE OF AMERICAS,10010.0,2126330820,Sandwiches,U,02H,Cycle Inspection / Re-inspection,MN13
50070712,SEAMORHEN,Queens,11833,GUY R BREWER BLVD,11434.0,7187239181,Soul Food,U,04L,Cycle Inspection / Initial Inspection,QN76
50055046,DON ALEX RESTAURANT,Queens,9544,ROOSEVELT AVE,11372.0,7184240123,Peruvian,F,06D,Cycle Inspection / Initial Inspection,QN29
41385076,TEN TAN,Bronx,3507,DEKALB AVENUE,10467.0,7182318883,Chinese,P,05D,Cycle Inspection / Initial Inspection,BX43
41605223,YU SUSHI,Manhattan,827,WEST  181 STREET,10033.0,2127818833,Japanese,F,02G,Cycle Inspection / Re-inspection,MN35
41401513,GINO'S PIZZA,Queens,8635,BROADWAY,11373.0,7186728515,Italian,D,06D,Cycle Inspection / Initial Inspection,QN29
40397520,SHARAKU JAPANESE RESTAURANT,Manhattan,14,STUYVESANT STREET,10003.0,2125980403,Japanese,U,08A,Cycle Inspection / Re-inspection,MN22
41219576,EMPERADOR ELIAS RESTAURANT,Brooklyn,274,BROADWAY,11211.0,7183887784,Latin American,F,06C,Cycle Inspection / Initial Inspection,BK73
40395505,PORTO PRINCE STAR RESTAURANT,Queens,22113,LINDEN BOULEVARD,11411.0,7185259006,Caribbean,O,10F,Cycle Inspection / Reopening Inspection,QN33
41197747,BEST COFFEE SHOP,Staten Island,117,WATER STREET,10304.0,7185569565,American,D,10F,Cycle Inspection / Initial Inspection,SI37
40610554,THE SUMMIT,Manhattan,133,AVENUE C,10009.0,3474657911,American,D,06C,Cycle Inspection / Re-inspection,MN28
41098211,DOUGIE'S JAMAICAN CUISINE,Brooklyn,9604,AVENUE L,11236.0,7182515444,Donuts,F,02B,Cycle Inspection / Re-inspection,BK50
41452462,CRYSTAL,Manhattan,212,EAST   52 STREET,10022.0,2123088885,Japanese,D,10B,Cycle Inspection / Initial Inspection,MN19
50086076,LA CHOLITA MEXICANA,Brooklyn,6410,NEW UTRECHT AVENUE,11219.0,7182565646,Mexican,D,04L,Cycle Inspection / Re-inspection,BK30
41100350,EMPLOYEE'S ONLY,Manhattan,510,HUDSON STREET,10014.0,2122423021,American,D,04H,Cycle Inspection / Initial Inspection,MN23
50099119,NEW 94TH EAST BROADWAY,Manhattan,94,EAST BROADWAY,10002.0,2126251080,Chinese,U,02G,Pre-permit (Operational) / Re-inspection,MN27
50084691,PELICANA CHICKEN,Brooklyn,1,GREENE AVENUE,11238.0,7185606060,Chicken,P,08A,Pre-permit (Operational) / Initial Inspection,BK68
40545227,ARIYOSHI JAPANESE RESTAURANT,Queens,41-13,QUEENS BOULEVARD,11104.0,7189373288,Japanese,F,10H,Cycle Inspection / Re-inspection,QN31
50063080,BURGER URWAY,Brooklyn,1846,EAST NEW YORK AVENUE,11207.0,3476632315,Hamburgers,F,09B,Cycle Inspection / Initial Inspection,BK85
50047860,EMPIRE STEAK HOUSE,Manhattan,151,EAST   50 STREET,10022.0,2125826900,American,F,04L,Cycle Inspection / Initial Inspection,MN19
50073169,WHIT'S END,Queens,9702,ROCKAWAY BEACH BLVD,11693.0,7189454100,Pizza,D,10A,Pre-permit (Operational) / Re-inspection,QN10
41136253,VICTOR'S COFFEE SHOP,Queens,21261,JAMAICA AVENUE,11428.0,7182174520,Spanish,P,06A,Cycle Inspection / Initial Inspection,QN34
50050729,EL MEKKAH BAR & GRILL,Brooklyn,277,WYCKOFF AVENUE,11237.0,9175183475,American,F,04A,Cycle Inspection / Initial Inspection,BK77
50040831,KOONG WING RESTAURANT,Brooklyn,6011,4 AVENUE,11220.0,7189211341,Chinese,G,10F,Cycle Inspection / Initial Inspection,BK32
41571021,OM INDIAN RESTAURANT,Manhattan,1593,2 AVENUE,10028.0,2126284500,Indian,F,04M,Cycle Inspection / Re-inspection,MN32
40367442,BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,7184429768,American,U,10F,Cycle Inspection / Initial Inspection,SI28
50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230.0,7186767781,Jewish/Kosher,F,08A,Pre-permit (Operational) / Initial Inspection,BK46
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222.0,7183498215,Thai,U,04N,Cycle Inspection / Initial Inspection,BK76
41567044,EVELYN'S KITCHEN,Manhattan,2317,1 AVENUE,10035.0,6464767906,American,D,09B,Cycle Inspection / Initial Inspection,MN34
50065122,PEKING HOUSE RESTAURANT INC.,Queens,9617,LIBERTY AVE,11417.0,9146217188,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN56
41496506,WHITMAN'S,Manhattan,406,EAST    9 STREET,10009.0,2122288011,American,F,02B,Cycle Inspection / Initial Inspection,MN22
41546871,GOODFELLA'S,Staten Island,1817,VICTORY BOULEVARD,10314.0,7188158500,Italian,F,10B,Cycle Inspection / Initial Inspection,SI07
41425803,DONUT SHOPPE,Brooklyn,1503,AVENUE U,11229.0,7183752572,American,P,10F,Cycle Inspection / Initial Inspection,BK44
41649038,OCEAN VIEW CAFE,Brooklyn,290,BRIGHTON BEACH AVENUE,11235.0,7183321900,Russian,D,02B,Cycle Inspection / Re-inspection,BK19
50059190,CONRAD'S BAKERY,Brooklyn,5101,CHURCH AVENUE,11203.0,7189424420,Bakery Products/Desserts,D,10F,Cycle Inspection / Re-inspection,BK96
50037654,OSAKA,Brooklyn,272,COURT STREET,11231.0,7186430044,Japanese,G,04L,Cycle Inspection / Initial Inspection,BK33
50051186,LOVE GARDEN,Bronx,804,EAST  180 STREET,10460.0,7182200601,Chinese,D,10F,Cycle Inspection / Re-inspection,BX17
41708279,EL PATIO MEXICANO RESTAURANT,Manhattan,3764,BROADWAY,10032.0,2129399797,Mexican,F,06C,Cycle Inspection / Initial Inspection,MN36
41718215,YAKITORI TOTTO,Manhattan,251,WEST   55 STREET,10019.0,2122454555,Japanese,F,10F,Cycle Inspection / Initial Inspection,MN17
50092868,THE GRADIENT,Brooklyn,17,WYCKOFF AVENUE,11237.0,8043704945,Vegetarian,P,04O,Pre-permit (Operational) / Initial Inspection,BK77
50087092,DASILVA'S PIZZA,Queens,160-53,ROCKAWAY BOULEVARD,11434.0,7189786300,Pizza,U,06A,Cycle Inspection / Re-inspection,QN03
41574702,WENDY'S,Bronx,4330,BOSTON ROAD,10475.0,7183258750,American,D,10F,Cycle Inspection / Initial Inspection,BX03
50066436,LIVE HEALTHY JUICE BAR,Manhattan,2372,AMSTERDAM AVENUE,10033.0,6465009964,"Juice, Smoothies, Fruit Salads",P,10B,Cycle Inspection / Initial Inspection,MN36
50046232,PANINI CAFE,Manhattan,589,1 AVENUE,10016.0,2122139199,Sandwiches,D,10B,Cycle Inspection / Re-inspection,MN20
41186118,COLD STONE CREAMERY,Queens,17660,UNION TURNPIKE,11366.0,7185915800,Frozen Desserts,P,08A,Cycle Inspection / Initial Inspection,QN06
40395140,TONY'S PIZZERIA & RESTAURANT,Brooklyn,1622,RALPH AVENUE,11236.0,7184449651,Pizza,D,08C,Cycle Inspection / Initial Inspection,BK58
41650608,MCDONALD'S,Queens,20311,NORTHERN BOULEVARD,11361.0,7184231577,Hamburgers,D,10F,Cycle Inspection / Initial Inspection,QN46
41340016,KAFANA,Manhattan,116,AVENUE C,10009.0,2123538000,Eastern European,D,06C,Cycle Inspection / Initial Inspection,MN28
40561340,SUGAR BAR,Manhattan,254,WEST   72 STREET,10023.0,2125790222,American,F,08A,Cycle Inspection / Initial Inspection,MN14
50005180,J & B YUMMY PIZZA,Brooklyn,5507,5 AVENUE,11220.0,7184391105,Pizza,P,06D,Cycle Inspection / Initial Inspection,BK34
50095519,ALLURE,Staten Island,2945,ARTHUR KILL ROAD,10309.0,6462351272,,,,,SI11
41223838,UNCLE JACKS STEAKHOUSE,Queens,39-40,BELL BOULEVARD,11361.0,7182291100,Steakhouse,P,04M,Cycle Inspection / Initial Inspection,QN46
50046056,OUH MOA NA,Queens,14914,41ST AVE,11355.0,7188770394,Korean,F,06C,Pre-permit (Operational) / Initial Inspection,QN51
50034387,PARRILLA LATINA,Bronx,2501,WEBSTER AVENUE,10458.0,7183293000,Spanish,P,09C,Cycle Inspection / Initial Inspection,BX05
41247570,AU BON PAIN,Queens,0,LAGUARDIA AIRPORT,11369.0,7183440480,Soups/Salads/Sandwiches,D,10H,Cycle Inspection / Initial Inspection,QN98
41690725,BAR SUZETTE CREPERIE,Manhattan,425,WEST   15 STREET,10011.0,9172077552,French,F,06C,Cycle Inspection / Initial Inspection,MN13
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,Brooklyn,169597,UTICA AVENUE,,7183382968,Caribbean,G,10F,Cycle Inspection / Initial Inspection,
50005442,GRIDDLE CAFE DELI,Queens,30-18,HUNTERS POINT AVENUE,11101.0,7189377947,American,P,02B,Cycle Inspection / Initial Inspection,QN31
50005071,THE PIZZA BLOCK,Bronx,5677,RIVERDALE AVENUE,10471.0,7187087004,Jewish/Kosher,F,02B,Cycle Inspection / Initial Inspection,BX22
50086996,OBAAPA AFRICAN & CARIBBEAN RESTAURANT,Bronx,2364,JEROME AVENUE,10468.0,7182201300,African,8,04K,Pre-permit (Operational) / Reopening Inspection,BX40
50064506,THE GRAND,Queens,3701,30TH AVE,11103.0,7188061504,Mediterranean,D,08A,Pre-permit (Operational) / Re-inspection,QN70
50089371,KUSINA PINOY BISTRO,Queens,6916,ROOSEVELT AVE,11377.0,3479249977,Filipino,F,06C,Cycle Inspection / Initial Inspection,QN63
41412907,CITY ISLAND LOBSTER HOUSE,Bronx,691,BRIDGE STREET,10464.0,7188851459,Seafood,D,10B,Cycle Inspection / Re-inspection,BX10
41452375,OFRENDA,Manhattan,113,7 AVENUE SOUTH,10014.0,2129242305,Mexican,U,06A,Cycle Inspection / Initial Inspection,MN23
50064402,GREAT BURRITO,Manhattan,100,WEST   23 STREET,10011.0,2122430022,Mexican,P,10F,Cycle Inspection / Initial Inspection,MN13
50000055,BANGKOK CUISINE,Queens,10718,70TH ROAD,11375.0,7182614005,Thai,P,10H,Cycle Inspection / Initial Inspection,QN17
50085772,MX BREAD,Brooklyn,5414,7 AVENUE,11220.0,3478895228,Bakery Products/Desserts,F,04K,Cycle Inspection / Initial Inspection,BK34
41563445,GMT TAVERN,Manhattan,142,BLEECKER STREET,10012.0,6468633776,American,F,04H,Cycle Inspection / Initial Inspection,MN23
50055392,BRAVO AFRICAN RESTAURANT 2,Bronx,3744,WHITE PLAINS ROAD,10467.0,3474650822,African,P,04N,Cycle Inspection / Initial Inspection,BX44
50071821,VILLA,Queens,2539,STEINWAY ST,11103.0,3476019283,Mediterranean,G,04A,Cycle Inspection / Initial Inspection,QN70
50017896,SANGRIA,Queens,2902,FRANCIS LEWIS BLVD,11358.0,7183582727,Latin American,U,10H,Cycle Inspection / Initial Inspection,QN51
50000005,LA RUBIA RESTAURANT,Manhattan,3517,BROADWAY,10031.0,2126941616,Latin American,U,04M,Cycle Inspection / Re-inspection,MN04
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458.0,7187332807,Italian,U,04N,Cycle Inspection / Initial Inspection,BX06
41378862,UMI SUSHI JAPANESE CUISINE,Brooklyn,215,BRIGHTON BEACH AVENUE,11235.0,7187693338,Japanese,D,06E,Cycle Inspection / Initial Inspection,BK19
41423851,CAFETERIA (USPS BLDNG),Queens,14202,20 AVENUE,11357.0,7183215516,American,D,02G,Cycle Inspection / Initial Inspection,QN23
40808118,BAR TABAC,Brooklyn,128,SMITH STREET,11201.0,7189230918,French,B,,Administrative Miscellaneous / Compliance Inspection,BK38
50014124,EVERGREEN ON 38,Manhattan,10,EAST   38 STREET,10016.0,2124481199,Chinese,F,04L,Cycle Inspection / Re-inspection,MN20
50074238,LA CASA DEL MOFONGO AND PIANO BAR,Manhattan,546,WEST  207 STREET,10034.0,2125448888,Latin American,F,04A,Pre-permit (Operational) / Initial Inspection,MN01
50063518,ASIAN YUMMY HOUSE,Brooklyn,824,BROADWAY,11206.0,7185998889,Chinese,G,04K,Pre-permit (Operational) / Re-inspection,BK78
50056586,MAISON PICKLE,Manhattan,2309,BROADWAY,10024.0,2126712711,American,F,10F,Pre-permit (Operational) / Initial Inspection,MN12
50044611,ROOT HILL CAFE,Brooklyn,262,4 AVENUE,11215.0,9172519336,Coffee/Tea,D,10F,Cycle Inspection / Re-inspection,BK37
40376635,"TRIPOLI RESTAURANT, SWALLOW CAFE",Brooklyn,156,ATLANTIC AVENUE,11201.0,7185965800,Mediterranean,D,10E,Cycle Inspection / Re-inspection,BK33
50042132,CASA RESTAURANT & LOUNGE,Bronx,3607,EAST TREMONT AVENUE,10465.0,3472627353,Latin American,D,10F,Cycle Inspection / Initial Inspection,BX52
50004932,CONGRESS,Brooklyn,208,COURT STREET,11201.0,6463398659,American,D,04H,Cycle Inspection / Initial Inspection,BK33
41171815,G'S CANDY STORE COFFEE SHOP,Manhattan,634,WEST  207 STREET,10034.0,2127420679,American,F,04L,Cycle Inspection / Initial Inspection,MN01
41290515,MI BELLA DAMA RESTAURANT,Brooklyn,296,KNICKERBOCKER AVENUE,11237.0,7186284253,Spanish,F,02G,Cycle Inspection / Initial Inspection,BK77
41659173,B.F. NATIONAL BAKERY,Bronx,3492,JEROME AVENUE,10467.0,7182313029,Bakery Products/Desserts,D,04N,Cycle Inspection / Initial Inspection,BX43
50084405,PICO DE GALLO RESTAURANT,Bronx,2233,GRAND CONCOURSE,10453.0,3475907142,Spanish,F,04N,Cycle Inspection / Initial Inspection,BX40
41184697,"CHORUS MUSIC STUDIO, CHORUS KARAOKE LOUNGE BAR",Manhattan,25,WEST   32 STREET,10001.0,2129672244,Korean,D,04L,Cycle Inspection / Initial Inspection,MN17
41694278,BURGER KING,Brooklyn,8002,FOSTER AVENUE,11236.0,7184446825,Hamburgers,D,04L,Cycle Inspection / Re-inspection,BK50
40830563,"HEARTLAND CHOPHOUSE BREWERY, HB BURGERS",Manhattan,127,WEST   43 STREET,10036.0,6463660235,American,D,04M,Cycle Inspection / Re-inspection,MN17
50001634,VIVI BUBBLE TEA,Manhattan,2,EAST BROADWAY,10038.0,6463023458,Coffee/Tea,F,08A,Cycle Inspection / Initial Inspection,MN27
40544774,"VINNIE'S PIZZERIA, LUNCHEONETTE",Brooklyn,1593,MCDONALD AVENUE,11230.0,7186452401,Pizza,D,10F,Cycle Inspection / Initial Inspection,BK88
50038438,DILL AND PARSLEY,Manhattan,829,3 AVENUE,10022.0,6469186949,Mediterranean,U,04N,Cycle Inspection / Re-inspection,MN19
41560644,GOODFELLA'S PIZZERIA,Staten Island,1718,HYLAN BOULEVARD,10305.0,7189872422,Italian,U,04M,Cycle Inspection / Re-inspection,SI36
50056993,CIVIC DELI,Manhattan,111,WORTH STREET,10013.0,2126192721,American,U,10F,Cycle Inspection / Initial Inspection,MN24
41198297,HEARST GOOD HOUSEKEEPING INSTITUTE,Manhattan,300,WEST   57 STREET,10019.0,2126492724,American,D,10F,Cycle Inspection / Initial Inspection,MN15
41646302,EAST GARDEN,Queens,3110,36 AVENUE,11106.0,7187291188,Chinese,P,08A,Cycle Inspection / Initial Inspection,QN68
