Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib244,73.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48424,75.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Office Equipment,Business Support Directorate,Proactive UK Ltd,TTHOM0897,82.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Office Supplies,Business Support Directorate,HealthyWorkstations ,ethib238,90.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib240,90.71,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Books  Newspapers & Publications,Innovation Directorate,Amazon,ANBEC131,92.57,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Seminars and Conferences,Innovation Directorate,Stanco ,ERICH02,98.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Training,Patents Directorate,Farnborough Airshow,HHART,112,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48426,112.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,Easyjet,NIILE44,121.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence Overseas,Trade Marks Directorate,Flight Link Wales,SL022,130.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,Edreams,NIIILE39,130.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,Edreams,NIILE40,130.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,Edreams,NIILE41,133.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,Edreams,NIILE42,133.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Countplace,yjohn350,134.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Office Supplies,Business Support Directorate,Notetop,yjohn346,143.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence Overseas,Trade Marks Directorate,easyjet.com,SL0211,147.81,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Laterooms.co.uk,SGILES10206551R,150,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48425,150.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48420,168.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib237,173.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Crowne Plaza Brussels Europa,SGILES,174.58,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,RS Components,ethib236,177.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Countplace,yjohn351,183.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,CIMA,NI15,220,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Other Stationery & General Supplies,Business Support Directorate,CD Team,ANBEC135,220.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib239,236.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Computer hardware and software,Business Support Directorate,British Standards,ROMOU257,274.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,British Airways,NIILE43,374.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,CIMA Study,NI16,396.57,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,ethib233,440.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,Maurice 429,465.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48408,469.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Computer hardware and software,Business Support Directorate,Verisign,ROMOU262,473.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,yjohn348,522.39,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48423,574.17,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Books  Newspapers & Publications,Business Support Directorate,Sweet & Maxwell,RENEWEL REF: 4100499409,577.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Minor Building Works & Maintenance,Business Support Directorate,Plumb Centre,yjohn349,645.29,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,48421,846.17,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Other Stationery & General Supplies,Business Support Directorate,CD Team,ANBEC127,975.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Training,International Policy Directorate,Stanton Marris,3463,"3,290.00",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA150775,"3,407.50",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Security Guards,Business Support Directorate,Legion Group plc,20588,"4,888.91",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2010,Other Stationery & General Supplies,Finance Directorate,Computacenter,RMOUTONER,"5,927.73",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48433,14.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48422A,20,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Books  Newspapers & Publications,Patents Directorate,Stationery Office,10575316,21.84,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48429,31.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00422917,36.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00418921,38.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1014546377,46.68,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Training,International Policy Directorate,Department For Business Innovation & Skills,10029685,58,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Office Supplies,Business Support Directorate,Sims Group UK Ltd,SWI0065066,63.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48431,95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Steering Board,Business Support Directorate,Personal expenses name witheld,DROBERTS8/6/10,131.07,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48432,222.15,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Training,Business Support Directorate,British Red Cross,N650253,243,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Minor Building Works & Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15579,250,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Training,Finance Directorate,JML Training & Consultation,JM01558,317.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,SABIP,SABIP,Personal expenses name witheld,48435,319.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Steering Board,Business Support Directorate,Personal expenses name witheld,60,426.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Minor Building Works & Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15578,428,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Office Cleaning,Business Support Directorate,Gremer Chemicals(UK) Ltd,212553,730.29,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Office Cleaning,Business Support Directorate,OCS Group UK Ltd,OC00652537,747.33,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48428,823.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48434,942.84,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2010,Office Cleaning,Business Support Directorate,OCS Group UK Ltd,OC00652537,"11,029.63",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF228137,"-2,643.48",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF230233,"-2,136.59",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF228618,-40.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF228620,-39.33,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF230820,30.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF230820,30.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF228619,37.07,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Training,Business Support Directorate,Gwent Wildlife Trust,571,38.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF224384,39.33,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48437,43.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48441,52.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48438,168.14,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Neopost Ltd,90892450,430.19,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48440,455.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Computer hardware and software,Business Support Directorate,Probrand Ltd,OP/I302922,534.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Other Stationery & General Supplies,Finance Directorate,Tower Supplies,720334,721.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Training,Finance Directorate,Palladium Training & Consultancy,79/10,805,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Training,Trade Marks Directorate,AFA Project Management Ltd,6151,"1,250.00",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9422534,"1,316.00",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Postage,Business Support Directorate,Royal Mail,9030200241,"1,749.62",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF230164,"2,047.06",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF228128,"2,136.59",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF219293,"2,643.48",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Payroll Costs,Business Support Directorate,LogicaCMG UK Ltd,HRS114270,"2,881.69",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Training,Business Support Directorate,PJR Ltd,4025,"3,628.00",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Training,Business Support Directorate,PJR Ltd,4025,"3,628.00",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2010,Non - IT Contractors,Finance Directorate,Personal expenses name witheld,10/225,"4,518.41",Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,VP02239170M10201-CN,-350.15,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,356974,-78.36,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Minor Building Works & Maintenance,Business Support Directorate,BOC Ltd,3002930877,3.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48447,15.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90165487,16.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,International Policy Directorate,Mitie Facilities Services Ltd,100/90165487,26.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90165487,30.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90165487,35.85,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Van Delivery Service,Business Support Directorate,ARVAL PHH Business Solutions Ltd,1014604619,40,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Books  Newspapers & Publications,Patents Directorate,Mitie Facilities Services Ltd,100/90165487,70.62,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Other Stationery & General Supplies,Finance Directorate,John MacLennan Ltd,42506,71.33,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,WM37063299Q001B0,78.36,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90165487,85.45,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48444,134.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17445580-0008A,141.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I275256,146.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48443,148.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90165487,153.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48436,155.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48446,157.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48442,320,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Patents Directorate,Personal expenses name witheld,48442,320,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00920695,331.41,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2010,Entertainment,Patents Directorate,Mitie Facilities Services Ltd,100/90165487,351.6,Not recorded
