Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Telephone Rentals and Call Charges,Business Support Directorate,02 Rentals,TTHOM0899,106.9,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Telephone Rentals and Call Charges,Business Support Directorate,02 Rentals,TTHOM0900,107.04,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Telephone Rentals and Call Charges,Business Support Directorate,02 Rentals,TTHOM0898,109.17,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Computer hardware and software,Business Support Directorate,Meeting Zone,ROMOU239,114.63,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47831,123.15,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Total Filtration,yjohn327a,128.05,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Business Support Directorate,Holiday Inn,MHUMP14,130.87,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Patents Directorate,Easy Jet,JWILL,130.98,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Computer hardware and software,Business Support Directorate,Meeting Zone,ROMOU231,133.95,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND031,146.88,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Innovation Directorate,Easyjet,NIILE32,150.88,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47832,152.35,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47829,161.7,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,47829,161.7,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Total Filtration,yjohn323,176.42,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Beechwood,Maurice 376,181.89,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Office Supplies,Business Support Directorate,Healthy Workstations,ethib 204,183.3,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,ethib 200,210.29,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Screwfix,ethib 207,239.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,ethib 209,241.92,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Business Support Directorate,KLM,TARTH028,245.1,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Business Support Directorate,KLM,TARTH030,245.1,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD ,Maurice 375,297.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,ethib 200,320.19,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Training,Business Support Directorate,CIPD,ss001,329.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Computer hardware and software,Business Support Directorate,ADSL Nation,ROMOU234,335.3,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Office Supplies,Business Support Directorate,Notetop,yjohn328,345.45,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,47835,349.75,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Business Support Directorate,Euro star,TARTH034,358.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 384,364.29,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Climate Centre,Maurice 374,370.7,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Airedale,Maurice 373,387.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Computer hardware and software,Trade Marks Directorate,IBM UK Ltd,5801101174,389.43,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Training,Patents Directorate,Bookstores,KLAYT01,395.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Keys industrial,ethib 203,437.1,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Form fittings,ethib 210,440.16,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Business Support Directorate,Euro star,TARTH035,449.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Training,Finance Directorate,BIP,ROMOU229,458.25,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,47838,459.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,47836,462.65,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Training,Chief Executive's Office,Solace,ACE10-20,475.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Airedale,Maurice 380,489.34,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Ideal Standard,Maurice 385,514.67,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Training,Finance Directorate,Patrnership Media,MHUMP13,522.88,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD ,Maurice 372,597.04,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Airedale,Maurice 382,618.81,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Training,Patents Directorate,Dynamic Conf.,JWILL,665.01,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Innovation Directorate,British Airways,ANBEC112,679.5,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Business Support Directorate,Expedia,TARTH031,693.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Travel and subsistence Overseas,Business Support Directorate,Expedia,TARTH032,693.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Computer hardware and software,Business Support Directorate,Computacenter (UK) ltd,7107253,960.9,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Other,Business Support Directorate,Valuation Office Agency,2.50E+13,1034.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Other,Business Support Directorate,On Your Bike,30116,1427.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Other Stationery & General Supplies,Finance Directorate,Computacenter,RMOULDTONERS,4889.08,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2010,Computer hardware and software,Trade Marks Directorate,Fujitsu Services Ltd,92234,33427.78,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Coleg Gwent,OCD001851,-790.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,47841,4.25,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Childcare costs,Business Support Directorate,Personal expenses name witheld,47844,6.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47846,10.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,City & Guilds Institute,801355285,12.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,47842,20.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00384525,84.37,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Trade Marks Directorate,Leasedrive Velo Rental Management Ltd,RHI00384526,92.59,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Coleg Gwent,INV43616,93.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,47843,128.2,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,47845,129.1,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Geze UK Ltd,88040828,146.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,47848,148.05,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Geze UK Ltd,88041180,162.5,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,47847,208.85,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I266586,325.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47840,364.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Computer hardware and software,Business Support Directorate,Specialist Computer Centres Plc,OP/L141078,385.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Thomas Carroll Management Services Ltd,1096,395.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Speech Empowered Computing,72,434.22,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Postage,Business Support Directorate,Royal Mail,1104953337,530.87,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,47839,690.63,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,University of  Glamorgan,MINV20092175,750.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,University of  Glamorgan,MINV20092175,750.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Coleg Gwent,ODI019235,790.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Ian Williams Ltd,100802,1906.71,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Marketing and Publicity ,Innovation Directorate,BHP Information Solutions Ltd,5730,2820.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Worth Consulting Ltd,983,3065.35,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Worth Consulting Ltd,983,3065.35,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Minor Building Works & Maintenance,Business Support Directorate,Ian Williams Ltd,100900,3290.2,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,Training,Business Support Directorate,Worth Consulting Ltd,982,3571.57,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,IT Contractors,Business Support Directorate,Capgemini UK Plc,2.60E+13,3869.72,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,IT Contractors,Business Support Directorate,Capgemini UK Plc,2.60E+13,6365.39,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA145252,7628.9,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,IT Contractors,Trade Marks Directorate,CPC (Capital Project Consultancy) Ltd,4567,8767.42,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2010,BIS Overheads,Business Support Directorate,Department For Business Innovation & Skills,10029047,184222.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47858,17.2,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47857,22.7,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47866,22.85,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47863,29.3,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47854,44.5,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,47851,50.4,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Entertainment,Chief Executive's Office,Personal expenses name witheld,47865,50.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47834A,68.5,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47853,74.25,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00386066,100.67,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00386065,105.19,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47852,135.9,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Office Cleaning,Business Support Directorate,Thomas Waste Management Ltd,65396,165.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Computer hardware and software,Business Support Directorate,British Computer Society,1294305,256.5,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Marketing and Publicity ,Innovation Directorate,ICHF Ltd,QXDIN0019968,276.6,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Copyright Tribunal - Expenditure,Copyright and IP Enforcement Directorate,Beverley F Nunnery & Co,S10933,348.08,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,IT Contractors,Trade Marks Directorate,IBM UK Ltd,5804101938,370.54,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47855,500.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,47859,527.33,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47860,544.88,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence Overseas,Business Support Directorate,Personal expenses name witheld,47861,584.88,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47856,713.25,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,SABIP Research,SABIP,Personal expenses name witheld,SABIP PROJECT FEES,750.0,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Training,Business Support Directorate,McNeil  Robertson Associates,117,813.48,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,47850,831.1,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47849,884.2,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Marketing and Publicity ,Innovation Directorate,BHP Information Solutions Ltd,5710,1795.1,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Training,Innovation Directorate,Now-C-Change,NCC000229,2107.27,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Payroll Costs,Business Support Directorate,LogicaCMG UK Ltd,HRS112226,2123.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Payroll Costs,Business Support Directorate,LogicaCMG UK Ltd,HRS111821,2744.7,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Training,Business Support Directorate,Now-C-Change,NCC000232,2774.78,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,47862,2866.62,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Training,Business Support Directorate,PJR Ltd,3994,3608.8,Not available
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2010,Machinery hire and maintenance,Business Support Directorate,Danwood Group Ltd,2448324,4377.39,Not available
