Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Office Supplies,Business Support Directorate,Griffith Signs,Maurice 538,23.04,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Office Supplies,Chief Executive's Office,Powell,Maurice 539,387.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,2736GPC,58.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Toolstation,Maurice 541,76.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CPD,Maurice 542,416.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 543,184.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Tool station,Maurice 544,35.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,SCL,Maurice 545,352.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Office Supplies,Business Support Directorate,Francis Frith,Maurice 547,166.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Innovation Directorate,HI Express Newport,NIILE58,57.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Innovation Directorate,Easyjet,NIILE59,80.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Office Supplies,Business Support Directorate,Healthy Workstations,ethib 1,498.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Office Supplies,Business Support Directorate,Amazon,ethib 2,15.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Office Supplies,Business Support Directorate,Healthy Workstations,ethib 3,227.96,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,EPSON,ethib 5,79.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,EPSON,ethib 6,41.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Screwfix,ethib 9,42.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Other Stationery & General Supplies,Finance Directorate,Computacenter,GPC JAN 4539,4539.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND045,158.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence Overseas,Trade Marks Directorate,Ryanair,CMUND046,65.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence Overseas,Trade Marks Directorate,Ryanair,CMUND047,55.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND048,73.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,CMUND049,76.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,Amazon.co.uk,fduts,830.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Entertainment,Copyright and IP Enforcement Directorate,Tesco,GPCJ 2094,20.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Bank charges,Finance Directorate,National Westminster,GPC J8453,84.53,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Books  Newspapers & Publications,Patents Directorate,AMAZON,HHART20,181.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Business Support Directorate,Holiday Inn,ROMOU303,423.01,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Books  Newspapers & Publications,Business Support Directorate,Amazon,ROMOU304,25.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,Websitepulse,ROMOU305,24.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Telephone Rentals and Call Charges,Business Support Directorate,MeetingZone,ROMOU306,191.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Books  Newspapers & Publications,Innovation Directorate,Amazon EU,AB 0101,12.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Other Stationery & General Supplies,Business Support Directorate,TECHSOFT LTD,AB 0102,10.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Other Stationery & General Supplies,Business Support Directorate,TECHSOFT LTD,AB 0103,16.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Innovation Directorate,EASTERN AIRWAYS,AB 0104,686.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Other Stationery & General Supplies,Business Support Directorate,NOTHING BUT PADLOC,AB 0105,12.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,AB 0106,9.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,AB 0107,19.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Other Stationery & General Supplies,Finance Directorate,OFFICE HEAVEN LTD,AB 0108,16.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,PC WORLD ONLINE,RM 0101,39.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,FREEPARKING.CO.UK,RM 0102,115.71,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,MEDIA & COMMUNICATIONS,RM 0103,86.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,"PROBRAND LTD.,",RM 0104,213.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,MEDIA & COMMUNICATIONS,RM 0105,1128.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Computer hardware and software,Business Support Directorate,FREEPARKING.CO.UK,RM 0106,10.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Other Stationery & General Supplies,Finance Directorate,INTERNET-INK,RM 0107,155.49,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/02/2011,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP/L286938,11518.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP/L287739,282562.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/02/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,579257,765.46,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,578371,839.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,577502,844.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,00576639A,894.73,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Training,Innovation Directorate,HM Treasury,53420,-116.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Training,Patents Directorate,Chartered Institute of Patent Attorneys,49551,36.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/02/2011,Training,Patents Directorate,Chartered Institute of Patent Attorneys,40/102,36.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Business Support Directorate,City & Guilds Institute,801823156,37.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Business Support Directorate,City & Guilds Institute,801823157,42.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,International Policy Directorate,Express by Holiday Inn Newport,2011002045A,57.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-493,88.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-493,88.89,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,Copyright and IP Enforcement Directorate,Worth Consulting Ltd,1046,92.29,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,Business Support Directorate,Worth Consulting Ltd,1046,92.29,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,Patents Directorate,Worth Consulting Ltd,1046,92.29,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,Patents Directorate,Worth Consulting Ltd,1046,92.29,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Business Support Directorate,ILX Group plc,243563,99.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Innovation Directorate,ILX Group plc,243563,99.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Patents Directorate,ILX Group plc,243563,99.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Patents Directorate,ILX Group plc,243563,99.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Training,Innovation Directorate,Now You're Talking Business,799N,127.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Patents Directorate,Speech Empowered Computing,105,128.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Training,Innovation Directorate,University of Southampton,44077133,150.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Business Support Directorate,Quadrilect Ltd,17150,150.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-492,160.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-492,160.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-492,160.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-493,177.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Training,Business Support Directorate,British Computer Society,1306851,189.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Training,Patents Directorate,Personal expenses name witheld,49283,196.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Copyright and IP Enforcement Directorate,ILX Group plc,243563,198.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Patents Directorate,Speech Empowered Computing,105,256.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Training,Copyright and IP Enforcement Directorate,Forensic Telephone Communication Service,51287,260.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-493,261.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Training,Innovation Directorate,Stichting de Thuiskopie,VERK100022/27,263.81,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Finance Directorate,ILX Group plc,243563,297.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-493,355.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Training,Innovation Directorate,Central Office of Information,730616,400.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-492,480.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2011,Training,Innovation Directorate,G Kaiser,IPO/FRE/JTHOMP/GK/2011-01,487.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,International Policy Directorate,L Purrini,IPO/FRE/ID/LP/2010-02,525.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,International Policy Directorate,B Zhang,IPO/CHIN/IG/BZ/2011-01,525.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2011,Training,International Policy Directorate,L Purrini,IPO/FRE/SH/LPU/2011-01,525.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,International Policy Directorate,G Kaiser,IPO/FRE/LBARSON/GK/2011-01,525.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Training,Innovation Directorate,GovNet Communications,18973,534.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,Business Support Directorate,Worth Consulting Ltd,1046,553.74,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,International Policy Directorate,Catherine  Collins,IPO/FRE/SPEARSON/CC/2011-01,600.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-493,626.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-492,640.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2011,Training,Finance Directorate,BPP Professional Education Ltd,424833,649.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2011,Training,International Policy Directorate,Open University,359039,650.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,International Policy Directorate,RADA Enterprise,5317,750.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/02/2011,Training,Finance Directorate,Office for National Statistics,1020232,845.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/02/2011,Training,Trade Marks Directorate,Office for National Statistics,1020232,845.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Training,Business Support Directorate,Assist Knowledge Development Ltd,110138,896.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/02/2011,Training,Trade Marks Directorate,National School of Government,F445414,980.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/02/2011,Training,Business Support Directorate,SQS Group Ltd,UT75963,999.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2011,Training,Business Support Directorate,Worth Consulting Ltd,1057,1042.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Training,Innovation Directorate,University of Southampton,44070341,1175.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/02/2011,Training,Business Support Directorate,European Patent Office,40193044/18.01.2011,1334.61,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Training,Finance Directorate,National School of Government,F444829,1450.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Training,Innovation Directorate,National School of Government,F444934,1495.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Training,Business Support Directorate,SQS Group Ltd,UT75920,1500.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/02/2011,Training,Patents Directorate,Office for National Statistics,1020232,1691.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Training,International Policy Directorate,National School of Government,F444882,1776.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Training,Copyright and IP Enforcement Directorate,i2 Limited,OP/0039118,1800.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Training,Innovation Directorate,HM Treasury,25881,4611.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Training,Business Support Directorate,Trustmarque Solutions Ltd,2138773,5000.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Training,Business Support Directorate,ILX Group plc,243563,99.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Training,Chief Executive's Office,AQR Ltd,AQR2316,174.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Training,Business Support Directorate,National School of Government,F445059,5000.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49312,60.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49327,123.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49410,123.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49391,164.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49272,183.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49345,183.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49264,193.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49311,223.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN037373317,4773.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Childcare costs,Business Support Directorate,Computershare  Voucher Services,1103146,5194.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,49359,60.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,49324,677.61,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,49291,1157.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,850337,-132.89,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,855936,-123.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,852426,-98.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,CRD00045206,-81.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,854685,-75.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,880645,-74.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,CRD00045153,-55.44,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,855666,-45.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,CRD00045389,-36.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,859246,-31.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,880728,-26.96,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,856520,-21.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,856237,-21.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,880732,-20.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,880710,-20.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,853288,-19.32,Not known
