Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2019,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,513.58
2004,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4264.0
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,18954.5
2011,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,52927.0
2004,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,3015.0
2003,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,19664.23
2015,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,13579.5
2011,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1027571.6
2002,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,4399.0
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,39278.0
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1250.01
2000,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,4050.0
2005,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,21710.0
2016,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,1000.0
2012,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,81016.91
2010,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,249.0
2002,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,78650.0
2000,G,Grad,5-INDEPENDENT,under age 22,Financial_Dependent,4308.75
2002,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,235911.5
2004,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,7894.0
2002,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,39985.33
2001,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,4348.0
2010,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,3712.5
2015,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,100422.5
2006,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,31132.89
2002,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1000.0
2000,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2723.25
2006,G,Grad,3-SUNY SO,age 26 - 35,Financial_Dependent,75.0
2014,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,2478.5
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,888.38
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,7500.0
2006,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,410848.0
2006,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,10291.04
2018,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,17877.5
2014,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,14269.0
2012,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,833.35
2007,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,4601.5
2005,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2597.0
2010,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,425.0
2010,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,829.5
2001,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,77892.5
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,24881.25
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,2401.68
2015,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1261.0
2000,G,Grad,3-SUNY SO,over age 50,Financial_Independent,75.0
2000,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3187.5
2003,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,72535.5
2005,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1311.5
2011,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,981.5
2016,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1819.0
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,2333.34
2007,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,865.5
2016,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,373573.39
2010,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,5429.0
2011,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,27683.32
2008,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,750.0
2004,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,166500.0
2009,G,Grad,1-CUNY SR,age 22 - 25,Financial_Dependent,750.0
2002,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,134106.25
2004,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2894.0
2011,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,5230.0
2001,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,29720.5
2014,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Independent,73012.5
2002,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,23183.44
2017,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,1870.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,2383.38
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,6500.0
2016,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,544.5
2010,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,10337.0
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,695828.5
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,57750.01
2015,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,11275.0
2019,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,200636.77
2019,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,29162.1
2019,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,21134.14
2003,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,1583.5
2007,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,250.0
2015,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,147218.75
2017,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,1250.0
2002,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2012.5
2013,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,5312.51
2016,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1500.0
2015,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,4013.5
2017,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,293234.0
2006,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,28637.25
2010,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,18271.75
2013,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,750.0
2000,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,33473.0
2005,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,7100.0
2005,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,382.0
2015,U,4 yr Undergrad,9-CHAPTER XXII,age 26 - 35,Financial_Independent,87055.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,637.5
2002,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4219.0
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,2375.01
2001,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,502069.22
2005,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,4041.67
2003,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,8871.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,119917.05
2006,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,3708.0
2000,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,5312.5
2005,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,9360.88
2003,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,3712.5
2003,U,5 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,3937.55
2019,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,513.53
2011,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,1512.5
2016,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,12212.5
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1399.5
2001,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,212.5
2007,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,250.0
2012,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,1787.5
2011,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,750.0
2002,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,2396.0
2004,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,1674.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,93962.5
2018,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,12570.0
2007,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,250.0
2015,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,5083.36
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,5106.5
2018,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,5961.59
2011,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,35780.03
2004,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,1892.5
2011,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1362.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,19789.59
2018,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,500.0
2018,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1612.5
2000,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,1071.0
2000,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1215.0
2004,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,416.68
2001,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,637.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,30993.74
2002,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,19122.0
2006,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,16437.5
2004,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,104633.13
2009,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2007,G,Grad,6-BUS. DEGREE,under age 22,Financial_Dependent,146.33
2010,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1708.5
2006,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,10000.0
2010,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1035.0
2005,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,342965.24
2016,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,539870.74
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,2826.17
2010,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,47065.25
2009,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,9323.5
2006,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,260.0
2001,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,2573.0
2008,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,738.0
2019,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,1055.31
2003,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,988.5
2007,G,Grad,5-INDEPENDENT,under age 22,Financial_Dependent,5054.5
2001,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,425.0
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,20208.5
2013,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,250.0
2008,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,250.0
2007,U,4 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,1360.0
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,32011.25
2011,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1416.67
2004,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,375.0
2001,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,125783.35
2008,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,446765.33
2015,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,7286.0
2018,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2000.0
2006,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,2858.5
2006,G,Grad,5-INDEPENDENT,age 26 - 35,Financial_Independent,78787.4
2000,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,17425.0
2003,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,12000.0
2016,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,187547.5
2000,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,1053.5
2000,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,956.25
2014,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1250.0
2002,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1625.0
2011,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2000.0
2000,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Dependent,5962.5
2019,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2917.1
2009,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1607.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,728.0
2007,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,500.0
2003,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,12722.0
2010,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,9173.32
2017,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,58933.33
2003,G,Grad,3-SUNY SO,over age 50,Financial_Independent,112.5
2012,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,3766.0
2009,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,2750.0
2018,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,12250.0
2002,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,15833.0
2013,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,967.0
2006,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,750.0
2008,G,Grad,3-SUNY SO,age 26 - 35,Financial_Dependent,2135.75
2003,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,4152.0
2015,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,1658.0
2005,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,7637.5
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,21266.16
2019,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,31193.92
2004,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,5212.5
2017,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,7749.51
2019,U,5 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2488.08
2004,U,4 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,3861.99
2010,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,3425.12
2017,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,500.0
2019,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,3986.32
2002,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,8564.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,795381.41
2012,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,18150.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,16608.34
2004,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,1389.0
2015,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,50204.09
2017,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Independent,6496.5
2006,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,4125.0
2007,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1250.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,20690.84
2011,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,316958.72
2012,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,181699.0
2019,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,24034.46
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,1305.0
2001,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Independent,20041.0
2012,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1000.0
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2375.02
2000,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,212.5
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,3625.0
2009,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,4307.5
2002,G,Grad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1725.0
2013,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,10587.5
2010,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,2121.0
2015,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1699.5
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,47511.95
2013,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,3586.0
2015,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,37607.16
2005,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,11217.5
2001,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,197705.72
2006,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,581.0
2009,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2659.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,20927.5
2003,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1134.5
2000,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,650.0
2007,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,750.0
2006,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,2020.0
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1629.5
2016,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,3701.0
2005,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,268.0
2014,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,10339.0
2008,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,500.0
2010,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,3024.45
2006,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,250.0
2013,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,1000.0
2001,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,3400.0
