Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2009,1,New Jersey,Obesity,Body Mass Index (BMI),Community,Urban Transit Hub Tax Credit Program,REG,006BMI
2012,3,New York,Nutrition,Farmers Markets,Community,An Act to Amend the New York State Urban Development Corporation Act,LEG,016FAM
2011,1,California,Obesity,Appropriations,Restaurant/Retail,Retail Food Facilities: Toys and Incentives,LEG,002APP
2011,1,Connecticut,Obesity,Menu Labeling,Community,State Traffic Commission,LEG,032MNL
2009,1,West Virginia,Obesity,Sugar Sweetened Beverages,School/After School,Healthy Beverages,LEG,046SSB
2009,1,Maryland,Physical Activity,Built Environment and Street-Scale Design,Community,Howard County,LEG,049BED
2011,1,Arkansas,Obesity,Appropriations,Restaurant/Retail,Cottage Food and Farmers Market Permit Exemptions,LEG,002APP
2010,1,Michigan,Physical Activity,Incentives,Community,Public Transit,LEG,029INC
2009,1,Alabama,Physical Activity,Appropriations,Community,Public Education,LEG,002APP
2011,1,Iowa,Nutrition,Medical Care,Community,Complete Streets,LEG,026MEC
2009,1,West Virginia,Physical Activity,Bicycling,Community,Patient Centered Medical Homes Pilot Projects,LEG,005BIK
2009,1,New York,Nutrition,School Nutrition,School/After School,New York State Healthy Kids Act,LEG,043SNU
2015,1,Hawaii,Nutrition,Appropriations,Community,Food Innovation Center,LEG,002APP
2010,1,Oklahoma,Nutrition,Appropriations,Community,Revenue And Taxation,LEG,002APP
2010,1,Hawaii,Nutrition,Appropriations,School/After School,Nutritional Guidelines,LEG,002APP
2011,1,California,Nutrition,Nutrition Standards,Early Care and Education,Budget Act of 2011,LEG,010NUS
2009,1,California,Nutrition,Appropriations,Community,Budget Act of 2009,LEG,002APP
2015,1,New York,Physical Activity,Physical Activity Requirements,Early Care and Education,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,035PAR
2011,1,New Hampshire,Physical Activity,Physical Education Requirements,School/After School,Public School Pupils,LEG,036PER
2005,1,Maryland,Obesity,Appropriations,School/After School,Health and Nutrition in Public Schools,LEG,002APP
2009,1,Arkansas,Nutrition,Food Assistance Programs,Medical and/or Hospital,Bariatric Surgery,REG,003FAP
2005,1,New York,Nutrition,Appropriations,Community,An Act to Amend the Social Service Law and the Public Health Law<br>,LEG,002APP
2009,1,New York,Obesity,Marketing Restrictions,Community,Clean Water Jobs Bond Acts,LEG,019MAR
2011,1,California,Nutrition,Medical Care,Community,Don Burnett Bicycle-Pedestrian Bridge,LEG,026MEC
2011,1,Hawaii,Nutrition,Incentives,Restaurant/Retail,Aspartame,LEG,029INC
2009,1,California,Nutrition,Access to Healthy Foods,Community,Agriculture: Victory Garden Growers,LEG,001AHF
2009,1,Mississippi,Obesity,Appropriations,School/After School,"Accreditation Policies, Performance/Process Standards",REG,002APP
2011,1,Mississippi,Nutrition,Access to Healthy Foods,Work Place,Wellness Council Activities,LEG,001AHF
2011,1,Rhode Island,Obesity,Appropriations,School/After School,Sales and Use Taxes for Vending Machines,LEG,002APP
2012,1,West Virginia,Nutrition,Food Security,Community,Making Appropriations of Public Money out of the Treasury,LEG,023FOS
2010,1,Arizona,Nutrition,Incentives,Restaurant/Retail,Temporary Soft Drink Tax,LEG,029INC
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Restaurant/Retail,Home Organic Produce Cooperatives,LEG,001AHF
2011,1,Connecticut,Nutrition,Farm Direct Foods,Restaurant/Retail,Certified Farmers Markets,LEG,015FDF
2010,1,Mississippi,Nutrition,Appropriations,Community,Sweetened Beverages and Syrups Tax,LEG,002APP
2011,1,Hawaii,Nutrition,Appropriations,School/After School,Taxation,LEG,002APP
2010,1,Alabama,Nutrition,Incentives,Community,Income Tax Deductions and Food Sales Taxes,LEG,029INC
2009,1,New York,Obesity,Portion Size,School/After School,School Lunch Program,LEG,038POS
2009,1,Hawaii,Obesity,Appropriations,Community,University of Hawaii Manoa,LEG,002APP
2011,1,New York,Nutrition,Disparities/Equity,Community,An Act in Relation to the Creation of a New York State Council on Food Policy,LEG,013DEQ
2003,1,Maine,Obesity,Task Forces/Councils,Community,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,047TFC
2016,4,Illinois,Physical Activity,Disabilities,School/After School,"Public Schools Evaluation, Recognition and Supervision - Additional Criteria for Physical Education",REG,011DIS
2011,1,Virginia,Physical Activity,Built Environment and Street-Scale Design,School/After School,School Zones Designation,LEG,049BED
2009,1,Connecticut,Obesity,Appropriations,Community,Affordable Housing Smart Growth Principles,LEG,002APP
2010,1,Mississippi,Nutrition,Incentives,Community,Sweetened Beverages and Syrups Tax,LEG,029INC
2010,1,District of Columbia,Nutrition,Incentives,Community,Supermarket Tax Abatement,LEG,029INC
2002,1,Florida,Physical Activity,Initiatives and Programs,School/After School,An Act Relating to Safe Transportation for Children<br>,LEG,053INP
2014,3,California,Nutrition,Appropriations,Community,Office of Farm to Fork,LEG,002APP
2009,1,Pennsylvania,Obesity,Disparities/Equity,School/After School,Interscholastic Athletic Opportunities,LEG,013DEQ
2010,1,California,Nutrition,Farm Direct Foods,Community,Farmers' Markets: Electronic Benefit Transfers,LEG,015FDF
2010,1,Ohio,Nutrition,Appropriations,Medical and/or Hospital,"Wellness, Disease Management, Transparency",REG,002APP
2010,1,Alabama,Obesity,Food Restrictions,Restaurant/Retail,Government Expenses,LEG,020FOR
2009,1,Louisiana,Nutrition,Appropriations,Community,Residential Licensing,REG,002APP
2010,1,Rhode Island,Nutrition,Medical Care,Community,Motor Vehicles and Other Vehicles,LEG,026MEC
2011,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Motorist Right of Way Violation Penalty,LEG,049BED
2009,1,Pennsylvania,Obesity,Food Restrictions,School/After School,Education Code,LEG,020FOR
2012,1,Kansas,Obesity,Initiatives and Programs,Community,Resolution,LEG,053INP
2010,1,New York,Obesity,Appropriations,Community,Driving of Motor Vehicles in Bicycle Lanes,LEG,002APP
2007,1,New York,Nutrition,Farm Direct Foods,Community,"Education, Labor, and Family Assistance Budget",LEG,015FDF
2009,1,Alabama,Obesity,Appropriations,School/After School,Public and Private Schools,LEG,002APP
2009,1,New York,Obesity,Appropriations,Work Place,Occupational Wellness Task Force,LEG,002APP
2010,1,Florida,Nutrition,Food Security,School/After School,School Food Services,LEG,023FOS
2011,1,Mississippi,Nutrition,Incentives,Restaurant/Retail,Sales Tax Law,LEG,029INC
2003,1,California,Nutrition,Food Assistance Programs,School/After School,Health Education,LEG,003FAP
2010,1,Rhode Island,Physical Activity,Public Transportation,Community,Designated Pending Legislation,LEG,040TRS
2010,1,Alabama,Nutrition,Incentives,Restaurant/Retail,Income Tax Deductions and Food Sales Taxes,LEG,029INC
2011,1,Missouri,Nutrition,Fruits and Vegetables,Community,Agriculture,LEG,025FAV
2010,1,Massachusetts,Physical Activity,Task Forces/Councils,School/After School,Quality Physical Education,LEG,047TFC
2010,1,Hawaii,Nutrition,School Nutrition,School/After School,Department of Education,LEG,043SNU
2009,1,California,Obesity,Menu Labeling,Community,Regional Transportation Plans: Sustainable Communities,LEG,032MNL
2013,1,New York,Obesity,Portion Size,School/After School,New York State Healthy Kids Act,LEG,038POS
2010,1,Minnesota,Nutrition,Appropriations,Community,Capital Investment,LEG,002APP
2010,1,Iowa,Nutrition,Task Forces/Councils,Community,Promotion of Local Food Farms,LEG,047TFC
2011,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Opportunity Rebuilding and Expansion Infrastructure,LEG,049BED
2010,1,Oklahoma,Obesity,Health Insurance Coverage,Medical and/or Hospital,Weight Loss and Management Services,LEG,028HIC
2011,1,Georgia,Nutrition,Farm Direct Foods,Restaurant/Retail,Farm to School Programs,LEG,015FDF
2011,1,Washington,Nutrition,Medical Care,School/After School,Student Focused State Level Education Governance System,LEG,026MEC
2011,1,West Virginia,Physical Activity,Physical Activity Requirements,Community,Charitable Organizations and Property Taxation,LEG,035PAR
2009,1,New Hampshire,Physical Activity,Bicycling,Community,Walkable and Bikable Communities,LEG,005BIK
2009,1,Idaho,Obesity,Food Restrictions,Restaurant/Retail,Rules of the Preferred Promotion Program,REG,020FOR
2009,1,Missouri,Obesity,Appropriations,Community,Agriculture and Local Foods,LEG,002APP
2011,1,Hawaii,Physical Activity,Pedestrians/Walking,Community,Planning,LEG,052PED
2011,1,New York,Physical Activity,Appropriations,Community,New York Sate Infrastructure Development Bank,LEG,002APP
2009,1,California,Obesity,Menu Labeling,Community,Transit Village Plan,LEG,032MNL
2011,1,Colorado,Nutrition,Medical Care,Community,Surface Transportation Funding,LEG,026MEC
2007,1,Connecticut,Nutrition,Appropriations,Community,Healthfirst Connecticut and Healthy Kids Initiatives,LEG,002APP
2009,1,Massachusetts,Obesity,Appropriations,Community,Bicycle and Motor Vehicle Collisions At Intersections,LEG,002APP
2009,1,North Carolina,Nutrition,Liability and Indemnity,Community,Community Development Corporation Funding,LEG,030LAI
2013,1,Texas,Nutrition,Disparities/Equity,Restaurant/Retail,Prohibiting the Purchase of Certain Food Items,LEG,013DEQ
2015,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,"""Programs to support bicycle, pedestrian, and other nonmotorized transportation activities""",LEG,052PED
2010,1,Utah,Physical Activity,Public Transportation,Community,New Fiscal Year Appropriations Act,LEG,040TRS
2010,1,Massachusetts,Obesity,Health Insurance Coverage,School/After School,School Nutrition,LEG,028HIC
2011,1,Florida,Physical Activity,Physical Activity Requirements,Community,Chronic Diseases<br>,LEG,035PAR
2010,1,Missouri,Physical Activity,Built Environment and Street-Scale Design,Community,Motor Vehicle Drivers,LEG,049BED
2011,1,Maryland,Physical Activity,"Parks, Recreation and Trails",Community,Proposed Appropriations,LEG,034PRT
2010,1,California,Physical Activity,Bicycling,Community,Safe Routes to School Construction Program,LEG,005BIK
2011,1,Mississippi,Nutrition,Access to Healthy Foods,School/After School,Sweetened Beverages and Syrups Tax,LEG,001AHF
2011,1,Indiana,Nutrition,Agriculture and Farming,School/After School,Farm to School Plan,LEG,017AGF
2004,1,California,Nutrition,Initiatives and Programs,Community,Assembly  Concurrent  Resolution,LEG,053INP
2007,1,California,Nutrition,Trans Fats,Community,Food Facilities: Trans Fat,LEG,050FAT
2009,1,New York,Physical Activity,Bicycling,Community,Exempts Bicycles From Sales and Compensating Use Tax,LEG,005BIK
2009,1,Tennessee,Obesity,Food Restrictions,Community,Food and Food Products,LEG,020FOR
2011,1,New Mexico,Nutrition,Trans Fats,Community,Public School Construction and Renovation Projects,LEG,050FAT
2009,1,Texas,Nutrition,Trans Fats,School/After School,Specialty License Plates,LEG,050FAT
2012,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Finance Improvements to the Commonwealth's Transportation System<br>,LEG,052PED
2010,1,Florida,Nutrition,School Nutrition,School/After School,Appropriations,LEG,043SNU
2009,1,Indiana,Nutrition,Appropriations,Community,Farms and Agribusinesses,LEG,002APP
2007,1,Hawaii,Nutrition,Access to Healthy Foods,School/After School,Senate  Concurrent Resolution<br>,LEG,001AHF
2005,1,Oklahoma,Nutrition,Appropriations,School/After School,Farm to School Program Act,LEG,002APP
2009,1,Minnesota,Obesity,Appropriations,Community,Capital Investment,LEG,002APP
2009,1,New York,Nutrition,Appropriations,Community,School Meal Programs Food Donations,LEG,002APP
2009,1,Iowa,Nutrition,Fruits and Vegetables,Community,Administrative Structure of the Department,REG,025FAV
2011,1,Arkansas,Nutrition,Correctional Facilities Farms Programs,School/After School,Appropriation to the Department of Human Services,LEG,018CFP
2003,1,New York,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,LEG,001AHF
2011,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Transit Oriented Development,LEG,006BMI
2010,1,Massachusetts,Nutrition,Task Forces/Councils,School/After School,School Nutrition,LEG,047TFC
2011,1,New York,Nutrition,Appropriations,School/After School,Sale of Certain Foods in Vending Machines,LEG,002APP
2014,1,New Mexico,Physical Activity,Built Environment and Street-Scale Design,Community,New Mexico Complete Streets Day,LEG,049BED
2011,1,New York,Nutrition,Medical Care,Community,State Workforce Fuel Reduction Conservation,LEG,026MEC
2005,1,Washington,Nutrition,Sodium,Community,Interagency Council on Health Disparities,LEG,045SOD
2011,1,Vermont,Nutrition,Access to Healthy Foods,Restaurant/Retail,Agriculture Economic Development,LEG,001AHF
2011,1,Missouri,Nutrition,Appropriations,Community,Breast Feeding Restriction Prohibitions,LEG,002APP
2012,1,Mississippi,Nutrition,Disparities/Equity,Community,An Act Making Appropriations<br>,LEG,013DEQ
2010,1,Arizona,Obesity,Sugar Sweetened Beverages,Early Care and Education,Child Care Facilities Licensing Requirements,REG,046SSB
2009,1,Missouri,Physical Activity,Incentives,Work Place,Workplace Recognition Program,LEG,029INC
2009,1,North Carolina,Nutrition,Medical Care,Community,Bicycle Protection Act,LEG,026MEC
2011,1,New York,Physical Activity,Appropriations,School/After School,Creating a Pilot Program to Improve Physical Education and Physical Activity Programs in  Schools<br>,LEG,002APP
2011,1,Maryland,Physical Activity,Safe Routes to Schools,Community,School Bus Monitoring Cameras,LEG,041SRS
2011,1,California,Nutrition,Appropriations,Restaurant/Retail,Taxation: Sweetened Beverage Tax: Children's Health,LEG,002APP
2011,1,Mississippi,Obesity,Disparities/Equity,Medical and/or Hospital,Council on Combating Obesity,LEG,013DEQ
2010,1,New York,Physical Activity,Public Safety,Community,Downstate Revitalization Fund Program,REG,039SAF
2009,1,Maryland,Nutrition,Access to Healthy Foods,Community,Maryland Food and Hunger Policy Council,LEG,001AHF
2011,1,Maine,Obesity,Appropriations,Medical and/or Hospital,Nutritional Wellness and Health Insurers,LEG,002APP
2011,1,New York,Obesity,Appropriations,School/After School,Residential Commercial Real Property Tax Exemption,LEG,002APP
2010,1,Louisiana,Obesity,Food Restrictions,Restaurant/Retail,Rural Development,LEG,020FOR
2011,1,Iowa,Nutrition,Agriculture and Farming,Community,Local Foods,LEG,017AGF
2001,1,Pennsylvania,Nutrition,Farm Direct Foods,Community,"To Provide from the General Fund for the Expenses of the Executive, Legislative and Judicial Departments of the Commonwealth<br>",LEG,015FDF
2010,1,New York,Nutrition,Agriculture and Farming,Restaurant/Retail,Commissioner of Economic Development,LEG,017AGF
2011,1,Minnesota,Nutrition,Appropriations,Community,Stadiums,LEG,002APP
2011,1,Texas,Obesity,Sugar Sweetened Beverages,Community,Programs to Improve Health of Public School Students,LEG,046SSB
2012,3,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Infrastructure Investment,LEG,049BED
2009,1,Missouri,Obesity,Task Forces/Councils,School/After School,State Board of Education,LEG,047TFC
2009,1,Montana,Nutrition,Farm Direct Foods,Community,Funding for Community Gardens,LEG,015FDF
2007,1,California,Physical Activity,Public Transportation,Community,Planning: Circulation Element: Transportation,LEG,040TRS
2011,1,Illinois,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations,LEG,017AGF
2010,1,Connecticut,Nutrition,Appropriations,Restaurant/Retail,Vending Machine Sales,LEG,002APP
2011,1,Tennessee,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Public Funds and Financing,LEG,021HFR
2011,1,California,Nutrition,Nutrition Standards,Restaurant/Retail,Public Contracts: Healthy and Sustainable Food,LEG,010NUS
2011,1,New York,Obesity,Menu Labeling,Restaurant/Retail,Nutritional Information in Food Establishments,LEG,032MNL
2013,1,Wyoming,Nutrition,Food Policy Councils,Community,Potential to Create More Jobs through Agribusiness,LEG,022FPC
2005,1,Colorado,Nutrition,Access to Healthy Foods,School/After School,Children Nutrition Improvement Policies,LEG,001AHF
2009,1,Iowa,Obesity,Food Restrictions,Community,Farmers' Market Programs,REG,020FOR
2012,1,Florida,Physical Activity,Access to Recreational Opportunities,School/After School,An Act Relating to the Joint Use of Public School Facilities<br>,LEG,004ARO
2010,1,California,Obesity,Disparities/Equity,School/After School,Education: After School Education and Safety Program,LEG,013DEQ
2009,1,District of Columbia,Obesity,Menu Labeling,Community,View 14 Project,LEG,032MNL
2011,1,Texas,Physical Activity,Incentives,Community,Sweetened Beverages Tax,LEG,029INC
2009,1,Maryland,Obesity,Body Mass Index (BMI),Community,Maryland Community Enhancement,LEG,006BMI
2011,1,New York,Nutrition,Healthier Food Retail and Food Deserts,Community,An Act to Amend the New York State Urban Development Corporation Act,LEG,021HFR
2014,4,District of Columbia,Physical Activity,Bicycling,Community,LONG TERM BICYCLE PARKING REQUIREMENTS,REG,005BIK
2009,1,Massachusetts,Nutrition,Appropriations,Community,Farmers Markets,LEG,002APP
2005,1,Florida,Physical Activity,Pedestrians/Walking,Community,Mobility-Impaired Pedestrians or Dogs,LEG,052PED
2005,1,California,Nutrition,Food Assistance Programs,School/After School,Pupil Nutrition: School Meals: School Breakfast Study,LEG,003FAP
2011,1,Florida,Nutrition,Trans Fats,Medical and/or Hospital,State Employee Health Insurance Benefits,LEG,050FAT
2009,1,Maryland,Nutrition,School Nutrition,School/After School,Public Schools,LEG,043SNU
2006,1,Florida,Nutrition,Agriculture and Farming,School/After School,Schools,LEG,017AGF
2011,1,Florida,Physical Activity,Physical Education Requirements,School/After School,Physical Education in Public Schools,LEG,036PER
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Protection of Pedestrians At Crosswalks,LEG,052PED
2011,1,New York,Nutrition,Media Campaigns,Early Care and Education,Department of Health,LEG,031MDC
2009,1,Indiana,Obesity,Body Mass Index (BMI),Community,West Lake Commuter Rail Project,LEG,006BMI
2005,1,Indiana,Obesity,Health Insurance Coverage,Community,Morbid Obesity Surgery Coverage,LEG,028HIC
2007,1,California,Nutrition,Access to Healthy Foods,School/After School,An Act Making Appropriations   <br>,LEG,001AHF
2011,1,California,Nutrition,Agriculture and Farming,Restaurant/Retail,Food and Agriculture: Omnibus Bill,LEG,017AGF
2011,1,Florida,Obesity,Body Mass Index (BMI),Community,Pinellas Planning Council,LEG,006BMI
2011,1,Georgia,Nutrition,Access to Healthy Foods,Restaurant/Retail,Farm to School Programs,LEG,001AHF
2011,1,Rhode Island,Obesity,Incentives,Community,Taxation,LEG,029INC
2010,1,Vermont,Obesity,Appropriations,Community,Capital Construction Bonds and Funding,LEG,002APP
2012,1,Virginia,Physical Activity,Liability and Indemnity,Community,Limitation of Liability for Winter Sports Area Operators<br>,LEG,030LAI
2009,1,Pennsylvania,Nutrition,Appropriations,School/After School,Supplemental Appropriation,LEG,002APP
2010,1,Massachusetts,Physical Activity,Disparities/Equity,School/After School,School Nutrition,LEG,013DEQ
2010,1,Minnesota,Physical Activity,Public Transportation,Community,Capital Improvements,LEG,040TRS
2009,1,New York,Nutrition,Trans Fats,Community,Tax Credits for Employers,LEG,050FAT
2011,1,Minnesota,Nutrition,Liability and Indemnity,Community,Trunk Highway Fund Expenditures Report,LEG,030LAI
2011,1,Minnesota,Nutrition,Liability and Indemnity,Community,Capital Investment,LEG,030LAI
2010,1,Mississippi,Obesity,Liability and Indemnity,Restaurant/Retail,Sweetened Beverages and Syrups Tax Law,LEG,030LAI
2011,1,Georgia,Nutrition,Agriculture and Farming,Restaurant/Retail,Farm to School Programs,LEG,017AGF
2011,1,Texas,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Sweetened Beverages Tax,LEG,046SSB
2011,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Health,LEG,006BMI
2009,1,Massachusetts,Nutrition,Appropriations,School/After School,Promoting Better Health in Public Schools,LEG,002APP
2011,1,Missouri,Obesity,Appropriations,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,002APP
2011,1,Massachusetts,Nutrition,Appropriations,Community,Labeling of Food,LEG,002APP
2009,1,Rhode Island,Obesity,Liability and Indemnity,Community,Taxation,LEG,030LAI
2011,1,New York,Nutrition,School Nutrition,Community,Governors Council on Physical Fitness,LEG,043SNU
2009,1,Iowa,Nutrition,Farmers Markets,Community,Administrative Structure of the Department,REG,016FAM
2009,1,New York,Nutrition,Farm Direct Foods,Restaurant/Retail,Wholesale Regional Farmers Markets,LEG,015FDF
2010,1,New Jersey,Physical Activity,Appropriations,Restaurant/Retail,State Budget,LEG,002APP
2011,1,Minnesota,Nutrition,Food Policy Councils,Medical and/or Hospital,Civil Actions,LEG,022FPC
2010,1,Maryland,Nutrition,Farm Direct Foods,Restaurant/Retail,Fees for Community Health Programs,REG,015FDF
2010,1,Louisiana,Nutrition,Medical Care,Community,Capital Outlay,LEG,026MEC
2010,1,Mississippi,Nutrition,School Nutrition,Community,Closing the Gap Act,LEG,043SNU
2010,1,Hawaii,Nutrition,Access to Healthy Foods,Restaurant/Retail,State Nutrition,LEG,001AHF
2009,1,Maryland,Physical Activity,Media Campaigns,Work Place,State Employee and Retiree Benefits,LEG,031MDC
2012,1,Georgia,Nutrition,Farmers Markets,Community,An Act Making Appropriations,LEG,016FAM
2004,1,Louisiana,Physical Activity,Built Environment and Street-Scale Design,Community,Sporting Events and Block Traffic,LEG,049BED
2010,1,Minnesota,Nutrition,Appropriations,Restaurant/Retail,Capital Investment,LEG,002APP
2007,1,North Carolina,Physical Activity,Appropriations,Community,Appropriations Act of 2007,LEG,002APP
2013,1,South Carolina,Nutrition,School Nutrition,School/After School,Relating to the Duties of the Department of Agriculture,LEG,043SNU
2009,1,New York,Nutrition,Farm Direct Foods,Community,Department of Health SEED Program,LEG,015FDF
2011,1,North Carolina,Nutrition,Incentives,School/After School,Childhood Obesity Legislative Task Force,LEG,029INC
2011,1,New Mexico,Obesity,Appropriations,Community,Albuquerque Bicycle Rider Education,LEG,002APP
2011,1,Massachusetts,Physical Activity,Public Transportation,Community,Land Use,LEG,040TRS
2009,1,Illinois,Nutrition,Fruits and Vegetables,School/After School,Public School Lunch Programs,LEG,025FAV
2012,1,Hawaii,Nutrition,Food Security,Community,An Act Relating to Food Self-Sufficiency<br>,LEG,023FOS
2011,1,New York,Obesity,Access to Drinking Water,Community,Bicycle Access to Public Buildings,LEG,014ADW
