name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Hither Green Dance Studio,174-176 Hither Green Lane,,,Lewisham,,100023235751.0,E09000023,Lewisham Central,E05000448,-0.0071136963636396,51.45187720895214,538569.9623257814,174426.9254149458,04/11/2021
Husky Studios,29a Amelia Street,,,Southwark,www.huskystudios.co.uk,200003432841.0,E09000028,Newington,E05011105,-0.0984392309054716,51.48956363692586,532115.9640805533,178448.92432134598,04/11/2021
Innovation Dance Studios Finchley,2A Lodge Lane,,,Barnet,,10091041343.0,E09000003,West Finchley,E05000061,-0.1772964419902074,51.61634744897925,526290.1856625313,192408.4505284592,04/11/2021
"Innovation Dance Studios, Ealing",96 Pitshanger Lane,,,Ealing,www.innovationdancestudios.co.uk/ealing-dance-studio/studio-hire/,12185360.0,E09000009,Cleveland,E05000171,-0.3138326508187367,51.52622880707968,517068.9681691609,182159.9233156566,04/11/2021
Jerwood Space,171 Union Street,,,Southwark,www.jerwoodspace.co.uk/rehearsals/,200003355048.0,E09000028,Borough & Bankside,E05011095,-0.0990931139859713,51.50362093267887,532029.9641021618,180010.92389891925,04/11/2021
Kentish Town Community Centre,17 Busby Place,,,Camden,,5026106.0,E09000007,Kentish Town,E05000139,-0.1323704009773388,51.54854359569761,529592.9647652882,184946.92255795188,04/11/2021
Kelechnekoff Studio,161 Sumner Road,,,Southwark,www.kelechnekoff.com,200003400803.0,E09000028,Peckham,E05011110,-0.0733738799837976,51.4779673733793,533889.9635974375,177204.92466057767,04/11/2021
Kemble House,44 Kemble Road,,,Lewisham,www.thehardy.co.uk/kemble-house,100023255437.0,E09000023,Perry Vale,E05000450,-0.0461544764431727,51.44193176030421,535886.963054202,173247.9257370343,04/11/2021
London Bubble,5 Elephant Lane,,,Southwark,http://www.londonbubble.org.uk,200003410746.0,E09000028,Rotherhithe,E05011112,-0.0552638042863387,51.50048305146294,535080.9632731449,179741.92397387105,04/11/2021
Love Dance Centre,8 Clapham Park Rd,,,Lambeth,,100021891189.0,E09000022,Clapham Common,E05000418,-0.1369666087958401,51.46105474476179,529521.9647838944,175209.92520198366,04/11/2021
The Meeting Rooms,14 Neal's Yard,,,Camden,http://www.meetingrooms.org.uk,5088433.0,E09000007,Holborn and Covent Garden,E05000138,-0.1263386583232317,51.51456284604063,530107.9646248762,181178.9235802948,04/11/2021
Mill Mead Rehearsal Studios,16 Millmead Business Centre,,,Haringey,http://www.ballystudios.co.uk,10003979046.0,E09000014,Tottenham Hale,E05000281,-0.0561991568165263,51.591908454284194,534745.9633642206,189906.9212074221,04/11/2021
Monkey House,97-101 Seven Sisters Rd,,,Islington,http://www.fourthmonkey.co.uk,5300081823.0,E09000019,Finsbury Park,E05000371,-0.1149709784143804,51.56052221555517,530764.9644482199,186309.92218693928,04/11/2021
Millenium Performing Arts,29 Thomas Street,,,Greenwich,http://www.mpacollege.co.uk,10010230583.0,E09000011,Woolwich Riverside,E05000230,0.0656946135007705,51.49073886733496,543506.5609815056,178888.44420238014,04/11/2021
New London Performing Arts Centre,76 St James Lane,,,Haringey,http://www.nlpac.co.uk,10003973500.0,E09000014,Muswell Hill,E05000274,-0.1396250556346096,51.58814492103966,528977.9649332671,189337.9213641191,04/11/2021
Off The Rails,5-8 Grant Road,"Unit 2, Arch 4",,Wandsworth,https://www.offtherails.studio,10091499620.0,E09000032,Latchmere,E05000617,-0.170730754426087,51.46522837248749,527164.9654256005,175614.92509227898,04/11/2021
OMJ24 CREATIVE SPACE,71-73 Nathan Way,Room E,,Greenwich,,100023647167.0,E09000011,Thamesmead Moorings,E05000228,0.0929121643409862,51.49261665344933,545389.9604724946,179150.9241311865,04/11/2021
One KX,120 Cromer Street,,,Camden,,5086947.0,E09000007,King's Cross,E05000141,-0.1245098056210325,51.52750115288693,530197.9646032826,182620.92318973027,04/11/2021
Price Studios,110 York Rd,,,Wandsworth,http://www.pricestudios.co.uk,10090497335.0,E09000032,St. Mary's Park,E05000622,-0.1784328585004745,51.46740758842052,526623.9655745709,175843.92502942198,04/11/2021
ISTD Dance Studios,22-26 Paul Street,Imperial House,,Hackney,https://www.istd.org/istd2-hire/,100022933360.0,E09000012,Hoxton East & Shoreditch,E05009377,-0.0841629013398833,51.52324289368856,533008.9638360152,182219.92329893395,04/11/2021
Isaac Newton Academy,1 Crickleford Place,,,Redbridge,http://www.isaacnewtonacademy.org,10090503930.0,E09000026,Ilford Town,E05011246,0.0916027255469564,51.56180574371861,545079.1605559792,186842.11204209185,04/11/2021
Royal Academy of Dance,36 Battersea Square,,,Wandsworth,http://www.rad.org.uk,100023300146.0,E09000032,St. Mary's Park,E05000622,-0.1750766696699713,51.47430670707554,526837.9655147213,176616.92482057697,04/11/2021
Frances Lundy School of Dance,3 Bond Street,,,Hounslow,http://www.franceslundyschoolofdance.co.uk,200002818991.0,E09000018,Turnham Green,E05000365,-0.2584746167121085,51.492996912130096,520996.96710226126,178554.32429500198,04/11/2021
Paddington Arts,32 Woodfield Road,,,City of Westminster,http://www.paddingtonarts.org.uk,100023513124.0,E09000033,Westbourne,E05000648,-0.2001707351123305,51.52306590797256,524961.9660238039,181995.9233590468,04/11/2021
Pole People & Dance Studio,33-34 Chiswell Street,,,Islington,http://polepeople.co.uk,5300102337.0,E09000019,Bunhill,E05000367,-0.0906996654504613,51.52102043440152,532561.9639584548,181960.9233699524,04/11/2021
London School of Capoeira,Leeds Place,Unit 1-2,,Islington,http://londonschoolofcapoeira.com,5300055778.0,E09000019,Tollington,E05000381,-0.1146136722977513,51.56707204013069,530770.9644455054,187038.92199061584,04/11/2021
Raindance Rehearsal Studios,10 Craven Street,,,City of Westminster,https://www.raindance.org/london/,10033627452.0,E09000033,St. James's,E05000644,-0.125372442209855,51.50763226403394,530194.7546012996,180409.9537895667,04/11/2021
Rehearsal space,73 Saint John Street,,,Islington,,5300084516.0,E09000019,Clerkenwell,E05000370,-0.1019816797428904,51.52148240419818,531777.9641720547,181991.9233614021,04/11/2021
The Shala,1 Chestnut Rd,,,Lambeth,http://www.theshalalondon.com,100023674227.0,E09000022,Thurlow Park,E05000434,-0.1029974545476827,51.43454753023736,531957.9641233265,172322.9259860168,04/11/2021
St Barnabas,35 Shacklewell Row,,,Hackney,http://www.saintbarnabasdalston.org.uk,100023015529.0,E09000012,Shacklewell,E05009382,-0.0714955701233102,51.55282748151104,533800.9636202161,185532.92239733983,04/11/2021
Studio B,130 Brixton Hill,,,Lambeth,http://studioblondon.com,100023350695.0,E09000022,Brixton Hill,E05000417,-0.1213656091758119,51.45289209827481,530628.9644851558,174329.92544369638,04/11/2021
Studio 45,115A Brunswick Park Roa,,,Barnet,http://www.studio45.london,200219587.0,E09000003,Brunswick Park,E05000043,-0.1474637832714114,51.62293182973438,528336.9051050524,193192.62031650764,04/11/2021
Studio 68,68 Ewer St,,,Southwark,http://studio68london.net,10090749641.0,E09000028,Borough & Bankside,E05011095,-0.0986439599454188,51.504517516460425,532058.5440942901,180111.43387155305,04/11/2021
Studio 74,St Augustines Avenue,,,Bromley,http://www.studio74dance.co.uk,100022892160.0,E09000006,Bickley,E05000106,0.0433844869445006,51.39012657132494,542269.9613196419,167656.92725697428,04/11/2021
Sutton Dance Academy,Rose Hill Park,,,Sutton,https://www.better.org.uk,5870040509.0,E09000029,Sutton North,E05000565,-0.1956216295149135,51.37797068114996,525674.9658334157,165868.92774282233,04/11/2021
SW19 Rehearsal studios,62 Weir Road,,,Merton,http://www.sw-19.net,48071997.0,E09000024,Wimbledon Park,E05000474,-0.1900395461783237,51.43756211481412,525899.8157706241,172505.11593843257,04/11/2021
Sylvia Young Theatre Group,1 Nutford Place,,,City of Westminster,http://www.syts.co.uk/page/default.asp?title=Home&pid=1,100023462125.0,E09000033,Bryanston and Dorset Square,E05000632,-0.1626120427987572,51.51715099696816,527583.9653114557,181402.92351910204,04/11/2021
The Annex,7 Fountayne Road,,,Haringey,http://www.theannexspace.com/tohire/,10090478351.0,E09000014,Tottenham Green,E05000280,-0.0624957640353251,51.58371266793974,534333.9634789616,188983.92145773687,04/11/2021
The Arts Educational London Schools Theatre,14 Bath Road,,,Hounslow,https://artsed.co.uk,200002818756.0,E09000018,Chiswick Homefields,E05000348,-0.2524116936930793,51.4959606390589,521409.9669886796,178893.92420180276,04/11/2021
The Artzone,The Market Square,,,Enfield,http://www.artzone.ie,207182000.0,E09000010,Edmonton Green,E05000197,-0.0570621685416817,51.624457781150845,534589.9634077258,193524.92022427608,04/11/2021
The Classrooms,42 Borough High Street,,,Southwark,http://www.theartworks.london/classrooms/,200003356660.0,E09000028,Borough & Bankside,E05011095,-0.0910490356585011,51.50439855407516,532585.9639526671,180111.92387030175,04/11/2021
The Hope Theatre,207 Upper Street,,,Islington,http://www.thehopetheatre.com,5300094879.0,E09000019,St. Mary's,E05000379,-0.1035416767584232,51.54325194380294,531606.9642167343,184409.9227037017,04/11/2021
The London Theatre,443 New Cross Road,,,Lewisham,http://www.thelondontheatre.com,100023238425.0,E09000023,New Cross,E05000449,-0.0301905914621191,51.47582853266741,536894.9627789437,177046.92470362363,04/11/2021
Out of Joint,7 Thane Works,,,Islington,,5300089989.0,E09000019,Finsbury Park,E05000371,-0.1139902930162604,51.56016472087733,530833.9644295829,186271.92219705431,04/11/2021
The Room,33 Holcombe Road,,,Haringey,http://the-room.org.uk/contact/,100021191820.0,E09000014,Tottenham Hale,E05000281,-0.0650115943945044,51.592791633785374,534132.963531459,189988.9211861099,04/11/2021
The Siding,5 O'Meara Street,,,Southwark,,10090751127.0,E09000028,Borough & Bankside,E05011095,-0.0942646813418106,51.504343024458535,532362.9640125718,180099.93387402815,04/11/2021
Twist Class Studios,99a Dartmouth Rd,,,Lewisham,http://twiststudios.co.uk,100023569253.0,E09000023,Forest Hill,E05000444,-0.0549668352876645,51.43603516130204,535291.9632164866,172575.92592154862,04/11/2021
Wimbledon Dance Academy,71 Woodsid,,,Merton,http://wimbledondanceacademy.co.uk,48105415.0,E09000024,Hillside,E05000462,-0.2092097928719476,51.42302560978602,524606.9661208056,170855.92638716282,04/11/2021
Streatham Youth and Community Trust,16 Wellfield Road,,,Lambeth,http://www.syct.org.uk,200000486426.0,E09000022,Streatham Wells,E05000432,-0.1272384965550638,51.42965878422112,530286.964575943,171735.92614741507,04/11/2021
Village Hall Dance Studio,58 Bulwer Street,,,Hammersmith and Fulham,https://www.westlondonschoolofdance.co.uk/studio-hire,34039610.0,E09000013,Shepherd's Bush Green,E05000263,-0.2241399806279673,51.505742722754725,523345.9664631684,180028.92389258277,04/11/2021
Wallington High School for Girls in Wallington,129 Woodcote Rd,,,Sutton,http://www.wallingtongirls.sutton.sch.uk,5870087159.0,E09000029,Wallington South,E05000570,-0.148836393394929,51.34799637457084,529014.9649222963,162616.92862529133,04/11/2021
Wellfield Centre,16 Wellfield Road,,,Lambeth,http://www.syct.org.uk,200000486426.0,E09000022,Streatham Wells,E05000432,-0.1272384965550638,51.42965878422112,530286.964575943,171735.92614741507,04/11/2021
West Dulwich Health and Wellbeing Centre,1 Park Hall Road,,,Lambeth,https://aspirewellbeing.org,100023252867.0,E09000022,Thurlow Park,E05000434,-0.0957204816536235,51.43516689916435,532461.963985722,172404.92596501147,04/11/2021
Westminster St Peter's Eaton Square Primary School,2 Lower Belgrave Stree,,,City of Westminster,http://www.stpeaton.org.uk,100023345193.0,E09000033,Warwick,E05000647,-0.1468615891109872,51.49612108556793,528735.9649968743,179091.9241481109,04/11/2021
Windmill Studio,106 - 106A Pembroke Road,,,Hillingdon,http://www.thewindmillstudio.com,100023034352.0,E09000017,Manor,E05000334,-0.4141280842201244,51.57342523402948,509997.97009512776,187252.9219302816,04/11/2021
Futinity UK,1 Harefield Road,,,Hillingdon,http://futunityuk.com,100023421949.0,E09000017,Uxbridge South,E05000341,-0.4827507218170768,51.54855228454608,505299.9713724681,184385.9227118468,04/11/2021
South London Dance Studios,130 Herne Hil,,,Lambeth,http://southlondondancestudios.co.uk,100023258077.0,E09000022,Herne Hill,E05000423,-0.1014908937641865,51.45353403756033,532007.9641094323,174436.9254137224,04/11/2021
Maryland Studioz,86 Leytonstone Rd,,,Newham,http://www.marylandstudioz.com,10008997508.0,E09000025,Forest Gate North,E05000483,0.0054370235680934,51.5499645274672,539142.9921669937,185357.96244344552,04/11/2021
Ovalhouse,52-54 Kennington Oval,,,Lambeth,http://www.ovalhouse.com,200000468066.0,E09000022,Oval,E05000426,-0.1136708265672382,51.48244458857655,531078.9643609984,177629.92454663746,04/11/2021
Hatstand Circus Rehearsal Space,98 Milligan Street,,,Tower Hamlets,http://www.towerhamletsarts.org.uk/?cat=29&cid=29241&guide=Organisations,6042557.0,E09000030,Limehouse,E05009326,-0.0272935258943892,51.50890064499954,536996.9627562158,180729.9237021204,04/11/2021
Pineapple Dance Studios,7 Langley Street,,,City of Westminster,https://www.pineapple.uk.com,10033583532.0,E09000033,St. James's,E05000644,-0.1251317234507591,51.51341947003839,530194.9646012879,181053.92361408236,04/11/2021
The Welsh Chapel,136 Shaftesbury Avenue,,,City of Westminster,http://welshchapel.com,10033599479.0,E09000033,St. James's,E05000644,-0.1293018626978214,51.5129464839323,529906.9646795986,180993.9236310675,04/11/2021
Union Chapel,19 Compton Terrance,,,Islington,http://www.unionchapel.org.uk,5300023057.0,E09000019,St. Mary's,E05000379,-0.1027434692141094,51.54475877693107,531657.964202926,184578.9226575404,04/11/2021
Central Saint Martins,1 Granary Square,,,Camden,http://www.arts.ac.uk/csm/,5162950.0,E09000007,St. Pancras and Somers Town,E05000143,-0.1242703251528745,51.53648106574248,530188.9646051909,183619.9229170775,04/11/2021
Camden Arts Centre,47 Arkwright Road,,,Camden,https://www.camdenartscentre.org,5090703.0,E09000007,Frognal and Fitzjohns,E05000133,-0.1834654261029057,51.551252073600025,526042.9657294304,185158.9225003665,04/11/2021
Karen Hardy Dance studios,10-12 The Boulevard,,,Hammersmith and Fulham,http://www.karenhardystudios.com,34145839.0,E09000013,Sands End,E05000262,-0.1816487750206737,51.47343759523636,526383.9656405736,176508.92484922946,04/11/2021
Rambert School Studio Theatre,"St. Margaret's Drive,",Clifton Lodge,,Richmond upon Thames,http://www.rambertschool.org.uk,100023391009.0,E09000027,St. Margarets and North Twickenham,E05000527,-0.3217646040102995,51.46182115614116,516682.9682748406,174984.92526318855,04/11/2021
Ursuline School,11 Crescent Rd,,,Merton,http://www.ursulinehigh.merton.sch.uk,48130420.0,E09000024,Raynes Park,E05000469,-0.2233837037823564,51.41508497697292,523642.9663821345,169948.92663188028,04/11/2021
47-49 Tanner Street,49 Tanner Street,,,Southwark,http://uglyduck.org.uk,10093342879.0,E09000028,London Bridge & West Bermondsey,E05011104,-0.0779157910802013,51.50010756407733,533509.9237031155,179658.6239934758,04/11/2021
Vinters Studios,1b Sunnyhill Road,,,Lambeth,http://www.vintersstudios.co.uk,100023318812.0,E09000022,Streatham Wells,E05000432,-0.1289122726204136,51.43094451508481,530166.9646082728,171875.92610966048,04/11/2021
Creation Box,Newnham Terrace,,,Lambeth,https://www.creationboxlondon.com,10008788597.0,E09000022,Bishop's,E05000416,-0.1131642543187109,51.4989021214431,531066.9643643578,179460.92404919345,04/11/2021
Oval Space,29-32 The Oval,,,Tower Hamlets,https://ovalspace.co.uk,6155537.0,E09000030,St. Peter's,E05009331,-0.0593895978414574,51.53323962408982,534697.9633810907,183376.9229831028,04/11/2021
The Warehouse Dance and Fitness Studio,4 Queensway,,,Croydon,http://thewarehousedancestudios.co.uk,10090384254.0,E09000008,Waddon,E05011487,-0.1194013955457605,51.36124225595656,531026.9643755343,164141.9282101699,04/11/2021
Bishop Justus Church of England School,Magpie Hall Lane,,,Bromley,http://www.bishopjustus.bromley.sch.uk,10013149314.0,E09000006,Bromley Common and Keston,E05000108,0.0450981744603703,51.38245295759116,542412.961278531,166806.9274866985,04/11/2021
Dance Company Studios,76 High Street,,,Bromley,http://www.dancecompanystudios.co.uk,100022892873.0,E09000006,Copers Cope,E05000113,-0.0253418045577687,51.40833628677849,537433.9626328541,169550.9267426395,04/11/2021
Cable Street Dance Studios,566 Cable Street,,,Tower Hamlets,http://cablestdance.com,6717530.0,E09000030,Shadwell,E05009332,-0.0429967355644,51.51136697502305,535899.9630532531,180974.9236362605,04/11/2021
Urdang Academy,Rosebery Avenue,,,Islington,http://www.theurdangacademy.com,5300079780.0,E09000019,Clerkenwell,E05000370,-0.1081555344698156,51.52694180131935,531333.9642944784,182587.9231996374,04/11/2021
Richmond Upon Thames College,Egerton Road,,,Richmond upon Thames,https://www.rutc.ac.uk,100023401636.0,E09000027,St. Margarets and North Twickenham,E05000527,-0.3415306162958338,51.451482429958936,515335.96864181256,173803.9255834028,04/11/2021
Kingston University,53-57 High Street,,,Kingston upon Thames,http://www.kingston.ac.uk,128008662.0,E09000021,Grove,E05000408,-0.3078099094169635,51.40591237878476,517795.9679731136,168789.92694808764,04/11/2021
3 Mills Studios,3 Mill Lane,,,Newham,http://www.3mills.com,10009018097.0,E09000025,Stratford and New Town,E05000492,-0.0062764532174775,51.52684581115217,538400.9623700147,182764.92314961192,04/11/2021
Hangar Art Trust,4 Harrington Way,"Unit 7a, Mellish Industrial Estate",,Greenwich,http://hangarartstrust.org/space-hire/,10010240206.0,E09000011,Woolwich Riverside,E05000230,0.0439650706759126,51.49437649646916,541986.8513970169,179250.59410593042,04/11/2021
Southside Ballroom,63 Wandsworth High Street,,,Wandsworth,http://southsideballroom.co.uk,121007666.0,E09000032,Fairfield,E05000614,-0.1919489453161794,51.45656464027361,525714.9658206061,174614.92536558968,04/11/2021
Kellys Dance Studio,12 Park Road,,,Richmond upon Thames,,100023057520.0,E09000027,Hampton Wick,E05000522,-0.3124031743865765,51.41315474724162,517457.96806791937,169587.9267320704,04/11/2021
Sapphire Studios,First Floor ,4-12 Pickford Lane,,Bexley,http://www.sapphirestudios.co.uk/contact/,100024000000.0,E09000004,Crook Log,E05011223,0.1329813379318135,51.464043477548906,548263.9596900061,176053.92497442418,04/11/2021
Frame 2 Queens Park ,27 Beethoven Street,,,City of Westminster,https://moveyourframe.com/pages/private-hire,100023000000.0,E09000033,Queen's Park,E05000642,-0.2096662395625188,51.531619299922674,524279.9662091577,182930.9231048157,04/11/2021
La Unit at Battersea Spanish,121 Battersea Business Centre ,99-109 Lavender Hill ,,Wandsworth,https://hirespace.com/Spaces/London/162219/Battersea-Spanish/La-Unit/Events,10091500694.0,E09000032,Shaftesbury,E05000623,-0.154802127721337,51.46500578478023,528271.9651255996,175617.92509260448,04/11/2021
Club Baltimore,35 Harbour Exchange Square,,,Tower Hamlets,https://hirespace.com/Spaces/London/139397/Club-Baltimore/Yoga-Studio/Other,,E09000030,Blackwall & Cubitt Town,E05009318,-0.0159136159810725,51.49685588035953,537822.9625283709,179411.924059983,04/11/2021
YMCA Club,112 Great Russell Street,,,Camden,https://www.ymcaclub.co.uk/facilities/hire,5040794.0,E09000007,Bloomsbury,E05000129,-0.1303778266806783,51.517289137847,529819.9647025076,181474.92350032035,04/11/2021
The O2 Centre,255 Finchley Road,,,Camden,https://o2centre.co.uk/your-visit/contact-us,5109050.0,E09000007,West Hampstead,E05000145,-0.1813903755484621,51.54794663057845,526195.9656878763,184794.92259891977,04/11/2021
JazzMAD,Unit 6 Maun House,25-31 Shacklewell Lane,,Hackney,https://www.jazzmad.co.uk/contact/,10008311260.0,E09000012,Shacklewell,E05009382,-0.0733372334282759,51.551230110070975,533677.9636534848,185351.92244686317,04/11/2021
Cardboard Citizens,77A Greenfield Road,,,Tower Hamlets,https://www.cardboardcitizens.org.uk/hire-our-space,6011593.0,E09000030,Whitechapel,E05009336,-0.0656553754085113,51.51639218890011,534312.9634813651,181491.9234976693,04/11/2021
The Bridge ,73 Ã¢ÂÂ 81 Southwark Bridge Road,,,Southwark,info@thebridge-uk.org,10090748590.0,E09000028,Borough & Bankside,E05011095,-0.0954819172877504,51.50452457634492,532277.9640353541,180117.92386933276,04/11/2021
Centre 151,151 Whiston Road,,,Hackney,http://www.centre151.com/contact/,100023000000.0,E09000012,Haggerston,E05009375,-0.0707462713282325,51.53517630070434,533904.6535957055,183571.43292976293,04/11/2021
