Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1985,"Barry Resources, Inc.",Allegany,BOLIVAR,WAUGH & PORTER,0,0,OB
1992,"Pan Energy Company, Inc.",Cattaraugus,NAPOLI,MEDINA,2,0,GK
1996,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,GLADE,0,0,OC
1970,"Geise, Margaret T.",Cattaraugus,,BRADFORD,0,0,OA
1998,"Liuzzi, Anthony H.",Allegany,ANDOVER,FULMER VALLEY,0,0,OD
1987,Cunningham Natural Gas Corp.,Allegany,WILLING,ORISKANY,1,0,GM
1981,"Haywood, Henry G",Chemung,VAN ETTEN,ORISKANY,1,0,
1988,"Universal Resources Holdings, Incorporated",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1980,Estate of James D. Greene,Allegany,ALMA,RICHBURG,0,0,OB
1967,Iroquois Gas Corp.,Ontario,WEST BLOOMFIELD,MEDINA,3,0,GX
1981,"Dunkirk, City School District",Chautauqua,DUNKIRK,MEDINA,1,0,
1982,Le Roy Central School,Genesee,LE ROY,MEDINA,2,0,
1986,National Fuel Gas Supply Corp.,Chautauqua,POMFRET,MEDINA,1,0,GK
1998,Estate of Thomas G. Louser,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1992,National Fuel Gas Supply Corp.,Genesee,STAFFORD,MEDINA,1,0,GK
1997,Estate of Donald O. Lewis,Erie,HOLLAND,MEDINA,0,1,
1987,"Lenape Resources Corp., The",Wyoming,JAVA,MEDINA,0,1,GK
1993,National Fuel Gas Supply Corp.,Erie,BRANT,MEDINA,4,0,GK
1987,"Clearwater Systems, Inc.",Chautauqua,PORTLAND,MEDINA,0,1,GK
1983,National Fuel Gas Supply Corp.,Chautauqua,ELLERY,BASS ISLAND,0,0,
1987,Empire Energies,Chautauqua,SHERIDAN,MEDINA,1,0,"GK,GX"
1985,National Fuel Gas Supply Corp.,Cattaraugus,DAYTON,MEDINA,3,1,GK
1990,"Westmin Resources,  Inc.",Livingston,SPARTA,MEDINA,0,1,
1991,TGX Corp.,Erie,WALES,MEDINA,4,0,GK
1992,"Frey Well Drilling, Inc.",Erie,LANCASTER,MEDINA,2,0,GK
1985,Baker & Odonnell Dev. Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,OB
1994,Norris Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1975,"Cline, Willard M",Cattaraugus,CARROLLTON,BRADFORD,0,0,
1975,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1991,"Hall, Frank & Barbara",Chautauqua,ELLINGTON,MEDINA,1,0,
1999,Erie County Agricultural Society,Erie,HAMBURG,MEDINA,0,1,
1991,"Engx, Inc.",Chautauqua,ELLICOTT,MEDINA,2,0,GK
1985,"Baldwin, Grace I",Allegany,BOLIVAR,RICHBURG,0,0,OB
1998,"Barberi, Elberta",Erie,HOLLAND,MEDINA,0,1,
1979,"Farrell, Thomas J",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1986,NY Conference Association of Seventh-Day Adventist,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1997,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,3,
1996,"Loree, Ann E.",Yates,BENTON,QUEENSTON,1,0,
1998,"Bouquin, Fred C Jr",Cattaraugus,ALLEGANY,BRADFORD,0,0,OD
1990,"Universal Resources Holdings, Incorporated",Chautauqua,VILLENOVA,MEDINA,7,0,GK
1999,"Bunnell, Herbert F.",Allegany,ANDOVER,FULMER VALLEY,0,0,
1995,"Cotton Well Drilling Company,  Inc.",Chautauqua,WESTFIELD,MEDINA,10,0,GK
1997,Belden & Blake Corporation,Chautauqua,DUNKIRK,MEDINA,21,0,GK
1984,Columbia Gas Transmission Corp.,Chautauqua,GERRY,MEDINA,0,2,
1991,New York Energy,Chautauqua,STOCKTON,MEDINA,2,0,GX
1999,Ronald P. Lehman d/b/a Medina Pipe & Line Company,Chautauqua,POMFRET,MEDINA,1,0,GK
1986,"SCG Gas Quest, Inc.",Erie,EDEN,MEDINA,1,0,GK
1997,Degitz-Stevenson Financial Security Partnership,Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1997,"Meyer, David M.",Erie,HOLLAND,ONONDAGA,1,0,
1994,"Ardent Resources, Inc.",Seneca,FAYETTE,QUEENSTON,6,0,GK
1983,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,22,0,
1995,"Ricotta, Anthony P.",Wyoming,WARSAW,MEDINA,1,0,
1988,"O'Connor, James M.",Allegany,GENESEE,RICHBURG,0,0,OB
1980,P & N Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1994,Case Oil Corp.,Allegany,BOLIVAR,RICHBURG,0,6,
1991,"Cordova Resources, Inc.",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OB
1983,"Eclipse Management Assoc., Inc",Chautauqua,NORTH HARMONY,MEDINA,2,1,
1990,"Shawnee Exploration,  Inc.",Erie,EDEN,MEDINA,0,2,
1979,Thropp Oil & Gas Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1980,"Stark, Eric",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OB
1992,"Reynolds, James W",Allegany,ALMA,RICHBURG,0,0,
1984,"Batavia, City of",Genesee,BATAVIA,MEDINA,0,1,
1985,"GFS Energy, Inc.",Erie,MARILLA,MEDINA,10,0,GQ
1992,"SCG Gas Quest, Inc.",Erie,EVANS,MEDINA,10,2,GK
1986,"Envirogas, Inc.",Cattaraugus,CONEWANGO,MEDINA,3,0,GH
1990,National Fuel Gas Supply Corp.,Chautauqua,HANOVER,MEDINA,5,1,GK
1999,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,MEDINA,14,8,GK
1996,Har-Go Farms,Genesee,PAVILION,MEDINA,1,0,
1986,"Gower, Mark A",Chautauqua,POMFRET,MEDINA,0,1,
1980,Hickory Oil,Allegany,GENESEE,RICHBURG,0,0,GX
1999,Cal Ban Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OD
1986,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,MEDINA,1,0,GH
1994,Permclip Products Corporation,Erie,TONAWANDA,MEDINA,0,1,
1989,"American Penn Energy,  Inc.",Chautauqua,NORTH HARMONY,MEDINA,10,5,GH
1993,Gustafson Family Trust 2,Chautauqua,POLAND,UPPER DEVONIAN,1,0,
1986,Lake Shore Partnership,Cattaraugus,PERRYSBURG,MEDINA,0,1,
1987,"Alden Aurora Gas Co.,  Inc.",Erie,MARILLA,MEDINA,0,4,
1991,"Cz Gas, Inc.",Erie,BRANT,MEDINA,2,0,GK
1982,National Fuel Gas Supply Corp.,Erie,EDEN,MEDINA,2,1,
1986,U S Energy Development Corp.,Erie,CONCORD,MEDINA,4,0,"GK,GX"
1995,"Texas Keystone, Inc.",Cattaraugus,PERSIA,MEDINA,71,0,GK
1989,"Basic Energy Producers, Inc.",Chautauqua,PORTLAND,MEDINA,4,2,GK
1986,Oilmark & Co.,Chautauqua,WESTFIELD,MEDINA,3,0,"GH,GX,GK"
1991,Cabot Oil & Gas Corp.,Chautauqua,WESTFIELD,MEDINA,0,1,
1988,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1980,"McNamara, John J Jr",Erie,NORTH COLLINS,ORISKANY,1,0,
1996,"Caflisch, James E.",Chautauqua,CLYMER,MEDINA,2,1,
1993,"Steimle, Shirley L.",Cayuga,OWASCO,QUEENSTON,1,0,
1992,Conklin Oil,Allegany,BOLIVAR,RICHBURG,0,0,
1994,KCS Lenape Resources Corp.,Livingston,CALEDONIA,MEDINA,10,0,GK
1969,Iroquois Gas Corp.,Chautauqua,WESTFIELD,MEDINA,1,0,GX
1998,"J M Resources, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GX
1993,Estate of Helmut & Sonja Diehl,Cattaraugus,FREEDOM,MEDINA,2,0,
1983,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1991,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OB
1972,"Luder, Lynn A.",Chautauqua,SHERIDAN,MEDINA,1,0,OX
1983,"Ebenezer Oil Co., Inc.",Allegany,SCIO,RICHBURG,0,0,
1993,"Vanscoy, James S & Regina M.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1985,"S & M Resources,  Inc.",Chautauqua,ELLERY,MEDINA,3,0,GH
1986,Walker Exploration & Production Corp.,Chautauqua,BUSTI,MEDINA,1,0,GK
1984,Newman & Uhl Producing Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1979,Exolon-Esk Co.,Erie,TONAWANDA,MEDINA,1,0,
1995,"Vanscoy, James S & Regina M.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1997,"Gernatt, Thomas E. & Phylis",Erie,COLLINS,AKRON,1,0,
1986,"Consolidated Exploration  & Gathering, Inc.",Erie,NORTH COLLINS,MEDINA,3,0,GU
1994,"Envirogas, Inc.",Erie,EVANS,MEDINA,2,0,GK
1997,"Stuck, Marion",Allegany,BOLIVAR,RICHBURG,0,0,
1995,Seneca Resources Corporation,Chautauqua,CLYMER,ONONDAGA,1,0,OA
1986,Columbia Gas Transmission Corp.,Chautauqua,HARMONY,MEDINA,1,0,GH
1985,Columbia Gas Transmission Corp.,Chautauqua,CHARLOTTE,MEDINA,0,1,
1983,Villanova Natural Gas Corp.,Chautauqua,CHAUTAUQUA,MEDINA,2,0,
1987,"Yorel Energy, Inc.",Genesee,LE ROY,MEDINA,5,0,GX
1977,"Chapman,  C.W.",Chautauqua,BUSTI,GLADE,0,0,
1988,"Sharon Resources, Inc.",Wyoming,SHELDON,MEDINA,17,0,GH
1985,"Park-Ohio Energy,  Inc.",Cattaraugus,NAPOLI,MEDINA,0,3,
1983,Seis-Ex Geophysical Ltd,Chautauqua,CHERRY CREEK,MEDINA,0,3,
1973,"Harriger, Signe",Allegany,BOLIVAR,RICHBURG,0,0,
1994,"Howe, Leon",Livingston,PORTAGE,MEDINA,1,0,
1976,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,MEDINA,3,0,
1986,"Lenape Resources Corp., The",Genesee,PAVILION,MEDINA,1,0,GI
1997,Morris Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,
1977,"Envirogas, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1978,"Hanes,  Merlin",Cattaraugus,,CHIPMUNK,0,0,GK
1995,Seneca Resources Corporation,Erie,ELMA,MEDINA,1,0,GK
1986,"Desert Gas Exploration, Inc.",Chautauqua,STOCKTON,MEDINA,1,0,"GK,GX"
1983,"Bunnell, Herbert F.",Allegany,WILLING,RICHBURG,0,0,
1986,"Clarence Research Park, Inc.",Erie,CLARENCE,MEDINA,1,0,GS
1989,TGX Corp.,Chautauqua,HANOVER,MEDINA,31,1,GK
1987,M. J. McCaffery Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1989,"Torrey, Richard",Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1977,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1995,Seneca Resources Corporation,Cattaraugus,LEON,MEDINA,7,1,GK
1997,Fault Line Oil Corporation,Cattaraugus,FREEDOM,MEDINA,3,0,GX
1992,L. W. Resources,Chautauqua,WESTFIELD,MEDINA,9,1,"GH,GK"
1996,L. W. Resources,Erie,COLLINS,MEDINA,1,0,GK
1986,"Lenape Resources Corp., The",Genesee,PAVILION,MEDINA,6,0,"GI,GK"
1982,"Campbell, Mott",Allegany,SCIO,RICHBURG,0,0,OB
1993,"Field Service, Inc.",Erie,EDEN,MEDINA,1,0,GA
1994,KCS Lenape Resources Corp.,Wyoming,PERRY,MEDINA,13,0,GK
1997,"Wattles, Richard F.",Erie,BOSTON,MEDINA,1,0,
1989,"Westmin Resources,  Inc.",Wyoming,GENESEE FALLS,MEDINA,0,2,
1988,"Pinney, Dewey H",Allegany,ALMA,RICHBURG,0,0,
1992,"Eclipse Management Assoc., Inc",Chautauqua,SHERIDAN,MEDINA,4,0,GK
1982,Intercoastal Energy Corp.,Chautauqua,BUSTI,MEDINA,14,6,GK
1987,Miller Brewing Co.,Cayuga,AURELIUS,QUEENSTON,46,0,
1999,"Lenape Resources, Inc.",Chautauqua,VILLENOVA,MEDINA,25,0,GK
1993,"Christina Resources, Inc.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,OC
1999,Belden & Blake Corporation,Tioga,OWEGO,HELDERBERG,7,1,GK
1982,"Pero Farms, Inc.",Erie,BRANT,MEDINA,1,0,
1997,"Exchange Oil & Gas,  Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,
1991,"Cordova Resources, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1988,"Lenape Resources Corp., The",Chautauqua,ELLERY,MEDINA,38,9,GK
1991,TGX Corp.,Chautauqua,ELLERY,MEDINA,5,0,"GK,GX"
1998,Perry Central Schools,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1990,"Cordova Resources, Inc.",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1996,"Yellen, Richard D. & Loretta K. Yellen",Erie,NORTH COLLINS,MEDINA,1,0,
1997,"GFS Energy, Inc.",Wyoming,PERRY,MEDINA,14,0,GP
1998,Seneca Resources Corporation,Erie,COLDEN,MEDINA,3,0,GK
1981,"Celestial Realty Co., Inc.",Erie,ELMA,MEDINA,3,1,
1984,"Southwell, Russell  W",Chautauqua,BUSTI,GLADE,0,0,OB
1986,"Union Drilling,  Inc.",Seneca,VARICK,QUEENSTON,0,7,
1995,"Matrix Energy Development, Inc.",Chautauqua,CHARLOTTE,MEDINA,1,0,GK
1989,C & G Oil Co.,Allegany,WIRT,RICHBURG,0,0,OB
1990,"Friendship Dairies, Inc.",Allegany,FRIENDSHIP,MEDINA,1,0,
1996,"Everman, Henry G",Livingston,SPARTA,MARCELLUS,1,0,
1988,"O'Connor, James M.",Genesee,GENESEE,RICHBURG,0,0,
1998,L. W. Resources,Erie,EVANS,MEDINA,1,4,GK
1996,"Hunn, Douglas",Livingston,YORK,MEDINA,1,0,
1979,C L Haines Mfg Co.,Steuben,AVOCA,MARCELLUS,0,0,
1997,New York Gas & Oil Drilling Co,Chautauqua,POMFRET,MEDINA,4,0,GR
1993,Gemini Oil Company,Chautauqua,BUSTI,GLADE,0,0,OC
1974,National Fuel Gas Supply Corp.,Genesee,PEMBROKE,MEDINA,4,0,
1995,Belden & Blake Corporation,Chautauqua,RIPLEY,MEDINA,56,32,GK
1984,"Crooks, John C",Allegany,GENESEE,RICHBURG,0,0,OB
1988,Arkema Inc.,Erie,TONAWANDA,MEDINA,5,1,
1971,West Brothers,Genesee,PEMBROKE,MEDINA,6,0,GX
1996,"Bkg Truck Repair, LLC",Cattaraugus,COLD SPRING,UPPER DEVONIAN,5,0,
1995,"Ardent Resources, Inc.",Livingston,YORK,MEDINA,5,1,GH
1973,James V. Joyce/DBA Pipeline Co.,Steuben,,ORISKANY,1,0,GX
1998,"Nickerson, Elton & Katherine",Chautauqua,CHAUTAUQUA,MEDINA,1,0,
1978,"Shaner, Ray C.",Allegany,GENESEE,RICHBURG,0,0,
1987,Pennzoil Products Co.,Cattaraugus,OLEAN,ONONDAGA,0,0,"GJ,OX"
1987,"Empire Exploration, Inc.",Chautauqua,BUSTI,MEDINA,14,0,"GK,GX"
1986,"Kayak Gas & Oil Co.,  Inc.",Erie,EVANS,MEDINA,14,0,GK
1986,Joyce Management Corp.,Allegany,ANDOVER,PENNY,0,0,OB
1992,"Cotton Well Drilling Company,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1994,"Ardent Resources, Inc.",Ontario,PHELPS,MEDINA,0,1,
1988,CNG Transmission Corp.,Madison,LEBANON,HERKIMER-ONEIDA,2,0,GX
1980,"Carls, Kevin D.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1997,"Nornew, Inc.",Chautauqua,ELLICOTT,MEDINA,17,0,"GH,GK"
1969,"Birtcil, Harold W.",Allegany,,RICHBURG,0,0,
1997,Cunningham Natural Gas Corp.,Steuben,HOWARD,,0,1,
1998,"Geo Ventures, Inc.",Erie,CONCORD,MEDINA,3,0,GX
1984,"Seibel, William E",Erie,LANCASTER,MEDINA,1,0,
1980,"Renold, Inc.",Chautauqua,WESTFIELD,MEDINA,2,0,
1986,Walker Exploration & Production Corp.,Chautauqua,CLYMER,MEDINA,16,0,"GK,GX"
1987,"Hess, Lester H",Allegany,INDEPENDENCE,,2,0,
1986,Walker Exploration & Production Corp.,Chautauqua,ELLICOTT,MEDINA,1,2,GK
1979,Columbia Gas Transmission Corp.,Schuyler,SCHUYLER,ORISKANY,0,1,
1993,"Dick, James F Jr",Allegany,WIRT,RICHBURG,15,0,
1990,"Desert Gas Exploration, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,"OA,OC"
1999,Belden & Blake Corporation,Erie,MARILLA,MEDINA,2,1,GK
1970,Martiny & Guise,Cattaraugus,,BRADFORD,0,0,OA
1993,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,ONONDAGA-BASS ISLAND,0,0,OA
1996,"OI. Auburn, Inc.",Cayuga,SENNETT,QUEENSTON,1,0,GX
1989,"Allshouse, Alexander W",Chautauqua,BUSTI,GLADE,1,0,
1983,"Local Energy, Inc.",Erie,MARILLA,MEDINA,1,1,
1989,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,MEDINA,1,0,GK
1979,"Bucher, William C",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1989,BBI Curacao N.V.,Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OC"
1998,T.M. Quaintance Crude Oil Production,Allegany,ALMA,RICHBURG,0,0,OD
1996,Belden & Blake Corporation,Erie,HAMBURG,MEDINA,6,0,GK
1999,"Goose Creek Drilling, Inc.",Chautauqua,HARMONY,MEDINA,8,0,GX
1998,Schreiner Oil and Gas Inc.,Erie,AURORA,MEDINA,18,9,GX
1994,"Mosher, Victoria N.",Cattaraugus,DAYTON,MEDINA,1,0,
1999,Belden & Blake Corporation,Chautauqua,SHERMAN,MEDINA,10,0,"GH,GK"
1999,"Hydrocarbon Generation, Inc.",Wyoming,JAVA,MEDINA,12,0,GH
1998,Potter & Childs,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OD
1992,North Central Oil Corp.,Cattaraugus,LEON,MEDINA,9,0,GH
1994,"Chautauqua Energy, Inc.",Chautauqua,SHERMAN,MEDINA,17,1,GK
1997,Lomak Operating Company,Chautauqua,DUNKIRK,MEDINA,1,0,GK
1996,Avoca Farms Ltd,Steuben,AVOCA,MARCELLUS,2,0,
1993,"O'Shanter Resources,  Inc.",Chautauqua,STOCKTON,MEDINA,5,1,GX
1998,"Dougherty, Charles and Carolyn",Allegany,ANDOVER,FULMER VALLEY,0,0,
1986,Bay Energy Co-2,Erie,HAMBURG,MEDINA,1,0,GK
1994,Transfuel Resources Co.,Chautauqua,CHAUTAUQUA,MEDINA,146,17,"GH,GK"
1988,Gugino Greenhouses,Chautauqua,POMFRET,MEDINA,1,0,
1977,"Wilson, Peter R.",Allegany,,,0,0,OB
1996,Keicher Brothers Enterprises,Wyoming,BENNINGTON,MEDINA,1,0,
1979,"Hopkins, Angela",Chautauqua,DUNKIRK,MEDINA,2,0,GK
1990,"Local Energy, Inc.",Chautauqua,SHERIDAN,MEDINA,1,0,GK
1991,Keicher Brothers Enterprises,Wyoming,BENNINGTON,MEDINA,1,0,
1985,Marc Equity Realty Associates,Erie,CHEEKTOWAGA,MEDINA,0,1,
1995,"Weil Resources, Inc.",Erie,CONCORD,MEDINA,5,0,GK
1974,"Boswell, Estate of James B.",Chautauqua,BUSTI,GLADE,8,0,OA
1989,"Subsea Oil & Gas, Inc.",Erie,ELMA,MEDINA,1,1,GK
1975,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OC"
1996,"Stiegler, Richard M",Erie,CHEEKTOWAGA,MEDINA,1,0,
