ticket_id,issue_type,ticket_created_date_time,ticket_closed_date_time,ticket_status,neighborhood_district,city,state,case_title
101000719910,Large Item Trash/Garbage Pickup,08/18/2017 11:27:26 AM,08/30/2017 08:33:19 AM,Closed,MILAN,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000350911,Residential Recycling Programs,01/14/2015 04:25:27 PM,01/21/2015 10:49:50 AM,Closed,UPTOWN,NEW ORLEANS,LA,New Recycling Cart
101000692399,Abandoned Vehicle Reporting/Removal,06/14/2017 12:34:00 PM,10/09/2017 10:37:39 AM,Closed,MID-CITY,NEW ORLEANS,LA,Junked Vehicle
101000244294,Street Light,04/03/2014 12:16:26 PM,07/10/2014 04:17:12 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000614880,Trash/Garbage Pickup,11/03/2016 12:36:35 PM,11/08/2016 06:42:23 AM,Closed,TOURO,NEW ORLEANS,LA,Missed Collection
101000127697,Abandoned Vehicle Reporting/Removal,04/15/2013 09:04:07 AM,04/16/2013 03:53:48 PM,Closed,MID-CITY,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000817454,Residential Recycling Programs,06/12/2018 10:50:57 AM,09/21/2018 09:04:23 AM,Closed,OLD AURORA,NEW ORLEANS,LA,New Recycling Cart
101000138519,Residential Recycling Programs,05/14/2013 04:15:15 PM,05/20/2013 10:40:32 AM,Closed,MID-CITY,NEW ORLEANS,LA,New Recycling Cart
101000857074,Trash/Garbage Pickup,09/12/2018 09:57:17 AM,09/21/2018 01:41:50 PM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Replace Trash Cart
101000829366,Trash/Garbage Pickup,07/10/2018 09:36:43 AM,08/02/2018 02:19:44 PM,Closed,MID-CITY,NEW ORLEANS,LA,Start Trash Service
101000716736,Code Enforcement General Request,08/11/2017 04:54:00 PM,08/14/2017 11:36:51 AM,Closed,NEW AURORA - ENGLISH TURN,NEW ORLEANS,LA,Code Enforcement General Request
101000005859,Code Enforcement General Request,04/10/2012 12:03:20 PM,09/24/2012 02:35:44 PM,Closed,MILAN,NEW ORLEANS,LA,Code Enforcement General Request
101000815146,Traffic Sign,06/06/2018 09:26:00 AM,,Open,MARIGNY,NEW ORLEANS,LA,New Sign - Other
101000124299,Code Enforcement General Request,04/04/2013 01:56:08 PM,04/05/2013 10:22:43 AM,Closed,PLUM ORCHARD,NEW ORLEANS,LA,Code Enforcement General Request
101000604672,Pothole/Roadway Surface Repair,10/11/2016 01:07:00 PM,10/17/2016 01:03:24 PM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District B)
101000014807,Pothole/Roadway Surface Repair,05/08/2012 01:32:30 PM,,Open,DESIRE AREA,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District D)
101000218010,Traffic Signal,01/15/2014 12:14:37 PM,01/16/2014 11:20:48 AM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,Traffic Signal Flashing
101000266948,Code Enforcement General Request,06/03/2014 01:53:00 PM,06/04/2014 02:25:26 PM,Closed,OLD AURORA,NEW ORLEANS,LA,Code Enforcement General Request
101000604729,Trash/Garbage Pickup,10/11/2016 02:02:31 PM,10/13/2016 11:08:18 AM,Closed,MID-CITY,NEW ORLEANS,LA,Missed Collection
101000566051,Code Enforcement General Request,07/14/2016 12:22:00 PM,07/14/2016 01:57:31 PM,Closed,LEONIDAS,NEW ORLEANS,LA,Code Enforcement General Request
101000610901,Trash/Garbage Pickup,10/26/2016 10:46:59 AM,10/29/2016 05:41:10 AM,Closed,AUDUBON,NEW ORLEANS,LA,Missed Collection
101000472750,Trash/Garbage Pickup,11/03/2015 04:46:02 PM,11/10/2015 04:16:14 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Start Trash Service
101000127066,Residential Recycling Programs,04/11/2013 03:21:45 PM,04/11/2013 03:23:05 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,New Recycling Cart
101000694639,Street Light,06/20/2017 03:33:03 PM,06/28/2017 08:31:48 AM,Closed,CITY PARK,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000565149,Abandoned Vehicle Reporting/Removal,07/13/2016 09:12:00 AM,07/13/2016 09:17:24 AM,Closed,Unknown,Unknown,LA,Abandoned Vehicle Reporting/Removal
101000150600,Code Enforcement General Request,06/19/2013 12:58:02 PM,06/19/2013 01:18:21 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000785334,Street Light,03/13/2018 09:28:28 AM,03/15/2018 11:11:18 AM,Closed,HOLY CROSS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000240849,Abandoned Vehicle Reporting/Removal,03/25/2014 10:47:58 AM,08/25/2014 03:22:35 PM,Closed,NEW AURORA - ENGLISH TURN,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000003783,Street Name Sign,04/02/2012 08:29:52 AM,05/19/2014 11:55:49 AM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Missing street name sign
101000346223,Illegal Dumping Reporting,01/02/2015 11:03:58 AM,01/02/2015 11:04:18 AM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Illegal Dumping Report
101000085875,General Service Request,12/07/2012 10:31:02 AM,01/08/2013 09:48:00 AM,Closed,,,,Taxicab Bureau (Second Notification)
101000770658,Trash/Garbage Pickup,01/30/2018 08:37:34 AM,02/01/2018 03:40:32 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Missed Collection
101000534251,Trash/Garbage Pickup,04/27/2016 11:52:02 AM,04/28/2016 04:13:42 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Start Trash Service
101000882909,Residential Recycling Programs,11/12/2018 09:29:57 AM,,Open,UPTOWN,NEW ORLEANS,LA,New Recycling Cart
101000260904,Rodent Complaint,05/19/2014 10:36:01 AM,05/20/2014 04:30:00 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Rodent Complaint
101000557083,Abandoned Vehicle Reporting/Removal,06/22/2016 02:07:00 PM,11/28/2016 09:23:42 AM,Closed,ST. ROCH,NEW ORLEANS,LA,Vehicle on Private Property
101000822902,Code Enforcement General Request,06/25/2018 10:46:00 AM,06/25/2018 11:15:50 AM,Closed,MILAN,NEW ORLEANS,LA,Code Enforcement General Request
101000736241,Pothole/Roadway Surface Repair,10/02/2017 03:01:00 PM,10/05/2017 10:42:54 AM,Closed,McDONOGH,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District C)
101000452312,Trash/Garbage Pickup,09/11/2015 10:48:59 AM,09/16/2015 09:49:20 AM,Closed,MILNEBURG,NEW ORLEANS,LA,Repair Trash Cart
101000826687,Illegal Dumping Reporting,07/02/2018 03:38:52 PM,08/07/2018 08:42:19 AM,Closed,NEW AURORA - ENGLISH TURN,NEW ORLEANS,LA,Illegal Dumping Report
101000845104,Large Item Trash/Garbage Pickup,08/14/2018 01:53:18 PM,08/16/2018 04:50:34 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000682854,Traffic Signal,05/19/2017 10:42:00 AM,,Open,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Traffic Signal Signal Outage
101000148816,General Service Request,06/13/2013 03:11:07 PM,06/14/2013 12:46:04 PM,Closed,,,,Administrative Hearing Center
101000802612,Abandoned Vehicle Reporting/Removal,05/02/2018 02:08:00 PM,05/21/2018 09:34:45 AM,Closed,ST.  ANTHONY,NEW ORLEANS,LA,Junked Vehicle
101000362761,Large Item Trash/Garbage Pickup,02/13/2015 08:52:00 AM,02/18/2015 08:27:29 AM,Closed,LOWER GARDEN DISTRICT,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000612367,Abandoned Vehicle Reporting/Removal,10/28/2016 02:14:00 PM,11/14/2016 11:26:48 AM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Junked Vehicle
101000716527,Large Item Trash/Garbage Pickup,08/11/2017 01:13:44 PM,08/16/2017 05:53:35 AM,Closed,EAST RIVERSIDE,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000246572,Subsidence,04/10/2014 09:37:04 AM,,Open,ST.  ANTHONY,NEW ORLEANS,LA,Roadway Surface Repair - Subsidence
101000410516,NORDC Grass Service,06/05/2015 03:26:51 PM,09/14/2015 10:23:27 AM,Closed,,,,NORDC - Grass Service
101000574877,Illegal Dumping Reporting,08/03/2016 03:47:48 PM,08/30/2016 04:40:56 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Illegal Dumping Report
101000281921,Street Light,07/09/2014 02:45:31 PM,08/12/2014 08:28:37 AM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000239502,Road Shoulder Repair,03/20/2014 01:52:26 PM,,Open,HOLLYGROVE,NEW ORLEANS,LA,Road Shoulder Repair (District A)
101000245790,Code Enforcement General Request,04/08/2014 12:00:32 PM,04/08/2014 12:06:50 PM,Closed,GENTILLY WOODS,NEW ORLEANS,LA,Code Enforcement General Request
101000040014,Code Enforcement General Request,08/17/2012 09:21:53 AM,09/27/2012 02:24:11 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Code Enforcement General Request
101000025830,Street Flooding/Drainage,06/25/2012 01:31:01 PM,06/28/2012 09:00:48 AM,Closed,FILMORE,NEW ORLEANS,LA,Street Flooding/Drainage (District D)
101000515897,Dead Animal Pickup,03/10/2016 04:25:02 PM,11/01/2017 03:42:22 PM,Closed,HOLY CROSS,NEW ORLEANS,LA,Dead Animal Pickup
101000114684,General Service Request,03/08/2013 09:17:36 AM,03/08/2013 09:33:13 AM,Closed,,,,Finance - Revenue
101000584060,Large Item Trash/Garbage Pickup,08/23/2016 02:17:19 PM,08/25/2016 11:29:02 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000308415,Street Light,09/11/2014 10:24:09 AM,01/29/2016 03:29:08 PM,Closed,LAKEVIEW,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000644264,Residential Recycling Programs,02/07/2017 01:27:01 PM,04/18/2017 08:08:15 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Repair Recycling Cart
101000321194,Traffic Sign,10/15/2014 08:05:00 AM,10/28/2014 03:29:02 PM,Closed,GERT TOWN,NEW ORLEANS,LA,Damaged Sign - Stop
101000309447,Code Enforcement General Request,09/15/2014 09:33:00 AM,09/15/2014 09:48:19 AM,Closed,HOLLYGROVE,NEW ORLEANS,LA,Code Enforcement General Request
101000892612,Abandoned Vehicle Reporting/Removal,12/17/2018 10:33:00 AM,,Open,B. W. COOPER,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000725266,Street Light,08/30/2017 09:45:52 AM,09/01/2017 03:38:16 PM,Closed,HOLY CROSS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000848894,Trash/Garbage Pickup,08/23/2018 09:38:21 AM,08/25/2018 06:05:32 AM,Closed,IRISH CHANNEL,NEW ORLEANS,LA,Missed Collection
101000660802,Residential Recycling Programs,03/22/2017 03:25:18 PM,05/22/2017 05:57:15 PM,Closed,WEST RIVERSIDE,NEW ORLEANS,LA,New Recycling Cart
101000539209,Abandoned Vehicle Reporting/Removal,05/10/2016 08:34:00 AM,08/06/2016 01:00:38 PM,Closed,MILAN,NEW ORLEANS,LA,Junked Vehicle
101000727315,Traffic Signal,09/05/2017 03:26:00 PM,,Open,CENTRAL CITY,NEW ORLEANS,LA,Traffic Signal Signal Outage
101000551583,Street Light,06/09/2016 11:15:57 AM,06/13/2016 09:43:01 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000062366,Street Light,10/03/2012 04:34:01 PM,11/20/2012 01:41:37 PM,Closed,TOURO,NEW ORLEANS,LA,Non-urgent: Outage Or Cycling
101000595874,Street Light,09/19/2016 02:29:09 PM,09/27/2016 08:12:15 AM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000420917,Code Enforcement General Request,06/29/2015 02:46:00 PM,06/29/2015 03:54:53 PM,Closed,PONTCHARTRAIN PARK,NEW ORLEANS,LA,Code Enforcement General Request
101000688958,Catch Basin Maintenance,06/06/2017 11:00:00 AM,12/05/2017 11:38:20 AM,Closed,PLUM ORCHARD,NEW ORLEANS,LA,Catch Basin - Clogged
101000392382,Pothole/Roadway Surface Repair,04/28/2015 10:29:00 AM,12/21/2015 10:09:00 AM,Closed,LAKEVIEW,NEW ORLEANS,LA,Roadway Surface Repair - Pothole
101000008828,Pothole/Roadway Surface Repair,04/19/2012 07:52:57 AM,11/08/2012 04:57:21 PM,Closed,DILLARD,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District D)
101000860823,Code Enforcement General Request,09/19/2018 12:26:00 PM,09/19/2018 01:56:35 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Code Enforcement General Request
101000189856,Trash/Garbage Pickup,10/01/2013 09:02:09 AM,10/16/2013 03:30:04 PM,Closed,TULANE - GRAVIER,NEW ORLEANS,LA,Start Trash Service
101000594779,Pothole/Roadway Surface Repair,09/16/2016 08:19:00 AM,,Open,PINES VILLAGE,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District D)
101000842264,Street Light,08/07/2018 03:47:37 PM,09/05/2018 08:22:08 AM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Streetlight - On During Day
101000866956,Abandoned Vehicle Reporting/Removal,10/03/2018 10:52:07 AM,10/04/2018 09:56:39 AM,Closed,IRISH CHANNEL,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000357032,General Service Request,01/29/2015 03:05:55 PM,02/03/2015 08:53:59 AM,Closed,,,,Finance - Revenue
101000669411,Illegal Dumping Reporting,04/13/2017 01:42:43 PM,07/11/2017 04:48:30 PM,Closed,VILLAGE DE LEST,NEW ORLEANS,LA,Illegal Dumping Report
101000407178,Code Enforcement General Request,06/01/2015 10:38:00 AM,06/01/2015 03:40:18 PM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000637859,Abandoned Vehicle Reporting/Removal,01/19/2017 12:14:00 PM,07/10/2017 03:01:16 PM,Closed,HOLY CROSS,NEW ORLEANS,LA,Junked Vehicle
101000798991,Curb Repair,04/23/2018 11:22:55 AM,04/23/2018 11:28:30 AM,Closed,ST. ROCH,NEW ORLEANS,LA,Curb Repair
101000361261,Tree Service,02/10/2015 09:43:00 AM,06/15/2015 07:25:41 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Tree Service
101000010498,Street Flooding/Drainage,04/24/2012 02:25:05 PM,02/01/2018 09:15:31 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Street Flooding/Drainage (District D)
101000048116,Traffic Signal,09/02/2012 11:48:16 AM,10/15/2013 12:07:35 PM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,Signal Outage
101000148949,Street Light,06/14/2013 09:12:21 AM,07/01/2013 05:09:06 PM,Closed,OLD AURORA,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000486824,Pothole/Roadway Surface Repair,12/16/2015 08:45:00 AM,,Open,CENTRAL CITY,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District B)
101000818901,Residential Recycling Programs,06/14/2018 04:45:17 PM,09/11/2018 09:03:26 AM,Closed,HOLY CROSS,NEW ORLEANS,LA,New Recycling Cart
101000566901,Large Item Trash/Garbage Pickup,07/18/2016 08:44:00 AM,07/22/2016 08:50:07 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000374499,Pothole/Roadway Surface Repair,03/13/2015 04:36:00 PM,11/11/2016 09:48:28 AM,Closed,PINES VILLAGE,NEW ORLEANS,LA,Roadway Surface Repair - Pothole
101000716738,Abandoned Vehicle Reporting/Removal,08/11/2017 05:13:42 PM,08/14/2017 08:37:06 AM,Closed,HOLLYGROVE,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000574416,Abandoned Vehicle Reporting/Removal,08/03/2016 09:07:13 AM,08/04/2016 02:41:49 PM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000768969,Sidewalk Repair,01/24/2018 04:09:00 PM,,Open,UPTOWN,NEW ORLEANS,LA,Sidewalk - Broken or Cracked
101000266044,Code Enforcement General Request,06/02/2014 10:01:00 AM,06/02/2014 03:02:16 PM,Closed,WEST END,NEW ORLEANS,LA,Code Enforcement General Request
101000708148,Code Enforcement General Request,07/24/2017 02:35:00 PM,07/24/2017 02:40:26 PM,Closed,PONTCHARTRAIN PARK,NEW ORLEANS,LA,Code Enforcement General Request
101000719473,Large Item Trash/Garbage Pickup,08/17/2017 03:12:44 PM,08/30/2017 08:37:26 AM,Closed,OLD AURORA,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000196440,Street Light,10/21/2013 01:28:02 PM,05/05/2015 11:33:50 AM,Closed,PINES VILLAGE,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000594899,Abandoned Vehicle Reporting/Removal,09/16/2016 09:55:00 AM,10/07/2016 03:10:24 PM,Closed,PINES VILLAGE,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000867281,Catch Basin Maintenance,10/03/2018 03:00:00 PM,,Open,TALL TIMBERS - BRECHTEL,NEW ORLEANS,LA,Catch Basin - Clogged
101000859943,Large Item Trash/Garbage Pickup,09/18/2018 10:17:30 AM,09/20/2018 08:37:22 AM,Closed,CITY PARK,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000176233,Manhole Cover Maintenance,08/21/2013 12:27:07 PM,08/23/2013 08:29:37 AM,Closed,BLACK PEARL,NEW ORLEANS,LA,Manhole Cover - Missing
101000014750,Pothole/Roadway Surface Repair,05/08/2012 11:51:14 AM,07/30/2018 10:10:21 AM,Closed,DIXON,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District A)
101000195531,Sidewalk Repair,10/17/2013 11:07:05 AM,,Open,OLD AURORA,NEW ORLEANS,LA,Sidewalk - Broken or Cracked
101000723487,Catch Basin Maintenance,08/25/2017 01:56:00 PM,,Open,MID-CITY,NEW ORLEANS,LA,Catch Basin - Clogged
101000006611,Street Flooding/Drainage,04/12/2012 08:50:55 AM,11/13/2012 09:47:46 AM,Closed,WEST RIVERSIDE,NEW ORLEANS,LA,Street Flooding/Drainage (District A)
101000559926,Large Item Trash/Garbage Pickup,06/29/2016 03:28:00 PM,07/06/2016 07:15:46 AM,Closed,MID-CITY,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000736688,Street Light,10/03/2017 01:40:40 PM,10/11/2017 08:16:36 AM,Closed,BEHRMAN,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000085042,Street Light,12/05/2012 11:55:25 AM,10/23/2013 05:01:52 PM,Closed,BAYOU ST. JOHN,NEW ORLEANS,LA,Streetlight - Non-urgent - Outage Or Cycling
101000852137,Trash/Garbage Pickup,08/30/2018 11:45:15 AM,09/10/2018 11:48:51 AM,Closed,AUDUBON,NEW ORLEANS,LA,Replace Trash Cart
101000567318,Trash/Garbage Pickup,07/18/2016 01:49:00 PM,07/22/2016 07:06:41 AM,Closed,IRISH CHANNEL,NEW ORLEANS,LA,Missed Collection
101000792603,Abandoned Vehicle Reporting/Removal,04/03/2018 08:58:53 AM,04/04/2018 01:45:34 PM,Closed,TALL TIMBERS - BRECHTEL,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000891534,Trash/Garbage Pickup,12/12/2018 11:20:22 AM,,Open,PINES VILLAGE,NEW ORLEANS,LA,Missed Collection
101000434023,Large Item Trash/Garbage Pickup,07/29/2015 01:27:14 PM,08/04/2015 04:49:10 AM,Closed,LEONIDAS,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000146580,General Service Request,06/07/2013 08:55:09 AM,06/10/2013 02:10:43 PM,Closed,,,,Finance - Revenue
101000592824,Code Enforcement General Request,09/13/2016 08:32:00 AM,09/13/2016 09:48:13 AM,Closed,ST. ROCH,NEW ORLEANS,LA,Code Enforcement General Request
101000188593,Street Light,09/26/2013 11:21:20 AM,11/07/2013 02:44:33 PM,Closed,READ BLVD EAST,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000551873,Code Enforcement General Request,06/09/2016 03:49:00 PM,06/09/2016 04:42:59 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000816807,Trash/Garbage Pickup,06/11/2018 10:00:22 AM,06/18/2018 02:02:02 PM,Closed,BYWATER,NEW ORLEANS,LA,Replace Trash Cart
101000329523,Tree Service,11/05/2014 04:29:00 PM,10/05/2015 07:52:11 AM,Closed,WEST RIVERSIDE,NEW ORLEANS,LA,Tree Service
101000547357,Abandoned Vehicle Reporting/Removal,05/31/2016 11:22:00 AM,10/07/2016 07:39:21 AM,Closed,HOLLYGROVE,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000256018,Abandoned Vehicle Reporting/Removal,05/05/2014 04:10:00 PM,05/14/2014 10:21:28 AM,Closed,LOWER GARDEN DISTRICT,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000226629,General Service Request,02/13/2014 08:44:35 AM,02/13/2014 01:32:51 PM,Closed,,,,Code Enforcement
101000277540,Code Enforcement General Request,06/27/2014 11:45:00 AM,06/30/2014 11:46:56 AM,Closed,ST. BERNARD AREA,NEW ORLEANS,LA,Code Enforcement General Request
101000538380,Code Enforcement General Request,05/06/2016 10:57:00 AM,05/06/2016 11:25:13 AM,Closed,READ BLVD WEST,NEW ORLEANS,LA,Code Enforcement General Request
101000760047,Illegal Dumping Reporting,12/19/2017 02:00:08 PM,02/23/2018 08:52:14 AM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Illegal Dumping Report
101000734749,Large Item Trash/Garbage Pickup,09/27/2017 12:37:54 PM,09/29/2017 07:55:43 AM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000155443,Street Name Sign,07/03/2013 09:45:09 AM,03/18/2014 11:54:54 AM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Missing street name sign
101000154157,Code Enforcement General Request,06/28/2013 03:40:10 PM,07/01/2013 10:00:59 AM,Closed,DILLARD,NEW ORLEANS,LA,Code Enforcement General Request
101000883493,Traffic Signal,11/13/2018 11:23:00 AM,12/03/2018 02:47:41 PM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Traffic Signal Flashing
101000360107,Trash/Garbage Pickup,02/06/2015 10:30:27 AM,02/10/2015 04:56:30 PM,Closed,LAKE TERRACE & OAKS,NEW ORLEANS,LA,Repair Trash Cart
101000179538,Street Light,08/29/2013 04:03:10 PM,09/18/2013 01:36:03 PM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000621099,Abandoned Vehicle Reporting/Removal,11/21/2016 12:57:00 PM,01/19/2017 02:30:46 PM,Closed,BROADMOOR,NEW ORLEANS,LA,Junked Vehicle
101000555050,Code Enforcement General Request,06/17/2016 10:50:00 AM,06/17/2016 11:31:04 AM,Closed,UPTOWN,NEW ORLEANS,LA,Code Enforcement General Request
101000619889,Mosquito Control,11/16/2016 03:41:24 PM,11/28/2016 10:35:25 AM,Closed,MID-CITY,NEW ORLEANS,LA,Mosquito Control
101000581088,Trash/Garbage Pickup,08/17/2016 10:14:00 AM,08/26/2016 09:55:46 AM,Closed,HOLLYGROVE,NEW ORLEANS,LA,Missed Collection
101000156815,Pothole/Roadway Surface Repair,07/09/2013 12:19:59 PM,,Open,HOLLYGROVE,NEW ORLEANS,LA,Pothole/Roadway Surface Repair
101000485669,Abandoned Vehicle Reporting/Removal,12/11/2015 01:34:24 PM,12/16/2015 02:58:16 PM,Closed,ST. ROCH,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000468562,Residential Recycling Programs,10/23/2015 11:35:04 AM,12/01/2015 01:48:55 PM,Closed,AUDUBON,NEW ORLEANS,LA,Repair Recycling Cart
101000574426,Abandoned Vehicle Reporting/Removal,08/03/2016 09:16:00 AM,08/10/2016 08:31:05 AM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000744501,Trash/Garbage Pickup,10/26/2017 11:23:09 AM,10/27/2017 10:35:31 AM,Closed,OLD AURORA,NEW ORLEANS,LA,Missed Collection
