Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF208964,3021.24,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Marketing and Publicity ,Innovation Directorate,Aardman Animations Ltd,20678,1072.78,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Marketing and Publicity ,Innovation Directorate,Aardman Animations Ltd,20679,4210.03,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Total Security Protection Ltd,15618,9490.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Other,Business Support Directorate,PJE Solicitors,PJ/AJ/NE0006/1,24652.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9203439,30.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9223072,173.15,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48050,125.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48047,150.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Training,Business Support Directorate,Hands On Technology Transfer Inc,10093/10140CN,-2690.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Training,SABIP,Dod's Parliamentary Communications,PK041687,430.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Training,International Policy Directorate,Leap Languages,IPO/FRE/SOPINN/CC/2010-02,450.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Training,Business Support Directorate,SQS Group Ltd,UT74991,999.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Training,Trade Marks Directorate,Eventus Training & Events Ltd,1870,1004.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Training,Innovation Directorate,National School of Government,F438770,1590.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence Overseas,Trade Marks Directorate,Leasedrive Velo Rental Management Ltd,CRD00041586,-102.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48031,6.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48045,15.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48044,20.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48046,36.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,SABIP,Personal expenses name witheld,48049,41.15,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00395631,87.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48042,104.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48048,129.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00397358,134.23,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48043,157.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48041,194.56,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48041,194.57,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Books  Newspapers & Publications,Business Support Directorate,Menzies Distribution Ltd t/a Jones Yarrell,INV102745,176.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Computer hardware and software,Business Support Directorate,Specialist Computer Centres Plc,OP/L153829,191.18,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Computer hardware and software,Business Support Directorate,Specialist Computer Centres Plc,OP/L153830,191.18,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I271212,1292.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Int Co-operation,International Policy Directorate,Personal expenses name witheld,48056,400.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Machinery hire and maintenance,Business Support Directorate,Neopost Ltd,90851595,1022.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Machinery hire and maintenance,Business Support Directorate,Danwood Group Ltd,2471122,2325.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Maintenance of computers,Business Support Directorate,Open Text AG,91181731,975.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Maintenance of computers,Business Support Directorate,Specialist Computer Centres Plc,OP/L154774,5040.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Maintenance of computers,Business Support Directorate,Westpoint Peripherals Ltd,8345,7555.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Maintenance of computers,Business Support Directorate,Virgin Media,908251/08/05/10,29862.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Marketing and Publicity ,Innovation Directorate,Advanstar Communications (UK) Ltd,55092,4986.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Ian Williams Ltd,100936,3646.16,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Office Cleaning,Business Support Directorate,Thomas Waste Management Ltd,66328,170.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Office Cleaning,Business Support Directorate,Gremer Chemicals(UK) Ltd,211231,466.06,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Other Stationery & General Supplies,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9246583,183.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Other Stationery & General Supplies,Finance Directorate,Banner  Business Supplies Ltd,A-21886087,519.86,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Other Stationery & General Supplies,Finance Directorate,Banner  Business Supplies Ltd,A-21997096,805.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9246583,183.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9254204,615.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Payroll Costs,Business Support Directorate,LogicaCMG UK Ltd,HRS112720,3382.62,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48053,1152.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,251241-038,-48627.81,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,254232-033,-36899.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,903917-017,-24791.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,251241/08/02/10,-22616.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,254232-026,18906.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,908251/08/05/10,29862.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,251241-036,62568.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Training,Innovation Directorate,National School of Government,F438900,825.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Training,Finance Directorate,Palladium Training & Consultancy,67/10,955.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Training,Innovation Directorate,National School of Government,F438898,985.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Training,Chief Executive's Office,Praesta Partners LLP,HD165,1666.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48057,4.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,48052,86.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48058,150.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48054,186.93,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48055,211.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,Amazon,SGILES,2.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,Amazon,SGILES,2.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,Amazon,SGILES,3.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,Amazon,SGILES,3.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ss005,7.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ss004,10.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Patents Directorate,Amazon,HHART02,17.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Business Support Directorate,Amazon,ss003,19.77,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,OECD book shop,Fduts,20.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Patents Directorate,amazon,HHART01,33.02,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,International Policy Directorate,Amazon,RGRE007,34.24,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Business Support Directorate,Book Depository,ROMOU240,64.79,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Business Support Directorate,Training Library,ss006,176.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Books  Newspapers & Publications,Business Support Directorate,Personal expenses name witheld,ss007,206.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Amazon,TTHOM0908,9.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Websitepulse,ROMOU244,25.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Amazon,TTHOM0904,47.49,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,enomcentral,ROMOU243,48.64,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Misco,TTHOM0907,64.68,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Play.com,TTHOM0903,87.45,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Meeting Zone,ROMOU247,107.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,Circle Systems,ROMOU245,214.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Innovation Directorate,FedEx,ROMOU248,344.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,SightandSound.co.uk,TTHOM0905,519.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Business Support Directorate,GeoTrust,TTHOM0906,1234.16,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Computer hardware and software,Innovation Directorate,Statacorp,cmaye001,2170.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Business Support Directorate,Personal expenses name witheld,48062,18.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Business Support Directorate,(Refresh.shop)Coinadrink,ethib220,44.56,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Trade Marks Directorate,TESCO,MHAMB02,61.42,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Trade Marks Directorate,Celtic Manor,MHUMP16,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Trade Marks Directorate,Celtic Manor,MHUMP17,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Trade Marks Directorate,Celtic Manor,MHUMP18,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Trade Marks Directorate,Celtic Manor,MHUMP19,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Entertainment,Trade Marks Directorate,Celtic Manor,MHUMP20,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00909019,331.41,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00909018,2164.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I270996,146.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,IT Contractors,Business Support Directorate,Capgemini UK Plc,2.60E+13,10614.03,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF210743,348.34,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Maintenance of computers,Business Support Directorate,Bradmark Technologies UK Ltd,60308,3832.85,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 302,-56.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 399,27.73,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Screwfix,yjohn340,38.56,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Part Centre,Maurice 388,49.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Griffith Signs,Maurice 370,50.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & eyre,Maurice 392,52.92,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib219,53.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib218,57.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Bathrooms & showers direct.co.uk,Maurice 396,59.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib221,62.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,yjohn339,78.96,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Climate Centre,ethib217,94.03,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,yjohn337,132.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib223,153.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,yjohn336,163.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey&Eyre,ethib214,176.26,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Control Centre,Maurice 387,183.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Acorn Glass,Maurice 390,202.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,yjohn338,277.17,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Screwfix,yjohn333,299.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,yjohn335,312.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,,Newey & Eyre,Maurice 394,371.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD ,Maurice 389,513.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD ,Maurice 398,531.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,yjohn332,655.18,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Non - IT Consultants,Business Support Directorate,Rhomco Consulting Ltd,RCL552,10750.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Halfords,Maurice 391,28.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Personal expenses name witheld,ethib211,29.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Personal expenses name witheld,ethib213,33.78,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Liscombe,Maurice 397,47.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,PAT,Maurice 393,52.58,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Staffords Ltd,Maurice 395,138.93,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Office 2 Me,yjohn331,170.86,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Patents Directorate,Notetop,yjohn322,305.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2010,Office Supplies,Business Support Directorate,Personal expenses name witheld,ethib215,346.27,Not recorded
