Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1985,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,MEDINA,1,0,
1996,"Mulhollan, Edwin",Erie,ORCHARD PARK,MEDINA,1,0,
1986,"Eclipse Management Assoc., Inc",Chautauqua,MINA,MEDINA,1,0,GK
1975,Mamalu & Co.,Chautauqua,,MEDINA,0,1,
1981,"Abarta Oil & Gas, Inc.",Erie,EVANS,MEDINA,1,0,GK
1967,Iroquois Gas Corp.,Ontario,WEST BLOOMFIELD,MEDINA,3,0,GX
1999,Belden & Blake Corporation,Erie,BRANT,MEDINA,5,0,GK
1994,Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1988,"Anderson, Stanley K.",Chautauqua,GERRY,MEDINA,1,0,
1978,National Fuel Gas Supply Corp.,Erie,COLLINS,MEDINA,25,3,
1995,L. W. Resources,Cattaraugus,PERRYSBURG,MEDINA,2,0,
1989,Cabot Oil & Gas Corp.,Ontario,PHELPS,MEDINA-QUEENSTON,0,1,
1978,Witco Corp.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,GT
1987,"Sterling Energy, Inc.",Livingston,AVON,MEDINA,2,0,GX
1997,"Resource America, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA,0,0,GK
1997,Columbia Natural Resources  LLC,Chautauqua,HARMONY,MEDINA,15,0,GH
1986,"Templeton Energy,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,27,0,"GK,GX"
1971,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,OB
1986,"Park-Ohio Energy,  Inc.",Steuben,GREENWOOD,,0,1,
1999,"BDH Oil, Inc.",Cattaraugus,OLEAN,BRADFORD THIRD,0,0,OD
1989,"Estate of Potter, Joseph O",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,
1986,"Envirogas, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1995,Schreiner Oil and Gas Inc.,Chautauqua,HANOVER,MEDINA,10,1,GX
1973,Felmont Oil Corp.,Cattaraugus,,BRADFORD,0,0,
1986,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,1,0,"GK,GN"
1986,CNG Transmission Corp.,Erie,CONCORD,MEDINA,1,0,GI
1994,KCS Lenape Resources Corp.,Livingston,YORK,MEDINA,39,5,GI
1975,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,0,0,OB
1988,Oilmark & Co.,Chautauqua,DUNKIRK,MEDINA,2,3,GK
1998,"Field Service, Inc.",Erie,EDEN,MEDINA,1,0,GA
1994,"Alden Aurora Gas Co.,  Inc.",Genesee,DARIEN,MEDINA,1,0,GN
1984,"Wasson, Lisa J.",Livingston,LEICESTER,MEDINA,1,0,
1992,U S Energy Development Corp.,Chautauqua,SHERMAN,ONONDAGA-BASS ISLAND,0,0,GH
1987,"Desert Gas Exploration, Inc.",Chautauqua,ARKWRIGHT,MEDINA,5,0,"GK,GX"
1992,Cabot Oil & Gas Corp.,Chautauqua,SHERMAN,MEDINA,5,0,GH
1982,Vogt Akron Gas Association,Orleans,NEWSTEAD,MEDINA,1,0,GK
1998,"Buffalo Tournament Club, Inc.",Erie,LANCASTER,MEDINA,1,0,
1983,"Lenape Resources Corp., The",Wyoming,WARSAW,MEDINA,0,1,
1995,Whiting Well Partnership,Erie,NEWSTEAD,MEDINA,1,1,GX
1967,Iroquois Gas Corp.,Erie,CHEEKTOWAGA,MEDINA,3,0,GX
1996,"Dedrick, Douglas",Erie,AURORA,MEDINA,0,1,
1995,"Pefley Oil & Gas, Inc.",Erie,EVANS,MEDINA,0,1,
1995,"Frey Well Drilling, Inc.",Erie,LANCASTER,MEDINA,2,0,GK
1999,Dragon Eye Oil Co.,Allegany,WILLING,RICHBURG,0,0,
1999,"Eclipse Management Assoc., Inc",Chautauqua,HARMONY,MEDINA,0,3,
1997,Seneca Resources Corporation,Chautauqua,HANOVER,MEDINA,4,0,GK
1990,Douglas Oil & Gas Limited Partnership,Chautauqua,HARMONY,MEDINA,2,0,GX
1982,"Envirogas, Inc.",Cattaraugus,LITTLE VALLEY,MEDINA,0,2,
1995,"Otis Eastern Service, Inc.",Allegany,ANDOVER,FULMER VALLEY,0,0,OC
1994,"Matrix Energy Development, Inc.",Chautauqua,STOCKTON,MEDINA,0,1,GK
1980,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,MEDINA,2,0,GK
1977,Anderson Oil Co.,Steuben,BATH,ONONDAGA,2,0,GH
1981,"Kennemuth, R.L.",Allegany,BOLIVAR,RICHBURG,0,0,GX
1998,"Edwards, Thomas M. & Emma C.",Wyoming,ATTICA,MEDINA,1,0,
1987,"Chautauqua Natural Gas Co., Inc",Chautauqua,VILLENOVA,MEDINA,4,0,GK
1999,U S Energy Development Corp.,Erie,CONCORD,MEDINA,0,1,
1996,Eastern American Energy Corp.,Cattaraugus,RANDOLPH,MEDINA,54,3,"GH,OC"
1993,National Fuel Gas Supply Corp.,Erie,WEST SENECA,MEDINA,3,0,GK
1973,Queen City Drilling Co.,Erie,CHAUTAUQUA,MEDINA,4,0,GX
1990,"Chautauqua Energy, Inc.",Chautauqua,POMFRET,MEDINA,1,0,GX
1993,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,
1982,"Barnes, Gertrude",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1993,"McGinnis, Tom",Allegany,WILLING,RICHBURG,0,0,
1981,"Ebenezer Oil Co., Inc.",Allegany,ALMA,RICHBURG,0,0,OB
1997,"Seitz, Earl H.",Chautauqua,BUSTI,MEDINA,0,1,
1977,"McKee, Robert S",Allegany,WELLSVILLE,RICHBURG,0,0,
1981,Waste Water Treatment Plant,Chautauqua,DUNKIRK,MEDINA,1,0,
1990,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1987,National Fuel Gas Supply Corp.,Chautauqua,HANOVER,MEDINA,6,1,GK
1996,I Squared Energy II,Erie,NEWSTEAD,MEDINA,1,0,GX
1986,"Sheshunoff, Alex",Wyoming,ARCADE,MEDINA,0,0,
1995,"Decker, James K. & Tiffany J.",Chautauqua,BUSTI,GLADE,0,0,OA
1979,"Amarex, Inc.",Cattaraugus,,MEDINA,8,0,GK
1992,"20 Bliss Street, Inc.",Chautauqua,SHERIDAN,MEDINA,3,0,GK
1983,"Abarta Oil & Gas, Inc.",Erie,BRANT,MEDINA,2,0,
1999,Seneca Resources Corporation,Chautauqua,CLYMER,ONONDAGA,0,0,OD
1987,"Keystone Energy Oil & Gas, Inc",Cattaraugus,OTTO,MEDINA,37,0,"GK,GX"
1990,"Shawnee Exploration,  Inc.",Erie,BRANT,MEDINA,16,2,GK
1996,"Cameron, Howard F. & Shirley J",Chautauqua,CARROLL,MEDINA,1,0,
1988,Walker Exploration & Production Corp.,Chautauqua,PORTLAND,MEDINA,6,0,GK
1991,"Walchli, John W. Jr.",Steuben,WEST UNION,PENNY,0,0,"GK,OB"
1989,Exit 17 Truck Service,Cattaraugus,COLD SPRING,UPPER DEVONIAN,0,0,
1986,Gypsum Energy Management Co.,Genesee,PEMBROKE,MEDINA,3,0,"GR,GX"
1988,"Kidder Exploration, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,1,0,"GK,GX"
1991,U S Energy Development Corp.,Chautauqua,SHERIDAN,MEDINA,0,3,
1998,"Ardent Resources, Inc.",Madison,LEBANON,HERKIMER,1,0,GZ
1980,"Kaufman's Bakery, Inc.",Erie,BUFFALO,MEDINA,0,0,
1994,Lenco Drilling Co.,Cattaraugus,ALLEGANY,BRADFORD,0,2,
1993,"Weil Resources, Inc.",Erie,LACKAWANNA,MEDINA,2,0,GK
1997,Seneca Resources Corporation,Cattaraugus,OTTO,MEDINA,2,0,GK
1996,"Chapman-Bay Energy Co., Inc.",Erie,HAMBURG,MEDINA,1,0,GK
1986,"Yahn & Yahn, Inc.",Steuben,WEST UNION,FULMER VALLEY,2,0,OB
1993,"GFS Energy, Inc.",Erie,MARILLA,MEDINA,7,4,GK
1990,"Envirogas, Inc.",Chautauqua,ARKWRIGHT,MEDINA,1,0,GK
1996,"Rochez, Mary B.",Cattaraugus,PERRYSBURG,AKRON,1,0,
1984,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,MEDINA,22,3,GH
1987,"Baker, Gordon & Dorothy",Erie,ELMA,MEDINA,2,0,
1998,"Di Cerbo, Nicholas A.",Cattaraugus,OLEAN,BRADFORD,0,0,
1994,"EWP Lumber, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1975,Wyckoff Development Co.,Steuben,JASPER,ORISKANY,1,1,GK
1989,"Johnson, Daniel H",Chautauqua,BUSTI,GLADE,0,0,
1998,New York Gas & Oil Drilling Co,Chautauqua,ELLERY,MEDINA,0,2,
1978,"Lenape Resources Corp., The",Genesee,PAVILION,MEDINA,0,2,
1999,"Fitzgerald, Thomas J.",Allegany,CLARKSVILLE,RICHBURG,0,0,GX
1979,"Young, Douglas V.",Allegany,SCIO,RICHBURG,0,0,OB
1984,Wainoco.Oil & Gas Co.,Cattaraugus,LEON,MEDINA,8,1,GH
1982,"B.C.R. Development, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,OB
1988,A. J. Lease Account,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OC
1996,"Desert Gas Exploration, Inc.",Chautauqua,ARKWRIGHT,MEDINA,9,0,"GK,GX"
1986,"Roberts, Carl H",Allegany,CLARKSVILLE,CLARKSVILLE,0,0,OB
1994,"Smith, Wayne P.",Allegany,RUSHFORD,UPPER DEVONIAN,0,1,
1992,"Loring, Robert  H.",Allegany,WILLING,FULMER VALLEY,1,0,
1970,M & S Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1982,Consolidated Gas Supply Corp.,Chautauqua,CLYMER,MEDINA,1,1,
1995,Seneca Resources Corporation,Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1995,"Shultz, Martin K",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1997,"Kellner, C. Fred",Cattaraugus,OLEAN,BRADFORD,0,0,"OA,OD"
1996,CNG Transmission Corp.,Steuben,TROUPSBURG,ORISKANY,0,2,
1998,"Mahl, Barbara",Cattaraugus,ASHFORD,MEDINA,1,0,GX
1991,"Mosher, Victoria N.",Cattaraugus,DAYTON,MEDINA,1,0,
1995,"Brown, David S.",Chautauqua,NORTH HARMONY,MEDINA,1,0,GX
1998,"Frey Well Drilling, Inc.",Erie,MARILLA,MEDINA,0,1,
1998,L. W. Resources,Erie,EVANS,MEDINA,1,4,GK
1994,"Evinczik, Joseph A",,,,0,0,
1996,"Less, John F. Jr.",Erie,EDEN,MEDINA,0,1,
1997,L. W. Resources,Chautauqua,CHARLOTTE,MEDINA,2,1,
1984,"Deptuch, Michael Estate",Cayuga,SUMMERHILL,,1,0,
1973,Iroquois Gas Corp.,Allegany,ALMA,CHEMUNG,35,0,
1981,"Martiny, Charles",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1968,"Zink,  Howard H.",Cattaraugus,,CHIPMUNK,0,0,
1987,"Sherwood, Helen",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1990,Cabot Oil & Gas Corp.,Chautauqua,MINA,MEDINA,8,0,"GK,GX"
1997,Helmhold Oil,Allegany,WILLING,FULMER VALLEY,0,0,OD
1993,"Tony's, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,
1989,Joyce Western Corp.,Allegany,ANDOVER,FULMER VALLEY,3,0,
1987,CNG Transmission Corp.,Allegany,WILLING,ORISKANY,1,0,GI
1983,Energy Production Co.,Cattaraugus,OLEAN,BRADFORD,0,0,
1991,"20 Bliss Street, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1991,Walter C. Guthrie & Sons,Wyoming,COVINGTON,MEDINA,1,0,
1971,"Boswell, Estate of James B.",Chautauqua,BUSTI,GLADE,7,0,OA
1993,"Kidder Exploration, Inc.",Chautauqua,ELLERY,MEDINA,2,0,GK
1992,Gugino Greenhouses,Chautauqua,POMFRET,MEDINA,1,0,
1996,"Morse, John R.",Chautauqua,PORTLAND,MEDINA,0,1,
1989,Iroquois Central School District,Erie,ELMA,MEDINA,1,0,
1981,"Allshouse, Alexander W",Chautauqua,BUSTI,GLADE,1,0,
1991,"Dawydko, Ron",Erie,CLARENCE,MEDINA,3,0,
1993,"Barberi, Elberta",Erie,HOLLAND,MEDINA,1,0,
1997,Belden & Blake Corporation,Chautauqua,HARMONY,MEDINA,7,1,GH
1996,Dannic Energy Corp.,Chautauqua,CARROLL,GLADE,0,0,
1987,"Charlebois Energy Products, Inc",Chautauqua,CHAUTAUQUA,MEDINA,1,0,GH
1978,"Carls, Kevin D.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1998,"Shultz, Martin K",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1980,"Allshouse, Alexander W",Chautauqua,BUSTI,GLADE,2,0,
1983,Frisina Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1994,KCS Lenape Resources Corp.,Livingston,CALEDONIA,MEDINA,37,0,"GI,GX"
1998,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,10,0,GK
1983,Dunning Oil Co.,Allegany,GENESEE,RICHBURG,0,1,
1998,"Pan Energy Company, Inc.",Erie,ORCHARD PARK,MEDINA,1,0,GX
1993,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,0,0,"OA,OC"
1988,Eye Petroleum Association,Erie,EDEN,MEDINA,12,0,GK
1987,Columbia Gas Transmission Corp.,Chautauqua,CARROLL,MEDINA,1,0,GH
1987,Newman Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,"OA,OC"
1997,Seneca Resources Corporation,Erie,EVANS,MEDINA,3,0,GK
1993,"R. W. Taylor & Sons, Inc.",Wyoming,COVINGTON,MEDINA,1,0,
1986,"Templeton Energy,  Inc.",Chautauqua,SHERIDAN,MEDINA,4,0,GK
1987,"GFS Energy, Inc.",Erie,NEWSTEAD,MEDINA,4,1,"GK,GX"
1989,Silver Creek Drilling Corp.,Erie,EDEN,MEDINA,1,0,GK
1979,National Fuel Gas Supply Corp.,Chautauqua,,,0,0,
1997,"Rohm, Robert F. Jr.",Chautauqua,NORTH HARMONY,MEDINA,1,0,
1981,Lenacre Oil Co.,Chautauqua,BUSTI,GLADE,0,0,OB
1973,J.J.F.Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1993,"Overbagh, Malcolm & Sharon",Chautauqua,SHERMAN,MEDINA,1,0,
1984,"Templeton Energy,  Inc.",Erie,WALES,MEDINA,4,0,GK
1988,"American Penn Energy,  Inc.",Cattaraugus,EAST OTTO,MEDINA,0,2,
1985,"Holbrook, George W Jr",Allegany,ALMA,RICHBURG,0,0,OB
1980,Columbia Gas Transmission Corp.,Cattaraugus,CONEWANGO,MEDINA,0,2,
1993,TGX Corp.,Chautauqua,GERRY,MEDINA,10,1,GH
1978,"Conewango Valley Mills, Inc.",Cattaraugus,CONEWANGO,GLADE,2,0,GX
1985,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,ONONDAGA,1,0,"OA,GH"
1997,Seneca Resources Corporation,Cattaraugus,DAYTON,MEDINA,16,0,GK
1993,U S Energy Development Corp.,Chautauqua,ELLERY,MEDINA,5,2,GX
1980,U S Energy Development Corp.,Chautauqua,CHAUTAUQUA,MEDINA,31,3,"GH,GK"
1992,"Intoil, Inc.",Wyoming,PERRY,MEDINA,0,13,
1996,Symbol Oil Corp.,Erie,HAMBURG,MEDINA,1,0,GK
1998,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1999,"REI-NY, LLC",Chautauqua,GERRY,BASS ISLAND,1,0,"GH,OD"
1995,Estate of Donald O. Lewis,Erie,HOLLAND,MEDINA,0,1,
1986,Oilmark & Co.,Chautauqua,DUNKIRK,MEDINA,0,1,GK
1988,"Johnson, Daniel H",Chautauqua,BUSTI,GLADE,0,0,
1991,"Northrop, John H.",Oneida,SANGERFIELD,HERKIMER,1,0,
1973,Kinley Oil & Gas Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OB"
1977,Annex Oil Co.,Allegany,CLARKSVILLE,CLARKSVILLE,0,0,
1993,Ashland Farms LLC,Cayuga,LEDYARD,QUEENSTON,0,1,
1990,L. W. Resources,Chautauqua,NORTH HARMONY,MEDINA,3,0,GH
1988,"Dutton, Oscar E",Cattaraugus,HINSDALE,BRADFORD,0,0,
1992,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA-BASS ISLAND,0,3,"GH,OC"
1986,Midwest O & G Ltd Partnership,Chautauqua,HANOVER,MEDINA,1,0,GK
1998,"Taber, Grover E. Jr.",Oswego,WEST MONROE,TRENTON,1,0,
1992,Estate of Homer A. Keith,Oneida,SANGERFIELD,HERKIMER,0,1,
1984,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,MARCELLUS,11,0,
1997,Belden & Blake Corporation,Chautauqua,DUNKIRK,MEDINA,21,0,GK
1981,"Morse, Terry S",Chautauqua,PORTLAND,MEDINA,1,0,GK
1967,"Bunnell, Herbert F.",Allegany,BOLIVAR,WAUGH & PORTER,0,0,OB
1986,"Hampshire Oil & Gas, Inc.",Allegany,ALFRED,ORISKANY,1,1,GX
1999,"Ford Gum & Machine Co.,  Inc.",Erie,NEWSTEAD,MEDINA,1,1,GX
1986,National Fuel Gas Supply Corp.,Erie,ORCHARD PARK,MEDINA,3,0,GK
1991,"Universal Resources Holdings, Incorporated",Chautauqua,ELLICOTT,MEDINA,2,0,GK
1999,"Pero Farms, Inc.",Erie,BRANT,MEDINA,1,0,
1998,"Barberi, Elberta",Erie,HOLLAND,MEDINA,0,1,
1997,Estate of Debra Haire,Chautauqua,STOCKTON,MEDINA,1,0,
1999,"Lane, Dona M. & Kenneth S.",Chautauqua,HARMONY,MEDINA,1,0,
1999,"Boberg, Agnes",Cattaraugus,FREEDOM,MEDINA,2,0,
1983,"Bounty Holdings, Incorporated",Chautauqua,BUSTI,MEDINA,25,11,"GH,GK,GX"
1997,"Matrix Energy Development, Inc.",Erie,CONCORD,MEDINA,2,0,GK
1984,"Templeton Energy,  Inc.",Erie,MARILLA,MEDINA,7,0,GK
1996,"Lee Oil Company, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,
1990,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,AKRON,15,1,GK
1995,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,MEDINA,1,1,
