Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,New York,Nutrition,Agriculture and Farming,Community,Strategic Farm and Food Product Development,LEG,017AGF
2010,1,Massachusetts,Obesity,Menu Labeling,School/After School,School Nutrition,LEG,032MNL
2009,1,New York,Obesity,Food Restrictions,Community,Appropriations for Support of Government,LEG,020FOR
2011,1,Oregon,Nutrition,Appropriations,Restaurant/Retail,Nutrition,LEG,002APP
2011,1,New York,Nutrition,Appropriations,Restaurant/Retail,Calcium Purchasing Preference Initiative,LEG,002APP
2009,1,Texas,Nutrition,Medical Care,Community,Applicants for Drivers Licenses,LEG,026MEC
2011,1,New Jersey,Nutrition,Healthier Food Retail and Food Deserts,Community,Sale and Lease of Unneeded Public Property,LEG,021HFR
2011,1,Hawaii,Nutrition,Vending,Work Place,Tax Credits,LEG,051VEN
2011,1,New Jersey,Obesity,Food Restrictions,Community,Mobile Farmers Market and Produce Voucher Program,LEG,020FOR
2012,1,South Carolina,Nutrition,Task Forces/Councils,Community,To Amend the Codes of South Carolina<br>,LEG,047TFC
2009,1,Florida,Nutrition,Food Security,Restaurant/Retail,Prevention of Obesity,LEG,023FOS
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation System Reform,LEG,049BED
2010,1,Hawaii,Nutrition,Medical Care,Community,Hybrid Bicycles,LEG,026MEC
2010,1,Illinois,Nutrition,Farmers Markets,Restaurant/Retail,Farmers Market Technology Improvement Program,LEG,016FAM
2009,1,California,Physical Activity,Pedestrians/Walking,School/After School,Pupil Safety: Walking Schoolbus,LEG,052PED
2013,1,Texas,Physical Activity,Initiatives and Programs,School/After School,Resolution,LEG,053INP
2011,1,Arizona,Nutrition,Access to Healthy Foods,Community,Long Term Care Facilities and Standards,LEG,001AHF
2007,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrian Safety,LEG,049BED
2011,1,Maine,Obesity,Liability and Indemnity,Community,Individual and Small Group Health Plans,LEG,030LAI
2011,1,West Virginia,Nutrition,Agriculture and Farming,Community,Charitable Organizations and Property Taxation,LEG,017AGF
2010,1,Delaware,Nutrition,School Nutrition,Community,2010 Appropriations,LEG,043SNU
2010,1,Pennsylvania,Obesity,Appropriations,Community,Capital Budget for the Fiscal Year 2010-2011,LEG,002APP
2011,1,Texas,Obesity,Menu Labeling,School/After School,School Food Information,LEG,032MNL
2010,1,Arizona,Nutrition,Incentives,Restaurant/Retail,Transaction Privilege Tax and Soft Drinks,LEG,029INC
2010,1,Colorado,Nutrition,Appropriations,Medical and/or Hospital,Licensing Fees for Long-term Care,REG,002APP
2011,1,Massachusetts,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations<br>,LEG,001AHF
2009,1,Oregon,Obesity,Appropriations,School/After School,Access to Physical Opportunities in Schools,LEG,002APP
2011,1,Missouri,Nutrition,Appropriations,School/After School,Commission on Prevention and Management of Obesity,LEG,002APP
2010,1,Rhode Island,Nutrition,Medical Care,Community,Motor and Other Vehicles,LEG,026MEC
2011,1,Texas,Obesity,Task Forces/Councils,Community,Interagency Obesity Council,LEG,047TFC
2013,1,Wisconsin,Physical Activity,Incentives,Work Place,An Act Relating to an Income and Franchise Tax Credit for Workplace Wellness Programs,LEG,029INC
2010,1,Hawaii,Obesity,Menu Labeling,Restaurant/Retail,Food Safety,LEG,032MNL
2011,1,Texas,Obesity,Food Restrictions,Restaurant/Retail,Interagency Obesity Council,LEG,020FOR
2011,1,Mississippi,Obesity,Disparities/Equity,School/After School,School Curriculum,LEG,013DEQ
2015,1,New York,Nutrition,Task Forces/Councils,School/After School,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,047TFC
2012,1,New York,Nutrition,Agriculture and Farming,School/After School,Relates to Obesity Prevention<br>,LEG,017AGF
2011,1,Louisiana,Physical Activity,Public Safety,Community,Redevelopment Districts,LEG,039SAF
2004,1,Georgia,Nutrition,Agriculture and Farming,Community,An Act to Make and Provide Appropriations <br>,LEG,017AGF
2011,1,Missouri,Nutrition,Access to Healthy Foods,Restaurant/Retail,Farm to Table Advisory Board,LEG,001AHF
2013,1,Texas,Nutrition,Farm Direct Foods,Community,An Act Relating to Establishing a Pilot Program for the Purchase of Produce at Farmersâ Markets under Certain Nutrition Assistance Programs,LEG,015FDF
2009,1,Oregon,Nutrition,Appropriations,Community,Agricultural Development Division,LEG,002APP
2011,1,North Carolina,Obesity,Health Insurance Coverage,Medical and/or Hospital,Body Mass Index and Tobacco Use,LEG,028HIC
2009,1,Pennsylvania,Nutrition,Sodium,School/After School,Education Code,LEG,045SOD
2011,1,California,Physical Activity,Public Transportation,Community,Vehicles: Traffic Control Device: Standards: Committee,LEG,040TRS
2010,1,New Mexico,Nutrition,Nutrition Standards,Early Care and Education,Child Care Assistance Programs,REG,010NUS
2010,1,Michigan,Nutrition,Agriculture and Farming,Restaurant/Retail,Agriculture Industry,LEG,017AGF
2010,1,Massachusetts,Nutrition,Task Forces/Councils,Medical and/or Hospital,Fiscal Year 2011 Budget,LEG,047TFC
2011,1,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Community,Driver License Examination,LEG,049BED
2010,1,New Hampshire,Nutrition,Appropriations,School/After School,Body Mass Index Assessments of Pupils,LEG,002APP
2007,1,New Mexico,Nutrition,Appropriations,Community,Food Gap Task Force,LEG,002APP
2011,1,West Virginia,Obesity,Portion Size,Restaurant/Retail,Healthy Lifestyles Restaurant Calorie Posting Program,LEG,038POS
2009,1,Texas,Obesity,Appropriations,School/After School,Physical Activity Requirements in School Districts,LEG,002APP
2005,1,Washington,Nutrition,Correctional Facilities Farms Programs,Community,Interagency Council on Health Disparities,LEG,018CFP
2012,1,New York,Nutrition,Initiatives and Programs,School/After School,An Act in Relation to Combating Incidences of Adult and Childhood Obesity<br>,LEG,053INP
2011,1,Connecticut,Physical Activity,Public Transportation,Community,Brownfield Remediation and Development,LEG,040TRS
2013,1,Washington,Physical Activity,Pedestrians/Walking,Community,An Act Relating to Community Redevelopment Financing in Apportionment Districts,LEG,052PED
2010,1,Missouri,Obesity,Task Forces/Councils,Community,Obesity Commission,LEG,047TFC
2013,1,District of Columbia,Nutrition,Healthier Food Retail and Food Deserts,Community,Health Enterprise Zone Act of 2013,LEG,021HFR
2009,1,New York,Obesity,Appropriations,Community,Waterfront Revitalization Demonstration Program,LEG,002APP
2013,1,Delaware,Nutrition,Breastfeeding,Medical and/or Hospital,In Support of Nutrition Education and Outreach for Moms and Babies,LEG,007BFD
2009,1,Massachusetts,Physical Activity,Public Safety,Community,Infrastructure Program,LEG,039SAF
2011,1,New Mexico,Obesity,Appropriations,Community,Bicycles and Traffic Control Signals,LEG,002APP
2005,1,North Carolina,Nutrition,Healthier Food Retail and Food Deserts,School/After School,School Food and Nutrition,LEG,021HFR
2010,1,Louisiana,Nutrition,Agriculture and Farming,Restaurant/Retail,Strawberries Labeling,LEG,017AGF
2010,1,Maryland,Physical Activity,School Siting,School/After School,Public Schools,LEG,042SIT
2011,1,Texas,Nutrition,Appropriations,School/After School,Programs to Improve Health of Public School Students,LEG,002APP
2011,1,Arizona,Nutrition,Incentives,Community,Tax on Sweetened Beverages,LEG,029INC
2011,1,Rhode Island,Nutrition,Appropriations,Community,Supplemental Nutrition Program,REG,002APP
2007,1,Maine,Physical Activity,Appropriations,Community,Passenger Rail Funding,LEG,002APP
2009,1,New Jersey,Nutrition,Medical Care,Community,Motorists Operating Requirement,LEG,026MEC
2010,1,California,Physical Activity,Bicycling,Community,Transportation,LEG,005BIK
2010,1,New York,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Greenmarket Definition,LEG,021HFR
2012,1,New York,Nutrition,Access to Healthy Foods,Community,An Act in Relation to Combating Incidences of Adult and Childhood Obesity<br>,LEG,001AHF
2009,1,Iowa,Nutrition,School Nutrition,School/After School,School Breakfast and Lunch Program,REG,043SNU
2009,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation,LEG,049BED
2009,1,Ohio,Nutrition,Farm Direct Foods,Community,WIC Program,REG,015FDF
2010,1,Oklahoma,Physical Activity,Task Forces/Councils,Restaurant/Retail,Public Health And Safety,LEG,047TFC
2012,1,Delaware,Nutrition,Disparities/Equity,Community,Commending the Food Bank of Delaware<br>,LEG,013DEQ
2011,1,Maine,Nutrition,Appropriations,Community,Individual and Small Group Health Plans,LEG,002APP
2013,1,Texas,Nutrition,Disparities/Equity,Restaurant/Retail,Prohibiting the Purchase of Certain Food Items,LEG,013DEQ
2011,1,North Carolina,Nutrition,Access to Healthy Foods,School/After School,Healthy Schools Act,LEG,001AHF
2010,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,Richardson Center Corporation,LEG,049BED
2011,1,Minnesota,Obesity,Appropriations,Community,Transportation,LEG,002APP
2009,1,Florida,Obesity,Portion Size,Early Care and Education,Child Care Standards,REG,038POS
2010,1,Tennessee,Obesity,Menu Labeling,Community,Appropriations,LEG,032MNL
2010,1,Washington,Physical Activity,Public Transportation,Community,Economic Crisis Revenue Bill,LEG,040TRS
2015,2,Kentucky,Nutrition,Appropriations,Community,"""An act amending the 2014-2016 executive branch and transportation cabinet biennial budgets, making an appropriation therefor, and declaring an emergency""",LEG,002APP
2011,1,Hawaii,Nutrition,Liability and Indemnity,School/After School,Capital Improvement Projects for the Benefit of the Fir,LEG,030LAI
2010,1,Maryland,Obesity,Food Restrictions,Community,Fees for Community Health Programs,REG,020FOR
2009,1,California,Obesity,Appropriations,Community,Transit Village Developments: Infrastructure Financing,LEG,002APP
2011,1,Texas,Obesity,Appropriations,School/After School,Public School Health and Fitness Program Recognition,LEG,002APP
2009,1,Maine,Nutrition,Farm Direct Foods,School/After School,Farm to School Efforts,LEG,015FDF
2011,1,West Virginia,Nutrition,Incentives,Community,Provisions of Sales and Use Tax,LEG,029INC
2010,1,Nebraska,Nutrition,Fruits and Vegetables,Community,"Sales and Use Tax, Declaratory Orders",REG,025FAV
2009,1,District of Columbia,Nutrition,Healthier Food Retail and Food Deserts,Community,Neighborhood Supermarket Tax Relief Clarification,LEG,021HFR
2009,1,Illinois,Obesity,Appropriations,Community,Act Amendments,LEG,002APP
2011,1,Mississippi,Physical Activity,Physical Activity Requirements,Community,Council on Combating Obesity,LEG,035PAR
2010,1,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Department of Agriculture and Commerce,LEG,002APP
2009,1,Massachusetts,Nutrition,Agriculture and Farming,Community,Electronic Benefit Transfer Farmers Market Project,LEG,017AGF
2009,1,Massachusetts,Nutrition,Disparities/Equity,Community,Racial and Ethnic Health Disparities,LEG,013DEQ
2010,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Arlington Route 60 Safety Study,LEG,049BED
2011,1,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Health Foods,LEG,002APP
2011,1,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,Agribusiness,LEG,017AGF
2010,1,Missouri,Nutrition,Appropriations,Community,Department of Social Services Appropriation,LEG,002APP
2012,1,Kentucky,Physical Activity,Incentives,Work Place,State Employee Health Insurance<br>,LEG,029INC
2011,1,Hawaii,Nutrition,Fruits and Vegetables,School/After School,Child Nutrition Programs,LEG,025FAV
2009,1,Massachusetts,Nutrition,Food Security,Restaurant/Retail,Labeling of Certain Food Products,LEG,023FOS
2011,1,Massachusetts,Physical Activity,Public Transportation,Community,Smart Growth Zoning and Housing Production,LEG,040TRS
2009,1,West Virginia,Physical Activity,Task Forces/Councils,School/After School,Lifestyle Planning,LEG,047TFC
2007,1,Vermont,Nutrition,Agriculture and Farming,School/After School,Split Healthcare Benefit Designs,LEG,017AGF
2004,1,Alabama,Physical Activity,Physical Education Requirements,School/After School,Healthy Lifestyle Programs in Schools,LEG,036PER
2009,1,Iowa,Nutrition,Nutrition Standards,School/After School,Health Kids Act,LEG,010NUS
2011,1,Arkansas,Physical Activity,Appropriations,Community,Appropriation to the Department of Finance,LEG,002APP
2009,1,Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Community,Taxation,LEG,021HFR
2011,1,Idaho,Nutrition,Appropriations,Community,Local Land Use Planning and Production,LEG,002APP
2011,1,California,Nutrition,Agriculture and Farming,Community,An Act Related to Public Health<br>,LEG,017AGF
2009,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrian Safety and Traffic Control,LEG,049BED
2011,1,Rhode Island,Nutrition,Agriculture and Farming,School/After School,Sales and Use Taxes for Vending Machines,LEG,017AGF
2013,1,Texas,Physical Activity,Incentives,Work Place,Resolution,LEG,029INC
2010,1,Wisconsin,Nutrition,Farmers Markets,Community,Locally Grown Food in School Meals,LEG,016FAM
2010,1,Idaho,Nutrition,Appropriations,Restaurant/Retail,Locally Grown Food Productions,LEG,002APP
2011,1,Maryland,Physical Activity,Bicycling,Community,Annual Corrective Bill,LEG,005BIK
2009,1,Kentucky,Nutrition,Appropriations,Community,Breast Feeding,LEG,002APP
2011,1,Hawaii,Obesity,Food Restrictions,School/After School,Child Nutrition Programs,LEG,020FOR
2010,1,Mississippi,Nutrition,Appropriations,School/After School,Body Mass Index,LEG,002APP
2011,1,Iowa,Nutrition,Food Policy Councils,Community,Production Processing,LEG,022FPC
2005,1,New York,Nutrition,Food Security,Community,An Act  Making Appropriations,LEG,023FOS
2009,1,Michigan,Obesity,Food Restrictions,Community,Farmers Markets,LEG,020FOR
2009,1,New York,Obesity,Menu Labeling,Community,Clean Water Jobs Bond Acts,LEG,032MNL
2009,1,New York,Obesity,Appropriations,Community,Empire State Housing Investment Fund Act,LEG,002APP
2012,1,Kansas,Obesity,Initiatives and Programs,Community,Resolution,LEG,053INP
2010,1,New Mexico,Nutrition,Initiatives and Programs,Early Care and Education,Child Care Assistance Programs,REG,053INP
2011,1,Maryland,Obesity,Appropriations,Restaurant/Retail,Raw Agricultural Products Sales,LEG,002APP
2011,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,Building of More Modern Transportation Systems,LEG,006BMI
2010,1,Missouri,Nutrition,Access to Healthy Foods,Community,Farm to Institution Initiative,LEG,001AHF
2002,1,Louisiana,Physical Activity,Initiatives and Programs,Community,An Act Making Appropriations <br>,LEG,053INP
2010,1,Alabama,Nutrition,Appropriations,Community,Farmers Market,LEG,002APP
2009,1,Connecticut,Obesity,Menu Labeling,Community,Economic Development,LEG,032MNL
2011,1,California,Obesity,Appropriations,Restaurant/Retail,CalFresh,LEG,002APP
2011,1,New York,Nutrition,Medical Care,Community,Parking in a Bicycle Lane,LEG,026MEC
2011,1,Utah,Physical Activity,Built Environment and Street-Scale Design,Community,Community Development and Renewal Agencies,LEG,049BED
2012,3,South Carolina,Nutrition,Appropriations,Community,Appropriations,LEG,002APP
2009,1,Colorado,Physical Activity,School Siting,School/After School,Full-Day Kindergarten Facility Capital Construction,REG,042SIT
2012,1,Michigan,Physical Activity,"Parks, Recreation and Trails",Community,An Act Making Appropriations,LEG,034PRT
2011,1,Utah,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrians on Freeways,LEG,049BED
2011,1,Montana,Nutrition,Appropriations,Medical and/or Hospital,Incentive Programs to Reward Healthy Choices,LEG,002APP
2012,1,Mississippi,Nutrition,Nutrition Standards,Early Care and Education,Regulations Governing Licensure of Child Care Facilities<br>,REG,010NUS
2009,1,Washington,Nutrition,Medical Care,Community,Project Improvements Including Public Transportation,LEG,026MEC
2009,1,Georgia,Obesity,Body Mass Index (BMI),School/After School,Regional Planning,REG,006BMI
2011,1,California,Nutrition,Farm Direct Foods,Medical and/or Hospital,Public Contracts: Healthy and Sustainable Food,LEG,015FDF
2015,1,Hawaii,Obesity,Initiatives and Programs,Community,Interagency Obesity Council,LEG,053INP
2010,1,Hawaii,Obesity,Appropriations,School/After School,State Diet Programs,LEG,002APP
2011,1,Florida,Obesity,Appropriations,Community,State Revenue Enhancement Act of 2011,LEG,002APP
2009,1,Florida,Obesity,Appropriations,Community,Sales and Use Tax,LEG,002APP
2011,1,Mississippi,Nutrition,Incentives,Community,Exercise Equipment Retail Sales Tax,LEG,029INC
2011,1,Massachusetts,Nutrition,Food Security,Community,An Act Making Appropriations<br>,LEG,023FOS
2011,1,Oregon,Nutrition,School Nutrition,Community,Oregon Farm To School and School Garden Program,LEG,043SNU
2010,1,New York,Obesity,Liability and Indemnity,Community,State Fiscal Plan,LEG,030LAI
2011,1,Maryland,Nutrition,Farm Direct Foods,Community,Food Service Facility,LEG,015FDF
2012,1,New Mexico,Nutrition,School Nutrition,School/After School,Making an Appropriation to Provide New Mexico-grown Fresh Fruits and Vegetables for School Lunches<br>,LEG,043SNU
2011,1,California,Obesity,Front of Package Labeling,School/After School,Public Postsecondary Education: Joint-Use Facilities,LEG,024FOP
2010,1,Georgia,Obesity,Appropriations,Community,Private Driveways,LEG,002APP
2011,1,Wyoming,Nutrition,Appropriations,Medical and/or Hospital,Licensure of Hospitals,REG,002APP
2011,1,California,Nutrition,Agriculture and Farming,Community,Budget Act of 2011,LEG,017AGF
2007,1,Wisconsin,Nutrition,Food Assistance Programs,School/After School,Various Amendments,LEG,003FAP
2010,1,Illinois,Nutrition,Appropriations,School/After School,School Breakfast and Lunch Program Act,LEG,002APP
2011,1,New York,Obesity,Appropriations,School/After School,Task Force on Food and Physical Education,LEG,002APP
2010,1,California,Obesity,Liability and Indemnity,Restaurant/Retail,Taxation: Sweetened Beverage Tax: Childrens Health Fund,LEG,030LAI
2011,1,Washington,Physical Activity,Incentives,Community,Categorical Exemptions for Development,LEG,029INC
2010,1,Alabama,Obesity,Appropriations,Restaurant/Retail,Farmers Market,LEG,002APP
2009,1,Montana,Nutrition,Medical Care,Community,Bicycle Stop Requirements,LEG,026MEC
2011,1,Iowa,Nutrition,Liability and Indemnity,Community,Federal Fiscal Year,LEG,030LAI
2011,1,Florida,Obesity,Appropriations,Community,Growth Management,LEG,002APP
2009,1,California,Physical Activity,Built Environment and Street-Scale Design,Community,Santa Clara Valley Transportation Authority,LEG,049BED
2009,1,Michigan,Nutrition,Appropriations,Community,Community Health Appropriations,LEG,002APP
2011,1,Minnesota,Physical Activity,Public Transportation,Restaurant/Retail,Stadiums,LEG,040TRS
2012,1,Mississippi,Nutrition,Access to Healthy Foods,Community,An Act Amending Food Assistance Program Requirements<br>,LEG,001AHF
2010,1,Virginia,Obesity,Menu Labeling,Community,Enterprise Zone Grant Program,REG,032MNL
2009,1,New York,Nutrition,Appropriations,Community,State Budget,LEG,002APP
2009,1,Maryland,Nutrition,Appropriations,Community,Health Insurance Wellness Incentives,LEG,002APP
2011,1,New York,Physical Activity,Pedestrians/Walking,Community,The New York State Smart Growth Interagency Task Force,LEG,052PED
2004,1,Virginia,Physical Activity,Physical Education Requirements,School/After School,Physical Education in Elementary Schools,LEG,036PER
2011,1,Hawaii,Nutrition,Appropriations,School/After School,"Kalo, Taro Farms, School Meals",LEG,002APP
2007,1,Rhode Island,Obesity,Appropriations,Work Place,Public Officers and Employees,LEG,002APP
2011,1,Colorado,Nutrition,Medical Care,Community,Surface Transportation Funding,LEG,026MEC
2012,1,Indiana,Nutrition,Fruits and Vegetables,School/After School,Farm-to-School<br>,LEG,025FAV
2003,1,Arkansas,Physical Activity,Appropriations,Community,Department of Parks and Tourism,LEG,002APP
2011,1,Pennsylvania,Obesity,Liability and Indemnity,Work Place,Healthy Living Committee Discount,LEG,030LAI
2001,1,Illinois,Nutrition,Appropriations,Community,An Act Making Appropriations,LEG,002APP
2011,1,Mississippi,Obesity,Appropriations,Restaurant/Retail,Mississippi Dairy Industry Stabilization Act,LEG,002APP
2011,1,Michigan,Nutrition,Farm Direct Foods,Community,Downtown Development Authorities,LEG,015FDF
2009,1,Massachusetts,Nutrition,Sodium,School/After School,Transportation System Modernization,LEG,045SOD
2011,1,Illinois,Physical Activity,Public Transportation,Community,Road Funds,LEG,040TRS
2009,1,Tennessee,Obesity,Body Mass Index (BMI),Community,Public Planning,LEG,006BMI
2005,1,Maine,Nutrition,Fruits and Vegetables,School/After School,School Nutrition Education,LEG,025FAV
2011,1,Hawaii,Nutrition,Appropriations,Community,Agribusiness Cooperative Program Task Force,LEG,002APP
2009,1,Oregon,Obesity,Appropriations,Community,Designation of Scenic and Regional Trails,REG,002APP
2011,1,Maine,Nutrition,Fruits and Vegetables,School/After School,Locally Grown Food and Schools,LEG,025FAV
2011,1,Maine,Physical Activity,"Parks, Recreation and Trails",Community,Plantations and Tax Increment Financing,LEG,034PRT
2014,3,West Virginia,Obesity,Access to Drinking Water,School/After School,Standards for School Nutrition,REG,014ADW
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,School/After School,Transportation System Modernization,LEG,049BED
2010,1,Michigan,Physical Activity,Task Forces/Councils,Community,Intermunicipality Committees,LEG,047TFC
2007,1,Vermont,Nutrition,Appropriations,Community,Split Healthcare Benefit Designs,LEG,002APP
2011,1,Massachusetts,Nutrition,Farm Direct Foods,Community,Liability of Farmer Markets,LEG,015FDF
2012,1,Hawaii,Nutrition,Incentives,Community,An Act  Relating  to Health,LEG,029INC
2011,1,Hawaii,Nutrition,Access to Healthy Foods,School/After School,Hawaii Grown Produce,LEG,001AHF
2011,1,Louisiana,Obesity,Body Mass Index (BMI),Work Place,Obesity Study,LEG,006BMI
2009,1,Hawaii,Obesity,Appropriations,Community,Hawaii Community Development Authority and Transit,LEG,002APP
2010,1,Florida,Obesity,Appropriations,Work Place,Health Care,LEG,002APP
2011,1,Hawaii,Obesity,Task Forces/Councils,Community,Aspartame,LEG,047TFC
2011,1,Texas,Nutrition,Task Forces/Councils,School/After School,School Health Advisory Council Annual Reports,LEG,047TFC
2010,1,New York,Obesity,Initiatives and Programs,School/After School,Healthy Schools Act,LEG,053INP
2010,1,Vermont,Obesity,Incentives,Restaurant/Retail,Soft Drinks,LEG,029INC
2011,1,New York,Nutrition,Appropriations,Community,Capital Infrastructure Improvement and Development,LEG,002APP
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Methuen Building Lease,LEG,052PED
2011,1,Montana,Nutrition,Food Assistance Programs,Early Care and Education,Study on Reducing Childhood Hunger,LEG,003FAP
2011,1,Vermont,Physical Activity,Appropriations,Community,Transportation Program,LEG,002APP
2011,1,Hawaii,Nutrition,Appropriations,School/After School,Child Nutrition Programs,LEG,002APP
2011,1,Tennessee,Obesity,Liability and Indemnity,Community,Privilege Tax,LEG,030LAI
2011,1,Kansas,Obesity,Appropriations,Restaurant/Retail,Food Sales Tax,LEG,002APP
2009,1,Minnesota,Physical Activity,Bicycling,Community,Capital Improvements,LEG,005BIK
2010,1,Ohio,Obesity,Appropriations,Restaurant/Retail,Farmer's Authorization,REG,002APP
2008,1,Maryland,Obesity,Menu Labeling,Community,Transit Administration,LEG,032MNL
2010,1,New York,Nutrition,Farm Direct Foods,Restaurant/Retail,Greenmarket Definition,LEG,015FDF
