Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
3AP,18+,Statewide,Statewide,3597,5,
3AP,0-17,Wayne,County,118,1,
2AP,0-17,Manhattan,"AUGUST AICHHORN CTR./ADOLES. RESID. CARE, INC",25,5,NO
3AP,18+,Sullivan,"HUDSON RIVER HEALTHCARE, INC.",113,0,
2AP,18+,Dutchess,PP OF MID-HUDSON VALLEY INC,49,4,
2AP,18+,Manhattan,NYC-HHC MORRISANIA DIAGNOSTIC & TREATMENT CTR,105,6,
2AP,18+,Westchester,County,8770,1210,
2AP,0-17,Albany,"ALBANY CTY DEPT FOR CHILDREN,YOUTH & FAMILIES",45,5,NO
2AP,0-17,Oswego,County,110,1,
3AP,18+,Manhattan,GAY MENS HLTH CRISIS AIDS AI,92,1,NO
2AP,18+,Oneida,County,1744,153,
3AP,18+,Manhattan,"LIFESPIRE, INC.",21,2,
3AP,18+,Clinton,County,343,1,
2AP,18+,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,504,54,NO
3AP,0-17,Brooklyn,County,896,1,
2AP,18+,Bronx,PROJECT SAMARITAN HLTH SVCS I,728,93,
2AP,0-17,Brooklyn,County,1028,49,
2AP,18+,Saratoga,County,588,60,
3AP,18+,Bronx,OMH STATE PC NETWORK,54,0,
3AP,18+,Albany,MONTEFIORE MEDICAL CENTER,22,0,
2AP,18+,Rensselaer,County,429,47,
2AP,18+,Erie,HORIZON VILLAGE INC,105,2,
2AP,0-17,Cortland,FAMILY HLTH NETWRK CENTRAL NY,38,0,
3AP,18+,Queens,JAMAICA HOSPITAL MEDICAL CENTER,468,2,
3AP,18+,Manhattan,AREBA CASRIEL INSTITUTE,241,3,NO
2AP,18+,Rockland,County,1075,191,
3AP,18+,Erie,"EHS, INC.",211,2,NO
2AP,18+,Queens,CHARLES B WANG COMM HTH CTR I,23,4,
2AP,18+,Yates,County,97,7,
2AP,18+,Westchester,County,9902,1229,
2AP,18+,Genesee,County,296,19,
3AP,18+,Ontario,County,788,5,
2AP,18+,Staten Island,RICHMOND MEDICAL CENTER DBA RICHMOND UMC,649,113,YES
2AP,0-17,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,34,1,NO
3AP,18+,Westchester,THE NEW YORK AND PRESBYTERIAN HOSPITAL,175,2,
3AP,18+,Queens,"INSTITUTE FOR COMMUNITY LIVING, INC.",28,1,NO
2AP,0-17,Monroe,HOUSE OF THE GOOD SHEPHERD,23,0,
2AP,0-17,Steuben,County,117,4,
2AP,18+,Saratoga,County,602,61,
2AP,0-17,Rockland,SUMMIT PARK HOSPITAL-ROCKLAND COUNTY DMH,25,0,NO
3AP,18+,Onondaga,"SYRACUSE BRICK HOUSE, INC.",166,0,NO
2AP,0-17,Queens,EPISCOPAL HEALTH SERVICES INC.,35,1,NO
3AP,18+,Rockland,County,1010,8,
2AP,18+,Dutchess,County,1286,146,
3AP,0-17,Oneida,County,504,0,
2AP,18+,Manhattan,"PROJECT RENEWAL, INC.",227,14,
3AP,0-17,Rockland,SAINT DOMINIC'S FAMILY SERVICES,64,0,
3AP,0-17,Oneida,OMH STATE PC NETWORK,43,0,NO
3AP,18+,Manhattan,NEW YORK NEURO AND REHABILITATION CENTER,25,0,
3AP,18+,Bronx,HELP/PSI SERVICES CORPORATION,26,0,NO
2AP,0-17,Cayuga,County,124,3,NO
2AP,18+,Wayne,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",28,3,
2AP,0-17,Genesee,County,46,1,
2AP,18+,Erie,"BESTSELF BEHAVIORAL HEALTH, INC.",492,36,
2AP,18+,Onondaga,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",387,30,
2AP,18+,Nassau,NASSAU HEALTH CARE CORP/NASSAU UNIV MED CTR,616,64,
3AP,18+,Sullivan,County,889,6,
2AP,18+,Queens,County,10056,1306,
2AP,18+,Franklin,County,376,31,
3AP,0-17,Erie,County,616,1,NO
2AP,18+,Manhattan,RYAN/CHELSEA CLINTON COMM H C,27,5,NO
3AP,18+,Brooklyn,"ODA PRIMARY HLTH CARE CTR,INC",229,3,
3AP,18+,Delaware,O'CONNOR HOSPITAL,35,0,
2AP,18+,Suffolk,ST. CATH OF SIENA MC-D/B/A ST.CATH SIENA HOSP,184,30,NO
3AP,18+,Manhattan,REALIZATION CENTER INC,172,1,
2AP,18+,Onondaga,OMH STATE PC NETWORK,242,68,YES
2AP,18+,Otsego,"REHABILITATION SUPPORT SERVICES, INC.",69,4,NO
2AP,18+,Manhattan,MOUNT SINAI MEDICAL CENTER,746,77,NO
2AP,18+,Orleans,County,113,9,
2AP,18+,Queens,"SAFE SPACE NYC, INC.",24,1,NO
2AP,18+,Madison,County,318,24,
2AP,18+,Columbia,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,85,9,
2AP,0-17,Niagara,County,303,9,
2AP,18+,Greene,County,176,24,NO
2AP,18+,Brooklyn,NYC-HHC AGENCY NETWORK,966,92,
2AP,18+,Brooklyn,FEDERATION EMPLOYMENT & GUIDANCE SERVICE,637,104,YES
2AP,0-17,Dutchess,County,215,7,
2AP,0-17,Chemung,County,155,7,NO
2AP,18+,Greene,County,124,2,
2AP,18+,Oneida,MCPIKE ADDICTION TRT CTR,30,0,NO
2AP,0-17,Oswego,County,110,0,
2AP,18+,Nassau,HUDSON RIVER HEALTH CARE,156,18,
3AP,18+,Brooklyn,NYC-HHC KINGS COUNTY HOSPITAL CENTER,1241,6,
3AP,0-17,Dutchess,County,275,0,
3AP,18+,Bronx,THE INSTITUTE FOR FAMILY HEALTH,386,0,
3AP,18+,Schuyler,County,64,0,
3AP,18+,Suffolk,CHARLES EVANS CENTER INC,50,1,
3AP,0-17,Brooklyn,MAIMONIDES MEDICAL CENTER,66,0,NO
2AP,18+,Bronx,BRONX AIDS SERVICE AI,37,1,
2AP,18+,Washington,County,116,7,
3AP,0-17,Manhattan,"PUERTO RICAN FAMILY INSTITUTE, INC.",53,0,NO
2AP,18+,Madison,County,297,23,
3AP,18+,Oneida,County,422,1,
2AP,0-17,Schenectady,County,273,18,
3AP,18+,Monroe,"BADEN STREET SETTLEMENT, INC.",23,0,
2AP,18+,Albany,County,1855,248,NO
2AP,18+,Niagara,"FAMILY & CHILDREN'S SERVICES OF NIAGARA, INC.",64,3,
2AP,18+,Dutchess,County,1289,156,
3AP,18+,Westchester,PHELPS MEMORIAL HOSPITAL CENTER,322,3,NO
3AP,0-17,Erie,MERCY HOSPITAL OF BUFFALO,47,0,NO
3AP,18+,Rockland,County,449,1,
2AP,0-17,Sullivan,County,143,10,
2AP,0-17,Westchester,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,37,1,NO
3AP,18+,Manhattan,"BOWERY RESIDENTS' COMMITTEE, INC.",143,0,
2AP,18+,Queens,"QUEENS COORDINATED CARE PARTNERS, LLC",291,39,
3AP,18+,Queens,MOUNT SINAI MEDICAL CENTER,88,1,
2AP,18+,Chemung,ST. JOSEPH'S HOSPITAL,22,7,
3AP,18+,Brooklyn,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,84,1,
2AP,18+,Brooklyn,KINGSBORO PSYCHIATRIC CENTER,68,23,
3AP,18+,Manhattan,HHC/BELIEVUE HSP CTR SCM,36,0,NO
2AP,18+,Cortland,County,229,14,
3AP,18+,Sullivan,County,440,2,
3AP,18+,Brooklyn,KINGSBROOK JEWISH MEDICAL CENTER,506,5,
3AP,18+,Niagara,COMM HLTH CTR BUFFALO INC,30,0,
2AP,0-17,Oneida,OMH STATE PC NETWORK,64,0,
3AP,18+,Onondaga,"CATH CHAR/RC DIOCESE SYRACUSE, INC., OSWEGO",33,0,NO
2AP,18+,Manhattan,MONTEFIORE MEDICAL CENTER,26,4,
3AP,0-17,Onondaga,County,617,1,
3AP,0-17,Cattaraugus,County,108,0,
2AP,0-17,Schuyler,County,13,0,
2AP,18+,Albany,County,4719,789,
3AP,18+,Niagara,"NORTHPOINTE COUNCIL, INC",68,0,NO
3AP,18+,Brooklyn,ICL HEALTHCARE CHOICES INC,148,0,
3AP,18+,Manhattan,IDUHA IPA,5248,21,
3AP,18+,Oneida,"UPSTATE CEREBRAL PALSY, INC.",723,0,
3AP,18+,Brooklyn,SO BROOKLYN MED ADMIN SVCS,40,0,NO
3AP,18+,Broome,MONROE PLAN FOR MEDICAL CARE,22,0,
2AP,0-17,Steuben,County,117,4,
2AP,18+,Manhattan,"WESTON UNITED COMMUNITY RENEWAL, INC.",81,14,NO
3AP,18+,Westchester,County,9902,43,
2AP,0-17,Cayuga,County,115,1,
3AP,18+,Nassau,ANGELO J. MELILLO CENTER FOR MENTAL HEALTH,53,0,NO
2AP,18+,Queens,"AIDS CENTER OF QUEENS COUNTY, INC.",47,2,
2AP,0-17,Steuben,County,116,5,
2AP,18+,Warren,County,782,70,
3AP,18+,Cattaraugus,TLC HEALTH NETWORK,39,0,NO
2AP,18+,Sullivan,CATSKILL REGIONAL MEDICAL CENTER,288,51,
2AP,0-17,Westchester,County,740,25,
3AP,18+,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,2265,8,
3AP,0-17,Staten Island,County,32,0,
2AP,18+,Brooklyn,"ST. VINCENT'S SERVICES, INC.",69,9,NO
3AP,18+,Greene,County,259,0,
3AP,18+,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,21,2,
2AP,18+,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,97,12,NO
3AP,18+,Fulton,County,296,0,
3AP,18+,Yates,SOLDIERS & SAILORS MEMORIAL HOSPITAL,25,0,NO
2AP,0-17,Cattaraugus,County,102,2,
3AP,18+,Westchester,SULLIVAN COUNTY DEPARTMENT OF COMMUNITY SERV.,23,1,
2AP,18+,Nassau,County,8,0,
2AP,18+,Sullivan,County,739,91,
3AP,0-17,Fulton,County,15,0,
2AP,0-17,Manhattan,THE NEW YORK FOUNDLING HOSPITAL,36,1,NO
2AP,0-17,Herkimer,County,39,0,
2AP,0-17,Washington,County,53,1,
3AP,18+,Bronx,FAMILY SERVICES NETWORK NY AI,21,0,
3AP,0-17,Greene,County,55,0,
2AP,18+,Cortland,CORTLAND COUNTY COMMUNITY SERVICES BOARD,32,3,NO
3AP,18+,Manhattan,SOUTHWEST BROOKLYN HEALTH HOME LLC,754,2,
3AP,18+,Rockland,HUDSON VALLEY CARE COALITION,33,0,
3AP,0-17,Ulster,KINGSTON HOSPITAL,36,0,NO
3AP,0-17,Chemung,"FAMILY SERVICES OF CHEMUNG COUNTY, INC.",89,0,NO
2AP,18+,Chenango,County,163,11,
2AP,18+,Delaware,O'CONNOR HOSPITAL,45,3,
2AP,18+,Ontario,County,719,75,
3AP,18+,Queens,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, IN",205,1,
3AP,0-17,Suffolk,SUFFOLK COUNTY COMMUNITY MENTAL HYGIENE SERV,34,0,NO
3AP,0-17,Chautauqua,County,195,0,
3AP,18+,Erie,County,4150,15,
2AP,18+,Erie,BUFFALO BEACON CORP,63,1,
2AP,18+,Schenectady,County,16,0,
2AP,18+,Brooklyn,LUTHERAN MEDICAL CENTER,454,59,NO
3AP,18+,Bronx,NYC-HHC AGENCY NETWORK,1225,9,NO
3AP,18+,Westchester,LEXINGTON CTR FOR RECOVERY,38,0,NO
2AP,18+,Monroe,CENTRAL NEW YORK BHCC,225,22,
3AP,18+,Albany,"BESTSELF BEHAVIORAL HEALTH, INC.",40,1,
3AP,0-17,Cattaraugus,County,104,0,
2AP,18+,Westchester,"CHOICE OF NEW ROCHELLE, INC.",154,16,
2AP,18+,Lewis,County,123,16,
2AP,18+,Warren,County,843,69,
3AP,18+,Dutchess,County,1289,6,
2AP,18+,Cattaraugus,OLEAN GENERAL HOSPITAL,222,22,NO
3AP,18+,Allegany,County,40,2,
2AP,18+,Madison,County,318,30,
2AP,18+,Albany,County,6223,1030,
2AP,0-17,Nassau,County,414,19,
2AP,18+,Albany,County,732,156,
3AP,18+,Sullivan,County,516,1,
2AP,18+,Queens,County,10063,1321,
3AP,18+,Rockland,"MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY,",121,0,
3AP,0-17,Bronx,County,1446,1,
3AP,18+,Westchester,"JULIA DYCKMAN ANDRUS MEMORIAL, INC.",26,0,NO
2AP,18+,Albany,ALBANY MEDICAL CENTER,732,68,
2AP,0-17,Saint Lawrence,CLAXTON-HEPBURN MEDICAL CENTER,31,1,NO
2AP,18+,Westchester,"PSCH, INC.",140,35,YES
2AP,18+,Staten Island,County,1752,262,
2AP,18+,Brooklyn,ASTROCARE INC,88,20,YES
2AP,18+,Brooklyn,NYC-HHC CUMBERLAND D+T CENTER,100,5,NO
2AP,18+,Brooklyn,"SERVICES FOR THE UNDERSERVED, INC.",282,43,NO
2AP,18+,Manhattan,KINGSBORO PSYCHIATRIC CENTER,53,17,
2AP,18+,Warren,County,655,48,
2AP,18+,Manhattan,NYC-HHC QUEENS HOSPITAL CENTER,565,72,NO
3AP,18+,Nassau,"CENTRAL NASSAU GUIDANCE AND COUN. SERV., INC.",48,0,
3AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",272,4,NO
3AP,18+,Jefferson,CREDO COMM. CENTER F/T TREATMENT OF ADDICTION,38,0,
2AP,18+,Greene,County,266,19,
2AP,18+,Essex,MENTAL HEALTH ASSOCIATION IN ESSEX COUNTY,21,2,
2AP,18+,Cayuga,CONFIDENTIAL HELP FOR AL & DR,22,3,
2AP,18+,Region,Region,1846,217,
2AP,0-17,Steuben,County,117,6,
2AP,0-17,Rensselaer,SAMARITAN HOSPITAL,83,1,
2AP,18+,Saint Lawrence,County,454,26,NO
2AP,0-17,Washington,County,51,1,
2AP,18+,Brooklyn,NYC-HHC JACOBI MEDICAL CENTER,86,7,
3AP,18+,Manhattan,"BAILEY HOUSE, INC.",296,1,NO
2AP,0-17,Ontario,County,147,7,
3AP,18+,Columbia,COLUMBIA MEMORIAL HOSPITAL,105,1,NO
3AP,18+,Bronx,"RIVERDALE MENTAL HEALTH ASSOCIATION, INC.",49,0,
3AP,18+,Albany,County,5212,27,
2AP,18+,Orange,"REHABILITATION SUPPORT SERVICES, INC.",215,31,NO
2AP,18+,Queens,County,10056,1306,
2AP,0-17,Albany,UCP ASSN OF THE CAPITAL DIST,55,5,NO
2AP,18+,Saratoga,County,198,21,NO
2AP,0-17,Oneida,County,513,14,
3AP,18+,Region,Region,29643,140,
3AP,0-17,Albany,ALBANY MEDICAL CENTER,201,0,NO
3AP,0-17,Onondaga,ONONDAGA COUNTY DEPARTMENT OF MENTAL HEALTH,34,0,
3AP,18+,Manhattan,MOUNT SINAI MEDICAL CENTER,1687,16,NO
2AP,18+,Westchester,County,3638,523,
2AP,18+,Queens,County,10191,1282,
3AP,18+,Manhattan,County,25787,92,
2AP,18+,Columbia,County,220,19,
3AP,18+,Albany,"HOPE HOUSE, INC.",23,0,NO
3AP,18+,Onondaga,SPECIALISTS ONE-DAY SURG CTR,30,0,
3AP,18+,Ulster,County,1090,6,
3AP,18+,Suffolk,County,1789,1,
2AP,18+,Ulster,THE INSTITUTE FOR FAMILY HEALTH,31,1,NO
3AP,18+,Suffolk,County,4301,13,
2AP,18+,Nassau,EPISCOPAL HEALTH SERVICES INC.,261,38,
2AP,18+,Westchester,County,5,1,
2AP,18+,Essex,County,137,16,
2AP,18+,Manhattan,"COMMUNITY HEALTH PROJECT, INC.",182,10,
3AP,0-17,Chenango,STILLWATER CHILDREN'S CENTER,21,0,
2AP,18+,Rockland,SUMMIT PARK HOSPITAL-ROCKLAND COUNTY DMH,170,43,YES
2AP,18+,Brooklyn,County,12019,1295,
2AP,18+,Steuben,CORNING HOSP,183,21,
2AP,18+,Manhattan,HOUSING WORKS INC AI,219,16,NO
3AP,18+,Erie,JERICHO ROAD COMMUNITY HEALTH CENTER,123,0,
3AP,0-17,Westchester,"JULIA DYCKMAN ANDRUS MEMORIAL, INC.",39,0,
2AP,18+,Westchester,County,8858,1217,
2AP,18+,Herkimer,County,435,34,
3AP,18+,Dutchess,"REHABILITATION SUPPORT SERVICES, INC.",30,0,NO
2AP,18+,Monroe,CHHUNY LLC,23,1,
2AP,0-17,Suffolk,OMH STATE PC NETWORK,41,10,YES
2AP,18+,Greene,County,271,17,
2AP,18+,Ulster,County,1107,123,
3AP,18+,Cortland,County,178,0,
2AP,18+,Manhattan,BETANCES HEALTH CENTER,82,9,
3AP,18+,Brooklyn,SOUTH BEACH PSYCHIATRIC CENTER,51,1,
2AP,18+,Saint Lawrence,County,535,45,
2AP,18+,Rensselaer,County,277,36,
2AP,0-17,Westchester,ADVANCED HEALTH NETWORK IPA,143,13,
2AP,0-17,Westchester,OPEN DOOR FAMILY MEDICAL CENTERS,28,1,
2AP,18+,Steuben,"SCAP, INC./DBA ARBOR DEVELOPMENT",25,2,NO
2AP,0-17,Steuben,County,117,4,
3AP,18+,Ulster,County,1108,9,
2AP,18+,Manhattan,"THE FIFTH AVENUE COUNSELING CENTER, INC.",26,3,NO
2AP,0-17,Oneida,County,492,15,
3AP,0-17,Franklin,ADIRONDACK MEDICAL CENTER,22,0,
2AP,18+,Seneca,County,128,22,
3AP,0-17,Rensselaer,County,148,0,NO
2AP,18+,Rensselaer,County,853,84,
3AP,18+,Manhattan,HARLEM UNITED COM AIDS CTR AI,131,0,
2AP,18+,Washington,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,46,3,NO
2AP,0-17,Westchester,ST. JOSEPH'S MEDICAL CENTER,108,4,NO
2AP,18+,Onondaga,County,2680,248,
3AP,18+,Albany,"HOPE HOUSE, INC.",25,0,
3AP,18+,Putnam,"PUTNAM FAM & COMM SVCS, INC. DBA COVECARE CTR",122,0,
3AP,18+,Chautauqua,County,134,1,
2AP,18+,Orange,County,1406,195,
2AP,18+,Chenango,County,163,11,
3AP,18+,Onondaga,SYRACUSE COMM HEALTH CTR  INC,312,2,
3AP,18+,Ulster,CHILD & FAM GUID CTR ADICT SV,39,0,NO
2AP,0-17,Westchester,County,1226,48,
2AP,18+,Onondaga,County,2212,217,
2AP,18+,Albany,County,6223,1030,
2AP,18+,Saratoga,County,602,61,
2AP,18+,Saratoga,ALLIANCE EMERGENCY SYSTEMS,75,6,
3AP,0-17,Montgomery,County,153,0,NO
2AP,18+,Oneida,BUFFALO BEACON CORP,48,0,NO
2AP,18+,Westchester,SOUND SHORE MEDICAL CENTER,71,13,NO
2AP,0-17,Queens,County,719,26,
2AP,18+,Sullivan,SDTC THE CENTER FOR DISCOVERY,100,11,
3AP,18+,Bronx,ST. BARNABAS HOSPITAL,1761,14,
2AP,18+,Nassau,County,5087,584,
3AP,18+,Manhattan,NEW YORK SOCIETY FOR THE RELIEF OF,93,0,NO
3AP,18+,Livingston,County,310,1,
2AP,18+,Sullivan,CATSKILL REGIONAL MEDICAL CENTER,46,10,
3AP,18+,Brooklyn,"INTERFAITH MEDICAL CENTER, INC.",993,3,
2AP,0-17,Erie,County,633,31,
3AP,18+,Manhattan,NEW YORK SOCIETY FOR THE RELIEF OF,68,0,
2AP,0-17,Schoharie,County,32,0,
2AP,0-17,Cayuga,County,163,1,
3AP,18+,Dutchess,WESTCHESTER COUNTY HEALTH CARE CORPORATION,394,4,
3AP,18+,Queens,"PSCH, INC.",836,2,NO
2AP,0-17,Montgomery,County,133,3,
2AP,18+,Region,Region,15,3,
3AP,18+,Cattaraugus,SOUTHERN TIER COMMUNITY HLTH,101,0,
2AP,18+,Manhattan,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",24,1,
2AP,18+,Westchester,ECON OPP COUNCIL SUFFOLK AI,62,7,
2AP,0-17,Saratoga,County,299,5,
2AP,0-17,Washington,County,51,1,
3AP,18+,Steuben,STEUBEN COUNTY COMMUNITY MENTAL HEALTH CENTER,193,1,
2AP,0-17,Suffolk,County,651,30,
3AP,18+,Genesee,County,154,0,
3AP,18+,Ontario,ONTARIO COUNTY DEPARTMENT OF MENTAL HEALTH,35,0,NO
3AP,0-17,Oneida,"KIDS ONEIDA, INC.",40,0,NO
2AP,18+,Oneida,FAXTON - ST. LUKE'S HEALTHCARE,106,11,
2AP,18+,Clinton,County,229,19,NO
2AP,18+,Clinton,CLINTON COUNTY COMMUNITY SERVICES BOARD,57,7,NO
3AP,18+,Albany,ADDICTIONS CARE CTR OF ALBANY,25,0,
3AP,18+,Warren,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",60,0,NO
3AP,18+,Dutchess,County,1286,10,
3AP,0-17,Westchester,ST. JOSEPH'S MEDICAL CENTER,45,0,NO
2AP,0-17,Suffolk,THE LONG ISLAND HOME,123,7,NO
2AP,0-17,Genesee,County,53,0,
3AP,18+,Orleans,County,114,0,
3AP,18+,Suffolk,L I ASSOC FOR AIDS CARE AI,41,0,NO
3AP,18+,Queens,NORTH SHORE-LONG ISLAND JEWISH HEALTH SYSTEM,124,0,
2AP,18+,Clinton,County,354,30,
2AP,18+,Schenectady,PLANNED PTHD MOHAWK HUDSON,86,4,
2AP,18+,Tompkins,County,376,25,
2AP,18+,Queens,"GOODWILL INDUSTRIES OF GREATER NEW YORK, INC.",53,16,YES
2AP,0-17,Monroe,ASTOR SERVICES FOR CHILDREN & FAMILIES,44,3,
2AP,0-17,Ulster,THE INSTITUTE FOR FAMILY HEALTH,73,2,
2AP,18+,Jefferson,SAMARITAN MEDICAL CENTER,365,36,
3AP,18+,Niagara,"THE DALE ASSOCIATION, INC.",32,0,
2AP,18+,Tioga,County,19,6,
3AP,18+,Broome,OUR LADY OF LOURDES MEMORIAL HOSPITAL,63,0,NO
2AP,18+,Washington,County,129,7,
3AP,18+,Manhattan,CENTER FOR COMP HLTH PRACTICE,70,0,NO
2AP,18+,Bronx,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,45,2,
2AP,18+,Ulster,County,1108,124,
3AP,18+,Livingston,County,306,1,
2AP,18+,Warren,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,26,2,
2AP,0-17,Suffolk,THE LONG ISLAND HOME,78,2,
2AP,18+,Rensselaer,County,469,53,
3AP,18+,Staten Island,County,1591,9,
3AP,18+,Bronx,SALVATION ARMY AI,54,1,
3AP,18+,Queens,QUEENS VLG COM FOR MH/J CAP,31,1,NO
2AP,18+,Lewis,County,109,12,
2AP,18+,Essex,County,145,14,
2AP,18+,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,1096,82,NO
2AP,0-17,Queens,"THE COLLABORATIVE FOR CHILDREN AND FAMILIES,",31,0,
3AP,18+,Broome,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",32,0,
3AP,18+,Manhattan,RYAN/CHELSEA CLINTON COMM H C,138,1,
2AP,18+,Steuben,"SCAP, INC./DBA ARBOR DEVELOPMENT",41,7,NO
3AP,18+,Ulster,County,1090,6,
2AP,18+,Erie,ELMWOOD HEALTH CENTER,67,14,
2AP,18+,Erie,HORIZON VILLAGE INC,64,3,
2AP,18+,Orange,County,1453,183,
3AP,18+,Washington,County,7,0,
2AP,18+,Brooklyn,ENGAGEWELL IPA,1566,131,
3AP,18+,Chautauqua,County,419,2,NO
2AP,18+,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",102,14,NO
3AP,18+,Westchester,HUDSON HEALTH PLAN INC,24,0,NO
3AP,18+,Schenectady,ELLIS HOSPITAL,369,0,
2AP,18+,Saint Lawrence,"UNITED HELPERS CARE, INC./DBA MOSAIC",73,6,
2AP,18+,Brooklyn,County,12159,1314,
3AP,0-17,Bronx,ASTOR SERVICES FOR CHILDREN & FAMILIES,44,0,
2AP,18+,Bronx,NYC-HHC SEGUNDO BELVIS RUIZ DIAGNOSTIC & TREA,60,5,NO
3AP,18+,Chautauqua,County,962,6,
3AP,0-17,Westchester,"ASSOC. FOR MI CHILDREN OF WESTCHESTER, INC.",21,0,NO
3AP,18+,Ontario,"HUTHER-DOYLE MEMORIAL INSTITUTE, INC.",202,0,
2AP,0-17,Westchester,WIHD INC,56,6,
2AP,18+,Ontario,County,3,0,
3AP,18+,Queens,"QUEENS COORDINATED CARE PARTNERS, LLC",296,1,
3AP,18+,Brooklyn,STATEN ISLAND UNIVERSITY HOSPITAL,83,0,NO
2AP,0-17,Nassau,MERCYFIRST,21,2,
3AP,0-17,Ulster,ULSTER COUNTY MENTAL HEALTH DEPARTMENT,43,0,NO
3AP,18+,Erie,ERIE COUNTY MEDICAL CENTER,454,0,NO
2AP,0-17,Niagara,"NEW DIRECTIONS YOUTH & FAMILY SERVICES, INC.",24,3,NO
2AP,0-17,Bronx,ST. BARNABAS HOSPITAL,95,1,
3AP,18+,Erie,"MONSIGNOR CARR INSTITUTE, INC.",107,0,NO
3AP,0-17,Orange,County,253,0,
2AP,18+,Staten Island,County,1532,237,
3AP,0-17,Manhattan,PREMIER HEALTHCARE D & T CTR,175,0,
