Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1991,"Universal Resources Holdings, Incorporated",Chautauqua,WESTFIELD,MEDINA,2,0,GK
1981,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,MEDINA,2,0,GK
1995,Great Lakes Conf. of the Evangelical Covenant,Chautauqua,ELLERY,MEDINA,1,0,
1994,Big Tree Energy Partners,Livingston,LEICESTER,MEDINA,9,1,GP
1983,Silver Creek Drilling Corp.,Chautauqua,MINA,MEDINA,2,0,GK
1995,"Envirogas, Inc.",Erie,ELMA,MEDINA,5,1,GK
1996,Southwestern Central School District,Chautauqua,ELLICOTT,MEDINA,1,0,
1986,National Fuel Gas Supply Corp.,Erie,ORCHARD PARK,MEDINA,1,0,GK
1992,"Clark, Ralph",Allegany,GENESEE,RICHBURG,0,0,
1986,"Dest Exploration, Inc.",Chautauqua,GERRY,MEDINA,1,0,GK
1987,CNG Transmission Corp.,Livingston,YORK,MEDINA,6,0,GI
1991,"Dunkirk, City School District",Chautauqua,DUNKIRK,MEDINA,1,0,
1987,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,MEDINA,2,0,GK
1985,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1988,Conklin Oil,Allegany,BOLIVAR,RICHBURG,0,0,OB
1974,Libra Petroleum Company,Chautauqua,BUSTI,GLADE,0,0,OB
1994,"Red Wing Co., Inc.",Chautauqua,POMFRET,MEDINA,4,0,
1986,"Templeton Energy,  Inc.",Chautauqua,STOCKTON,MEDINA,3,0,"GK,GX"
1991,"Heath, Francis A. & Ruth E. Heath",Cattaraugus,DAYTON,MEDINA,1,0,
1991,Berea Oil & Gas Corp.,Chautauqua,GERRY,MEDINA,39,0,GX
1977,Sobrietto & Company,Chautauqua,POMFRET,MEDINA,1,0,GK
1994,J. J. Bucher Producing Corporation,Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1972,Iroquois Gas Corp.,Erie,EVANS,MEDINA,2,0,GX
1992,Transfuel Resources Co.,Chautauqua,HARMONY,MEDINA,6,0,"GH,GK"
1985,"Morse, Theodore S",Chautauqua,PORTLAND,MEDINA,1,0,GK
1976,"Scott, Ross",Allegany,INDEPENDENCE,FULMER VALLEY,1,1,
1996,CEI 1991-1 Joint Venture,Chautauqua,HARMONY,MEDINA,1,0,GK
1985,"Operating Engineers Local 17 Training Fund, Inc.",Erie,HAMBURG,MEDINA,3,0,GK
1983,Meridian Exploration Corp.,Chautauqua,PORTLAND,MEDINA,2,0,
1996,"Weil Resources, Inc.",Erie,CONCORD,ONONDAGA,0,1,GK
1969,"Cross, Merton M.",Cattaraugus,PERRYSBURG,MEDINA,1,0,GX
1986,"Reserve Gas Company, Inc.",Erie,ALDEN,MEDINA,2,0,GN
1987,U S Energy Development Corp.,Chautauqua,CHARLOTTE,MEDINA,0,2,"GK,GX"
1988,"Frey Well Drilling, Inc.",Erie,ALDEN,MEDINA,2,1,"GK,GX"
1978,Wood Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1997,Symbol Oil Corp.,Erie,EDEN,MEDINA,11,0,GK
1998,"Robbins, Jesse M.",Chautauqua,BUSTI,GLADE,1,0,
1984,"Envirogas, Inc.",Chautauqua,MINA,MEDINA,1,1,GX
1973,"Paragon Resources, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,2,
1991,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,ORISKANY,1,0,
1997,Belden & Blake Corporation,Chautauqua,HANOVER,MEDINA,30,2,GK
1986,Eye Petroleum Association,Erie,EDEN,MEDINA,8,0,"GK,GX"
1990,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,MEDINA,8,2,GK
1987,"Dunn, Walter J. & Elixabeth Irrevocable Trust",Cayuga,SCIPIO,QUEENSTON,1,0,
1996,"Clark, Donald C",Wyoming,PERRY,MEDINA,1,0,
1999,"Adams, Ronald D.",Cattaraugus,NAPOLI,MEDINA,2,0,
1982,Norris Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1996,New Penn Oil & Gas Ltd.,Cattaraugus,OLEAN,BRADFORD & CHIPMUNK,0,0,
1996,Springville-Griffith Institute Central School Dist,Erie,CONCORD,MEDINA,1,0,
1998,"Shelex Drilling, Inc.",Chautauqua,GERRY,MEDINA,6,1,
1974,Ernest Meridan Oil Co.,Cattaraugus,,,0,0,OC
1981,Valley Drilling Corp. of America,Chautauqua,BUSTI,MEDINA,0,0,OB
1985,Arlington Exploration Co.,Chemung,ELMIRA,MARCELLUS,0,1,GX
1994,Altimus & Associates,Chautauqua,POMFRET,MEDINA,13,0,GK
1987,"Chautauqua Energy, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA-BASS ISLAND,0,0,OB
1998,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,MEDINA,14,8,GK
1987,Silver Creek Drilling Corp.,Livingston,AVON,MEDINA,14,2,GX
1989,"Growers Coop Grape Juice Co.,  Inc",Chautauqua,WESTFIELD,MEDINA,1,0,
1998,Schreiner Oil and Gas Inc.,Erie,NEWSTEAD,MEDINA,0,1,
1989,Erie County Water Authority,Erie,EVANS,MEDINA,1,0,
1986,"Templeton Energy,  Inc.",Chautauqua,MINA,MEDINA,1,0,"GQ,GX"
1993,L. W. Resources,Chautauqua,ARKWRIGHT,MEDINA,1,0,GK
1991,"Taylor, Gilbert M",Allegany,BOLIVAR,RICHBURG,0,0,
1992,TGX Corp.,Chautauqua,CHARLOTTE,ONONDAGA-BASS ISLAND,1,0,GH
1987,CNG Transmission Corp.,Steuben,DANSVILLE,ONONDAGA,1,0,GI
1987,Quaker State Corp.,Allegany,ALMA,ORISKANY,0,0,"GK,OB"
1975,"Heintz Gas & Oil Co., Inc.",Chautauqua,SHERIDAN,MEDINA,2,0,GK
1987,"Dutton, Oscar E",Cattaraugus,HINSDALE,BRADFORD,0,0,
1984,"Subsea Oil & Gas, Inc.",Erie,BRANT,MEDINA,1,0,GK
1980,D & D Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1987,Akron Gas Corp.,Erie,NEWSTEAD,MEDINA,0,0,GX
1973,"Hanes,  Merlin",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1993,"Chautauqua Energy, Inc.",Chautauqua,NORTH HARMONY,MEDINA,3,1,GK
1993,Dragon Eye Oil Co.,Allegany,ALMA,RICHBURG,0,0,
1997,"Newman, Edgar F",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OD
1997,"Ford, Cregg",Cayuga,AURELIUS,QUEENSTON,1,0,
1968,Iroquois Gas Corp.,Erie,BRANT,MEDINA,4,1,GX
1989,"Decker, James K. & Tiffany J.",Chautauqua,BUSTI,GLADE,0,0,OA
1991,"Connors, Robert & Shirley",Ontario,WEST BLOOMFIELD,MEDINA,1,0,
1995,"Charrington Creek, Inc,",Chautauqua,CHERRY CREEK,MEDINA,1,0,
1985,"Templeton Energy,  Inc.",Cattaraugus,EAST OTTO,MEDINA,3,0,GK
1998,Seneca Resources Corporation,Chautauqua,ELLERY,MEDINA,2,0,GK
1970,"Anduson, George & Oscar",Cattaraugus,,BRADFORD,0,0,OC
1998,"Barberi, Elberta",Erie,HOLLAND,MEDINA,0,1,
1995,Icon Energy Corp.,Allegany,WIRT,RICHBURG,0,0,
1998,"J M Resources, Inc.",Chautauqua,VILLENOVA,MEDINA,1,0,GK
1991,"Geo Ventures, Inc.",Erie,CONCORD,MEDINA,2,0,
1996,Symbol Oil Corp.,Erie,BRANT,MEDINA,2,0,GK
1999,"Vandermark Exploration, Inc.",Steuben,ERWIN,ORISKANY,1,0,GX
1996,Fault Line Oil Corporation,Cattaraugus,YORKSHIRE,MEDINA,0,1,
1992,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,0,3,
1998,"McBride, Kenneth I. & Jane B.",Livingston,LEICESTER,MEDINA,1,0,
1991,Regal Energy Limited,Erie,NORTH COLLINS,MEDINA,5,0,"GK,GX"
1993,"Cotton Well Drilling Company,  Inc.",Chautauqua,SHERIDAN,MEDINA,14,0,"GD,GK"
1984,"Westmin Resources,  Inc.",Livingston,OSSIAN,MEDINA,0,1,
1981,Escolarite & Co.,Chautauqua,POMFRET,MEDINA,2,0,GK
1985,"Otis Eastern Service, Inc.",Allegany,WIRT,RICHBURG,0,0,OB
1985,"Allegro Oil & Gas,  Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1988,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1991,"Eastern States Energy, Inc.",Erie,EDEN,MEDINA,1,0,GK
1984,"Midwest Exploration, Inc.",Erie,ELMA,MEDINA,1,0,GX
1992,"Envirogas, Inc.",Erie,BOSTON,MEDINA,0,1,GK
1991,Equitable Resources Exploraration,Seneca,VARICK,MEDINA-QUEENSTON,37,1,GX
1987,"Woodward Pipeline, Inc.",Erie,NORTH COLLINS,MEDINA,3,0,GU
1988,TGX Corp.,Chautauqua,ARKWRIGHT,MEDINA,57,31,GK
1997,"Ardent Resources, Inc.",Chautauqua,HARMONY,MEDINA,0,2,
1999,Dragon Eye Oil Co.,Allegany,WILLING,RICHBURG,0,0,
1992,Big Tree Energy Partners,Wyoming,PERRY,MEDINA,8,0,GP
1982,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1992,Har-Go Farms,Genesee,PAVILION,MEDINA,1,0,
1975,"Buffalo Wire Works Co., Inc.",Erie,BUFFALO,MEDINA,0,1,
1986,"Friendship Dairies, Inc.",Allegany,FRIENDSHIP,MEDINA,1,0,
1990,White & Jackson,Allegany,WILLING,FULMER VALLEY,0,0,
1990,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1992,"Basic Energy Producers, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1991,Midwest O & G Ltd Partnership,Erie,NEWSTEAD,MEDINA,1,0,GX
1993,"Harris, William",Genesee,PAVILION,MEDINA,1,0,
1999,"Warriner, Wayne",Steuben,GREENWOOD,PENNY,1,0,
1990,"Desert Gas Exploration, Inc.",Chautauqua,POMFRET,MEDINA,13,0,GK
1995,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OC
1975,"Fitzgerald, Marie C.",Allegany,CLARKSVILLE,MEDINA,3,2,OB
1970,"Schrader, Albert W.",Allegany,,,0,0,OB
1983,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,0,0,
1989,"Tiffany, Glenn O",Tioga,OWEGO,MARCELLUS,1,0,
1982,"American Penn Energy,  Inc.",Erie,BRANT,MEDINA,4,0,GK
1990,Laurdon Gas,Chautauqua,ARKWRIGHT,MEDINA,1,0,GK
1989,"Universal Resources Holdings, Incorporated",Chautauqua,ARKWRIGHT,MEDINA,8,0,GK
1986,"Union Drilling,  Inc.",Seneca,FAYETTE,QUEENSTON,2,0,GX
1987,"Densmore, Winfield F. & Debra",Chautauqua,BUSTI,MEDINA,1,0,
1995,"Oonk, Harvey",Chautauqua,CLYMER,MEDINA,1,0,
1984,North Collins Drilling Program,Erie,NORTH COLLINS,MEDINA,3,0,GK
1998,"Texas Keystone, Inc.",Cattaraugus,DAYTON,MEDINA,1,0,GK
1983,Falconer Central School District,Chautauqua,ELLICOTT,MEDINA,1,0,
1986,U S Energy Development Corp.,Chautauqua,CHARLOTTE,MEDINA,1,0,"GH,GX"
1986,"Empire Exploration, Inc.",Genesee,BETHANY,MEDINA,9,0,"GK,GX"
1991,"Cordova Resources, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1980,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,MEDINA,1,0,
1991,New York Energy,Chautauqua,CHERRY CREEK,MEDINA,1,0,GX
1970,Homestead Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1984,Witco Corp.,Cattaraugus,OLEAN,BRADFORD & CHIPMUNK,0,0,OC
1986,"Union Drilling,  Inc.",Seneca,FAYETTE,QUEENSTON,2,0,GX
1993,"GFS Energy, Inc.",Chautauqua,GERRY,MEDINA,4,0,GK
1986,"Cordova Resources, Inc.",Cattaraugus,ALLEGANY,BRADFORD,3,0,OA
1968,"D.W. Franchot & Co., Inc.",Ontario,,MEDINA,28,7,GX
1982,"Dunkirk Ice Cream Co.,  Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GX
1987,U S Energy Development Corp.,Erie,CONCORD,MEDINA,4,0,"GK,GX"
1992,"Lenape Resources Corp., The",Wyoming,BENNINGTON,MEDINA,4,0,GR
1988,"O'Shanter Resources,  Inc.",Chautauqua,ELLERY,MEDINA,8,0,GH
1980,"Musser, S.  T.",Chautauqua,BUSTI,GLADE,0,0,"OA,OB"
1998,United States Gypsum Co.,Wyoming,BENNINGTON,MEDINA,72,0,GK
1991,"Doolittle, Ruth",Livingston,YORK,MEDINA,1,0,
1992,TGX Corp.,Chautauqua,PORTLAND,MEDINA,96,2,GK
1992,"Cady, Merle E.",Chautauqua,SHERMAN,MEDINA,1,0,
1983,"Apex Resources,  Inc.",Cattaraugus,OLEAN,BRADFORD,0,0,
1991,"Skiver, Allen D",Allegany,GENESEE,RICHBURG,0,1,
1999,"Abbey, Kevin R.",Cattaraugus,DAYTON,MEDINA,1,0,
1975,"Key Resources, Inc.",Cattaraugus,,BRADFORD,0,0,
1986,Phelps Oil Drilling & Dev. Corp.,Cattaraugus,CARROLLTON,BRADFORD,0,0,
1995,B B & K Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OC
1995,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,MEDINA,2,0,GH
1994,Pine Oil Co.,Allegany,GENESEE,RICHBURG,0,0,OC
1997,"Rohm, Robert F. Jr.",Chautauqua,NORTH HARMONY,MEDINA,1,0,
1999,"Lenape Resources, Inc.",Chautauqua,BUSTI,MEDINA,3,0,GK
1990,Texas Meridian Operating Co.,Chautauqua,ELLINGTON,MEDINA,29,2,"GH,GX"
1994,"Vogel, Stasia Zoladz",Erie,EVANS,MEDINA,1,0,
1978,Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1999,"Wilkes Energy, Inc.",Cattaraugus,LEON,MEDINA,1,0,GX
1991,"Weil Resources, Inc.",Erie,ORCHARD PARK,ONONDAGA,0,0,OC
1985,"Doran & Associates, Inc.",Chautauqua,CARROLL,MEDINA,0,2,
1992,"Lyndon Oil Co.,Inc.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1997,Estate of Robert Gloor,Chautauqua,POMFRET,MEDINA,1,0,
1986,"Union Drilling,  Inc.",Seneca,VARICK,QUEENSTON,3,0,GX
1980,"Java Oil & Gas Co.,  Inc.",Erie,ALDEN,MEDINA,1,0,GK
1998,Estate of Merrell C. Smith,Erie,ELMA,MEDINA,1,0,
1983,Rochester Gas & Electric Corp.,Monroe,RIGA,MEDINA,1,0,
1983,"Bounty Holdings, Incorporated",Chautauqua,HARMONY,MEDINA,1,3,GH
1987,"Lindquist, Henry",Allegany,BOLIVAR,RICHBURG,0,0,OB
1991,"Ripley State Line Truck Stop, Inc.",Chautauqua,RIPLEY,MEDINA,1,0,
1985,Bay Energy Co -3,Erie,ORCHARD PARK,MEDINA,1,0,GK
1997,"Weil Resources, Inc.",Erie,NORTH COLLINS,MEDINA,2,0,GK
1996,Don-Bess Energy Develop. Co.,Allegany,BOLIVAR,WAUGH & PORTER,0,0,OC
1993,21 Pavement of WNY LLC,Erie,LANCASTER,MEDINA,1,0,GK
1999,"Lenape Resources, Inc.",Wyoming,BENNINGTON,MEDINA,4,0,GR
1994,"McNamara, John J Jr",Erie,NORTH COLLINS,AKRON,1,0,
1999,Emerald Oil Company,Allegany,WIRT,RICHBURG,0,0,OD
1998,Belden & Blake Corporation,Chautauqua,ELLERY,BASS ISLAND,0,0,"GX,OA"
1986,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,1,0,"GK,GN"
1994,Columbia Natural Resources  LLC,Chautauqua,POLAND,MEDINA,1,0,GH
1990,Pangea Petroleum Co.,Erie,COLDEN,MEDINA,3,1,GK
1983,"Ebenezer Oil Co., Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,
1992,"Barry Resources, Inc.",Allegany,BOLIVAR,WAUGH & PORTER,0,0,
1986,Gypsum Energy Management Co.,Genesee,ALABAMA,MEDINA,2,0,"GR,GX"
1981,Trico Products Corp.,Erie,BUFFALO,MEDINA,1,0,
1986,"Eclipse Management Assoc., Inc",Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1982,"Templeton Energy,  Inc.",Erie,CONCORD,MEDINA,1,0,GK
1984,"Burlingame, Leonard L",Cattaraugus,OLEAN,BRADFORD,0,0,
1999,Seneca Resources Corporation,Chautauqua,STOCKTON,DEVONIAN SHALE,1,0,GK
1975,"Paragon Resources, Inc.",Chautauqua,WESTFIELD,MEDINA,9,0,GK
1986,"Envirogas, Inc.",Chautauqua,CLYMER,MEDINA,2,0,"GH,GK"
1998,Lomak Operating Company,Chautauqua,FRENCH CREEK,MEDINA,29,18,GH
1991,"Cz Gas, Inc.",Chautauqua,WESTFIELD,MEDINA,5,0,"GH,GK"
1995,"Vanderbosch, Robert & Madelyn",Cattaraugus,OTTO,MEDINA,1,0,
1996,"Resource America, Inc.",Chautauqua,NORTH HARMONY,MEDINA,2,0,GH
1993,"Oil, Gas & Land Services, Inc.",Chautauqua,SHERMAN,MEDINA,9,1,GX
1994,"Otis Eastern Service, Inc.",Allegany,ANDOVER,PENNY,0,0,OC
1988,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,23,0,"GK,GN"
1990,Cabot Oil & Gas Corp.,Ontario,GENEVA,MEDINA-QUEENSTON,2,0,GX
1991,Yorkshire-Pioneer Central School District,Cattaraugus,YORKSHIRE,MEDINA,1,0,
1983,"Doran & Associates, Inc.",Wyoming,ARCADE,MEDINA,0,1,
1987,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,5,0,GK
1978,"Pinney, Dewey H",Allegany,ALMA,RICHBURG,0,0,GX
1980,"Flint Oil & Gas, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1995,"Payne, Allen",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1991,Mitchell Exploration Corp.,Seneca,JUNIUS,QUEENSTON,0,1,
1992,Perry Energy III,Livingston,LEICESTER,MEDINA,3,0,GP
1975,"Consolidated Exploration  & Gathering, Inc.",Allegany,ALMA,ORISKANY,0,1,GX
1984,"Universal Resources Holdings, Incorporated",Chautauqua,VILLENOVA,MEDINA,3,1,GQ
1983,"Lenape Resources Corp., The",Livingston,YORK,MEDINA,0,1,
1984,"Ford Gum & Machine Co.,  Inc.",Erie,NEWSTEAD,MEDINA,0,1,
1989,"Sinclairville Petroleum, Inc.",Cattaraugus,DAYTON,MEDINA,5,0,GK
1978,"SCG Gas Quest, Inc.",Erie,,,0,0,
1984,"Templeton Energy,  Inc.",Chautauqua,MINA,MEDINA,60,7,"GK,GQ"
1991,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,MEDINA,8,2,GK
1997,"Meter, Erin L. & William J.",Livingston,WEST SPARTA,MARCELLUS,1,0,
1985,"Bunnell, Herbert F.",Allegany,ANDOVER,FULMER VALLEY,0,0,OB
1996,Vineyard Oil & Gas Company,Chautauqua,RIPLEY,MEDINA,13,0,GK
1997,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,0,1,
1984,Templeton & Woods,Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1992,"GFS Energy, Inc.",Erie,ELMA,MEDINA,1,1,GK
1993,"Lenape Resources Corp., The",Chautauqua,CHERRY CREEK,MEDINA,5,0,"GI,GK"
1985,National Fuel Gas Supply Corp.,Allegany,WILLING,ORISKANY,0,1,
1981,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,MEDINA,19,2,GH
1975,Columbia Gas Transmission Corp.,Cattaraugus,CONEWANGO,MEDINA,0,2,
1988,Columbia Gas Transmission Corp.,Chautauqua,HARMONY,MEDINA,14,1,GH
1990,Shanley Montara Petroleum Co.,Wyoming,JAVA,MEDINA,9,0,GH
1995,Big Tree Energy Partners,Wyoming,CASTILE,MEDINA,1,0,GP
1982,White & Jackson,Allegany,WILLING,FULMER VALLEY,0,0,
1976,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,MARCELLUS,11,0,GX
1989,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,0,0,
1979,Sunrise Energy Co. Associates,Steuben,,,0,0,
1999,"Cotton Well Drilling Company,  Inc.",Chautauqua,POMFRET,MEDINA,1,0,GX
1981,"Envirogas, Inc.",Chautauqua,ELLICOTT,MEDINA,5,2,GK
1988,Boraldon & Co.,Erie,BRANT,MEDINA,1,0,GK
1992,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,
1996,"Nagel, Arthur F. & Elaine L.",Chautauqua,VILLENOVA,MEDINA,0,1,
1999,Great Lakes Energy Partners,Cattaraugus,CONEWANGO,MEDINA,72,0,GH
1996,"Cotton Well Drilling Company,  Inc.",Chautauqua,SHERMAN,MEDINA,5,0,GK
1973,"Vaughn, Duane",Cattaraugus,,,0,0,OA
1975,Consolidated Gas Supply Corp.,Livingston,LEICESTER,MEDINA,7,1,GX
1973,Far Away Estates Associates,Erie,EVANS,MEDINA,2,0,GX
1973,"Root, Ralph Mr.",Allegany,BOLIVAR,SCIO,0,0,OB
1988,"Woods, Ernest Thomas",Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1996,"Universal Resources Holdings, Incorporated",Steuben,JASPER,ORISKANY,0,1,
1984,Harold Frey Well Drilling,Erie,MARILLA,MEDINA,3,0,"GK,GX"
1989,"Crowell, Walter R.",Chautauqua,VILLENOVA,MEDINA,0,1,
1992,"Arrowhead Gas Producers, Inc.",Chautauqua,GERRY,MEDINA,2,0,GH
1993,"Green, Laura",Chautauqua,PORTLAND,MEDINA,2,0,GK
1986,"Midwest Exploration, Inc.",Erie,MARILLA,MEDINA,0,1,GK
1991,TGX Corp.,Chautauqua,DUNKIRK,MEDINA,20,0,GK
1987,NYS Natural Gas Co.,Chautauqua,RIPLEY,MEDINA,10,0,"GK,GX"
1979,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1988,"Westmin Resources,  Inc.",Livingston,OSSIAN,MEDINA,0,1,
1973,G & H Oil Co.,Allegany,WIRT,RICHBURG,0,0,OB
1986,Meridian Exploration Corp.,Cayuga,AURELIUS,QUEENSTON,6,0,GX
1970,Consolidated Gas Supply Corp.,Livingston,LEICESTER,MEDINA,8,0,GX
1985,Shanley Montara Petroleum Co.,Wyoming,SHELDON,MEDINA,0,1,
1986,"Lenape Resources Corp., The",Chautauqua,VILLENOVA,MEDINA,4,0,GX
1989,"Universal Resources Holdings, Incorporated",Chautauqua,HARMONY,MEDINA,2,0,GK
1984,"P & S Drilling, Inc.",Erie,WALES,MEDINA,4,0,"GK,GX"
1995,"Traxler, Joyce",Genesee,LE ROY,MEDINA,1,0,
1986,"Suozzi, Daniel",Erie,AURORA,MEDINA,3,0,GK
1998,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,
1992,"Pagels, James",Allegany,WELLSVILLE,FULMER VALLEY,0,0,
1988,"N.E.A. Cross of N.Y., Inc.",Cattaraugus,DAYTON,MEDINA,4,0,GK
1992,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,25,0,"GK,GN"
1986,Oilmark & Co.,Chautauqua,DUNKIRK,MEDINA,2,0,GK
1993,"Thropp, Gregory J",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1986,"Shultz, Martin K",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OB
1975,"State Line Oil & Gas Co.,Inc.",Chautauqua,RIPLEY,MEDINA,0,2,
1986,"Eastern States Energy, Inc.",Erie,EVANS,MEDINA,1,0,GX
1976,"Devlin,  W Festate",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1987,"Weil Resources, Inc.",Erie,LANCASTER,MEDINA,10,0,"GK,GX"
1997,"Whitney, Ben",Chautauqua,FRENCH CREEK,MEDINA,1,0,
1996,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OC"
1991,"Gorton, Leonette",Allegany,ALMA,RICHBURG,0,0,
1987,"Reynolds, James W",Allegany,WELLSVILLE,FULMER VALLEY,0,0,
1967,Iroquois Gas Corp.,Erie,CHEEKTOWAGA,MEDINA,3,0,GX
1987,"Ebenezer Oil Co., Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OB
1981,"Eclipse Management Assoc., Inc",Chautauqua,HARMONY,MEDINA,0,1,
1992,"Universal Resources Holdings, Incorporated",Chautauqua,ELLERY,MEDINA,2,0,GK
1979,Estate of Edith Reisdorf,Wyoming,SHELDON,MEDINA,0,1,
1999,"Esterline, Norma K.",Chautauqua,CLYMER,MEDINA,1,0,
1997,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OD
1990,Heitman Gas,Chautauqua,SHERIDAN,MEDINA,0,1,
1979,River Oil Co.,Allegany,WILLING,FULMER VALLEY,0,0,
