Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,0-17,Erie,NORTHWEST BUFFALO COMM H C,30,2,
2AP,0-17,Westchester,OMH STATE PC NETWORK,29,2,
2AP,0-17,Bronx,"UNION COMMUNITY HEALTH CENTER, INC.",40,0,NO
2AP,0-17,Saratoga,ALLIANCE EMERGENCY SYSTEMS,26,0,
2AP,18+,Livingston,County,312,19,
2AP,0-17,Schenectady,County,284,17,
3AP,18+,Suffolk,COMMUNITY HLTHCARE NETWORK AI,25,1,NO
3AP,18+,Staten Island,"STATEN ISLAND BEHAVIORAL NETWORK, INC.",154,0,
2AP,18+,Nassau,NORTH SHORE-LONG ISLAND JEWISH HEALTH SYSTEM,233,21,NO
2AP,18+,Albany,County,1992,418,
2AP,18+,Dutchess,PUTNAM HOSPITAL CENTER,39,4,NO
3AP,0-17,Westchester,WHITE PLAINS HOSPITAL MEDICAL CENTER,38,0,NO
2AP,0-17,Wayne,County,117,4,
3AP,0-17,Schoharie,SCHOHARIE COUNTY COMMUNITY MENTAL HEALTH CTR,22,0,NO
3AP,18+,Manhattan,THE NEW YORK AND PRESBYTERIAN HOSPITAL,1130,0,
3AP,18+,Staten Island,County,547,2,
3AP,0-17,Brooklyn,COALITION FOR HISPANIC FAMILY SERVICES,22,0,NO
3AP,18+,Saint Lawrence,"UNITED HELPERS CARE, INC.",71,0,NO
2AP,0-17,Staten Island,County,164,5,
3AP,18+,Monroe,OAK ORCHARD HEALTH,179,0,
3AP,18+,Manhattan,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",6073,23,
2AP,0-17,Bronx,BRONX-LEBANON HOSPITAL CENTER,222,6,NO
2AP,18+,Lewis,County,54,3,NO
2AP,18+,Westchester,OMH STATE PC NETWORK,21,5,NO
2AP,0-17,Westchester,HUDSON VALLEY HOSP CTR,23,1,NO
3AP,18+,Niagara,NIAGARA FALLS MEMORIAL MEDICAL CENTER,526,2,NO
3AP,0-17,Suffolk,ST. CHARLES HOSPITAL CORP.,23,0,NO
2AP,18+,Queens,PHOENIX HOUSES OF NEW YORK INC,31,2,
3AP,18+,Albany,County,5948,43,
2AP,0-17,Cayuga,County,126,3,
3AP,18+,Westchester,MONTEFIORE NEW ROCHELLE HOSP,34,0,
2AP,18+,Nassau,UCPA OF NASSAU COUNTY     INC,38,1,NO
3AP,18+,Monroe,VALUE NETWORK IPA,84,0,
2AP,18+,Niagara,NIAGARA COUNTY DEPARTMENT OF MENTAL HEALTH,55,5,
2AP,0-17,Sullivan,County,135,7,
2AP,0-17,Ulster,County,280,8,
3AP,18+,Erie,MERCY HOSPITAL OF BUFFALO,94,0,NO
2AP,0-17,Yates,County,40,1,
3AP,18+,Suffolk,"FAMILY SERVICE LEAGUE, INC.",235,1,NO
3AP,18+,Allegany,County,36,2,
2AP,0-17,Orleans,County,25,0,
2AP,18+,Brooklyn,"PSCH, INC.",114,29,YES
2AP,18+,Brooklyn,SO BROOKLYN MED ADMIN SVCS,32,2,NO
2AP,18+,Manhattan,KINGSBORO PSYCHIATRIC CENTER,30,12,
2AP,18+,Manhattan,BRONX-LEBANON HOSPITAL CENTER,61,4,
2AP,18+,Manhattan,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,239,24,
2AP,0-17,Rensselaer,County,161,6,
3AP,0-17,Erie,"CHILD & ADOLESCENT TREATMENT SERVICES, INC.",66,0,NO
2AP,18+,Rensselaer,County,293,30,
3AP,18+,Allegany,County,174,2,
2AP,18+,Orange,ROCKLAND PSYCHIATRIC CENTER,42,12,YES
3AP,18+,Warren,ADIRONDACK HEALTH INSTITUTE INC,449,0,
3AP,18+,Tioga,County,22,0,
3AP,0-17,Suffolk,County,637,1,
3AP,18+,Rockland,SUMMIT PARK HOSPITAL - ROCKLAND COUNTY DMH,60,1,NO
2AP,18+,Westchester,MENTAL HEALTH ASSOCIATION OF WESTCHESTER COUN,320,38,
3AP,0-17,Ontario,County,132,0,
2AP,18+,Tioga,County,55,16,
2AP,0-17,Rensselaer,County,194,5,NO
2AP,18+,Schuyler,SCHUYLER HOSPITAL,75,5,
3AP,18+,Suffolk,PILGRIM PSYCHIATRIC CENTER,278,1,NO
3AP,18+,Monroe,A C CENTER INC,46,0,
2AP,18+,Clinton,County,212,24,NO
3AP,18+,Schuyler,County,68,0,
2AP,18+,Warren,County,845,66,
3AP,18+,Cattaraugus,CATTARAUGUS COUNTY DEPARTMENT OF COMMUNITY SE,195,1,
2AP,18+,Nassau,"CHARLES EVANS CENTER, INC.",188,36,
2AP,0-17,Erie,County,618,15,NO
3AP,18+,Seneca,County,42,0,
2AP,0-17,Livingston,County,83,0,
2AP,18+,Manhattan,COMMUNITY HEALTH ACTION OF SI,66,10,NO
2AP,18+,Ontario,CLIFTON SPRINGS HOSPITAL AND CLINIC,23,2,
2AP,18+,Bronx,VISITING NURSE SERVICE OF NEW YORK,325,40,NO
2AP,18+,Schuyler,County,34,1,
2AP,18+,Jefferson,County,490,48,
3AP,0-17,Staten Island,County,40,0,
3AP,18+,Dutchess,County,1255,8,
2AP,18+,Bronx,County,14239,1468,
2AP,18+,Orange,County,1505,197,
3AP,18+,Madison,COMMUNITY MEMORIAL HOSPITAL,69,0,
2AP,18+,Suffolk,County,4405,573,
3AP,18+,Bronx,CCN GENERAL MEDICINE PLLC,39,0,
3AP,18+,Delaware,County,104,0,
2AP,18+,Monroe,County,4089,341,
2AP,0-17,Hamilton,County,1,0,
2AP,18+,Rensselaer,County,455,49,
3AP,18+,Oneida,"THE NEIGHBORHOOD CENTER, INC.",123,0,
3AP,18+,Tioga,County,49,0,
2AP,0-17,Ulster,County,289,15,
2AP,18+,Ulster,County,1073,127,
3AP,18+,Manhattan,"THE COLLABORATIVE FOR CHILDREN AND FAMILIES,",73,0,
3AP,18+,Oneida,AIDS COMMUNITY RESOURCES AI,24,0,
2AP,0-17,Erie,MID-ERIE COUNSELING AND TREATMENT SERVICES,29,0,NO
2AP,18+,Greene,County,260,18,
3AP,18+,Manhattan,County,23508,83,
2AP,18+,Tompkins,County,369,30,
2AP,18+,Bronx,LESC BHCC,267,16,
3AP,0-17,Chautauqua,UPMC CHAUTAUQUA AT WCA,128,0,
3AP,0-17,Chemung,OMH STATE PC NETWORK,40,0,NO
3AP,18+,Delaware,County,104,0,
3AP,0-17,Allegany,County,22,0,NO
3AP,18+,Orange,County,1452,8,
3AP,18+,Schoharie,County,29,0,
3AP,18+,Onondaga,"SYRACUSE RECOVERY SERVICES, LLC",31,0,
3AP,18+,Cayuga,County,41,0,
3AP,18+,Saratoga,County,266,2,NO
2AP,18+,Erie,BUFFALO GENERAL HOSP,58,11,
2AP,0-17,Cortland,County,68,1,
3AP,18+,Manhattan,LAFAYETTE MEDICAL APPROACH LLC,84,1,
2AP,18+,Jefferson,County,583,56,
2AP,0-17,Schoharie,County,33,0,
2AP,18+,Ontario,County,208,29,NO
2AP,18+,Steuben,CORNING HOSP,46,2,NO
3AP,18+,Manhattan,"BAILEY HOUSE, INC.",70,0,
3AP,18+,Dutchess,COORDINATED BEHAVIORAL CARE IPA,143,1,
2AP,18+,Manhattan,COMMUNITY CARE MANAGEMENT PARTNERS,1354,140,NO
2AP,18+,Suffolk,HUNTINGTON HOSPITAL,124,11,
2AP,18+,Onondaga,CATHOLIC CHARITIES OF ONONDAGA COUNTY,41,3,
2AP,0-17,Ontario,County,138,6,
3AP,18+,Staten Island,County,1591,9,
3AP,18+,Nassau,County,5239,23,
2AP,18+,Queens,County,10564,1377,
3AP,18+,Monroe,County,574,4,
3AP,0-17,Wayne,County,6,0,
3AP,18+,Ulster,County,957,7,
3AP,0-17,Cortland,FAMILY COUNSELING SERVICES OF CORTLAND CO.INC,29,0,NO
3AP,0-17,Nassau,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,129,0,
3AP,18+,Dutchess,County,1281,9,
2AP,18+,Seneca,County,121,11,
2AP,0-17,Erie,County,570,24,NO
2AP,18+,Manhattan,"REALIZATION CENTER, INC. (CLOSED)",50,2,NO
2AP,18+,Montgomery,ST. MARY'S HEALTHCARE,528,62,
2AP,18+,Brooklyn,County,12019,1295,
2AP,0-17,Queens,County,798,36,NO
2AP,18+,Putnam,County,389,34,
3AP,18+,Sullivan,COUNCIL ALCOHOL/DRUG SULLIVAN,22,0,NO
2AP,18+,Sullivan,County,580,70,
2AP,18+,Wyoming,"ALLEGANY REHABILITATION ASSOCIATES, INC.",45,6,NO
2AP,0-17,Jefferson,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",30,1,
3AP,18+,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,52,0,
2AP,0-17,Warren,County,250,6,
2AP,18+,Bronx,"UNITED BRONX PARENTS, INC.",519,43,NO
2AP,0-17,Putnam,County,21,0,
2AP,18+,Brooklyn,County,11491,1259,
3AP,0-17,Westchester,NORTHWELL HEALTH NETWORK,33,0,
3AP,18+,Chautauqua,UPMC CHAUTAUQUA AT WCA,465,3,
2AP,18+,Cortland,County,250,14,
2AP,0-17,Queens,EPISCOPAL HEALTH SERVICES INC.,23,0,NO
3AP,0-17,Manhattan,NYC-HHC AGENCY NETWORK,598,0,NO
3AP,18+,Westchester,SOUND SHORE MEDICAL CENTER,69,0,NO
2AP,18+,Livingston,County,38,4,
3AP,18+,Broome,GREATER BINGHAMTON HEALTH CENTER,42,0,
2AP,0-17,Genesee,County,40,1,
2AP,0-17,Cayuga,County,118,6,
3AP,18+,Sullivan,County,567,1,
3AP,18+,Columbia,County,218,1,
2AP,18+,Cattaraugus,County,404,40,
3AP,18+,Chenango,CHENANGO COUNTY COMMUNITY SERVICES BOARD,53,0,NO
2AP,18+,Queens,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, IN",145,21,
2AP,18+,Westchester,"CENTRAL NASSAU GUIDANCE AND COUN. SERV., INC.",235,40,
2AP,18+,Steuben,County,342,41,
2AP,18+,Staten Island,County,1524,251,
2AP,18+,Rockland,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,1026,171,
2AP,18+,Manhattan,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,31,3,NO
2AP,0-17,Cattaraugus,County,95,0,
2AP,0-17,Herkimer,County,44,0,
2AP,18+,Erie,"PROMESA, INC.",35,1,
2AP,18+,Essex,County,131,14,
2AP,18+,Dutchess,County,1255,152,
2AP,18+,Manhattan,DENNELISSE CORP  AI,29,4,
3AP,18+,Essex,County,35,0,
2AP,18+,Suffolk,EASTERN LONG ISLAND HOSPITAL ASSOCIATION,23,2,
2AP,18+,Delaware,County,119,8,
2AP,18+,Saratoga,County,572,52,
2AP,18+,Westchester,MONTEFIORE NEW ROCHELLE HOSP,41,6,
2AP,18+,Oswego,County,412,30,
3AP,18+,Putnam,County,101,0,
2AP,0-17,Montgomery,County,138,5,
3AP,18+,Onondaga,"LIBERTY RESOURCES, INC.",209,0,
2AP,18+,Chemung,County,602,68,
2AP,18+,Clinton,County,343,37,
2AP,0-17,Essex,County,42,0,
3AP,18+,Orange,OPEN DOOR FAMILY MEDICAL CENTER INC,148,0,NO
2AP,18+,Cayuga,County,280,33,
3AP,18+,Brooklyn,"PUERTO RICAN FAMILY INSTITUTE, INC.",42,0,NO
3AP,18+,Lewis,County,119,2,
2AP,18+,Region,Region,40874,4610,
3AP,18+,Saratoga,THE SARATOGA HOSPITAL,302,1,
2AP,18+,Manhattan,NYC-HHC AGENCY NETWORK,267,17,
2AP,18+,Westchester,"THE GUIDANCE CENTER OF WESTCHESTER, INC.",153,19,
3AP,0-17,Queens,"JOSEPH P. ADDABBO FAMILY HEALTH CENTER, INC.",22,0,NO
2AP,18+,Manhattan,"THE FIFTH AVENUE COUNSELING CENTER, INC.",22,1,NO
2AP,0-17,Staten Island,County,103,2,
2AP,18+,Monroe,"BEHAVIORAL HEALTH NETWORK, INC.",191,11,
2AP,18+,Manhattan,NYC-HHC ELMHURST HOSPITAL CENTER,723,65,NO
2AP,0-17,Suffolk,SUFFOLK COUNTY COMMUNITY MENTAL HYGIENE SERV,34,0,NO
3AP,0-17,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",68,0,NO
3AP,18+,Westchester,PHELPS MEMORIAL HOSPITAL CENTER,292,4,
3AP,18+,Erie,"BUFFALO FEDERATION/NEIGHBORHOOD CENTERS, INC.",116,1,
2AP,18+,Suffolk,HANDS ACROSS LONG ISLAND,45,8,NO
3AP,18+,Westchester,HUDSON RIVER HEALTHCARE INC,1385,5,NO
3AP,0-17,Livingston,County,77,0,NO
3AP,0-17,Onondaga,ONONDAGA COUNTY DEPARTMENT OF MENTAL HEALTH,65,0,NO
2AP,18+,Manhattan,CONEY ISLAND HOSPITAL SCM,490,50,
3AP,0-17,Nassau,ADVANCED HEALTH NETWORK IPA,268,0,
2AP,18+,Queens,NEW YORK HOSP MED CTR QUEENS,394,78,
2AP,18+,Rensselaer,County,429,47,
3AP,18+,Manhattan,AMERIGROUP NEW YORK LLC,106,1,NO
3AP,18+,Onondaga,SYRACUSE RECOVERY SERVICES,24,0,NO
2AP,18+,Schoharie,County,119,12,
3AP,18+,Warren,County,781,1,
2AP,18+,Rockland,County,1066,161,
3AP,18+,Manhattan,THE INSTITUTE FOR FAMILY HEALTH,957,1,
2AP,18+,Putnam,County,243,23,
2AP,18+,Bronx,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,145,17,
2AP,18+,Westchester,County,9037,1205,
2AP,18+,Franklin,County,457,33,
2AP,18+,Fulton,County,282,25,
2AP,18+,Ontario,County,86,15,
3AP,18+,Brooklyn,"COUNSELING SERVICE OF E.D.N.Y., INC.",63,0,
2AP,18+,Rensselaer,County,455,49,
3AP,18+,Westchester,ST. BARNABAS HOSPITAL,118,0,
3AP,0-17,Putnam,"PUTNAM FAMILY AND COMMUNITY SERVICES, INC.",21,0,NO
3AP,18+,Livingston,County,114,1,NO
3AP,18+,Oswego,"OSWEGO HOSPITAL, INC.",340,1,
3AP,18+,Queens,NORTH SHORE-LONG ISLAND JEWISH HEALTH SYSTEM,237,1,
3AP,18+,Hamilton,County,7,0,
3AP,18+,Erie,HEALTH HOME PARTNERS OF WNY LLC,661,4,NO
3AP,18+,Nassau,County,5310,25,
3AP,0-17,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,40,0,NO
2AP,18+,Nassau,PLANNED PARENTHOOD OF NASSAU,25,2,NO
2AP,18+,Greene,County,270,20,
2AP,18+,Queens,CREEDMOOR PSYCHIATRIC CENTER,202,79,
2AP,18+,Westchester,BRONX PSYCHIATRIC CENTER,93,35,
2AP,18+,Putnam,PUTNAM HOSPITAL CENTER,30,5,
2AP,0-17,Essex,County,41,4,NO
3AP,18+,Nassau,MERCY MEDICAL CENTER,209,1,NO
3AP,18+,Manhattan,THE NEW YORK AND PRESBYTERIAN HOSPITAL,2345,8,NO
2AP,18+,Manhattan,"INWOOD COMMUNITY SERVICES, INC.",87,11,
2AP,18+,Wyoming,County,136,11,
2AP,18+,Orleans,County,105,12,
2AP,18+,Orange,ORANGE REGIONAL MEDICAL CENTER,183,13,
2AP,18+,Queens,MOUNT SINAI MEDICAL CENTER,97,15,
3AP,0-17,Onondaga,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",144,0,
2AP,18+,Yates,SOLDIERS & SAILORS MEMORIAL HOSPITAL,42,12,YES
2AP,18+,Franklin,County,457,33,
2AP,18+,Suffolk,HUDSON RIVER HEALTH CARE,507,72,
3AP,18+,Sullivan,County,1801,8,
3AP,0-17,Westchester,HUDSON VALLEY HOSP CTR,21,0,
3AP,18+,Westchester,HUDSON VALLEY HOSP CTR,97,0,NO
3AP,18+,Bronx,AMBULATORY SURGERY CTR OF GNY,24,0,
2AP,18+,Brooklyn,County,94,12,
2AP,0-17,Oneida,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",55,0,
3AP,0-17,Madison,County,77,0,NO
2AP,18+,Westchester,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",40,3,
3AP,18+,Manhattan,KINGSBORO PSYCHIATRIC CENTER,21,0,
2AP,0-17,Rensselaer,County,166,5,
3AP,18+,Bronx,"RIVERDALE MENTAL HEALTH ASSOCIATION, INC.",84,3,NO
3AP,0-17,Nassau,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,83,0,NO
3AP,0-17,Manhattan,THE INSTITUTE FOR FAMILY HEALTH,76,0,
3AP,18+,Brooklyn,WELLLIFE NETWORK INC.,36,0,
2AP,0-17,Monroe,NORTHEAST PARENT & CHILD SOCIETY,73,1,
2AP,18+,Lewis,County,113,10,
3AP,18+,Erie,NORTHWEST COMMUNITY MENTAL HEALTH CENTER,111,2,NO
2AP,18+,Warren,County,796,65,
2AP,18+,Monroe,A C CENTER INC,80,3,NO
3AP,18+,Herkimer,LITTLE FALLS HOSPITAL,137,1,
3AP,18+,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",507,0,NO
3AP,0-17,Manhattan,NYC-HHC HARLEM HOSPITAL CENTER,39,0,
3AP,18+,Bronx,County,5742,16,
3AP,18+,Schenectady,County,1633,2,
2AP,18+,Oneida,County,1706,156,
3AP,18+,Manhattan,INTERNATIONAL CENTER FOR THE DISABLED,57,0,NO
3AP,18+,Tioga,County,60,0,
3AP,18+,Suffolk,CS MEDICAL ASSOCIATES PC,40,0,
2AP,0-17,Franklin,County,81,3,
3AP,18+,Livingston,NICHOLAS H. NOYES MEMORIAL HOSPITAL,150,2,
2AP,18+,Manhattan,"BAILEY HOUSE, INC.",43,3,NO
3AP,18+,Onondaga,County,1103,6,NO
2AP,18+,Cayuga,County,283,29,
3AP,0-17,Manhattan,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,122,0,NO
2AP,0-17,Albany,County,1219,40,
2AP,18+,Putnam,"PUTNAM FAMILY AND COMMUNITY SERVICES, INC.",108,5,NO
3AP,0-17,Niagara,County,235,0,
2AP,18+,Bronx,County,14967,1531,
2AP,18+,Suffolk,SOUTHSIDE HOSPITAL,136,22,
2AP,0-17,Cortland,County,60,1,
3AP,18+,Manhattan,"GREENWICH HOUSE, INC.",55,1,NO
3AP,0-17,Cortland,FAMILY HLTH NETWRK CENTRAL NY,22,0,NO
2AP,18+,Jefferson,CREDO COMM. CENTER F/T TREATMENT OF ADDICTION,49,1,
2AP,18+,Brooklyn,County,12277,1329,
3AP,18+,Queens,County,10188,49,
3AP,18+,Franklin,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",243,0,
3AP,18+,Suffolk,"MARYHAVEN CENTER OF HOPE, INC.",80,2,
2AP,18+,Franklin,ADIRONDACK HEALTH INSTITUTE INC,33,4,
3AP,0-17,Steuben,STEUBEN COUNTY COMMUNITY MENTAL HEALTH CENTER,44,0,
3AP,0-17,Orange,County,250,0,
3AP,18+,Staten Island,County,560,1,
3AP,0-17,Erie,ERIE COUNTY MEDICAL CENTER,47,0,NO
2AP,18+,Albany,SAMARITAN HOSPITAL,236,39,YES
2AP,0-17,Albany,County,1545,55,
2AP,0-17,Albany,ST. LAWRENCE PSYCHIATRIC CENTER,27,3,
2AP,18+,Ontario,County,540,40,NO
2AP,18+,Bronx,COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICA,24,1,
3AP,18+,Albany,ALBANY MEDICAL CENTER,318,1,
2AP,0-17,Wyoming,County,25,0,NO
3AP,18+,Manhattan,"CREATE,INC.",47,0,NO
2AP,18+,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,444,45,NO
3AP,18+,Westchester,County,8841,57,
2AP,0-17,Chautauqua,County,195,5,
2AP,0-17,Westchester,WESTCHESTER MEDICAL CENTER,234,19,YES
2AP,0-17,Albany,County,1474,59,
2AP,0-17,Saratoga,"FW OF SARATOGA, INC.",182,5,NO
2AP,0-17,Schuyler,County,15,0,
3AP,0-17,Bronx,MONTEFIORE MEDICAL CENTER,398,0,NO
3AP,18+,Onondaga,"CENTRAL NEW YORK SERVICES, INC.",128,0,
2AP,0-17,Suffolk,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,64,5,
2AP,18+,Erie,BUFFALO HEARING & SPEECH CTR,37,7,
3AP,18+,Albany,GREATER BINGHAMTON HEALTH CENTER,52,1,
2AP,18+,Jefferson,County,227,21,
2AP,0-17,Queens,County,726,33,
3AP,18+,Livingston,County,312,1,
2AP,18+,Queens,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",173,16,
2AP,18+,Albany,"MOHAWK OPPORTUNITIES, INC.",24,1,
2AP,0-17,Yates,County,23,0,
3AP,18+,Jefferson,County,531,3,
2AP,18+,Westchester,"MONTEFIORE MOUNT VERNON HOSPITAL, INC.",150,20,NO
2AP,18+,Queens,"THE BRIDGE, INC.",284,28,
2AP,0-17,Jefferson,County,150,3,
2AP,0-17,Onondaga,County,566,16,
2AP,0-17,Genesee,County,30,1,NO
2AP,18+,Brooklyn,C.C.M.S.,253,22,
3AP,18+,Schenectady,County,1633,2,
2AP,0-17,Schenectady,County,316,17,
3AP,18+,Ulster,County,1107,5,
2AP,18+,Brooklyn,ALLHEALTH DIAG & TRT CTR,40,4,NO
2AP,18+,Chemung,County,583,66,
2AP,18+,Queens,County,10063,1321,
3AP,18+,Nassau,NORTH SHORE-LONG ISLAND JEWISH HEALTH SYSTEM,233,2,NO
2AP,18+,Erie,HORIZON VILLAGE INC,86,6,
2AP,0-17,Suffolk,STATE UNIVERSITY OF NY AT STONY BROOK,200,17,
2AP,18+,Westchester,"REHABILITATION SUPPORT SERVICES, INC.",189,53,
2AP,0-17,Queens,County,595,23,
2AP,0-17,Chenango,County,66,1,
3AP,18+,Suffolk,OMH STATE PC NETWORK,263,0,NO
3AP,18+,Monroe,"SCAP, INC./DBA ARBOR DEVELOPMENT",31,0,NO
2AP,18+,Franklin,County,391,31,
2AP,0-17,Staten Island,County,179,2,
3AP,0-17,Cayuga,AUBURN COMMUNITY HOSPITAL,62,0,
2AP,18+,Westchester,County,9478,1267,
2AP,0-17,Albany,"ALBANY CTY DEPT FOR CHILDREN,YOUTH & FAMILIES",44,1,
3AP,18+,Brooklyn,FAMILY SERVICES NETWORK NY AI,172,0,
2AP,18+,Suffolk,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,26,4,
2AP,18+,Rockland,"JAWONIO, INC.",51,9,
3AP,18+,Genesee,"LIVING OPPORTUNITIES OF DEPAUL, INC.",21,0,
2AP,0-17,Albany,GREATER BINGHAMTON HEALTH CENTER,36,0,
3AP,18+,Ulster,County,478,2,NO
3AP,0-17,Tioga,TIOGA COUNTY DEPARTMENT OF MENTAL HYGIENE,21,0,NO
2AP,18+,Wyoming,County,11,1,
2AP,0-17,Jefferson,County,140,3,
2AP,0-17,Saratoga,ALLIANCE EMERGENCY SYSTEMS,22,1,NO
3AP,18+,Chautauqua,BROOKS MEMORIAL HOSPITAL,36,0,NO
3AP,0-17,Lewis,County,34,0,
2AP,18+,Dutchess,THE INSTITUTE FOR FAMILY HEALTH,141,23,
3AP,18+,Schuyler,SCHUYLER HOSPITAL,65,0,
3AP,18+,Westchester,WESTCHESTER CARES ACTION PROGRAM,36,0,NO
3AP,18+,Ulster,County,464,1,
3AP,18+,Saint Lawrence,County,534,1,
2AP,18+,Jefferson,County,531,50,
3AP,18+,Monroe,"BEHAVIORAL HEALTH NETWORK, INC.",276,1,NO
2AP,18+,Onondaga,"HELIO HEALTH, INC.",383,26,
2AP,18+,Manhattan,FOOT CLINICS OF NY,60,10,NO
2AP,18+,Dutchess,County,1291,160,
2AP,18+,Erie,ASPIRE OF WESTERN NEW YORK IN,174,21,NO
3AP,18+,Bronx,County,13637,47,
3AP,0-17,Saratoga,County,248,0,NO
2AP,18+,Albany,ALBANY COUNTY DEPARTMENT OF MENTAL HEALTH,146,19,NO
2AP,0-17,Suffolk,HUDSON RIVER HEALTH CARE,52,0,
2AP,18+,Saint Lawrence,County,531,34,
2AP,18+,Franklin,County,385,31,
2AP,0-17,Westchester,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,87,12,YES
3AP,18+,Putnam,PUTNAM HOSPITAL CENTER,39,0,NO
3AP,18+,Manhattan,NYC-HHC JACOBI MEDICAL CENTER,307,1,NO
3AP,18+,Sullivan,County,1469,10,
2AP,0-17,Manhattan,SCO FAMILY OF SERVICES,94,3,
2AP,18+,Monroe,CLIFTON SPRINGS HOSPITAL AND CLINIC,215,16,
3AP,18+,Staten Island,OMH STATE PC NETWORK,40,0,
2AP,0-17,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,56,1,
2AP,0-17,Cayuga,County,125,3,
3AP,0-17,Manhattan,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,114,0,
3AP,18+,Westchester,"THE GUIDANCE CENTER OF WESTCHESTER, INC.",150,0,
2AP,0-17,Manhattan,THE COLLABORATIVE FOR CHILDREN AND,130,7,
2AP,18+,Washington,County,123,13,
2AP,18+,Westchester,"HONOR EHG, INC.",23,0,
3AP,18+,Manhattan,County,25125,84,
2AP,18+,Essex,MENTAL HEALTH ASSOCIATION IN ESSEX COUNTY,23,0,
2AP,0-17,Genesee,UNITED MEMORIAL MEDICAL CTR,32,2,
2AP,0-17,Broome,OMH STATE PC NETWORK,66,0,
2AP,0-17,Genesee,County,45,1,
2AP,0-17,Wyoming,County,39,1,
2AP,18+,Westchester,HUDSON VALLEY CARE COALITION,1013,152,
