CAMIS,DBA,PHONE,CUISINE DESCRIPTION,SCORE,INSPECTION TYPE,BBL,NTA
50051810,BROOKLYN ROASTING COMPANY,7188551000,Coffee/Tea,22.0,Cycle Inspection / Re-inspection,3025640001.0,BK76
50009481,HOME 2 SUITES BY HILTON,7187066262,American,10.0,Cycle Inspection / Initial Inspection,4003990022.0,QN68
41563594,SCAGLIONE BROTHERS BAKERY,7188921736,Sandwiches,6.0,Cycle Inspection / Re-inspection,2041080002.0,BX37
41679329,BEST COFFEE SHOP,7184351014,American,21.0,Cycle Inspection / Initial Inspection,3056080029.0,BK34
41231634,HUSH CAFE LOUNGE & GARDEN,7187796061,Eastern European,18.0,Cycle Inspection / Initial Inspection,4027970007.0,QN30
40958354,DELMAR PIZZERIA,7187697766,Pizza,23.0,Cycle Inspection / Initial Inspection,3074590042.0,BK17
41446990,ALEMBI CAFE,7187776544,Coffee/Tea,5.0,Cycle Inspection / Initial Inspection,4007930029.0,QN72
50004905,TARROS BAR,3478088170,Spanish,17.0,Cycle Inspection / Initial Inspection,4017840128.0,QN26
40734447,RHYTHM & BOOZE,7187889699,American,21.0,Cycle Inspection / Initial Inspection,3011140092.0,BK40
50075836,DOMINO'S,7182084900,Pizza,13.0,Pre-permit (Operational) / Initial Inspection,5003710044.0,SI07
50062365,H-YARD GOURMET DELI,2128372896,Sandwiches,12.0,Cycle Inspection / Re-inspection,1007590001.0,MN13
50071494,MISC,3476634020,Thai,10.0,Cycle Inspection / Initial Inspection,3011750059.0,BK61
41618871,TESTO,7183884810,Italian,22.0,Cycle Inspection / Initial Inspection,3030410014.0,BK90
50066388,GOLDEN LEO RESTAURANT,7183327777,Russian,12.0,Pre-permit (Operational) / Re-inspection,3087710127.0,BK17
41390570,18 BAKERY,7182595399,Bakery Products/Desserts,13.0,Cycle Inspection / Initial Inspection,3055760147.0,BK28
40400539,ALL AMERICAN COFFEE SHOP,7189376161,American,17.0,Cycle Inspection / Initial Inspection,4006350001.0,QN68
40395858,TEQUILLA SUNRISE,7186310377,Mexican,13.0,Cycle Inspection / Re-inspection,4061190055.0,QN46
40369087,BLUE BAY RESTAURANT,7188846476,American,17.0,Cycle Inspection / Re-inspection,2057940501.0,BX29
50073615,PIZZA MERCATO,2124208432,Pizza,23.0,Cycle Inspection / Initial Inspection,1005480040.0,MN23
40363565,HOT BAGELS,7183268510,Bagels/Pretzels,25.0,Cycle Inspection / Initial Inspection,4030690069.0,QN21
50033434,WING BISTRO,9174751153,American,20.0,Cycle Inspection / Initial Inspection,1014350029.0,MN31
41474882,BUKA,3477630619,African,40.0,Cycle Inspection / Re-inspection,3020140017.0,BK69
50059999,MANGU GRILL RESTAURANT,3477350990,Latin American,,Administrative Miscellaneous / Re-inspection,4040840015.0,QN23
50055470,NON SOLO PIADA,2122160616,Italian,11.0,Cycle Inspection / Initial Inspection,1007600046.0,MN13
50014998,BURGER VILLAGE,7184994165,Hamburgers,49.0,Cycle Inspection / Initial Inspection,3009830039.0,BK37
50049519,DESIRED TASTE INTERNATIONAL FOOD,7188889622,Chinese,20.0,Cycle Inspection / Re-inspection,4049580036.0,QN22
40535512,KUM GANG SAN,7184610909,Korean,15.0,Cycle Inspection / Re-inspection,4050100028.0,QN22
41635390,DON ALEX RESTAURANT,7182751112,Peruvian,17.0,Cycle Inspection / Initial Inspection,4020900061.0,QN18
41231076,MAMA LETI'S,7184763497,Latin American,24.0,Cycle Inspection / Initial Inspection,4016050067.0,QN26
41172672,WENG'S PALACE,2128686868,Chinese,11.0,Cycle Inspection / Initial Inspection,1007630044.0,MN15
50069935,TONYS PIZZERIA,7185630743,Pizza,18.0,Cycle Inspection / Initial Inspection,2033160008.0,BX28
40383067,RUSSIAN TURKISH BATHS,2125450665,Russian,9.0,Cycle Inspection / Re-inspection,1004370015.0,MN22
40610000,HOP LEE KITCHEN,7183894756,Chinese,10.0,Cycle Inspection / Re-inspection,3025330067.0,BK76
50076238,TEA SHOP AND BAKERY,7188866889,Bakery Products/Desserts,23.0,Pre-permit (Operational) / Re-inspection,4070700049.0,QN41
41553996,SOL DE QUITO RESTAURANT,7184174174,Spanish,36.0,Cycle Inspection / Initial Inspection,3032700007.0,BK77
50068018,THAI EXPRESS,3477324249,Thai,9.0,Pre-permit (Operational) / Re-inspection,4050190005.0,QN22
50013284,SOHO ROOM,2123343855,American,,Smoke-Free Air Act / Initial Inspection,1005040039.0,MN24
40959121,TEMPEST BAR,2126431502,Irish,22.0,Cycle Inspection / Initial Inspection,1007540038.0,MN13
50055603,SUNSHINE RESTAURANT & GRILL,7186396900,Indian,12.0,Cycle Inspection / Re-inspection,4011650045.0,QN28
40605862,LICHEE NUT,7185225565,Chinese,19.0,Cycle Inspection / Re-inspection,3002490042.0,BK09
41590276,NUM PANG KITCHEN,2128678889,Southeast Asian,13.0,Cycle Inspection / Initial Inspection,1012950033.0,MN20
50000867,TABATA 2 JAPANESE NOODLE RESTAURANT,2124652418,Japanese,21.0,Cycle Inspection / Initial Inspection,1007610039.0,MN13
41462900,ATLANTIC MITOUSHI SUSHI,7189351600,Japanese,13.0,Cycle Inspection / Re-inspection,3002760014.0,BK09
50087176,K & L DAIRY FARM,2015752557,Sandwiches,28.0,Pre-permit (Operational) / Initial Inspection,4012760037.0,QN28
41661367,THE CHIPPED CUP,9179519215,Coffee/Tea,13.0,Cycle Inspection / Initial Inspection,1020800062.0,MN04
50039107,HEALTHY FRESH,7186846411,American,15.0,Cycle Inspection / Initial Inspection,2041280040.0,BX37
50052257,TITAHS DELI GROCERY,7185652527,Spanish,24.0,Cycle Inspection / Initial Inspection,4017010076.0,QN27
50097716,BROOKLYN BAY SEAFOOD,7183335833,Seafood,-1.0,Pre-permit (Operational) / Initial Inspection,3058860046.0,BK31
50103814,MAYA TAQUERIA,7183986292,Mexican,23.0,Pre-permit (Operational) / Initial Inspection,3009490044.0,BK37
50054303,NEW HONG WONG SEAFOOD RESTAURANT,2122268778,Chinese,16.0,Cycle Inspection / Initial Inspection,1002390033.0,MN24
40645260,DUNKIN,7188998484,Donuts,10.0,Cycle Inspection / Initial Inspection,4015100013.0,QN29
50000441,RA @ Y & R,2122103018,American,4.0,Cycle Inspection / Initial Inspection,1010297501.0,MN17
50068583,RED STAR CHINESE RESTAURANT,6463355592,Chinese,30.0,Cycle Inspection / Initial Inspection,1.0,
50057082,DAILY PRESS,3474421410,Coffee/Tea,7.0,Cycle Inspection / Initial Inspection,3015420001.0,BK79
50043885,"BOTTOMS UP, VODKA SODA",2129690460,American,9.0,Cycle Inspection / Re-inspection,1010370024.0,MN15
50080328,C & J BAKERY,2127952121,Spanish,12.0,Pre-permit (Operational) / Re-inspection,1021660016.0,MN35
50082290,KIRKLAND & ELLIS CAFE,5162361932,American,24.0,Cycle Inspection / Initial Inspection,1013087501.0,MN19
40392256,MCDONALD'S,7189391881,Hamburgers,10.0,Cycle Inspection / Initial Inspection,4050360041.0,QN22
50079948,CHEN'S GARDEN RESTAURANT,9178158025,Chinese,20.0,Pre-permit (Operational) / Re-inspection,5059000020.0,SI05
41493226,SKY ROOM,2123801195,American,13.0,Cycle Inspection / Re-inspection,1007630056.0,MN15
50077901,HILTON GARDEN INN,6465318679,American,20.0,Pre-permit (Operational) / Initial Inspection,1010207501.0,MN17
41105041,YU KING BAKERY,7189963888,Chinese,54.0,Cycle Inspection / Initial Inspection,3068580164.0,BK29
50004456,JUSTINO'S PIZZERIA,2127979292,Pizza,17.0,Cycle Inspection / Initial Inspection,1000290022.0,MN25
40399472,OLIVE GARDEN,2123333254,Italian,52.0,Cycle Inspection / Initial Inspection,1010197501.0,MN17
40829150,SOCIETY OF ILLUSTRATORS,2128382560,American,10.0,Cycle Inspection / Initial Inspection,1013970060.0,MN40
41573961,GOOD VIEW BAKERY,7186219388,Chinese,12.0,Cycle Inspection / Initial Inspection,3062590044.0,BK28
41694297,BURGER KING,7183300854,Hamburgers,13.0,Cycle Inspection / Initial Inspection,3001440001.0,BK38
50065881,ROLLING COW,6468758879,Frozen Desserts,20.0,Pre-permit (Operational) / Initial Inspection,5024000180.0,SI24
50003350,3-J RESTAURANT AND PIZZA,3473461381,Latin American,25.0,Cycle Inspection / Initial Inspection,2026830001.0,BX33
50094878,LATINA'S KITCHEN & BAR,3478620121,Latin American,22.0,Pre-permit (Operational) / Initial Inspection,2028790184.0,BX36
40679269,HOUSE OF BREWS,2125417080,American,13.0,Cycle Inspection / Initial Inspection,1010410037.0,MN15
50017471,HARBS,6463366888,Japanese,11.0,Cycle Inspection / Re-inspection,1007460001.0,MN13
50059273,TASTI D-LITE,2124961466,Frozen Desserts,13.0,Pre-permit (Operational) / Initial Inspection,1012160001.0,MN12
41644203,CHIQUI CAFE,7183478100,Bakery Products/Desserts,19.0,Cycle Inspection / Initial Inspection,4086600002.0,QN43
50004183,LIMA 33,7182254949,Peruvian,10.0,Cycle Inspection / Re-inspection,4082600022.0,QN45
41585567,PAPPARDELLA,2125957996,Italian,11.0,Cycle Inspection / Re-inspection,1011467501.0,MN12
41502571,CHIFA RESTAURANT,7188980108,Peruvian,35.0,Cycle Inspection / Initial Inspection,4012460006.0,QN28
50009657,CASABLANCA GRILL,2123553535,Moroccan,37.0,Cycle Inspection / Re-inspection,1014570002.0,MN31
50101694,Barcrudo,7187011894,Seafood,21.0,Pre-permit (Operational) / Initial Inspection,3009980040.0,BK37
50100639,THE GOURMET BAGEL SHOPPE,3478429221,Bagels/Pretzels,16.0,Pre-permit (Operational) / Initial Inspection,3084630006.0,BK45
40575519,MOLYVOS,2125827500,Greek,25.0,Cycle Inspection / Initial Inspection,1010080001.0,MN17
40888787,POPEYES,2122890440,Chicken,11.0,Cycle Inspection / Reopening Inspection,1016007501.0,MN11
50058995,COFFEE DELIGHT,7186654581,American,7.0,Cycle Inspection / Initial Inspection,2022920001.0,BX39
50069643,TUDOR CITY STEAKHOUSE,2126824000,Steakhouse,11.0,Cycle Inspection / Initial Inspection,1013350022.0,MN19
50037477,FRIENDS GOURMET DELI,7183478585,Sandwiches,20.0,Cycle Inspection / Initial Inspection,4086590001.0,QN43
50081841,PESCADA,3477025711,Jewish/Kosher,33.0,Cycle Inspection / Initial Inspection,3066120057.0,BK46
40369983,THE DART SPORTS BAR,7182911894,American,29.0,Cycle Inspection / Initial Inspection,4067170104.0,QN35
50093671,FLAME GYRO,3479092223,Mediterranean,66.0,Pre-permit (Operational) / Initial Inspection,3050910001.0,BK60
50043384,BURGER KING,6466858366,Hamburgers,28.0,Cycle Inspection / Initial Inspection,2037770005.0,BX08
50039223,HALAL GYRO MANIA,7186762262,Mediterranean,6.0,Cycle Inspection / Initial Inspection,3064140006.0,BK27
40844021,THE RANCH RESTAURANT & BAR,7182062333,Caribbean,9.0,Cycle Inspection / Re-inspection,4095020046.0,QN54
50039443,MOTIN SPICE AND SWEETS,7182777778,Bangladeshi,42.0,Cycle Inspection / Initial Inspection,3041840063.0,BK83
50018586,PARKSIDE COFFEE SHOP,7182841914,American,10.0,Cycle Inspection / Re-inspection,3050540011.0,BK42
50067901,129 GOURMET DELI & GROCERY,2126974797,American,13.0,Cycle Inspection / Re-inspection,1013000023.0,MN19
40851227,THE MAGICIAN,2126737851,American,26.0,Cycle Inspection / Initial Inspection,1003540038.0,MN27
40844457,LA ISLA,7187489375,Latin American,59.0,Cycle Inspection / Initial Inspection,3007830044.0,BK32
50014419,ROCKA ROLLA,9175667699,American,12.0,Cycle Inspection / Initial Inspection,3023710014.0,BK73
50090215,BURGER UR WAY,7186187986,Hamburgers,5.0,Pre-permit (Operational) / Re-inspection,3011780093.0,BK61
50063550,THE CAMPBELL,2122971781,American,7.0,Cycle Inspection / Initial Inspection,1012800001.0,MN19
50065323,RESOBOX,2125985993,Japanese,20.0,Pre-permit (Operational) / Initial Inspection,1004450038.0,MN22
50093373,LE PETIT ROOSTER,6466096009,French,27.0,Pre-permit (Operational) / Re-inspection,1011970063.0,MN12
41305627,STOP INN RESTAURANT & CAFE,7187790290,American,47.0,Cycle Inspection / Initial Inspection,4012930012.0,QN63
50047690,KIRSH BAKERY AND KITCHEN,2129511123,American,9.0,Cycle Inspection / Initial Inspection,1012170064.0,MN12
40398642,LA LECHONERA CRIOLLA,7182940500,Latin American,33.0,Cycle Inspection / Initial Inspection,2028890092.0,BX01
50065598,DEEP INDIAN KITCHEN,6464819905,Indian,12.0,Cycle Inspection / Re-inspection,1012620076.0,MN17
40528441,SWIFT HIBERNIAN LOUNGE,2122603600,Irish,27.0,Cycle Inspection / Initial Inspection,1005310030.0,MN23
41004293,FORT WASHINGTON BAKERY AND DELI,2127951891,Sandwiches,17.0,Cycle Inspection / Initial Inspection,1021770100.0,MN36
40616509,MONTY Q'S,7182462000,Pizza,8.0,Cycle Inspection / Initial Inspection,3002490040.0,BK09
41635072,ORIGINAL PUGLIA RISTORANTE ITALIANO,2129666006,Italian,,Administrative Miscellaneous / Initial Inspection,1002370035.0,MN24
50000695,JOE'S SHANGHAI RESTAURANT,7185393838,Chinese,10.0,Cycle Inspection / Initial Inspection,4049770099.0,QN22
50075728,PAPA JOHN'S,7182727272,Pizza,,Administrative Miscellaneous / Initial Inspection,3043470030.0,BK82
41062076,STARBUCKS,7188550856,Coffee/Tea,7.0,Cycle Inspection / Initial Inspection,3000367502.0,BK38
50048578,TACUBA,2122454500,Mexican,12.0,Cycle Inspection / Re-inspection,1010440002.0,MN15
50078793,TIERRAS COLOMBIANAS,7189563012,Latin American,36.0,Cycle Inspection / Initial Inspection,4006230008.0,QN70
50060230,HAMPTON INN MANHATTAN GRAND CENTRAL,7185097358,Continental,11.0,Cycle Inspection / Initial Inspection,1013170019.0,MN19
50044443,BEST JOY SIANG RESTAURANT,7188039899,Chinese,7.0,Cycle Inspection / Re-inspection,4019760008.0,QN26
40692073,MEZCAL'S RESTAURANT,7182372230,Mexican,12.0,Cycle Inspection / Initial Inspection,3003790036.0,BK33
40985809,NO. 1 CHINESE RESTAURANT,7183332166,Chinese,10.0,Cycle Inspection / Initial Inspection,3063460040.0,BK28
41471226,MISSION DOLORES,3474575606,American,12.0,Cycle Inspection / Re-inspection,3009580002.0,BK37
50063311,NEW MULAN,7188868326,Chinese,29.0,Cycle Inspection / Initial Inspection,4049787501.0,QN22
50042810,TEN ICHI RAMEN,7183698809,Asian/Asian Fusion,13.0,Cycle Inspection / Initial Inspection,3010240046.0,BK37
50065683,BARLEY DISFIGURED,9146326036,Tapas,11.0,Cycle Inspection / Re-inspection,3004150004.0,BK33
41232290,HONG CHEUNG RESTAURANT,7183427487,Chinese,,Administrative Miscellaneous / Initial Inspection,3038400046.0,BK85
41428580,BUON,7184782200,Italian,43.0,Cycle Inspection / Re-inspection,4029300001.0,QN21
50058095,TEXAS CHICKEN & BURGERS,7188262493,Chicken,39.0,Pre-permit (Operational) / Re-inspection,3051010001.0,BK42
50097377,BLOOM CAFE,9293082863,American,12.0,Pre-permit (Operational) / Initial Inspection,5028300011.0,SI37
41720707,EL GRAN CANARIO II RESTAURANT,7184411113,Spanish,32.0,Cycle Inspection / Re-inspection,4092250060.0,QN54
41417849,STAMATIS RESTAURANT,7189328596,Greek,12.0,Cycle Inspection / Re-inspection,4008440004.0,QN72
50065408,VILLA PIZZA,7184508870,Pizza,17.0,Cycle Inspection / Initial Inspection,2033220053.0,BX05
50056824,HUNDRED TASTE,7186619066,Chinese,45.0,Cycle Inspection / Initial Inspection,4051357502.0,QN22
50073151,UMAI RAMEN,9179309369,Japanese,11.0,Cycle Inspection / Initial Inspection,3055390054.0,BK28
41486399,TAQUERIA Y FONDA LA MEXICANA,2125310383,Mexican,19.0,Cycle Inspection / Re-inspection,1018790036.0,MN09
50037466,HAMPTON CHUTNEY CO,6312673131,Indian,29.0,Cycle Inspection / Initial Inspection,1002330013.0,MN24
50010991,MOM'S MIDTOWN,6466570080,American,13.0,Cycle Inspection / Re-inspection,1010580029.0,MN15
50097947,AARONS CHINESE AND THAI,2125609898,Chinese,13.0,Pre-permit (Operational) / Re-inspection,1007530004.0,MN13
40855909,TARALLUCCI E VINO,2123881190,Italian,9.0,Cycle Inspection / Re-inspection,1004520037.0,MN22
50065358,ANDIAMO CAFE,7186187989,American,15.0,Cycle Inspection / Initial Inspection,2031660085.0,BX40
41122435,JIMBO'S BURGER PALACE,2124918680,American,7.0,Cycle Inspection / Re-inspection,1019210036.0,MN03
41083366,TRINI ROTI HOUSE AND BAKERY,7187715041,Caribbean,13.0,Cycle Inspection / Re-inspection,3045980044.0,BK96
50082366,DUNKIN,2128052723,Donuts,10.0,Pre-permit (Operational) / Initial Inspection,1010230001.0,MN17
50046283,HUMMUS KITCHEN,2126960055,Jewish/Kosher,,Administrative Miscellaneous / Reopening Inspection,1008860048.0,MN20
40640500,BURGER KING,2122224333,Hamburgers,47.0,Cycle Inspection / Initial Inspection,1019090046.0,MN11
50053376,SUBWAY,9176606451,Sandwiches,7.0,Cycle Inspection / Initial Inspection,2040710004.0,BX37
41718493,ON TRACK BAR (O.T.B.),2014868830,American,26.0,Cycle Inspection / Initial Inspection,3024570043.0,BK73
50086651,THY'S NOODLES,9173883677,Chinese,48.0,Pre-permit (Operational) / Initial Inspection,1008820061.0,MN21
50013366,DELI & GRILL,7184921566,Sandwiches,24.0,Cycle Inspection / Initial Inspection,3008240001.0,BK34
41246444,LOCAL SHOP,2122532601,American,,Administrative Miscellaneous / Initial Inspection,1005180036.0,MN24
40992678,DOMINIE'S HOEK,9173534050,American,,Trans Fat / Re-inspection,4000440002.0,QN31
50059292,HILLSIDE HOT BAGELS,7184652500,Bagels/Pretzels,21.0,Cycle Inspection / Initial Inspection,4105330001.0,QN06
50105664,POLLO EL CAMPESINO,9177046948,,,,4019760003.0,QN26
50084746,WILLIAMSBURG THAI CUISINE,9293377651,Thai,19.0,Cycle Inspection / Initial Inspection,3023350026.0,BK73
50036379,HOUSE OF THAI,2012565165,Thai,17.0,Cycle Inspection / Re-inspection,4003960001.0,QN68
50095136,ETIQUETTE,6465153858,Coffee/Tea,12.0,Cycle Inspection / Re-inspection,3024707501.0,BK73
40387399,ARTURO'S PIZZA,7185623820,Pizza,34.0,Cycle Inspection / Initial Inspection,2022150528.0,MN01
50069518,DOUBLE BEN CAFE,3475548237,Chinese,69.0,Pre-permit (Operational) / Re-inspection,3062720010.0,BK28
41690780,CAFE EVERGREEN,2127443266,Chinese,34.0,Cycle Inspection / Re-inspection,1014480026.0,MN31
40787908,KELLY'S TAVERN,9175194046,American,28.0,Cycle Inspection / Initial Inspection,3061080004.0,BK31
50070998,RRR LOUNGE,3474086935,American,,Smoke-Free Air Act / Initial Inspection,4091500009.0,QN56
41076181,NEW THRIVING RESTAURANT OF GUYANA,7188350890,Chinese,9.0,Cycle Inspection / Initial Inspection,4095300001.0,QN55
50002085,OASIS PIZZA & GYROS,7187864976,American,,Administrative Miscellaneous / Initial Inspection,4001930025.0,QN31
50086699,AROMA TRATTORIA,2127813008,Italian,7.0,Pre-permit (Operational) / Initial Inspection,1010270002.0,MN17
50091970,HUDSON BAGEL,7188096990,Bagels/Pretzels,52.0,Pre-permit (Operational) / Initial Inspection,1005910048.0,MN23
50055139,TIGER BOX,6463201177,Korean,12.0,Pre-permit (Non-operational) / Initial Inspection,3020310055.0,BK68
40816768,TIBERIO DIMARE,7189456721,Italian,15.0,Cycle Inspection / Initial Inspection,4162260022.0,QN10
50068163,Employee Cafeteria (New York Hilton Midtown),2125867000,American,34.0,Pre-permit (Operational) / Initial Inspection,1010067502.0,MN17
50010986,PONTY BISTRO,2122346474,French,12.0,Cycle Inspection / Initial Inspection,1020070061.0,MN03
50047414,THE PICNIC BASKET,2123822627,Sandwiches,,Administrative Miscellaneous / Initial Inspection,1008390001.0,MN17
50055640,ZEF CAFE,2129414754,American,47.0,Pre-permit (Operational) / Initial Inspection,1002030026.0,MN24
50099767,MERGUEZ AND FRITES,7184169537,Middle Eastern,12.0,Pre-permit (Operational) / Initial Inspection,4006840044.0,QN70
50051965,LITTLE POLAND RESTAURANT,2127779728,Polish,45.0,Cycle Inspection / Initial Inspection,1004540004.0,MN22
50004862,UP THAI,2122561188,Thai,12.0,Cycle Inspection / Re-inspection,1014280025.0,MN31
50004442,BAKERY ON 3RD CAFE,2125340008,Bakery Products/Desserts,10.0,Cycle Inspection / Re-inspection,1016540002.0,MN33
50057001,BED-STUY FISHFRY,3474420050,Soul Food,50.0,Cycle Inspection / Initial Inspection,3012760005.0,BK63
40605511,DOMINO'S,2122803200,Pizza,24.0,Cycle Inspection / Initial Inspection,1019660066.0,MN09
50059889,ZOE'S PLACE,7183617895,Caribbean,21.0,Cycle Inspection / Initial Inspection,4004750001.0,QN68
41346350,FATOOSH PITZA & BBQ,7182430500,Middle Eastern,35.0,Cycle Inspection / Initial Inspection,3002580101.0,BK09
41710647,CANARSIE COFFEE,7182721150,Sandwiches,12.0,Cycle Inspection / Initial Inspection,3081650001.0,BK50
40680764,JOE'S PLACE,7189182947,Latin American,24.0,Cycle Inspection / Re-inspection,2038790006.0,BX08
41259444,COCO ROCO RESTAURANT,7189653376,Peruvian,12.0,Cycle Inspection / Re-inspection,3009930037.0,BK37
41412585,UNCLE LOUIE GâS ITALIAN ICES & ICE CREAM,7183545777,Frozen Desserts,12.0,Cycle Inspection / Initial Inspection,3027590028.0,BK90
