CAMIS,DBA,PHONE,CUISINE DESCRIPTION,SCORE,INSPECTION TYPE,BBL,NTA
41664706,DELICIAS PIZZA AND CHICKEN,7183535070,Chicken,22.0,Cycle Inspection / Initial Inspection,4052090008.0,QN52
50094543,MENG BAO LAI,6469162888,Chicken,38.0,Pre-permit (Operational) / Initial Inspection,3007320043.0,BK34
40887208,ALMA,7186435400,Mexican,36.0,Cycle Inspection / Initial Inspection,3003300010.0,BK33
41496506,WHITMAN'S,2122288011,American,22.0,Cycle Inspection / Initial Inspection,1004360009.0,MN22
50076534,FALAFEL TANAMI,7184839100,Jewish/Kosher,12.0,Cycle Inspection / Re-inspection,3067370061.0,BK43
50003503,CAFE 52 RESTAURANT,7186832341,American,17.0,Cycle Inspection / Re-inspection,4013140050.0,QN31
50001483,CROWN FRIED CHICKEN,7184971200,Chicken,12.0,Cycle Inspection / Initial Inspection,4034580011.0,QN20
41223838,UNCLE JACKS STEAKHOUSE,7182291100,Steakhouse,23.0,Cycle Inspection / Compliance Inspection,4062370026.0,QN46
50071185,BAKER'S PIZZA + ESPRESSO,9172620722,Pizza,37.0,Cycle Inspection / Re-inspection,1010610003.0,MN15
50054734,CITY ISLAND CHINESE RESTAURANT,7188853775,Chinese,28.0,Pre-permit (Operational) / Initial Inspection,2.0,
40538189,EDWARD'S,2122336436,American,10.0,Cycle Inspection / Initial Inspection,1001440029.0,MN24
50045463,SUN SHINE SEAFOOD RESTAURANT,2122198498,Chinese,12.0,Cycle Inspection / Re-inspection,1002810050.0,MN27
40680764,JOE'S PLACE,7189182947,Latin American,24.0,Cycle Inspection / Re-inspection,2038790006.0,BX08
50043823,SHOGUN,7182634110,Japanese,25.0,Cycle Inspection / Re-inspection,4032940026.0,QN17
50048943,DBSK,7188866878,Korean,17.0,Cycle Inspection / Initial Inspection,4049500001.0,QN22
50056510,GINBO'S HAMBURGER HOUSE,3479634644,Hamburgers,56.0,Cycle Inspection / Re-inspection,2028420047.0,BX63
50035439,MICHELLE RESTAURANT,2122546150,Latin American,12.0,Cycle Inspection / Re-inspection,1003780033.0,MN28
41703747,M2N BUFFET,7188032488,American,12.0,Cycle Inspection / Re-inspection,4014920012.0,QN29
50017944,TRE OTTO,2128608880,Italian,55.0,Cycle Inspection / Initial Inspection,1016030058.0,MN33
40367946,THE LARK'S NEST,3472028233,Irish,9.0,Cycle Inspection / Initial Inspection,2033840005.0,BX62
50005499,CHECKERS,2125878888,Hamburgers,24.0,Cycle Inspection / Re-inspection,1001490002.0,MN24
41686159,BELLA GIORNATA,7187200400,American,13.0,Cycle Inspection / Initial Inspection,5000080086.0,SI22
50085894,ALTITUDE BROOKLYN,3475253888,Coffee/Tea,9.0,Cycle Inspection / Initial Inspection,3033280032.0,BK77
41406214,KING'S PIZZA,2122830182,Pizza,20.0,Cycle Inspection / Initial Inspection,1020130038.0,MN03
41720066,MAGGIE REILLY'S,6464763209,Irish,9.0,Cycle Inspection / Re-inspection,1007530005.0,MN13
40367377,ZUM STAMMTISCH,7183863014,German,26.0,Cycle Inspection / Initial Inspection,4037050001.0,QN19
50018604,MR. NOSH,7182531400,Jewish/Kosher,26.0,Cycle Inspection / Initial Inspection,3076690001.0,BK58
50049379,B.GOOD,7185224663,American,21.0,Cycle Inspection / Initial Inspection,3002430017.0,BK09
41006719,SQUARE DINER,2129257188,American,,Administrative Miscellaneous / Initial Inspection,1001790042.0,MN24
50068097,CRISP & CRUNCH KENNEDY FRIED CHICKEN,7184848304,Chicken,20.0,Pre-permit (Operational) / Initial Inspection,3052230099.0,BK42
41492556,AMUNI,7188335833,Hamburgers,11.0,Cycle Inspection / Initial Inspection,3059080004.0,BK31
50045788,CHINELOS II DELI-GROCERY RESTAURANT,2126906077,Mexican,22.0,Cycle Inspection / Initial Inspection,1019880127.0,MN06
50075379,BATTLE HILL TAVERN,3479873055,Pizza,,Smoke-Free Air Act / Re-inspection,3008910048.0,BK32
41246951,P.J. CLARKE'S,2129579700,American,12.0,Cycle Inspection / Re-inspection,1011150057.0,MN14
50011359,AKI SUSHI,9177709928,Japanese,13.0,Cycle Inspection / Initial Inspection,1015600028.0,MN32
50039250,LIN'S GARDEN,7185190135,Chinese,23.0,Cycle Inspection / Re-inspection,2048390050.0,BX44
50039613,TORI'S MEXICAN CUISINE,3475905775,Mexican,25.0,Cycle Inspection / Re-inspection,2026030051.0,BX33
40370436,ROSSINI'S,2126830135,Italian,3.0,Cycle Inspection / Initial Inspection,1008930082.0,MN20
41481099,COMPLETE BODY & SPA,2127777703,American,24.0,Cycle Inspection / Initial Inspection,1013500001.0,MN19
50079277,CHRIS RESTAURANT,7185293449,Spanish,16.0,Cycle Inspection / Initial Inspection,4095200027.0,QN55
50008202,BARCADE,2123908455,American,12.0,Cycle Inspection / Initial Inspection,1007990067.0,MN13
50047245,ALBION,9174005280,American,11.0,Cycle Inspection / Re-inspection,1009120035.0,MN20
50075680,CAFE LUKA,2125852205,American,,Administrative Miscellaneous / Initial Inspection,1014450028.0,MN31
40728858,VOL DE NUIT,2129823388,French,27.0,Cycle Inspection / Initial Inspection,1005430043.0,MN23
50077964,KOPITIAM,6468947081,Asian/Asian Fusion,66.0,Cycle Inspection / Initial Inspection,1002830029.0,MN28
50081491,ANATOLIA MEDITERRENEAN CUISINE,2122237500,Mediterranean,45.0,Cycle Inspection / Initial Inspection,1014570001.0,MN31
41338254,BURGER KING,7182947019,Hamburgers,9.0,Cycle Inspection / Initial Inspection,2029000059.0,BX41
50002486,UN NUEVO PRICIPIO,6469124515,"Juice, Smoothies, Fruit Salads",2.0,Cycle Inspection / Initial Inspection,4034530031.0,QN20
50017827,TACO BELL,7188360812,Tex-Mex,11.0,Cycle Inspection / Initial Inspection,3060450001.0,BK31
50076502,FUEL GRILL,9178360276,American,24.0,Cycle Inspection / Initial Inspection,1008130023.0,MN17
40400544,THE ARCH DINER,7185313718,American,34.0,Cycle Inspection / Initial Inspection,3077630080.0,BK58
50058944,SINBAD,7184915600,Egyptian,51.0,Cycle Inspection / Re-inspection,3059620002.0,BK31
50075118,CON SABOR A MEXICO,2125683830,Mexican,50.0,Cycle Inspection / Re-inspection,1021800090.0,MN35
50038383,CARTAZ CUISINE,3474058588,Caribbean,34.0,Cycle Inspection / Initial Inspection,3015080006.0,BK35
50000187,GRANDMA PIZZA,2129274895,Pizza,26.0,Cycle Inspection / Re-inspection,1021490093.0,MN35
50063500,BEDFORD & CO,2126344040,American,21.0,Cycle Inspection / Initial Inspection,1008950079.0,MN20
50055243,THAI VILLA,2128029999,Thai,21.0,Cycle Inspection / Re-inspection,1008480006.0,MN13
41255071,ESPRESSO PIZZERIA,7188338750,Pizza,12.0,Cycle Inspection / Initial Inspection,3061180011.0,BK31
41444899,CASA ASIA,7187676868,Chinese/Japanese,9.0,Cycle Inspection / Initial Inspection,4045050042.0,QN49
50014995,CLOUD SOCIAL,2129041092,American,9.0,Cycle Inspection / Initial Inspection,1008330049.0,MN17
50049783,SIMPLYLIFE BAKERY CAFE INC,7182562138,Chinese,12.0,Cycle Inspection / Initial Inspection,3062140013.0,BK28
41499185,B&B WINEPUB,2123347320,American,23.0,Cycle Inspection / Initial Inspection,1005137503.0,MN24
50073615,PIZZA MERCATO,2124208432,Pizza,9.0,Pre-permit (Operational) / Re-inspection,1005480040.0,MN23
41089762,EXQUISITE EXPRESS RESTAURANT,7186934643,Caribbean,31.0,Cycle Inspection / Initial Inspection,3050910055.0,BK60
50075625,NIFOROS COFFEE SHOP,7187867759,American,15.0,Cycle Inspection / Reopening Inspection,4004450014.0,QN31
40374136,TONY'S PIER RESTAURANT,7188851424,Seafood,11.0,Cycle Inspection / Initial Inspection,2056240130.0,BX10
50017404,KAM MAN KITCHEN,7185153642,Chinese,12.0,Cycle Inspection / Re-inspection,2033450003.0,BX43
40389356,TOM'S RESTAURANT,2128646137,American,24.0,Cycle Inspection / Initial Inspection,1018840001.0,MN09
50002936,BENE PIZZERIA & RESTAURANT,7186860046,Pizza,9.0,Cycle Inspection / Initial Inspection,3052680094.0,BK40
41630377,TAJ KABAB KING,7187821722,Indian,18.0,Cycle Inspection / Initial Inspection,3027850028.0,BK73
50088634,MARSHALL STREET-ATOMIC WINGS,6469984910,Chicken,22.0,Cycle Inspection / Re-inspection,1013410048.0,MN19
41239831,SLATTERY'S MIDTOWN PUB,2126836444,American,22.0,Cycle Inspection / Initial Inspection,1008650067.0,MN20
41444287,POP'S RESTAURANT,7183332880,American,9.0,Cycle Inspection / Initial Inspection,3069960101.0,BK21
40825868,KOSHER DELUXE,2128696699,Jewish/Kosher,58.0,Cycle Inspection / Initial Inspection,1012617502.0,MN17
40399778,MCDONALD'S,7184028608,Hamburgers,12.0,Cycle Inspection / Initial Inspection,2023480036.0,BX63
41475820,ARGO TEA,6463503456,Coffee/Tea,24.0,Cycle Inspection / Initial Inspection,1009627501.0,MN20
50055382,ANGELICA'S CAFE,3474425226,American,16.0,Cycle Inspection / Re-inspection,3053370062.0,BK41
41013992,MCDONALD'S,7188637289,Hamburgers,12.0,Cycle Inspection / Initial Inspection,2037310001.0,BX55
40606331,PARK ITALIAN GOURMET,2123820580,Italian,16.0,Cycle Inspection / Initial Inspection,1012600065.0,MN17
50002590,ST BESS RESTAURANT,3479646333,Caribbean,12.0,Cycle Inspection / Initial Inspection,2050950079.0,BX62
40798329,HUDSON HOUND,6466382900,American,10.0,Cycle Inspection / Re-inspection,1006340063.0,MN23
50080839,CAFE GITANE,9293878229,Coffee/Tea,25.0,Cycle Inspection / Initial Inspection,3000430025.0,BK38
50003984,G&B TERMINAL DELI,7185317505,Sandwiches,30.0,Cycle Inspection / Initial Inspection,3079200020.0,BK50
50002139,YUMMY TACO,7186230867,Tex-Mex,50.0,Cycle Inspection / Initial Inspection,3011660060.0,BK64
41025692,IL PICCOLO BUFALO,2122199068,Italian,27.0,Cycle Inspection / Initial Inspection,1002360025.0,MN24
50062377,LITTLE ALLEY,6469983976,Chinese,37.0,Cycle Inspection / Re-inspection,1008920043.0,MN20
50094440,THINK COFFEE,5712908937,Coffee/Tea,35.0,Pre-permit (Non-operational) / Initial Inspection,1004747502.0,MN24
40931927,VIAND CAFE,2128772888,American,26.0,Cycle Inspection / Initial Inspection,1011660035.0,MN12
50073413,MISS LI HENAN CUISINE,3473684442,Chinese,50.0,Cycle Inspection / Initial Inspection,4049730045.0,QN22
41603722,KING BAKERY,9172156855,Bakery Products/Desserts,12.0,Cycle Inspection / Re-inspection,1002820052.0,MN27
50017822,DON LEO'S PLACE,7184509269,Spanish,10.0,Cycle Inspection / Initial Inspection,2035580011.0,BX09
41628657,OOTOYA JAPANESE RESTAURANT,2122550018,Japanese,34.0,Cycle Inspection / Re-inspection,1008190050.0,MN13
50106041,Alfa Kitchen,3474498515,,,,2031820031.0,BX40
50067018,E Noodle House,6467158153,Chinese,16.0,Cycle Inspection / Initial Inspection,4050190005.0,QN22
41677257,EXLEY,3475992430,American,8.0,Cycle Inspection / Initial Inspection,3027410001.0,BK73
41247143,Luigi'S Pizza,7184927565,Pizza,9.0,Cycle Inspection / Re-inspection,3007650036.0,BK32
41676423,TAJADAS BAKERY & RESTAURANT,7188460101,Latin American,9.0,Cycle Inspection / Re-inspection,4088920262.0,QN53
40578124,IL POSTINO,2126880033,Italian,24.0,Cycle Inspection / Initial Inspection,1013420016.0,MN19
41169998,"TONY'S PIZZA, JERK CHICKEN AND FISH",7187744440,Caribbean,18.0,Cycle Inspection / Re-inspection,3014020044.0,BK61
50071254,BLUE BOTTLE COFFEE,5103503600,Coffee/Tea,,Administrative Miscellaneous / Initial Inspection,1012760042.0,MN20
41488616,LIN'S GOURMET,2127525586,Chinese,28.0,Cycle Inspection / Initial Inspection,1013310126.0,MN19
40703739,JOSIE WOOD'S PUB,2122289909,American,13.0,Cycle Inspection / Initial Inspection,1005480040.0,MN23
41690815,PERLAS,7186852302,Asian/Asian Fusion,10.0,Cycle Inspection / Re-inspection,4012820034.0,QN63
50086804,THE ROW HARLEM,6467679582,American,13.0,Cycle Inspection / Initial Inspection,1.0,
40994918,KEY BAR,2124783021,American,8.0,Cycle Inspection / Initial Inspection,1004400024.0,MN22
41696660,CITIZENS OF GRAMERCY,6464768416,Coffee/Tea,25.0,Cycle Inspection / Initial Inspection,1009270001.0,MN21
41403924,KOS KAFFE,7187686868,Coffee/Tea,9.0,Cycle Inspection / Initial Inspection,3009620001.0,BK37
50015263,LA POSADA MEXICAN FOOD,2122134379,Mexican,,Administrative Miscellaneous / Compliance Inspection,1008820046.0,MN21
50092137,AGAVE,2124334030,Spanish,86.0,Pre-permit (Operational) / Initial Inspection,1008890039.0,MN20
50003366,MI LINDO SAN MIGUELITO,3479454330,Mexican,11.0,Cycle Inspection / Initial Inspection,2057080104.0,BX29
50011113,FOOD CAVE,7184409840,American,12.0,Cycle Inspection / Initial Inspection,4002147501.0,QN31
41376994,CHIPOTLE MEXICAN GRILL,2126736904,Tex-Mex,10.0,Cycle Inspection / Re-inspection,1008790014.0,MN21
50047078,POKE FRESH SUSHI,2125355798,Chinese/Japanese,11.0,Cycle Inspection / Re-inspection,1015800051.0,MN32
41118126,VEGGIE CASTLE,7186418342,Vegetarian,12.0,Cycle Inspection / Initial Inspection,4095690041.0,QN55
50072251,FRESH TACO,7188216563,Tex-Mex,12.0,Cycle Inspection / Initial Inspection,4034600001.0,QN20
50003079,BARILLA RESTAURANTS,6465592206,Italian,33.0,Cycle Inspection / Initial Inspection,1012670001.0,MN17
41689739,PEARL GATE FROZEN YOGURT,7187669898,Frozen Desserts,4.0,Cycle Inspection / Initial Inspection,3010220046.0,BK37
40945691,SANTA FE GRILL & BAR,7185695095,Mexican,13.0,Cycle Inspection / Initial Inspection,2058021302.0,BX22
50078062,KONG SIHK TONG,6468506150,Chinese,9.0,Cycle Inspection / Initial Inspection,1001630022.0,MN27
41638031,MAMAJUANA CAFE,7188248400,Spanish,26.0,Cycle Inspection / Initial Inspection,2053310007.0,BX52
50042176,OCEAN PRIME,2129561404,American,26.0,Cycle Inspection / Initial Inspection,1010050029.0,MN17
50068084,99 CENTS HOT PIZZA,3479634238,Pizza,31.0,Cycle Inspection / Initial Inspection,2022930004.0,BX39
40575697,BARRE CAFE AT STEPS,2128742410,Coffee/Tea,13.0,Cycle Inspection / Initial Inspection,1011660020.0,MN12
40396433,CHRISTINA'S RESTAURANT,7183834382,Polish,17.0,Cycle Inspection / Initial Inspection,3025660046.0,BK76
41232292,PIZZA CHEF,7187964500,Pizza,12.0,Cycle Inspection / Initial Inspection,2057870158.0,BX29
50044945,YURA'S BLUE PLATE,8036061075,American,11.0,Cycle Inspection / Initial Inspection,1017090048.0,MN34
41697391,STAR KABAB & CHINESE RESTAURANT,7185260400,Bangladeshi,53.0,Cycle Inspection / Initial Inspection,4098400052.0,QN35
41395402,"CITI FIELD BLUE SMOKE, STAND 139",7185958100,American,2.0,Cycle Inspection / Initial Inspection,4.0,
41110973,EL GRAN MAR DE PLATA,7188271717,Spanish,10.0,Cycle Inspection / Re-inspection,3041260001.0,BK83
40592296,3 DELI & GRILL,2124863272,American,5.0,Cycle Inspection / Initial Inspection,1013100014.0,MN19
41489806,MASALA TIMES,2129955100,Indian,12.0,Cycle Inspection / Re-inspection,1005260022.0,MN23
40536599,OLIVE TREE,2128400999,American,48.0,Cycle Inspection / Initial Inspection,1008150049.0,MN17
41659970,QUEEN BAKERY II,2129650788,Chinese,45.0,Cycle Inspection / Initial Inspection,1001977502.0,MN24
50005709,"EMPLOYEE CAFETERIA, SOCIAL SECURITY ADMINISTRATION OFFICE",7185573724,American,13.0,Cycle Inspection / Initial Inspection,4100970020.0,QN61
50033431,LEBRON RESTAURANT,7183429070,Spanish,12.0,Cycle Inspection / Re-inspection,3034940028.0,BK81
50033195,GONG CHA,2123437019,Coffee/Tea,13.0,Cycle Inspection / Initial Inspection,1002810064.0,MN27
50090323,CONEY'S CONES,7183735862,Frozen Desserts,12.0,Pre-permit (Operational) / Initial Inspection,3086960212.0,BK21
50060299,108 DOUBLE CHINESE RESTAURANT,7187601021,Chinese,11.0,Cycle Inspection / Initial Inspection,4019440137.0,QN25
50009907,VIVI BUBBLE TEA,9179339978,Coffee/Tea,10.0,Cycle Inspection / Initial Inspection,3065760001.0,BK29
41672128,STARBUCKS,7184881719,Coffee/Tea,31.0,Cycle Inspection / Initial Inspection,3001530014.0,BK38
41640858,EL PORTON BAR & MEXICAN RESTAURANT,7184503399,Mexican,26.0,Cycle Inspection / Re-inspection,2026030017.0,BX33
50044651,BERBICE BAR AND RESTAURANT,7182976100,Caribbean,11.0,Cycle Inspection / Re-inspection,4102140003.0,QN61
50079683,ISLAND POPS,3476401232,Frozen Desserts,15.0,Cycle Inspection / Initial Inspection,3012190044.0,BK61
40820080,7 STARS RESTAURANT,7187476898,American,4.0,Cycle Inspection / Initial Inspection,4040120045.0,QN49
41268058,MATRYOSHKA (SPA 88),2127668600,Russian,21.0,Cycle Inspection / Initial Inspection,1000770024.0,MN25
50002549,BALABOOSTA,2123901545,Mediterranean,,Trans Fat / Initial Inspection,1006250015.0,MN23
50053542,TERIYAKI ONE,7188860520,Japanese,15.0,Cycle Inspection / Initial Inspection,4043690001.0,QN22
41469010,MOMENTO RESTAURANT,7187868297,Spanish,19.0,Cycle Inspection / Initial Inspection,4004150004.0,QN68
50097152,Jets Pizza,3122590369,Pizza,,Administrative Miscellaneous / Initial Inspection,1007410067.0,MN13
50004139,FORTUNE COOKIE,7184473970,Chinese,33.0,Cycle Inspection / Initial Inspection,5010520001.0,SI07
50057851,IRVING FARM COFFEE ROASTERS,2122060707,Coffee/Tea,38.0,Cycle Inspection / Initial Inspection,1013050023.0,MN19
50078015,SAAR INDIAN BISTRO,6466092142,Indian,9.0,Pre-permit (Operational) / Compliance Inspection,1010230006.0,MN17
50059215,LA BELLA PIZZA,7183928236,Pizza,21.0,Pre-permit (Operational) / Re-inspection,4001510029.0,QN31
40366929,LITTLE BROWN JUG,7188469609,American,7.0,Cycle Inspection / Re-inspection,4093330001.0,QN54
50088564,KU SHAIN RESTUARANT,7189395468,Chinese,9.0,Pre-permit (Operational) / Re-inspection,4049760146.0,QN22
41464440,COLLEGE POINT DINER,7184459663,American,49.0,Cycle Inspection / Initial Inspection,4040560020.0,QN23
50071837,ZAI LAI,6468814779,Chinese,11.0,Cycle Inspection / Re-inspection,1270000161.0,MN15
50043965,KEENANS,9178228160,Other,19.0,Cycle Inspection / Initial Inspection,2032670084.0,BX29
50072177,SHISHITO,7186686838,Japanese,25.0,Pre-permit (Operational) / Initial Inspection,5032940006.0,SI36
41185899,POCHA 32,2122791876,Korean,27.0,Cycle Inspection / Re-inspection,1008340049.0,MN17
50071835,BRIGITTE BISTRO MODERNE,6466493378,French,26.0,Cycle Inspection / Initial Inspection,1002970037.0,MN27
41243427,"DUNKIN','BASKIN ROBBINS",2123959280,American,9.0,Cycle Inspection / Initial Inspection,1007890062.0,MN17
41299324,LITTLE PURITY,7183691722,American,7.0,Cycle Inspection / Re-inspection,3010240049.0,BK37
50057879,GOLDEN LION DELI,7187251814,Sandwiches,12.0,Cycle Inspection / Initial Inspection,4093420024.0,QN54
41465581,MOLE,2122067577,Mexican,18.0,Cycle Inspection / Initial Inspection,1006260021.0,MN23
40393488,BELLA NAPOLI,2126834510,Pizza,10.0,Cycle Inspection / Reopening Inspection,1008600065.0,MN17
50075315,I LOVE NY PIZZA,7188603446,Pizza,15.0,Pre-permit (Operational) / Re-inspection,2038730001.0,BX08
41591488,ACQUA RESTAURANT,2123494433,Italian,11.0,Cycle Inspection / Initial Inspection,1.0,
41384689,WASABI POINT,7182051056,Asian/Asian Fusion,10.0,Cycle Inspection / Initial Inspection,4015220009.0,QN50
50050022,ESSEX TAQUERIA,2122608226,Mexican,0.0,Cycle Inspection / Reopening Inspection,1004100052.0,MN27
50086462,GO DETOX JUICE BAR,7182060333,Sandwiches,20.0,Pre-permit (Operational) / Initial Inspection,4096760041.0,QN61
41134842,THE GARRET EAST,2122286231,American,62.0,Cycle Inspection / Initial Inspection,1004060007.0,MN22
50058903,COFFEE SHOP,7187778355,Coffee/Tea,9.0,Cycle Inspection / Re-inspection,4008030001.0,QN72
50082406,BURGER KING,9173005405,Hamburgers,12.0,Pre-permit (Operational) / Initial Inspection,4095740001.0,QN55
41195795,MCDONALD'S,7186477818,Hamburgers,4.0,Cycle Inspection / Initial Inspection,3039620009.0,BK82
50017903,JACK'S WIFE FREDA,6466699877,Mediterranean,,Administrative Miscellaneous / Initial Inspection,1005270057.0,MN23
41043103,THE MICHELANGELO,2127651900,American,41.0,Cycle Inspection / Initial Inspection,1010037501.0,MN17
41413944,HING WONG RESTAURANT,7188424165,Chinese,48.0,Cycle Inspection / Initial Inspection,2026450043.0,BX34
50051482,8 PAET RIO,9178326672,Thai,12.0,Cycle Inspection / Re-inspection,4015277501.0,QN29
50052953,SWEETGREEN,9146023590,Salads,4.0,Cycle Inspection / Initial Inspection,1006270008.0,MN23
50013984,BIBBLE AND SIP,2125867579,Bakery Products/Desserts,9.0,Cycle Inspection / Re-inspection,1010230104.0,MN17
40997950,BAGATELLE,2124882110,French,22.0,Cycle Inspection / Initial Inspection,1006280001.0,MN23
41685527,CAMPAGNA QUATTRO GATTI,2125701073,Italian,11.0,Cycle Inspection / Initial Inspection,1015270001.0,MN32
41505393,LITE DELITE CAFE (EQUINOX),2127991111,American,6.0,Cycle Inspection / Initial Inspection,1012390052.0,MN12
50069763,KONA COFFEE AND COMPANY,8086792109,Coffee/Tea,9.0,Cycle Inspection / Initial Inspection,1004590032.0,MN22
40589507,CONNECTICUT MUFFIN,7189652067,Bakery Products/Desserts,13.0,Cycle Inspection / Initial Inspection,3011050038.0,BK40
40365632,J&V FAMOUS PIZZA,7182322700,Pizza,40.0,Cycle Inspection / Initial Inspection,3055390055.0,BK28
50049293,BROADWAY BAKERY & PIZZA,6467213112,Spanish,26.0,Cycle Inspection / Initial Inspection,4095730001.0,QN55
41459947,DUNKIN,7187424839,Donuts,10.0,Cycle Inspection / Initial Inspection,2022770005.0,BX39
50049996,LENA'S ITALIAN KITCHEN,6468465362,Italian,4.0,Cycle Inspection / Re-inspection,1009110033.0,MN20
41627819,JACOB'S PICKLES,2124705566,American,12.0,Cycle Inspection / Re-inspection,1012150064.0,MN12
