CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
41591999,KITCHEN,Brooklyn,254,COURT STREET,11231.0,3476894279,Eastern European,D,04N,Cycle Inspection / Initial Inspection,BK33
40397676,MORTON'S THE STEAKHOUSE,Manhattan,5,EAST   45 STREET,10017.0,2129723315,Steakhouse,D,10F,Cycle Inspection / Initial Inspection,MN17
41683685,BAGELS & BREW,Queens,4305,BROADWAY,11103.0,7185454440,American,D,06C,Cycle Inspection / Initial Inspection,QN70
50054604,JUSTIN PIZZA,Bronx,840,RIVER AVENUE,10451.0,7182928900,Pizza,F,02B,Cycle Inspection / Initial Inspection,BX63
50085940,BLUE HAVEN EAST,Manhattan,493,3 AVENUE,10016.0,6466784200,American,F,10F,Pre-permit (Operational) / Initial Inspection,MN20
41180600,KENNEDY FRIED CHICKEN,Queens,3561,JUNCTION BOULEVARD,11368.0,7187799337,Chicken,D,10F,Cycle Inspection / Re-inspection,QN26
40788884,STARBUCKS,Manhattan,177,8 AVENUE,10011.0,2124148786,Coffee/Tea,D,10F,Cycle Inspection / Re-inspection,MN13
50069047,MELA PIZZA,Queens,3101,NEWTOWN AVE,11102.0,7187775533,Pizza,D,04N,Cycle Inspection / Re-inspection,QN71
50071262,BED-STUY FISH FRY,Brooklyn,1716,UTICA AVENUE,11234.0,3474483773,American,D,10F,Cycle Inspection / Initial Inspection,BK58
50044289,BAYARD BO KY RESTAURANT,Manhattan,78-80,BAYARD ST,10013.0,2124062292,Chinese,D,02B,Cycle Inspection / Re-inspection,MN27
50018697,LEXINGTON PIZZA PARLOR,Manhattan,1590,LEXINGTON AVE,10029.0,2127227850,Pizza,U,02G,Cycle Inspection / Re-inspection,MN33
50034653,KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVENUE,10463.0,3472758056,Jewish/Kosher,U,06D,Cycle Inspection / Re-inspection,BX29
50007039,FIVE MILE STONE,Manhattan,1640,2 AVENUE,10028.0,2129330913,American,F,06D,Cycle Inspection / Initial Inspection,MN32
41555612,KINGSTON PIZZA,Brooklyn,395,KINGSTON AVENUE,11225.0,7187737154,Jewish/Kosher,F,10F,Cycle Inspection / Initial Inspection,BK63
50063012,PANADERIA IXTAPAN,Bronx,211,WEST  231 STREET,10463.0,9292225466,Bakery Products/Desserts,F,04L,Cycle Inspection / Initial Inspection,BX29
50037538,BK BAGELS,Brooklyn,1120,BROADWAY,11221.0,7184432323,Coffee/Tea,F,02G,Cycle Inspection / Initial Inspection,BK35
41640977,SAL'S PIZZA,Bronx,3167,BAINBRIDGE AVENUE,10467.0,7188810940,Pizza,F,02B,Cycle Inspection / Initial Inspection,BX43
50107213,YUMMY TACO HIBACHI EXPRESS RESTAURANT,Queens,17709,UNION TPKE,11366.0,6463841799,,,,,QN41
41632211,INDIE FOOD AND WINE,Manhattan,144,WEST   65 STREET,10023.0,2128755256,American,F,06D,Cycle Inspection / Initial Inspection,MN14
50012561,STICKY'S FINGER JOINT,Manhattan,484,3 AVENUE,10016.0,6464905856,Chicken,D,06C,Cycle Inspection / Initial Inspection,MN20
41497107,MYUNG SAN RESTAURANT,Queens,16221,DEPOT ROAD,11358.0,7188881245,Korean,D,08A,Cycle Inspection / Re-inspection,QN51
50095135,BURGER CITY,Queens,62-20,FOREST AVENUE,11385.0,9179091547,Hamburgers,D,06C,Pre-permit (Operational) / Re-inspection,QN20
50052772,NEW CHINA HOUSE,Bronx,9,WEST  183 STREET,10453.0,7185841326,Chinese,U,02H,Cycle Inspection / Initial Inspection,BX40
40920005,COSI,Manhattan,55,BROAD STREET,10004.0,2123445000,Sandwiches/Salads/Mixed Buffet,D,06E,Cycle Inspection / Initial Inspection,MN25
50001118,SHEN ZHOU RESTAURANT,Brooklyn,159,WILSON AVENUE,11237.0,7188211172,Chinese,D,10F,Cycle Inspection / Initial Inspection,BK77
50003354,SWEET SPOT,Queens,22-72,31 STREET,11105.0,7187777476,American,D,06E,Cycle Inspection / Initial Inspection,QN72
50058805,DUNKIN,Brooklyn,1930,NOSTRAND AVENUE,11210.0,3476273780,Donuts,D,06D,Cycle Inspection / Initial Inspection,BK42
50044620,JUICE VITALITY,Manhattan,192,1 AVENUE,10009.0,2124770071,"Juice, Smoothies, Fruit Salads",P,10B,Cycle Inspection / Initial Inspection,MN22
50064898,CHIRPING CHICKEN,Manhattan,350,3 AVENUE,10010.0,2127876631,Chicken,D,04N,Cycle Inspection / Initial Inspection,MN21
50058533,NEW SAN FRANCISCO RESTAURANT,Manhattan,59,AUDUBON AVENUE,10032.0,2125684040,Latin American,F,20F,Administrative Miscellaneous / Initial Inspection,MN36
41076181,NEW THRIVING RESTAURANT OF GUYANA,Queens,10702,LIBERTY AVENUE,11417.0,7188350890,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN55
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314.0,7184943400,Hamburgers,U,06C,Cycle Inspection / Initial Inspection,SI05
40763881,GNOCCO,Manhattan,337,EAST   10 STREET,10009.0,2126771913,Italian,U,10F,Cycle Inspection / Initial Inspection,MN22
50079143,L'WREN,Brooklyn,4004,5 AVENUE,11232.0,9172733955,American,D,15F6,Smoke-Free Air Act / Initial Inspection,BK32
50018903,NORTHERN TIGER,Manhattan,225,LIBERTY STREET,10280.0,2127860316,Chinese,D,10B,Cycle Inspection / Re-inspection,MN25
40585966,GUY & GALLARD,Manhattan,120,EAST   34 STREET,10016.0,2126843898,American,D,04L,Cycle Inspection / Re-inspection,MN20
41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,Manhattan,4957,BROADWAY,10034.0,2125448900,American,P,10F,Cycle Inspection / Initial Inspection,MN01
50040952,FRESH WHITE SWAN BAKERY,Manhattan,88,EAST BROADWAY,10002.0,2122265333,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,MN27
50066245,BREAD & BUTTER,Manhattan,462,7 AVENUE,10018.0,2128680444,American,F,06E,Cycle Inspection / Initial Inspection,MN17
50074643,BURGER KING,Bronx,1380,JEROME AVENUE,10452.0,9174736449,Hamburgers,F,04L,Cycle Inspection / Initial Inspection,BX63
50036750,BAR 9,Manhattan,807,9 AVENUE,10019.0,2123999336,American,O,08A,Cycle Inspection / Reopening Inspection,MN15
41687715,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1887,ROCKAWAY PARKWAY,11236.0,7182094242,Caribbean,F,04N,Cycle Inspection / Re-inspection,BK50
41485818,MARINE PARK GOLF COURSE,Brooklyn,2880,FLATBUSH AVENUE,11234.0,7182524625,American,P,04L,Cycle Inspection / Initial Inspection,BK99
41643117,JEAN CLAUDE FRENCH BISTRO,Manhattan,1343,2 AVENUE,10021.0,2122493400,French,D,10B,Cycle Inspection / Re-inspection,MN31
50047546,BKLN DINER,Brooklyn,5922-24,AVENUE N,11234.0,7182092246,American,F,08A,Cycle Inspection / Re-inspection,BK58
50053554,NICKY'S VIETNAMESE SANDWICHES,Brooklyn,554,LORIMER STREET,11211.0,7183888890,Southeast Asian,D,10F,Cycle Inspection / Re-inspection,BK90
41699605,PANCHO'S ANTOJITOS MEXICANOS,Manhattan,964,AMSTERDAM AVENUE,10025.0,2123165400,Mexican,D,22G,Cycle Inspection / Re-inspection,MN09
41409441,GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013.0,2122261886,Bakery Products/Desserts,F,06D,Cycle Inspection / Initial Inspection,MN24
41048427,CHIPOTLE MEXICAN GRILL,Manhattan,2,BROADWAY,10004.0,2123440941,Tex-Mex,D,10F,Cycle Inspection / Initial Inspection,MN25
50039585,THE DOUGHNUT PROJECT,Manhattan,10,MORTON STREET,10014.0,2126915000,Donuts,D,08A,Cycle Inspection / Re-inspection,MN23
40798514,CRYSTAL PALACE,Queens,138-31,QUEENS BOULEVARD,11435.0,7185589295,Jewish/Kosher,D,10F,Cycle Inspection / Re-inspection,QN35
50018504,MERRY LAND BUFFET,Bronx,505,EAST  163 STREET,10451.0,7182923455,Chinese,U,06C,Cycle Inspection / Initial Inspection,BX35
41624530,PIO PIO,Manhattan,604,10 AVENUE,10036.0,2124592929,Peruvian,F,04M,Cycle Inspection / Initial Inspection,MN15
50085705,JOHN'S FRIED CHICKEN,Manhattan,3853,BROADWAY,10032.0,2125680004,Chicken,F,08A,Cycle Inspection / Initial Inspection,MN36
50052278,KAN WAH CHINESE RESTAURANT,Queens,5912,MAIN ST,11355.0,7184459799,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN62
50088929,BONNIE'S ROTI SHOP,Brooklyn,1062,LIBERTY AVENUE,11208.0,3474139500,Caribbean,P,09C,Pre-permit (Operational) / Initial Inspection,BK83
50044650,GOLDEN STEAMER,Brooklyn,1964,86 STREET,11214.0,6466396289,Chinese,U,02B,Cycle Inspection / Re-inspection,BK28
40916595,"MRS. FIELDS, PRETZELMAKER",Queens,8801,QUEENS BOULEVARD,11373.0,7186990780,Bakery Products/Desserts,F,10F,Cycle Inspection / Initial Inspection,QN29
41229180,FRANCESCO PIZZERIA,Manhattan,186,COLUMBUS AVENUE,10023.0,2127210066,Pizza,D,06D,Cycle Inspection / Re-inspection,MN14
50052924,BLOSSOM DU JOUR,Manhattan,617,9 AVENUE,10036.0,6469983535,Vegan,D,02H,Cycle Inspection / Initial Inspection,MN15
41530529,SABOR LATINO,Brooklyn,347,UNION AVENUE,11211.0,7183023935,Latin American,D,04L,Cycle Inspection / Initial Inspection,BK73
41286239,BLANQUITA RESTAURANT,Bronx,2647,BRIGGS AVENUE,10458.0,7183295851,Latin American,P,10F,Cycle Inspection / Initial Inspection,BX05
50053703,JOHN'S FRIED CHICKEN,Bronx,5225,BROADWAY,10463.0,6464914042,Chicken,U,06A,Cycle Inspection / Re-inspection,MN01
41098211,DOUGIE'S JAMAICAN CUISINE,Brooklyn,9604,AVENUE L,11236.0,7182515444,Donuts,D,04K,Cycle Inspection / Initial Inspection,BK50
40512425,MCDONALD'S,Brooklyn,5713,CHURCH AVENUE,11203.0,7189226085,Hamburgers,D,10F,Cycle Inspection / Re-inspection,BK96
50056343,DAVIES ROTI SHOP AND SMOOTHIE BAR,Queens,12707,ROCKAWAY BLVD,11420.0,7186411769,Caribbean,D,06C,Cycle Inspection / Re-inspection,QN55
50050423,CINDRELLA LOUNGE,Queens,14738,NORTHERN BLVD,11354.0,7183067323,Chinese,D,06D,Pre-permit (Operational) / Initial Inspection,QN51
41233053,LA CABANA SALVADORENA,Bronx,3150,VILLA AVENUE,10468.0,7184676810,Latin American,U,08A,Cycle Inspection / Re-inspection,BX05
50076978,ARASHI SUSHI,Brooklyn,9605,CHURCH AVENUE,11212.0,7183852223,Japanese,U,04L,Cycle Inspection / Initial Inspection,BK96
50019113,DEBORAH MILLER,Manhattan,3,MADISON STREET,10038.0,2129641300,American,F,02B,Cycle Inspection / Initial Inspection,MN27
50033098,EMPANADAS MONUMENTAL,Bronx,1971,UNIVERSITY AVENUE,10453.0,3477264990,Latin American,P,06D,Cycle Inspection / Initial Inspection,BX36
41175816,DUNKIN,Queens,21911,HILLSIDE AVENUE,11427.0,7187768609,Donuts,D,04H,Cycle Inspection / Initial Inspection,QN34
50075751,GRAN CAFFE DE MARTINI,Brooklyn,609,VANDERBILT AVENUE,11238.0,9293068332,Coffee/Tea,S,20D,Administrative Miscellaneous / Initial Inspection,BK64
41291319,SUPER POLLO RESTAURANT,Queens,865,WOODWARD AVENUE,11385.0,7184180808,Latin American,D,06D,Cycle Inspection / Initial Inspection,QN20
50085792,LA HUECA,Queens,9321,37TH AVE,11372.0,7185651111,Latin American,D,04L,Pre-permit (Operational) / Re-inspection,QN28
50002071,DELIS 48,Manhattan,48,WEST   48 STREET,10036.0,2127689600,American,U,02G,Cycle Inspection / Re-inspection,MN17
50067401,GINGER & LEMONGRASS LES,Manhattan,153,RIVINGTON STREET,10002.0,6468761237,Southeast Asian,D,06F,Cycle Inspection / Initial Inspection,MN28
41643510,POTBELLY SANDWICH WORKS,Manhattan,280,BROADWAY,10007.0,6462894206,Sandwiches/Salads/Mixed Buffet,P,02G,Cycle Inspection / Initial Inspection,MN24
41597549,The Royal Underground,Queens,3610,30 AVENUE,11103.0,7182693443,American,D,10B,Cycle Inspection / Re-inspection,QN70
50063017,MINETTA LANE THEATRE,Manhattan,18,MINETTA LANE,10012.0,2128716834,Bottled Beverages,B,20D,Administrative Miscellaneous / Initial Inspection,MN23
50090699,Time Cafe,Manhattan,105,CANAL STREET,10002.0,2035054968,Coffee/Tea,D,06D,Pre-permit (Operational) / Initial Inspection,MN27
41401623,TOWERS CAFE,Brooklyn,100,NORTH PORTLAND AVENUE,11205.0,7182604899,American,D,08A,Cycle Inspection / Initial Inspection,BK68
40366497,THE PUNCH BOWL,Bronx,5820,BROADWAY,10463.0,7188847322,American,U,08A,Cycle Inspection / Re-inspection,BX29
41712184,CHINESE FAST WOK,Manhattan,230,7 AVENUE,10011.0,2126456888,Chinese,U,10F,Cycle Inspection / Initial Inspection,MN13
50014362,URUBAMBA,Queens,8620,37TH AVE,11372.0,7186722224,Peruvian,U,04N,Cycle Inspection / Re-inspection,QN28
41064708,HOUSE OF PIZZA & CALZONES,Brooklyn,132,UNION STREET,11231.0,7186249107,Pizza,D,04L,Cycle Inspection / Re-inspection,BK33
50017407,CROWN FRIED CHICKEN,Queens,8792,PARSONS BLVD,11432.0,3475925020,Chicken,D,08A,Cycle Inspection / Re-inspection,QN35
50034797,NUMERO 28 PIZZARIA & CUCINA,Brooklyn,68,BERGEN STREET,11201.0,6465151615,Pizza,D,08A,Cycle Inspection / Re-inspection,BK38
50100947,ALIDORO,Manhattan,1,ROCKEFELLER PLAZA,10020.0,6466924330,Sandwiches/Salads/Mixed Buffet,D,10F,Pre-permit (Operational) / Initial Inspection,MN17
50049193,BAOBURG,Brooklyn,614,MANHATTAN AVENUE,11222.0,7183490011,Thai,U,04L,Cycle Inspection / Initial Inspection,BK76
50013941,BAGEL ROAD,Brooklyn,1424,SHEEPSHEAD BAY ROAD,11235.0,7186761471,Bagels/Pretzels,D,08C,Cycle Inspection / Initial Inspection,BK17
41585425,LUCKY GARDEN,Brooklyn,305,WYCKOFF AVENUE,11237.0,7184181002,Chinese,D,04N,Cycle Inspection / Initial Inspection,BK77
41662362,HAPPY GARDEN,Brooklyn,370,UTICA AVENUE,11213.0,7184676618,Chinese,F,20E,Administrative Miscellaneous / Initial Inspection,BK61
40892893,MIRAGE DINER RESTAURAUNT,Brooklyn,717,KINGS HIGHWAY,11223.0,7189983750,American,D,10H,Cycle Inspection / Re-inspection,BK25
50048823,POMMES FRITES,Manhattan,128,MACDOUGAL STREET,10012.0,2126741234,Not Listed/Not Applicable,D,08A,Cycle Inspection / Re-inspection,MN23
41678310,SHAPESHIFTER LAB,Brooklyn,18,WHITWELL PLACE,11215.0,6468209452,American,D,04L,Cycle Inspection / Re-inspection,BK37
40844307,THE GREAT AMERICAN HEALTH BAR,Manhattan,35,WEST   57 STREET,10019.0,2123555177,Jewish/Kosher,P,06D,Cycle Inspection / Initial Inspection,MN17
50063080,BURGER URWAY,Brooklyn,1846,EAST NEW YORK AVENUE,11207.0,3476632315,Hamburgers,F,04N,Cycle Inspection / Initial Inspection,BK85
41676577,THE CUTTING ROOM,Manhattan,44,EAST   32 STREET,10016.0,2126911900,American,D,10F,Cycle Inspection / Re-inspection,MN17
50069499,TAQUERIA DIANA,Manhattan,69,CLINTON STREET,10002.0,6467073826,Mexican,D,10F,Pre-permit (Operational) / Re-inspection,MN27
50064981,88 CANTEEN,Queens,5846,MAIN ST,11355.0,7188861555,Chinese,D,10F,Cycle Inspection / Re-inspection,QN62
50048104,KING WOK,Queens,24825,NORTHERN BLVD,11362.0,7182298988,Chinese,P,08C,Cycle Inspection / Initial Inspection,QN45
50016995,LA PULPERIA,Manhattan,371,WEST   46 STREET,10036.0,2129603176,Spanish,D,04L,Cycle Inspection / Re-inspection,MN15
41705479,NEW SIUS KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,7182841133,Chinese,B,,Administrative Miscellaneous / Re-inspection,BK91
40957421,RARE BAR & GRILL,Manhattan,303,LEXINGTON AVENUE,10016.0,2124811999,American,U,04N,Cycle Inspection / Re-inspection,MN20
50036537,PATRIZIAS OF BROOKLYN,Manhattan,462,2 AVENUE,10016.0,2125979999,Italian,F,10B,Cycle Inspection / Initial Inspection,MN20
41669112,LA VIE EN SZECHUAN RESTAURANT,Manhattan,14,EAST   33 STREET,10016.0,2126832779,Chinese,G,06C,Cycle Inspection / Initial Inspection,MN17
41544044,RESTAURANT ON 58 STREET,Brooklyn,773,58 STREET,11220.0,7188333899,Chinese,U,04L,Cycle Inspection / Re-inspection,BK34
50070206,BLUE CAFE RESTAURANT & BAR,Queens,8263,BROADWAY,11373.0,7183960717,Spanish,F,05D,Cycle Inspection / Initial Inspection,QN29
50076534,FALAFEL TANAMI,Brooklyn,1305,EAST   17 STREET,11230.0,7184839100,Jewish/Kosher,F,06C,Pre-permit (Operational) / Initial Inspection,BK43
50093671,FLAME GYRO,Brooklyn,2701,CHURCH AVENUE,11226.0,3479092223,Mediterranean,D,08C,Pre-permit (Operational) / Re-inspection,BK60
41687515,BRANSON GOT JUICE,Manhattan,741,ST NICHOLAS AVENUE,10031.0,2122832700,"Juice, Smoothies, Fruit Salads",D,10F,Cycle Inspection / Initial Inspection,MN04
50088579,BUDS AND BEANS CAFE,Brooklyn,564,VANDERBILT AVENUE,11238.0,9176362980,Coffee/Tea,D,10H,Pre-permit (Operational) / Initial Inspection,BK64
50006070,MCDONALD'S,Queens,4012,NATIONAL ST,11368.0,7186720369,Hamburgers,D,05D,Cycle Inspection / Re-inspection,QN26
50072979,CASA THEODORO,Queens,54-18,31 AVENUE,11377.0,7185453800,Pizza,D,02B,Pre-permit (Operational) / Re-inspection,QN63
41245735,WICHCRAFT,Manhattan,11,EAST   20 STREET,10003.0,2127800577,Sandwiches,D,02G,Cycle Inspection / Initial Inspection,MN13
40397305,"SUGAR HILL RESTAURANT, SUPPER CLUB AND DISCO",Brooklyn,609,DEKALB AVENUE,11216.0,7187971727,American,D,08A,Cycle Inspection / Re-inspection,BK75
41076314,MELBA'S,Manhattan,300,WEST  114 STREET,10026.0,2128647777,American,F,20F,Administrative Miscellaneous / Initial Inspection,MN11
41110219,MBJ FOOD SERVICE,Queens,2910,THOMPSON AVENUE,11101.0,7184825952,American,F,02B,Cycle Inspection / Initial Inspection,QN31
41686208,CHANG PAI,Queens,16612,HILLSIDE AVENUE,11432.0,7182918222,Chinese,G,04A,Cycle Inspection / Initial Inspection,QN61
41385585,LA FONDA DEL SOL,Manhattan,200,PARK AVENUE,10017.0,2128676767,Spanish,D,10F,Cycle Inspection / Initial Inspection,MN19
41240596,PANERA BREAD,Staten Island,280,MARSH AVENUE,10314.0,7184942450,Sandwiches,P,02G,Cycle Inspection / Initial Inspection,SI24
41681345,PUERTO PLATA RESTAURANT,Queens,149-19,JAMAICA AVENUE,11435.0,7185261126,Latin American,D,09B,Cycle Inspection / Re-inspection,QN61
50091510,EL VALLE RESTAURANT,Bronx,733,EAST TREMONT AVENUE,10457.0,3474557521,Latin American,U,10B,Pre-permit (Operational) / Re-inspection,BX17
41226387,CAFE MANNA,Manhattan,20,EAST   16 STREET,10003.0,2129292281,American,P,02G,Cycle Inspection / Initial Inspection,MN13
41412063,BLACK HORSE PUB,Brooklyn,568,5 AVENUE,11215.0,7187881975,American,D,04N,Cycle Inspection / Re-inspection,BK37
50052702,THE TANG,Manhattan,120,1 AVENUE,10009.0,6466783092,Asian/Asian Fusion,G,05F,Cycle Inspection / Re-inspection,MN22
50066109,KORONET PIZZA,Manhattan,2848,BROADWAY,10025.0,2122221566,Pizza,F,06D,Cycle Inspection / Initial Inspection,MN09
41541403,SAPPORO SUSHI RESTAURANT,Staten Island,1650,RICHMOND AVENUE,10314.0,7189836038,Japanese,D,02G,Cycle Inspection / Re-inspection,SI05
50061138,OM WOK,Queens,8917,NORTHERN BLVD,11372.0,7186398800,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN28
40947919,DOS CAMINOS SOHO,Manhattan,475,WEST BROADWAY,10012.0,2122774300,Mexican,P,04L,Cycle Inspection / Initial Inspection,MN24
41634340,JOE COFFEE,Manhattan,1045,LEXINGTON AVENUE,10021.0,2129882500,Coffee/Tea,F,04N,Cycle Inspection / Initial Inspection,MN40
50093303,YUN'S BEST KITCHEN,Queens,4570,KISSENA BLVD,11355.0,6465933399,Chinese,F,08A,Pre-permit (Operational) / Initial Inspection,QN22
50045356,MCDONALD'S,Manhattan,1872,3 AVENUE,10029.0,2129962864,Hamburgers,D,04H,Cycle Inspection / Initial Inspection,MN33
50050185,LADY M CONFECTIONS,Manhattan,1178,BROADWAY,10001.0,2015668111,Coffee/Tea,D,08C,Cycle Inspection / Initial Inspection,MN17
50043207,HARTLEY'S,Brooklyn,14,PUTNAM AVENUE,11238.0,3477992877,American,D,10C,Cycle Inspection / Initial Inspection,BK69
50064927,LA CHULA,Manhattan,137,EAST  116 STREET,10029.0,6465903975,Mexican,D,06C,Pre-permit (Operational) / Initial Inspection,MN34
41512966,CHINA WOK,Manhattan,454A,LENOX AVENUE,10037.0,2122814188,Chinese,D,06A,Cycle Inspection / Re-inspection,MN03
41189176,PARK CAFE,Manhattan,861,7 AVENUE,10019.0,2123154567,American,U,04H,Cycle Inspection / Re-inspection,MN17
41445505,THE VANDERBILT,Brooklyn,570,VANDERBILT AVENUE,11238.0,7186230570,American,F,08A,Cycle Inspection / Initial Inspection,BK64
41695882,MEZETTO,Manhattan,205,ALLEN STREET,10002.0,2129334587,Mediterranean,F,02G,Cycle Inspection / Initial Inspection,MN27
41200936,ALPINE CINEMAS,Brooklyn,6817,5 AVENUE,11220.0,7187484283,American,D,08A,Cycle Inspection / Re-inspection,BK31
41512992,BAY RIDGE DINER,Brooklyn,8017,5 AVENUE,11209.0,7189210266,American,D,02B,Cycle Inspection / Initial Inspection,BK31
