UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,-,-,-,-,-,-,-,-,-,-,-,Fire Protection Association,Small,3806681,GL56 ORH,Stockport- Services to Place
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,-,-,-,-,-,-,-,-,-,-,-,BB7 Fire Limited,Small,7088332,ME1 1XF,Stockport- Services to Place
1367,Stockport Council,201800-Financial Services : Insurance : ,Insurance Advisory and Broking Service,Call Off (External),Contract,01/01/2016,36,60,01/01/2019,No,01/01/2021,01/08/2018,"Â£14,000.00","Â£70,000.00",Arthur J Gallagher ,Large,08887139,M3 5AG,Stockport- Corporate & Support Services
1378,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living Services (103.7 - Phase 5),Mini Competition (Internal),Contract,01/12/2015,36,48,30/11/2018,No,30/11/2019,01/07/2018,"Â£214,766.76","Â£859,067.04",Home Focus,VCSE,2147139,M30 0DL,Stockport- Services to People
1408,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,"Stockport Information, advice and support",Tender,Contract,01/04/2016,36,36,31/03/2019,Yes,31/03/2019,31/10/2018,"Â£50,000.00","Â£150,000.00",KIDS,VCSE,1346252,B72 1EA,Stockport- Services to People
1415,Stockport Council,191000-Facilities & Management Services : Advertising : ,Provision of an Advertising Service on agreed sites in the Borough of Trafford and/or Stockport,Tender,Concession,08/12/2015,48,48,07/12/2019,Yes,07/12/2019,30/11/2018,Income,Income,Marketing Force Limited,Large,3744053,SL9 7PZ,Stockport- Corporate & Support Services
1423,Stockport Council,201800-Financial Services : Insurance : ,Terrorism Insurance Cover - Stockport Council ,Quote,Contract,29/11/2017,12,12,28/11/2018,No,28/11/2018,01/03/2018,"Â£42,900.00","Â£42,900.00",Ark Syndicate Management Ltd,SME,05887810,EC3M 3AD,Stockport- Corporate & Support Services
1444,Stockport Council,371000-Utilities : Electricity : ,"Unmetered Supply, (UMS) Half Hourly Metered (HH) & Non-Half Hourly Metered (NHH): 'Electricity for: Houldsworth Business and Arts Centre (HH), Street Lighting (HH-UMS), and Feeder Pillar Station Road (NHH)",Call Off (External),Contract,01/04/2015,48,48,31/03/2019,No,31/03/2019,01/04/2018,"Â£454,047.00","Â£1,816,188.00",Npower,Large,03653277,,Stockport- Corporate & Support Services
1571,Stockport Council,152100-Consultancy : Strategic Planning : ,External Provision of Planning Consultancy Services,Quote,Contract,20/06/2016,36,36,19/06/2019,No,19/06/2019,20/06/2018,"Â£8,333.00","Â£24,999.00",Hollissvincent,SME,110580459,M3 1SQ,Stockport- Services to Place
1578,Stockport Council,261410-Human Resources : Temporary & Agency Staff : Accountancy,Carer Support Service (Supporting MH Recovery),OJEU Tender,Contract,01/11/2015,29,53,31/03/2020,Yes,31/03/2020,01/09/2017,"Â£57,245.00","Â£252,832.08",Stockport & District Mind,VCSE,5879337,SK1 3NP,Stockport- Services to People
1579,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,LD Supported Living Contract (103.8 - Phase 6),Tender,Contract,09/05/2016,36,48,08/05/2019,No,08/05/2020,01/11/2018,"Â£320,924.25","Â£1,283,697.00",Fitzroy Support,VCSE,2699902,GU32 3JY,Stockport- Services to People
1580,Stockport Council,Social Care Services: Adults,Supported Employment,OJEU Tender,Contract,01/04/2016,36,60,31/03/2019,No,31/03/2021,01/11/2018,"Â£220,000.00","Â£1,100,000.00",Pure Innovations Limited,Medium,5241249,SK3 0RF,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,OJEU Tender,Framework Agreement,01/04/2016,36,48,31/03/2019,No,31/03/2020,01/04/2018,"Â£1,100,000.00","Â£4,400,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Altruistic Care t/a plane tree,SME,2916556,UB3 2RR,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Disability Stockport,VCSE,1133529,SK1 1EG,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Indian Senior Citizen Centre,SME,1040167,M16 8AB,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Lifeline Project Ltd,SME,1842240,M1 1JF,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,NAS Services Ltd,SME,269425,EC1V 1NG,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Pure Innovations Limited ,Medium,05241249,SK3 0RF,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Step Out Stockport,SME,8881836,SK1 3AQ,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Stockport CP Society,SME,1009768,SK4 4JZ,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,The Weekend Day Centre,SME,1009768,SK2 5EA,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Together Trust ,SME,301722,SK8 1JE,Stockport- Services to People
1612,Stockport Council,271700-Information Communication Technology : Telecommunications : Fixed,WAN (Wide Area Network) & PSTN (Public Switched Telephone Network) Lines,Mini Competition (Internal),Contract,01/03/2016,24,48,14/03/2020,Yes,14/03/2020,01/12/2018,"Â£150,000.00","Â£600,000.00",Virgin Media,Large,01785381,RG27 9UP,Stockport- Corporate & Support Services
1617,Stockport Council,261520-Human Resources : Training & Conferences : Training,Counter Terrorism Training,Exemption,Contract,14/12/2015,39,39,31/03/2019,No,31/03/2019,,"Â£5,400.00","Â£17,550.00",Mobedia,SME,05593917,SK9 7BQ,Stockport- Services to People
1633,Stockport Council,361300-Public Transport : Passenger Transport : ,School Swimming Transport,Tender,Contract,01/09/2016,36,48,31/08/2019,No,31/08/2020,01/06/2019,"Â£103,409.02","Â£413,636.08",Belle Vue Manchester Ltd,Large,3272014,Sk4 5DZ,Stockport- Services to Place
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,Call Off (External),Contract,01/11/2014,48,60,31/10/2019,Yes,31/10/2019,31/10/2016,nil,nil,Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Equita,SME,316 8371,NN1 4BZ,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Jacobs,Large,07923864,CH414PE,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Phoenix,Large,3753408,CR0 2LX,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Rossendales,Large,05070065,BB4 4NB,Stockport- Corporate & Support Services
2273,Stockport Council,340000-Stationery :  ,Stationery and Office Supplies,OJEU Tender,Framework Agreement,01/03/2017,24,48,28/02/2019,No,28/02/2021,01/09/2018,"Â£250,000.00","Â£1,000,000.00",Lyreco UK Limited,SME,442696,TF2 7NB,Stockport- Corporate & Support Services
2279,Stockport Council,181810-Environmental Services : Technical Equipment : Laboratory,COMA - High voltage Transformers,Quote,Contract,01/03/2016,48,48,28/02/2020,No,28/02/2020,01/10/2019,"Â£2,929.20","Â£11,716.80",SPEC,SME,GB759355684,WF20XW,Stockport- Services to Place
2293,Stockport Council,401102-Social Community Care Supplies & Services - Children : Disabled Children : Short Overnight Breaks,Respite Services for Children with Disabilities - Lot 1 ,OJEU Tender,Framework Agreement,01/04/2016,24,36,31/03/2019,Yes,31/03/2019,31/10/2018,"Â£500,000.00","Â£1,500,000.00",EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,VCSE,EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,EAM - M31 4DJ              Together Trust - SK8 1JE Seahsell Trust SK8 6RQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU Tender,Framework Agreement,01/04/2016,24,36,31/03/2019,Yes,31/03/2019,31/10/2018,"Â£500,000.00","Â£1,500,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,Crossroads Fairfield ,Large,NI030717,M34 5GB,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,HG Care,SME,04626258,SK43GN,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,INDEPENDENT OPTIONS (NORTH WEST),SME,"Company: 02560910
Charity: 1022680
",SK75PE,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,Rainbow Trust,VCSE,1070532,OL8 4QQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,Stockport CP ,VCSE,209782,SK8 1JE,Stockport- Services to People
2302,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,"Provision of a System for Public Safety and Protection, Planning, Building Control and Land ChargesÂ (Divided into 2 Lots) Utilising the CCS Framework RM1059 Lot 3",OJEU Tender,Framework Agreement,01/04/2016,36,48,31/03/2019,No,31/03/2020,01/10/2018,"Â£42,000.00","Â£168,000.00",Idox Group,Large,2933889,G2 7JZ,Stockport- Corporate & Support Services
2303,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of a Management Information System for Stockport Continuing Education Service,Tender,Contract,01/04/2016,24,36,31/03/2018,Yes,31/03/2019,01/10/2017,"Â£16,100.00","Â£48,300.00",West March Systems Ltd,SME,6245182,CA1 2SQ,Stockport- Corporate & Support Services
2304,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of an Education Management Information and Case Management System ,OJEU Tender,Contract,01/04/2016,60,108,31/03/2021,No,31/03/2025,01/10/2020,"Â£108,996.05","Â£980,964.45",Tribal Education Limited,Large,04163300,BS2 0HQ,Stockport- Corporate & Support Services
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,Tender,Contract,03/10/2016,36,48,02/10/2019,No,02/10/2020,01/01/2019,"Â£12,500.00","Â£50,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,-,-,-,-,-,-,-,-,-,-,-,Action on Hearing Loss ,Large,207720,EC1Y 8SL,Stockport- Services to People
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,-,-,-,-,-,-,-,-,-,-,-,Manchester Deaf School ,Large,1110373,M13 9GH,Stockport- Services to People
2333,Stockport Council,191200-Facilities & Management Services : Document Archiving & Storage : ,Off Site Storage ,OJEU Tender,Contract,01/06/2017,36,60,31/05/2020,No,31/05/2022,31/05/2019,"Â£10,069.00","Â£50,346.00",DataSpace UK Limited,Small,03816685,CW9 6GB,Stockport- Corporate & Support Services
2334,Stockport Council,271430-Information Communication Technology : Software : Commercial Off-The-Shelf,Attendance and Exclusion Monitoring service for out of  area Looked After Children,Quote,Contract,01/05/2016,36,48,30/04/2019,No,30/04/2020,01/01/2019,"Â£5,801.25","Â£23,205.00",Welfare Call,Small,6835180,S36 6FH,Stockport- Services to People
3007,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,CoronerÂs case management system,Call Off (External),Framework Agreement,01/04/2016,36,36,31/03/2019,No,31/03/2019,01/10/2018,"Â£5,200.00","Â£15,600.00",Civica UK Ltd,Large,1628868,SW15 6AR,Stockport- Corporate & Support Services
3013,Stockport Council,121000-Cemetery & Crematorium : Burial & Cremation : ,Public Funerals ,OJEU Tender,Contract,03/04/2018,36,60,31/03/2021,No,31/03/2023,31/10/2020,"Â£9,150.00","Â£40,920.00",Aidan Gaunt Funeral service,-,-,-,Stockport- Corporate & Support Services
3014,Stockport Council,182011-Environmental Services : Waste Management : Consumables (was Equipment),Litter Bins ,Call Off (External),Contract,01/08/2017,36,48,31/07/2020,No,31/07/2021,01/05/2018,"Â£50,000.00","Â£150,000.00",Wybone,SME,952455,S74 9TF,Stockport- Services to Place
3020,Stockport Council,321115-Social Community Care Supplies & Services - Children : Community Based Services : Childcare Services,Young People's Youth Club ,Quote,Contract,01/04/2016,12,36,31/03/2019,Yes,31/03/2019,28/11/2018,"Â£8,000.00","Â£16,000.00",Pure Innovations Limited,Medium,5241249,SK3 0RF,Stockport- Services to People
3021,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Occupational Health Service,Call Off (External),Contract,01/03/2016,48,48,29/02/2020,No,29/02/2020,31/10/2019,"Â£100,000.00","Â£400,000.00",Health Management Ltd,Large,4369949,BN8 5NN,Stockport- Corporate & Support Services
3022,Stockport Council,Animals : Dogs : ,Collection of stray dogs,OJEU Tender,Framework Agreement,01/10/2015,36,48,30/09/2019,Yes,30/09/2019,30/04/2018,"Â£17,000.00","Â£51,000.00",Animal Wardens,SME,3078092,BL1 4RA,Stockport- Services to Place
3033,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living Services (103.9 - Phase 7),Mini Competition (Internal),Contract,01/08/2016,36,48,31/07/2019,No,31/07/2020,31/07/2018,"Â£355,887.62","Â£1,423,550.48",Royal Mencap Society,VCSE,550457 comp no  222377 charity,EC1Y 0RT,Stockport- Services to People
3056,Stockport Council,131312-Cleaning & Janitorial : Washroom Sanitation Service : ,"Sanitary, Medical & Sharps Etc",Call Off (External),Contract,01/08/2016,32,32,31/03/2019,No,31/03/2019,01/12/2018,"Â£79,670.00","Â£212,453.33",PHS ,SME,00770813,CF83 1XH,Stockport- Corporate & Support Services
