OpenedDate,OpenedYear,PracticeCode,PracticeName,BusinessCategory,BusinessName,BusinessCity,BusinessState,BusinessZip
06/26/2018,2018,999,Other/Miscellaneous,Landscaping Services,,Puyallup ,WA,98375    
03/30/2018,2018,301,Failure To Deliver/Perform,Dating Clubs and Social Networking,Facebook,Palo Alto,CA,         
08/19/2015,2015,26,Advertising,Residential Landlord,,Everett,WA,98206-2943
03/01/2019,2019,22,Failure To Adjust/Refund,Electronic Shopping,LuLaRoe,Corona,CA,92879    
06/05/2013,2013,300,Excessive Price or Charge,Residential Landlord,,Kirkland,WA,98034    
03/28/2017,2017,25,Refund Policies,Electronic Shopping,,Lynnwood,WA,98036    
07/18/2019,2019,999,Other/Miscellaneous,Health Care,Canyon Park Treatment Solutions,Bothell,WA,98021    
07/30/2018,2018,316,Billing Issues,Health Care,Vancouver Clinic,Vancouver,WA,98684    
07/01/2016,2016,701,Homeowner/Condo Association complaint or concern,Home and Condo owner associations,,Marysville,WA,98270    
09/02/2016,2016,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
06/12/2014,2014,320,Unsatisfactory Repair/Service,Security Systems (including locksmiths),ADT Security,Boca Raton,FL,33431    
03/30/2020,2020,62,Price Gouging,Dating Clubs and Social Networking,Facebook,Palo Alto,CA,         
04/03/2018,2018,999,Other/Miscellaneous,Telecommunications,Frontier Communications,Everett,WA,98201    
03/07/2019,2019,999,Other/Miscellaneous,Auto Sales,,North Bend,WA,98045    
01/19/2017,2017,999,Other/Miscellaneous,Consumer Lending & Transfer Agents,Navient fka Sallie Mae,Wilkes-Barre,PA,18706    
10/13/2017,2017,22,Failure To Adjust/Refund,Parking Lots & Garages,Platinum Parking,Shoreline,WA,98155    
05/01/2019,2019,206,Right To Cancel,Internet Search Engines,Google Incorporated,Mountain View,CA,94043    
01/16/2018,2018,999,Other/Miscellaneous,Mortgage Lending,Bank of America NA,Newark,DE,19713    
11/20/2020,2020,62,Price Gouging,Retail Sales,Albertsons,Bellevue,WA,98005    
07/07/2015,2015,320,Unsatisfactory Repair/Service,Auto Repair,Bellevue Nissan,Bellevue,WA,98007    
05/31/2020,2020,996,COVID-19,"Promoters of performing arts, sports & similar eve",TicketMaster,Charleston,WV,25311    
10/02/2018,2018,301,Failure To Deliver/Perform,Telecommunications,AT&T Mobility,Dallas,TX,75202    
12/22/2017,2017,316,Billing Issues,Broadband Providers,Comcast,Fife,WA,98424    
09/18/2017,2017,999,Other/Miscellaneous,Telecommunications,,Albuquerque,NM,87176    
08/18/2015,2015,999,Other/Miscellaneous,Financing,Eliot Management Group,Puyallup,WA,98375    
05/10/2019,2019,303,Questionable Quality Product/Service,Collections,Certegy Payment Solutions LLC fka Certegy Check Services,Saint Petersburg,FL,33716-2202
01/28/2016,2016,303,Questionable Quality Product/Service,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
03/09/2017,2017,999,Other/Miscellaneous,Real Estate Agents & Agencies,Kalles Property Management,Puyallup,WA,98372    
01/12/2018,2018,999,Other/Miscellaneous,Contractors,,Spokane,WA,99208    
06/29/2020,2020,999,Other/Miscellaneous,Telecommunications,AT&T Mobility,Dallas,TX,75202    
01/30/2020,2020,316,Billing Issues,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
08/30/2019,2019,999,Other/Miscellaneous,Contractors,,Olympia,WA,98502    
11/15/2017,2017,999,Other/Miscellaneous,Electronic Shopping,,Englewood ,CO,80112    
07/09/2013,2013,316,Billing Issues,Funeral Homes,Columbia Funeral Home,Seattle,WA,98118    
06/01/2020,2020,404,Collection Practices,Collections,Puget Sound Collections,Tacoma,WA,98401-3011
11/23/2020,2020,422,Credit/Financing,Electronic Shopping,Fingerhut Customer Card Services,St Cloud,MN,56303    
03/07/2019,2019,18,Service Representation,Auto Sales,Tacoma Dodge Chrysler Jeep,Tacoma,WA,98409    
10/02/2019,2019,317,Charge Above Estimate,Consumer Lending & Transfer Agents,Snap Finance,Salt Lake City,UT,84199    
11/13/2019,2019,100,Misrepresentation of Terms,Automobile Manufacturing,,Tolleson,AZ,85353-9248
03/24/2021,2021,999,Other/Miscellaneous,Government Agencies,IRS/Internal Revenue Service,Fresno,CA,93888-0021
08/06/2020,2020,61,Phishing,Phishing,Unknown - Utility Scam,,  ,         
02/14/2019,2019,999,Other/Miscellaneous,"Food, beverage, tobacco, textiles, apparel Manufac",,Vashon,WA,98070    
03/07/2017,2017,16,Identity Theft,Telecommunications,T-Mobile,Albuquerque,NM,87176    
05/28/2015,2015,204,Unsolicited E-mail,"Admin. & support services (office admin., faciliti",,,WA,         
06/09/2017,2017,316,Billing Issues,Retail Sales,Ready Meds Pharmacy,Renton,WA,98057    
05/12/2014,2014,9,High Pressure Sales,Retail Sales,Safe Step Walk-In Tub Co,Tukwila,WA,98188    
08/23/2016,2016,58,Telemarketing,Telemarketing,,,WA,         
07/24/2015,2015,410,Discrimination,Landscaping Services,L & S Gardening Services,Lynnwood,WA,98087    
06/27/2016,2016,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
02/07/2014,2014,404,Collection Practices,Collections,Resurgent Capital Services dba LVNV,Greenville,SC,29601    
07/05/2016,2016,999,Other/Miscellaneous,Air Transportation,Delta Airlines,Atlanta,GA,30320-2980
09/20/2016,2016,999,Other/Miscellaneous,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
05/04/2016,2016,7,Warranty,"Electronic Equip., Appliance & Component Mfg'ring ",LG Electronics,Huntsville,AL,35824    
01/07/2015,2015,320,Unsatisfactory Repair/Service,Moving Companies,,Spokane,WA,99217    
06/25/2019,2019,61,Phishing,Phishing, Unknown,,  ,         
02/21/2013,2013,301,Failure To Deliver/Perform,Insurance,"Safe-Guard Products International, LLC",Atlanta,GA,30328    
10/02/2015,2015,206,Right To Cancel,Consumer Lending & Transfer Agents,,Mason,OH,45040    
11/20/2020,2020,999,Other/Miscellaneous,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
03/01/2019,2019,26,Advertising,Advertising & Related Services (includes coupon bo,Vendors United,Portland,OR,97219    
01/09/2018,2018,17,Imposter scam,Advance Fee Fraud,,Geneve,  ,         
09/15/2020,2020,303,Questionable Quality Product/Service,Credit Reporting & Related Activities,Equifax Office of Consumer Affairs,Atlanta,GA,30348    
05/16/2017,2017,303,Questionable Quality Product/Service,Auto Sales,Sunset RV,Buckley,WA,98321    
03/08/2019,2019,999,Other/Miscellaneous,Health Care,Valley Medical Center,Renton,WA,98055    
02/16/2021,2021,999,Other/Miscellaneous,Legal Services,,Portland,OR,97205    
06/13/2016,2016,999,Other/Miscellaneous,Auto Sales,Rairdon's Chrysler Jeep - Kirkland,Kirkland,WA,98034    
02/07/2013,2013,22,Failure To Adjust/Refund,Electronic Shopping,Tippr,Seattle,WA,98102    
02/18/2021,2021,206,Right To Cancel,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
01/03/2018,2018,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
05/18/2021,2021,999,Other/Miscellaneous,Financing,PayPal,Lavista,NE,68128    
04/12/2018,2018,104,Non-Fulfillment,Insurance,Safeco Insurance,Seattle,WA,98187    
10/12/2015,2015,316,Billing Issues,Telecommunications,AT&T Mobility,Dallas,TX,75202    
12/15/2020,2020,999,Other/Miscellaneous,"Justice, Public Order & Safety",Okanogan County Sheriff's Office,Okanogan,WA,98840    
11/20/2015,2015,404,Collection Practices,Collections,High Point Asset,Buffalo,NY,14205    
06/28/2017,2017,999,Other/Miscellaneous,Health Care,,Kirkland,WA,98034    
02/01/2013,2013,5,Bait & Switch,Auto Sales,Lexus of Fife,Fife,WA,98034    
11/18/2019,2019,104,Non-Fulfillment,Travel,,Miami,FL,33156    
08/02/2016,2016,998,Governement agency complaint,"Justice, Public Order & Safety",Tukwila Police Department,Tukwila,WA,98188    
12/11/2017,2017,999,Other/Miscellaneous,Software Publishers,Bungie,Bellevue,WA,98004    
06/02/2015,2015,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
06/20/2016,2016,206,Right To Cancel,Travel,,Seattle,WA,9188     
09/01/2020,2020,25,Refund Policies,Retail Sales,Home Depot,Atlanta,GA,30339    
04/18/2019,2019,100,Misrepresentation of Terms,Auto Sales,Magic Toyota,Lynnwood,WA,98036    
10/01/2018,2018,318,Charge:Service Not Performed/Product not delivered,Educational Services,FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ,Braintree,MA,12184    
05/12/2021,2021,61,Phishing,Unclassified Establishments, Unknown,,  ,         
02/21/2013,2013,404,Collection Practices,Collections,"CCS Corporate Headquarters dba CCS Commercial, CCS Resources, ClaimAssist LLC, Credit Control Services Inc, Enterprise Associates LLC",Norwood,MA,02062    
05/13/2020,2020,22,Failure To Adjust/Refund,Travel,Voyageurs International Ltd,Wheatridge,CO,80033-0173
06/09/2020,2020,999,Other/Miscellaneous,Couriers & Express Delivery Services,UPS/United Parcel Service,Atlanta,GA,30328    
10/22/2013,2013,404,Collection Practices,Collections,,St Petersburg,FL,33716    
03/28/2017,2017,5,Bait & Switch,Retail Sales,Toys R Us/ Babies R Us,Wayne,NJ,07470    
05/28/2021,2021,999,Other/Miscellaneous,Retail Sales,Bartell Drugs,Seattle,WA,98106-1273
04/26/2013,2013,19,Inadequate Disclosure,Unclassified Establishments,Capital One Services,Richmond,VA,23285-5870
03/07/2019,2019,316,Billing Issues,Health Care,Discovery Wellness Center,Seattle,WA,98119    
02/12/2015,2015,22,Failure To Adjust/Refund,"Medical, Dental, Hospital Equipment Wholesalers ",Apria Healthcare,Jackson,TN,38301    
02/10/2015,2015,30,Data Breach,Employment Placement Agencies,CICS Employment Services Inc,Portland ,OR,97226-6336
07/03/2017,2017,405,Credit Reporting Error,Collections,Columbia Debt Recovery dba Genesis Credit Management LLC,Everett,WA,98203    
04/02/2019,2019,410,Discrimination,Software Publishers,Adobe Systems,San Jose,CA,95110    
07/10/2018,2018,999,Other/Miscellaneous,Auto Sales,,Tacoma,WA,98409    
04/17/2019,2019,887,Unauthorized practice of Law,Legal Services,,Seattle,WA,98121    
07/11/2013,2013,22,Failure To Adjust/Refund,Retail Sales,WorldWide Electronics dba Buy TV Today,Mukilteo,WA,98275    
04/29/2021,2021,999,Other/Miscellaneous,Government Agencies,Social Security Administration,Baltimore,MD,21235    
03/18/2020,2020,316,Billing Issues,Waste Management Services,Waste Management of Washington,Kirkland,WA,98033-8136
07/31/2015,2015,316,Billing Issues,Photographic Services,,Seattle,WA,98104    
07/01/2015,2015,320,Unsatisfactory Repair/Service,Charities,,Okanogan,WA,98840    
02/25/2021,2021,316,Billing Issues,Electronic Shopping,eBay,San Jose,CA,95125-9855
03/03/2015,2015,303,Questionable Quality Product/Service,Auto Sales,Rairdon Nissan of Auburn,Auburn,WA,98002    
03/19/2014,2014,402,Collections - Threatening behavior includes arrest,Collections,,,WA,         
08/26/2019,2019,203,Internet & Mobile device based transaction,Advertising & Related Services (includes coupon bo,OMC Group,San Francisco,CA,94111    
09/14/2020,2020,61,Phishing,Unclassified Establishments, Unknown,,  ,         
08/10/2015,2015,22,Failure To Adjust/Refund,Telecommunications,CenturyLink,Spokane,WA,99208    
01/10/2017,2017,317,Charge Above Estimate,Contractors,Eylander Electric,Everett,WA,98201    
02/27/2015,2015,320,Unsatisfactory Repair/Service,Travel,,Kissimmee,FL,34741    
01/15/2021,2021,203,Internet & Mobile device based transaction,Dating Clubs and Social Networking,DMZ Group LLC dba Great Expectations / Seattle Singles,Bellevue,WA,98004    
08/03/2020,2020,316,Billing Issues,Security Systems (including locksmiths),Cencom Inc,Kirkland,WA,98033    
12/23/2014,2014,203,Internet & Mobile device based transaction,Telecommunications,AT&T Mobility,Dallas,TX,75202    
02/10/2021,2021,996,COVID-19,Couriers & Express Delivery Services,Door Dash,San Francisco,CA,94107    
04/05/2021,2021,999,Other/Miscellaneous,Retail Sales,RexMD,New York,NY,10022    
09/13/2017,2017,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
08/27/2019,2019,302,Not As Ordered,Electronic Shopping,eBay,San Jose,CA,95125-9855
11/15/2019,2019,999,Other/Miscellaneous,Auto Sales,,Spokane Valley,WA,99212    
03/25/2013,2013,404,Collection Practices,Collections,,Hillsboro,OR,97123-426 
04/22/2013,2013,26,Advertising,Retail Sales,Sansaco Furniture,Tukwila,WA,98188    
08/05/2015,2015,444,Foreclosure Issue,Mortgage Lending,Mr. Cooper fka Nationstar Mortgage,Dallas,TX,75261    
06/05/2019,2019,206,Right To Cancel,Telecommunications,Sprint Executive Services,Irving,TX,75016    
03/02/2015,2015,26,Advertising,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
09/14/2020,2020,999,Other/Miscellaneous,Restaurants and Bars,Pacific Grill,Tacoma,WA,98402    
05/16/2017,2017,301,Failure To Deliver/Perform,Software Publishers,Adobe Systems,San Jose,CA,95110    
08/14/2014,2014,19,Inadequate Disclosure,Broadband Providers,Dish Network,Littleton,CO,80120    
11/07/2017,2017,999,Other/Miscellaneous,Books/Magazines & Directory Publishers,Realtor.com,San Jose,CA,95113    
10/07/2020,2020,999,Other/Miscellaneous,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
03/10/2021,2021,999,Other/Miscellaneous,Commercial Banking,KeyBank National Association,Cleveland,OH,44114    
07/14/2020,2020,998,Governement agency complaint,"Justice, Public Order & Safety",Seattle Police Department,Seattle,WA,98104    
11/28/2018,2018,318,Charge:Service Not Performed/Product not delivered,Taxi Service,Portier LLC dba Uber Eats,San Francisco,CA,94103    
09/02/2015,2015,307,Product Safety,Auto Repair,Larson Automotive Group,Fife,WA,98424    
07/30/2014,2014,320,Unsatisfactory Repair/Service,Contractors,LJ Custom Homes,Duvall,WA,98019    
08/29/2016,2016,19,Inadequate Disclosure,Financing,,St Louis,MO,63141    
02/18/2021,2021,303,Questionable Quality Product/Service,Commercial Banking,KeyBank National Association,Cleveland,OH,44114    
10/17/2014,2014,301,Failure To Deliver/Perform,Retail Sales,Proctor Shoe Repair,Tacoma,WA,98407    
02/14/2020,2020,999,Other/Miscellaneous,,Heather Hills Mobile Home Park,Irvine,CA,92614    
12/02/2020,2020,999,Other/Miscellaneous,Educational Services,360 K9 Training ,Dupont,WA,98327    
07/31/2018,2018,999,Other/Miscellaneous,Electronic & Precision Equip. Repair & Maintenance,,Pickerington,OH,43147    
11/22/2017,2017,203,Internet & Mobile device based transaction,Financing,Early Warning Services LLC dba Zelle,Scottsdale,AZ,85260    
01/22/2016,2016,203,Internet & Mobile device based transaction,Electronic Shopping,Northwest Territorial Mint,Auburn,WA,98071    
09/23/2015,2015,206,Right To Cancel,Broadband Providers,Impact Rankings dba Direct Web Solutions,Tukwila,WA,98168-4654
09/03/2013,2013,316,Billing Issues,"Colleges, Universities & Professional Schools",Transworld Systems Inc FKA NCO Financial Systems,Fort Washington,PA,19034    
12/01/2014,2014,25,Refund Policies,Travel,Expedia,Bellevue,WA,98004    
10/21/2013,2013,999,Other/Miscellaneous,Residential Landlord,,Kent,WA,98042    
04/24/2020,2020,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
05/09/2017,2017,19,Inadequate Disclosure,Auto Sales,Northwest Motorsport,Puyallup,WA,98371    
05/26/2016,2016,998,Governement agency complaint,Government Agencies,City of Edmonds,Edmonds,WA,98020    
08/03/2015,2015,203,Internet & Mobile device based transaction,Health and Diet Clubs,,Seattle,WA,98104    
01/02/2018,2018,316,Billing Issues,Educational Services,Rosetta Stone,Arlington,VA,22209    
07/17/2019,2019,999,Other/Miscellaneous,Government Agencies,United States Postal Service,Washington,DC,20260    
03/30/2020,2020,999,Other/Miscellaneous,Travel,Stay Alfred,Spokane Valley,WA,99216    
10/27/2016,2016,316,Billing Issues,Collections,,Anaheim,CA,92806    
07/10/2018,2018,104,Non-Fulfillment,Contractors,Evergreen Roofing & Remodeling,Puyallup,WA,98374    
05/15/2013,2013,319,Unauthorized Repair/Service,Telecommunications,CenturyLink,Spokane,WA,99208    
05/01/2019,2019,999,Other/Miscellaneous,Health Care,SpectraCell Laboratories,Houston,TX,77072    
07/23/2019,2019,319,Unauthorized Repair/Service,Health Care,,Coeur d'Alene,ID,83814    
04/09/2021,2021,610,"Health, safety or sanitation",Health and Diet Clubs,LA Fitness/Fitness International,Irvine,CA,92612    
02/19/2014,2014,402,Collections - Threatening behavior includes arrest,Collections,,,WA,         
03/02/2018,2018,999,Other/Miscellaneous,Auto Sales,Acura of Lynnwood,Lynnwood,WA,98036    
02/25/2021,2021,25,Refund Policies,Travel,Vayama.com/Travix Travel USA,San Jose,CA,95113    
07/16/2020,2020,999,Other/Miscellaneous,Retail Sales,Nautilus/Bowflex/Schwinn/Universal/Octaine Fitness,Vancouver,WA,98683-5535
02/04/2014,2014,320,Unsatisfactory Repair/Service,Mortgage Lending,"Select Portfolio Servicing aka SPS Portfolio Servicing, Inc.",Salt Lake City,UT,94119-3284
02/14/2019,2019,316,Billing Issues,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
07/27/2016,2016,302,Not As Ordered,Electronic Shopping,US Online/SuddenBlitz.com/SuddenValues.com,Wenatchee,WA,98801    
03/02/2020,2020,303,Questionable Quality Product/Service,Electronic Shopping,,Pleasant Hill,CA,94523    
09/18/2014,2014,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
04/06/2017,2017,318,Charge:Service Not Performed/Product not delivered,Auto Repair,Kirkland Buick GMC,Kirkland,WA,98034-6909
08/14/2020,2020,999,Other/Miscellaneous,Lessors of Miniwarehouse & Self-Storage Units,,Tukwila,WA,98188    
09/14/2016,2016,301,Failure To Deliver/Perform,Books/Magazines & Directory Publishers,,,  ,         
02/01/2019,2019,303,Questionable Quality Product/Service,Contractors,,Bellevue,WA,98033    
12/09/2015,2015,303,Questionable Quality Product/Service,Telecommunications,CenturyLink,Spokane,WA,99208    
12/30/2020,2020,999,Other/Miscellaneous,Legal Services,,Mercer Island,WA,98040    
04/22/2013,2013,304,Questionable Quality/Used,Auto Sales,Excalibur Auto Group Inc,Kennewick,WA,99336    
07/07/2020,2020,104,Non-Fulfillment,Residential Landlord,Alekson Property Management/APMPros,Tacoma,WA,98406    
04/11/2018,2018,206,Right To Cancel,Auto Sales,Mike & Son Auto Sales,Sedro-Woolley,WA,98284    
02/20/2015,2015,301,Failure To Deliver/Perform,Electronic Shopping,,Miami Gardens,FL,33054    
02/04/2013,2013,58,Telemarketing,Telemarketing,Pacific Telecom Communications Group,,CA,         
08/22/2018,2018,17,Imposter scam,Unclassified Establishments,,Goldbar,WA,98251    
09/15/2020,2020,999,Other/Miscellaneous,Auto Sales,CB Auto Financing Inc dba CB Credit King Auto Sales,Seattle,WA,98165    
08/13/2020,2020,316,Billing Issues,Unclassified Establishments,"Online Marketing Pros, LLC dba OMP",West Linn,OR,97068-9676
03/01/2013,2013,104,Non-Fulfillment,Website Design,,Bellville,OH,44813    
06/01/2018,2018,999,Other/Miscellaneous,Commercial Banking,Citibank Presidential Communications,Sioux Falls,SD,57117    
01/23/2020,2020,5,Bait & Switch,Mortgage Lending,Nations Lending,Independence,OH,44131    
09/08/2017,2017,999,Other/Miscellaneous,Credit Reporting & Related Activities,,Atlanta,GA,30348    
07/22/2020,2020,999,Other/Miscellaneous,Health and Diet Clubs,24 Hour Fitness,San Ramon,CA,94583    
07/31/2017,2017,22,Failure To Adjust/Refund,Air Transportation,Lufthansa Airlines,Seattle,WA,98158    
09/20/2019,2019,999,Other/Miscellaneous,Auto Sales,Titus-Will Motors - Tacoma,Tacoma,WA,98409    
06/10/2020,2020,999,Other/Miscellaneous,Telecommunications,,Chicago,IL,60654-4918
06/29/2020,2020,999,Other/Miscellaneous,Courts,,Federal Way,WA,98003    
10/04/2018,2018,999,Other/Miscellaneous,Health Care,Valley Medical Center,Renton,WA,98055    
02/27/2018,2018,316,Billing Issues,Retail Sales,AmeriGas,Ellensburg,WA,98926    
11/20/2020,2020,13,Misrepresentation of product or service,Auto Sales,Burien Nissan,Burien,WA,98148    
06/06/2018,2018,610,"Health, safety or sanitation",Travel,Days Inn - Lacey,Lacey,WA,98516    
07/27/2017,2017,300,Excessive Price or Charge,Broadband Providers,Comcast,Fife,WA,98424    
01/23/2017,2017,100,Misrepresentation of Terms,Auto Sales,Autos Only - Burien,Burien,WA,98168    
10/28/2015,2015,316,Billing Issues,Electronic Shopping,,Tipp City,OH,45371    
07/25/2014,2014,516,Failure To Provide Title/Registration,Auto Sales,,Lynwood,WA,98087    
06/01/2017,2017,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
01/04/2016,2016,316,Billing Issues,Health and Diet Clubs,Muv Fitness,Spokane Valley,WA,99216    
11/19/2020,2020,204,Unsolicited E-mail,Credit Card Issuers,MasterCard,Purchase,NY,10577    
10/08/2014,2014,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
08/06/2014,2014,60,Unauthorized Debit,Moving Companies,,Seattle,WA,98125-3640
06/05/2015,2015,320,Unsatisfactory Repair/Service,Travel,Expedia,Bellevue,WA,98004    
03/19/2020,2020,999,Other/Miscellaneous,Electronic Shopping,,,WA,         
11/04/2016,2016,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
11/15/2016,2016,206,Right To Cancel,Travel,,St. Petersburg,FL,33710    
02/11/2020,2020,405,Credit Reporting Error,Commercial Banking,Citibank Presidential Communications,Sioux Falls,SD,57010-8   
12/04/2018,2018,316,Billing Issues,Books/Magazines & Directory Publishers,Seattle Times,Seattle,WA,98111    
07/15/2020,2020,996,COVID-19,Air Transportation,Hawaiian Airlines,Honolulu,HI,96820    
02/23/2017,2017,404,Collection Practices,Residential Landlord,,Sunnyside,WA,98944    
02/21/2018,2018,17,Imposter scam,Phishing,Unknown - Technical Support,,  ,         
10/02/2020,2020,404,Collection Practices,"Medical, Dental, Hospital Equipment Wholesalers ",Sound Oxygen Service,Auburn,WA,98001-4124
08/24/2015,2015,203,Internet & Mobile device based transaction,Electronic Shopping,Northwest Territorial Mint,Auburn,WA,98071    
12/13/2013,2013,26,Advertising,"Admin. & support services (office admin., faciliti",Labor Standards Compliance Office,,CA,         
10/16/2018,2018,999,Other/Miscellaneous,Broadband Providers,Porch.com,Seattle,WA,98134    
10/13/2014,2014,404,Collection Practices,Health Care,Swedish Hospital Medical Center,Seattle,WA,98122-4307
05/29/2020,2020,999,Other/Miscellaneous,Social Advocacy Organizations,,Washington,DC,20090    
02/24/2015,2015,301,Failure To Deliver/Perform,Contractors,,Concrete,WA,98237    
09/15/2015,2015,303,Questionable Quality Product/Service,"Electronic Equip., Appliance & Component Mfg'ring ",,Omak,WA,98841    
09/17/2014,2014,403,Collection Activity (Fraudulent or mistaken ID),Collections,Suttell & Hammer PS fka Suttell Hammer & White PS,Bellevue,WA,98009    
01/08/2019,2019,303,Questionable Quality Product/Service,Auto Sales,Burien Nissan,Burien,WA,98148    
11/18/2019,2019,999,Other/Miscellaneous,Retail Sales,Costco,Issaquah,WA,98027    
03/30/2021,2021,999,Other/Miscellaneous,Retail Sales,,Stamford,CT,06902    
10/09/2015,2015,316,Billing Issues,Telecommunications,Frontier Communications,Everett,WA,98201    
07/28/2014,2014,316,Billing Issues,Mortgage Lending,,San Francisco,CA,94111    
09/15/2017,2017,203,Internet & Mobile device based transaction,Retail Sales,,Los Angeles,CA,90049    
10/12/2018,2018,100,Misrepresentation of Terms,Consumer Lending & Transfer Agents,American First Finance,Dallas,TX,75356    
06/25/2019,2019,316,Billing Issues,Books/Magazines & Directory Publishers,,Kew Gardens,NY,11415    
02/14/2019,2019,404,Collection Practices,Collections,,St Louis Park,MN,55426    
03/18/2014,2014,301,Failure To Deliver/Perform,Credit Reporting & Related Activities,Equifax Office of Consumer Affairs,Atlanta,GA,30348    
03/06/2014,2014,318,Charge:Service Not Performed/Product not delivered,Travel,Hilton Grand Vacations,Orlando,FL,32835    
09/16/2016,2016,203,Internet & Mobile device based transaction,Travel,Expedia,Seattle,WA,98119    
03/23/2015,2015,998,Governement agency complaint,Government Agencies,Lakewood Police Department,Lakewood,WA,98499    
06/18/2020,2020,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
04/26/2020,2020,999,Other/Miscellaneous,Retail Sales,Lowe's Home Improvement,Wilkesboro,NC,28697    
04/08/2014,2014,320,Unsatisfactory Repair/Service,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
11/18/2014,2014,301,Failure To Deliver/Perform,Retail Sales,Spa Depot,Olympia,WA,98501    
05/02/2018,2018,222,Advance Fee Fraud,Unclassified Establishments, Unknown,,  ,         
01/09/2018,2018,301,Failure To Deliver/Perform,Broadband Providers,Rainier Connect - Tacoma,Tacoma,WA,98402    
04/19/2020,2020,203,Internet & Mobile device based transaction,Electronic Shopping,Very Crate,Fremont,CA,94539    
09/23/2019,2019,104,Non-Fulfillment,Credit Card Issuers,MetaBank,Sioux Falls,SD,57108    
10/22/2014,2014,26,Advertising,Restaurants and Bars,,Tampa,Fl,33607    
05/31/2017,2017,999,Other/Miscellaneous,Retail Sales,Lowe's Home Improvement,Wilkesboro,NC,28697    
11/17/2020,2020,9,High Pressure Sales,Website Design,Innovative Online Design LLC,Edmonds,WA,98026    
08/29/2016,2016,61,Phishing,Phishing,Unknown - IRS Phishing,,  ,         
12/06/2019,2019,303,Questionable Quality Product/Service,Educational Services,,,  ,         
11/23/2015,2015,203,Internet & Mobile device based transaction,Electronic Shopping,eBay,San Jose,CA,95125-9855
05/12/2017,2017,610,"Health, safety or sanitation",Residential Landlord,The Village Senior Living,Tacoma,WA,98466    
03/26/2015,2015,316,Billing Issues,Commercial Banking,KeyBank National Association,Cleveland,OH,44114    
