CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
50072549,KEW GARDENS CHICKEN,Queens,8045,KEW GARDENS RD,11415.0,7182682508,Chicken,U,10B,Cycle Inspection / Initial Inspection,QN60
41319697,GHENET BROOKLYN,Brooklyn,348,DOUGLASS STREET,11217.0,7182304475,Ethiopian,D,10F,Cycle Inspection / Initial Inspection,BK37
41252043,COBBLE HILL CINEMAS,Brooklyn,265,COURT STREET,11231.0,7185964995,American,P,06D,Cycle Inspection / Initial Inspection,BK38
40578388,GIRALDA BAKERY,Bronx,1035,EAST  163 STREET,10459.0,7189918120,Bakery Products/Desserts,D,10I,Cycle Inspection / Initial Inspection,BX27
41548238,TOP CHOICE JAMAICAN RESTAURANT,Bronx,686,NEREID AVENUE,10470.0,7185197474,Caribbean,F,08A,Cycle Inspection / Initial Inspection,BX62
40730585,DEUX AMIS,Manhattan,356,EAST   51 STREET,10022.0,2122301117,French,D,09B,Cycle Inspection / Re-inspection,MN19
50063632,CASA BOCADO,Manhattan,146,BOWERY,10013.0,6463551840,American,F,06E,Pre-permit (Operational) / Initial Inspection,MN24
50069897,KENNEDY FRIED CHICKEN,Manhattan,108,WEST  145 STREET,10039.0,2126901200,Chicken,D,10B,Cycle Inspection / Re-inspection,MN03
41231284,WESTVILLE,Manhattan,173,AVENUE A,10009.0,2126772033,American,D,02B,Cycle Inspection / Re-inspection,MN22
50067825,IL RICCIO RESTAURANT,Manhattan,152,EAST   79 STREET,10075.0,2126399111,Italian,P,04L,Pre-permit (Operational) / Initial Inspection,MN40
50075191,EL MONUMENTO RESTAURANT BAR & LOUNGE,Brooklyn,1185,BROADWAY,11221.0,7184503380,Latin American,F,10B,Pre-permit (Operational) / Initial Inspection,BK78
50036514,MURASAKI SUSHI,Queens,4644,VERNON BLVD,11101.0,7184827088,Japanese,D,10F,Cycle Inspection / Initial Inspection,QN31
41687795,BROADWAY CHINESE SEAFOOD,Queens,8317,BROADWAY,11373.0,7186990688,Chinese,F,15F1,Smoke-Free Air Act / Initial Inspection,QN29
41591999,KITCHEN,Brooklyn,254,COURT STREET,11231.0,3476894279,Eastern European,G,06C,Cycle Inspection / Initial Inspection,BK33
50003770,FULEEN SEAFOOD RESTAURANT,Manhattan,11,DIVISION STREET,10002.0,2129416888,Chinese,O,08A,Cycle Inspection / Reopening Inspection,MN27
50012006,GRAND SICHUAN,Manhattan,229,9 AVENUE,10001.0,2126205200,Chinese,F,10B,Cycle Inspection / Re-inspection,MN13
50077202,JERK CHICKEN AND GRILL,Brooklyn,907,NEW YORK AVENUE,11203.0,7189260766,Caribbean,F,10H,Cycle Inspection / Initial Inspection,BK95
41345931,PETE'S RESTAURANT & PIZZERIA,Queens,3926,BELL BOULEVARD,11361.0,7184289351,Pizza,F,08A,Cycle Inspection / Initial Inspection,QN46
41688137,BARCLAYS LOWER SUITES TANDUAY BAR SOUTH CLUB LOUNGE,Brooklyn,620,ATLANTIC AVENUE,11217.0,9176186310,American,D,06E,Cycle Inspection / Initial Inspection,BK37
50070020,TANDIR ROKHAT,Brooklyn,2678,CONEY ISLAND AVENUE,11235.0,7186464466,Middle Eastern,F,08A,Cycle Inspection / Initial Inspection,BK19
40530583,CORNER GOURMET II,Manhattan,66,WEST BROADWAY,10007.0,2124062200,American,D,06D,Cycle Inspection / Re-inspection,MN24
50002051,BEER CULTURE,Manhattan,328,WEST   45 STREET,10036.0,6465902139,American,F,10F,Cycle Inspection / Initial Inspection,MN15
50047742,DOUGHNUTTERY,Manhattan,1000S,8 AVENUE,10019.0,9179910564,Donuts,D,10B,Pre-permit (Operational) / Re-inspection,MN15
50002771,PADISHAH RESTAURANT,Brooklyn,1920,AVENUE U,11229.0,7187439656,Middle Eastern,P,02B,Cycle Inspection / Initial Inspection,BK44
50052373,LA CEMITA MEXICAN GRILL,Brooklyn,6417,20 AVENUE,11204.0,7183762364,Mexican,D,04L,Cycle Inspection / Initial Inspection,BK28
50002915,TEDS CORNER TAVERN,Manhattan,523,3 AVENUE,10016.0,2126892676,Greek,D,08C,Cycle Inspection / Initial Inspection,MN20
50038040,PZA,Queens,NKA,JFK INTL ARPT,11430.0,7186790452,Pizza,D,10F,Cycle Inspection / Initial Inspection,QN98
50051253,DEMO ONE,Queens,44-01,30 AVENUE,11103.0,7187211110,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN70
41629114,YI ZHANG FISHBALL,Manhattan,9,ELDRIDGE STREET,10002.0,2129616151,Chinese,U,06C,Cycle Inspection / Initial Inspection,MN27
50041388,HARPER'S BREAD HOUSE,Manhattan,271,GRAND STREET,10002.0,9174708059,Bakery Products/Desserts,D,10F,Cycle Inspection / Re-inspection,MN27
50040106,DWEEBS,Brooklyn,1434,DEKALB AVENUE,11237.0,8626861922,Coffee/Tea,U,10B,Cycle Inspection / Initial Inspection,BK77
40394555,LUIGI'S RESTAURANT,Queens,26521,UNION TURNPIKE,11040.0,7183477136,Italian,D,08A,Cycle Inspection / Initial Inspection,QN44
50072887,KIM PO,Queens,11006,FARMERS BLVD,11412.0,7182642828,Chinese,D,02G,Pre-permit (Operational) / Re-inspection,QN08
50067016,WANISA KITCHEN,Brooklyn,142,SMITH STREET,11201.0,7185223027,Thai,P,04L,Cycle Inspection / Initial Inspection,BK38
50014390,CINCO DE MAYO,Queens,4229,BELL BLVD,11361.0,7182240330,Tex-Mex,U,02B,Cycle Inspection / Re-inspection,QN46
50085255,YUNSHANG RICE NOODLE HOUSE,Manhattan,53,BAYARD STREET,10013.0,9293009999,Chinese,D,10F,Cycle Inspection / Re-inspection,MN27
41595300,CAFE SOUL JAMAICAN RESTAURANT,Brooklyn,875,RUTLAND ROAD,11203.0,7187739353,Caribbean,B,,Administrative Miscellaneous / Initial Inspection,BK60
41319405,CAFFE RUSTICO,Queens,7-26,149 STREET,11357.0,7183573737,Pizza,P,09A,Cycle Inspection / Initial Inspection,QN49
41421764,CHECKERS,Queens,8345,PARSONS BOULEVARD,11432.0,7182914738,Hamburgers,D,02G,Cycle Inspection / Re-inspection,QN35
50017199,SEKEND SUN,Queens,32-11,BROADWAY,11106.0,9178326414,American,U,04E,Cycle Inspection / Re-inspection,QN70
50058621,FILLMORE'S TAVERN,Queens,166-02,65 AVENUE,11365.0,7187622727,American,F,06D,Pre-permit (Operational) / Initial Inspection,QN38
41422458,PROVINI CAFE,Brooklyn,1302,8 AVENUE,11215.0,7183692154,Italian,U,04D,Cycle Inspection / Re-inspection,BK37
50057808,CLANCEY,Manhattan,79,CLINTON STREET,10002.0,9173883575,American,D,10F,Cycle Inspection / Initial Inspection,MN28
50005205,DOUBLE DUTCH ESPRESSO,Manhattan,2194,FREDRICK DOUGLAS BOULEVARD,10026.0,9179519215,Coffee/Tea,F,10B,Cycle Inspection / Re-inspection,MN11
50100996,REHANA GRILL CHICKEN,Queens,19529,JAMAICA AVE,11423.0,9294608100,Chicken,E,10F,Pre-permit (Non-operational) / Re-inspection,QN07
41708467,OLD WAH YOAN KITCHEN,Bronx,3486,EAST TREMONT AVENUE,10465.0,7188249816,Chinese,D,10F,Cycle Inspection / Initial Inspection,BX52
50000755,NEW PINANG,Queens,11110,QUEENS BLVD,11375.0,7182689135,Asian/Asian Fusion,P,04M,Cycle Inspection / Initial Inspection,QN17
40764527,PIZZA PALACE,Queens,29-29,DITMARS BOULEVARD,11105.0,7187281060,Pizza,D,10B,Cycle Inspection / Initial Inspection,QN72
40926353,LA VIGNA,Queens,10011,METROPOLITAN AVENUE,11375.0,7182684264,Italian,D,10B,Cycle Inspection / Re-inspection,QN17
40370917,BURGER KING,Brooklyn,9006,CHURCH AVENUE,11236.0,7184985574,Hamburgers,F,04A,Cycle Inspection / Re-inspection,BK96
50051532,GRAND SALON AND BAR,Manhattan,28,WEST   53 STREET,10019.0,2127908800,American,D,06C,Cycle Inspection / Initial Inspection,MN17
41659920,SAY IT WITH CAKE,Manhattan,510,WEST  123 STREET,10027.0,2128649500,Bakery Products/Desserts,D,08C,Cycle Inspection / Initial Inspection,MN09
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,U,10F,Cycle Inspection / Re-inspection,
50061061,KENNEDY'S CHICKEN & GRILL,Manhattan,2083,AMSTERDAM AVENUE,10032.0,9176248039,Chicken,U,10F,Cycle Inspection / Initial Inspection,MN36
40867120,GINA'S PIZZA,Queens,60-24,QUEENS BOULEVARD,11377.0,7185059390,Pizza,P,10F,Cycle Inspection / Initial Inspection,QN63
50042465,TAVARES RESTAURANT,Brooklyn,234,CLEVELAND STREET,11208.0,3472404609,Latin American,D,06C,Cycle Inspection / Initial Inspection,BK82
50067332,LAKAY VENUS RESTAURANT,Brooklyn,637,ROGERS AVENUE,11226.0,7182874949,Caribbean,P,04L,Cycle Inspection / Initial Inspection,BK60
50044433,OMAR'S MEDITERRANEAN CUISINE,Manhattan,154,EAST   55 STREET,10022.0,2122078302,Mediterranean,F,02B,Cycle Inspection / Initial Inspection,MN19
50017930,ACTS III BAGELS,Manhattan,236,WEST  135 STREET,10030.0,2122812287,Bagels/Pretzels,D,04L,Cycle Inspection / Initial Inspection,MN03
50003531,NEW SPRING GARDEN,Bronx,2066,WALLACE AVENUE,10462.0,7188288953,Chinese,D,10F,Cycle Inspection / Initial Inspection,BX49
41443837,NEIR'S TAVERN,Queens,8748,78 STREET,11421.0,7182960600,American,D,10F,Cycle Inspection / Initial Inspection,QN53
50065304,CHURCH AVENUE PIZZA,Brooklyn,1916B,CHURCH AVENUE,11226.0,7184626060,Pizza,G,02B,Cycle Inspection / Initial Inspection,BK42
50049779,ZIA MARIA,Manhattan,318,WEST   23 STREET,10011.0,2125249200,Pizza,F,04L,Cycle Inspection / Re-inspection,MN13
40568591,FACES & NAMES,Manhattan,161,WEST   54 STREET,10019.0,2125869311,American,D,06D,Cycle Inspection / Initial Inspection,MN17
50018140,SENZA GLUTEN,Manhattan,206,SULLIVAN STREET,10012.0,2124757775,Italian,D,10F,Cycle Inspection / Initial Inspection,MN23
41450604,BAGELS & CO,Queens,188-02,UNION TURNPIKE,11366.0,7182177755,Jewish/Kosher,F,04L,Cycle Inspection / Initial Inspection,QN06
41345907,MEE THAI CUISINE,Brooklyn,180,5 AVENUE,11217.0,7182308280,Thai,U,02G,Cycle Inspection / Initial Inspection,BK37
41587378,LOBSTER JOINT,Brooklyn,1073,MANHATTAN AVENUE,11222.0,7183898990,Seafood,D,04N,Cycle Inspection / Initial Inspection,BK76
41552160,NAGOYA GOURMET,Queens,25-73,FRANCIS LEWIS BOULEVARD,11358.0,7182810188,Japanese,D,10F,Cycle Inspection / Re-inspection,QN47
41149249,SQUIRE DINER,Manhattan,80,BEEKMAN STREET,10038.0,2122852600,American,D,06C,Cycle Inspection / Initial Inspection,MN25
41690816,ACTION BURGER,Brooklyn,292,GRAHAM AVENUE,11211.0,7185994376,American,D,08B,Cycle Inspection / Re-inspection,BK90
41362620,MAGNOLIA BAKERY,Manhattan,1240,AVENUE OF THE AMERICAS,10020.0,2127671123,Bakery Products/Desserts,U,04L,Cycle Inspection / Initial Inspection,MN17
41528104,PALERMO PASTRY SHOP,Brooklyn,5517,AVENUE N,11234.0,7189681672,Bakery Products/Desserts,D,06C,Cycle Inspection / Initial Inspection,BK58
50002694,ART HOUSE RESTAURANT,Brooklyn,2751,OCEAN AVENUE,11229.0,7187431323,French,P,04L,Cycle Inspection / Initial Inspection,BK17
50099497,CAFE 575,Manhattan,575,5 AVENUE,10017.0,2122041086,Coffee/Tea,D,03A,Pre-permit (Operational) / Re-inspection,MN17
50034310,MELT BAKERY,Manhattan,NKN,HIGH LINE PK W 15TH ST,,6465356358,Frozen Desserts,B,,Cycle Inspection / Initial Inspection,
50090261,SHOKUDO,Manhattan,658,9 AVENUE,10036.0,2129569415,Japanese,G,06C,Pre-permit (Operational) / Re-inspection,MN15
40716489,ORSAY,Manhattan,1057,LEXINGTON AVENUE,10021.0,2125176400,French,D,10F,Cycle Inspection / Re-inspection,MN40
41641934,GEORGETOWN CUPCAKE SOHO,Manhattan,111,MERCER STREET,10012.0,2124314504,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,MN24
50065691,LOVERBOY,Manhattan,127,AVENUE C,10009.0,6465287622,Pizza,D,06C,Pre-permit (Operational) / Re-inspection,MN28
50003103,THE AVENUE,Bronx,4352,KATONAH AVENUE,10470.0,3473469000,Irish,P,06D,Cycle Inspection / Initial Inspection,BX62
50046499,MARIACHI'S RESTAURANT,Manhattan,156,CHAMBERS STREET,10007.0,2125283175,Mexican,D,10F,Cycle Inspection / Re-inspection,MN24
50078307,THE KUSTORY,Manhattan,126,LEXINGTON AVENUE,10016.0,9172615814,Pakistani,F,06E,Cycle Inspection / Initial Inspection,MN20
41551165,SUNRISE MART,Manhattan,12,EAST   41 STREET,10017.0,6463809280,Asian/Asian Fusion,P,02B,Cycle Inspection / Initial Inspection,MN20
50058769,BROOKLYN PIZZA CREW,Brooklyn,758,NOSTRAND AVENUE,11216.0,7183631122,Pizza,D,04K,Cycle Inspection / Re-inspection,BK61
50013172,RIVERDALE PIE GUYS,Bronx,5784,MOSHOLU AVENUE,10471.0,7187086128,Pizza,P,02B,Cycle Inspection / Initial Inspection,BX22
50084208,GINGER HOUSE,Brooklyn,310,DITMAS AVENUE,11218.0,7186332077,Asian/Asian Fusion,P,06B,Pre-permit (Operational) / Initial Inspection,BK41
50057973,PAPAYE DINER,Bronx,2300,GRAND CONCOURSE,10458.0,7186760771,African,U,04A,Cycle Inspection / Re-inspection,BX40
41664640,POTBELLY SANDWICH WORKS,Manhattan,150,EAST   52 STREET,10022.0,6462894208,Sandwiches/Salads/Mixed Buffet,U,04L,Cycle Inspection / Initial Inspection,MN19
41683816,MAX BAKERY & RESTAURANT,Queens,3763,90 STREET,11372.0,3479866651,Chinese,G,04N,Cycle Inspection / Initial Inspection,QN28
50068217,Davry Kosher Sports Bar,Brooklyn,722,KINGS HIGHWAY,11223.0,7185134742,Jewish/Kosher,F,04N,Pre-permit (Operational) / Re-inspection,BK25
41094023,BETTY'S CATERING,Queens,94-33,CORONA AVENUE,11373.0,7186997302,American,D,10B,Cycle Inspection / Initial Inspection,QN29
50082605,DUMPLING AND THINGS,Brooklyn,375,5 AVENUE,11215.0,7188780968,Chinese,D,10F,Cycle Inspection / Initial Inspection,BK37
41538914,APPLEBEE'S,Bronx,610,EXTERIOR STREET,10451.0,3472265700,American,F,20D,Administrative Miscellaneous / Initial Inspection,BX63
50051258,TASTI-D-LITE,Manhattan,1310,1 AVENUE,10021.0,2127171221,Frozen Desserts,F,09C,Cycle Inspection / Initial Inspection,MN31
41522735,COURT STREET GROCERS,Brooklyn,485,COURT STREET,11231.0,7187227229,Sandwiches,D,06C,Cycle Inspection / Initial Inspection,BK33
50011694,SWEET CHICK,Manhattan,178,LUDLOW STREET,10002.0,6466570233,American,G,04F,Cycle Inspection / Initial Inspection,MN27
50016892,THE FOLLY,Manhattan,92,WEST HOUSTON STREET,10012.0,6467264740,American,U,06D,Cycle Inspection / Initial Inspection,MN23
41572368,SUPREME BAGELS,Brooklyn,9401,5 AVENUE,11209.0,7187451108,Sandwiches,F,10F,Cycle Inspection / Initial Inspection,BK31
40617679,CAPRI PIZZA RESTAURANT,Bronx,2401,WESTCHESTER AVENUE,10461.0,7187928433,Pizza,D,08A,Cycle Inspection / Initial Inspection,BX59
50080540,NEW MAY MAY KITCHEN,Manhattan,181,CLINTON STREET,10002.0,2124201328,Chinese,U,06C,Cycle Inspection / Initial Inspection,MN28
40966842,SUBWAY,Brooklyn,1503,SHEEPSHEAD BAY ROAD,11235.0,7188919188,Sandwiches,D,04L,Cycle Inspection / Initial Inspection,BK17
50044965,FRESH KILLS BAR,Brooklyn,161,GRAND STREET,11249.0,7185997888,American,D,06C,Cycle Inspection / Initial Inspection,BK73
41377321,DEILINE'S RESTAURANT,Bronx,1544,EAST  174 STREET,10472.0,7183284523,Latin American,P,02G,Cycle Inspection / Initial Inspection,BX08
50066323,NEW CHINA GARDEN,Bronx,724,NEREID AVENUE,10466.0,7183246666,Chinese,F,10F,Pre-permit (Operational) / Initial Inspection,BX62
40611479,JOE'S OF AVE U,Brooklyn,287,AVENUE U,11223.0,7184494285,Italian,F,10H,Cycle Inspection / Initial Inspection,BK29
50018085,EARTH CAFE,Manhattan,2580,BROADWAY,10025.0,6469645167,American,D,15L,Smoke-Free Air Act / Initial Inspection,MN12
50070149,TEXAS CHICKEN & BURGER,Brooklyn,1148,FLATBUSH AVENUE,11226.0,3474139553,Chicken,D,10F,Cycle Inspection / Initial Inspection,BK42
50016822,JIMBO'S HAMBURGER,Manhattan,2027,LEXINGTON AVENUE,10035.0,2128313999,Hamburgers,D,02G,Cycle Inspection / Re-inspection,MN34
41203533,GREAT TASTE BAKERY,Manhattan,3335,CATHERINE STREET,,6466424110,Bakery Products/Desserts,F,10F,Cycle Inspection / Re-inspection,
50089250,DUNKIN,Manhattan,1482,1 AVENUE,10075.0,2124521026,Donuts,D,10I,Pre-permit (Operational) / Initial Inspection,MN31
50072444,THE SPOT CAFE,Queens,6105,MADISON ST,11385.0,9176988789,Coffee/Tea,F,06A,Cycle Inspection / Initial Inspection,QN20
41253818,RUBY TUESDAY,Manhattan,7,TIMES SQUARE,10036.0,2123823898,American,D,10E,Cycle Inspection / Re-inspection,MN17
41694244,MR. BRUNO'S PIZZA,Queens,7563,31 AVENUE,11370.0,7186518111,Pizza,G,04H,Cycle Inspection / Re-inspection,QN28
50042302,MR. RICE CHINESE RESTAURANT,Staten Island,5,WALKER STREET,10302.0,7188160080,Chinese,U,08A,Cycle Inspection / Re-inspection,SI28
50072407,HILLTOP PERK CAFE,Manhattan,83,HAVEN AVENUE,10032.0,9298881201,American,D,10F,Cycle Inspection / Initial Inspection,MN36
50049724,K-TOWN BBQ,Manhattan,2,WEST   32 STREET,10001.0,2126957272,Korean,U,04H,Cycle Inspection / Re-inspection,MN17
50084766,OLD XIAN DELICACY,Manhattan,164,PEARL STREET,10005.0,9174324412,Chinese,U,02B,Cycle Inspection / Re-inspection,MN25
41303170,JC MAR RESTAURANT,Brooklyn,736,NOSTRAND AVENUE,11216.0,7187735238,Spanish,U,08A,Cycle Inspection / Re-inspection,BK61
41462542,SCOTTADITO,Brooklyn,788,UNION STREET,11215.0,7186364800,Italian,U,02B,Cycle Inspection / Re-inspection,BK37
50087858,PUSH FITNESS CLUB OF FRESH MEADOWS,Queens,18810,UNION TPKE,11366.0,7184647874,"Juice, Smoothies, Fruit Salads",O,,Pre-permit (Operational) / Reopening Inspection,QN06
50093687,J & K GOURMET,Queens,2302,COLLEGE POINT BLVD,11356.0,7183534111,Chinese,F,05D,Pre-permit (Operational) / Initial Inspection,QN23
41646302,EAST GARDEN,Queens,3110,36 AVENUE,11106.0,7187291188,Chinese,U,09B,Cycle Inspection / Re-inspection,QN68
41686442,SUBWAY,Queens,3942,21 STREET,11101.0,7183615700,Sandwiches,F,10F,Cycle Inspection / Initial Inspection,QN68
41382688,GUANTANAMERA,Manhattan,939,8 AVENUE,10019.0,2122625354,Latin American,P,04C,Cycle Inspection / Initial Inspection,MN15
50049976,J-PETAL,Brooklyn,4801,5 AVENUE,11220.0,9179091862,Frozen Desserts,D,10I,Cycle Inspection / Initial Inspection,BK34
41018146,TROPICAL II RESTAURANT,Queens,36-10,GREENPOINT AVENUE,11101.0,7183922734,Latin American,F,10I,Cycle Inspection / Initial Inspection,QN31
40878231,MOTI'S,Brooklyn,5007,16 AVENUE,11204.0,7184389833,Jewish/Kosher,D,10F,Cycle Inspection / Re-inspection,BK88
41452725,TASTE OF GEORGIA,Brooklyn,1637,EAST   18 STREET,11229.0,7183365556,Eastern European,F,04L,Cycle Inspection / Initial Inspection,BK44
50093783,EL VALLE LENOX,Manhattan,588,LENOX AVENUE,10037.0,__________,Spanish,F,04H,Pre-permit (Operational) / Initial Inspection,MN03
50011221,BERONBERON,Manhattan,164,1 AVENUE,10009.0,6462836339,Japanese,F,04L,Cycle Inspection / Initial Inspection,MN22
41231284,WESTVILLE,Manhattan,173,AVENUE A,10009.0,2126772033,American,F,04N,Cycle Inspection / Initial Inspection,MN22
50088746,CAFE M,Queens,709,SENECA AVENUE,11385.0,6469491811,Coffee/Tea,D,06D,Cycle Inspection / Re-inspection,QN20
50070586,RAMEN TAKUMI,Manhattan,1,UNIVERSITY PLACE,10003.0,2122292752,Japanese,F,05H,Pre-permit (Operational) / Initial Inspection,MN23
41390159,BOKA,Manhattan,9,SAINT MARKS PLACE,10003.0,2122282887,Korean,U,10F,Cycle Inspection / Re-inspection,MN22
50007421,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236.0,2019543134,Hamburgers,P,10F,Cycle Inspection / Initial Inspection,BK50
50073180,MATTO EXPRESS,Manhattan,114,EAST   40 STREET,10016.0,2122444281,Coffee/Tea,D,09C,Cycle Inspection / Initial Inspection,MN20
41627769,JOHNNY'S RESTAURANT BAR & LOUNGE,Queens,107-09,ROCKAWAY BOULEVARD,11417.0,7188353035,Caribbean,P,06C,Cycle Inspection / Initial Inspection,QN55
50059089,LA ROJA DE TODOS,Queens,10802B,NORTHERN BLVD,11368.0,7184243055,Chilean,F,06D,Pre-permit (Operational) / Initial Inspection,QN26
40876932,CARVEL,Queens,7565,31 AVENUE,11370.0,7184245507,Frozen Desserts,P,10F,Cycle Inspection / Initial Inspection,QN28
40797688,TRIPLE CROWN DINER,Queens,24827,JAMAICA AVENUE,11426.0,7183474600,American,P,10F,Cycle Inspection / Initial Inspection,QN43
41647292,NEW MING FAT CHINESE RESTAURANT,Brooklyn,1155,SUTTER AVENUE,11208.0,7182772103,Chinese,U,04L,Cycle Inspection / Initial Inspection,BK82
50085240,YSL BAKERY,Queens,13685,41ST AVE,11355.0,7188860675,Bakery Products/Desserts,F,06D,Pre-permit (Operational) / Initial Inspection,QN22
50000953,DTUT,Manhattan,1744,2 AVENUE,10128.0,2124106449,American,D,09C,Cycle Inspection / Initial Inspection,MN32
50095161,,Bronx,3398,BOSTON ROAD,10469.0,7182850556,,,,,BX03
50100791,EL AZTECA,Manhattan,4195,BROADWAY,10033.0,2127955400,Latin American,F,04M,Pre-permit (Operational) / Re-inspection,MN36
50058425,YIN TRADITIONAL HOT POT,Queens,135-25A,40 ROAD,11354.0,9177431282,Chinese,F,04L,Cycle Inspection / Initial Inspection,QN22
41100265,ROGNER CAFE & LOUNGE,Queens,6359,FOREST AVENUE,11385.0,5167492724,American,P,08A,Cycle Inspection / Initial Inspection,QN20
50067314,KABAB KING,Queens,7301,37TH RD,11372.0,7184575857,Indian,U,02B,Cycle Inspection / Initial Inspection,QN28
40786910,BOSTON MARKET,Queens,17150,NORTHERN BOULEVARD,11358.0,7184450425,Chicken,D,10F,Cycle Inspection / Initial Inspection,QN48
50001945,OOKI SUSHI,Manhattan,1575,3 AVENUE,10128.0,2128283388,Japanese,U,06D,Cycle Inspection / Re-inspection,MN32
50077269,TENG DRAGON,Manhattan,2260,1 AVENUE,10035.0,2124263906,Chinese,D,10F,Pre-permit (Operational) / Re-inspection,MN34
50001939,Panorama of My Silence-Heart,Queens,84-73,PARSONS BOULEVARD,11432.0,7182064960,Coffee/Tea,P,02H,Cycle Inspection / Initial Inspection,QN35
50080553,TROPILYZ B RESTAURANT,Bronx,2462,GRAND CONCOURSE,10458.0,7186187836,Spanish,U,10F,Cycle Inspection / Initial Inspection,BX05
50101494,SELINA CHELSEA NYC & LADY MARA,Manhattan,518,WEST   27 STREET,10001.0,2122160000,American,D,10F,Pre-permit (Operational) / Initial Inspection,MN13
50051127,MOMENTO'S PIZZA COFFEE SHOP,Queens,4053,99TH ST,11368.0,7187792026,Pizza,D,08A,Cycle Inspection / Re-inspection,QN26
41377107,CAFE CON LECHE,Queens,10203,ROOSEVELT AVENUE,11368.0,7184574967,Coffee/Tea,D,04N,Cycle Inspection / Initial Inspection,QN26
50042067,MALII,Manhattan,2028,2 AVENUE,10029.0,2122892729,Thai,F,04L,Cycle Inspection / Initial Inspection,MN33
50036869,PAK LAHORI CHILLI,Brooklyn,1026,CONEY ISLAND AVENUE,11230.0,7188591400,Indian,D,08C,Cycle Inspection / Initial Inspection,BK42
50058017,YONG KANG STREET,Brooklyn,5100,KINGS PLAZA,11234.0,7183380200,Chinese,F,02H,Cycle Inspection / Initial Inspection,BK45
41469010,MOMENTO RESTAURANT,Queens,2513,QUEENS PLAZA NORTH,11101.0,7187868297,Spanish,D,02G,Cycle Inspection / Re-inspection,QN68
41390135,POLLO INKA PERU,Queens,11220,QUEENS BOULEVARD,11375.0,7182752828,Peruvian,U,04A,Cycle Inspection / Initial Inspection,QN17
41300979,SRIPRAI HONEY'S THAI KITCHEN,Bronx,3036,WESTCHESTER AVENUE,10461.0,3476571750,Thai,D,08A,Cycle Inspection / Initial Inspection,BX10
41576339,ASYA INDIAN RESTAURANT,Brooklyn,46,HENRY STREET,11201.0,7188586700,Indian,D,08A,Cycle Inspection / Re-inspection,BK09
41686208,CHANG PAI,Queens,16612,HILLSIDE AVENUE,11432.0,7182918222,Chinese,F,16B,Trans Fat / Initial Inspection,QN61
41656924,TENZAN,Manhattan,988990,2 AVENUE,,2129805900,Japanese,B,,Administrative Miscellaneous / Re-inspection,
40389701,ROSA'S PIZZA,Queens,55-26,69 STREET,11378.0,7184465910,Pizza,G,06C,Cycle Inspection / Initial Inspection,QN30
50072427,MEET FRESH,Manhattan,37,COOPER SQUARE,10003.0,6463719011,Frozen Desserts,U,06A,Cycle Inspection / Initial Inspection,MN22
50064521,GONG CHA,Brooklyn,156,LAWRENCE STREET,11201.0,9179091207,"Juice, Smoothies, Fruit Salads",D,04L,Cycle Inspection / Initial Inspection,BK38
