Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2016,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,39159.06
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1375.0
2009,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,250.0
2018,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,1781.0
2016,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,7647.5
2006,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,4750.0
2003,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,1000.01
2002,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,500.0
2014,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,250.0
2019,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,1514.9
2005,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,12293.27
2008,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,32350.0
2016,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,16509.5
2014,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,12249.0
2006,U,5 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1633.33
2007,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,47286.0
2005,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,6261316.31
2010,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,658507.18
2002,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,1250.0
2015,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,698.0
2009,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,3129.85
2003,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1562.0
2000,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,177.1
2009,U,4 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,1525.0
2002,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,10754.55
2001,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1489.0
2018,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,470266.5
2001,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,4825.0
2016,U,5 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,10591.0
2007,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,2000.0
2004,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,18162.5
2013,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,17934.5
2018,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,81040.0
2006,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,250.0
2018,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,250.0
2007,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1935.0
2009,G,Grad,3-SUNY SO,under age 22,Financial_Independent,37.5
2015,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,24085.5
2002,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,500.0
2013,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,4688.0
2016,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,3641.5
2003,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,14183.5
2005,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,5177.07
2017,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,3326.0
2011,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Independent,2981.0
2006,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,750.0
2007,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,3925.0
2001,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1221433.75
2001,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,6825.5
2005,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,4336.0
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,3333.34
2012,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,144246.22
2018,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,6604.5
2003,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,118057.0
2013,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,25631.0
2015,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2616.0
2003,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,10062.5
2002,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2875.0
2010,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,4490.5
2017,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,267876.5
2009,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,10250.0
2002,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,250.0
2013,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,30488.49
2011,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,5704.0
2012,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,606422.59
2008,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,250.0
2006,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,6697.0
2018,U,5 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Independent,5065.0
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,33693.75
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,5065.0
2002,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,11737.5
2006,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,6412.5
2015,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,2598.5
2017,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,5239.5
2005,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,5000.0
2015,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,4616.67
2015,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,1952.5
2014,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,12000.0
2010,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,715.5
2015,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,22209.38
2009,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2012.5
2012,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,305839.5
2002,G,Grad,3-SUNY SO,age 22 - 25,Financial_Dependent,1425.0
2007,G,Grad,3-SUNY SO,age 22 - 25,Financial_Independent,168.75
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,22930.7
2007,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,4925.88
2008,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,433.75
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,8333.35
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,709.2
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,1084.0
2008,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,4750.0
2005,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,530.0
2003,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,250.0
2005,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,864.0
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,833.34
2003,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2019,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,2745.75
2003,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,625.0
2002,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,32159.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2095.0
2007,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,11386.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1000.0
2000,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,74277.82
2011,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,27408.0
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,10638.0
2007,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1157.0
2019,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,3800939.72
2013,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,276939.0
2011,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,42558.29
2018,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,14207.5
2011,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,4000.0
2015,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,250.0
2001,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,212.5
2019,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2543.28
2003,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,93100.0
2004,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,10437.5
2011,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,96812.4
2013,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,2116.0
2013,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,250.0
2001,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,850.0
2015,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,2500.0
2019,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,15961.57
2000,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,637.5
2019,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1011.66
2009,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,10000.0
2002,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,750.0
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,4120.67
2011,U,5 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,250.0
2013,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,132167.25
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,32443.75
2007,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,41113.5
2000,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,1977.5
2008,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1000.0
2010,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,732.5
2009,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,1974.0
2008,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,500.0
2008,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,4473.0
2005,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3808.0
2013,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,1000.0
2016,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,2451.0
2012,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,15351.5
2013,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,376.0
2010,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,18490.33
2002,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,333.0
2011,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,82609.5
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,3725.5
2007,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,5882.33
2005,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,1062.88
2010,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,22642.25
2013,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,666.68
2007,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,6466.5
2001,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,10019.5
2012,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,16298.25
2019,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2203.23
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2068.0
2007,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,313.91
2007,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,8300.0
2003,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,750.0
2013,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2062.5
2013,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,382.0
2012,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,250.0
2007,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,692.0
2003,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1000.0
2008,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,294896.2
2013,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,15679.5
2013,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,34166.68
2018,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1760.5
2012,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,3500.0
2017,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1208.0
2015,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,500.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1250.0
2003,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,25000.0
2002,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,68280.0
2004,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,31487.5
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,250.0
2013,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1000.0
2011,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,3088.0
2000,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,425.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,4248.83
2004,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4275.0
2016,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2930.0
2006,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,249189.25
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1500.0
2007,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,5250.0
2011,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,500.0
2004,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,10733.99
2016,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,250.0
2008,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,5027.68
2008,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,440.25
2005,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,66554.75
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,9242.15
2012,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,500.0
2016,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,250201.5
2003,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,40558.49
2011,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,52061.0
2019,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,527.66
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,31808.31
2003,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,5258.0
2012,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,5585.5
2007,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,500.0
2014,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1250.0
2018,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,3372.0
2017,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,5761.0
2014,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1268.5
2012,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2300.0
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,658.5
2019,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,3089.73
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2237.5
2011,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,8951.0
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,70826.32
2004,G,Grad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,50.0
2002,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,2875.0
2012,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,500.0
2019,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Independent,12178.19
2002,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1076.5
2001,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,3100.0
2009,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,240752.0
2013,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,345597.6
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1847.5
2018,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,497.5
2003,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,4446.0
2007,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2218978.1
2011,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,750.0
2001,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,120297.5
2012,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,12856.25
2009,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,5077.45
2007,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,6848.5
2001,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,109046.16
2012,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,500.0
2012,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,74496.41
2007,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,500.0
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,3525.0
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,2250.0
2018,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,54485.99
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,20525.0
2005,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,325591.13
2009,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,1520.0
2006,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,959.99
2010,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1204.0
2018,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2231.0
2015,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,225744.33
2007,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,500.0
2005,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,2945.0
2001,U,5 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,4657.0
2018,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2007,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,1000.0
2011,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,8525.51
2004,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,6000.0
2000,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,212.5
2003,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,250.0
2012,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Dependent,500.0
2016,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,9064.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,876.5
2004,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,250.0
2003,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,34600.0
2009,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,85896.0
2002,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,1625.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,54162.53
2006,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,7306.5
2013,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,10140.0
2019,U,2 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,1577.04
2004,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,850.0
2018,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,36589.0
2014,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2000.0
2010,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,3454.67
2003,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,14975.01
2008,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,7987.0
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,500.0
2014,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,1000.0
2014,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,11437.0
2004,G,Grad,3-SUNY SO,under age 22,Financial_Dependent,487.5
2003,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,25166.0
2002,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,6000.0
2009,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,87699.0
2016,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,3656.25
2010,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,16775.5
2002,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,2515.0
2013,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,18155.0
2005,U,5 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,1292.5
2017,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Independent,800.01
2002,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,500.0
2010,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1229.5
2004,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1319.0
