OpenedDate,OpenedYear,PracticeCode,PracticeName,BusinessCategory,BusinessName,BusinessCity,BusinessState,BusinessZip
03/12/2013,2013,13,Misrepresentation of product or service,Computer & office machine system repair & maintena,Techfixnow.Com,Saint Petersburg,FL,33701    
08/10/2020,2020,17,Imposter scam,Phishing,Unknown - Utility Scam,,  ,         
10/29/2018,2018,999,Other/Miscellaneous,Couriers & Express Delivery Services,UPS / United Parcel Service,Atlanta,GA,30328    
11/16/2017,2017,997,Employment Issue,"Admin. & support services (office admin., faciliti",,Vancouver,WA,98660    
05/20/2014,2014,320,Unsatisfactory Repair/Service,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
11/17/2014,2014,317,Charge Above Estimate,Health Care,Sunrise Dental - Issaquah,Issaquah,WA,98029    
05/21/2019,2019,999,Other/Miscellaneous,Telecommunications,T-Mobile,Albuquerque,NM,87176    
03/05/2020,2020,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
04/24/2015,2015,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
12/09/2016,2016,303,Questionable Quality Product/Service,Electronic Shopping,Frigidaire/Electrolux,Charlotte,NC,28262    
10/23/2015,2015,320,Unsatisfactory Repair/Service,Financing,Jpay Inmate Services,Miami,FL,33181    
06/04/2019,2019,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
01/13/2015,2015,316,Billing Issues,Broadband Providers,Comcast,Fife,WA,98424    
05/21/2020,2020,997,Employment Issue,Real Estate Agents & Agencies,,Seattle,WA,98115    
12/12/2019,2019,404,Collection Practices,Collections,IQ Data International,Everett,WA,98213    
12/26/2017,2017,316,Billing Issues,Broadband Providers,Comcast,Fife,WA,98424    
05/07/2019,2019,13,Misrepresentation of product or service,Retail Sales,QFC aka Quality Food Centers,Cincinnati,OH,45202-1100
07/31/2019,2019,316,Billing Issues,Health Care,CHI Franciscan Health Systems,Tacoma,WA,98402-3400
03/27/2018,2018,628,Rent raise,MHU Use Only - MH landlord,Woodland East Manufactured Home Community,Vancouver,WA,98660    
10/06/2020,2020,18,Service Representation,Financing,PayPal,Lavista,NE,68128    
08/03/2016,2016,303,Questionable Quality Product/Service,Contractors,Classic Grounds Care,Silverdale,WA,98383    
02/10/2021,2021,999,Other/Miscellaneous,Couriers & Express Delivery Services,Door Dash,San Francisco,CA,94107    
04/14/2015,2015,316,Billing Issues,Health Care,Franciscan Medical Group,Tacoma,WA,98401    
05/22/2013,2013,405,Credit Reporting Error,Collections,Automated Accounts,Spokane,WA,99201-2421
03/12/2013,2013,18,Service Representation,Auto Repair,TNT Foreign Car Parts,Seattle,WA,98115    
11/18/2016,2016,320,Unsatisfactory Repair/Service,Landscaping Services,,Tacoma,WA,98444    
05/13/2020,2020,19,Inadequate Disclosure,Financing,PayPal,Lavista,NE,68128    
01/17/2013,2013,7,Warranty,Automobile Manufacturing,Toyota Motor North America Inc,Plano,TX,95025    
09/18/2015,2015,998,Governement agency complaint,Government Agencies,Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange,Olympia,WA,98501    
02/21/2018,2018,13,Misrepresentation of product or service,Broadband Providers,Comcast,Fife,WA,98424    
09/03/2014,2014,316,Billing Issues,"Automotive Rental & Leasing (includes cars, trucks",Hertz Corporation,Park Ridge,NJ,07632    
07/14/2014,2014,19,Inadequate Disclosure,Public Opinion Polling & Market Research,,Raleigh,NC,27616    
12/08/2020,2020,301,Failure To Deliver/Perform,Commercial Banking,Fifth Third Bank,Cincinnati,OH,45283    
10/20/2014,2014,303,Questionable Quality Product/Service,Retail Sales,Pacific Office Automation,Beaverton,OR,97006    
07/29/2013,2013,316,Billing Issues,Exterminating & pest control Services,Terminix International,Memphis,TN,38120    
08/30/2016,2016,999,Other/Miscellaneous,Home and Condo owner associations,CWD Group,Seattle,WA,98199    
08/08/2016,2016,403,Collection Activity (Fraudulent or mistaken ID),Unclassified Establishments, Unknown,,  ,         
09/12/2016,2016,999,Other/Miscellaneous,Auto Sales,AutoNation Toyota Spokane,Spokane Valley,WA,99212    
08/05/2020,2020,222,Advance Fee Fraud,Unclassified Establishments, Unknown,,  ,         
03/15/2018,2018,405,Credit Reporting Error,Credit Card Issuers,Synchrony Bank fka GE Capital Retail Bank/GECRB/Care Credit,Orlando,FL,32896-5031
08/05/2013,2013,999,Other/Miscellaneous,Dating Clubs and Social Networking,Facebook,Palo Alto,CA,         
03/19/2021,2021,999,Other/Miscellaneous,Auto Sales,Good Chevrolet & Oldsmobile,Renton,WA,98057    
05/16/2016,2016,999,Other/Miscellaneous,Insurance,ProviderOne - Washington State Health Care Authority,Olympia ,WA,98504    
11/09/2016,2016,203,Internet & Mobile device based transaction,Electronic Shopping,,San Francisco,CA,94111-1016
07/14/2014,2014,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
01/10/2017,2017,513,Bushing,Auto Sales,Pierre Auto Centers dba Pierre's Pre-Owned Center & Lake City Auto Credit,Seattle,WA,98125    
12/12/2019,2019,640,Fees,Broadband Providers,Ziply Fiber fka Frontier Communications,Everett,WA,98201    
12/23/2020,2020,999,Other/Miscellaneous,Security Systems (including locksmiths),ADT Security/Protection One Alarm Services,Boca Raton,FL,33431    
03/16/2020,2020,62,Price Gouging,Retail Sales,Staples,Framingham,MA,01702    
02/25/2020,2020,998,Governement agency complaint,Government Agencies,Washington Dept of Social and Health Services Division of Child Support,Tacoma,WA,98411    
01/04/2016,2016,998,Governement agency complaint,"Justice, Public Order & Safety",Thurston County,Olympia,WA,98502    
04/06/2021,2021,17,Imposter scam,Phishing,Unknown - Utility Scam,,  ,         
01/31/2018,2018,448,Student Loan Issue,"Admin. & support services (office admin., faciliti",,Yreka,CA,96097    
10/24/2016,2016,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
01/27/2021,2021,999,Other/Miscellaneous,Auto Sales,Epic Ford,Everett,WA,98203    
10/23/2019,2019,999,Other/Miscellaneous,Contractors,Danika Plumbing & Contracting,Everett,WA,98204    
03/31/2020,2020,999,Other/Miscellaneous,Retail Sales,,Kent,WA,98030    
06/22/2018,2018,410,Discrimination,MHU Use Only - MH landlord,Crystal Pointe MHC,Irvine,CA,92614-6406
07/06/2020,2020,203,Internet & Mobile device based transaction,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
03/04/2021,2021,203,Internet & Mobile device based transaction,Couriers & Express Delivery Services,UPS/United Parcel Service,Atlanta,GA,30328    
06/19/2019,2019,201,Unsolicited Mail,"Admin. & support services (office admin., faciliti",Filing Labor Compliance Services/FLCS,North Miami,FL,33261-9989
05/01/2013,2013,320,Unsatisfactory Repair/Service,Unclassified Establishments,,Gig Harbor,WA,98335-1458
12/28/2020,2020,999,Other/Miscellaneous,Broadband Providers,Dish Network,Littleton,CO,80120    
02/23/2018,2018,18,Service Representation,Motor Vehicle Towing,,Olympia,WA,98501    
01/18/2017,2017,206,Right To Cancel,Telecommunications,CenturyLink,Spokane,WA,99208    
09/06/2017,2017,999,Other/Miscellaneous,Insurance,,Spokane,WA,99202    
06/02/2016,2016,315,Failure To Return Goods/Part,Auto Sales,Valley RV Supercenter,Auburn,WA,98002    
03/30/2021,2021,203,Internet & Mobile device based transaction,Electronic Shopping,,Austin,TX,         
03/27/2017,2017,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
09/30/2020,2020,999,Other/Miscellaneous,Government Agencies,Port of Edmonds - Marina,Edmonds,WA,98020    
08/24/2016,2016,315,Failure To Return Goods/Part,Social Advocacy Organizations,,Deer Park,WA,99006    
07/10/2018,2018,999,Other/Miscellaneous,Contractors,,Stanwood,WA,98292    
12/06/2018,2018,999,Other/Miscellaneous,Government Agencies,Washington State Department of Health,Tumwater,WA,98501    
10/05/2020,2020,999,Other/Miscellaneous,Phishing,Unknown - Utility Scam,,  ,         
12/18/2017,2017,999,Other/Miscellaneous,Phishing,Unknown - Technical Support,,  ,         
09/28/2020,2020,999,Other/Miscellaneous,Contractors,,Plano,TX,75023    
03/05/2014,2014,203,Internet & Mobile device based transaction,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
02/05/2020,2020,100,Misrepresentation of Terms,Retail Sales,Costco,Issaquah,WA,98027    
03/18/2020,2020,62,Price Gouging,Natural Gas Distribution,Shell,Houston,TX,77253    
03/09/2020,2020,203,Internet & Mobile device based transaction,Electronic Shopping,,Seattle,WA,98178-2331
09/21/2020,2020,648,Rent receipts,MHU Use Only - MH Tenant,Auburn Manor Mobile Home Park,Costa Mesa,CA,92626    
09/12/2019,2019,22,Failure To Adjust/Refund,Advertising & Related Services (includes coupon bo,,San Antonio,TX,78216    
06/05/2018,2018,521,Business Failure or Bankruptcy,Restaurants and Bars,,San Diego,CA,92130    
10/16/2020,2020,999,Other/Miscellaneous,Electronic Shopping,,,  ,         
09/15/2014,2014,518,Unregistered or Unlicensed Business,Health Care,,Kent,WA,98030    
07/19/2016,2016,203,Internet & Mobile device based transaction,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
01/09/2019,2019,206,Right To Cancel,Financing,,Portland,OR,97204    
04/14/2021,2021,203,Internet & Mobile device based transaction,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
02/01/2017,2017,998,Governement agency complaint,Educational Services,McCarver School c/o Tacoma Public Schools,Tacoma,WA,98401-1357
04/25/2017,2017,999,Other/Miscellaneous,Auto Sales,Toyota Motor Sales,Torrance,CA,90501    
01/07/2019,2019,303,Questionable Quality Product/Service,Auto Sales,Sunset Chevrolet / Sunset RV,Sumner,WA,98390    
02/08/2016,2016,206,Right To Cancel,Security Systems (including locksmiths),AutoSafe,Silverdale,WA,98383    
01/14/2016,2016,316,Billing Issues,Health and Diet Clubs,,Aurora,CO,80011    
12/23/2020,2020,206,Right To Cancel,Telecommunications,CenturyLink,Spokane,WA,99208    
01/05/2015,2015,642,Landlord/Tenant - Residential,Rental & leasing services,Tacoma Housing Authority,Tacoma,WA,98405    
12/03/2013,2013,303,Questionable Quality Product/Service,Contractors,,Ellensburg,WA,98926    
11/08/2017,2017,201,Unsolicited Mail,Foreign Lottery / Sweepstakes,,Hauppauge,NY,11788    
03/09/2020,2020,303,Questionable Quality Product/Service,Telecommunications,Assurance Wireless,Irving,TX,75016-9014
10/06/2014,2014,60,Unauthorized Debit,Electronic Shopping,,,FL,         
04/29/2014,2014,19,Inadequate Disclosure,Retail Sales,Best Buy,Minneapolis,MN,55440    
08/01/2018,2018,316,Billing Issues,Health Care,Pacific Medical Centers,Seattle,WA,98144    
05/24/2018,2018,999,Other/Miscellaneous,"Business, professional, labor, political & other organizations including PACs",Faith & Freedom Coalition,Duluth,GA,30095    
09/03/2020,2020,999,Other/Miscellaneous,Residential Landlord,Mill Pointe Apartments,Everett,WA,98208    
03/02/2020,2020,999,Other/Miscellaneous,"Admin. & support services (office admin., faciliti",Vital Records Direct SL dba VitalrecordsCertificates.com,"Barcelona, Spain",  ,08005    
01/23/2017,2017,448,Student Loan Issue,Consumer Lending & Transfer Agents,Navient,Wilkes-Barre,PA,18706    
01/14/2019,2019,448,Student Loan Issue,Educational Services,,Renton,WA,98056    
02/20/2019,2019,323,Invoice - misleading or fraudulent,Credit Card Issuers,Capital One Services,Richmond,VA,23285-5870
02/19/2019,2019,404,Collection Practices,Collections,Merchants Credit Association,Redmond,WA,98052    
01/07/2014,2014,58,Telemarketing,Telemarketing, Unknown,,  ,         
01/02/2018,2018,301,Failure To Deliver/Perform,Commercial Banking,US Bank Corporate Compliance,Minneapolis,MN,55402    
01/24/2019,2019,403,Collection Activity (Fraudulent or mistaken ID),Collections,Merchants Credit Association,Redmond,WA,98052    
10/08/2013,2013,999,Other/Miscellaneous,"Duct Cleaning, Heating and Air-Conditioning", Unknown,,  ,         
04/23/2020,2020,318,Charge:Service Not Performed/Product not delivered,Advertising & Related Services (includes coupon bo,DataSphere Technologies,Bellevue,WA,98008    
03/17/2016,2016,403,Collection Activity (Fraudulent or mistaken ID),Commercial Banking,,,  ,         
10/11/2013,2013,999,Other/Miscellaneous,Government Agencies,,Bridgeport,WA,98813    
06/26/2018,2018,999,Other/Miscellaneous,MHU Use Only - MH landlord,Woodland East Manufactured Home Community,Vancouver,WA,98684    
12/09/2014,2014,19,Inadequate Disclosure,Health Care,Everett Clinic,Everett,WA,98201    
06/20/2019,2019,9,High Pressure Sales,Contractors,Southwest Plumbing,Seattle,WA,98106    
06/12/2020,2020,206,Right To Cancel,Auto Repair,West Coast Auto Works - Everett,Everett,WA,98204    
04/03/2018,2018,100,Misrepresentation of Terms,Telecommunications,CenturyLink,Spokane,WA,99208    
10/22/2020,2020,999,Other/Miscellaneous,Auto Sales,,Veradale,WA,99037    
09/18/2019,2019,301,Failure To Deliver/Perform,Telecommunications,Assurance Wireless,Irving,TX,75016-9014
10/26/2018,2018,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
06/02/2015,2015,301,Failure To Deliver/Perform,Electronic Shopping,Northwest Territorial Mint,Auburn,WA,98071    
03/28/2014,2014,18,Service Representation,Auto Repair,Transmission Warehouse,Seattle,WA,98107    
12/11/2017,2017,999,Other/Miscellaneous,Software Publishers,Bungie,Bellevue,WA,98004    
05/29/2014,2014,317,Charge Above Estimate,Online Auctions,,Van Nuys,CA,91400    
06/15/2018,2018,999,Other/Miscellaneous,Phishing,Unknown - Technical Support,,  ,         
05/24/2018,2018,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
10/09/2019,2019,999,Other/Miscellaneous,Contractors,,Renton,WA,98057    
03/25/2019,2019,22,Failure To Adjust/Refund,Security Systems (including locksmiths),Brinks Home Security fka Monitronics/Moni Smart Security,Dallas,TX,75381-4530
10/05/2020,2020,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
12/04/2017,2017,448,Student Loan Issue,Consumer Lending & Transfer Agents,Navient,Wilkes-Barre,PA,18706    
04/09/2020,2020,214,Crowdfunding,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
10/08/2015,2015,22,Failure To Adjust/Refund,Auto Sales,Pierre Money Mart,Seattle,WA,98125    
12/16/2020,2020,17,Imposter scam,Phishing,Unknown - Utility Scam,,  ,         
04/08/2020,2020,301,Failure To Deliver/Perform,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
04/23/2014,2014,301,Failure To Deliver/Perform,Software Publishers,Valve Software dba Steam Powered/Steamgames/Steam Software,Bellevue,WA,98004    
06/15/2020,2020,422,Credit/Financing,Auto Sales,Northwest Motorsport,Puyallup,WA,98371    
04/28/2021,2021,203,Internet & Mobile device based transaction,Electronic Shopping,Check Out My LLC / Comc.com / Check Out My Collectibles / Check Out My Cards,Redmond,WA,98052    
11/02/2017,2017,628,Rent raise,MHU Use Only - MH landlord,Edgelake Mobile Home Park,Gig Harbor,WA,98335    
12/02/2020,2020,203,Internet & Mobile device based transaction,Electronic Shopping,Lilicloth.com,,WA,         
12/15/2015,2015,303,Questionable Quality Product/Service,Telecommunications,Sprint Executive Services,Irving,TX,75016    
01/15/2013,2013,58,Telemarketing,Telemarketing, Unknown,,  ,         
06/08/2016,2016,303,Questionable Quality Product/Service,Contractors,Porch.com LLC,Seattle,WA,98134    
12/30/2014,2014,316,Billing Issues,Utilities,Waste Management of Washington,Kirkland,WA,98033-8136
01/17/2017,2017,513,Bushing,Auto Sales,AutoNation Chevrolet - Spokane Valley,Spokane Valley,WA,99212    
05/22/2018,2018,999,Other/Miscellaneous,Auto Repair,Precision Transmission Repair,Everett,WA,98201    
02/21/2013,2013,7,Warranty,Auto Sales,Del Sol Auto Sales,Everett,WA,98204    
02/01/2021,2021,301,Failure To Deliver/Perform,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
02/03/2015,2015,999,Other/Miscellaneous,Home and Condo owner associations,,Tracyton,WA,98393    
02/11/2015,2015,316,Billing Issues,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
09/03/2014,2014,997,Employment Issue,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
03/14/2017,2017,303,Questionable Quality Product/Service,Broadband Providers,CenturyLink,Spokane,WA,99208    
12/15/2016,2016,998,Governement agency complaint,Government Agencies,Washington State Department of Social and Health Services,Olympia,WA,98504-4513
11/06/2017,2017,19,Inadequate Disclosure,Retail Sales,Mor Furniture,San Diego,CA,92121-2603
03/26/2019,2019,999,Other/Miscellaneous,Books/Magazines & Directory Publishers,Subco,Fresno,CA,93711-5503
08/26/2019,2019,15,Privacy Abuse,Unclassified Establishments, Unknown,,  ,         
06/19/2013,2013,206,Right To Cancel,Broadband Providers,DIRECTV,Dallas,TX,75202    
09/25/2017,2017,999,Other/Miscellaneous,Couriers & Express Delivery Services,,Atlanta,GA,30328    
02/06/2014,2014,320,Unsatisfactory Repair/Service,Commercial Banking,Inquiry,,  ,         
02/05/2021,2021,301,Failure To Deliver/Perform,Electronic Shopping,eBay,San Jose,CA,95125-9855
08/07/2020,2020,999,Other/Miscellaneous,Contractors,,Sumner,WA,98390    
04/01/2014,2014,319,Unauthorized Repair/Service,Electronic Shopping,,Elmwood Park,NJ,07407    
12/07/2016,2016,315,Failure To Return Goods/Part,"Laundries, Family & Commercial",,Auburn,WA,98092    
06/19/2020,2020,301,Failure To Deliver/Perform,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
02/08/2017,2017,642,Landlord/Tenant - Residential,Residential Landlord, Unknown,,  ,         
12/31/2018,2018,999,Other/Miscellaneous,Telecommunications,Sprint Executive Services,Irving,TX,75016    
08/19/2020,2020,999,Other/Miscellaneous,Retail Sales,,Denver,CO,         
10/02/2017,2017,300,Excessive Price or Charge,"Promoters of performing arts, sports & similar eve",TicketMaster,Charleston,WV,25311    
03/31/2014,2014,627,Privacy Issues,Religious Organizations,Archdiocese of Seattle,Seattle,WA,98104    
08/30/2018,2018,203,Internet & Mobile device based transaction,Financing,Early Warning Services LLC dba Zelle,Scottsdale,AZ,85260    
07/19/2013,2013,22,Failure To Adjust/Refund,Retail Sales,Home Depot,Atlanta,GA,30339    
03/21/2014,2014,316,Billing Issues,Electronic Shopping,Washingtondriverslicense.org,,  ,         
09/16/2020,2020,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
12/05/2016,2016,303,Questionable Quality Product/Service,Health Care,Kadlec General Hospital,Richland,WA,99352    
10/07/2019,2019,15,Privacy Abuse,Health Care,,Wenatchee,WA,98801    
08/16/2019,2019,999,Other/Miscellaneous,Security Systems (including locksmiths),Brinks Home Security fka Monitronics/Moni Smart Security,Dallas,TX,75381-4530
01/19/2016,2016,998,Governement agency complaint,"Justice, Public Order & Safety",Thurston County,Olympia,WA,98502    
12/07/2018,2018,60,Unauthorized Debit,Broadband Providers,Hostwinds,Seattle,WA,98168    
05/28/2021,2021,999,Other/Miscellaneous,Financing,,,  ,98056    
06/22/2020,2020,318,Charge:Service Not Performed/Product not delivered,Retail Sales,Home Depot,Atlanta,GA,30339    
11/01/2019,2019,999,Other/Miscellaneous,Unclassified Establishments,Securitas,Seatac,WA,98188    
02/18/2021,2021,20,Negative Option,Books/Magazines & Directory Publishers,,Chicago,IL,60654    
03/02/2020,2020,999,Other/Miscellaneous,Credit Reporting & Related Activities,TransUnion Credit Reporting,Chester,PA,19022    
04/27/2018,2018,301,Failure To Deliver/Perform,Health Care,Soothe Inc,West Hollywood,CA,90046    
05/20/2021,2021,211,Seller Account Issue,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
04/16/2015,2015,320,Unsatisfactory Repair/Service,Auto Repair,Autotek Tire and Service,Kent,WA,98032    
06/13/2018,2018,26,Advertising,Auto Sales,,Spokane Valley,WA,99216    
08/16/2013,2013,316,Billing Issues,Credit Card Issuers,,San Antonio,TX,78265-9707
02/02/2018,2018,700,Timeshare / Travel Club solicitation Issue,Travel,Grupo Vidanta dba Collection Vacation Club,,  ,63735    
01/07/2015,2015,316,Billing Issues,Telecommunications,AT&T Mobility,Dallas,TX,75202    
10/17/2017,2017,999,Other/Miscellaneous,Credit Reporting & Related Activities,Equifax Office of Consumer Affairs,Atlanta,GA,30348    
01/08/2015,2015,61,Phishing,Phishing,Unknown - IRS Phishing,,  ,         
08/30/2013,2013,316,Billing Issues,Broadband Providers,DIRECTV,Dallas,TX,75202    
08/07/2013,2013,212,Spyware / Malware,Computer & office machine system repair & maintena,,Los Angeles,CA,98002    
08/24/2018,2018,201,Unsolicited Mail,"Admin. & support services (office admin., faciliti",Filing Labor Compliance Services/FLCS,North Miami,FL,33261-9989
06/29/2016,2016,58,Telemarketing,Consumer Lending & Transfer Agents,,,WA,         
09/06/2018,2018,13,Misrepresentation of product or service,Broadband Providers,Comcast,Fife,WA,98424    
03/11/2020,2020,999,Other/Miscellaneous,Phishing,Unknown - Utility Scam,,  ,         
11/05/2020,2020,444,Foreclosure Issue,Mortgage Lending,Bank of America NA,Newark,DE,19713    
08/12/2015,2015,100,Misrepresentation of Terms,Travel,,Carlsbad,CA,92008    
02/15/2013,2013,627,Privacy Issues,Unclassified Establishments,,St. Louis,MO,63132    
