Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Finance Directorate,Eliesha Training Ltd,11158,52.09,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/11/2010,Training,Finance Directorate,Personal expenses name witheld,48850,81.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/11/2010,Training,Finance Directorate,iTrain Consulting Ltd,781929,1600.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/11/2010,Training,Finance Directorate,Computeraid Ltd,18413,270.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/11/2010,Training,Finance Directorate,Personal expenses name witheld,48969,152.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2010,Training,Finance Directorate,National School of Government,F443445,160.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,29/11/2010,Training,Finance Directorate,National School of Government,F443582,160.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Finance Directorate,National School of Government,F443134,350.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Finance Directorate,National School of Government,F443190,350.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Business Support Directorate,Testing Solutions GroupLtd,1346,850.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Business Support Directorate,Business Language Services Ltd,10249,99.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Business Support Directorate,Eliesha Training Ltd,11158,104.19,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2010,Training,Business Support Directorate,Ecom Learning Solutions Ltd,5943,250.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/11/2010,Training,Business Support Directorate,Strategic Technology Initiatives Ltd,2031141,693.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/11/2010,Training,Business Support Directorate,IIR Limited,45151667,349.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/11/2010,Training,Business Support Directorate,British Red Cross,N667145,358.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Business Support Directorate,Business Language Services Ltd,10249,49.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,International Policy Directorate,Business Language Services Ltd,10249,79.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/11/2010,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-480,246.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/11/2010,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-481,457.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,International Policy Directorate,L Purrini,IPO/FRE/SH/LPU/2010-03,525.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/11/2010,Training,International Policy Directorate,G Kaiser,IPO/FRE/LBARSON/GK/2010-01,525.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/11/2010,Training,International Policy Directorate,National School of Government,F442581,875.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Patents Directorate,Eliesha Training Ltd,11158,52.09,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Training,Patents Directorate,Open University,350494,-400.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Patents Directorate,Business Language Services Ltd,10249,49.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Patents Directorate,Eliesha Training Ltd,11158,52.09,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Patents Directorate,Eliesha Training Ltd,11158,52.09,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Patents Directorate,Business Language Services Ltd,10249,148.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Patents Directorate,Palladium Training & Consultancy,40495,185.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Patents Directorate,Business Language Services Ltd,10249,49.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Patents Directorate,Business Language Services Ltd,10249,49.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Patents Directorate,Business Language Services Ltd,10249,198.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2010,Training,Patents Directorate,National School of Government,F442769,425.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/11/2010,Training,Patents Directorate,Coleg Glan Hafren,E12418,750.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/11/2010,Training,Chief Executive's Office,GovNet Communications,14253,445.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/11/2010,Training,Chief Executive's Office,National School of Government,F442607,1695.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Training,Chief Executive's Office,National School of Government,F443232,2600.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Training,Trade Marks Directorate,Open University,355817,445.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Trade Marks Directorate,Business Language Services Ltd,10249,49.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/11/2010,Training,Trade Marks Directorate,Eliesha Training Ltd,11158,156.27,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/11/2010,Training,Trade Marks Directorate,Business Language Services Ltd,10249,99.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/11/2010,Training,Business Support Directorate,Alliance London,ss024,240.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/11/2010,Training,Business Support Directorate,City & Guilds Institute,801673553,21.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/11/2010,Training,Business Support Directorate,McNeil  Robertson Associates,123,2933.52,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48943,62.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/11/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48849,117.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48942,150.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/11/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48968,150.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/11/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48883,165.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48652,203.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2010,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN034805597,4234.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/11/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48926,458.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/11/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48870,467.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/11/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48867,1059.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/11/2010,Recruitment Advertising,Business Support Directorate,ITSA Ltd,40485,500.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2010,Recruitment Advertising,Business Support Directorate,Department For Business Innovation & Skills,10030298,1166.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/11/2010,Travel and subsistence UK,Innovation Directorate,Travelodge,NI22,52.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,767690,-177.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,767689,-63.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48937,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48953,14.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48874,28.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,784273,36.87,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48958,55.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,772141,68.19,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,772073,73.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,784275,99.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/11/2010,Travel and subsistence UK,Business Support Directorate,G Austin,48827,104.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48927,120.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,783299,142.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,777846,143.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,778139,143.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48841,148.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48845,148.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,782435,161.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,762983,187.04,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,792660,194.87,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,763028,277.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,763477,277.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,778594,377.29,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/11/2010,Travel and subsistence UK,Business Support Directorate,Wilson Chauffeur Services Ltd,1540,442.37,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/11/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48995,570.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2010,Travel and subsistence UK,Business Support Directorate,Miller D,48885,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,785215,-77.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,778010,62.27,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/11/2010,Travel and subsistence UK,Chief Executive's Office,G Austin,48827,325.71,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,780768,252.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48896,14.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,785717,-53.67,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,788923,-50.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,788924,-19.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,788987,-19.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,788985,-11.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,4567492,4.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48951,11.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,774630,25.47,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48888,30.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,775535,32.61,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,787403,32.86,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,787404,33.35,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,775520,38.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,775888,42.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,783286,61.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,792200,61.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,760211,61.71,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,769605,68.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,774589,71.11,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,791360,72.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,769604,72.87,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,759472,77.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,759474,77.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,769607,77.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48898,80.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,759468,93.97,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48913,101.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,759469,106.81,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,759470,119.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,760692,119.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,770119,121.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48829,129.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,787408,130.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48904,142.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48910,155.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,766093,185.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48930,325.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48966,416.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,785612,-143.51,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,788925,-19.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48973,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48945,12.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,762348,13.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48970,15.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,786073,29.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,771647,44.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,776603,60.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,762461,63.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,759747,64.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,760683,71.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,760684,71.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,784581,72.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,790476,72.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,786220,81.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,774741,99.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,761545,117.69,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,779016,117.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,780094,119.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,792202,126.02,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,770121,126.09,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,780044,129.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,761881,131.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,789471,147.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,789183,154.21,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,762115,161.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/11/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,761487,161.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48915,166.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/11/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48923,172.7,Not known
