CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
41172507,CARVE UNIQUE SANDWICHES,Manhattan,760,8 AVENUE,10036.0,2127304949,Sandwiches,D,06C,Cycle Inspection / Initial Inspection,MN17
41702826,NINOS 46,Manhattan,39,WEST   46 STREET,10036.0,2127194015,Italian,F,08A,Cycle Inspection / Initial Inspection,MN17
40643682,"WCOU RADIO , TILE BAR",Manhattan,115,1 AVENUE,10003.0,2122544317,American,D,04L,Cycle Inspection / Initial Inspection,MN22
41471226,MISSION DOLORES,Brooklyn,249,4 AVENUE,11215.0,3474575606,American,D,10B,Cycle Inspection / Initial Inspection,BK37
41262161,DUNKIN,Brooklyn,2419,CONEY ISLAND AVENUE,11223.0,7183763590,Donuts,D,10I,Cycle Inspection / Initial Inspection,BK25
41215734,GYU-KAKU,Manhattan,805,3 AVENUE,10022.0,2127028816,Japanese,U,02G,Cycle Inspection / Initial Inspection,MN19
50051458,SUPER KENNEDY'S CHICKEN & SANDWICH,Bronx,2370,UNIVERSITY AVENUE,10468.0,7183651000,Chicken,G,02G,Cycle Inspection / Initial Inspection,BX30
50073653,SOLDIER'S JERK CENTER,Brooklyn,98,MALCOLM X BOULEVARD,11221.0,3476275394,Caribbean,U,08A,Cycle Inspection / Re-inspection,BK35
40402362,BLAKE & TODD,Manhattan,7,WEST   47 STREET,10036.0,2128691929,Sandwiches,P,08A,Cycle Inspection / Initial Inspection,MN17
50083527,OOH LALA RESTAURANT & BAKERY,Brooklyn,363,UTICA AVENUE,11213.0,7184848811,African,D,02H,Cycle Inspection / Initial Inspection,BK61
41362565,BASCOM CATERING & EVENTS,Bronx,940,GARRISON AVENUE,10474.0,7185424824,American,D,08C,Cycle Inspection / Re-inspection,BX27
41519383,BALIMAYA RESTAURANT,Bronx,2535,3 AVENUE,10451.0,7184011122,African,F,06D,Cycle Inspection / Initial Inspection,BX39
41645645,THE BIG APPLE (RITZ CARLTON HOTEL EMPLOYEE CAFETERIA),Manhattan,50,CENTRAL PARK SOUTH,10019.0,2123089100,American,F,20D,Administrative Miscellaneous / Initial Inspection,MN17
41083637,ITALIA PIZZA,Brooklyn,307,KINGS HIGHWAY,11223.0,7183390666,Pizza,F,08A,Cycle Inspection / Initial Inspection,BK29
50036313,NYC HANDCRAFTED,Manhattan,367,3 AVENUE,10016.0,2126893000,American,F,04H,Cycle Inspection / Initial Inspection,MN20
40626708,LA MIRABELLE RESTAURANT,Manhattan,102,WEST   86 STREET,10024.0,2124960458,French,P,06C,Cycle Inspection / Initial Inspection,MN12
40849313,PEACOCK RESTAURANT,Bronx,70,WEST  183 STREET,10453.0,7182951179,Chinese,U,08A,Cycle Inspection / Re-inspection,BX36
50014314,EMPANADAS EL GUSTAZO RESTAURANTE,Queens,4219,COLLEGE POINT BLVD,11355.0,7186611080,Latin American,D,10F,Cycle Inspection / Initial Inspection,QN22
50072811,MANSION SUPPER CLUB,Queens,4611,BROADWAY,11103.0,7182697100,Greek,U,10F,Cycle Inspection / Re-inspection,QN70
50087637,FISH RESTAURANT,Manhattan,280,BLEECKER STREET,10014.0,2127272879,Seafood,F,06B,Pre-permit (Operational) / Initial Inspection,MN23
50075485,PEARL STREET HAMPTON INN,Manhattan,32,PEARL STREET,10004.0,2124803500,Continental,U,06D,Cycle Inspection / Re-inspection,MN25
50000135,SPLENDID CHINA,Manhattan,2038,AMSTERDAM AVENUE,10032.0,2125430391,Chinese,D,22G,Cycle Inspection / Initial Inspection,MN36
41714966,REX,Manhattan,864,10 AVENUE,10019.0,9176897320,Coffee/Tea,D,08A,Cycle Inspection / Re-inspection,MN15
41566404,LUNCH BOX,Staten Island,1612,FOREST AVENUE,10302.0,7184482929,American,D,06F,Cycle Inspection / Re-inspection,SI28
50045737,ZHONG HUA RESTAURANT,Manhattan,23,WEST  100 STREET,10025.0,2129323377,Chinese,D,06B,Cycle Inspection / Initial Inspection,MN12
50003104,BEDFORD PIZZA CAFE,Bronx,380,BEDFORD PARK BOULEVARD,10458.0,9178010770,Pizza,D,10B,Cycle Inspection / Initial Inspection,BX05
41405086,REYNA RESTAURANT,Bronx,1969,UNIVERSITY AVENUE,10453.0,7187131593,Latin American,P,06D,Cycle Inspection / Initial Inspection,BX36
50101183,QUEEN,Brooklyn,247,STARR STREET,11237.0,9176977982,Middle Eastern,D,06C,Pre-permit (Operational) / Re-inspection,BK77
50008575,SHANGHAI ASIAN CUISINE,Manhattan,14A,ELIZABETH STREET,10013.0,2129645640,Chinese,P,09B,Cycle Inspection / Initial Inspection,MN27
50014641,PROPER WEST,Manhattan,54,WEST   39 STREET,10018.0,2129979000,American,P,02B,Cycle Inspection / Initial Inspection,MN17
40614489,FRESH MEADOW'S PIZZA & RESTAURANT,Queens,19509,69 AVENUE,11365.0,7182172700,Pizza,U,04L,Cycle Inspection / Initial Inspection,QN41
50077163,OLDE BROOKLYN BAGEL SHOPPE,Brooklyn,645,VANDERBILT AVENUE,11238.0,7186226227,Sandwiches,D,02G,Pre-permit (Operational) / Initial Inspection,BK64
50054792,BARRY'S BOOTCAMP PARK AVE SOUTH,Manhattan,107,EAST   27 STREET,10016.0,9176757158,"Juice, Smoothies, Fruit Salads",D,10F,Cycle Inspection / Initial Inspection,MN21
40958354,DELMAR PIZZERIA,Brooklyn,1668,SHEEPSHEAD BAY ROAD,11235.0,7187697766,Pizza,P,02B,Cycle Inspection / Initial Inspection,BK17
50070493,TIAN SHUN RESTAURANT,Brooklyn,5816,8 AVENUE,11220.0,7184393453,Chinese,D,10B,Cycle Inspection / Re-inspection,BK34
41062347,POSTMARK CAFE,Brooklyn,326,6 STREET,11215.0,7187682613,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,BK37
50018536,HO MAY NY,Brooklyn,69,KINGSLAND AVENUE,11211.0,7183899788,Chinese,D,06A,Cycle Inspection / Initial Inspection,BK90
50046370,THE CHEESECAKE FACTORY,Queens,90-15,QUEENS BOULEVARD,11373.0,7186991212,American,P,08A,Cycle Inspection / Initial Inspection,QN29
40606806,THE RAIL LINE DINER,Manhattan,400,WEST   23 STREET,10011.0,2129243709,American,B,,Administrative Miscellaneous / Compliance Inspection,MN13
41640950,CHIPOTLE MEXICAN GRILL,Manhattan,71,SPRING STREET,10012.0,6469375202,Tex-Mex,P,02B,Cycle Inspection / Initial Inspection,MN24
41683734,DUNKIN,Queens,4405,KISSENA BOULEVARD,11355.0,7188880530,Donuts,D,10F,Cycle Inspection / Re-inspection,QN22
41433190,SAINT ANNS,Queens,26315,UNION TURNPIKE,11004.0,7183432630,American,D,08A,Cycle Inspection / Initial Inspection,QN44
50039378,SUBWAY,Brooklyn,66,COURT STREET,11201.0,8482280276,Sandwiches,B,,Administrative Miscellaneous / Re-inspection,BK09
50072407,HILLTOP PERK CAFE,Manhattan,83,HAVEN AVENUE,10032.0,9298881201,American,U,09C,Cycle Inspection / Initial Inspection,MN36
41239831,SLATTERY'S MIDTOWN PUB,Manhattan,8,EAST   36 STREET,10016.0,2126836444,American,D,08A,Cycle Inspection / Re-inspection,MN20
50086980,THE BREAD FACTORY CAFE - GIO'S PIZZA,Manhattan,935,8 AVENUE,10019.0,2125862221,American,S,18G,Administrative Miscellaneous / Initial Inspection,MN15
50036332,PICCOLA TRATTORIA,Manhattan,455,MAIN STREET,10044.0,2127532300,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN31
41445505,THE VANDERBILT,Brooklyn,570,VANDERBILT AVENUE,11238.0,7186230570,American,F,08A,Cycle Inspection / Initial Inspection,BK64
50071988,HALSEY BAR & GRILL,Brooklyn,4404,AVENUE H,11234.0,3475872688,Caribbean,F,08A,Cycle Inspection / Initial Inspection,BK58
41649359,DUNKIN,Manhattan,2,PENNSYLVANIA PLAZA,10121.0,2126437083,Donuts,P,10B,Cycle Inspection / Initial Inspection,MN17
50081083,SASHIMI RAMEN EXPRESS,Manhattan,341,EAST   78 STREET,10075.0,9292319376,Japanese,U,02G,Cycle Inspection / Initial Inspection,MN31
41423266,EL PATIO,Queens,21821,JAMAICA AVENUE,11428.0,7182175159,Latin American,F,04N,Cycle Inspection / Initial Inspection,QN34
41450085,VINNY VINCENZ,Manhattan,231,1 AVENUE,10003.0,2126740707,Pizza,D,08A,Cycle Inspection / Initial Inspection,MN22
50034679,DIVERSE DIM SUM,Queens,133-35,ROOSEVELT AVENUE,11354.0,3479355870,Chinese,U,04L,Cycle Inspection / Re-inspection,QN22
41430526,CARVEL,Queens,10720,ATLANTIC AVENUE,11416.0,7188496703,Frozen Desserts,P,10F,Cycle Inspection / Initial Inspection,QN54
50100671,SONG BO YUAN,Manhattan,36,ELDRIDGE STREET,10002.0,2122192228,Chinese,F,06C,Pre-permit (Operational) / Initial Inspection,MN27
41348754,GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211.0,7189632700,Jewish/Kosher,B,,Cycle Inspection / Re-inspection,BK72
50006260,WHITE OAK TAVERN,Manhattan,21,WAVERLY PLACE,10003.0,2122602604,American,U,06E,Cycle Inspection / Initial Inspection,MN23
40943306,BEST-BITES RESTAURANT & BAKERY,Brooklyn,4601,CHURCH AVENUE,11203.0,7184623842,Bakery Products/Desserts,P,02G,Cycle Inspection / Initial Inspection,BK91
41227319,JULIETTE,Brooklyn,135,NORTH    5 STREET,11249.0,7183889222,French,D,10F,Cycle Inspection / Initial Inspection,BK73
50062457,CHILSUNG GARDEN,Queens,22128,HORACE HARDING EXPY,11364.0,3478368447,Korean,G,02B,Cycle Inspection / Initial Inspection,QN42
50045295,TREEHOUSE,Brooklyn,417,MARCUS GARVEY BOULEVARD,11216.0,9176922926,Caribbean,U,04L,Cycle Inspection / Initial Inspection,BK35
50070206,BLUE CAFE RESTAURANT & BAR,Queens,8263,BROADWAY,11373.0,7183960717,Spanish,F,09C,Cycle Inspection / Initial Inspection,QN29
40389455,TOWNHOUSE OF NY,Manhattan,236,EAST   58 STREET,10022.0,2127544649,American,U,04H,Cycle Inspection / Re-inspection,MN19
50058932,COCOA GRINDER,Brooklyn,8511,3 AVENUE,11209.0,3475174561,American,F,05F,Cycle Inspection / Initial Inspection,BK31
50078890,BARKING DOG,Manhattan,1678,3 AVENUE,10128.0,2128311800,American,P,04N,Pre-permit (Operational) / Initial Inspection,MN40
50066938,SIMCHA PALACE,Queens,7327,MAIN ST,11367.0,9173960574,Jewish/Kosher,F,02G,Cycle Inspection / Initial Inspection,QN37
50050950,LIANG'S SEAFOOD RESTAURANT,Brooklyn,4922,8 AVENUE,11220.0,7184370078,Seafood,F,02G,Cycle Inspection / Initial Inspection,BK34
40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,Manhattan,1345,AMSTERDAM AVENUE,10027.0,2128658777,Hamburgers,P,06E,Cycle Inspection / Initial Inspection,MN09
41455068,OVEST PIZZOTECA,Manhattan,513,WEST   27 STREET,10001.0,2129674392,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN13
50043922,JOE & JOHN'S PIZZA RESTAURANT,Queens,5910,MYRTLE AVE,11385.0,7184970078,Pizza,U,10F,Cycle Inspection / Initial Inspection,QN20
50004442,BAKERY ON 3RD CAFE,Manhattan,1885,3 AVENUE,10029.0,2125340008,Bakery Products/Desserts,U,04N,Cycle Inspection / Re-inspection,MN33
50047638,TAYLOR ST BARISTAS,Manhattan,285,MADISON AVENUE,10017.0,7186620870,Coffee/Tea,F,06A,Cycle Inspection / Initial Inspection,MN20
41708729,ENERGY FUEL CAFE,Brooklyn,606A,5 AVENUE,11215.0,7184996999,American,U,10F,Cycle Inspection / Initial Inspection,BK37
40949724,DOMINO'S,Queens,524,BEACH   20 STREET,11691.0,7183377100,Pizza,F,06C,Cycle Inspection / Initial Inspection,QN15
41083266,SPARKS DELI RESTAURANT,Queens,2831,BORDEN AVENUE,11101.0,7183920757,Sandwiches,D,06C,Cycle Inspection / Initial Inspection,QN31
41230004,WICKED WILLY'S,Manhattan,149,BLEECKER STREET,10012.0,2122548592,American,U,08A,Cycle Inspection / Initial Inspection,MN23
41636061,JACK'S WIFE FREDA,Manhattan,224,LAFAYETTE STREET,10012.0,2125108550,American,D,02G,Cycle Inspection / Re-inspection,MN24
41562854,EL TUCANAZO BAR,Queens,8317,ROOSEVELT AVENUE,11372.0,3479653206,Latin American,B,,Trans Fat / Re-inspection,QN28
50000763,BAREBURGER,Manhattan,366,WEST   46 STREET,10036.0,2126732273,Hamburgers,U,09B,Cycle Inspection / Re-inspection,MN15
41614214,OUR VILLAGE ROTI SHOP,Queens,21161,JAMAICA AVENUE,11428.0,7187401011,Caribbean,U,06F,Cycle Inspection / Re-inspection,QN34
41659910,LE FATIMA BAR & GRILL,Brooklyn,1474,BROADWAY,11221.0,7189750785,Spanish,F,06C,Cycle Inspection / Initial Inspection,BK35
50018974,RESIDENCE INN MANHATTAN MIDTOWN EAST,Manhattan,148,EAST   48 STREET,10017.0,2129801003,American,D,10F,Cycle Inspection / Initial Inspection,MN19
41508177,TAL BAGELS,Manhattan,2446,BROADWAY,10024.0,2127120171,American,F,08A,Cycle Inspection / Re-inspection,MN12
41068920,THE SKINNY,Manhattan,174,ORCHARD STREET,10002.0,2122283668,American,D,10B,Cycle Inspection / Re-inspection,MN27
50084430,THAI V EXPRESS,Manhattan,203,EAST   26 STREET,10010.0,9294529954,Thai,D,08A,Pre-permit (Operational) / Initial Inspection,MN20
50071576,RICHARD'S HALL AND LOUNGE,Brooklyn,9404,AVENUE L,11236.0,7189757550,Caribbean,D,08A,Pre-permit (Operational) / Initial Inspection,BK50
50062627,KEKI MODERN CAKES,Manhattan,79,MOTT STREET,10013.0,6468632094,Bakery Products/Desserts,D,05D,Cycle Inspection / Initial Inspection,MN27
41619116,PEDRO'S MEXICAN BAR & RESTAURANT,Brooklyn,73,JAY STREET,11201.0,7187972851,Mexican,D,10F,Cycle Inspection / Initial Inspection,BK38
41714810,OAXACA TAQUERIA,Manhattan,424,AMSTERDAM AVENUE,10024.0,2125804888,Mexican,F,09B,Cycle Inspection / Re-inspection,MN12
50045268,DOS31,Brooklyn,231,SOUTH    4 STREET,11211.0,7183875111,Spanish,D,04L,Cycle Inspection / Initial Inspection,BK73
50086161,ROSALIA'S CAFE,Brooklyn,615,NOSTRAND AVENUE,11216.0,7187584640,Coffee/Tea,U,04L,Cycle Inspection / Re-inspection,BK61
50015515,ARABICA HOOKAH LOUNGE & RESTAURANT INC,Staten Island,4162,VICTORY BOULEVARD,10314.0,7189828888,Middle Eastern,F,06C,Cycle Inspection / Initial Inspection,SI05
41629759,PL LOUNGE RESTAURANT,Queens,38123816,65 STREET,,6463265165,Latin American,F,10E,Cycle Inspection / Re-inspection,
41225222,DISHES,Manhattan,399,PARK AVENUE,10022.0,2124215511,American,U,06D,Cycle Inspection / Initial Inspection,MN19
40393591,DON GIOVANNI RESTAURANT,Manhattan,214,10 AVENUE,10011.0,2122429054,Italian,D,06C,Cycle Inspection / Initial Inspection,MN13
41224979,SABAY THAI,Queens,75-19,BROADWAY,11373.0,7184249054,Thai,F,15F6,Smoke-Free Air Act / Initial Inspection,QN29
50068211,AVALON HOTEL,Manhattan,16,EAST   32 STREET,10016.0,2122997000,American,D,06D,Cycle Inspection / Initial Inspection,MN17
50044736,GEBHARD'S BEER CULTURE,Manhattan,228,WEST   72 STREET,10023.0,9176393420,American,P,10F,Cycle Inspection / Initial Inspection,MN14
50000935,CHECKERS,Brooklyn,797,PENNSYLVANIA AVENUE,11207.0,9178939000,Hamburgers,D,06D,Cycle Inspection / Initial Inspection,BK82
50086421,SUROSS THAI BISTRO,Manhattan,4131,BROADWAY,10033.0,9175142689,Thai,U,10B,Cycle Inspection / Initial Inspection,MN36
50001954,CONSTANT SPRING RESTAURANT,Bronx,1344,EAST GUN HILL ROAD,10469.0,6465711893,Caribbean,U,10F,Cycle Inspection / Re-inspection,BX31
40383737,CANLON'S RESTAURANT,Staten Island,1825,NORTH RAILROAD AVENUE,10306.0,7186673013,Italian,D,10F,Cycle Inspection / Re-inspection,SI25
50009500,HIGH LINE HOTEL,Manhattan,180,10 AVENUE,10011.0,2129339735,American,O,04H,Cycle Inspection / Reopening Inspection,MN13
50064708,CESCA,Manhattan,166,WEST   75 STREET,10023.0,2127586300,Italian,D,02B,Cycle Inspection / Initial Inspection,MN12
40398689,CAFFEE EXPRESS,Queens,2551,STEINWAY STREET,11103.0,7182745980,Coffee/Tea,D,08A,Cycle Inspection / Initial Inspection,QN70
41547684,PLANET WINGS,Staten Island,480,FOREST AVENUE,10310.0,7187209464,Chicken,D,06D,Cycle Inspection / Re-inspection,SI35
50040477,MOMOCHAI,Queens,5716,WOODSIDE AVE,11377.0,3477306089,Asian/Asian Fusion,U,06D,Cycle Inspection / Re-inspection,QN63
41476602,PARIS BAGUETTE,Queens,156-24,NORTHERN BOULEVARD,11354.0,7189610404,Bakery Products/Desserts,P,04L,Cycle Inspection / Initial Inspection,QN51
41217791,RED HOUSE RESTAURANT,Bronx,538,CLAREMONT PARKWAY,10457.0,7185831509,Chinese,D,22G,Cycle Inspection / Initial Inspection,BX01
41396678,STAND 205,Bronx,1,EAST  161 STREET,10451.0,9172843260,American,D,10F,Cycle Inspection / Initial Inspection,BX63
41316653,POPEYES,Bronx,400,EAST TREMONT AVENUE,10457.0,7182947039,Chicken,D,08A,Cycle Inspection / Re-inspection,BX41
50057415,KENNEDY CHICKEN,Queens,14401,243RD ST,11422.0,9177804588,Chicken,G,08C,Cycle Inspection / Initial Inspection,QN05
41698152,PRET A MANGER,Manhattan,825,8 AVENUE,10019.0,2124598971,Soups/Salads/Sandwiches,D,10F,Cycle Inspection / Initial Inspection,MN15
40369775,THE CUPPING ROOM CAFE,Manhattan,359,WEST BROADWAY,10013.0,2129252898,American,F,04H,Cycle Inspection / Initial Inspection,MN24
50078592,AUNTIE ANNE'S PRETZELS,Brooklyn,5100,KINGS PLAZA,11234.0,7034056749,Other,D,10F,Cycle Inspection / Initial Inspection,BK45
41579887,UPSTATE,Manhattan,95,1 AVENUE,10003.0,9176748956,Seafood,D,06F,Cycle Inspection / Re-inspection,MN22
50068060,TASTE OF PUNJAB,Queens,9504,VAN WYCK EXPY,11419.0,3479268534,Indian,F,08A,Pre-permit (Operational) / Initial Inspection,QN54
50054750,OVI'S EXPRESS,Brooklyn,37,HILLEL PLACE,11210.0,3474353434,American,F,08A,Cycle Inspection / Initial Inspection,BK42
50074176,KAZAN MANGAL,Queens,9713,QUEENS BLVD,11374.0,7189977779,Mediterranean,F,20F,Administrative Miscellaneous / Initial Inspection,QN18
50003918,NEW APOLO RESTAURANT,Brooklyn,508,GRAND STREET,11211.0,7183871773,Chinese/Cuban,F,06C,Cycle Inspection / Initial Inspection,BK73
50016569,COOPERS CRAFT AND KITCHEN,Manhattan,169,8 AVENUE,10011.0,9177164590,American,F,06D,Cycle Inspection / Initial Inspection,MN13
50087928,PALM COURT HALAL RESTAURANT AND BAKERY,Queens,11911,JAMAICA AVE,11418.0,7186746600,Caribbean,F,09B,Pre-permit (Operational) / Re-inspection,QN54
