Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2002,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,854.5
2017,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,500.0
2015,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Independent,28207.5
2004,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,625.0
2002,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,750.0
2012,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,126395.0
2006,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1000.0
2007,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,33075.0
2017,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,6244.32
2001,U,2 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,331.96
2006,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,3475.0
2010,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,3729.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,2007.0
2016,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2373.33
2001,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2762.5
2018,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2552.5
2000,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,108610.25
2002,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,113134.5
2012,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,2575.49
2009,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,500.0
2011,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,1541.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,4537.5
2018,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,7452.0
2008,G,Grad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,2137.5
2007,G,Grad,5-INDEPENDENT,age 22 - 25,Financial_Independent,606.25
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2631.5
2014,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,4245.0
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,2807.75
2012,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,8875.0
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,8787.5
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,1899.99
2018,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1462.5
2005,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,36736.5
2004,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,574.0
2013,U,4 yr Undergrad,9-CHAPTER XXII,age 26 - 35,Financial_Dependent,4334.0
2010,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,61789.5
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,6187.5
2007,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,1804.5
2010,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,7251.5
2015,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1469.5
2016,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,156371.0
2013,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,43220.39
2005,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1925.0
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,179625.01
2017,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,5204.0
2015,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,25094.5
2003,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,4025.0
2018,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1500.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,5103.01
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,92758.35
2007,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,750.0
2011,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,4205.0
2003,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,1151.5
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,5748.02
2018,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,4000.01
2017,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1832.5
2012,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,13668.0
2018,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,36445.75
2012,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,19131.0
2000,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1118.5
2009,U,2 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,1106.0
2015,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1870.0
2005,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,14691.5
2003,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2625.0
2005,G,Grad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2108.32
2019,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1435.24
2009,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,41650.0
2009,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,40179.25
2019,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,104572.57
2004,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,137587.5
2017,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,750.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1138.5
2000,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,4472.5
2006,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1250.0
2017,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,5165.0
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,118223.41
2008,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,500.0
2002,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,6500.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,125.0
2019,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,256.79
2007,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,7303.25
2005,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,12800.5
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,4580.67
2012,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,818088.5
2018,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,9000.0
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,750.0
2005,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,53742.05
2005,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,175238.1
2004,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1000.0
2013,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,3097.0
2015,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,5205.5
2019,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,20337.53
2000,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,325.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,325.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,4718.0
2002,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,248432.97
2017,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1250.0
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,695828.5
2003,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,27818.55
2006,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1664.0
2004,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1000.0
2009,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,250.0
2018,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,500.0
2001,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,68023.18
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,18408.32
2001,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,3162.5
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1701837.01
2000,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,425.0
2012,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,28337.5
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1500.0
2002,U,2 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,1963.0
2011,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,250.0
2006,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,68636.17
2005,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,1330.0
2002,G,Grad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,91.67
2019,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,30776.54
2014,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,4780.5
2018,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,8175.0
2008,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,742.0
2002,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,5824.0
2002,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,1333.35
2008,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,12591.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,185275.03
2016,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,250.0
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,3147.0
2015,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,18469.5
2001,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1784.0
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1759.0
2002,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,56422.08
2006,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1877.5
2001,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,120743.75
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,86302.25
2010,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1864.5
2001,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,527.0
2018,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,500.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,11854.5
2016,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,196692.31
2008,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,2525.0
2008,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,655.5
2007,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2952.0
2000,G,Grad,1-CUNY SR,age 22 - 25,Financial_Dependent,75.0
2016,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,15395.0
2006,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,17269.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,13323.49
2009,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,71189.0
2013,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,188928.5
2010,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,826.0
2002,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,12250.0
2005,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,3301.0
2012,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,250.0
2012,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,250.0
2019,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,6932.72
2017,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,170.25
2005,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,250.0
2002,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1500.0
2000,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,212.5
2000,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,1399.4
2017,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,10047.83
2014,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,17877.5
2010,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2075.5
2017,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,6687.0
2006,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,13750.0
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,10605.17
2000,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,58962.5
2011,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,2000.0
2004,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,4113.0
2001,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2778.7
2013,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,13845.0
2019,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,18208.76
2002,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,500.0
2016,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2000.0
2007,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,37515.61
2018,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,250.0
2014,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,2786.5
2018,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,723.0
2015,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1000.0
2001,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2400.0
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,6283.0
2015,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,750.0
2002,G,Grad,3-SUNY SO,age 22 - 25,Financial_Dependent,1125.0
2019,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,23333.31
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,9258.34
2011,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,2890.0
2001,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,237.25
2007,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,24575.0
2005,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,38056.25
2006,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,739.0
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,250.0
2002,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,6003.99
2010,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,2938.0
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,34027.42
2003,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,8056.0
2001,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,180107.03
2008,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,670.0
2019,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,11146.09
2018,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,2486.0
2013,U,4 yr Undergrad,9-CHAPTER XXII,age 26 - 35,Financial_Independent,2561.0
2017,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,19795.13
2000,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,8857.5
2010,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,389.5
2011,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2450.0
2001,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,6350.0
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,34509.75
2005,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,656.63
2014,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,31629.0
2018,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,168416.69
2008,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,1615.5
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,50116.0
2012,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,10843.5
2005,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,342166.88
2000,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,1787.0
2007,G,Grad,3-SUNY SO,age 26 - 35,Financial_Independent,747.5
2000,G,Grad,5-INDEPENDENT,over age 50,Financial_Independent,10175.0
2005,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,21536.63
2003,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1969.5
2010,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,42194.65
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,9794.5
2012,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,137791.5
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,11221.75
2007,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,250.0
2018,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,2925.0
2001,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,850.0
2000,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,43048.5
2005,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,4500.0
2017,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,35005.0
2016,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,500.0
2016,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,375.0
2008,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,5625.0
2011,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,2874.0
2005,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,250.0
2016,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1250.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,3025.0
2013,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,5375.0
2015,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,37299.5
2005,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,2448.5
2010,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,4494.5
2019,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,5150.63
2015,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,2531.5
2003,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,250.0
2008,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1761411.85
2003,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,1250.0
2014,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2975.0
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,913.5
2007,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,3147.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,125.0
2014,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,1000.0
2011,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,438.0
2016,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1000.0
2006,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,105471.0
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,6406.67
2011,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,7933.0
2013,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,500.0
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,500.0
2002,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,750.0
2001,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,235531.5
2014,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,625.0
2009,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,9517.5
2016,U,5 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Independent,5850.0
2007,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,21124.91
2002,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3475.0
2000,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,3904.0
2004,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1508.0
2008,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,5346.5
2003,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1192348.6
2001,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,55412.5
2012,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,500.0
2006,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2500.0
2014,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,193192.43
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,22313.48
2016,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2016,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1083.35
2014,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,24942.5
2009,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,230185.35
2009,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,1500.0
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1421.0
2018,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2095.0
2003,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2105.5
2002,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,40520.86
