name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Leighton House Museum,12 Holland Park Road,,,Kensington and Chelsea,http://http/www.rbkc.gov.uk/subsites/museums.aspx,217039506.0,E09000020,Holland,E05009397,-0.2030951329530734,51.49858781711903,524825.9661831937,179268.92422472674,04/11/2021
Design Museum,224-238 Kensington High Street (Holland Park),,,Kensington and Chelsea,http://designmuseum.org/,217044656.0,E09000020,Holland,E05009397,-0.2001590262304105,51.499874429782615,525026.2360868902,179417.00414055696,04/11/2021
Kensington Palace (State Apartments and Royal Ceremonial Dress Collection),Kensington Palace/Palace Green,,,Kensington and Chelsea,http://www.hrp.org.uk%0Bwww.kensingtonpalace@hrp.org.uk/,217064431.0,E09000020,Campden,E05009390,-0.1880218160272405,51.50519933678273,525853.9659032915,180029.92401525192,04/11/2021
National Army Museum,Royal Hospital Road,Chelsea,,Kensington and Chelsea,http://www.nam.ac.uk/,217075883.0,E09000020,Royal Hospital,E05009403,-0.1603374362820255,51.48622896837952,527828.2353261601,177968.31452859243,04/11/2021
British Architectural Library Ã¢ÂÂ Drawings and Archives Collections,Victoria and Albert Museum,Cromwell Road,Knightsbridge,Kensington and Chelsea,https://www.architecture.com/about/riba-library-and-collections,217108016.0,E09000020,Brompton & Hans Town,E05009389,-0.1720980312574836,51.496902279557766,526982.0956020028,179134.75421592017,04/11/2021
Natural History Museum,Cromwell Road,,,Kensington and Chelsea,http://www.nhm.ac.uk/,217108017.0,E09000020,Brompton & Hans Town,E05009389,-0.1768677198049701,51.49656438426556,526651.9656865967,179088.9242716566,04/11/2021
CarlyleÃ¢ÂÂs House,24 Cheyne Row,,,Kensington and Chelsea,https://www.nationaltrust.org.uk/carlyles-house,217110505.0,E09000020,Chelsea Riverside,E05009391,-0.1697012548204129,51.48413279987495,527183.9655412731,177718.9246424901,04/11/2021
The Science Museum,Exhibition Rd,Kensington,,Kensington and Chelsea,https://www.sciencemuseum.org.uk/,217118723.0,E09000020,Brompton & Hans Town,E05009389,-0.1764927429098897,51.49729595478951,526675.9656802487,179170.92424946552,04/11/2021
Victoria and Albert Museum,Cromwell Road,South Kensington,,Kensington and Chelsea,http://www.vam.ac.uk/,217119925.0,E09000020,Brompton & Hans Town,E05009389,-0.1722005401263,51.49694362519143,526974.8655624735,179139.17425870366,04/11/2021
The Estorick Collection of Modern Italian Art,39A Canonbury Square,,,Islington,www.âestorickcollection.âcom,5300016244.0,E09000019,St. Mary's,E05000379,-0.1005735281753977,51.54387833128418,531810.9642835463,184484.9228055665,04/11/2021
John WesleyÃÂ¼s House and The Museum of Methodism,Wesley's Chapel,49 City Road,,Islington,http://www.culture24.org.uk/se000445,5300019876.0,E09000019,Bunhill,E05000367,-0.0870460132709367,51.52358674075504,532807.9640127942,182252.92341210903,04/11/2021
"WesleyÃ¢ÂÂs Chapel, Museum of Methodism and John WesleyÃ¢ÂÂs House",49 City Road,,,Islington,http://www.wesleychapel.org.uk/,5300019879.0,E09000019,Bunhill,E05000367,-0.0865194889186759,51.52376699404311,532843.9640028753,182273.92340630275,04/11/2021
London Canal Museum,12/13 New Wharf Road,KingÃ¢ÂÂs Cross,,Islington,http://www.canalmuseum.org.uk/,5300066428.0,E09000019,Caledonian,E05000368,-0.1202970497944743,51.534223258092666,530470.9646518101,183375.9231051242,04/11/2021
Museum of the Order of St John,St JohnÃ¢ÂÂs Gate,26 St John's Ln,,Islington,http://www.museumstjohn.org.uk/,5300085644.0,E09000019,Clerkenwell,E05000370,-0.1025111378767404,51.52192262192881,531739.9643046535,182039.9234705505,04/11/2021
Whitehall Historic House,1 Malden Road,Cheam,Surrey,Sutton,https://whitehallmuseum.wordpress.com/,5870019263.0,E09000029,Cheam,E05000560,-0.2172080653825291,51.35938066170903,524222.9663454164,163764.92843537853,04/11/2021
Little Holland House,40 Beeches Ave,Carshalton,,Sutton,http://www.sutton.gov.uk/,5870060822.0,E09000029,Carshalton South and Clockhouse,E05000559,-0.1705747235043874,51.35528014227603,527480.9654644713,163388.92853983433,04/11/2021
Honeywood Museum,Honeywood Walk,Carshalton,Surrey,Sutton,http://www.friendsofhoneywood.co.uk/,5870115967.0,E09000029,Carshalton Central,E05000558,-0.1650680962388299,51.36513123214742,527836.9653672965,164493.9282405466,04/11/2021
Tate Modern,Bankside,,,Southwark,http://www.tate.org.uk/modern,10000813334.0,E09000028,Borough & Bankside,E05011095,-0.0993733982853445,51.50761826949127,531998.9642317264,180454.923900454,04/11/2021
Fashion and Textile Museum,83 Bermondsey Street London,,,Southwark,http://www.ftmlondon.org/,10000818830.0,E09000028,London Bridge & West Bermondsey,E05011104,-0.081789177019806,51.50118091174105,533237.9638996227,179770.92408411996,04/11/2021
Musical Museum,399 High St,Brentford,,Hounslow,https://www.musicalmuseum.co.uk/,10001271544.0,E09000018,Brentford,E05000347,-0.2931329955899753,51.48790923874873,518604.26786463335,177931.9245865402,04/11/2021
Museum of Army Music,Royal Military School of Music,Kneller Hall,2 Kneller Rd,Richmond upon Thames,www.army.mod.uk Ã¢ÂÂº Corps of Army Music Ã¢ÂÂº The Royal Military School of Music,10002261149.0,E09000027,Whitton,E05000533,-0.3506546029715067,51.45510021617221,514692.9689383524,174191.92560038617,04/11/2021
Hampton Court Palace,Molesey,East Molesey,,Richmond upon Thames,https://www.hrp.org.uk/hampton-court-palace/,10002266633.0,E09000027,Hampton,E05000520,-0.3376326827358215,51.40385723305589,515726.9686594037,168513.92714681593,04/11/2021
Kew Palace,Royal Botanic Gardens Kew,Richmond,,Richmond upon Thames,https://www.hrp.org.uk/kew-palace/,10002266941.0,E09000027,Kew,E05000524,-0.2911761038764546,51.48527287453825,518746.9678367492,177641.92466493446,04/11/2021
Strawberry Hill House,268 Waldegrave Rd,Twickenham,,Richmond upon Thames,http://www.strawberryhillhouse.org.uk/,10002267260.0,E09000027,South Twickenham,E05000529,-0.3347307387665862,51.43822123808392,515841.96862354514,172339.92610407743,04/11/2021
Heath Robinson Museum,Pinner Memorial Park,West End Lane,Pinner,Harrow,www.heathrobinsonmuseum.org,10002293329.0,E09000015,Pinner South,E05000298,-0.3866705366273585,51.59247378713376,511853.9097104732,189412.80146833372,04/11/2021
Harrow Museum and Heritage Centre,Headstone Manor,Pinner View,Â Harrow,Harrow,http://www.harrow.gov.uk/info/200070/museums_and_galleries/190/harrow_museum,10002293456.0,E09000015,Headstone North,E05000292,-0.3550673273452863,51.59446394982795,514037.96911552106,189682.92139046936,04/11/2021
Hackney Museum,1 Reading Lane,,,Hackney,http://www.hackney.gov.uk/cm-museum.htm,10008313143.0,E09000012,Hackney Central,E05009372,-0.0560703076671313,51.54447929868019,534894.9634465151,184632.92276584363,04/11/2021
House Mill,Three Mill Lane,Bromley-by-Bow,,Newham,,10008997232.0,E09000025,Stratford and New Town,E05000492,-0.0075782601157145,51.5274074869819,538308.9625174318,182824.9232553488,04/11/2021
Royal Museums Greenwich,Park Row,Greenwich,,Greenwich,http://www.rmg.co.uk/,10010231322.0,E09000011,Greenwich West,E05000222,-0.0037254175813185,51.48115302295999,538716.6123730066,177688.78463617736,04/11/2021
Eltham Palace,Court Yard,,,Greenwich,http://www.english-heritage.org.uk/elthampalace,10010235842.0,E09000011,Eltham South,E05000219,0.0479413215672717,51.446984868361206,542410.2613918136,173988.37560726702,04/11/2021
National Maritime Museum,Romney Road,,,Greenwich,http://www.rmg.co.uk/national-maritime-museum#,10010243516.0,E09000011,Greenwich West,E05000222,-0.0052156387980641,51.48094088151273,538613.7824447323,177662.37460926094,04/11/2021
Charterhouse,Sutton's Hospital,Charterhouse Square,,Islington,http://www.thecharterhouse.org/,10023218636.0,E09000019,Bunhill,E05000367,-0.1000425827046513,51.52131610826995,531912.9642573192,181976.92348758347,04/11/2021
Cinema Museum,"The MasterÃ¢ÂÂs House, The Old Lambeth Workhouse",2 Dugard Way,Kennington,Lambeth,http://www.rmg.co.uk/cuttysark,10023852579.0,E09000022,Prince's,E05000427,-0.1051689114116331,51.49228045330592,531640.964330746,178738.92436423805,04/11/2021
Michael Faraday Museum at the Royal Institution,The Royal Institution,21 Albemarle Street,,City of Westminster,http://www.rigb.org/,10033528771.0,E09000033,West End,E05000649,-0.1425534379567322,51.50994667778658,528995.9650494637,180636.92385205365,04/11/2021
Tate Britain,Millbank,,,City of Westminster,http://www.tate.org.uk/britain,10033538284.0,E09000033,Vincent Square,E05000646,-0.1271809337687274,51.49087145733704,530116.9647443739,178542.92441816517,04/11/2021
The Society of Antiquaries of London - Burlington House,Burlington House,Piccadilly,Mayfair,City of Westminster,www.âsal.âorg.âuk,10033541032.0,E09000033,West End,E05000649,-0.1397494696216768,51.50873318784728,529193.9649962278,180506.92388724623,04/11/2021
Royal Academy of Arts,Burlington House,Piccadilly,,City of Westminster,http://www.royalacademy.org.uk/,10033541035.0,E09000033,West End,E05000649,-0.1395760353269532,51.509099138300215,529204.964993228,180547.923876074,04/11/2021
MCC Museum,LordÃ¢ÂÂs Ground,,,City of Westminster,http://www.lords.org/,10033543781.0,E09000033,Regent's Park,E05000643,-0.1730523711446167,51.5285458912556,526827.9656379432,182651.92330362205,04/11/2021
The Courtauld Gallery,Somerset House,Strand,,City of Westminster,http://www.courtauld.ac.uk/gallery,10033544134.0,E09000033,St. James's,E05000644,-0.117952413592408,51.511020344038265,530699.9645855693,180799.9238039521,04/11/2021
Household Cavalry Museum,Horseguards Parade,Whitehall,,City of Westminster,http://www.culture24.org.uk/se000447,10033545888.0,E09000033,St. James's,E05000644,-0.1272362269178323,51.50498193431958,530072.9647564421,180111.92399384384,04/11/2021
Royal Academy of Music Museum,1Ã¢ÂÂ5 York Gate,Marylebone Road,,City of Westminster,http://www.ram.ac.uk/museum,10033546476.0,E09000033,Marylebone High Street,E05000641,-0.1523372249235761,51.52350930177203,528278.9652427712,182127.9234446106,04/11/2021
Guards Museum,Wellington Barracks,Birdcage Walk,,City of Westminster,http://www.theguardsmuseum.com/,10033547407.0,E09000033,St. James's,E05000644,-0.1382769780544886,51.499609193336966,529321.9649596037,179494.92416181188,04/11/2021
Banqueting House Whitehall,Whitehall,,,City of Westminster,www.hrp.org.uk,10033549112.0,E09000033,St. James's,E05000644,-0.1259287437350467,51.504538392050485,530164.9647313372,180064.924006656,04/11/2021
Imperial College Healthcare Charity Art Collection at St Mary's Hospital,Ground Floor,Clarence Memorial Wing St Mary's Hospital,Praed Street,City of Westminster,,10033554476.0,E09000033,Hyde Park,E05000636,-0.1736285647723927,51.51739497979376,526818.9656417663,181410.92363871876,04/11/2021
The Wallace Collection,Hertford House,Manchester Square,,City of Westminster,http://www.wallacecollection.org/,10033582984.0,E09000033,Marylebone High Street,E05000641,-0.1528966232967588,51.51716927725117,528257.9652494196,181421.92363884437,04/11/2021
British Optical Association Museum,The College of Optometrists,41-42 Craven St,,City of Westminster,https://www.college-optometrists.org/the-college/museum.html,10033590012.0,E09000033,St. James's,E05000644,-0.1253553632534063,51.507844580195616,530195.3347183468,180433.5938880531,04/11/2021
Anaesthesia Museum,21 Portland Pl,Marylebone,,City of Westminster,https://www.aagbi.org/education/heritage-centre/anaesthesia-museum,10033598850.0,E09000033,West End,E05000649,-0.1451094103318305,51.51939349113443,528791.9651040214,181682.92356720363,04/11/2021
London Transport Museum,39 Wellington Street,,,City of Westminster,http://www.ltmuseum.co.uk/,10033620435.0,E09000033,St. James's,E05000644,-0.1212216160445445,51.512124903924615,530469.9646484905,180916.92377272592,04/11/2021
"Courtauld Gallery, University of London",Somerset House,Â Strand,,City of Westminster,http://www.courtauld.ac.uk/,10033626383.0,E09000033,St. James's,E05000644,-0.116910436327651,51.51073437875917,530773.0845606524,180769.98380973664,04/11/2021
Museum of the Royal Philatelic Society London,Royal Philatelic Society London,41 Devonshire Place,Marylebone,City of Westminster,http://www.rpsl.org.uk/,10033629406.0,E09000033,Marylebone High Street,E05000641,-0.1500843040910654,51.521477420462304,528440.9651990973,181905.92350588547,04/11/2021
Churchill (Museum & Cabinet) War Rooms,Clive Steps,King Charles Street,,City of Westminster,http://iwm.org.uk/,10033636263.0,E09000033,St. James's,E05000644,-0.1293773601656421,51.50217907450317,529932.3447991951,179796.44403899036,04/11/2021
Havering Museum,19-21 High St,Romford,,Havering,www.haveringmuseum.org.uk/,10070706838.0,E09000016,Romford Town,E05000319,0.1795868135807665,51.57792331889929,551123.8790181811,188812.34161318216,04/11/2021
Marble Hill House,Richmond Rd,Twickenham,,Richmond upon Thames,http://www.culture24.org.uk/se000472,10070709920.0,E09000027,Twickenham Riverside,E05000531,-0.3133071075118182,51.44951494173568,517301.9682298848,173629.92575671565,04/11/2021
Museum of Richmond,Old Town Hall,Whittaker Avenue,Richmond,Richmond upon Thames,www.âmuseumofrichmond.âcom,10070710719.0,E09000027,South Richmond,E05000528,-0.3065730533405202,51.45881505194292,517745.9681091553,174674.9254699793,04/11/2021
World Rugby Museum,Twickenham Stadium,Rugby Road,Twickenham,Richmond upon Thames,http://www.rfu.com/museum,10070721329.0,E09000027,St. Margarets and North Twickenham,E05000527,-0.3407153151678361,51.45531062019565,515382.96875187,174230.9255901021,04/11/2021
Islington Museum,Â 245 St John St,Clerkenwell,,Islington,,10091003195.0,E09000019,Clerkenwell,E05000370,-0.1045269999041977,51.52648754915111,531586.9643476697,182543.92333443527,04/11/2021
Bentley Priory Museum,Mansion House Drive Stanmore,,,Harrow,www.bentleypriory.org,10091091981.0,E09000015,Stanmore Park,E05000303,-0.3330576837628539,51.62650831574604,515481.0987272122,193280.92041636136,04/11/2021
Black Cultural Archives,1 Windrush Square,,,Lambeth,www.bcaheritage.org.uk,10091118537.0,E09000022,Coldharbour,E05000420,-0.1145723141893383,51.460516379123135,531079.1244554447,175189.87528240157,04/11/2021
Redbridge Museum,Redbridge Central Library,Clements Road,lford,Redbridge,redbridgefirstworldwar.org.uk,10091799736.0,E09000026,Ilford Town,E05011246,0.0753281013182245,51.55806438964066,543962.960980725,186393.92228495312,04/11/2021
Horniman Museum and Gardens,100 London Road,Forest Hill,,Lewisham,http://www.horniman.ac.uk/,10091839078.0,E09000023,Forest Hill,E05000444,-0.060736390634653,51.44113086969214,534875.9634526732,173131.92589071288,04/11/2021
Library and Museum of Freemasonry,Freemasons' Hall,60 Great Queen Street,,Camden,http://www.freemasonry.london.museum/,10091860258.0,E09000007,Holborn and Covent Garden,E05000138,-0.1211109774970019,51.51516267968856,530468.9646492066,181254.9236810254,04/11/2021
Charles Dickens Museum,48 Doughty St,London,,Camden,https://dickensmuseum.com/,10091862283.0,E09000007,Holborn and Covent Garden,E05000138,-0.116237043572231,51.52360065483904,530782.9645658109,182201.9234248788,04/11/2021
Crossness Engines,The Old Works. Thames Water S.T.W.,Bazalgette Way,Abbey Wood,Bexley,http://www.crossness.org.uk/,10091915267.0,E09000004,Thamesmead East,E05011232,0.1340102433580169,51.50580577876915,548199.9598288541,180699.92383488367,04/11/2021
National Portrait Gallery,St MartinÃ¢ÂÂs Place,,,City of Westminster,http://www.npg.org.uk/,100023431366.0,E09000033,St. James's,E05000644,-0.12845289125683,51.50939879904716,529975.9647833531,180600.92385994364,04/11/2021
Hunterian Museum at the Royal College of Surgeons,Royal College of Surgeons,35-43 LincolnÃ¢ÂÂs Inn Fields,,City of Westminster,http://www.medicalmuseums.org/,10091945440.0,E09000033,St. James's,E05000644,-0.1158740280730575,51.515285518292416,530831.9645505925,181277.92367464828,04/11/2021
