Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2012,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,4900.0
2004,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,32676.0
2013,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,14426.44
2004,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1000.0
2019,U,4 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,2063.63
2018,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,869117.5
2018,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,865.0
2003,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,71801.0
2001,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1121.5
2014,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,4107.29
2017,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,1975.0
2001,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,1951.0
2014,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,27509.0
2010,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,1950.5
2013,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,41250.0
2005,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,5491.0
2009,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,15753.0
2015,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,7747.5
2000,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,212.5
2014,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,9336.5
2005,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,53173.0
2007,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3475.0
2019,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,2644.82
2010,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,5875.5
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2575.0
2016,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,6334.5
2009,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,3568.5
2016,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,500.0
2008,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,750.0
2016,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,845.5
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,2500.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,662.0
2013,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,1238.5
2015,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,608.0
2016,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,12091.5
2019,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,12067.57
2004,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,3500.0
2007,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,2523.25
2001,G,Grad,3-SUNY SO,age 22 - 25,Financial_Independent,4537.5
2006,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,961.0
2008,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,843.0
2008,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1500.0
2002,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,154206.23
2016,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,9987.5
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,32301.03
2004,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,296.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,500.0
2001,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,2774.0
2011,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,9000.0
2002,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,250.0
2001,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,24710.5
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,36837.0
2005,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,6295.5
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,1750.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,3038.0
2017,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,4964.0
2011,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,3029.0
2017,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,480.0
2012,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,857.5
2003,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,1694.5
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,4500.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,676.0
2000,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1275.0
2016,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,4084.0
2005,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,61331.7
2014,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,91133.5
2010,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,245925.28
2007,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1882.5
2002,G,Grad,1-CUNY SR,age 36 - 50,Financial_Independent,1481.5
2007,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,500.0
2016,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,11648.0
2012,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,10885.75
2009,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,155054.5
2006,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,17000.04
2010,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,945138.63
2007,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,500.0
2006,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,4275.0
2004,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2001,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1438.5
2001,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,3175.0
2002,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,89303.93
2012,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,14950.0
2007,U,5 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,3146.0
2010,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,11651.5
2001,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,212.5
2000,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,4347.34
2018,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,1750.0
2003,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,1250.0
2015,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,92396.0
2018,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,61690.79
2017,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,9025.0
2006,G,Grad,5-INDEPENDENT,age 22 - 25,Financial_Independent,823.33
2012,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,666.68
2017,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,18077.5
2019,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,3302.21
2004,U,5 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,4602.5
2005,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,18457.0
2010,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,1478.0
2004,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,58869.5
2000,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,412.5
2013,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,4855.5
2001,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1270.5
2009,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,3082.5
2005,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,7875.0
2009,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,250.0
2014,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,12050.0
2016,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,167.5
2010,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,6045.0
2014,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,13580.0
2003,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,21458.66
2011,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,650.5
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,381548.43
2009,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,1241331.75
2005,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,17496.0
2004,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,8500.0
2016,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,26867.25
2015,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,32376.5
2016,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,7647.5
2010,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,3033.0
2018,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,11827.01
2019,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,79591.8
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,1000.01
2003,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,4941.0
2004,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,20218.5
2004,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,100784.0
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,6750.0
2014,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,8460.49
2013,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,7005.0
2003,G,Grad,1-CUNY SR,age 36 - 50,Financial_Independent,2475.0
2008,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,294896.2
2016,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,5065.0
2001,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,28453.0
2003,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,155.0
2003,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,10631.0
2004,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,791.68
2007,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2688.0
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1298663.6
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,4172.5
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,6482.5
2015,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,2041.5
2001,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,429060.0
2010,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,7607.25
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,425.0
2003,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,500.0
2002,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,3954.0
2006,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,3902.0
2014,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,12812.5
2011,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,2371677.16
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1166.67
2018,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,9668.5
2008,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,15795.5
2000,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,233008.85
2002,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,5812.5
2003,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,4573.5
2002,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,1250.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,13033.5
2001,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,16250.0
2003,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,6000.0
2005,G,Grad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,1376.0
2009,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,62120.0
2013,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,4159.5
2017,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1000.0
2005,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,5212.5
2001,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,650.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,52891.0
2017,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,565.0
2019,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,85098.37
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,234500.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,637.5
2010,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2410.0
2004,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,28400.18
2003,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,29350.0
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,7907.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,500.0
2009,G,Grad,3-SUNY SO,age 26 - 35,Financial_Independent,187.5
2013,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,12310.49
2001,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,23078.0
2002,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,500.0
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,32040.65
2001,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,13504.0
2013,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,34833.5
2000,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,974.0
2013,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,500.0
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1000.0
2014,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2336.5
2007,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,8734.35
2002,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1000.0
2018,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,250.0
2014,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,7937.5
2010,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,2363.0
2005,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,1836.0
2008,U,2 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,250.0
2002,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1287.5
2001,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,34305.75
2005,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1547.0
2001,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,10528.0
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1000.0
2007,G,Grad,6-BUS. DEGREE,over age 50,Financial_Independent,825.0
2007,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,174462.24
2010,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,2682.75
2000,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1700.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,27741.5
2018,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1916.0
2010,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,3093.66
2010,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,18591.0
2010,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,9939.0
2014,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,1625.0
2017,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2000.0
2016,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1192.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,149950.0
2019,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,561.95
2001,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,1610.67
2011,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,2315.5
2000,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,4511.0
2003,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,1659.0
2005,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,1193.0
2007,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2137.5
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,1000.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,10425.0
2008,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,500.0
2015,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,291472.5
2009,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,14362.5
2015,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,2911.0
2016,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,55865.0
2001,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,24514.0
2003,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,5346.0
2003,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,34456.75
2006,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,13675.0
2000,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,597.0
2019,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,603.4
2002,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,2500.0
2007,G,Grad,3-SUNY SO,under age 22,Financial_Independent,37.5
2019,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,1502.09
2012,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,2000.0
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,11165.5
2019,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,7380.62
2016,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,70043.83
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,425.0
2011,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,1749.0
2002,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,750.0
2005,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,93665.79
2016,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2438.0
2006,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,4000.0
2009,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,842.0
2006,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,500.0
2009,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,236351.34
2011,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2300.5
2014,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2929.0
2007,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1500.0
