OpenedDate,OpenedYear,PracticeCode,PracticeName,BusinessCategory,BusinessName,BusinessCity,BusinessState,BusinessZip
01/17/2018,2018,316,Billing Issues,Travel,Resort Consulting Advocates aka Resort Advisors,Knoxville,TN,37902    
10/23/2013,2013,22,Failure To Adjust/Refund,Health Care,,Olympia,WA,98516    
01/09/2018,2018,642,Landlord/Tenant - Residential,Residential Landlord,,Spokane,WA,99201    
06/29/2015,2015,444,Foreclosure Issue,Credit Counseling,,Santa Ana,CA,92705    
05/29/2015,2015,403,Collection Activity (Fraudulent or mistaken ID),Collections,,,WA,         
09/30/2020,2020,203,Internet & Mobile device based transaction,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
12/02/2013,2013,316,Billing Issues,Broadband Providers,Comcast,Fife,WA,98424    
03/14/2016,2016,60,Unauthorized Debit,Credit Card Issuers,Discover Financial Services,Wilmington,DE,19850-7019
07/31/2019,2019,301,Failure To Deliver/Perform,Travel,VACASA,Portland,OR,97209    
01/06/2017,2017,315,Failure To Return Goods/Part,Commercial Banking,KeyBank National Association,Cleveland,OH,44114    
04/23/2019,2019,999,Other/Miscellaneous,Consumer Lending & Transfer Agents,,Atlanta,GA,30353-0260
12/29/2017,2017,19,Inadequate Disclosure,Credit Counseling,,Wilmington,DE,19899    
11/09/2018,2018,999,Other/Miscellaneous,Contractors,,Vancouver,WA,98665    
07/02/2013,2013,22,Failure To Adjust/Refund,Consumer Lending & Transfer Agents,Mercedes Benz Financial Services,Fort Worth,TX,76177    
07/02/2020,2020,320,Unsatisfactory Repair/Service,Contractors,,Pasco,WA,99302    
10/08/2013,2013,26,Advertising,Auto Sales,Rairdon Chrysler Dodge Jeep Ram of Kirkland,Kirkland,WA,98034    
04/14/2015,2015,303,Questionable Quality Product/Service,Auto Sales,,Seattle,WA,98115    
04/12/2018,2018,999,Other/Miscellaneous,Insurance,Geico Insurance Agency Inc.,Chevy Chase,MD,20815    
09/25/2018,2018,316,Billing Issues,Electronic Shopping,True White System,Scottsdale,AZ,85260    
03/11/2021,2021,999,Other/Miscellaneous,Unclassified Establishments,,,  ,         
04/15/2016,2016,303,Questionable Quality Product/Service,Auto Sales,Spirit Auto Center LLC,Renton,WA,98056    
03/26/2015,2015,7,Warranty,Auto Sales,Bill Koenig Chevrolet,Port Angeles,WA,98362    
09/10/2019,2019,203,Internet & Mobile device based transaction,Advertising & Related Services (includes coupon bo,Bench Craft Company,Portland,OR,97228    
09/03/2020,2020,316,Billing Issues,Health and Diet Clubs,Planet Fitness - Mill Creek,Mill Creek,WA,98012    
09/27/2020,2020,998,Governement agency complaint,"Justice, Public Order & Safety",Kirkland Police Department,Kirkland,WA,98034    
04/22/2013,2013,304,Questionable Quality/Used,Auto Repair,Bucky's Brake and Muffler ,Tacoma,WA,98409    
07/01/2020,2020,316,Billing Issues,Telecommunications,AT&T Mobility,Dallas,TX,75202    
09/14/2016,2016,13,Misrepresentation of product or service,Moving Companies,PODS,Clearwater,FL,33762    
05/20/2016,2016,404,Collection Practices,Mortgage Lending,Northwest Trustee Services / NW Trustee,Bellevue,WA,98006    
09/06/2019,2019,316,Billing Issues,Restaurants and Bars,,Seattle,WA,98199    
06/04/2019,2019,999,Other/Miscellaneous,Travel,,Ocean Shores,WA,98569    
08/27/2018,2018,999,Other/Miscellaneous,Home and Condo owner associations,,Seattle,WA,98105    
04/16/2020,2020,25,Refund Policies,Air Transportation,Alaska Airlines,Seattle,WA,98168    
06/18/2019,2019,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
01/20/2021,2021,999,Other/Miscellaneous,Electronic Shopping,,Elk Grove Village,IL,60007    
02/03/2015,2015,61,Phishing,Phishing,Phishing,,  ,         
06/17/2014,2014,26,Advertising,Restaurants and Bars,McDonald's,Oak Brook,IL,60523-2275
02/05/2013,2013,304,Questionable Quality/Used,Auto Sales,All Star Ford,Olympia,WA,98508-1699
04/15/2014,2014,320,Unsatisfactory Repair/Service,Consumer Lending & Transfer Agents,,,  ,         
08/16/2019,2019,320,Unsatisfactory Repair/Service,Auto Repair,Big O Tires - Renton,Renton,WA,98055    
05/15/2020,2020,301,Failure To Deliver/Perform,Telecommunications,CenturyLink,Spokane,WA,99208    
06/02/2015,2015,301,Failure To Deliver/Perform,Electronic Shopping,Northwest Territorial Mint,Auburn,WA,98071    
10/02/2014,2014,320,Unsatisfactory Repair/Service,Auto Repair,Motorworks,Spokane,WA,99202    
02/18/2014,2014,203,Internet & Mobile device based transaction,Auto Sales,,Spokane,WA,99201    
04/03/2020,2020,301,Failure To Deliver/Perform,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
06/27/2019,2019,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
09/30/2020,2020,104,Non-Fulfillment,Moving Companies,,Boise,ID,83702    
03/17/2020,2020,303,Questionable Quality Product/Service,Telecommunications,T-Mobile,Albuquerque,NM,87176    
05/20/2016,2016,301,Failure To Deliver/Perform,Books/Magazines & Directory Publishers,Tacoma News Tribune,Tacoma,WA,98405-2817
09/15/2020,2020,412,Alleged criminal activity,Transit & ground passenger transportation,,Vancouver,WA,98660    
03/20/2015,2015,320,Unsatisfactory Repair/Service,"Admin. & support services (office admin., faciliti",Home Advisor,Golden,CO,80401    
06/08/2016,2016,421,Repossession,Financing,Reliable Credit Association,Milwaukie,OR,97269-2829
03/05/2013,2013,641,Failed communication attempts,"Accounting, Tax Preparation Bookkeeping & Payroll ",,Vancouver,WA,98664    
09/20/2017,2017,999,Other/Miscellaneous,Motor Vehicle Towing,,Seattle,WA,98199    
07/03/2018,2018,316,Billing Issues,"Admin. & support services (office admin., faciliti",Doxo.com,Seattle,WA,98121    
06/03/2015,2015,642,Landlord/Tenant - Residential,Residential Landlord,Oasis Home Residence,Tacoma,WA,98403    
05/01/2020,2020,61,Phishing,Unclassified Establishments, Unknown,,  ,         
05/03/2020,2020,61,Phishing,Phishing,Unknown - Utility Scam,,  ,         
12/01/2020,2020,316,Billing Issues,Health Care,American Medical Response/Rural Metro,Modesto,CA,95356    
04/01/2019,2019,316,Billing Issues,Health Care,Virginia Mason,Seattle,WA,98124    
10/13/2014,2014,301,Failure To Deliver/Perform,Broadband Providers,CenturyLink,Spokane,WA,99208    
01/02/2015,2015,303,Questionable Quality Product/Service,Telecommunications,,Tacoma,WA,98409    
12/11/2019,2019,301,Failure To Deliver/Perform,Telecommunications,CenturyLink,Spokane,WA,99208    
02/28/2014,2014,422,Credit/Financing,Auto Sales,Good Chevrolet and Oldsmobile,Renton,WA,98057    
05/08/2018,2018,26,Advertising,Radio & Television Broadcasting, Unknown,,  ,         
03/13/2017,2017,999,Other/Miscellaneous,Educational Services,Crown College,Tacoma,WA,         
10/21/2013,2013,316,Billing Issues,Contractors,Bel Red Energy Solutions,Mukilteo,WA,98275    
06/07/2017,2017,222,Advance Fee Fraud,Financing,,,WA,         
06/12/2019,2019,999,Other/Miscellaneous,Internet Search Engines,Google Incorporated,Mountain View,CA,94043    
03/18/2016,2016,301,Failure To Deliver/Perform,Educational Services,Creating Super Kids,Seattle,WA,98107    
05/02/2016,2016,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
03/20/2019,2019,999,Other/Miscellaneous,Mortgage Lending,Chase Mortgage Banking Executive Office,Columbus,OH,43219    
10/10/2017,2017,999,Other/Miscellaneous,Auto Sales,TK Auto Sales,Spokane Valley,WA,99212    
11/15/2017,2017,997,Employment Issue,Health Care,,Longview,WA,98632    
09/30/2019,2019,22,Failure To Adjust/Refund,Photographic Services,,Issaquah,WA,98027    
10/30/2015,2015,604,Permanent structures,MHU Use Only - MH landlord,The River Manufactured Housing Community,Novato,CA,94948    
02/13/2019,2019,999,Other/Miscellaneous,Health Care,Kaiser Permanente Washington,Seattle,WA,98124    
05/03/2018,2018,999,Other/Miscellaneous,Auto Repair,,Bothell,WA,98021    
05/01/2014,2014,404,Collection Practices,Collections,Transworld Systems Inc FKA NCO Financial Systems,Horsham,PA,19044-0994
08/15/2018,2018,13,Misrepresentation of product or service,Retail Sales,Target Stores,Minneapolis,MN,55440    
08/08/2016,2016,61,Phishing,Phishing,Unknown - Utility Scam,,  ,         
09/25/2013,2013,307,Product Safety,"Electronic Equip., Appliance & Component Mfg'ring ",,Bellingham,WA,98225    
09/12/2017,2017,203,Internet & Mobile device based transaction,Software Publishers,PC Protect dba SS Protect LLC aka Totalav.com,Venice,CA,90291    
03/12/2019,2019,303,Questionable Quality Product/Service,Legal Services,,Maple Valley,WA,98038    
06/21/2018,2018,26,Advertising,Retail Sales,Walmart,Bentonville,AR,72716    
07/15/2020,2020,301,Failure To Deliver/Perform,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
08/13/2019,2019,19,Inadequate Disclosure,"Admin. & support services (office admin., faciliti",Vital Records USA,,WA,         
02/09/2021,2021,999,Other/Miscellaneous,Moving Companies,,Deerfield Beach,FL,33441    
03/08/2013,2013,301,Failure To Deliver/Perform,Books/Magazines & Directory Publishers,,Lakeland,FL,33811    
08/25/2016,2016,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
08/31/2016,2016,206,Right To Cancel,Security Systems (including locksmiths),Vivint,Provo,UT,84604-5816
11/14/2017,2017,999,Other/Miscellaneous,Health Care,,Marysville,WA,98270    
02/22/2018,2018,206,Right To Cancel,Books/Magazines & Directory Publishers,Tri-City Herald,Kennewick,WA,99336    
09/10/2019,2019,999,Other/Miscellaneous,Health Care,Keiro Northwest,Seattle,WA,98122    
05/23/2014,2014,316,Billing Issues,Mortgage Lending,Bank of the Pacific,Aberdeen,WA,98520    
09/21/2018,2018,206,Right To Cancel,Security Systems (including locksmiths),Brinks Home Security fka Monitronics/Moni Smart Security,Dallas,TX,75381-4530
01/26/2018,2018,998,Governement agency complaint,Government Agencies,United States Postal Service,Washington,DC,20260    
04/23/2021,2021,412,Alleged criminal activity,"Admin. & support services (office admin., faciliti",,,  ,         
09/02/2014,2014,997,Employment Issue,Telecommunications,US Cellular,Chicago,IL,60631-5486
11/25/2020,2020,22,Failure To Adjust/Refund,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
11/18/2014,2014,222,Advance Fee Fraud,Commercial Banking,Bank of America NA,Newark,DE,19713    
12/17/2018,2018,22,Failure To Adjust/Refund,Retail Sales,Macy's Executive Office,Phoenix,AZ,85072-2184
10/03/2013,2013,647,Duty to comply with laws & codes,Auto Sales,Evergreen Sales & Lease,Federal Way,WA,98003    
08/20/2019,2019,629,General maintenance,MHU Use Only - MH landlord,My Place Mobile Estates,Ferndale,WA,98248    
03/25/2015,2015,320,Unsatisfactory Repair/Service,Insurance,Delta Dental of Washington,Seattle,WA,98175    
05/01/2019,2019,13,Misrepresentation of product or service,Employment Placement Agencies,,Seattle,WA,98105    
01/27/2017,2017,448,Student Loan Issue,Consumer Lending & Transfer Agents,Navient,Wilkes-Barre,PA,18706    
04/24/2017,2017,999,Other/Miscellaneous,Auto Sales,Rairdon Chrysler Dodge Jeep Ram of Kirkland,Kirkland,WA,98034    
08/26/2016,2016,203,Internet & Mobile device based transaction,Broadband Providers,Comcast,Fife,WA,98424    
09/01/2020,2020,999,Other/Miscellaneous,Broadband Providers,Washington State Department of Social and Health Services,Olympia,WA,98504-4513
02/22/2018,2018,19,Inadequate Disclosure,Retail Sales,Lowe's Home Improvement,Wilkesboro,NC,28697    
08/03/2017,2017,999,Other/Miscellaneous,Collections,Convergent Outsourcing fka ER Solutions,Renton,WA,98055    
01/25/2016,2016,300,Excessive Price or Charge,Consumer Lending & Transfer Agents,,Palatine,IL,60078    
08/07/2020,2020,22,Failure To Adjust/Refund,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
11/25/2015,2015,303,Questionable Quality Product/Service,Auto Sales,,Port Angeles,WA,98362    
03/21/2017,2017,302,Not As Ordered,Auto Repair,Larson Automotive Group,Fife,WA,98424    
07/02/2018,2018,303,Questionable Quality Product/Service,Electronic Shopping,eBay,San Jose,CA,95125-9855
03/01/2016,2016,301,Failure To Deliver/Perform,Automobile Manufacturing,Subaru of America Inc.,Cherry Hill,NJ,08034-6000
05/18/2017,2017,17,Imposter scam,Phishing,Unknown - Utility Scam,,  ,         
09/26/2016,2016,206,Right To Cancel,Telecommunications,CenturyLink,Spokane,WA,99208    
08/20/2020,2020,22,Failure To Adjust/Refund,Travel,JustFly.com,Bellevue,WA,98005    
09/25/2015,2015,18,Service Representation,Insurance,USAA,San Antonio,TX,78288    
01/08/2020,2020,999,Other/Miscellaneous,Unclassified Establishments,,Port Townsend,WA,98368    
09/09/2020,2020,301,Failure To Deliver/Perform,Mortgage Lending,Cenlar Mortgage,Ewing,NJ,08618    
01/22/2018,2018,999,Other/Miscellaneous,Residential Landlord,,Bellingham,WA,98226    
04/03/2020,2020,521,Business Failure or Bankruptcy,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
12/30/2016,2016,316,Billing Issues,Telecommunications,Ziply Fiber fka Frontier Communications,Everett,WA,98201    
04/30/2015,2015,303,Questionable Quality Product/Service,Automobile Manufacturing,Hyundai Motor America,Fountain Valley,CA,92708    
06/17/2019,2019,104,Non-Fulfillment,Contractors,,Couer d' Alene,ID,83815-9613
07/19/2017,2017,998,Governement agency complaint,Government Agencies,IRS/Internal Revenue Service,Fresno,CA,93888-0021
03/16/2020,2020,25,Refund Policies,Travel,JustFly.com,Bellevue,WA,98005    
10/12/2020,2020,627,Privacy Issues,Books/Magazines & Directory Publishers,Zillow Group Inc/Trulia Inc,Seattle,WA,98101    
08/29/2016,2016,7,Warranty,Auto Sales,Harnish Chevrolet Buick GMC of Puyallup,Puyallup,WA,98371    
04/29/2016,2016,999,Other/Miscellaneous,Health Care,Seattle Children's Hospital ,Seattle,WA,98145-5005
04/14/2021,2021,999,Other/Miscellaneous,Auto Sales,,Pasco,WA,99301    
05/01/2013,2013,301,Failure To Deliver/Perform,Broadband Providers,Comcast,Fife,WA,98424    
11/20/2013,2013,203,Internet & Mobile device based transaction,Electronic Shopping,,Charlotte,NC,28201-1201
09/12/2017,2017,203,Internet & Mobile device based transaction,Broadband Providers,Sling TV,Meridian,CO,80112-5905
04/22/2015,2015,58,Telemarketing,Consumer Lending & Transfer Agents,,,WA,         
01/29/2013,2013,318,Charge:Service Not Performed/Product not delivered,Broadband Providers,CenturyLink,Spokane,WA,99208    
12/23/2020,2020,999,Other/Miscellaneous,"Automotive Rental & Leasing (includes cars, trucks",Avis / Budget Rent A Car,Tulsa,OK,74169    
10/05/2018,2018,104,Non-Fulfillment,Auto Sales,,Lakewood,WA,98499    
01/16/2018,2018,203,Internet & Mobile device based transaction,Broadband Providers,CenturyLink,Spokane,WA,99208    
03/18/2020,2020,999,Other/Miscellaneous,Retail Sales,,Yelm,WA,98597    
11/27/2013,2013,320,Unsatisfactory Repair/Service,Educational Services,,Richland,WA,99352    
12/02/2016,2016,22,Failure To Adjust/Refund,Air Transportation,Fareportal dba Travelong Inc/Cheapoair.com/OneTravel,New York,NY,10020-0   
04/30/2021,2021,999,Other/Miscellaneous,Contractors,"Reve Exteriors, LLC dba DaBella Exteriors, LLC",Kent,WA,98032    
02/06/2019,2019,303,Questionable Quality Product/Service,Computer Manufacturing,Dell,Round Rock,TX,78682    
07/10/2015,2015,203,Internet & Mobile device based transaction,Travel,Priceline.com,Norwalk,CT,06854    
07/02/2014,2014,320,Unsatisfactory Repair/Service,Legal Services,,Seattle,WA,         
01/28/2021,2021,996,COVID-19,Travel,Hopper,Boston,MA,02110    
08/24/2016,2016,999,Other/Miscellaneous,Auto Sales,All American Motors,Tacoma,WA,98409    
08/27/2015,2015,316,Billing Issues,Retail Sales,Lincare Inc,Clearwater,FL,33764    
08/10/2017,2017,641,Failed communication attempts,Computer & office machine system repair & maintena,Universal Softwares Inc,Blaine,WA,98230    
01/21/2020,2020,412,Alleged criminal activity,"Automotive Rental & Leasing (includes cars, trucks",Rent a Wreck - SeaTac,SeaTac,WA,98188    
02/26/2021,2021,316,Billing Issues,Broadband Providers,DIRECTV,Dallas,TX,75202    
06/18/2018,2018,999,Other/Miscellaneous,Unclassified Establishments,Credit Services,New York,NY,10004    
04/20/2021,2021,15,Privacy Abuse,"Admin. & support services (office admin., faciliti",RocketReach LLC,Bellevue,WA,98004    
10/24/2018,2018,999,Other/Miscellaneous,Retail Sales,Fred Meyer,Portland,OR,97242    
01/21/2014,2014,26,Advertising,"Admin. & support services (office admin., faciliti",Labor Standards Compliance Office,,CA,         
09/11/2020,2020,999,Other/Miscellaneous,Unclassified Establishments,,,  ,         
05/24/2013,2013,320,Unsatisfactory Repair/Service,Auto Repair,Hawks Prairie Automotive Center,Lacey,WA,98516    
01/05/2021,2021,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
04/09/2019,2019,508,Unordered/Unsolicited Merchandise,Collections,North Shore Agency LLC,Melville,NY,11747    
12/13/2019,2019,999,Other/Miscellaneous,Telecommunications,CenturyLink,Spokane,WA,99208    
02/03/2021,2021,516,Failure To Provide Title/Registration,Auto Sales,,Lakewood,WA,98499    
06/18/2019,2019,998,Governement agency complaint,Government Agencies,Washington State Department of Licensing,Olympia,WA,98507-9030
05/08/2018,2018,999,Other/Miscellaneous,Retail Sales,Lowe's Home Improvement,Wilkesboro,NC,28697    
12/11/2017,2017,301,Failure To Deliver/Perform,Software Publishers,Bungie,Bellevue,WA,98004    
11/20/2014,2014,403,Collection Activity (Fraudulent or mistaken ID),Collections,Ace Cash Services,,  ,         
06/19/2019,2019,25,Refund Policies,Retail Sales,EA Sports/Electronic Arts Inc,Redwood City,CA,94065    
03/30/2017,2017,316,Billing Issues,"Electric Power Generation, Transmission & Distribu",Puget Sound Energy,Bellevue,WA,98009-9269
02/18/2020,2020,206,Right To Cancel,Telecommunications,AT&T Office of the President,Dallas,TX,75202    
08/27/2013,2013,320,Unsatisfactory Repair/Service,Retail Sales,Tickets West,Spokane,WA,99201-2134
08/15/2019,2019,26,Advertising,Broadband Providers,Latchel Inc,Bellevue,WA,98006    
05/29/2014,2014,320,Unsatisfactory Repair/Service,Investigation Services,Fastrak Investigative Service,Sagle,ID,83860    
01/14/2020,2020,203,Internet & Mobile device based transaction,Broadband Providers,Comcast,Fife,WA,98424    
09/20/2016,2016,19,Inadequate Disclosure,Contractors,,Benton City,WA,99320    
05/27/2020,2020,13,Misrepresentation of product or service,"Electronic Equip., Appliance & Component Mfg'ring ",,Torrance,CA,90504    
02/18/2020,2020,320,Unsatisfactory Repair/Service,Retail Sales,Ashley Furniture/Ashley Homestore - Burlington,Burlington,WA,98233-3227
01/28/2019,2019,412,Alleged criminal activity,Restaurants and Bars,McDonald's,Oak Brook,IL,60523-2275
08/26/2016,2016,4,Prizes & Promotion Issue,Books/Magazines & Directory Publishers,Publishers Clearing House / PCH,Jericho,NY,11753    
10/03/2018,2018,303,Questionable Quality Product/Service,Telecommunications,CenturyLink,Spokane,WA,99208    
04/20/2020,2020,301,Failure To Deliver/Perform,Software Publishers,"Soulbound Studios, LLC",Issaquah,WA,98029-6245
01/21/2016,2016,316,Billing Issues,Residential Landlord,Columbia Debt Recovery dba Genesis Credit Management LLC,Everett,WA,98203    
08/21/2020,2020,996,COVID-19,Auto Sales,,Kent,WA,98032    
05/11/2020,2020,12,Price or Savings Claim,Telecommunications,Sprint Executive Services,Irving,TX,75016    
10/05/2015,2015,403,Collection Activity (Fraudulent or mistaken ID),Collections, Unknown,,  ,         
04/09/2019,2019,318,Charge:Service Not Performed/Product not delivered,Books/Magazines & Directory Publishers,Novomedia Ltd dba Vital US Records/vitalusrecords.com,Wilmington,DE,19801    
05/14/2013,2013,444,Foreclosure Issue,Mortgage Lending,Chase Mortgage Banking Executive Office,Columbus,OH,43219    
07/08/2015,2015,404,Collection Practices,Collections,,Los Angeles,CA,90036    
08/02/2016,2016,999,Other/Miscellaneous,Auto Sales,George Gee Automotive,Liberty Lake,WA,99019    
12/28/2017,2017,26,Advertising,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
12/12/2019,2019,17,Imposter scam,Phishing,Unknown - Utility Scam,,  ,         
08/01/2016,2016,999,Other/Miscellaneous,Residential Landlord,Sunrise Realty Group,Puyallup,WA,98373    
06/13/2013,2013,404,Collection Practices,Travel,,Cathedral City,CA,92234    
02/05/2019,2019,999,Other/Miscellaneous,Retail Sales,,Puyallup,WA,98373    
05/10/2013,2013,316,Billing Issues,Telecommunications,T-Mobile,Albuquerque,NM,87176    
09/16/2015,2015,317,Charge Above Estimate,Auto Repair,Bucky's Brake and Muffler ,Tacoma,WA,98409    
06/06/2014,2014,320,Unsatisfactory Repair/Service,Broadband Providers,Comcast,Fife,WA,98424    
10/21/2019,2019,26,Advertising,Retail Sales,Walmart.com,Bentonville,AR,72716    
11/05/2015,2015,13,Misrepresentation of product or service,Health Care,Free By the Sea,Ocean Park,WA,98640    
08/22/2014,2014,316,Billing Issues,Commercial Banking,KeyBank National Association,Cleveland,OH,44114    
04/14/2020,2020,642,Landlord/Tenant - Residential,Residential Landlord,,Bellingham,WA,98229    
10/30/2020,2020,301,Failure To Deliver/Perform,Telecommunications,CenturyLink,Spokane,WA,99208    
01/20/2021,2021,999,Other/Miscellaneous,Insurance,Allstate Insurance,Northbrook,IL,60062    
10/12/2017,2017,13,Misrepresentation of product or service,Broadband Providers,Impact Rankings dba Direct Web Solutions,Tukwila,WA,98168-4654
07/24/2013,2013,316,Billing Issues,Health and Diet Clubs,Crunch Gym,Bellevue,WA,98008    
03/12/2021,2021,999,Other/Miscellaneous,Auto Repair,Midas Auto Service - Olympia,Olympia,WA,98502    
04/28/2021,2021,996,COVID-19,Couriers & Express Delivery Services,Portier LLC dba Uber Eats,San Francisco,CA,94103    
09/11/2013,2013,19,Inadequate Disclosure,Health Care,,Redmond,WA,98052    
02/21/2020,2020,301,Failure To Deliver/Perform,Telecommunications,AT&T Mobility,Dallas,TX,75202    
01/20/2016,2016,58,Telemarketing,Unclassified Establishments, Unknown,,  ,         
11/02/2020,2020,999,Other/Miscellaneous,Residential Landlord,Airmark Apartments,Tukwila,WA,98188    
08/29/2018,2018,19,Inadequate Disclosure,Auto Sales,Ford Hyundai of Kirkland,Kirkland,WA,98034-425 
03/14/2014,2014,320,Unsatisfactory Repair/Service,Contractors,,Bothell,WA,98021    
05/03/2020,2020,22,Failure To Adjust/Refund,Amusement & Recreational Industries,,Seattle,WA,98104    
04/20/2015,2015,213,Free to Pay,Dating Clubs and Social Networking,Match.com,Dallas,TX,75225    
07/03/2018,2018,203,Internet & Mobile device based transaction,Unclassified Establishments,,,  ,IM31D-Z   
12/17/2013,2013,641,Failed communication attempts,MHU Use Only - MH landlord,Sans Souci Mobile Estates,Novato,CA,94948    
09/13/2019,2019,100,Misrepresentation of Terms,Health and Diet Clubs,The Seattle Gym,Seattle,WA,98119    
03/13/2013,2013,316,Billing Issues,Broadband Providers,Comcast,Fife,WA,98424    
08/16/2018,2018,412,Alleged criminal activity,Travel,AirBnB,San Francisco,CA,94103    
03/08/2013,2013,301,Failure To Deliver/Perform,Electronic Shopping,Groupon,Chicago,IL,60654    
03/09/2017,2017,13,Misrepresentation of product or service,"Accounting, Tax Preparation Bookkeeping & Payroll ",,Tacoma,WA,98404    
10/16/2017,2017,316,Billing Issues,Collections,State Collection Service Inc,Madison,WI,53716    
03/26/2021,2021,999,Other/Miscellaneous,Health Care,Emerald Communities,Redmond,WA,98052    
