CAMIS,DBA,PHONE,CUISINE DESCRIPTION,SCORE,INSPECTION TYPE,BBL,NTA
41678642,NEW GOOD TASTE FOOD,7182359585,Chinese,18.0,Cycle Inspection / Initial Inspection,4113480044.0,QN56
41074502,MEZCALS,7182362793,Mexican,41.0,Cycle Inspection / Re-inspection,3063590036.0,BK27
41273489,DANY'S PIZZA RESTAURANT,7186475090,Mexican,21.0,Cycle Inspection / Initial Inspection,3041110049.0,BK83
50076091,GATA THAI KITCHEN,7188775265,Thai,51.0,Pre-permit (Operational) / Re-inspection,3073670036.0,BK17
50044248,678 DELI,7188801496,Sandwiches,20.0,Cycle Inspection / Re-inspection,4093420033.0,QN54
41089762,EXQUISITE EXPRESS RESTAURANT,7186934643,Caribbean,,Administrative Miscellaneous / Initial Inspection,3050910055.0,BK60
41663384,MIRACALI III,3476390113,Bakery Products/Desserts,23.0,Cycle Inspection / Initial Inspection,4015080001.0,QN29
40369016,VIAND COFFEE SHOP,2127516622,Greek,14.0,Cycle Inspection / Re-inspection,1013760021.0,MN40
40567158,CAFFE NAPOLI,2122268705,Italian,62.0,Cycle Inspection / Initial Inspection,1002370036.0,MN24
50033077,BAO BAO CAFE,3478605005,Chinese,32.0,Cycle Inspection / Initial Inspection,1008817501.0,MN21
41450629,MCDONALD'S,7184930800,Hamburgers,12.0,Cycle Inspection / Initial Inspection,3013910078.0,BK61
50084598,TABETOMO,2695980939,Japanese,4.0,Pre-permit (Non-operational) / Re-inspection,1004360034.0,MN22
50047328,KORYODANG BAKERY & CAFE,7183591717,Bakery Products/Desserts,12.0,Cycle Inspection / Re-inspection,4049780025.0,QN22
50037230,LISTO EL CHIMI,3474891221,Spanish,13.0,Cycle Inspection / Initial Inspection,4035450052.0,QN20
40933080,LUIGI'S PIZZA,7184414434,Pizza,10.0,Cycle Inspection / Initial Inspection,4093840001.0,QN54
50059684,ASHOKA,2128751400,Indian,34.0,Cycle Inspection / Initial Inspection,1011970064.0,MN12
41606738,BARKOGI,2123088810,Asian/Asian Fusion,10.0,Cycle Inspection / Initial Inspection,1013240028.0,MN19
50063311,NEW MULAN,7188868326,Chinese,29.0,Cycle Inspection / Initial Inspection,4049787501.0,QN22
41356229,INCHEON RESTAURANT,7183211533,Korean,30.0,Cycle Inspection / Initial Inspection,4052850033.0,QN51
50004322,RICO POLLO II RESTAURANT,7182351666,Spanish,14.0,Cycle Inspection / Initial Inspection,3041470032.0,BK83
50060415,JOE & THE JUICE,9175665727,Coffee/Tea,50.0,Cycle Inspection / Initial Inspection,1004960036.0,MN24
50066473,MASTER GRILL,7182928888,Tex-Mex,23.0,Cycle Inspection / Initial Inspection,2025670007.0,BX39
50090316,BEST PIZZA SHOP,7187299080,Pizza,4.0,Pre-permit (Operational) / Initial Inspection,4006090029.0,QN70
50056703,LAS MARGARITAS BAR & RESTAURANT,7184174040,Mexican,10.0,Pre-permit (Operational) / Initial Inspection,4035320025.0,QN20
50080785,MATSU JAPANESE CUISINE,2197997922,Japanese,28.0,Cycle Inspection / Initial Inspection,1011970002.0,MN12
50057976,VIVA FELIZ 365 (Herbalife),3478136851,"Juice, Smoothies, Fruit Salads",12.0,Cycle Inspection / Initial Inspection,4014660035.0,QN28
41301327,STEINY'S PUB,7184429526,American,19.0,Cycle Inspection / Initial Inspection,5000080086.0,SI22
50047650,DESI GALLI,2124753374,Indian,26.0,Cycle Inspection / Re-inspection,1004040029.0,MN22
50085944,GOLDEN CHEF,7188237885,Chinese,7.0,Cycle Inspection / Re-inspection,2041680022.0,BX10
50068154,NEW YORK HILTON MIDTOWN,2122612150,American,32.0,Cycle Inspection / Initial Inspection,1010067502.0,MN17
50072291,BAYSIDE DUMPLING HOUSE,7182248818,Chinese,,Administrative Miscellaneous / Initial Inspection,4062847502.0,QN46
50072982,LOS PERROS DE CHUCHO,3478643287,Latin American,,Administrative Miscellaneous / Initial Inspection,4006730042.0,QN70
50019227,THAI HOLIC,7182229992,Thai,12.0,Cycle Inspection / Initial Inspection,3020740026.0,BK68
40561003,AUNTIE ANNE'S PRETZELS,2127601749,Bagels/Pretzels,16.0,Cycle Inspection / Initial Inspection,1007810002.0,MN17
41164793,LATINO'S BAR & GRILL RESTAURANT,2127401313,Latin American,30.0,Cycle Inspection / Initial Inspection,1021200001.0,MN36
50002106,PYRAMIDS HOOKAH AND BAR,7187466524,American,63.0,Cycle Inspection / Initial Inspection,4062880001.0,QN46
41385713,CAKE MIO BAKERY,7187790271,Bakery Products/Desserts,2.0,Cycle Inspection / Initial Inspection,4019800031.0,QN25
50048214,SUBWAY,7187483801,Sandwiches,7.0,Cycle Inspection / Initial Inspection,3058640010.0,BK31
41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,3475423893,Latin American,11.0,Cycle Inspection / Re-inspection,4051810048.0,QN22
50081649,PAULIE GEE SLICE JOINT,9293376385,Pizza,12.0,Cycle Inspection / Initial Inspection,3025690009.0,BK76
41637665,TONY'S FAMOUS PIZZA,7188271994,Pizza,26.0,Cycle Inspection / Initial Inspection,3041240052.0,BK83
50008725,M SHANGHAI,7183849300,Chinese,25.0,Cycle Inspection / Re-inspection,3023950010.0,BK73
50058269,ESPINAL DELI & GROCERY,7188571784,Spanish,23.0,Cycle Inspection / Re-inspection,3017830055.0,BK75
50062507,FLORIAN AT LIRR HSF,7185584788,American,25.0,Cycle Inspection / Initial Inspection,4103530208.0,QN61
50043665,MEXICO EN LA PIEL,7187650001,Mexican,17.0,Cycle Inspection / Re-inspection,3008630040.0,BK32
41689524,PARKSANBAL BABS,7188408467,Korean,26.0,Cycle Inspection / Initial Inspection,4053340017.0,QN51
50063520,"HEALTHY CHOICE, QUEENS COLLEGE",7183011212,Salads,,Administrative Miscellaneous / Initial Inspection,4065170001.0,QN37
41660862,SOCARRAT EAST,2127590101,Spanish,25.0,Cycle Inspection / Initial Inspection,1013240026.0,MN19
50002726,TORO,2126912360,Spanish,17.0,Cycle Inspection / Initial Inspection,1006870029.0,MN13
50003382,DAVIO'S NORTHERN ITALIAN STEAKHOUSE,2126614810,Italian,12.0,Cycle Inspection / Initial Inspection,1012997501.0,MN19
41014056,REYES RESTAURANT,7187529577,Latin American,18.0,Cycle Inspection / Initial Inspection,4001700052.0,QN31
50073632,MAKANA,2123685033,Hawaiian,41.0,Pre-permit (Operational) / Initial Inspection,1019880029.0,MN06
41615409,HOT KITCHEN,2122283090,Chinese,63.0,Cycle Inspection / Re-inspection,1004480001.0,MN22
50035136,IC BROOKLYN CAFE,7184503346,Coffee/Tea,25.0,Cycle Inspection / Initial Inspection,3032770003.0,BK77
50079885,LOS MOCANOS JUICE BAR & GRILL,9292599255,"Juice, Smoothies, Fruit Salads",20.0,Pre-permit (Operational) / Initial Inspection,2030680099.0,BX17
40873798,ALBA PIZZA,7182911620,Pizza,10.0,Cycle Inspection / Initial Inspection,4096517501.0,QN35
40854586,CAFE SABARSKY,2122880665,German,32.0,Cycle Inspection / Initial Inspection,1014970071.0,MN40
50005694,VIVE LA CREPE,6465331245,French,9.0,Cycle Inspection / Initial Inspection,1012747504.0,MN17
41020367,CUCINA FRESCA,7186675151,Pizza,7.0,Cycle Inspection / Initial Inspection,5035780009.0,SI45
41138610,THE SPOT: HOOKAH LOUNGE,7182046811,Middle Eastern,27.0,Cycle Inspection / Re-inspection,4006920001.0,QN70
41686481,OREGANO,7185995988,Italian,12.0,Cycle Inspection / Re-inspection,3023180017.0,BK73
50067686,BLUESTONE LANE,6463218563,Coffee/Tea,46.0,Cycle Inspection / Re-inspection,1005270068.0,MN23
40635294,BICHEIROS BAR,9174638885,Spanish,10.0,Cycle Inspection / Reopening Inspection,4089350005.0,QN53
40400561,FORTUNATO BROS CAFE & BAKERY,7183872281,Bakery Products/Desserts,8.0,Cycle Inspection / Initial Inspection,3027630028.0,BK90
41642313,LA ROSA BAKERY,7182934153,Bakery Products/Desserts,12.0,Cycle Inspection / Initial Inspection,2028330001.0,BX63
50076009,CHARLIE'S PLACE,2124100277,Japanese,36.0,Cycle Inspection / Initial Inspection,1017500156.0,MN34
50043407,OAXACA TAQUERIA,7184433301,Mexican,3.0,Cycle Inspection / Initial Inspection,3016650010.0,BK35
41014673,PARISCIEN BAKERY,7183340063,Bakery Products/Desserts,9.0,Cycle Inspection / Re-inspection,4014290034.0,QN27
41475992,THE CROOKED KNIFE,2129294534,American,38.0,Cycle Inspection / Initial Inspection,1006180017.0,MN23
50065733,DEL FRISCO'S GRILLE,2127860760,American,19.0,Cycle Inspection / Initial Inspection,1000160140.0,MN25
50037848,HONG KONG EXPRESS,7184561858,Chinese,10.0,Cycle Inspection / Initial Inspection,4035510003.0,QN20
41619148,LA POLLERA COLORADA II,7184246531,Latin American,48.0,Cycle Inspection / Initial Inspection,4014120043.0,QN28
50000479,IFC CENTER,2129246789,American,18.0,Cycle Inspection / Initial Inspection,1005890031.0,MN23
50056319,TUNG THONG 181,2125685888,Thai,22.0,Cycle Inspection / Initial Inspection,1021770105.0,MN36
50032783,GINZA,2128887898,Japanese,27.0,Cycle Inspection / Initial Inspection,1013960057.0,MN40
50005741,MOON & FLOWER HOUSE,7187650020,Chinese,34.0,Cycle Inspection / Initial Inspection,3008650046.0,BK34
50014554,CREOLE PLATE,7183418566,Caribbean,30.0,Cycle Inspection / Initial Inspection,4131610029.0,QN66
50008918,HAHM JI BACH,6466102622,Korean,12.0,Cycle Inspection / Re-inspection,4050310011.0,QN51
41351040,HUDSON VIEW RESTAURANT,2127810303,American,15.0,Cycle Inspection / Re-inspection,1021760104.0,MN36
41376997,CHIPOTLE MEXICAN GRILL,2126891245,Tex-Mex,4.0,Cycle Inspection / Initial Inspection,1008690058.0,MN20
41567826,TURQUOISE KOSHER FISH RESTAURANT,7187767775,Jewish/Kosher,18.0,Cycle Inspection / Initial Inspection,4072060034.0,QN41
40396892,PARADISE ALLEY BAR,7184606941,American,29.0,Cycle Inspection / Initial Inspection,4050580017.0,QN51
50084763,FLAMING GRILL & SUPREME BUFFET,7184476888,Chinese,13.0,Cycle Inspection / Initial Inspection,5010530138.0,SI28
41249600,GEORGES FAMILY RESTAURANT,7189189807,American,51.0,Cycle Inspection / Initial Inspection,2041700028.0,BX10
41657340,RETRO FITNESS,7183845367,"Juice, Smoothies, Fruit Salads",9.0,Cycle Inspection / Initial Inspection,3023517501.0,BK73
50053591,CHICKEN PERFECT,7187394507,Chicken,13.0,Cycle Inspection / Re-inspection,4097560054.0,QN61
40546350,SWEET CHEF SOUTHERN STYLES BAKERY,2128625909,Bakery Products/Desserts,12.0,Cycle Inspection / Initial Inspection,1020740040.0,MN04
50069648,BEARD PAPA'S AND NATURAL CREAM PUFFS,9293416668,Bakery Products/Desserts,11.0,Cycle Inspection / Initial Inspection,4050667502.0,QN22
50060371,TASTE OF CHINA,7182563838,Chinese,43.0,Pre-permit (Operational) / Initial Inspection,3062620043.0,BK28
50062648,T.G.I. FRIDAY'S,7186480891,American,27.0,Cycle Inspection / Initial Inspection,3088410500.0,BK17
41353366,VESTA TRATTORIA & WINE BAR,7185455550,Italian,21.0,Cycle Inspection / Re-inspection,4005490017.0,QN71
50082137,GOCHUJANG,2129671678,Korean,12.0,Cycle Inspection / Re-inspection,1008340033.0,MN17
41470208,FINANCIER PATISSERIE,2129731010,Coffee/Tea,20.0,Cycle Inspection / Initial Inspection,1012800001.0,MN19
50046314,KENNEDY FRIED CHICKEN,3474317926,Chicken,13.0,Cycle Inspection / Initial Inspection,2024110142.0,BX34
41084481,JOE'S GINGER RESTAURANT,2122850333,Chinese,17.0,Cycle Inspection / Initial Inspection,1001620022.0,MN27
40722206,BLUE & GOLD BAR,2127771006,American,13.0,Cycle Inspection / Initial Inspection,1004490042.0,MN22
41395517,CITI FIELD PRESS KITCHEN,7185958100,American,13.0,Cycle Inspection / Initial Inspection,4.0,
50104148,,9176678294,,,,4017780075.0,QN26
40719557,FAMILY CORNER,7182047915,American,26.0,Cycle Inspection / Initial Inspection,4008460038.0,QN72
41218581,V J HOT BAGELS,7189982302,Sandwiches,,Trans Fat / Initial Inspection,3067440087.0,BK43
41353366,VESTA TRATTORIA & WINE BAR,7185455550,Italian,21.0,Cycle Inspection / Re-inspection,4005490017.0,QN71
50046895,AVERE RISTORANTE,9172815197,Italian,21.0,Cycle Inspection / Initial Inspection,3001450032.0,BK38
50071468,COPPER THROAT,9172617891,Thai,21.0,Cycle Inspection / Initial Inspection,1004100018.0,MN27
50070740,JORDAN JUICE AND SALAD BAR,6468691563,"Juice, Smoothies, Fruit Salads",19.0,Cycle Inspection / Initial Inspection,1021700066.0,MN35
50043786,CIENEGA LAS TLAYUDAS DE OAXACA,3473532366,Mexican,34.0,Cycle Inspection / Initial Inspection,4019357501.0,QN25
40382652,TOMMY'S PIZZA,7188292828,Pizza,4.0,Cycle Inspection / Initial Inspection,2054450005.0,BX52
50090971,STEVE BREAKFAST AND COFFEE,7189392200,American,7.0,Pre-permit (Operational) / Initial Inspection,4052680028.0,QN51
41534086,LA PIZZA & CONVENIENCE,7183830666,Pizza,13.0,Cycle Inspection / Re-inspection,3025630044.0,BK76
40653513,IHAWAN,7182051480,Filipino,12.0,Cycle Inspection / Re-inspection,4013010033.0,QN63
41452373,PEACHES HOTHOUSE,7184839111,Soul Food,10.0,Cycle Inspection / Initial Inspection,3018350001.0,BK75
50033209,NICE CHINA TOWN,3477258388,Chinese,17.0,Cycle Inspection / Initial Inspection,3052350033.0,BK42
50086524,STOP & GO DELI,7187920683,Sandwiches,,Administrative Miscellaneous / Initial Inspection,2038570001.0,BX59
50072865,YUMMY CAFE,7186998866,American,30.0,Pre-permit (Operational) / Initial Inspection,4016000121.0,QN29
50004599,BELLA PIZZA OF BRONX,7184838861,Pizza,21.0,Cycle Inspection / Initial Inspection,2030520038.0,BX01
50065974,DOMINO'S,2125450200,Pizza,10.0,Cycle Inspection / Re-inspection,1008870030.0,MN20
40482599,SCHOENFIELD,2125867610,American,,Smoke-Free Air Act / Initial Inspection,1010160051.0,MN17
40883049,DUNKIN,7184204920,Donuts,8.0,Cycle Inspection / Initial Inspection,5028270001.0,SI37
40948509,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,7185312828,Caribbean,26.0,Cycle Inspection / Initial Inspection,3077630001.0,BK58
41636059,REGGIANO'S BRICK OVEN PIZZA,7189666610,Italian,11.0,Cycle Inspection / Re-inspection,5080430019.0,SI11
50072746,SKY CUISINE AND LOUNGE,3473267738,Caribbean,10.0,Cycle Inspection / Re-inspection,2047120040.0,BX03
50006583,99 FAVOR TASTE,6466829122,Chinese,10.0,Cycle Inspection / Initial Inspection,1003060022.0,MN27
50005527,CHO-KO RESTAURANT,2123880885,Japanese,16.0,Cycle Inspection / Initial Inspection,1004450032.0,MN22
50017241,6B,2129222110,American,31.0,Cycle Inspection / Initial Inspection,1012760042.0,MN20
50102079,SEAMORE'S MARKET BAR @ URBANSPACE,6464158652,Seafood,13.0,Pre-permit (Operational) / Initial Inspection,1010040020.0,MN17
41609062,PARADISE CAFE NY RESTAURANT,7185376675,Spanish,25.0,Cycle Inspection / Re-inspection,2025250032.0,BX26
41376041,BAGEL BOSS,2123889292,Jewish/Kosher,20.0,Cycle Inspection / Initial Inspection,1009220021.0,MN21
40403830,PRINCESS MANOR,7183896965,Continental,15.0,Cycle Inspection / Initial Inspection,3026800001.0,BK76
50065191,NOBLESSE HOUSE,7183218811,Korean,9.0,Cycle Inspection / Re-inspection,4050560020.0,QN51
50042777,NABAYA AFRICAN AMERICAN RESTUARANT,7184012283,African,51.0,Cycle Inspection / Initial Inspection,2023820001.0,BX35
41210712,"DUNKIN',' BASKIN ROBBINS",7184723745,Coffee/Tea,13.0,Cycle Inspection / Initial Inspection,3026450029.0,BK76
41175984,TASTE OF DOLLY'S PIZZERIA & RESTAURANT,7185651420,Pizza,29.0,Cycle Inspection / Initial Inspection,4020130001.0,QN25
50089731,BIBBLE & SIP,6464498900,Coffee/Tea,19.0,Pre-permit (Operational) / Initial Inspection,1002050018.0,MN24
41431046,JOSEPH LEONARD,6464298383,American,24.0,Cycle Inspection / Initial Inspection,1005920048.0,MN23
50070736,LA BONA PIZZA & PASTA,7188726687,Pizza,9.0,Cycle Inspection / Re-inspection,3040180016.0,BK82
50066226,BOULANGERIE,2129818588,Bakery Products/Desserts,13.0,Cycle Inspection / Re-inspection,1000160125.0,MN25
41476416,MILK AND ROSES,7183860160,Italian,20.0,Cycle Inspection / Initial Inspection,3024880007.0,BK76
50000841,FOREST HILLS LITTLE LEAGUE,7185442296,American,10.0,Cycle Inspection / Initial Inspection,4031510060.0,QN17
50086829,GOLD ROOM BK,9175495564,Soul Food,22.0,Pre-permit (Operational) / Initial Inspection,3013290007.0,BK60
40860032,BARRANQUILLA BAKERY & RESTAURANT,7184781888,Latin American,31.0,Cycle Inspection / Initial Inspection,4014550070.0,QN28
40995563,LEGEND COOKHOUSE,7188484444,Caribbean,38.0,Cycle Inspection / Re-inspection,4117020006.0,QN55
50097510,THE UPPER CRUST,5162471915,Jewish/Kosher,13.0,Pre-permit (Operational) / Re-inspection,4065320002.0,QN37
50066921,HAN DYNASTY,7188580588,Chinese,,Administrative Miscellaneous / Initial Inspection,3.0,BK38
50101989,BARBULA,6469984585,Coffee/Tea,47.0,Pre-permit (Operational) / Initial Inspection,1003500016.0,MN27
50014272,CAFE 55,3472312722,American,29.0,Cycle Inspection / Initial Inspection,1000327501.0,MN25
41680620,HEARTH NYC,6466021300,American,7.0,Cycle Inspection / Re-inspection,1.0,
50001607,CHICKEN EXPRESS,7184863534,Chicken,36.0,Cycle Inspection / Initial Inspection,3022470005.0,BK72
41305598,LUGO LOUNGE & RESTAURANT,7183665366,Latin American,36.0,Cycle Inspection / Re-inspection,4035670003.0,QN20
50067973,WANG BIG BOWL NOODLE,6465925721,Chinese,7.0,Cycle Inspection / Re-inspection,4049580039.0,QN22
50093226,ODA HOUSE,6469985152,Eastern European,68.0,Pre-permit (Operational) / Initial Inspection,1014670043.0,MN31
41664038,SIMPLY BAKERY,2127751188,Bakery Products/Desserts,,Trans Fat / Re-inspection,1002010034.0,MN27
50008831,RALPH'S FAMOUS ITALIAN ICES,6317477809,Frozen Desserts,,Calorie Posting / Initial Inspection,4030580079.0,QN21
50035433,BAR HUGO,2126081211,American,29.0,Cycle Inspection / Initial Inspection,1005970005.0,MN24
40886435,JENNIFER'S RESTAURANT,7185231551,Latin American,13.0,Cycle Inspection / Re-inspection,4097060052.0,QN35
50054573,BURGER KING,9173381887,Hamburgers,12.0,Cycle Inspection / Re-inspection,1000520030.0,MN25
40549443,JJ GARDEN RESTAURANT,7188986686,Chinese,11.0,Cycle Inspection / Initial Inspection,2.0,
50090109,CHONGKHO,7184766705,Thai,5.0,Pre-permit (Operational) / Initial Inspection,3027850026.0,BK73
50047362,CAFE HONG KONG,2126085359,Chinese,38.0,Cycle Inspection / Initial Inspection,1001630029.0,MN27
50059992,EL PIN POLLO RESTAURANT,7185763403,Spanish,22.0,Cycle Inspection / Initial Inspection,4034010042.0,QN20
41659018,BAR & RESTAURANT EL SALVADORENO,3478794891,Latin American,18.0,Cycle Inspection / Initial Inspection,2.0,
50019021,ADALYA,6468961441,Mediterranean,30.0,Cycle Inspection / Initial Inspection,1008730015.0,MN21
50063468,THINK COFFEE,9176922571,Coffee/Tea,6.0,Cycle Inspection / Re-inspection,1001717503.0,MN24
40966842,SUBWAY,7188919188,Sandwiches,21.0,Cycle Inspection / Initial Inspection,3074600012.0,BK17
50075837,DOMINO'S,5166038816,Pizza,12.0,Pre-permit (Operational) / Initial Inspection,5053230031.0,SI01
50087139,KENNEDY FRIED CHICKEN,3476495981,Chicken,37.0,Pre-permit (Operational) / Initial Inspection,3051400035.0,BK95
50010316,WING GONG RESTAURANT,2124101661,Chinese,9.0,Cycle Inspection / Re-inspection,1016800025.0,MN33
40871752,JIAN ON CHINESE RESTAURANT,7184706538,Chinese,10.0,Cycle Inspection / Re-inspection,4087800001.0,QN44
41320931,RICH VILLAGE RESTAURANT,7182388628,Chinese,13.0,Cycle Inspection / Initial Inspection,3057850007.0,BK34
50065446,POKE BAR,2122444320,Hawaiian,49.0,Pre-permit (Operational) / Re-inspection,1008110021.0,MN17
40395921,GOLDEN PIZZA,7186658328,Pizza,10.0,Cycle Inspection / Re-inspection,2022650006.0,BX39
50065634,HOLY SCHNITZEL,7187934659,Jewish/Kosher,3.0,Cycle Inspection / Initial Inspection,4066210010.0,QN37
40679327,THE GREAT ROOM BAR,7182467000,American,36.0,Cycle Inspection / Initial Inspection,3001400160.0,BK38
41719106,AUNT JAKES,2122539333,American,13.0,Cycle Inspection / Initial Inspection,1005720066.0,MN23
41428773,SHERWOOD TO GO,2126445616,American,20.0,Cycle Inspection / Initial Inspection,1013100040.0,MN19
41541793,SOPHIE'S CUBAN CUISINE,2123021211,Latin American,35.0,Cycle Inspection / Initial Inspection,1012610026.0,MN17
50040728,AL HORNO,6469645183,Mexican,9.0,Cycle Inspection / Re-inspection,1008790060.0,MN21
50062967,J LOFT,3474057799,American,2.0,Pre-permit (Non-operational) / Initial Inspection,3050220050.0,BK91
41713487,SPREADS,2127585555,American,24.0,Cycle Inspection / Initial Inspection,1008850088.0,MN20
40388218,WALKER'S RESTAURANT,2129410142,American,4.0,Cycle Inspection / Reopening Inspection,1001890034.0,MN24
41630837,RED SUN RESTAURANT,7182348880,Chinese,8.0,Cycle Inspection / Initial Inspection,3061840041.0,BK28
50000510,JERUSALEM STEAKHOUSE,7182588899,Jewish/Kosher,26.0,Cycle Inspection / Initial Inspection,3067060044.0,BK43
50076965,SINGH'S DELI & PIZZA,7186464624,American,17.0,Cycle Inspection / Initial Inspection,3072380048.0,BK26
41697115,GOLD MINE CAFE,7185490622,Greek,10.0,Cycle Inspection / Re-inspection,2032670081.0,BX29
50038438,DILL AND PARSLEY,6469186949,Mediterranean,26.0,Cycle Inspection / Initial Inspection,1013240049.0,MN19
40611399,RAO'S BAR & GRILL,2127226709,Italian,9.0,Cycle Inspection / Re-inspection,1017080022.0,MN34
50018582,Lin MINI CAFE,7182495832,Chinese,23.0,Cycle Inspection / Re-inspection,3007770044.0,BK34
41319530,PAX,2129672820,Sandwiches/Salads/Mixed Buffet,13.0,Cycle Inspection / Re-inspection,1008370004.0,MN17
50062457,CHILSUNG GARDEN,3478368447,Korean,54.0,Cycle Inspection / Initial Inspection,4076440033.0,QN42
50074305,NORTHERN WANGMANDOO DUMPLING,7184618878,Chinese,15.0,Cycle Inspection / Initial Inspection,4050180012.0,QN51
41110540,PIZZA CENTRAL OF BROOKLYN,7186330600,Pizza,25.0,Cycle Inspection / Initial Inspection,3054080051.0,BK88
40971149,OH TAISHO,2126731300,Japanese,64.0,Cycle Inspection / Initial Inspection,1004640055.0,MN22
50071458,GYRO QITA,3478854287,Pizza,33.0,Cycle Inspection / Initial Inspection,3048420006.0,BK91
41636384,BELL DINER,7182790333,American,5.0,Cycle Inspection / Initial Inspection,4076380001.0,QN42
50056201,TOSOCCHON,7182290777,Korean,17.0,Cycle Inspection / Initial Inspection,4073140027.0,QN46
50050249,JULIA'S COFFEE SHOP,3475734511,Latin American,33.0,Cycle Inspection / Initial Inspection,2023400219.0,BX39
41713504,ISIS RESTAURANT,7183241054,Mexican,17.0,Cycle Inspection / Initial Inspection,2045100063.0,BX07
40916719,CAFE LA MORENA & DELI,7187886478,Spanish,,Administrative Miscellaneous / Initial Inspection,3006950037.0,BK32
40600780,LE RIVAGE,2127657374,French,12.0,Cycle Inspection / Initial Inspection,1010360049.0,MN15
50045180,NANOOSH,2129690727,Mediterranean,24.0,Cycle Inspection / Initial Inspection,1012657501.0,MN17
50105318,,6462614621,,,,3012340005.0,BK61
50083866,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,7188580188,Caribbean,10.0,Cycle Inspection / Re-inspection,3021060024.0,BK68
40395910,MCDONALD'S,7182297701,Hamburgers,10.0,Cycle Inspection / Initial Inspection,4081290001.0,QN45
50036692,MILK N' HONEY,2123624165,Jewish/Kosher,9.0,Cycle Inspection / Initial Inspection,1000640015.0,MN25
50078345,URBAN BACKYARD,6463614657,Coffee/Tea,12.0,Cycle Inspection / Re-inspection,1004800002.0,MN24
50072798,HONG KONG STATION,6464298277,Chinese,14.0,Pre-permit (Operational) / Re-inspection,1010000007.0,MN17
41692932,GOURMET 45,2126826220,Sandwiches,9.0,Cycle Inspection / Re-inspection,1013190001.0,MN19
40624744,SWING 46 JAZZ AND SUPPER CLUB,2122629554,American,20.0,Cycle Inspection / Initial Inspection,1010370010.0,MN15
40783353,A SALT & BATTERY,2126912713,Seafood,13.0,Cycle Inspection / Initial Inspection,1006170036.0,MN23
41227024,CHEBURECHNAYA,7188979080,Eastern European,18.0,Cycle Inspection / Initial Inspection,4030940042.0,QN18
41588415,BIG NEW YORK FRIED CHICKEN,7188262278,Chicken,21.0,Cycle Inspection / Initial Inspection,3052160060.0,BK95
50098490,A&A FOOD MARKET,2127698935,Sandwiches,7.0,Cycle Inspection / Initial Inspection,1012140001.0,MN12
41178691,"HARRY'S CAFE, HARRY'S STEAK",2127859200,American,11.0,Cycle Inspection / Re-inspection,1000297502.0,MN25
50064192,TEXAS CHICKEN & BURGERS,3472717138,Chicken,22.0,Cycle Inspection / Initial Inspection,2022830053.0,BX39
50019263,APPLEBEE'S,7187925000,American,13.0,Cycle Inspection / Initial Inspection,2042267502.0,BX37
50007424,CALEXICO,3472547644,Mexican,39.0,Cycle Inspection / Initial Inspection,3009640042.0,BK37
41177037,QUEEN'S PIZZA,7185445800,Pizza,5.0,Cycle Inspection / Reopening Inspection,4033460001.0,QN17
41189848,SAMS FAMOUS PIZZA,2123489437,Pizza,46.0,Cycle Inspection / Re-inspection,1016430052.0,MN34
