Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
3AP,18+,Saratoga,"TRANSITIONAL SERVICES ASSOCIATION, INC.",31,0,
3AP,18+,Columbia,County,227,1,
3AP,18+,Orange,County,670,1,
2AP,18+,Brooklyn,BROOKLYN BUREAU OF COMMUNITY SERVICE,82,18,
3AP,18+,Manhattan,NYC-HHC ELMHURST HOSPITAL CENTER,296,0,NO
2AP,18+,Westchester,"THE GUIDANCE CENTER OF WESTCHESTER, INC.",139,18,
3AP,0-17,Monroe,EASTER SEALS COMP PRIMARY DT,45,1,NO
2AP,18+,Monroe,"SCAP, INC./DBA ARBOR DEVELOPMENT",28,3,
2AP,0-17,Columbia,County,56,4,
2AP,18+,Brooklyn,County,11103,1183,NO
3AP,18+,Greene,County,96,1,
2AP,18+,Queens,"TRANSITIONAL SERVICES FOR NEW YORK, INC.",348,72,
2AP,18+,Albany,SOUTH BEACH PSYCHIATRIC CENTER,98,18,
2AP,18+,Essex,County,131,12,
3AP,18+,Franklin,County,489,5,
3AP,18+,Manhattan,AIDS SVC CTR MANHATTEN AI,292,2,NO
2AP,18+,Bronx,THE PAC PROGRAM OF THE BRONX INC,21,1,
2AP,18+,Brooklyn,KINGSBROOK JEWISH MEDICAL CENTER,208,33,NO
2AP,18+,Brooklyn,HHC WOODHULL MED CTR COBRA AI,57,1,
2AP,18+,Schenectady,County,1611,113,
3AP,18+,Jefferson,County,517,3,
2AP,18+,Saint Lawrence,County,542,38,
2AP,0-17,Ulster,County,259,7,
3AP,0-17,Manhattan,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",33,0,NO
3AP,0-17,Oneida,"THE NEIGHBORHOOD CENTER, INC.",111,0,
2AP,0-17,Dutchess,County,275,15,
2AP,18+,Suffolk,County,4548,548,
3AP,18+,Broome,CATHOLIC CHARITIES OF BROOME COUNTY - DIOCESE,223,0,
2AP,18+,Staten Island,County,1579,250,
2AP,18+,Bronx,"UNITED BRONX PARENTS, INC.",29,2,
2AP,18+,Ulster,County,1073,127,
3AP,18+,Saratoga,"TRANSITIONAL SERVICES ASSOCIATION, INC.",62,0,NO
3AP,18+,Chemung,County,336,0,NO
2AP,18+,Queens,"LONG ISLAND CONSULTATION CENTER, INC.",111,10,
2AP,18+,Nassau,NORTHWELL HEALTH NETWORK,3190,387,
2AP,0-17,Westchester,County,1170,51,
2AP,0-17,Onondaga,County,526,21,
2AP,18+,Monroe,THE UNITY HOSPITAL OF ROCHESTER,655,45,
2AP,18+,Oneida,County,1721,157,
3AP,18+,Dutchess,WESTCHESTER MEDICAL CENTER,172,0,
2AP,18+,Oneida,County,1582,151,
2AP,18+,Putnam,County,272,33,
2AP,0-17,Brooklyn,County,871,25,NO
2AP,18+,Allegany,County,181,17,
2AP,0-17,Staten Island,County,103,5,
2AP,18+,Bronx,THE INSTITUTE FOR FAMILY HEALTH,112,10,
3AP,18+,Brooklyn,BETH ISRAEL MEDICAL CENTER,32,2,
2AP,0-17,Chemung,County,152,4,
3AP,18+,Onondaga,AIDS COMMUNITY RESOURCES AI,26,0,
2AP,18+,Dutchess,HUDSON RIVER HEALTHCARE INC,34,5,NO
2AP,18+,Westchester,County,9024,1237,
2AP,18+,Franklin,County,240,17,NO
2AP,18+,Albany,ST PETERS HOSPITAL ALBANY,275,18,NO
3AP,0-17,Brooklyn,"ODA PRIMARY HLTH CARE CTR,INC",22,0,NO
2AP,0-17,Clinton,County,97,4,
2AP,18+,Schuyler,County,60,1,
2AP,18+,Queens,County,10063,1321,
3AP,18+,Cattaraugus,County,413,2,
3AP,18+,Westchester,WIHD INC,512,13,
3AP,18+,Nassau,HEMPSTEAD COMMUNITY HC HEMPSTEAD,263,1,
3AP,18+,Washington,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,40,1,NO
3AP,0-17,Brooklyn,UNIVERSITY HOSP OF BROOKLYN,25,0,
2AP,18+,Cortland,CORTLAND COUNTY COMMUNITY SERVICES BOARD,63,8,
3AP,0-17,Ontario,County,37,0,NO
2AP,18+,Erie,KENMORE MERCY HOSPITAL,22,2,
3AP,0-17,Bronx,BRONX-LEBANON HOSPITAL CENTER,226,0,
2AP,0-17,Yates,County,41,1,
3AP,18+,Rensselaer,"EQUINOX, INC.",27,0,NO
2AP,18+,Cortland,FAMILY COUNSELING SERVICES OF CORTLAND CO.INC,87,5,
2AP,18+,Bronx,BRONX ADDICTION SVCS INTEGRATED CONCEPTS SYST,113,18,NO
3AP,18+,Chautauqua,County,948,6,
3AP,18+,Brooklyn,DIASPORA COMMUNITY SERVICES  AI,22,1,
2AP,18+,Hamilton,County,3,1,
2AP,18+,Cayuga,County,42,1,
3AP,0-17,Erie,COMM HLTH CTR BUFFALO INC,28,0,NO
3AP,0-17,Oswego,NORTHERN OSWEGO CNTY HLTH SVC,27,0,
2AP,0-17,Westchester,WESTCHESTER MEDICAL CENTER,89,3,
3AP,18+,Oswego,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",33,0,
2AP,18+,Madison,County,51,13,
2AP,18+,Nassau,HUDSON RIVER HEALTH CARE,437,73,
3AP,18+,Brooklyn,NEW YORK SERVICE NETWORK INC,55,0,NO
2AP,18+,Putnam,County,504,41,
2AP,18+,Ontario,SOLDIERS & SAILORS MEMORIAL HOSPITAL,29,4,NO
2AP,18+,Rensselaer,County,457,50,
2AP,0-17,Fulton,County,123,1,NO
3AP,18+,Manhattan,ISABELLA VISITING CARE INC TBI,25,0,
2AP,18+,Dutchess,WESTCHESTER COUNTY HEALTH CARE CORPORATION,404,50,
2AP,18+,Queens,County,2367,470,
3AP,18+,Lewis,County,57,0,
2AP,18+,Rockland,County,1045,182,
2AP,18+,Bronx,"ARGUS COMMUNITY, INC.",492,58,
3AP,18+,Brooklyn,BROOKLYN HOSPITAL CENTER,263,1,
2AP,18+,Schenectady,RIDGE HEALTH SERVICES INC,53,6,
3AP,0-17,Suffolk,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,62,0,
2AP,18+,Staten Island,County,1605,234,
3AP,18+,Brooklyn,COUNSELING SRV OF E D N Y INC,30,0,NO
2AP,18+,Nassau,"EAC, INC.",35,1,
2AP,18+,Manhattan,"UPPER MANHATTAN M H CENTER, INC. AKA THE EMMA",498,38,NO
3AP,18+,Schenectady,SCHENECTADY FAMILY HEALTH SER,225,0,
3AP,18+,Broome,ADDICTION CTR OF BROOME CNTY,26,0,NO
3AP,18+,Franklin,County,377,0,
3AP,18+,Manhattan,County,24802,89,
2AP,0-17,Washington,County,56,1,
2AP,18+,Orange,County,1505,195,
3AP,18+,Erie,"BRYLIN HOSPITALS, INC.",22,0,NO
3AP,18+,Oswego,"FARNHAM INC., DBA FARNHAM FAMILY SERVICES",22,0,
2AP,18+,Madison,County,299,32,
3AP,18+,Schoharie,COBLESKILL REGIONAL HOSPITAL,33,1,NO
2AP,18+,Brooklyn,NY COMMUNITY HOSP OF BROOKLYN,105,19,NO
2AP,0-17,Rensselaer,County,161,6,
2AP,0-17,Westchester,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,60,3,
3AP,18+,Cattaraugus,VALUE NETWORK IPA,73,0,
2AP,18+,Westchester,"UNITED BRONX PARENTS, INC.",261,22,
2AP,0-17,Suffolk,"PEDERSON-KRAG CENTER, INC.",80,7,NO
2AP,18+,Otsego,County,742,70,
2AP,0-17,Putnam,County,27,0,
2AP,18+,Orange,County,1427,178,
2AP,0-17,Queens,County,719,26,
2AP,18+,Manhattan,"BAILEY HOUSE, INC.",268,23,
2AP,0-17,Putnam,County,27,0,
3AP,18+,Queens,County,3519,15,
2AP,18+,Greene,County,260,18,
3AP,0-17,Washington,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,27,0,NO
3AP,0-17,Westchester,WESTCHESTER MEDICAL CENTER,119,0,NO
2AP,18+,Saint Lawrence,CANTON-POTSDAM HOSPITAL,51,2,NO
3AP,18+,Livingston,County,325,1,
2AP,18+,Jefferson,County,384,41,
2AP,18+,Cattaraugus,County,361,47,
3AP,18+,Tioga,TIOGA COUNTY DEPARTMENT OF MENTAL HYGIENE,42,0,
3AP,18+,Broome,CATHOLIC CHARITIES OF BROOME COUNTY - DIOCESE,74,0,
2AP,18+,Bronx,County,2039,313,
3AP,18+,Albany,OPEN DOOR FAMILY MEDICAL CENTER INC,85,1,NO
2AP,0-17,Ulster,THE INSTITUTE FOR FAMILY HEALTH,72,0,
3AP,18+,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,411,2,NO
3AP,18+,Dutchess,VASSAR BROTHERS MED CTR,204,0,
3AP,0-17,Wyoming,"ALLEGANY REHABILITATION ASSOCIATES, INC.",23,0,
2AP,18+,Schoharie,SCHOHARIE COUNTY COMMUNITY MENTAL HEALTH CTR,79,8,
2AP,18+,Queens,"THE CHILD CENTER OF NY, INC.",54,4,NO
3AP,0-17,Wayne,County,81,0,NO
2AP,18+,Clinton,CHAMPLAIN VALLEY PHYSICIANS HOSP MED CENTER,155,9,
3AP,18+,Nassau,"EPIC LONG ISLAND, INC.",29,0,
2AP,18+,Onondaga,CENTRAL NEW YORK HEALTH HOME NETWOR,56,1,NO
3AP,0-17,Monroe,ASTOR SERVICES FOR CHILDREN & FAMILIES,72,0,
3AP,0-17,Schuyler,County,16,0,
3AP,18+,Albany,ST. PETER'S HOSPITAL,449,2,
3AP,0-17,Niagara,County,173,0,NO
2AP,0-17,Tioga,County,17,0,
3AP,0-17,Rockland,County,139,0,
3AP,18+,Rockland,County,1067,4,
2AP,18+,Albany,OMH STATE PC NETWORK,697,152,YES
2AP,18+,Manhattan,"THE GUIDANCE CENTER OF BROOKLYN, INC.",88,4,NO
3AP,18+,Queens,"THE FLOATING HOSPITAL, INC.",88,0,
3AP,18+,Oswego,County,357,1,
2AP,18+,Westchester,"REHABILITATION SUPPORT SERVICES, INC.",28,6,NO
3AP,0-17,Manhattan,LITTLE FLOWER CHILDRENS SVCS,21,0,
3AP,0-17,Steuben,CHILDREN'S HEALTH HOME OF UPSTATE NEW YORK,73,0,
2AP,18+,Suffolk,"THE WAY BACK, INC.",31,10,YES
3AP,18+,Broome,OUR LADY OF LOURDES MEMORIAL HOSPITAL,76,0,NO
3AP,18+,Onondaga,HERITAGE ONE DAY SURGERY,60,0,
2AP,18+,Tioga,County,51,12,
3AP,18+,Erie,County,4,0,
3AP,18+,Manhattan,ASCLM DBA THE ALLIANCE FOR POSITIVE CHANGE,136,1,
2AP,0-17,Onondaga,County,618,11,
2AP,0-17,Nassau,THE COLLABORATIVE FOR CHILDREN AND,25,2,
3AP,18+,Sullivan,County,193,2,
3AP,0-17,Manhattan,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,93,0,
2AP,18+,Manhattan,"ST. MARK'S PLACE INSTITUTE FOR MENTAL HEALTH,",209,21,NO
2AP,18+,Monroe,CENTRAL NEW YORK BHCC,222,20,
2AP,18+,Columbia,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",68,8,
3AP,18+,Manhattan,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,62,0,NO
2AP,0-17,Livingston,County,64,0,NO
3AP,18+,Nassau,MERCY MEDICAL CENTER,274,2,NO
2AP,18+,Sullivan,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,254,28,
3AP,18+,Sullivan,County,1133,8,
2AP,18+,Wayne,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",36,3,NO
3AP,18+,Westchester,LAWRENCE HOSPITAL,52,0,NO
3AP,0-17,Suffolk,ST. CHARLES HOSPITAL CORP.,43,0,
2AP,18+,Queens,County,10364,1357,
3AP,18+,Niagara,"THE DALE ASSOCIATION, INC.",72,0,
3AP,18+,Manhattan,HIP-NEW YORK CITY,29,0,NO
3AP,18+,Schenectady,RIDGE HEALTH SERVICES INC,34,0,NO
3AP,18+,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",603,0,
2AP,18+,Queens,"QUEENS COUNTY NEUROPSYCHIATRIC INSTITUTE, INC",65,11,
2AP,18+,Onondaga,SYRACUSE ENDOSCOPY ASSOC LLC,22,4,NO
3AP,18+,Manhattan,"WESTON UNITED COMMUNITY RENEWAL, INC.",161,0,
2AP,0-17,Niagara,"NEW DIRECTIONS YOUTH & FAMILY SERVICES, INC.",39,1,
2AP,18+,Brooklyn,AHAVA MEDICAL AND REHAB CENTER LLC,330,60,
3AP,18+,Suffolk,"SKILLS UNLIMITED, INC.",76,0,
2AP,18+,Schoharie,County,27,6,
3AP,0-17,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",22,0,NO
3AP,0-17,Oswego,"OSWEGO HOSPITAL, INC.",38,0,NO
3AP,18+,Cortland,County,51,0,
2AP,0-17,Bronx,"URBAN HEALTH PLAN, INC.",90,4,
3AP,18+,Saint Lawrence,"GOUVERNEUR HOSPITAL, INC",67,0,NO
3AP,0-17,Albany,CHHUNY LLC,470,0,
3AP,18+,Chemung,County,539,1,
3AP,18+,Fulton,ST. MARY'S HEALTHCARE,22,0,
3AP,18+,Oneida,County,1473,5,
3AP,18+,Montgomery,County,271,1,NO
2AP,18+,Onondaga,County,2613,246,
2AP,18+,Rockland,County,1045,182,
3AP,18+,Brooklyn,MAIMONIDES MEDICAL CENTER,394,2,
2AP,18+,Warren,County,801,63,
3AP,18+,Niagara,FDR MEDICAL SERVICES PC,27,0,NO
2AP,0-17,Brooklyn,County,618,18,
3AP,18+,Westchester,HUDSON RIVER HEALTH CARE,4637,18,
2AP,0-17,Wyoming,County,36,1,
2AP,18+,Manhattan,NYC-HHC RENAISSANCE DIAGNOSTIC & TREATMENT CE,39,5,NO
2AP,0-17,Chemung,OMH STATE PC NETWORK,44,0,NO
3AP,18+,Rockland,County,988,7,NO
3AP,18+,Queens,"THE CHILD CENTER OF NY, INC.",58,0,
2AP,18+,Albany,MEDEX D & T CTR,73,5,NO
3AP,18+,Manhattan,"UPPER ROOM AIDS MINISTRY, INC: ADHC",124,1,
2AP,0-17,Erie,"MONSIGNOR CARR INSTITUTE, INC.",117,8,
2AP,0-17,Greene,County,62,4,
3AP,18+,Saratoga,SARATOGA COUNTY COMMUNITY SERVICES BOARD,55,1,
2AP,18+,Essex,County,131,14,
2AP,0-17,Chemung,ST. JOSEPH'S HOSPITAL,22,0,NO
2AP,18+,Manhattan,"CREATE,INC.",32,2,NO
2AP,18+,Brooklyn,"RESOURCE BEACON OF HOPE, LLC",26,0,
3AP,18+,Manhattan,OMH STATE PC NETWORK,392,0,NO
3AP,18+,Columbia,County,221,1,
2AP,18+,Rensselaer,SETON HEALTH SYSTEM,71,12,NO
2AP,0-17,Albany,CENTRAL NEW YORK BHCC,23,0,
3AP,18+,Schuyler,County,68,0,
2AP,18+,Chenango,County,162,12,
2AP,18+,Wayne,County,205,21,
3AP,18+,Madison,MADISON COUNTY COMMUNITY SERVICES BOARD,56,0,
2AP,0-17,Brooklyn,SCO FAMILY OF SERVICES,36,2,
2AP,18+,Onondaga,County,2534,249,
3AP,18+,Genesee,County,56,0,
2AP,18+,Ulster,County,994,116,
3AP,18+,Queens,AHRC HEALTH CARE INC,300,4,NO
3AP,18+,Delaware,County,121,0,
2AP,18+,Madison,County,301,20,
2AP,18+,Suffolk,"CONCERN FOR INDEPENDENT LIVING, INC.",28,5,
2AP,18+,Greene,County,270,20,
3AP,18+,Albany,ELMIRA PSYCHIATRIC CENTER,47,0,
3AP,18+,Fulton,ST. MARY'S HEALTHCARE,23,0,
2AP,18+,Steuben,County,380,40,
2AP,0-17,Bronx,BRONX-LEBANON HOSPITAL CENTER,255,6,NO
3AP,0-17,Orange,ORANGE COUNTY DEPARTMENT OF MENTAL HEALTH,54,0,
3AP,18+,Manhattan,County,25657,89,
2AP,18+,Albany,ASONE HEALTH CARE IPA,60,13,
2AP,0-17,Suffolk,ST. CHARLES HOSPITAL CORP.,35,6,NO
2AP,0-17,Washington,County,46,0,
2AP,18+,Brooklyn,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",37,4,
3AP,18+,Albany,County,6144,45,
3AP,18+,Westchester,ST. JOHN'S RIVERSIDE HOSPITAL,455,1,NO
3AP,18+,Brooklyn,ICL HEALTHCARE CHOICES INC,151,1,
2AP,0-17,Broome,"UNITED HEALTH SERVICES HOSPITALS, INC.",180,8,
3AP,0-17,Oneida,ST. ELIZABETH MEDICAL CENTER,44,0,NO
2AP,0-17,Erie,"GATEWAY-LONGVIEW, INC.",30,1,
2AP,0-17,Saratoga,County,299,5,
2AP,18+,Manhattan,County,25262,2645,
3AP,18+,Monroe,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",77,0,
3AP,18+,Nassau,"CHARLES EVANS CENTER, INC.",254,6,
2AP,18+,Suffolk,HANDS ACROSS LONG ISLAND,31,5,NO
2AP,18+,Albany,County,6102,975,
2AP,18+,Yates,County,93,4,
2AP,18+,Herkimer,County,332,28,NO
3AP,18+,Manhattan,HENRY STREET SETTLEMENT,88,0,
2AP,18+,Steuben,County,442,47,
3AP,0-17,Onondaga,SUNY HEALTH SCIENCE CENTER-UNIVERSITY HOSPITA,310,0,
3AP,0-17,Brooklyn,METRO COMMUNITY HEALTH CENTERS INC,36,0,
2AP,0-17,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,66,3,
2AP,18+,Orange,County,1505,197,
3AP,18+,Rockland,HUDSON VALLEY CARE COALITION,39,0,
2AP,18+,Allegany,County,1,0,
2AP,0-17,Steuben,County,112,6,
2AP,18+,Columbia,County,222,24,
2AP,18+,Fulton,County,278,28,
2AP,18+,Westchester,ROCKLAND PSYCHIATRIC CENTER,44,9,NO
3AP,18+,Westchester,MENTAL HLTH ASSOC  MH,55,0,NO
2AP,18+,Schenectady,County,1380,108,
3AP,18+,Ulster,COMMUNITY CARE MANAGEMENT PARTNERS,89,0,
2AP,18+,Erie,County,3697,365,NO
3AP,18+,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,113,2,
3AP,0-17,Albany,OFFICE MENTAL HEALTH MH,147,0,NO
3AP,0-17,Cattaraugus,County,104,0,
2AP,0-17,Montgomery,County,140,5,
3AP,18+,Monroe,HUTHER-DOYLE MEM INSTITUTE,58,0,NO
3AP,18+,Manhattan,LAFAYETTE MEDICAL APPROACH LLC,63,0,NO
2AP,18+,Dutchess,PUTNAM HOSPITAL CENTER,118,11,
2AP,18+,Westchester,WESTCHESTER MEDICAL CENTER,194,12,
2AP,18+,Orleans,County,102,8,
2AP,18+,Suffolk,"QUEENS COORDINATED CARE PARTNERS, LLC",29,0,
3AP,18+,Monroe,ST. JOSEPH'S HOSPITAL HEALTH CENTER,22,0,
2AP,18+,Queens,JAMAICA HOSPITAL MEDICAL CENTER,998,152,YES
2AP,18+,Manhattan,"CAMBA, INC.",21,3,
2AP,18+,Niagara,County,1368,99,
3AP,18+,Fulton,FULTON CNTY COMMUNITY SVC BD,51,0,NO
2AP,18+,Queens,"SAFE SPACE NYC, INC.",23,1,NO
3AP,18+,Queens,NYC-HHC QUEENS HOSPITAL CENTER,904,9,
3AP,18+,Westchester,NEW YORK PRESBYTERIAN HOSPITAL,219,1,NO
3AP,18+,Washington,County,113,0,
3AP,18+,Nassau,NORTH SHORE UNIVERSITY HOSPITAL AT GLEN COVE,64,0,NO
3AP,0-17,Region,Region,2026,0,
2AP,0-17,Brooklyn,ASONE HEALTH CARE IPA,41,2,
2AP,18+,Manhattan,County,25618,2660,
2AP,18+,Albany,County,6102,975,
2AP,18+,Warren,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",66,12,
2AP,18+,Bronx,"COMUNILIFE, INC.",39,1,NO
3AP,0-17,Genesee,GENESEE COUNTY MENTAL HEALTH SERVICES,22,0,
3AP,18+,Madison,ONEIDA HEALTHCARE CENTER,32,0,NO
2AP,18+,Saint Lawrence,County,302,14,NO
2AP,18+,Orleans,County,105,12,
2AP,0-17,Onondaga,CROUSE HOSPITAL,32,1,
2AP,18+,Ulster,County,961,104,
3AP,0-17,Westchester,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,92,1,NO
2AP,18+,Ontario,County,665,65,
2AP,18+,Hamilton,County,5,1,
