Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2013,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,172428.12
2015,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,27120.5
2002,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,500.0
2000,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,13189.13
2004,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,62459.65
2000,G,Grad,3-SUNY SO,age 22 - 25,Financial_Independent,450.0
2006,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,3500.0
2011,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,500.0
2006,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,38116.5
2005,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,500.0
2009,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4700050.01
2019,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,3195.11
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1250.0
2001,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Dependent,6954.0
2008,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,23143.33
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2666.7
2005,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,18054.0
2013,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,250.0
2003,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,5516.0
2018,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,2838.0
2008,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,2250.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,4856.5
2013,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,37300.0
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1250.0
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,8625.0
2000,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,32406.25
2009,U,2 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,956.0
2015,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,1238.5
2005,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,1763.0
2012,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,14726.0
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,37456.16
2005,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,500.0
2016,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,17927.5
2001,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,11351.5
2015,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,7750.0
2010,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,6000.0
2003,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,3041.67
2016,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,1462.5
2015,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,1242.0
2005,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,79087.5
2019,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,2116.1
2004,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,3155.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,212.5
2005,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,10470.88
2004,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,49837.25
2000,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,53656.75
2011,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1610.0
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,4025.0
2006,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,22186.5
2005,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,301.0
2014,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,2625.0
2002,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1000.0
2018,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,3025.0
2011,U,2 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,264.75
2001,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1912.5
2010,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,401.0
2012,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1250.0
2016,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,34916.24
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,255.5
2004,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,2922.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,41928.96
2001,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2927.0
2007,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,27953.01
2004,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Dependent,1737.5
2016,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,780.0
2001,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2649.0
2008,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1275.0
2011,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,197233.06
2016,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,5065.0
2004,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1718.0
2015,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,2425.5
2007,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,10425.0
2006,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,8420.5
2006,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,713.5
2019,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,2824.44
2007,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,250.0
2010,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,3027.5
2013,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2014.0
2000,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,212.5
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,2784.5
2012,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,6477.0
2019,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,1117.16
2010,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,500.5
2013,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,100610.0
2015,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2271.0
2000,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,850.0
2002,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,3858.0
2001,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,896.0
2006,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,3915.75
2000,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,141.67
2009,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,666.68
2010,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,6207.59
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,9569.85
2014,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,7035.5
2001,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,3019.0
2005,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,3732637.97
2004,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,1583.34
2004,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1542.0
2001,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1229.75
2011,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,3603.0
2012,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,2250.0
2011,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2000.0
2003,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,4750.0
2006,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,1666310.5
2019,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,3254417.42
2000,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,6682.5
2008,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,854.2
2009,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,7311.0
2009,U,5 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,7143.0
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,6012.5
2003,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,4025.0
2013,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,688.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,67717.75
2009,U,4 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,477.0
2016,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,500.0
2004,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,1250.0
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,318.5
2017,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,23904.34
2008,G,Grad,3-SUNY SO,age 22 - 25,Financial_Dependent,51562.41
2006,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,1738.5
2005,G,Grad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,150.0
2012,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,250.0
2018,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,603.0
2010,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,2523.0
2000,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,3104.85
2002,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,32346.5
2012,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,1462.5
2014,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,260381.63
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,9850.0
2011,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,4610.0
2012,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,13512.5
2002,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,6100.0
2011,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,500.0
2013,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,17170.5
2005,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2715443.55
2013,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,4365.5
2011,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,7875.0
2013,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,232524.5
2018,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,6220.0
2002,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,500.0
2011,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,7272.0
2006,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,140930.0
2000,U,5 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,3059.37
2004,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,6950.0
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,11925.0
2006,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,11427.0
2019,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1524.1
2017,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,3550.5
2003,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1250.0
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,3598.5
2004,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,458.35
2015,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,42344.5
2008,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1512.5
2014,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,1000.0
2004,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,264223.5
2011,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,142266.5
2008,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,13467.5
2017,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,847192.61
2017,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,4339.0
2013,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2002,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,1458.36
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1692.0
2005,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,4025.0
2006,U,4 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,500.01
2016,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,7000.0
2003,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,59365.71
2008,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1000.0
2005,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,500.0
2014,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,18170.0
2016,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,36044.12
2010,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2943.75
2015,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,60252.25
2019,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Independent,5687.09
2007,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,798.0
2009,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,250.0
2001,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,425.0
2003,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,750.0
2016,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,6335.0
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,42523.25
2001,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,1787.5
2006,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,32391.5
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,180674.07
2003,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,2583.35
2003,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,8050.0
2007,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,750.0
2012,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,16171.0
2016,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,15750.0
2018,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,590455.5
2005,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,872.5
2013,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,19158.5
2018,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,60063.75
2004,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,3566.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,80417.5
2008,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,27158.0
2007,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,2062.5
2007,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,3500.0
2013,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,4193.25
2010,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,826.0
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,1451.5
2011,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,10587.5
2009,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,500.0
2002,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,4375.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,500.0
2006,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,2194.0
2005,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,250.0
2012,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,1270.5
2017,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3025.0
2015,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Dependent,500.0
2015,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,69839.5
2001,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,5774.75
2018,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,3025.0
2015,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,2407.0
2004,G,Grad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,75.0
2000,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,8043.75
2014,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,13360.0
2017,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,7143.0
2001,G,Grad,3-SUNY SO,under age 22,Financial_Dependent,1924.99
2018,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,2925.0
2004,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,7519.0
2008,G,Grad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,2812.5
2009,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,19898.5
2003,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,4150.0
2012,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,2417.0
2019,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,1311198.29
2006,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,6137.5
2014,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,69641.15
2009,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1000.0
2015,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,297401.27
2013,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,25078.5
2005,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,750.0
2019,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,1099.13
2004,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,17739.25
2015,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,756.5
2010,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,37008.5
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,30840.5
2018,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,10625.0
2005,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,10644.51
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,38804.01
2002,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,250.0
2011,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,20827.0
2015,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,400571.09
2016,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1000.0
2009,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,2250.0
2012,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,23642.0
2015,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,6004.0
2005,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2875.0
2007,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,625.0
2019,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,527.66
2005,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,20275.0
2015,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,95715.5
2010,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,712.5
2009,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,9996.0
2001,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,254475.75
2018,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,17865.66
2002,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,1771.0
2014,U,4 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,1232.0
2010,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,7879.0
2002,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,1135.0
2018,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,70126.83
