Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,15/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107382,462.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107385,496.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107391,620.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107387,682.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107390,1313.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107386,5606.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107388,5952.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/03/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M107569,18793.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/03/2011,Other Stationery & General Supplies,Finance Directorate,Banner  Business Supplies Ltd,22996268,861.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/03/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49528,21.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,29/03/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49660,148.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/03/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,49588,184.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/03/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49541,140.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/03/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49501,13.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49624,15.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/03/2011,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,247C35070,9.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/03/2011,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,521C15677,424.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/03/2011,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,521C15678,1469.21,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/03/2011,Travel and subsistence UK,Chief Executive's Office,BJE & M Baldwin,INT300311,85.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49424,52.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Computer hardware and software,Copyright and IP Enforcement Directorate,BOM Group Ltd,SIN014582,5017.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/03/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49576,181.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,VP02239170M11001,10194.28,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2011,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,VP02239170M10901,17994.91,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/03/2011,Entertainment,Chief Executive's Office,British Embasy,VISIT TO BEIJING,106.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/03/2011,Travel and subsistence Overseas,Chief Executive's Office,British Embasy,VISIT TO BEIJING,1285.52,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2011,Overseas Patent Specifications,Patents Directorate,British Library,139641275,536.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2011,Overseas Patent Specifications,Patents Directorate,British Library,139641276,5484.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/03/2011,Training,Business Support Directorate,British Red Cross,C412163,-165.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/03/2011,Training,Business Support Directorate,British Red Cross,N684808,198.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Research Projects,Innovation Directorate,Brunel University,FI141254,31940.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,49551,15.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49426,112.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/03/2011,IT Contractors,Business Support Directorate,Bunnyfoot Ltd,1642,5400.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/03/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49634,24.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/03/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49632,4.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Research Projects,Innovation Directorate,Burns Owens Partnership Ltd,05/1188,4188.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/03/2011,Research Projects,Innovation Directorate,Burns Owens Partnership Ltd,05/1200,8376.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/03/2011,Training,Business Support Directorate,Business in the  Community,SIN035949,4200.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Innovation Directorate,Business Language Services Ltd,10441,44.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10441,44.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Patents Directorate,Business Language Services Ltd,10441,44.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Patents Directorate,Business Language Services Ltd,10441,44.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Patents Directorate,Business Language Services Ltd,10441,44.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10441,44.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Innovation Directorate,Business Language Services Ltd,10492,47.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10492,47.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Patents Directorate,Business Language Services Ltd,10492,47.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Patents Directorate,Business Language Services Ltd,10492,47.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Patents Directorate,Business Language Services Ltd,10492,47.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10492,47.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Patents Directorate,Business Language Services Ltd,10492,80.92,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10441,89.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10441,89.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10441,89.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10441,90.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10441,94.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10492,95.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10492,95.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10492,95.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Business Support Directorate,Business Language Services Ltd,10492,95.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10492,98.17,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Patents Directorate,Business Language Services Ltd,10441,143.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,Patents Directorate,Business Language Services Ltd,10441,178.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Training,International Policy Directorate,Business Language Services Ltd,10441,180.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,Patents Directorate,Business Language Services Ltd,10492,191.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Training,International Policy Directorate,Business Language Services Ltd,10492,320.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/03/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49427,153.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/03/2011,Payroll Costs,Business Support Directorate,Buying Solutions,SINMIS3842,1315.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/03/2011,Int Co-operation,International Policy Directorate,Personal expenses name witheld,49676,56.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/03/2011,Int Co-operation,International Policy Directorate,C Reid,49677,767.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/03/2011,Travel and subsistence UK,Innovation Directorate,C Waelde,49487,121.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,ERNIC,International Policy Directorate,Cabinet Office,250002961,229.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,ERNIC,International Policy Directorate,Cabinet Office,250002962,374.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,ERNIC,International Policy Directorate,Cabinet Office,250002963,374.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,ERNIC,International Policy Directorate,Cabinet Office,250002964,374.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/03/2011,Corp Membership,Business Support Directorate,Cabinet Office,250002889,420.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Superannuation,International Policy Directorate,Cabinet Office,250002961,566.98,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Superannuation,International Policy Directorate,Cabinet Office,250002962,925.07,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Superannuation,International Policy Directorate,Cabinet Office,250002963,925.07,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Superannuation,International Policy Directorate,Cabinet Office,250002964,925.07,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Salaries,International Policy Directorate,Cabinet Office,250002961,2600.81,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Salaries,International Policy Directorate,Cabinet Office,250002962,4243.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Salaries,International Policy Directorate,Cabinet Office,250002963,4243.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/03/2011,Salaries,International Policy Directorate,Cabinet Office,250002964,4243.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/03/2011,Telephone Rentals and Call Charges,Business Support Directorate,Cable & Wireless,7.80E+11,-12.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/03/2011,Telephone Rentals and Call Charges,Business Support Directorate,Cable & Wireless,10061228,12.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/03/2011,Entertainment,Patents Directorate,Caffe Gusto Catering Services,585,279.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/03/2011,Research Projects,Innovation Directorate,Cambridge Intellectual Property Ltd,234-11,15900.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/03/2011,Research Projects,Innovation Directorate,Cambridge Intellectual Property Ltd,242-11,15900.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,30/03/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49667,492.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/03/2011,IT Contractors,Business Support Directorate,Capgemini UK Plc,2.60E+13,13113.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/03/2011,Mainframe System Charges,Business Support Directorate,Capgemini UK Plc,2.60E+13,119575.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/03/2011,Treasury Solicitors,Business Support Directorate,Capital Law LLP,20015727,109.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/03/2011,Treasury Solicitors,Business Support Directorate,Capital Law LLP,20015681,630.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/03/2011,Treasury Solicitors,Business Support Directorate,Capital Law LLP,20015868,3730.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,918560,-82.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,894577,-56.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,918563,-32.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,905135,-20.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,902221,-2.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,902222,-2.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,903062,-2.77,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence Overseas,Patents Directorate,Carlson Wagonlit,4597987A,10.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892779,14.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892730,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892731,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892768,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892769,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892770,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892771,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892775,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892777,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892778,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,908815,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,915447,17.91,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4601690,20.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892721,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892722,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892723,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892786,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892789,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,892790,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence Overseas,Patents Directorate,Carlson Wagonlit,4596757,34.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,916776,35.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,906592,37.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence Overseas,Patents Directorate,Carlson Wagonlit,4597986,39.02,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,915446,43.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,896464,44.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,905450,45.71,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/03/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,902604,47.72,Not known
