OpenedDate,OpenedYear,PracticeCode,PracticeName,BusinessCategory,BusinessName,BusinessCity,BusinessState,BusinessZip
12/23/2019,2019,26,Advertising,Retail Sales,Pawn X-Change / Cash America,Fort Worth,TX,76102    
03/02/2016,2016,405,Credit Reporting Error,Commercial Banking,Bank of America NA,Newark,DE,19713    
03/28/2017,2017,444,Foreclosure Issue,Mortgage Lending,"Financial Freedom, a division of CIT Bank",Austin,TX,78708    
06/09/2013,2013,316,Billing Issues,Health Care,,Gig Harbor,WA,98335    
03/07/2019,2019,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
11/24/2015,2015,58,Telemarketing,Telemarketing, Unknown,,  ,         
02/04/2019,2019,999,Other/Miscellaneous,"Admin. & support services (office admin., faciliti",,Phoenix,AZ,85029    
03/20/2020,2020,316,Billing Issues,Health Care,SeaMar Community Health Centers,Federal Way,WA,98003    
03/20/2018,2018,999,Other/Miscellaneous,"Admin. & support services (office admin., faciliti",,Spokane,WA,99201    
08/13/2020,2020,104,Non-Fulfillment,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
07/05/2018,2018,999,Other/Miscellaneous,Telecommunications,Frontier Communications,Everett,WA,98201    
01/24/2019,2019,316,Billing Issues,Auto Sales,,Burlington,WA,98233    
01/22/2021,2021,999,Other/Miscellaneous,Health Care,Multicare Health Systems,Tacoma,WA,98415    
07/27/2017,2017,410,Discrimination,"Colleges, Universities & Professional Schools",University of Washington,Seattle,WA,98195    
02/08/2013,2013,301,Failure To Deliver/Perform,Retail Sales,,Los Angleles,CA,         
06/17/2019,2019,203,Internet & Mobile device based transaction,Electronic Shopping,,San Francisco,CA,94111    
03/21/2016,2016,104,Non-Fulfillment,Telecommunications,Ziply Fiber fka Frontier Communications,Everett,WA,98201    
12/14/2018,2018,17,Imposter scam,Unclassified Establishments,Filing Labor Compliance Department,Spring,TX,77389    
05/14/2013,2013,25,Refund Policies,Educational Services,City University of Seattle,Seattle,WA,98121    
05/18/2021,2021,7,Warranty,Retail Sales,Autel Robotics,Bothell,WA,98021    
08/04/2017,2017,25,Refund Policies,Broadband Providers,Comcast,Fife,WA,98424    
06/01/2015,2015,316,Billing Issues,Mortgage Lending,,New York,NY,10286    
08/10/2016,2016,999,Other/Miscellaneous,Unclassified Establishments,,Reston,VA,20191    
10/26/2020,2020,7,Warranty,"Electronic Equip., Appliance & Component Mfg'ring ",General Electric/GE,Louisville,KY,40225    
10/21/2020,2020,999,Other/Miscellaneous,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
03/11/2016,2016,444,Foreclosure Issue,Mortgage Lending,Capital One Services,Richmond,VA,23285-5870
12/12/2017,2017,403,Collection Activity (Fraudulent or mistaken ID),Financing,Vantiv Holding LLC,Symmes Township,OH,45249    
07/15/2019,2019,303,Questionable Quality Product/Service,Health and Diet Clubs,LA Fitness/Fitness International,Irvine,CA,92612    
12/12/2014,2014,59,Automatic Dialing,ADAD,Medical Alert / Medic Alert,,  ,         
01/05/2016,2016,303,Questionable Quality Product/Service,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
03/02/2020,2020,316,Billing Issues,Health Care,EvergreenHealth,Kirkland,WA,98034-3098
03/26/2020,2020,999,Other/Miscellaneous,Auto Sales,Michael's Toyota,Bellevue,WA,98007    
03/10/2015,2015,320,Unsatisfactory Repair/Service,Casinos,Northern Quest Casino,Airway Heights,WA,99001    
06/03/2019,2019,316,Billing Issues,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
01/18/2018,2018,627,Privacy Issues,Commercial Banking,Bank of America NA,Newark,DE,19713    
08/19/2020,2020,998,Governement agency complaint,Government Agencies,United States Postal Service,Washington,DC,20260    
06/14/2019,2019,999,Other/Miscellaneous,Broadband Providers,Frontier Communications,Everett,WA,98201    
02/22/2018,2018,999,Other/Miscellaneous,Government Agencies,Washington State Department of Social and Health Services,Olympia,WA,98504-4513
01/08/2016,2016,203,Internet & Mobile device based transaction,Electronic Shopping,,,  ,         
05/13/2014,2014,10,Pyramid Schemes,Pyramid Scheme (Chain distributorship scheme),Trend Sound Promoter / AMG Corporation,Bellevue,WA,98004    
07/27/2018,2018,203,Internet & Mobile device based transaction,Mortgage Lending,Bank of America NA,Newark,DE,19713    
04/15/2014,2014,104,Non-Fulfillment,"Electronic Equip., Appliance & Component Mfg'ring ",Sony Electronics,Ft Myers,FL,33913    
09/24/2020,2020,516,Failure To Provide Title/Registration,Auto Sales,Carvana,Tempe,AZ,85281    
02/09/2016,2016,404,Collection Practices,Collections,SB&C/Skagit Bonded Collectors,Mount Vernon,WA,98273-0519
11/10/2014,2014,100,Misrepresentation of Terms,Broadband Providers,Dish Network,Littleton,CO,80120    
06/07/2017,2017,203,Internet & Mobile device based transaction,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
12/06/2019,2019,999,Other/Miscellaneous,Financial Planning,,Bowling Green,KY,42103    
10/23/2020,2020,303,Questionable Quality Product/Service,"Admin. & support services (office admin., faciliti",Vital Records Direct SL dba VitalrecordsCertificates.com/Your Vital Records,"Barcelona, Spain",  ,08005    
12/19/2017,2017,316,Billing Issues,"Electric Power Generation, Transmission & Distribu",Puget Sound Energy,Bellevue,WA,98009-9269
01/21/2014,2014,999,Other/Miscellaneous,Restaurants and Bars,,Rochester,WA,98579    
09/03/2020,2020,999,Other/Miscellaneous,Retail Sales,Best Buy,Minneapolis,MN,55440    
03/23/2015,2015,404,Collection Practices,Collections,,,WA,         
06/18/2020,2020,320,Unsatisfactory Repair/Service,Electronic & Precision Equip. Repair & Maintenance,,Granite Falls,WA,98252    
09/23/2019,2019,999,Other/Miscellaneous,Broadband Providers,DIRECTV,Dallas,TX,75202    
02/06/2013,2013,22,Failure To Adjust/Refund,Retail Sales,Best Buy,Minneapolis,MN,55440    
02/02/2016,2016,316,Billing Issues,Retail Sales,Sears Holdings Management Corporation,Hoffman Estates,IL,60179-0001
09/13/2017,2017,25,Refund Policies,"Motorcycle, bicycle, & parts Manufacturing",,Norwalk,CA,90650    
07/10/2018,2018,999,Other/Miscellaneous,Amusement & Recreational Industries,,Beaverton,OR,97007    
03/19/2021,2021,621,Eviction Issues,Residential Landlord,,Ellensburg,WA,98926    
12/12/2017,2017,999,Other/Miscellaneous,Financing,Vantiv Holding LLC,Symmes Township,OH,45249    
11/30/2020,2020,61,Phishing,Unclassified Establishments, Unknown,,  ,         
04/18/2018,2018,203,Internet & Mobile device based transaction,Telecommunications,Vonage,Homdel,NJ,07733    
01/17/2018,2018,202,Unsolicited Fax,Books/Magazines & Directory Publishers,Yellow Marketing ,Frankfurt am Main Germany 60528,  ,         
05/05/2016,2016,999,Other/Miscellaneous,Credit Reporting & Related Activities,Experian Credit Reporting,Allen,TX,75013-1240
06/04/2018,2018,203,Internet & Mobile device based transaction,Books/Magazines & Directory Publishers,,,  ,         
04/09/2021,2021,999,Other/Miscellaneous,Health and Diet Clubs,Canterwood Golf and Country Club,Gig Harbor,WA,98332    
08/08/2016,2016,22,Failure To Adjust/Refund,Books/Magazines & Directory Publishers,,New York,NY,10001    
08/07/2019,2019,320,Unsatisfactory Repair/Service,Contractors,,Lakewood,CO,80235    
04/23/2014,2014,301,Failure To Deliver/Perform,Travel,Cure Company DBA Timeshare Cure,Torrence,CA,90504    
06/18/2018,2018,412,Alleged criminal activity,Janitorial Services,,Vancouver,WA,98685    
11/26/2019,2019,316,Billing Issues,Lessors of Miniwarehouse & Self-Storage Units,Public Storage,Glendale,CA,91201    
09/16/2019,2019,301,Failure To Deliver/Perform,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
04/19/2017,2017,104,Non-Fulfillment,Software Publishers,Intuit Inc/Intuit Software/Turbo Tax/PayCycle,Tucson,AZ,85726    
04/07/2017,2017,316,Billing Issues,Electronic Shopping,Fingerhut Customer Card Services,St Cloud,MN,56303    
01/29/2014,2014,13,Misrepresentation of product or service,Unclassified Establishments,Labor Standards Compliance Office,,CA,         
07/05/2018,2018,18,Service Representation,Contractors,,Redmond,WA,98052    
02/21/2019,2019,316,Billing Issues,Contractors,Preferred Electric,Republic,WA,99166    
10/05/2018,2018,59,Automatic Dialing,Unclassified Establishments, Unknown,,  ,         
01/03/2017,2017,22,Failure To Adjust/Refund,Auto Sales,,Gig Harbor,WA,98335    
06/01/2018,2018,320,Unsatisfactory Repair/Service,Automobile Manufacturing,General Motors,Detroit,MI,48232-5173
10/05/2020,2020,60,Unauthorized Debit,Credit Card Issuers,Republic Bank & Trust Company,Louisville,KY,40202    
08/02/2016,2016,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
11/28/2017,2017,999,Other/Miscellaneous,Broadband Providers,Comcast,Fife,WA,98424    
02/04/2019,2019,25,Refund Policies,Internet Search Engines,Google Incorporated,Mountain View,CA,94043    
01/17/2017,2017,999,Other/Miscellaneous,Auto Repair,Woody's 4x4,Vancouver,WA,98661    
10/30/2015,2015,404,Collection Practices,Consumer Lending & Transfer Agents,Cash Advance Inc - Hayward,,CA,         
03/27/2018,2018,316,Billing Issues,Credit Card Issuers,Chase Bankcard Services Inc,Elgin,IL,60123    
06/30/2014,2014,404,Collection Practices,Collections,Allied Interstate,Minneapolis,MN,55441-4676
11/10/2014,2014,316,Billing Issues,Retail Sales,Walmart,Bentonville,AR,72716    
01/28/2019,2019,303,Questionable Quality Product/Service,Mortgage Lending,Wells Fargo CRA Risk Management,Charlotte,NC,28256-0947
07/10/2019,2019,104,Non-Fulfillment,"Electronic Equip., Appliance & Component Mfg'ring ",General Electric/GE,Louisville,KY,40225    
06/21/2016,2016,212,Spyware / Malware,Computer & office machine system repair & maintena,iYogi,New York,NY,10013    
11/13/2020,2020,999,Other/Miscellaneous,Phishing,,,WA,         
11/02/2016,2016,550,International/Cross Border,"Admin. & support services (office admin., faciliti",,Vancouver BC V6C 2T5,  ,         
02/13/2020,2020,13,Misrepresentation of product or service,Broadband Providers,Advanced Stream Broadband,Tacoma,WA,98406    
03/20/2019,2019,303,Questionable Quality Product/Service,Security Systems (including locksmiths),Alliance Security,Providence,RI,02903-4177
03/18/2021,2021,999,Other/Miscellaneous,Financing,Stripe.com,San Francisco,CA,94110-2043
02/09/2015,2015,320,Unsatisfactory Repair/Service,"Title Companies, Real Estate",,Lacey ,WA,98503    
03/19/2020,2020,997,Employment Issue,Employment Placement Agencies,,Renton,WA,98057    
09/30/2019,2019,30,Data Breach,Rental & leasing services,Expedia,Seattle,WA,98119    
02/04/2020,2020,203,Internet & Mobile device based transaction,Travel,JustFly.com,Bellevue,WA,98005    
09/29/2020,2020,999,Other/Miscellaneous,Tech Support Scam,,Kailua Kona,HI,96740    
06/26/2019,2019,999,Other/Miscellaneous,Collections,,Firenze Italy,  ,50127    
05/20/2016,2016,2,Charitable Solicitation Issue,Charities,Washington State Patrol Troopers Association,Olympia,WA,98501    
09/04/2019,2019,104,Non-Fulfillment,Security Systems (including locksmiths),Northstar Alarm Services,Orem,UT,84097    
04/18/2017,2017,206,Right To Cancel,Broadband Providers,Comcast,Fife,WA,98424    
08/09/2018,2018,301,Failure To Deliver/Perform,Contractors,,Bremerton,WA,98310    
02/12/2016,2016,100,Misrepresentation of Terms,Telecommunications,Sprint Executive Services,Irving,TX,75016    
03/25/2016,2016,13,Misrepresentation of product or service,Broadband Providers,Dish Network,Littleton,CO,80120    
09/04/2020,2020,999,Other/Miscellaneous,Electronic Shopping,Amazon.com,Seattle,WA,98108-1226
02/27/2015,2015,320,Unsatisfactory Repair/Service,Financing,Expect Payment Solutions,Vancouver,WA,98682    
01/10/2014,2014,316,Billing Issues,Insurance,Progressive Insurance,Bothell,WA,98011-8242
04/12/2019,2019,999,Other/Miscellaneous,Electronic Shopping,Sinemia Inc,Los Angeles,CA,90038-2321
03/03/2020,2020,638,Utilities,MHU Use Only - MH landlord,Heather Hills Mobile Home Park,Irvine,CA,92614    
10/09/2020,2020,22,Failure To Adjust/Refund,Securities,,Weehawken,NJ,07086    
01/23/2017,2017,600,Application screening,"Admin. & support services (office admin., faciliti",,Campbell,CA,95008    
10/07/2020,2020,320,Unsatisfactory Repair/Service,Retail Sales,Home Depot,Atlanta,GA,30339    
01/14/2014,2014,316,Billing Issues,Collections,Performant Recovery fka DCS Inc,Pleasanton,CA,94566    
06/14/2013,2013,444,Foreclosure Issue,Mortgage Lending,Chase Mortgage Banking Executive Office,Columbus,OH,43219    
02/26/2018,2018,316,Billing Issues,Telecommunications,,Phoenix,AZ,85027    
12/13/2019,2019,316,Billing Issues,Telecommunications,CenturyLink,Spokane,WA,99208    
08/28/2018,2018,320,Unsatisfactory Repair/Service,Auto Repair,Kent Auto Repair,Kent,WA,98042    
04/10/2020,2020,62,Price Gouging,Electronic Shopping,,San Antonio,TX,78205    
10/23/2020,2020,203,Internet & Mobile device based transaction,Advance Fee Fraud,Unknown - Advance Fee Fraud,,  ,         
06/19/2017,2017,999,Other/Miscellaneous,Landscaping Services,Trinidad Lavender Farms,Quincy,WA,98848    
08/24/2020,2020,203,Internet & Mobile device based transaction,Broadband Providers,Comcast,Fife,WA,98424    
10/23/2019,2019,301,Failure To Deliver/Perform,Broadband Providers,DIRECTV,Dallas,TX,75202    
02/09/2017,2017,58,Telemarketing,Unclassified Establishments, Unknown,,  ,         
06/11/2014,2014,20,Negative Option,Commercial Banking,Citibank Presidential Communications,Sioux Falls,SD,57117    
08/14/2019,2019,222,Advance Fee Fraud,Commercial Banking,China Merchants Bank,Atlanta,GA,         
10/05/2020,2020,17,Imposter scam,Commercial Banking,,,NY,         
07/18/2016,2016,301,Failure To Deliver/Perform,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
08/06/2013,2013,999,Other/Miscellaneous,"Admin. & support services (office admin., faciliti",,Los Angeles,CA,90034    
03/27/2018,2018,303,Questionable Quality Product/Service,Auto Sales,,Longview,WA,98632    
12/12/2014,2014,404,Collection Practices,Collections,PHEAA American Education Services/AES,Harrisburg,PA,17105-2461
05/09/2018,2018,999,Other/Miscellaneous,Government Agencies,Washington Corrections Center,Shelton,WA,98584    
09/24/2018,2018,999,Other/Miscellaneous,Unclassified Establishments, Unknown,,  ,         
07/25/2018,2018,999,Other/Miscellaneous,Mortgage Lending,Carrington Mortgage Holdings,Anaheim,CA,92806    
04/28/2020,2020,61,Phishing,Unclassified Establishments, Unknown,,  ,         
10/20/2015,2015,61,Phishing,Phishing,Unknown - IRS Phishing,,  ,         
04/29/2014,2014,317,Charge Above Estimate,Contractors,Northwest Electrical Service & HVAC LLC,Spanaway,WA,98387    
03/14/2019,2019,406,Servicemembers Civil Relief Act (SCRA),Collections,,Fort Mill,SC,29708    
04/06/2021,2021,403,Collection Activity (Fraudulent or mistaken ID),Collections,Cedars Business Services LLC,Calabasas,CA,91302-3465
07/02/2020,2020,999,Other/Miscellaneous,Government Agencies,Washington State Employment Security Department,Olympia,WA,98507    
05/30/2014,2014,320,Unsatisfactory Repair/Service,Contractors,Eylander Electric,Everett,WA,98201    
03/01/2019,2019,410,Discrimination,Government Agencies,,Seattle,WA,98104-1627
06/13/2014,2014,22,Failure To Adjust/Refund,Personal Care Services,EM Fine Art Gallery,,WA,         
04/03/2019,2019,203,Internet & Mobile device based transaction,"Business, professional, labor, political & other organizations including PACs",The Freedom Foundation/OptOutToday.com,Olympia,WA,98507    
10/26/2018,2018,203,Internet & Mobile device based transaction,Advance Fee Fraud,,Inglewood,CA,         
07/31/2014,2014,316,Billing Issues,Legal Services,McCormack Intellectual Property Law,Seattle,WA,98109    
07/24/2017,2017,999,Other/Miscellaneous,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
07/10/2020,2020,22,Failure To Adjust/Refund,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
07/06/2018,2018,300,Excessive Price or Charge,Contractors,Harts Services,Tacoma,WA,98445    
03/20/2015,2015,22,Failure To Adjust/Refund,Telecommunications,T-Mobile,Albuquerque,NM,87176    
05/03/2021,2021,999,Other/Miscellaneous,Auto Sales,Car Trek II,Puyallup,WA,98371    
07/12/2018,2018,318,Charge:Service Not Performed/Product not delivered,Moving Companies,Bekins Northwest - Mountlake Terrace,Mountlake Terrace,WA,98043    
08/01/2019,2019,104,Non-Fulfillment,Auto Sales,Carmax,Richmond,VA,23238    
06/26/2019,2019,301,Failure To Deliver/Perform,Auto Repair,Affordable Transmissions,Tacoma,WA,98409    
05/12/2021,2021,22,Failure To Adjust/Refund,Electronic Shopping,,Renton,WA,98056    
04/16/2021,2021,203,Internet & Mobile device based transaction,Securities,Robinhood Financial LLC,Menlo Park,CA,94025    
06/10/2019,2019,316,Billing Issues,Rental & leasing services,U-Haul,Phoenix,AZ,85004    
02/22/2019,2019,303,Questionable Quality Product/Service,Bail handling,,Spokane,WA,99201    
03/24/2020,2020,999,Other/Miscellaneous,"Promoters of performing arts, sports & similar eve",Brown Paper Tickets,Seattle,WA,98109    
09/15/2017,2017,30,Data Breach,Credit Reporting & Related Activities,Equifax Office of Consumer Affairs,Atlanta,GA,30348    
02/12/2021,2021,301,Failure To Deliver/Perform,Contractors,Mountain Terrace Builders,Yelm,WA,98597    
12/18/2018,2018,203,Internet & Mobile device based transaction,"Electronic Equip., Appliance & Component Mfg'ring ",Comhear,San Diego,CA,92121    
05/21/2020,2020,999,Other/Miscellaneous,Auto Sales,Kiro Motors,Lakewood,WA,98498    
12/08/2014,2014,316,Billing Issues,Credit Card Issuers,Capital One Services,Richmond,VA,23285-5870
08/19/2020,2020,16,Identity Theft,Security Systems (including locksmiths),,Greensboro,NC,27410    
08/23/2016,2016,999,Other/Miscellaneous,Telecommunications,CenturyLink,Boise,ID,83702    
08/30/2013,2013,999,Other/Miscellaneous,Transit & ground passenger transportation,Whatcom Transportation Authority,Bellingham,WA,98226    
10/04/2018,2018,303,Questionable Quality Product/Service,Health and Diet Clubs,LA Fitness/Fitness International,Irvine,CA,92612    
06/15/2018,2018,701,Homeowner/Condo Association complaint or concern,Home and Condo owner associations,,Graham,WA,98338    
03/09/2020,2020,999,Other/Miscellaneous,Telecommunications,Verizon Wireless,Chandler,AZ,85226    
04/15/2020,2020,22,Failure To Adjust/Refund,Financing,PayPal,Lavista,NE,68128    
01/15/2021,2021,318,Charge:Service Not Performed/Product not delivered,Advance Fee Fraud,,Seattle,WA,98134    
10/23/2013,2013,7,Warranty,"Electronic Equip., Appliance & Component Mfg'ring ",Firstech LLC dba Compustar,Kent,WA,98032    
07/23/2019,2019,104,Non-Fulfillment,Software Publishers,Microsoft Corporation,Redmond,WA,98052    
01/15/2021,2021,301,Failure To Deliver/Perform,Insurance,,Tempe,AZ,85282-7062
05/20/2014,2014,422,Credit/Financing,Auto Sales,Harris Ford,Lynnwood,WA,98036-5906
10/23/2020,2020,320,Unsatisfactory Repair/Service,Auto Sales,Hannah Motor Company dba Dick Hannah,Vancouver,WA,98668    
