Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,01/08/2017,CDC 50005325651 05/2018,115.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368798 05/2018,143.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368751  05/2018,420.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368742 05/2018,482.6,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368760 05/2018,544.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50005331156  05/2018,596.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368789 05/2018,975.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50005323051 05/2018,2097.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50002987959 05/2018,218.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50005318857 05/2018,415.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Grassington NPC,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50005317557 05/2018,298.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Malham NPC,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50005333756  05/2018,1398.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368742 05/2018,152.4,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 500055322753 05/2018,249.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,CDC 50006368789 05/2018,275.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2017,PCARD-2018/05,30.65,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,132.0,HYDE PARK HOTELS,,National Trails,Accomodation - Staff,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,57.98,PRICEGUNLAND,,NPC Refurbishment,Consumables,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,3.99,AMAZON.CO.UK,S1426,Trees & Woodlands,Delivery Charges,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,42.99,BRITISH BIRD FOOD,,Aysgarth Falls NPC,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,39.98,LASERWARE LTD,,Volunteers,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,845.95,J&A INTERNATIONAL LTD,,Volunteers,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,02/08/2017,PCARD-2018/05,21.99,AMAZON.CO.UK,S1426,Trees & Woodlands,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,16.21,J T ATKINSON & SONS LTD,S0045,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,39.71,J T ATKINSON & SONS LTD,S0045,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,16.85,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,8.33,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,14.23,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,114.8,SKIPTON HIRE CENTRE LTD,S0055,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,12.65,SCREWFIX DIRECT,S0285,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2017,PCARD-2018/05,31.67,B&Q PLC,S4553,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,04/08/2017,PCARD-2018/05,4.99,AMAZON.CO.UK,S1426,National Trails,Materials,Y,,,
Yorkshire Dales National Park Authority,05/08/2017,PCARD-2018/05,1.67,POUNDLAND,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,05/08/2017,PCARD-2018/05,6.67,HOBBYCRAFT,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,05/08/2017,PCARD-2018/05,7.28,WILKO,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,07/08/2017,PCARD-2018/05,35.75,PROTECTIVE MASKS DIRECT,,Health & Safety,Equipment Repairs and Maint,Y,,,
Yorkshire Dales National Park Authority,07/08/2017,PCARD-2018/05,45.42,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Western Dales (Cumbria),Equipment Repairs and Maint,Y,,,
Yorkshire Dales National Park Authority,07/08/2017,PCARD-2018/05,117.6,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Corporate Other Staff Costs,Recruitment Costs,Y,,,
Yorkshire Dales National Park Authority,07/08/2017,PCARD-2018/05,25.52,AXMINSTER TOOLS & MACHINERY,,National Trails,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,08/08/2017,PCARD-2018/05,93.8,RJB STONE LTD,,Trading Account,Retail Stock Souvenirs,Y,,,
Yorkshire Dales National Park Authority,08/08/2017,PCARD-2018/05,161.15,NBB CO LTD,,Malham NPC,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,09/08/2017,PCARD-2018/05,32.95,THE SAFETY SUPPLY COMPANY LTD,,Health & Safety,Equipment Repairs and Maint,Y,,,
Yorkshire Dales National Park Authority,09/08/2017,PCARD-2018/05,14.85,COMPLETE CARE SHOP,,Contracts - Land Holdings,Materials,Y,,,
Yorkshire Dales National Park Authority,09/08/2017,PI130254,3.0,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,
Yorkshire Dales National Park Authority,10/08/2017,Jul 17 TRANSACTIONS,519.87,BARCLAYS BANK,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,10/08/2017,PCARD-2018/05,26.5,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Toilets,Materials,Y,,,
Yorkshire Dales National Park Authority,10/08/2017,PCARD-2018/05,12.9,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130207,279.2,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130330,141.12,NEWSQUEST (NORTH WEST) LTD,S3342,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130174,4.0,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130175,4.0,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130173,28.2,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130176,28.2,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130242,59.6,MASON BROS,S0329,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130229,64.0,THOMSON REUTERS,S3574,Development Management,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130304,9.28,DM & SL WHITE,S0664,Grassington NPC,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130303,70.4,DM & SL WHITE,S0664,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130203,20.7,OYSTON PROPERTY HOLDINGS LTD,S4533,Aysgarth Falls NPC,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130296,93.5,DALES DAIRIES,S4895,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130196,901.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130197,1278.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130165,1350.0,REDACTED PERSONAL DATA,S2344,Historic Environment,Consultancy,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130283,117.25,THE FARMER NETWORK,S3382,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130307,61.04,TREVOR ILES LTD,S0038,Dales Countryside Museum,Consumables,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130308,915.0,TREVOR ILES LTD,S0038,Toilets,Consumables,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130297,48.3,DALES DAIRIES,S4895,Dales Countryside Museum,Consumables,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130243,2290.0,P M IVESON LTD,S0122,Northern Dales (Richmondshire),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130265,50.0,SUPERCLEAN SERVICES WOTHORPE,S2870,Toilets,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130264,1250.0,LOO OF THE YEAR AWARDS,S2940,Toilets- Planned Maintenance,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130247,1265.0,FAIRHURST STONE MERCHANTS LTD,S3038,Southern Dales (Craven  Lancs),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130219,430.0,TOMKINSON HEATING LTD,S4091,Contracts - Planned Maintenance DCM,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130220,769.08,TOMKINSON HEATING LTD,S4091,Contracts - Planned Maintenance DCM,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130298,250.0,SHIRE HOMES LTD,S4777,Contracts - Planned Maintenance Office,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/08/2017,PCARD-2018/05,65.83,APPLE DISTRIBUTION INTERNATIONAL,,Three Peaks,Contractors (Others),Y,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130194,272.0,SKIPTON HIRE CENTRE LTD,S0055,Dales Countryside Museum,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130163,450.0,P M IVESON LTD,S0122,Western Dales (Cumbria),Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130214,875.0,LOOP PUBLISHING LTD,S1944,Tourism,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130107,4000.0,NATURAL ENGLAND,S2213,Open Access,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130202,1260.0,ANDREW LATHWELL DESIGN LTD,S2556,Historic Landscapes,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130237,60.24,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130237,90.36,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130236,5527.26,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130179,443.25,SOLSTICE HERITAGE,S3979,Historic Landscapes,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130179,1336.13,SOLSTICE HERITAGE,S3979,Historic Landscapes,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130190,85.0,STEPHEN GARNETT PHOTOGRAPHY,S4644,Recreational Activities,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130190,225.0,STEPHEN GARNETT PHOTOGRAPHY,S4644,Recreational Activities,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130282,3.5,PROBRAND LTD,S0222,IT Development,Delivery Charges,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130269,692.99,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130312,2.29,COMPUTERSHARE VOUCHER SERVICES,S4143,Corporate Other Staff Costs,Employee Benefits Schemes  Admin Costs,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130169,150.0,HARTLINGTON FENCING SUPPLIES,S0058,Car Parks,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/08/2017,PCARD-2018/05,2.49,THE CO-OPERATIVE,,Southern Dales (Craven  Lancs),Equipment Repairs and Maint,Y,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130186,418.14,STEVRON AUTO SERVICES,S0125,Northern Dales (Richmondshire),Equipment Repairs and Maint,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130255,532.5,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Contracts - Access Rangers,Equipment Repairs and Maint,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130260,49.11,BRITISH GAS BUSINESS - A/C 600600288,S0030,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130218,3400.0,PEAK DISTRICT NATIONAL PARK AUTHORITY,S0011,National Trails,Grants Paid,,,2016-2017,Pennine Bridleway User Counter
Yorkshire Dales National Park Authority,15/08/2017,PI130217,23213.0,PEAK DISTRICT NATIONAL PARK AUTHORITY,S0011,National Trails,Grants Paid,,,2016-2017,Maintenance of Pennine Way
Yorkshire Dales National Park Authority,15/08/2017,PI130305,208.2,LEN PORTER FENCING,S0141,Parish Wildlife Project,Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130299,10000.0,NATIONAL TRUST (SDF),S4751,Sustainable Development,Grants Paid,,205846.0,2017,Setting up of Campsite
Yorkshire Dales National Park Authority,15/08/2017,PI130262,5.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130262,10.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130311,51.32,TONERGIANT,S4460,IT Development,IT- Consumables,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130311,172.16,TONERGIANT,S4460,IT Development,IT- Consumables,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130282,319.94,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130061,3.8,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130061,7.6,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130062,13.76,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130062,48.38,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130062,53.97,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130209,58.0,SETTLE COAL COMPANY LTD,S0052,Pennine way,Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130210,0.96,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130210,2.4,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130213,3.12,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130210,9.0,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130210,18.14,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130211,23.5,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130210,56.64,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130319,307.04,ELLIS DEAN,S0357,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130319,309.7,ELLIS DEAN,S0357,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130319,309.7,ELLIS DEAN,S0357,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130319,1710.66,ELLIS DEAN,S0357,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130185,420.0,THE BIRDS BISTRO LTD,S0626,Biodiversity,Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130293,2144.0,STEPTOES YARD,S1836,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130293,2144.0,STEPTOES YARD,S1836,Pennine way,Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130292,1162.0,STEPTOES YARD,S1836,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130248,100.0,FAIRHURST STONE MERCHANTS LTD,S3038,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130227,17.6,JIM THOMPSON TRANSPORT LTD,S3565,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130216,970.0,METCALFE RECLAIMATION LIMITED,S4892,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130216,980.0,METCALFE RECLAIMATION LIMITED,S4892,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130215,16360.0,METCALFE RECLAIMATION LIMITED,S4892,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130309,175.0,DARTMOOR NATIONAL PARK AUTHORITY,S0006,Recreational Activities,Membership Subscriptions,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130295,199.5,MODES USERS ASSOCIATION,S0694,Dales Countryside Museum,Membership Subscriptions,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130316,78.0,TOURING EXHIBITIONS GROUP,S0930,Dales Countryside Museum,Membership Subscriptions,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130166,105.0,VODAFONE LTD (CORPORATE),S2586,Historic Environment,Mobile Phones,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130261,143.44,XEROX UX LIMITED,S0043,Support Services,Photocopying,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130302,61.02,PITNEY BOWES FINANCE LIMITED,S0233,Support Services,Postage,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130294,513.0,PURCHASE POWER,S2994,Support Services,Postage,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130294,513.0,PURCHASE POWER,S2994,Support Services,Postage,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130294,513.0,PURCHASE POWER,S2994,Support Services,Postage,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,410.07,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Aysgarth Falls NPC,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,455.24,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Dales Countryside Museum,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,287.95,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Grassington NPC,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,357.18,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Malham NPC,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,379.73,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Office Accomodation,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,741.34,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Office Accomodation,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,192.51,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Toilets,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,22.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Workshops,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI129946,234.26,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Workshops,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130285,249.88,FIRST COUNTY MONITORING,S0870,Office Accomodation,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130225,0.83,LEATHLEYS HOUSE & HOME,S4850,Aysgarth Falls NPC,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130226,20.33,LEATHLEYS HOUSE & HOME,S4850,Aysgarth Falls NPC,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130262,72.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Member Costs,Printing,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130289,80.5,WENSLEYDALE PRESS,S0219,Dales Countryside Museum,Printing,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130232,250.0,REDACTED PERSONAL DATA,S1564,Contracts - Land Holdings,Property Rental,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130231,82.2,CLARITY TRAVEL MANAGEMENT,S4217,Development Management,Public Transport,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130231,102.5,CLARITY TRAVEL MANAGEMENT,S4217,Employees,Public Transport,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130231,208.9,CLARITY TRAVEL MANAGEMENT,S4217,Employees,Public Transport,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130231,407.8,CLARITY TRAVEL MANAGEMENT,S4217,Green Lanes,Public Transport,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130231,22.55,CLARITY TRAVEL MANAGEMENT,S4217,Member Costs,Public Transport Members,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130188,340.1,WORKING PLANET LTD,S4049,Corporate Other Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130326,250.0,PREPARED MEDIA LTD,S4665,Corporate Other Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130201,45.0,YORKSHIRE DALES SIGNAGE & GRAPHICS LTD,S4498,Dales Countryside Museum,Signage and Displays,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130267,23.1,YORKSHIRE PURCHASING ORGANISATION,S0022,Support Services,Stationery,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130231,525.01,CLARITY TRAVEL MANAGEMENT,S4217,Employees,Subsistence,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130290,68.7,BRITISH TELECOM PLC,S0023,IT Development,Telephone,,,,
Yorkshire Dales National Park Authority,15/08/2017,PI130317,74.12,BRITISH TELECOM PLC,S0023,IT Development,Telephone,,,,
