Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2007,1,Pennsylvania,Physical Activity,Public Safety,Community,Elm Street Program Act of 2004,LEG,039SAF
2011,1,South Carolina,Nutrition,Access to Healthy Foods,School/After School,Student Snack Food Consumption,LEG,001AHF
2010,1,Connecticut,Nutrition,Healthier Food Retail and Food Deserts,Community,Vending Machine Sales,LEG,021HFR
2011,1,Rhode Island,Physical Activity,Pedestrians/Walking,School/After School,State Affairs and Government,LEG,052PED
2010,1,New Hampshire,Nutrition,Appropriations,Restaurant/Retail,Soft Drinks Tax,LEG,002APP
2008,1,Louisiana,Obesity,Initiatives and Programs,Community,House Concurrent Resolution,LEG,053INP
2010,1,New York,Nutrition,Task Forces/Councils,Work Place,Advisory Committee on Public Wellness,LEG,047TFC
2009,1,Hawaii,Obesity,Appropriations,Community,Mixed Use Transit Oriented Joint Development Project,LEG,002APP
2011,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Planning and Land Use,LEG,052PED
2009,1,Hawaii,Nutrition,Appropriations,Community,Hawaii Organic Food Center and Appropriation,LEG,002APP
2009,1,Pennsylvania,Nutrition,Farmers Markets,Community,Appropriations Budget,LEG,016FAM
2012,1,Idaho,Nutrition,Agriculture and Farming,Community,Idaho Food Freedom Act,LEG,017AGF
2009,1,Connecticut,Nutrition,Appropriations,Community,Community Supported Agriculture,LEG,002APP
2010,1,Wisconsin,Nutrition,Food Security,Restaurant/Retail,Nutritional Information,LEG,023FOS
2011,1,Texas,Obesity,Appropriations,Community,Advisory Committee to Study Urban Farming,LEG,002APP
2010,1,Colorado,Nutrition,Medical Care,School/After School,Safer Streets for Nonmotorized Transport,LEG,026MEC
2006,1,New Jersey,Obesity,Appropriations,Community,Open Space Acquisition,LEG,002APP
2010,1,New York,Nutrition,Appropriations,Restaurant/Retail,Relates to Creating a Local Food and Products Sourcing,LEG,002APP
2012,1,South Carolina,Nutrition,Task Forces/Councils,Community,To Amend the Codes of South Carolina<br>,LEG,047TFC
2011,1,Illinois,Nutrition,Medical Care,Community,Vehicle Code,LEG,026MEC
2011,1,Massachusetts,Physical Activity,Physical Education Requirements,School/After School,Teaching of Health Education in Schools,LEG,036PER
2009,1,Florida,Nutrition,Medical Care,Community,Electronic Wireless Communications Device Use,LEG,026MEC
2011,1,Texas,Physical Activity,"Parks, Recreation and Trails",Community,Specific Management District Creation and Tax,LEG,034PRT
2015,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Transportation Appropriations,LEG,052PED
2012,1,New York,Physical Activity,Physical Activity Requirements,Community,Relates to Obesity Prevention<br>,LEG,035PAR
2009,1,Massachusetts,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Healthy Alternatives in Public School Food Program,LEG,021HFR
2009,1,Massachusetts,Nutrition,Farmers Markets,Community,Farm Produce to Needy Persons,LEG,016FAM
2011,1,Hawaii,Nutrition,Access to Healthy Foods,School/After School,Aspartame,LEG,001AHF
2001,1,Oklahoma,Physical Activity,Disabilities,Community,Motor Vehicles,LEG,011DIS
2009,1,Michigan,Obesity,Appropriations,Restaurant/Retail,Vacant Land,LEG,002APP
2009,1,New York,Nutrition,Access to Healthy Foods,School/After School,State Farm Grown Products,LEG,001AHF
2015,1,Texas,Obesity,Initiatives and Programs,Community,Interagency Obesity Council guidelines,LEG,053INP
2011,1,Hawaii,Nutrition,School Nutrition,School/After School,School Gardens,LEG,043SNU
2010,1,Florida,Nutrition,Appropriations,School/After School,School Food Service Programs,LEG,002APP
2013,1,New York,Nutrition,Food Assistance Programs,Community,An Act to Amend the Agriculture and Markets Law,LEG,003FAP
2014,1,Minnesota,Physical Activity,Disparities/Equity,Community,Low-income Housing Tax Credits,LEG,013DEQ
2010,1,Missouri,Physical Activity,Pedestrians/Walking,Community,Department of Transportation,LEG,052PED
2003,1,New York,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations,LEG,003FAP
2001,1,New York,Nutrition,Food Security,Community,An Act Making Appropriations for the Support of Economic Development Initiatives<br>,LEG,023FOS
2010,1,Massachusetts,Nutrition,Task Forces/Councils,Community,Individual and Small Business Health Insurance Quality,LEG,047TFC
2010,1,Minnesota,Nutrition,Food Assistance Programs,Community,Human Services,LEG,003FAP
2011,1,Georgia,Physical Activity,Public Transportation,Community,Legislative Resolution,LEG,040TRS
2011,1,Mississippi,Obesity,Appropriations,Restaurant/Retail,Sales Tax,LEG,002APP
2011,1,Illinois,Physical Activity,Disparities/Equity,School/After School,Flavored Milk in School Lunch Program,LEG,013DEQ
2010,1,Ohio,Nutrition,Disparities/Equity,Community,Waiver Service Providers,REG,013DEQ
2011,1,Louisiana,Obesity,Menu Labeling,Community,Economic Development Zone,LEG,032MNL
2011,1,New York,Physical Activity,Incentives,School/After School,Tax Increment Bonds,LEG,029INC
2009,1,Illinois,Physical Activity,Pedestrians/Walking,Community,Crime Victims Compensation Act,LEG,052PED
2015,3,California,Nutrition,Farmers Markets,Community,Relative to Farmworker Appreciation Day,LEG,016FAM
2011,1,Indiana,Nutrition,Appropriations,School/After School,Student Health Measurements,LEG,002APP
2011,1,Oklahoma,Obesity,Appropriations,Community,Bicycles,LEG,002APP
2011,1,Louisiana,Nutrition,School Nutrition,Community,Lafayette Parish Membership,LEG,043SNU
2011,1,New York,Nutrition,Farm Direct Foods,Community,State Fiscal Year 2011-2012 Funding,LEG,015FDF
2009,1,New Jersey,Obesity,Appropriations,Community,Smart Housing Incentives Act,LEG,002APP
2011,1,New Mexico,Nutrition,Trans Fats,Work Place,Employee Wellness Incentive Programs,LEG,050FAT
2009,1,Alabama,Nutrition,Vending,School/After School,Childhood Obesity,LEG,051VEN
2011,1,New Hampshire,Nutrition,Fruits and Vegetables,Community,Residents Maintaining Vegetable Gardens<br>,LEG,025FAV
2010,1,California,Physical Activity,Physical Education Requirements,School/After School,2009-10 Budget,LEG,036PER
2011,1,New York,Nutrition,Incentives,Community,Calcium Purchasing Preference Initiative,LEG,029INC
2011,1,Texas,Nutrition,Appropriations,Restaurant/Retail,Sweetened Beverages Tax,LEG,002APP
2005,1,California,Obesity,Food Restrictions,Medical and/or Hospital,Senate Concurrent resolution                 <br>,LEG,020FOR
2005,1,Kansas,Nutrition,School Nutrition,School/After School,Senate Concurrent Resolution<br>,LEG,043SNU
2009,1,Hawaii,Nutrition,Appropriations,Community,Agricultural Parks,LEG,002APP
2011,1,Maryland,Nutrition,Appropriations,Community,Proposed Appropriations,LEG,002APP
2011,1,Texas,Nutrition,Liability and Indemnity,Community,Creation of a Childhood Health Program Grant,LEG,030LAI
2012,1,New York,Physical Activity,Incentives,Work Place,Relates to Obesity Prevention<br>,LEG,029INC
2009,1,Pennsylvania,Nutrition,Food Assistance Programs,Community,Supplemental Appropriation,LEG,003FAP
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Trunk Highway Fund Expenditures Report,LEG,049BED
2011,1,Georgia,Nutrition,Appropriations,Restaurant/Retail,Farm to School Programs,LEG,002APP
2011,1,California,Physical Activity,Pedestrians/Walking,Community,Safe Routes to School,LEG,052PED
2011,1,Michigan,Nutrition,Access to Healthy Foods,School/After School,Recreational Authorities,LEG,001AHF
2003,1,Nevada,Obesity,Appropriations,Community,State Board of Finance,LEG,002APP
2009,1,North Dakota,Nutrition,Agriculture and Farming,Community,Department of Public Instruction,LEG,017AGF
2010,1,Mississippi,Nutrition,Farm Direct Foods,Restaurant/Retail,Department of Agriculture and Commerce,LEG,015FDF
2011,1,New Mexico,Nutrition,Access to Healthy Foods,Community,Local Food Systems,LEG,001AHF
2012,1,Iowa,Nutrition,Agriculture and Farming,Community,An Act Providing for Charitable Food Donations<br>,LEG,017AGF
2011,1,Tennessee,Physical Activity,Bicycling,School/After School,Speeding in Marked School Zone,LEG,005BIK
2005,1,West Virginia,Nutrition,Access to Healthy Foods,School/After School,Healthy Lifestyles,LEG,001AHF
2011,1,Pennsylvania,Nutrition,Access to Healthy Foods,Community,Food Product Offenses,LEG,001AHF
2011,1,New Mexico,Physical Activity,Incentives,Medical and/or Hospital,Public Employees and Wellness Incentives,LEG,029INC
2009,1,Tennessee,Obesity,Appropriations,Community,Taxes,LEG,002APP
2009,1,Michigan,Obesity,Appropriations,School/After School,Physical Education,LEG,002APP
2009,1,Wisconsin,Physical Activity,Safe Routes to Schools,Community,Budget Act,LEG,041SRS
2011,1,District of Columbia,Obesity,Appropriations,Work Place,Workplace Wellness,LEG,002APP
2009,1,Georgia,Physical Activity,Built Environment and Street-Scale Design,Community,Motor Vehicles And Traffic,LEG,049BED
2015,1,Texas,Nutrition,Farm Direct Foods,School/After School,Farm to School Community Connections Pilot Program,LEG,015FDF
2016,3,California,Nutrition,Access to Healthy Foods,School/After School,Pupil nutrition: competitive food service and standards.,LEG,001AHF
2010,1,Colorado,Nutrition,School Nutrition,Community,Food Systems Advisory Council,LEG,043SNU
2009,1,Texas,Nutrition,Trans Fats,School/After School,Specialty License Plates,LEG,050FAT
2010,1,New York,Nutrition,Trans Fats,Restaurant/Retail,Sale Or Use of Artificial Trans Fat,LEG,050FAT
2010,1,Missouri,Nutrition,Access to Healthy Foods,Community,Local Foods Initiative,LEG,001AHF
2011,1,Washington,Nutrition,Appropriations,Community,Categorical Exemptions,LEG,002APP
2011,1,West Virginia,Nutrition,Food Assistance Programs,Community,Health Insurance Providers and Wellness Programs,LEG,003FAP
2010,1,Missouri,Nutrition,Incentives,Community,Obesity Commission,LEG,029INC
2009,1,West Virginia,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Healthy Beverages,LEG,021HFR
2010,1,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Government,LEG,002APP
2009,1,Minnesota,Physical Activity,Bicycling,Community,Financing of State and Local Government,LEG,005BIK
2009,1,New York,Nutrition,Agriculture and Farming,Community,Farmers Toll Exemption,LEG,017AGF
2014,3,New Hampshire,Nutrition,Access to Healthy Foods,Community,Granite State Farm to Plate Program,LEG,001AHF
2011,1,Minnesota,Obesity,Appropriations,Community,Transportation,LEG,002APP
2005,1,New York,Obesity,Appropriations,Community,State May Award Financial Assistance,LEG,002APP
2010,1,Massachusetts,Obesity,Food Restrictions,Medical and/or Hospital,Fiscal Year 2011 Budget,LEG,020FOR
2012,4,California,Physical Activity,Zoning/Land Use,Community,Qualified Residential Rental Projects,REG,033ZON
2009,1,Connecticut,Obesity,Body Mass Index (BMI),Community,Revenue Provisions,LEG,006BMI
2010,1,Oklahoma,Nutrition,Appropriations,Medical and/or Hospital,"My Life, My Choice Waiver",REG,002APP
2004,1,Louisiana,Nutrition,Incentives,Community,An Act Making Appropriations<br>,LEG,029INC
2010,1,West Virginia,Nutrition,Medical Care,Community,State Trail Authority,LEG,026MEC
2011,1,Texas,Obesity,Incentives,Restaurant/Retail,Interagency Obesity Council,LEG,029INC
2011,1,Hawaii,Physical Activity,School Siting,Community,Repair and Repaving Of Side Streets,LEG,042SIT
2011,1,Hawaii,Obesity,Food Restrictions,School/After School,School Gardens,LEG,020FOR
2011,1,Oregon,Obesity,Appropriations,Community,Bicycles,LEG,002APP
2009,1,Oklahoma,Physical Activity,Safe Routes to Schools,Community,Safe Routes to School,LEG,041SRS
2009,1,Wisconsin,Obesity,Appropriations,School/After School,Day Care Centers,LEG,002APP
2006,1,New Jersey,Nutrition,Liability and Indemnity,Community,Open Space Acquisition,LEG,030LAI
2011,1,Missouri,Physical Activity,Bicycling,Community,Complete Streets Policies,LEG,005BIK
2011,1,Illinois,Physical Activity,Appropriations,Community,Road Funds,LEG,002APP
2011,1,Washington,Obesity,Liability and Indemnity,Work Place,Insurance Benefits with Wellness Incentives,LEG,030LAI
2009,1,Massachusetts,Physical Activity,School Siting,School/After School,Transportation System Modernization,LEG,042SIT
2009,1,New York,Obesity,Sugar Sweetened Beverages,School/After School,School Lunch Program,LEG,046SSB
2010,1,Virginia,Physical Activity,Public Transportation,Community,Revenues of the Commonwealth,LEG,040TRS
2009,1,Texas,Obesity,Appropriations,Community,Urban Transportation Authority,LEG,002APP
2013,1,New York,Nutrition,Incentives,Community,An Act to Amend the Insurance Law and the Public Health Law,LEG,029INC
2013,1,District of Columbia,Nutrition,Nutrition Standards,School/After School,Healthy Tots Act of 2013,LEG,010NUS
2012,1,Mississippi,Nutrition,Fruits and Vegetables,Community,An Act to Create the Healthy Food Retail Act<br>,LEG,025FAV
2009,1,Massachusetts,Nutrition,Trans Fats,School/After School,Healthy Child Scholarship,LEG,050FAT
2006,1,Connecticut,Nutrition,Farm Direct Foods,School/After School,An Act Implementing the Provisions of the Budget <br>,LEG,015FDF
2009,1,Colorado,Nutrition,Food Assistance Programs,School/After School,Reauthorize Child Nutrition Act,LEG,003FAP
2011,1,California,Physical Activity,Built Environment and Street-Scale Design,Community,Bikeways,LEG,049BED
2012,1,Florida,Physical Activity,Access to Recreational Opportunities,School/After School,An Act Relating to the Joint Use of Public School Facilities,LEG,004ARO
2009,1,New York,Obesity,Body Mass Index (BMI),Community,Smart Growth Compact Act,LEG,006BMI
2010,1,District of Columbia,Obesity,Health Insurance Coverage,Medical and/or Hospital,Hospital and Medical Services Corporation,LEG,028HIC
2009,1,Maine,Nutrition,Breastfeeding,Medical and/or Hospital,"Prevention, Health Promotion, and Optional Treatments",REG,007BFD
2011,1,Tennessee,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Privilege Tax,LEG,046SSB
2011,1,Missouri,Nutrition,Food Assistance Programs,Community,Women Infants and Children Food Program,LEG,003FAP
2010,1,Mississippi,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Sweetened Beverages and Syrups Tax,LEG,046SSB
2011,1,Missouri,Nutrition,Access to Healthy Foods,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,001AHF
2011,1,Maryland,Obesity,Appropriations,Community,Raw Agricultural Products Sales,LEG,002APP
2011,1,Hawaii,Obesity,Task Forces/Councils,Restaurant/Retail,Aspartame,LEG,047TFC
