Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2006,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,7562.5
2006,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,30281.25
2014,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,7462.5
2013,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,5750.0
2003,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,6265.83
2000,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,1275.0
2016,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,7647.5
2001,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,4331.25
2004,G,Grad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,75.0
2008,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,657200.17
2003,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,269.5
2007,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,9234.25
2005,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,3155.0
2001,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,425.0
2013,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,18858.33
2006,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,2750.0
2007,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,2675.5
2001,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,8385.0
2014,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,7667.5
2005,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,500.0
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,250.0
2014,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,2500.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,10312.5
2002,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,12162.5
2003,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,53431.25
2017,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,39886.5
2017,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,13479.0
2000,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1268.19
2014,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,23045.0
2017,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,41713.0
2016,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,10416.68
2016,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,1911.0
2003,G,Grad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1050.0
2008,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,7535.49
2002,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,922.25
2015,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,10130.0
2011,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,6718.0
2005,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,705.0
2000,G,Grad,1-CUNY SR,age 36 - 50,Financial_Independent,11412.5
2007,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,250.0
2011,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,500.0
2005,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,49019.75
2012,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,29852.0
2000,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,2385.0
2018,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,250.0
2014,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,295709.96
2018,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1582.5
2000,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,961757.63
2006,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4500.0
2005,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,79087.5
2010,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,3343.75
2005,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,807.5
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,3423.5
2003,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Independent,2400.0
2003,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1363.5
2006,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,500.0
2005,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1000.0
2008,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,4998.16
2008,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,250.0
2013,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,500.0
2005,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,500.0
2010,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,1629.67
2004,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,564.0
2013,U,4 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,1512.5
2000,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,232231.96
2018,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,4858.0
2015,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,3710.18
2010,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4730969.76
2001,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2550.0
2014,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,8000.0
2009,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,35363.5
2000,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,825.0
2014,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,177810.03
2001,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,8538.5
2004,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2314.75
2011,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,38612.5
2010,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,158447.38
2012,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,750.0
2013,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2302.0
2000,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,28398.75
2009,G,Grad,1-CUNY SR,age 22 - 25,Financial_Dependent,5156.5
2005,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,53118.75
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,34031.17
2001,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,47187.5
2004,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,3523.34
2014,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,49022.5
2002,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,215875.0
2006,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,11751.5
2013,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1015.0
2002,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,4354.5
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,360958.48
2015,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,27581.25
2007,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1250.0
2017,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1848.75
2016,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1000.0
2017,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,117350.01
2018,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,1000.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,500.0
2009,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,13362.5
2003,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,750.0
2012,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,250.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,1246.34
2013,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,5096.5
2001,U,5 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,4500.25
2019,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,18186.68
2003,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,67250.0
2003,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,500.0
2005,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,917.5
2009,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1462.5
2013,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,824.5
2017,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,6787.0
2001,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,27426.25
2011,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,13385.5
2016,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1685.0
2005,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,5393.75
2007,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,66320.01
2019,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,33629.5
2019,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,4315.64
2012,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,22450.0
2003,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,42690.85
2000,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,3055.5
2011,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,500.0
2003,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,20447.5
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2631.5
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,5000.0
2015,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2195829.4
2017,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,1500.0
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,425.0
2007,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Independent,861.5
2015,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1974.0
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,250.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,6173.5
2005,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,1806.25
2015,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,90893.65
2003,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,16856.25
2007,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,3263.0
2006,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,7559.0
2001,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,166462.5
2007,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,3500.0
2019,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,652.38
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,92991.33
2014,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,10766.0
2015,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3180.0
2016,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,238707.33
2013,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1688.5
2000,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,3028.5
2015,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Independent,61893.75
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,3011.01
2007,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,639.5
2019,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,254468.29
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1443.0
2007,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,531502.28
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,16964.22
2000,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,787263.62
2001,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,412.5
2004,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1458.5
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,35930.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,1000.01
2004,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4981.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,13167.33
2019,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,2373.74
2016,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,4871.0
2019,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,13530.36
2018,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,3771.5
2012,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,65597.25
2000,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,101362.5
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,12575.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,7110.0
2012,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2986.5
2002,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1500.0
2004,G,Grad,3-SUNY SO,under age 22,Financial_Independent,37.5
2014,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,2048.0
2018,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,25994.25
2013,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,25653.5
2003,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,750.0
2016,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,39983.99
2004,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,500.0
2010,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,212.5
2019,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,3053.15
2004,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,250.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2902.25
2008,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,1200.33
2012,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2250.0
2013,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,1625.0
2012,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,3250.0
2002,U,5 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,2193.75
2008,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,130086.58
2005,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,608.0
2015,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,7916.66
2001,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1550.0
2003,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,125.0
2015,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,100381.75
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,850.02
2006,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,509.87
2018,U,5 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,1000.0
2012,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,750.0
2000,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,33468.75
2003,G,Grad,3-SUNY SO,age 22 - 25,Financial_Dependent,1387.5
2018,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,84870.55
2013,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,68575.0
2011,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,942.5
2006,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,3812.5
2018,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,11611.0
2017,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,500.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,122482.75
2011,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,2322.5
2013,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4452.0
2019,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,9168.46
2001,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,7148.32
2005,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,9360.88
2015,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,2368455.73
2006,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,11125.0
2014,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,2814.0
2001,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,975.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,14334.32
2018,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,374142.25
