Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2011,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,1000.0
2001,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,425.0
2007,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,93258.5
2005,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,48157.25
2002,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,17808.75
2012,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,2875.0
2004,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,250.0
2013,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,5451.0
2012,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,5258.5
2003,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,750.0
2006,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,79926.45
2011,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,487.63
2007,U,5 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,1997.25
2005,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,244419.3
2009,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1000.0
2018,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,3610.0
2016,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,3797.0
2016,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2865.75
2007,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,860.0
2015,U,5 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,2128.0
2007,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,5009.0
2004,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,228984.59
2012,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,1000.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,250.0
2018,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,1150.0
2000,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,15284.18
2011,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,41980.75
2011,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,250.0
2009,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,9094.75
2010,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,11405.0
2003,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,4365.5
2016,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,3500.0
2006,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,2932.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,17549.0
2008,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,118079.59
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,34750.17
2018,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,500.0
2013,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,68582.5
2003,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,243640.5
2019,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,55420.15
2019,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,256.79
2004,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,3500.0
2001,U,5 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2975.0
2005,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,7058.0
2017,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,4714.5
2014,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,1207.0
2010,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,312.4
2001,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,2607.0
2019,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,4434.64
2015,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,22727.5
2010,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,24577.5
2015,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,4898.0
2004,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,133.25
2000,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,94931.0
2010,U,4 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,3438.5
2000,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,162.5
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,630.0
2004,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,3193.55
2013,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,750.0
2019,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,58966.71
2012,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,146409.0
2008,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,2000.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,64800.04
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,750.0
2015,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,3578.17
2000,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,1150.0
2007,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,62910.5
2008,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,3347.0
2001,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,11080.0
2007,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,2500.0
2018,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,96347.5
2009,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,750.0
2004,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,270375.0
2005,U,5 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,12038.75
2005,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,17590.0
2012,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,14900.0
2001,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,513.75
2009,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,250.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,325.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,41531.91
2017,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,9631.25
2007,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,49733.5
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,64601.64
2005,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Dependent,500.0
2016,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,1511.5
2001,G,Grad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,300.0
2002,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,3667.5
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,4300.34
2015,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,36122.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1000.0
2013,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,4031.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,425.0
2013,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,34896.5
2005,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,143625.0
2008,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,11068.75
2005,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,375.0
2019,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,3830.24
2003,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,36682.0
2008,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,203820.89
2014,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,12124.81
2008,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,7000.0
2013,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,1551368.03
2017,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,250.0
2016,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,832.5
2015,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,1221144.98
2017,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Independent,6001.0
2011,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,5578.0
2010,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,20493.17
2002,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,500.0
2013,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,250.0
2016,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,4155.0
2009,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,144247.63
2011,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,31078.5
2008,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,8479.0
2018,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,118749.55
2003,G,Grad,3-SUNY SO,age 26 - 35,Financial_Independent,506.25
2000,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,789.5
2016,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,500.0
2014,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,2506.5
2014,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,9617.25
2013,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,8073.83
2001,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,16243.55
2013,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,49850.0
2015,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,6803.0
2009,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,3186.0
2005,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,260676.46
2013,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,250.0
2016,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,34862.6
2007,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,9971.0
2003,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,500.0
2003,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,116558.75
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,212.5
2014,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,4979.18
2011,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,256916.97
2011,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,6000.0
2002,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,16031.01
2002,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,4900.0
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,250.0
2010,U,5 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,465.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,9644.66
2003,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,28749.99
2016,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4209557.24
2004,G,Grad,5-INDEPENDENT,age 22 - 25,Financial_Independent,525.0
2009,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,197962.5
2009,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,149108.8
2009,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,273874.5
2017,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,936605.5
2010,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,29777.0
2001,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,8437.5
2004,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,250.0
2019,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,5173.38
2003,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,2062.5
2005,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,268875.0
2003,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4625.0
2003,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,2062.5
2008,U,4 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,1846.5
2014,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,7649.5
2013,U,4 yr Undergrad,9-CHAPTER XXII,age 26 - 35,Financial_Independent,2500.0
2003,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,545.5
2005,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,250.43
2001,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,7610.37
2017,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,423667.0
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,91292.16
2012,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Dependent,4750.0
2016,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,73250.0
2014,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,17214.0
2006,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,973.0
2004,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,166.67
2003,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,3682.0
2003,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,57208.4
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,27787.49
2015,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,24024.5
2000,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,36245.5
2012,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,70845.5
2013,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1156.5
2018,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,7402.5
2009,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,12371.5
2019,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,23531.44
2015,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2333214.09
2002,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,141024.64
2002,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,32232.5
2002,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,2901.63
2004,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,50682.75
2000,U,2 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,7877.5
2005,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,2400.0
2010,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,413.0
2002,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,1500.0
2019,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,527.66
2006,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,3201.0
2014,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,2095.0
2012,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,8061.99
2007,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,51125.0
2014,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,21206.0
2003,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,10683.34
2008,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,693.5
2007,G,Grad,5-INDEPENDENT,age 26 - 35,Financial_Independent,4675.0
2005,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,6250.0
2015,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,1750.0
2010,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,2938.0
2009,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,37494.86
