Academic Year,Level,TAP Level of Study,TAP Sector Group,Recipient Age Group,TAP Financial Status,TAP Recipient Dollars
2012,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,3025.0
2019,U,4 yr Undergrad,9-CHAPTER XXII,age 22 - 25,Financial_Dependent,3884.07
2014,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,170666.75
2017,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,5021.0
2012,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,17186.5
2019,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,1011.36
2019,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,513.58
2006,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,4131.75
2014,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,6360.0
2005,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,3223.0
2005,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,98800.39
2003,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,6265.83
2002,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,42300.0
2011,U,2 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,4120.5
2008,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,6788.5
2001,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,6709.0
2011,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,21125.0
2004,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1737.5
2009,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,112875.0
2017,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,7084.38
2000,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,3822.33
2012,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1488.0
2003,U,5 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1772.0
2008,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,4393.75
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Dependent,1310.0
2004,G,Grad,1-CUNY SR,over age 50,Financial_Independent,75.0
2019,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,18186.68
2010,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,2053.0
2004,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Independent,1000.0
2001,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,425.0
2013,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,3415.5
2000,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,212.5
2006,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,1980493.26
2001,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,24078.0
2007,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,188425.0
2011,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1000.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,1339.0
2014,U,5 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,250.0
2014,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,2809.0
2009,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,58462.5
2017,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,500.0
2019,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,7813.18
2012,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,6197.25
2012,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,7562.5
2017,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1000.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,3284.5
2004,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,1789.0
2011,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,6391.36
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,11645.0
2016,U,2 yr Undergrad,2-CUNY CC,over age 50,Financial_Independent,4773.0
2000,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,4007.5
2010,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1239.0
2014,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2754.34
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,19091.5
2014,U,4 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,22887.5
2002,U,2 yr Undergrad,7-BUS. NON-DEG,over age 50,Financial_Independent,16904.5
2008,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,9254.82
2004,U,2 yr Undergrad,8-OTHER,over age 50,Financial_Independent,8212.0
2002,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,7750.02
2010,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,625.5
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1250.33
2006,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,2981.0
2000,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,137.5
2007,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,27350.0
2019,U,2 yr Undergrad,2-CUNY CC,age 22 - 25,Financial_Dependent,48453.52
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,5540.09
2006,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,4165.5
2002,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,5680.0
2010,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,5147.0
2006,U,2 yr Undergrad,7-BUS. NON-DEG,age 36 - 50,Financial_Independent,566.18
2001,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,7833.0
2018,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,250.0
2010,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1072.0
2005,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1250.0
2019,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,2355.25
2007,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,250.0
2016,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,7412.5
2003,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,4125.0
2011,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4750.0
2009,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,3286.0
2011,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,17131.25
2004,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,1066.68
2002,G,Grad,3-SUNY SO,age 26 - 35,Financial_Independent,5423.0
2013,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,13131.25
2013,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,2743.5
2011,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,5278.5
2001,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,6091.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,832.5
2000,U,2 yr Undergrad,7-BUS. NON-DEG,age 22 - 25,Financial_Dependent,2647.0
2000,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Independent,4510.0
2012,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,1000.0
2007,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,15500.0
2000,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,17005.22
2000,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,20025.0
2003,U,5 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,1246.5
2017,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2197.41
2018,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,10605.01
2017,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,1969.0
2003,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,312.53
2012,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Dependent,9950.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,35493.81
2017,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1812.0
2001,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,21243.63
2004,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,58068.75
2009,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,62194.58
2001,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Independent,3754.0
2002,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,54812.51
2002,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1000.0
2000,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,3353.5
2003,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,31761.5
2004,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,34758.0
2016,U,4 yr Undergrad,3-SUNY SO,over age 50,Financial_Independent,500.0
2004,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,250.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,13332.75
2009,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,7194.0
2006,U,4 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Dependent,250.0
2009,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1877.0
2001,U,2 yr Undergrad,8-OTHER,age 26 - 35,Financial_Independent,425.0
2005,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,33375.0
2008,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2234.0
2001,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,37136.5
2005,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Independent,895.86
2014,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4750.01
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,8141.0
2012,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,8284.5
2019,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,256.79
2008,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,10430.5
2004,G,Grad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1326.5
2009,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Independent,7314.0
2006,U,4 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Independent,1035.5
2010,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,3061333.62
2000,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1361.5
2011,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,6050.0
2017,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,34039.0
2015,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,500.0
2003,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,833.36
2011,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,500.0
2012,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,250.0
2000,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,4462.5
2015,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,5657.0
2003,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1737.5
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,1997.0
2014,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1250.0
2010,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,318.75
2007,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1102.0
2008,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,1250.0
2004,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,97428.5
2018,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,4427.25
2011,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,750.0
2019,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,4175.25
2018,U,2 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Dependent,21280.63
2008,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,400.5
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,4384.0
2001,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1354.16
2006,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,8870.0
2017,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,71260.0
2003,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,10393.0
2017,U,4 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,3016.82
2003,G,Grad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1018.75
2016,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Independent,456.0
2003,U,2 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,15271.0
2018,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Dependent,3586.0
2017,U,2 yr Undergrad,2-CUNY CC,age 26 - 35,Financial_Dependent,10510.5
2018,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,148311.6
2008,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,9010.0
2002,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,3175.0
2016,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,2658.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,42748.68
2000,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,6142.0
2010,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,200.5
2004,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,53166.1
2005,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,3625.0
2014,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,41630.85
2011,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Dependent,2000.0
2005,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,76550.0
2003,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,500.0
2005,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Independent,23525.5
2010,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,1572.5
2018,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,2095.0
2003,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,22130.54
2015,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,500.0
2016,U,2 yr Undergrad,7-BUS. NON-DEG,under age 22,Financial_Dependent,7997.0
2017,U,5 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,593.0
2018,U,5 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Dependent,1203.0
2016,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,53680.75
2001,U,2 yr Undergrad,8-OTHER,age 22 - 25,Financial_Dependent,1153.0
2002,U,4 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,32230.0
2018,U,2 yr Undergrad,4-SUNY CC,age 22 - 25,Financial_Independent,2925.0
2012,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,2948341.92
2006,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,1000.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,4141.0
2009,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,1250.0
2006,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,27103.35
2017,U,4 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,1899.0
2015,U,4 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,170500.0
2003,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,2000.0
2012,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,500.0
2000,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,825.0
2008,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,750.0
2014,U,4 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,2996.0
2005,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,25187.55
2001,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,21461.0
2001,U,2 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,6741.5
2019,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,255.35
2003,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,9831.25
2003,U,2 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,33558.0
2009,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,67350.0
2010,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Independent,3804.0
2010,U,4 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,20018.0
2010,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,163793.11
2018,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,74867.0
2005,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,1750.01
2000,U,4 yr Undergrad,1-CUNY SR,over age 50,Financial_Independent,2890.0
2001,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,68.75
2015,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,9568.68
2002,U,5 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,20391.1
2001,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,2128.95
2003,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,25362.16
2007,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,2583.34
2008,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,4168.5
2013,U,4 yr Undergrad,9-CHAPTER XXII,under age 22,Financial_Dependent,500.0
2006,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Independent,250.0
2001,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,5335.35
2005,U,4 yr Undergrad,1-CUNY SR,age 36 - 50,Financial_Independent,500.0
2011,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,7750.07
2008,U,5 yr Undergrad,3-SUNY SO,under age 22,Financial_Dependent,250.0
2012,U,4 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,838.0
2010,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,4504.0
2004,G,Grad,1-CUNY SR,age 36 - 50,Financial_Independent,131.25
2006,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,4791.67
2001,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,6450.0
2000,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,325.0
2018,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,10266.0
2005,U,2 yr Undergrad,4-SUNY CC,over age 50,Financial_Independent,750.0
2018,U,2 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,101736.25
2013,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,22294.0
2005,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,10709.31
2009,U,2 yr Undergrad,3-SUNY SO,age 36 - 50,Financial_Independent,500.0
2010,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,19372.0
2004,U,2 yr Undergrad,2-CUNY CC,age 36 - 50,Financial_Independent,2524.5
2003,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,129062.5
2007,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,1545.0
2012,U,2 yr Undergrad,4-SUNY CC,age 36 - 50,Financial_Independent,1415.0
2015,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,250.0
2019,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,684.78
2015,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Dependent,5564.5
2007,U,2 yr Undergrad,8-OTHER,under age 22,Financial_Dependent,1500.0
2002,U,5 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,17100.0
2006,U,4 yr Undergrad,1-CUNY SR,age 22 - 25,Financial_Independent,109570.25
2013,U,2 yr Undergrad,5-INDEPENDENT,age 22 - 25,Financial_Dependent,31431.5
2001,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,1735.0
2002,U,2 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,625.0
2006,U,2 yr Undergrad,8-OTHER,age 36 - 50,Financial_Independent,250.0
2005,U,4 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,250.0
2006,U,4 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,63.75
2000,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Independent,21204.69
2000,U,4 yr Undergrad,1-CUNY SR,age 26 - 35,Financial_Dependent,2230.75
2015,U,2 yr Undergrad,6-BUS. DEGREE,over age 50,Financial_Independent,156929.2
2015,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,625.0
2001,U,2 yr Undergrad,4-SUNY CC,age 26 - 35,Financial_Independent,10092.0
2002,U,5 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1422.5
2014,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,166.67
2000,U,4 yr Undergrad,6-BUS. DEGREE,age 22 - 25,Financial_Dependent,637.5
2008,U,2 yr Undergrad,5-INDEPENDENT,over age 50,Financial_Independent,2020.0
2002,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,2007.0
2007,U,4 yr Undergrad,5-INDEPENDENT,age 36 - 50,Financial_Independent,250.0
2000,U,2 yr Undergrad,6-BUS. DEGREE,age 26 - 35,Financial_Independent,35525.5
2019,U,2 yr Undergrad,7-BUS. NON-DEG,age 26 - 35,Financial_Independent,35708.61
2002,U,2 yr Undergrad,5-INDEPENDENT,under age 22,Financial_Dependent,3667.0
2003,U,4 yr Undergrad,1-CUNY SR,under age 22,Financial_Dependent,37208.35
2012,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Dependent,500.0
2015,U,2 yr Undergrad,6-BUS. DEGREE,age 36 - 50,Financial_Independent,7930.45
2012,U,2 yr Undergrad,5-INDEPENDENT,age 26 - 35,Financial_Independent,851.5
2008,U,2 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,166968.44
2018,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Dependent,1575.5
2003,U,4 yr Undergrad,6-BUS. DEGREE,under age 22,Financial_Dependent,82487.18
2007,U,2 yr Undergrad,2-CUNY CC,under age 22,Financial_Dependent,23000.0
2013,U,2 yr Undergrad,4-SUNY CC,under age 22,Financial_Dependent,2878865.58
2011,U,4 yr Undergrad,3-SUNY SO,age 26 - 35,Financial_Independent,154546.5
2013,U,2 yr Undergrad,3-SUNY SO,age 22 - 25,Financial_Independent,4543.0
