Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2010,1,California,Nutrition,Farm Direct Foods,Restaurant/Retail,Farmers' Markets: Electronic Benefit Transfers,LEG,015FDF
2009,1,Hawaii,Nutrition,Medical Care,Community,Tax Credit for Land Conservation or Preservation,LEG,026MEC
2010,1,South Dakota,Physical Activity,Access to Recreational Opportunities,School/After School,School Land Access Permits and Fees,LEG,004ARO
2009,1,Washington,Obesity,Appropriations,Community,Greenhouse Gases in Washington,LEG,002APP
2010,1,Rhode Island,Nutrition,Incentives,Community,Taxation,LEG,029INC
2009,1,North Carolina,Nutrition,School Nutrition,Community,Sustainable Local Food Advisory Council,LEG,043SNU
2010,1,California,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Taxation: Sweetened Beverage Tax: Childrens Health Fund,LEG,046SSB
2010,1,Michigan,Obesity,Food Restrictions,Community,Local Farmers,LEG,020FOR
2011,1,Hawaii,Physical Activity,Public Transportation,Community,Hawaii Community Development Authority,LEG,040TRS
2010,1,California,Physical Activity,Public Transportation,Community,California Transportation Plan,LEG,040TRS
2011,1,Pennsylvania,Physical Activity,Pedestrians/Walking,School/After School,Charter Schools,LEG,052PED
2011,1,Maine,Physical Activity,Pedestrians/Walking,Community,Commuter and Passenger Rail Transportation,LEG,052PED
2011,1,Texas,Nutrition,Incentives,Restaurant/Retail,Interagency Obesity Council,LEG,029INC
2010,1,California,Physical Activity,Pedestrians/Walking,Community,Traffic Offenses: Punishment,LEG,052PED
2010,1,Missouri,Nutrition,Incentives,Restaurant/Retail,Caffeinated Drinks Excise Tax,LEG,029INC
2011,1,Nebraska,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Nebraska Healthy Food Financing Initiative Act,LEG,021HFR
2009,1,Wisconsin,Obesity,Menu Labeling,Community,Tax Incremental Districts,LEG,032MNL
2011,1,Connecticut,Obesity,Menu Labeling,Community,Smart Growth Principles,LEG,032MNL
2010,1,West Virginia,Nutrition,Farm Direct Foods,Restaurant/Retail,Tax Credits for the Sale of Locally Grown Produce,LEG,015FDF
2011,1,California,Nutrition,Food Assistance Programs,Community,Budget Act of 2011,LEG,003FAP
2010,1,Minnesota,Obesity,Health Insurance Coverage,Community,Capital Improvements,LEG,028HIC
2010,1,New York,Obesity,Appropriations,Community,Passing a Bicycle on a Roadway,LEG,002APP
2009,1,New York,Nutrition,Trans Fats,Community,Sales and Use Tax Exemptions,LEG,050FAT
2009,1,Rhode Island,Obesity,Appropriations,Medical and/or Hospital,Office of Health Equity,LEG,002APP
2011,1,Minnesota,Physical Activity,Bicycling,Community,Transportation,LEG,005BIK
2005,1,Tennessee,Nutrition,Food Assistance Programs,Community,An Act Appropriating Money <br>,LEG,003FAP
2009,1,Georgia,Physical Activity,Pedestrians/Walking,Community,Pedestrians,LEG,052PED
2011,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Pedestrian Safety on Park Drive,LEG,052PED
2002,1,Florida,Physical Activity,Safe Routes to Schools,School/After School,An Act Relating to Safe Transportation for Children<br>,LEG,041SRS
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,School/After School,Capital Improvements,LEG,049BED
2011,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,Agribusiness,LEG,015FDF
2005,1,Massachusetts,Physical Activity,Access to Recreational Opportunities,Community,Walpole Recreational Land,LEG,004ARO
2009,1,Massachusetts,Nutrition,Farmers Markets,School/After School,Student Nutrition and Wellness,LEG,016FAM
2009,1,New York,Nutrition,Farm Direct Foods,Community,Farmers Toll Exemption,LEG,015FDF
2009,1,Michigan,Nutrition,Fruits and Vegetables,Community,Vacant Land,LEG,025FAV
2008,1,Connecticut,Nutrition,Farmers Markets,Community,Revisions of Agriculture Statutes,LEG,016FAM
2010,1,Mississippi,Nutrition,Farm Direct Foods,Community,Healthy Food Retail Act,LEG,015FDF
2010,1,New York,Obesity,Appropriations,Work Place,Advisory Committee on Public Wellness,LEG,002APP
2010,1,Colorado,Physical Activity,Bicycling,Community,Safer Streets for Nonmotorized Transport,LEG,005BIK
2011,1,New York,Obesity,Portion Size,School/After School,Prohibiting the Sale of Certain Foods and Beverages,LEG,038POS
2009,1,Montana,Physical Activity,Bicycling,Community,Alternative Transportation,LEG,005BIK
2012,1,New York,Nutrition,Initiatives and Programs,Restaurant/Retail,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,053INP
2012,1,Florida,Physical Activity,Bicycling,Community,An Act Relating to Growth Management,LEG,005BIK
2012,1,Iowa,Nutrition,Disparities/Equity,Community,An Act Providing for Charitable Food Donations,LEG,013DEQ
2010,1,Maryland,Nutrition,Farmers Markets,Restaurant/Retail,Poultry and Rabbits,LEG,016FAM
2009,1,Alabama,Obesity,Food Restrictions,Community,Appropriations,LEG,020FOR
2010,1,California,Nutrition,School Nutrition,Work Place,Health and Human Services: Federal Grant Opportunities,LEG,043SNU
2015,1,Texas,Nutrition,Initiatives and Programs,Community,Department of Agriculture Initiatives,LEG,053INP
2014,2,Massachusetts,Physical Activity,Appropriations,Community,Parks Appropriations,LEG,002APP
2011,1,Arizona,Obesity,Liability and Indemnity,Restaurant/Retail,Tax on Sweetened Beverages,LEG,030LAI
2011,1,Wyoming,Nutrition,Appropriations,Medical and/or Hospital,Licensure of Hospitals,REG,002APP
2009,1,Oregon,Obesity,Appropriations,School/After School,Physical Education,LEG,002APP
2009,1,Maine,Obesity,Body Mass Index (BMI),Community,Transit Oriented Development Districts,LEG,006BMI
2011,1,New York,Nutrition,Task Forces/Councils,School/After School,Task Force on Food and Physical Education,LEG,047TFC
2011,1,Vermont,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Sugar-Sweetened Beverages,LEG,021HFR
2011,1,Minnesota,Nutrition,Appropriations,Community,Human Services,LEG,002APP
2010,1,District of Columbia,Obesity,Task Forces/Councils,School/After School,Healthy Schools,LEG,047TFC
2011,1,Maine,Obesity,Liability and Indemnity,Community,Individual and Small Group Health Plans,LEG,030LAI
2011,1,Connecticut,Physical Activity,Physical Education Requirements,School/After School,School District Mandates,LEG,036PER
2010,1,Illinois,Nutrition,Appropriations,Community,Commission to End Hunger Act,LEG,002APP
2009,1,New York,Nutrition,Disparities/Equity,School/After School,New York State Healthy Kids Act,LEG,013DEQ
2011,1,Nevada,Nutrition,Access to Healthy Foods,School/After School,School Wellness Policies,LEG,001AHF
2012,1,New York,Nutrition,Food Security,Community,An Act Making  Appropriations    <br>,LEG,023FOS
2009,1,New York,Obesity,Appropriations,Community,Safe Access to Public Roads,LEG,002APP
2010,1,Arizona,Nutrition,School Nutrition,Community,Charter Schools and Tax Exemption,LEG,043SNU
2001,1,Arkansas,Nutrition,Correctional Facilities Farms Programs,Community,An Act to Make Appropriations  <br>,LEG,018CFP
2015,1,Minnesota,Nutrition,Disparities/Equity,Community,Urban Agriculture Development Grants,LEG,013DEQ
2010,1,Pennsylvania,Obesity,Appropriations,Community,Public Private Transportation Partnership,LEG,002APP
2011,1,Washington,Obesity,Food Restrictions,Community,Residential Property of Small Farms,LEG,020FOR
2009,1,Massachusetts,Physical Activity,Safe Routes to Schools,Community,Transportation System Modernization,LEG,041SRS
2010,1,Washington,Obesity,Health Insurance Coverage,Work Place,Health Carrier Payment of Wellness Incentives,LEG,028HIC
2011,1,Hawaii,Nutrition,Task Forces/Councils,Restaurant/Retail,Aspartame,LEG,047TFC
2011,1,Nevada,Physical Activity,Physical Activity Requirements,School/After School,School Wellness Policies,LEG,035PAR
2009,1,New York,Nutrition,Media Campaigns,School/After School,Healthy Schools Act,LEG,031MDC
2009,1,Minnesota,Obesity,Appropriations,Community,Economic Development,LEG,002APP
2005,1,Hawaii,Nutrition,Agriculture and Farming,School/After School,Agribusiness Development Corporation,LEG,017AGF
2012,1,Louisiana,Obesity,TV/Screen Viewing,Early Care and Education,An Act Relative to Licensed Child Day Care Facilities<br>,LEG,048TVS
2011,1,Arizona,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Tax on Sweetened Beverages,LEG,021HFR
2011,1,Connecticut,Nutrition,Appropriations,Community,Community Investment Account,LEG,002APP
2010,1,Louisiana,Physical Activity,Bicycling,Community,Bicycles,LEG,005BIK
2011,1,Missouri,Nutrition,Access to Healthy Foods,School/After School,Sewer Service Lines Failure Repair Fee,LEG,001AHF
2011,1,Tennessee,Nutrition,Fruits and Vegetables,Community,Taxes,LEG,025FAV
2009,1,Maine,Obesity,TV/Screen Viewing,School/After School,Physical Education Curriculum,LEG,048TVS
2010,1,Connecticut,Obesity,Incentives,Community,Vending Machine Sales,LEG,029INC
2011,1,Massachusetts,Nutrition,Medical Care,Community,Right of Way Violations,LEG,026MEC
2011,1,Vermont,Nutrition,Food Assistance Programs,Work Place,Unified Health Systems,LEG,003FAP
2014,3,Massachusetts,Physical Activity,Physical Education Requirements,School/After School,New PE Requirements,LEG,036PER
2010,1,Mississippi,Obesity,Marketing Restrictions,Community,Outdoor Advertising,LEG,019MAR
2010,1,Illinois,Nutrition,Medical Care,Community,School Transportation Task Force,LEG,026MEC
2010,1,New Hampshire,Nutrition,Food Assistance Programs,Community,Home and Community-Based Care for the Elderly,REG,003FAP
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation System Modernization,LEG,049BED
2011,1,Maryland,Nutrition,Incentives,Community,Maryland Combating Childhood Obesity Grant Program,LEG,029INC
2010,1,Hawaii,Obesity,Appropriations,Community,Real Property Blight,LEG,002APP
2014,3,Massachusetts,Physical Activity,Appropriations,Medical and/or Hospital,Appropriations for Nutritional Assistance Programs,LEG,002APP
2011,1,New Mexico,Obesity,Health Insurance Coverage,Work Place,Employee Wellness Incentive Programs,LEG,028HIC
2010,1,New Jersey,Obesity,Food Restrictions,Community,Milk Coupons,LEG,020FOR
2011,1,Massachusetts,Nutrition,Farm Direct Foods,Community,Farmers' Markets,LEG,015FDF
2011,1,Connecticut,Physical Activity,Built Environment and Street-Scale Design,Community,State Traffic Commission,LEG,049BED
2011,1,Mississippi,Nutrition,Task Forces/Councils,School/After School,Council on Combating Obesity,LEG,047TFC
2009,1,Iowa,Obesity,Food Restrictions,Community,Local Food and Farm Task Force,LEG,020FOR
2010,1,Missouri,Nutrition,Agriculture and Farming,Community,Farm to Institution Initiative,LEG,017AGF
2009,1,Maine,Obesity,Appropriations,School/After School,Physical Education Curriculum,LEG,002APP
2009,1,Hawaii,Physical Activity,Public Transportation,Community,Public Transit Repeal County Surcharge,LEG,040TRS
2010,1,Illinois,Nutrition,Farm Direct Foods,Community,Farmers Market Technology Improvement Program,LEG,015FDF
2010,1,Maryland,Physical Activity,Public Transportation,Community,Blue Ribbon Commission,LEG,040TRS
2009,1,District of Columbia,Obesity,Appropriations,Community,View 14 Project,LEG,002APP
2009,1,Washington,Obesity,Health Insurance Coverage,Work Place,Health Carrier Payment of Wellness Incentives,LEG,028HIC
2013,1,New York,Physical Activity,Bicycling,Work Place,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,005BIK
2010,1,Maryland,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health Insurance,LEG,003FAP
2012,1,New York,Nutrition,Fruits and Vegetables,Restaurant/Retail,Relates to Obesity Prevention<br>,LEG,025FAV
2011,1,Iowa,Nutrition,School Nutrition,School/After School,Healthy Kids Act,LEG,043SNU
2011,1,Maryland,Nutrition,Trans Fats,Restaurant/Retail,Food Service Facility,LEG,050FAT
2009,1,Massachusetts,Obesity,Appropriations,Community,Analyzing Vehicle and Pedestrian Safety on Route 60,LEG,002APP
2010,1,Hawaii,Physical Activity,Public Transportation,Community,Street Repairs,LEG,040TRS
2009,1,Maryland,Physical Activity,Public Transportation,Community,State Facilities,LEG,040TRS
2007,1,North Carolina,Nutrition,Incentives,School/After School,Appropriations Act of 2007,LEG,029INC
2008,1,Colorado,Physical Activity,School Siting,School/After School,BEST Grant Rules,REG,042SIT
2007,1,Oklahoma,Nutrition,Food Security,Community,State Food Security Act,LEG,023FOS
2011,1,Colorado,Physical Activity,Physical Education Requirements,School/After School,Physical Activity Expectation in Schools,LEG,036PER
2009,1,New York,Obesity,Portion Size,School/After School,New York State Healthy Kids Act,LEG,038POS
2009,1,Maryland,Physical Activity,Bicycling,Community,Vehicle Laws,LEG,005BIK
2010,1,New Jersey,Physical Activity,Public Transportation,Community,Economic Recovery Districts,LEG,040TRS
2009,1,Florida,Physical Activity,Public Transportation,Community,Jacksonville Transportation Authority,LEG,040TRS
2009,1,New York,Physical Activity,Physical Activity Requirements,School/After School,High School Athletic Competition Eligibility Exception,LEG,035PAR
2014,3,Massachusetts,Nutrition,Access to Healthy Foods,Community,Appropriations for Low Income Food Infrastructure,LEG,001AHF
2009,1,Massachusetts,Nutrition,Task Forces/Councils,Medical and/or Hospital,Health of Group Insurance Commission Population,LEG,047TFC
2009,1,Rhode Island,Nutrition,Medical Care,Community,Motor Vehicles and Bicycles,LEG,026MEC
2011,1,North Carolina,Nutrition,Vending,School/After School,A Bill to Exempt Parentally Supplied Foods from Nutrition Standards,LEG,051VEN
2011,1,Maine,Obesity,Appropriations,Community,Future Bond Program,REG,002APP
2011,1,New Mexico,Physical Activity,Incentives,Medical and/or Hospital,Public Employees and Wellness Incentives,LEG,029INC
2011,1,Hawaii,Nutrition,Agriculture and Farming,Community,Capital Improvement Projects for the Benefit of the Fir,LEG,017AGF
2011,1,Kansas,Nutrition,School Nutrition,School/After School,Obesity Prevention Council,LEG,043SNU
2009,1,Hawaii,Nutrition,School Nutrition,School/After School,Artificial Trans Fat,LEG,043SNU
2009,1,Missouri,Obesity,Appropriations,School/After School,School Districts,LEG,002APP
2010,1,Missouri,Nutrition,Incentives,Restaurant/Retail,State and Local Sales Tax Exemption,LEG,029INC
2011,1,Wisconsin,Obesity,Appropriations,Community,Failure-to-Yield Violations,LEG,002APP
2009,1,Texas,Obesity,Food Restrictions,Community,Fresh Produce Availability Program,LEG,020FOR
2009,1,Texas,Obesity,Appropriations,School/After School,Specialty License Plates,LEG,002APP
2012,1,Ohio,Physical Activity,Incentives,Community,An Act Amending Laws Governing Local Governments<br>,LEG,029INC
2009,1,Pennsylvania,Physical Activity,School Siting,School/After School,Pupil Transportation,LEG,042SIT
2008,1,Michigan,Physical Activity,Appropriations,Community,Housing and Community Development Fund,REG,002APP
2011,1,Maine,Obesity,Appropriations,Community,Commuter and Passenger Rail Transportation,LEG,002APP
2011,1,New York,Obesity,Appropriations,Early Care and Education,Grant Program for Collaborative School Initiatives,LEG,002APP
2011,1,California,Obesity,Appropriations,Community,Vehicles: Engineering and Traffic Survey,LEG,002APP
2009,1,Maryland,Physical Activity,Public Transportation,Community,Local Government Planning,LEG,040TRS
2009,1,Ohio,Nutrition,Incentives,School/After School,Nutritional Standards,LEG,029INC
2009,1,Missouri,Nutrition,Medical Care,Community,Department of Transportation,LEG,026MEC
2011,1,Minnesota,Obesity,Liability and Indemnity,Restaurant/Retail,Civil Actions,LEG,030LAI
2011,1,Pennsylvania,Physical Activity,Appropriations,Community,Family Centers,LEG,002APP
2010,1,Pennsylvania,Nutrition,Nutrition Standards,School/After School,School Foods Reform,LEG,010NUS
2009,1,Pennsylvania,Physical Activity,Public Transportation,Community,Transportation Code and the Vehicles Code,LEG,040TRS
2011,1,Maine,Nutrition,Appropriations,Restaurant/Retail,Raw Milk Sales,LEG,002APP
2009,1,Georgia,Obesity,Appropriations,Community,Motor Vehicles,LEG,002APP
2010,1,Arizona,Obesity,Incentives,Restaurant/Retail,Sales Tax for Candy and Soft Drinks,LEG,029INC
2015,1,Texas,Nutrition,Farm Direct Foods,School/After School,Farm to School Community Connections Pilot Program,LEG,015FDF
2012,1,New York,Nutrition,Farmers Markets,Community,Appropriations<br>,LEG,016FAM
2011,1,Tennessee,Nutrition,Medical Care,Community,Tourism,LEG,026MEC
2011,1,Mississippi,Obesity,Task Forces/Councils,Community,Healthcare Coordinating Council,LEG,047TFC
2009,1,Oklahoma,Nutrition,Incentives,Community,Revenue And Taxation,LEG,029INC
2015,1,New York,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Sweetened Beverage Tax Law,LEG,046SSB
2009,1,Wisconsin,Physical Activity,Public Safety,Community,Village of Elmwood,LEG,039SAF
2011,1,Hawaii,Nutrition,Appropriations,Community,Home Organic Produce Cooperatives,LEG,002APP
2009,1,Illinois,Nutrition,Food Assistance Programs,Community,Appropriations,LEG,003FAP
2011,1,New Jersey,Obesity,Appropriations,Early Care and Education,Athletic Heart Protectors,LEG,002APP
2005,1,Illinois,Nutrition,Point of Purchase Promotion,School/After School,Pupil Physical Education Exemption,LEG,037POP
2011,1,Mississippi,Nutrition,Incentives,Medical and/or Hospital,Wellness Council Activities,LEG,029INC
2005,1,Delaware,Obesity,Disparities/Equity,School/After School,Assessment of Public School Students,LEG,013DEQ
2012,1,Illinois,Nutrition,Initiatives and Programs,Early Care and Education,Early Childhood Block Grant<br>,REG,053INP
2011,1,Oregon,Obesity,Sugar Sweetened Beverages,Community,Warning Label Requirement on High Calorie Beverages,LEG,046SSB
2009,1,Michigan,Physical Activity,Bicycling,Community,Recreational Authorities Act,LEG,005BIK
2011,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Motor and Other Vehicles,LEG,052PED
2009,1,New York,Obesity,Appropriations,Community,Bus Rapid Transit Program,LEG,002APP
2011,1,Oregon,Obesity,Food Restrictions,Community,Nutrition,LEG,020FOR
2009,1,Illinois,Nutrition,Agriculture and Farming,Community,Jobs Council Act,LEG,017AGF
2011,1,Tennessee,Obesity,Food Restrictions,Restaurant/Retail,Taxes,LEG,020FOR
2011,1,Oklahoma,Obesity,Front of Package Labeling,Community,Healthier Neighborhood Living Task Force,LEG,024FOP
2010,1,Utah,Obesity,Appropriations,School/After School,Vending Machine Contents and Schools,LEG,002APP
2011,1,Texas,Nutrition,Nutrition Standards,Restaurant/Retail,Sweetened Beverages Tax,LEG,010NUS
2011,1,Minnesota,Physical Activity,Bicycling,Community,Capital Improvements,LEG,005BIK
2009,1,Illinois,Nutrition,Farm Direct Foods,School/After School,School Code,LEG,015FDF
2011,1,Illinois,Nutrition,Appropriations,School/After School,Flavored Milk in School Lunch Program,LEG,002APP
2011,1,Illinois,Nutrition,Farmers Markets,Community,Food Handling Regulation Enforcement Act,LEG,016FAM
2011,1,New York,Nutrition,Farm Direct Foods,Community,State Fiscal Year 2011-2012 Funding,LEG,015FDF
2011,1,Nevada,Physical Activity,Task Forces/Councils,School/After School,School Wellness Policies,LEG,047TFC
2010,1,Minnesota,Obesity,Appropriations,Community,Capital Improvements,LEG,002APP
2010,1,New Jersey,Nutrition,Farmers Markets,Restaurant/Retail,State Budget,LEG,016FAM
2009,1,Hawaii,Nutrition,Appropriations,School/After School,School Lunches and Local Produce,LEG,002APP
2008,1,Pennsylvania,Nutrition,Appropriations,Community,Capital Budget Project Itemization Act of 2007-2008<br>,LEG,002APP
2009,1,Illinois,Obesity,Appropriations,Community,Swimming Pool and Bathing Beach Code,REG,002APP
2011,1,Hawaii,Nutrition,Appropriations,Medical and/or Hospital,Medicaid,LEG,002APP
2011,1,Hawaii,Physical Activity,School Siting,School/After School,Capital Improvement Projects for the Benefit of the Fir,LEG,042SIT
2005,1,Arizona,Obesity,Appropriations,School/After School,Mandatory Physical Education Implementation Task Force,LEG,002APP
2009,1,Iowa,Obesity,Health Insurance Coverage,Work Place,Tax Credit,LEG,028HIC
2011,1,Missouri,Nutrition,Access to Healthy Foods,Community,Sewer Service Lines Failure Repair Fee,LEG,001AHF
2009,1,Pennsylvania,Obesity,Menu Labeling,Community,Pennsylvania Municipalities Planning Code,LEG,032MNL
2009,1,Hawaii,Nutrition,Appropriations,Community,Biofuel Facilities,LEG,002APP
2009,1,Vermont,Nutrition,Access to Healthy Foods,School/After School,Recovery and Reinvestment Act,LEG,001AHF
2010,1,Arizona,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Transaction Privilege Tax and Soft Drinks,LEG,021HFR
2012,1,Kentucky,Physical Activity,Incentives,Work Place,State Employee Health Insurance<br>,LEG,029INC
2011,1,Minnesota,Nutrition,Liability and Indemnity,Community,Capital Investment,LEG,030LAI
