Department family,Entity,Date,Expense type, Expense area ,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Signs & Labels,ss023,16.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Patents Directorate ,Heathrow Express,Amazon GPC,16.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Nu Key,Maurice 449,18.57,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Nu Key,Maurice 454,18.57,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,greenbuying.co.uk,527_c206f588c2a099184045fed4f29693c6,18.89,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,Amazon,ERICH11,19.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Innovation Directorate ,Amazon,Amazon GPC,20.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Other Stationery & General Supplies, Business Support Directorate ,Sitebox,ANBEC154,22.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon,ss027,23.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Websitepulse,ROMOU278,25.21,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Travel and subsistence UK, Patents Directorate ,Bristol Airport,0,25.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Other Stationery & General Supplies, Business Support Directorate ,Dictation Machines,ANBEC150,26.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Patents Directorate ,NCP Birmingham,HHART18,27.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon,ROMOU276,28.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Liscombe,Maurice 457,30.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Business Support Directorate ,EasyJet.com,TARTH056,31.49,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Travel and subsistence UK, Business Support Directorate ,Holiday Extra,MHUMP33,31.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Finance Directorate ,Amazon,MHUMP31,33.32,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Finance Directorate ,Amazon,MHUMP29,33.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Finance Directorate ,Amazon,MHUMP30,33.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Innovation Directorate ,The Stationery Office,ANBEC152,36.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon.co.uk,TARTH054,36.14,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Finance Directorate ,BPP Training,ROMOU286,37.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon,ss026,37.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Travis Perkins,ANBEC157,38.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Entertainment, Copyright and IP Enforcement Directorate ,ESS Support Services Worldwide,fduts,38.59,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Apple Store,ROMOU281,40.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Other Stationery & General Supplies, Business Support Directorate ,SCF Supplies,ANBEC151,47.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,B&Q,ethib 260,48.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Kaiser & Kraft,Maurice 432A,59.93,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Eureka,Maurice 455,61.57,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Liscombe,yjohn363,67.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Howdens,yjohn362,67.56,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Staffords,Maurice 435,73.89,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon,ss025,75.98,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Newey & Eyre,Maurice 451,76.39,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,Easyjet,NIILE50,76.88,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Seton,Mauirce 452,77.73,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,Easyjet,NIILE49,82.88,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Patents Directorate ,Amazon,HHART17,90.25,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Business Support Directorate ,The Train Line,MHUMP32,92.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Patents Directorate ,EasyJet ,44,94.86,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Griffiths Signs,yjohn364,98.7,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Unicol,ROMOU280,100.64,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, International Policy Directorate ,amazon.co.uk,026-8143295-3506755,103.75,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Maplin,ROMOU279,104.09,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Patents Directorate ,Haymarket Publishers,ECALL02,112.71,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Topfencehire,yjohn369,112.8,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,Easyjet,NIILE51,114.88,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Screwfix,Maurice 453,118.92,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Business Support Directorate ,EasyJet.com,TARTH055,124.88,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Business Support Directorate ,Nitenite,TARTH053,126.9,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,HW,ethib 263,135.11,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,Melville Exhibitions,ERICH10,139.71,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon,ss024,145.23,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, International Policy Directorate ,Hotel Manotel in Geneva  ,0,149.56,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,O2,TTHOM0911,150.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Newey & Eyre,ANBEC158,150.17,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,Preimer Inn,NI21,157.9,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,HW,ethib 261,170.38,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Telephone Rentals and Call Charges, Business Support Directorate ,MeetingZone,ROMOU285,173.66,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Training, Business Support Directorate ,CIPD Membership,TARTH059,175.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Trade Marks Directorate ,Easyjet,CMUND041,177.71,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Telephone Rentals and Call Charges, Business Support Directorate ,T-Mobile,ROMOU277,180.06,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,HW,ethib 264,185.58,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Screwfix,Maurice 456,189.34,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Surveymonkey,ROMOU284,202.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Training, Copyright and IP Enforcement Directorate ,Lawsociety.org,GPC E100,205.63,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Staff Counselling Services, Business Support Directorate ,Towergate,ANBEC156,214.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Screwfix,Maurice 462,218.75,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Office Supplies, Business Support Directorate ,Office 2 Me,yjohn366,229.18,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,ACID,ERICH08,241.55,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Books  Newspapers & Publications, Business Support Directorate ,Amazon,ss022,299.37,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Plumbworld.co.uk,Maurice 458,306.85,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Broadbandbuyer,ROMOU282,319.88,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Howdens,yjohn362,366.6,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Plumb Centre,Maurice 450,398.17,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence UK, Innovation Directorate ,D&T Association,ERICH12,399.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,Newey & Eyre,Maurice459,416.64,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,CPD,yjohn370,447.67,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Training, Business Support Directorate ,SQL Bits,ANBEC155,528.75,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Innovation Directorate ,Brussels Airlines,ANBEC148,556.1,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Travel and subsistence Overseas, Innovation Directorate ,Brussels Airlines,ANBEC149,556.1,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,CM online,Maurice 461,615.15,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Minor Buiding Works & Maintenance, Business Support Directorate ,CPD,Maurice 448,682.78,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,WinZip Computing,TTHOM0910,750.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Computer hardware and software, Business Support Directorate ,Freeparking,ROMOU283,1633.34,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Other Stationery & General Supplies, Finance Directorate ,Computacenter,GPC 4257,4257.8,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2010,Travel and subsistence UK, Chief Executive's Office ,Amantia Airport Services,397,240.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,04/10/2010,Plant and Machinery, Business Support Directorate ,PowerPerfector Plc,SIN000225,77714.51,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Agency Staff, International Policy Directorate ,Acorn Recruitment Ltd,562522,416.4,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Agency Staff, International Policy Directorate ,Acorn Recruitment Ltd,560632,521.88,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Agency Staff, International Policy Directorate ,Acorn Recruitment Ltd,559728,616.26,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,11/10/2010,Agency Staff, International Policy Directorate ,Acorn Recruitment Ltd,561567,632.91,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2010,Training, Business Support Directorate ,Personal expenses name witheld,48739,17.1,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Training, Copyright and IP Enforcement Directorate ,Intellectual Property Institute,BLACA/IPI SEMINAR 14-OCT-2010,25.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Business Support Directorate ,Personal expenses name witheld,48655,33.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Innovation Directorate ,Business Language Services Ltd,10180,52.31,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Patents Directorate ,Business Language Services Ltd,10180,52.31,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Patents Directorate ,Business Language Services Ltd,10180,52.31,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Trade Marks Directorate ,Business Language Services Ltd,10180,52.31,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2010,Training, Business Support Directorate ,Personal expenses name witheld,48691,88.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2010,Training, Finance Directorate ,Personal expenses name witheld,48811,94.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Copyright and IP Enforcement Directorate ,Business Language Services Ltd,10180,102.56,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2010,Training, Patents Directorate ,Coleg Gwent,INV61769,104.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Business Support Directorate ,Business Language Services Ltd,10180,104.62,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Business Support Directorate ,Business Language Services Ltd,10180,104.62,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Trade Marks Directorate ,Business Language Services Ltd,10180,104.62,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Business Support Directorate ,Business Language Services Ltd,10180,104.73,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Copyright and IP Enforcement Directorate ,Centre for Parliamentary Studies,CPS-474,106.68,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Copyright and IP Enforcement Directorate ,Centre for Parliamentary Studies,CPS-475,106.68,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-476,114.26,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-476,114.26,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-476,114.26,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Patents Directorate ,Business Language Services Ltd,10180,131.96,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Patents Directorate ,Business Language Services Ltd,10180,209.24,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Copyright and IP Enforcement Directorate ,Centre for Parliamentary Studies,CPS-474,213.36,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Copyright and IP Enforcement Directorate ,Centre for Parliamentary Studies,CPS-475,213.36,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2010,Training, Business Support Directorate ,British Red Cross,N660227,253.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2010,Training, International Policy Directorate ,A Weale,IPO/BUSINENG/JPTK/AWEA/2010-05,281.25,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Patents Directorate ,Business Language Services Ltd,10180,299.81,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2010,Training, Patents Directorate ,Office for National Statistics,40450,320.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2010,Training, Patents Directorate ,Office for National Statistics,40450,320.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2010,Training, Patents Directorate ,Office for National Statistics,40450,320.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Copyright and IP Enforcement Directorate ,Centre for Parliamentary Studies,CPS-476,342.82,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2010,Training, Innovation Directorate ,AURIL,1375,345.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2010,Training, Business Support Directorate ,Now You're Talking Business,7970,400.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-474,426.56,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-475,426.56,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-474,426.68,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Innovation Directorate ,Centre for Parliamentary Studies,CPS-475,426.68,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, International Policy Directorate ,Centre for Parliamentary Studies,CPS-474,426.72,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, International Policy Directorate ,Centre for Parliamentary Studies,CPS-475,426.72,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Business Support Directorate ,QA Ltd,SLI05745,433.58,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2010,Training, Business Support Directorate ,Quadrilect Ltd,16374,446.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2010,Training, Business Support Directorate ,Quadrilect Ltd,16375,446.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2010,Training, Business Support Directorate ,Quadrilect Ltd,16376,446.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2010,Training, Business Support Directorate ,Quadrilect Ltd,16378,446.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2010,Training, Innovation Directorate ,Now-C-Change,NCC000251,447.4,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Copyright and IP Enforcement Directorate ,Centre for Parliamentary Studies,CPS-476,457.2,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, International Policy Directorate ,Centre for Parliamentary Studies,CPS-476,457.2,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,26/10/2010,Training, Business Support Directorate ,Coleg Gwent,INV59320,462.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2010,Training, International Policy Directorate ,G Kaiser,IPO/FRE/JTHOMP/GK/2010-06,487.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Innovation Directorate ,University of Wales Newport,17094,520.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2010,Training, International Policy Directorate ,B Zhang,IPO/CHIN/IG/BZ/2010-04,525.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2010,Training, International Policy Directorate ,L Purrini,IPO/FRE/ID/LP/2010-01/2,525.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2010,Training, Business Support Directorate ,Rebecca Ballard-Without A Mouse Training,100832-77,560.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2010,Training, Innovation Directorate ,HM Treasury,25304,652.5,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Finance Directorate ,University of Wales Newport,16869,945.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,25/10/2010,Training, Business Support Directorate ,JML Training & Consultation,JM01578,951.14,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Innovation Directorate ,University of Wales Newport,16540,990.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2010,Training, Chief Executive's Office ,AFA Project Management Ltd,6256,1050.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,26/10/2010,Training, Innovation Directorate ,National School of Government,F442292,1135.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2010,Training, Copyright and IP Enforcement Directorate ,Informa (UK) Ltd,45149375,1373.34,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Business Support Directorate ,University of Wales Newport,16466,1445.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Business Support Directorate ,University of Wales Newport,16627,1445.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2010,Training, Business Support Directorate ,University of Wales Newport,16629,1445.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2010,Training, Patents Directorate ,National School of Government,F441821,1495.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,04/10/2010,Training, Finance Directorate ,National School of Government,F441305,1600.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,26/10/2010,Training, Finance Directorate ,National School of Government,F442252,1600.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2010,Training, Chief Executive's Office ,Praesta Partners LLP,HD205,1666.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2010,Training, Business Support Directorate ,Architecting the Enterprise,2702,1761.3,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2010,Training, Finance Directorate ,iTrain Consulting Ltd,773893,3200.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2010,Training, Chief Executive's Office ,Praesta Partners LLP,HD208,5129.05,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Subscription to Professional bodies, Business Support Directorate ,Personal expenses name witheld,48687,108.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,11/10/2010,Subscription to Professional bodies, Business Support Directorate ,Personal expenses name witheld,48718,108.0,Not recorded
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2010,Subscription to Professional bodies, Business Support Directorate ,Personal expenses name witheld,48686,160.0,Not recorded
