Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2010,1,Massachusetts,Nutrition,Liability and Indemnity,Community,Economic Development Reorganization,LEG,030LAI
2010,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Designated Pending Legislation,LEG,052PED
2010,1,Mississippi,Physical Activity,Incentives,Restaurant/Retail,Town of Como,LEG,029INC
2005,1,Delaware,Nutrition,Liability and Indemnity,School/After School,Physical Activity,LEG,030LAI
2011,1,Hawaii,Physical Activity,Public Transportation,Community,Hybrid Bicycles,LEG,040TRS
2012,1,West Virginia,Nutrition,Food Assistance Programs,Community,Making Appropriations of Public Money out of the Treasury,LEG,003FAP
2011,1,Hawaii,Nutrition,Appropriations,Community,Home Organic Produce Cooperatives,LEG,002APP
2001,1,Texas,Nutrition,Task Forces/Councils,Community,Special Supplemental Nutrition Program,LEG,047TFC
2010,1,Virginia,Nutrition,Farm Direct Foods,Community,Food Standards for Agency Meals,LEG,015FDF
2011,1,Nebraska,Obesity,Appropriations,Restaurant/Retail,Nebraska Healthy Food Financing Initiative Act,LEG,002APP
2009,1,Louisiana,Obesity,Menu Labeling,Community,Tax Credit Program,LEG,032MNL
2010,1,Washington,Nutrition,Farm Direct Foods,Restaurant/Retail,Property Tax Exemption,LEG,015FDF
2001,1,New York,Nutrition,Food Assistance Programs,Community,An Act to Implement Language Qualifying Appropriations<br>,LEG,003FAP
2016,1,Utah,Obesity,Health Insurance Coverage,Community,Obesity Report by Public Employees Health Plan<br>,LEG,028HIC
2009,1,New Jersey,Physical Activity,Media Campaigns,Community,Childhood Obesity Prevention,LEG,031MDC
2009,1,California,Obesity,Body Mass Index (BMI),School/After School,2009-10 Budget,LEG,006BMI
2013,2,Florida,Physical Activity,Incentives,Community,"""Project Criteria, Management Plan, Land Exchanges""",REG,029INC
2010,1,Kentucky,Nutrition,Appropriations,Restaurant/Retail,Restaurant Display of Caloric Information,LEG,002APP
2010,1,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Community,Public Health And Safety,LEG,049BED
2011,1,Oregon,Physical Activity,Disabilities,School/After School,Healthy Lifestyles for Children,LEG,011DIS
2009,1,Massachusetts,Physical Activity,Public Transportation,Community,Student Nutrition and Wellness,LEG,040TRS
2011,1,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Community,Historic Route 66 Bike Trail,LEG,049BED
2012,1,Kentucky,Obesity,Health Insurance Coverage,Work Place,State Employee Health Insurance<br>,LEG,028HIC
2011,1,Maryland,Obesity,Appropriations,School/After School,Maryland Food and Nutrition Policy Council,LEG,002APP
2011,1,Kentucky,Obesity,Menu Labeling,Community,Tax Increment Financing,LEG,032MNL
2001,1,Arkansas,Nutrition,Food Assistance Programs,Community,Area Agency on Aging Capital Improvement,LEG,003FAP
2011,1,Pennsylvania,Nutrition,Healthier Food Retail and Food Deserts,School/After School,School Foods Reform,LEG,021HFR
2011,1,Maine,Physical Activity,Physical Activity Requirements,School/After School,Student Health,LEG,035PAR
2007,1,Georgia,Physical Activity,Disabilities,School/After School,House Resolution  <br>,LEG,011DIS
2012,1,Illinois,Nutrition,Disparities/Equity,Community,An Act Concerning Appropriations,LEG,013DEQ
2009,1,New York,Obesity,Menu Labeling,Community,The Downstate Revitalization Fund Program,REG,032MNL
2011,1,Rhode Island,Obesity,Appropriations,Community,State Affairs and Government,LEG,002APP
2011,1,California,Nutrition,Agriculture and Farming,Community,Food and Agriculture<br>,REG,017AGF
2009,1,Texas,Obesity,Appropriations,Community,Urban Transportation Authority,LEG,002APP
2009,1,Massachusetts,Nutrition,Access to Healthy Foods,School/After School,Food Policy Council,LEG,001AHF
2011,1,Maryland,Obesity,Appropriations,Community,Maryland Livestock and Poultry Care Advisory Board,LEG,002APP
2001,1,Oklahoma,Nutrition,Point of Purchase Promotion,Community,Motor Vehicles,LEG,037POP
2009,1,Florida,Obesity,Portion Size,Early Care and Education,Child Care Standards,REG,038POS
2011,1,Tennessee,Nutrition,Appropriations,Community,Taxes,LEG,002APP
2011,1,Iowa,Nutrition,Food Policy Councils,Community,An Act Related to Appropriations<br>,LEG,022FPC
2010,1,Michigan,Physical Activity,Public Safety,Community,Economic Growth Budget,LEG,039SAF
2010,1,Iowa,Physical Activity,Bicycling,Community,Eluding A Law Enforcement Officer,LEG,005BIK
2011,1,Massachusetts,Nutrition,Farmers Markets,Restaurant/Retail,Environmental and Health Impact Reports,LEG,016FAM
2011,1,Maine,Nutrition,Incentives,Restaurant/Retail,Local Food Production,LEG,029INC
2011,1,Hawaii,Nutrition,School Nutrition,School/After School,School Gardens,LEG,043SNU
2011,1,Massachusetts,Physical Activity,Health Impact Assessment,Community,Environmental and Health Impact Reports,LEG,027HIA
2010,1,California,Physical Activity,School Siting,School/After School,Safe Routes to School,LEG,042SIT
2015,1,Minnesota,Physical Activity,Safe Routes to Schools,Community,Transportation Appropriations,LEG,041SRS
2010,1,New Jersey,Obesity,Appropriations,School/After School,School Transportation in Hazardous Routes,LEG,002APP
2011,1,Virginia,Nutrition,Appropriations,School/After School,School Food Program Nutritional Program,LEG,002APP
2009,1,Florida,Physical Activity,Media Campaigns,Restaurant/Retail,Prevention of Obesity,LEG,031MDC
2011,1,Washington,Nutrition,Trans Fats,Work Place,An Act Relating to the Establishment of Food Purchasing Policies<br>,LEG,050FAT
2011,1,New York,Obesity,Body Mass Index (BMI),Work Place,State Workforce Fuel Reduction Conservation,LEG,006BMI
2011,1,Montana,Nutrition,Task Forces/Councils,Early Care and Education,Recommendations on Reducing Childhood Hunger,LEG,047TFC
2009,1,Wisconsin,Obesity,Appropriations,School/After School,Budget Act,LEG,002APP
2010,1,Illinois,Obesity,Front of Package Labeling,School/After School,School Code,LEG,024FOP
2012,2,New Jersey,Nutrition,Access to Healthy Foods,School/After School,"""An act concerning produce served in schools, and supplementing chapter 33 of Title 18A of the New Jersey Statutes""",LEG,001AHF
2008,1,New Jersey,Nutrition,Farm Direct Foods,Community,An Act Making Appropriations,LEG,015FDF
2009,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Improvements,LEG,052PED
2010,1,District of Columbia,Nutrition,Food Assistance Programs,Community,Hospital and Medical Services Corporation,LEG,003FAP
2010,1,Oklahoma,Nutrition,Disparities/Equity,Medical and/or Hospital,Medically Fragile Waiver Services,REG,013DEQ
2009,1,New York,Obesity,Food Restrictions,Restaurant/Retail,New York State Farm Grown Products,LEG,020FOR
2011,1,Utah,Nutrition,Access to Healthy Foods,Restaurant/Retail,Soft Drink Taxes and Education Funding,LEG,001AHF
2011,1,Montana,Obesity,Body Mass Index (BMI),Work Place,Incentive Programs to Reward Healthy Choices,LEG,006BMI
2016,2,Connecticut,Nutrition,Farm Direct Foods,Community,An act concerning Connecticut's Farm to School program,LEG,015FDF
2009,1,West Virginia,Nutrition,Appropriations,Early Care and Education,Early Education System,REG,002APP
2009,1,Minnesota,Physical Activity,"Parks, Recreation and Trails",Community,Local Government,LEG,034PRT
2009,1,Hawaii,Obesity,Menu Labeling,Community,Housing and Infrastructure Development,LEG,032MNL
2011,1,Iowa,Nutrition,Farm Direct Foods,Community,Local Farms and Foods,LEG,015FDF
2012,1,Iowa,Physical Activity,Bicycling,Community,An Act Making  Appropriations,LEG,005BIK
2010,1,Mississippi,Nutrition,Appropriations,School/After School,State Board Policy 4011,REG,002APP
2014,4,District of Columbia,Nutrition,Food Policy Councils,Community,Food Policy Council,LEG,022FPC
2011,1,Arkansas,Obesity,Body Mass Index (BMI),Community,Economic Development Commission,LEG,006BMI
2011,1,Iowa,Nutrition,Appropriations,Restaurant/Retail,Production and Marketing of Local Foods,LEG,002APP
2007,1,Washington,Nutrition,Farm Direct Foods,School/After School,Local Farms and Healthy Kids and Communities,LEG,015FDF
2011,1,Kentucky,Physical Activity,Pedestrians/Walking,Community,Tax Increment Financing,LEG,052PED
2005,1,California,Nutrition,Food Assistance Programs,School/After School,School Meals,LEG,003FAP
2009,1,Tennessee,Nutrition,Incentives,Community,Food and Food Products,LEG,029INC
2010,1,Washington,Obesity,Appropriations,Community,2009-11 Supplemental Transportation Appropriations,LEG,002APP
2011,1,Rhode Island,Obesity,Task Forces/Councils,Community,Minority Health Disparities,LEG,047TFC
2011,1,Maine,Nutrition,Access to Healthy Foods,Community,Electronic Benefits Transfers and Farmers Markets,LEG,001AHF
2009,1,Montana,Nutrition,Appropriations,School/After School,Tax Incentive for Producers,LEG,002APP
2005,1,Vermont,Obesity,Food Restrictions,School/After School,Vermont Products,LEG,020FOR
2015,1,Texas,Physical Activity,Initiatives and Programs,School/After School,Department of Agriculture Initiatives,LEG,053INP
2011,1,Texas,Nutrition,Correctional Facilities Farms Programs,Restaurant/Retail,Interagency Obesity Council,LEG,018CFP
2009,1,Texas,Obesity,Appropriations,Community,Partnership for Children in Nature,LEG,002APP
2009,1,Florida,Obesity,Menu Labeling,Community,Growth Management,LEG,032MNL
2009,1,Massachusetts,Physical Activity,Physical Activity Requirements,School/After School,Out of School Time Programming,LEG,035PAR
2010,1,Louisiana,Physical Activity,Bicycling,Community,Bicycles,LEG,005BIK
2011,1,Mississippi,Nutrition,Vending,Work Place,Wellness Council Activities,LEG,051VEN
2009,1,Oklahoma,Nutrition,Incentives,Community,Revenue And Taxation,LEG,029INC
2010,1,Michigan,Physical Activity,Public Transportation,Community,Public Transit,LEG,040TRS
2010,1,Colorado,Nutrition,Incentives,School/After School,Farm to School Interagency Task Force,LEG,029INC
2009,1,Connecticut,Obesity,Appropriations,Community,Regionalism,LEG,002APP
2010,1,West Virginia,Nutrition,Appropriations,Restaurant/Retail,Healthy Lifestyles Restaurant Calorie Posting Program,LEG,002APP
2009,1,Maryland,Nutrition,Appropriations,Restaurant/Retail,Retail Food and Pharmacy Vendors,REG,002APP
2015,1,Maryland,Physical Activity,Physical Activity Requirements,School/After School,Student Health and Fitness Act,LEG,035PAR
2008,1,Oklahoma,Physical Activity,Incentives,Community,Senate Resolution<br>,LEG,029INC
2011,1,Mississippi,Nutrition,Disparities/Equity,Community,Council on Combating Obesity,LEG,013DEQ
2011,1,Missouri,Nutrition,Agriculture and Farming,Restaurant/Retail,Livestock Brands Publishing,LEG,017AGF
2011,1,Connecticut,Nutrition,Incentives,Restaurant/Retail,An Act Concerning Farmers' Markets<br>,LEG,029INC
2009,1,New Mexico,Obesity,Appropriations,Community,Public Money Expenditure,LEG,002APP
2012,1,New York,Nutrition,Food Security,School/After School,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,023FOS
2010,1,Tennessee,Physical Activity,Bicycling,Community,Traffic Safety,LEG,005BIK
2010,1,Maryland,Obesity,Appropriations,School/After School,Public School Transportation,LEG,002APP
2011,1,Florida,Nutrition,Appropriations,Medical and/or Hospital,State Employee Health Insurance Benefits,LEG,002APP
2011,1,Washington,Physical Activity,"Parks, Recreation and Trails",Community,Rural Conservation Development Demonstration Projects,LEG,034PRT
2010,1,Louisiana,Obesity,Appropriations,Community,Bicycles,LEG,002APP
2010,1,Illinois,Obesity,Appropriations,Community,Commission to End Hunger Act,LEG,002APP
2010,1,Connecticut,Nutrition,Fruits and Vegetables,Restaurant/Retail,"Farms, Food and Jobs",LEG,025FAV
2003,1,California,Obesity,Appropriations,School/After School,Physical Education,LEG,002APP
2009,1,New York,Nutrition,Media Campaigns,Community,Senior Benefits Card Program,LEG,031MDC
2011,1,Texas,Physical Activity,Physical Education Requirements,School/After School,High School Graduation Requirements and Disabilities,LEG,036PER
2017,1,Arkansas,Nutrition,Farm Direct Foods,Medical and/or Hospital,"LOCAL FOOD, FARMS, AND JOBS ACT <br>",LEG,015FDF
2007,1,Arkansas,Nutrition,School Nutrition,Early Care and Education,Department of Health and Human Services,LEG,043SNU
2009,1,Mississippi,Nutrition,Medical Care,Community,Bicycles,LEG,026MEC
2011,1,Missouri,Nutrition,Agriculture and Farming,Community,"Expenses, Grants, Refunds, and Distributions",LEG,017AGF
2009,1,Tennessee,Nutrition,Liability and Indemnity,Community,Transportation Department of Tennessee,LEG,030LAI
2013,1,District of Columbia,Nutrition,Vending,Community,To Amend the Recreation Act,LEG,051VEN
2010,1,Oklahoma,Nutrition,Task Forces/Councils,School/After School,Public Health And Safety,LEG,047TFC
2009,1,Oregon,Obesity,Appropriations,Community,Nutrition,LEG,002APP
2009,1,California,Nutrition,School Nutrition,Early Care and Education,Child Care: Nutritional Requirements,LEG,043SNU
2009,1,Ohio,Nutrition,Appropriations,School/After School,Nutritional Standards,LEG,002APP
2013,4,New York,Nutrition,Task Forces/Councils,Community,An Act to Amend the Agriculture and Markets Law,LEG,047TFC
2009,1,Minnesota,Physical Activity,Bicycling,Community,Capital Improvements,LEG,005BIK
2009,1,North Carolina,Physical Activity,Pedestrians/Walking,Community,Active Living Plan Grants,LEG,052PED
2010,1,Pennsylvania,Physical Activity,Public Safety,Community,Blighted Property Database,LEG,039SAF
2010,1,Hawaii,Nutrition,Incentives,Community,General Excise Taxes on Snack Foods,LEG,029INC
2011,1,Montana,Nutrition,Food Assistance Programs,Work Place,Incentive Programs to Reward Healthy Choices,LEG,003FAP
2011,1,Oklahoma,Obesity,Appropriations,Community,Driver Licenses,LEG,002APP
2009,1,Maine,Physical Activity,Physical Education Requirements,School/After School,School Year and Curricula,LEG,036PER
2010,1,Vermont,Obesity,Health Insurance Coverage,Medical and/or Hospital,Health Care Coverage,LEG,028HIC
2011,1,Missouri,Obesity,Food Restrictions,School/After School,Farm to Table Advisory Board,LEG,020FOR
2009,1,Mississippi,Obesity,Appropriations,Community,Major Economic Impact Act,LEG,002APP
2009,1,Illinois,Nutrition,Appropriations,School/After School,Public School Lunch Programs,LEG,002APP
2005,1,Maryland,Physical Activity,Physical Education Requirements,School/After School,Health and Nutrition in Public Schools,LEG,036PER
2012,3,District of Columbia,Nutrition,Media Campaigns,Community,Nutritional Standards for Food Sold at Parks,LEG,074MAM
2011,1,Mississippi,Obesity,Appropriations,School/After School,Healthy Living Instruction,LEG,002APP
2009,1,New York,Physical Activity,"Parks, Recreation and Trails",Community,Community Gardens,LEG,034PRT
2003,1,Illinois,Nutrition,Medical Care,Community,Highway Code,LEG,026MEC
2010,1,Maryland,Obesity,Food Restrictions,Restaurant/Retail,Poultry and Rabbits,LEG,020FOR
2011,1,California,Physical Activity,Physical Activity Requirements,School/After School,Budget Act of 2011,LEG,035PAR
2010,1,Oklahoma,Nutrition,Access to Healthy Foods,Community,Public Health And Safety,LEG,001AHF
2009,1,Missouri,Obesity,Menu Labeling,Community,Business Use Incentives,LEG,032MNL
2011,1,Arkansas,Nutrition,Liability and Indemnity,School/After School,Childhood Education Appropriation,LEG,030LAI
2011,1,Ohio,Nutrition,Food Security,Community,Drug Testing Requirement for Adults on Assistance,LEG,023FOS
2010,1,California,Obesity,Appropriations,School/After School,Budget Act of 2010,LEG,002APP
2009,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Improvements,LEG,052PED
2011,1,New York,Nutrition,Sodium,School/After School,Prohibiting the Sale of Certain Foods and Beverages,LEG,045SOD
2011,1,Missouri,Nutrition,Access to Healthy Foods,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,001AHF
2009,1,Colorado,Nutrition,Sodium,School/After School,Healthy Snacks In Schools,LEG,045SOD
2010,1,Florida,Nutrition,Farm Direct Foods,Restaurant/Retail,Department of Agriculture and Consumer Services,LEG,015FDF
2010,1,District of Columbia,Nutrition,Incentives,Community,Supermarket Tax Abatement,LEG,029INC
2011,1,Massachusetts,Nutrition,Trans Fats,Community,Foods Containing Artificial Trans Fats,LEG,050FAT
2011,1,Hawaii,Nutrition,Trans Fats,Work Place,Wellness,LEG,050FAT
2012,1,New Jersey,Nutrition,Fruits and Vegetables,Community,New Jersey fresh mobiles pilot program act<br>,LEG,025FAV
2012,1,New York,Nutrition,Task Forces/Councils,Community,Relates to Obesity Prevention<br>,LEG,047TFC
2011,1,Texas,Physical Activity,Physical Education Requirements,School/After School,Flexibility for Public Schools,LEG,036PER
2009,1,Maine,Obesity,Appropriations,School/After School,Education,LEG,002APP
2011,1,California,Physical Activity,Bicycling,Community,Vehicles: Traffic Control Device: Standards: Committee,LEG,005BIK
2011,1,California,Nutrition,Access to Healthy Foods,School/After School,Childhood Immunization,LEG,001AHF
2010,1,New York,Nutrition,Appropriations,Community,Public Health Information Campaign,LEG,002APP
2011,1,Illinois,Nutrition,Disparities/Equity,School/After School,Flavored Milk in School Lunch Program,LEG,013DEQ
2009,1,New York,Physical Activity,Public Transportation,Community,Metropolitan Commuter Transportation District Taxes,LEG,040TRS
2010,1,Colorado,Nutrition,Incentives,Restaurant/Retail,Penalty Interest,REG,029INC
2010,1,Arizona,Nutrition,School Nutrition,Community,Charter Schools and Tax Exemption,LEG,043SNU
2015,1,New York,Obesity,Body Mass Index (BMI),School/After School,"An act to amend the education law, in relation to authorizing the screening for childhood obesity and instruction in good health and reducing the incidence of obesity",LEG,006BMI
2010,1,Illinois,Obesity,Sugar Sweetened Beverages,Community,Municipal Code,LEG,046SSB
2011,1,Maine,Obesity,Appropriations,Medical and/or Hospital,Nutritional Wellness and Health Insurers,LEG,002APP
2010,1,Virginia,Physical Activity,"Parks, Recreation and Trails",Community,Community Development Authorities,LEG,034PRT
2011,1,West Virginia,Obesity,Appropriations,Restaurant/Retail,Food Tax Increasing the Tax on Nonintoxicating Beer,LEG,002APP
2011,1,Connecticut,Obesity,Food Restrictions,Community,Community Investment Account,LEG,020FOR
2012,3,California,Nutrition,Initiatives and Programs,Community,Food Literacy Awareness Month,LEG,053INP
2009,1,Idaho,Nutrition,Agriculture and Farming,Restaurant/Retail,Rules of the Preferred Promotion Program,REG,017AGF
2010,1,Florida,Nutrition,School Nutrition,School/After School,School Food Service Programs,LEG,043SNU
2009,1,Illinois,Nutrition,Medical Care,Medical and/or Hospital,Local Food and Farms and Jobs Act,LEG,026MEC
2010,1,South Carolina,Nutrition,Incentives,Restaurant/Retail,Sweetened Beverage Tax Act,LEG,029INC
2009,1,Massachusetts,Nutrition,School Nutrition,School/After School,Student Health and Education,LEG,043SNU
2011,1,Maine,Obesity,Appropriations,School/After School,Student Performance,LEG,002APP
2009,1,Louisiana,Nutrition,Medical Care,Community,Motor Vehicle Operators,LEG,026MEC
2011,1,Maine,Nutrition,Access to Healthy Foods,School/After School,Farm and Fish School Program,LEG,001AHF
2009,1,Maryland,Obesity,Appropriations,Community,Tax Increment Financing,LEG,002APP
2010,1,Hawaii,Nutrition,School Nutrition,Restaurant/Retail,Schools,LEG,043SNU
2009,1,Massachusetts,Nutrition,Access to Healthy Foods,School/After School,Healthy Alternatives in Public School Food Program,LEG,001AHF
2010,1,Tennessee,Nutrition,Appropriations,Community,Taxation,LEG,002APP
2005,1,Michigan,Nutrition,Medical Care,Community,Bicyclist Rights,LEG,026MEC
