Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,18+,Monroe,ROCHESTER PSYCHIATRIC CENTER,27,10,
2AP,18+,Allegany,County,103,5,
3AP,0-17,Saint Lawrence,ST. LAWRENCE PSYCHIATRIC CENTER,45,0,
3AP,0-17,Queens,PREMIER HEALTHCARE D & T CTR,37,0,
3AP,18+,Manhattan,"HAMILTON-MADISON HOUSE, INC.",121,1,
3AP,18+,Niagara,MOUNT ST MARY HSP HLTH CTR,56,1,NO
2AP,18+,Rensselaer,County,284,35,
2AP,0-17,Manhattan,NYC-HHC METROPOLITAN HOSPITAL CENTER,28,1,
2AP,18+,Rockland,County,1067,190,
2AP,18+,Jefferson,County,484,48,
3AP,18+,Monroe,FINGER LAKES AREA COUNSELING AND RECOVERY AGY,57,0,
3AP,18+,Manhattan,"GREENWICH HOUSE, INC.",75,0,
2AP,18+,Westchester,County,8858,1217,
2AP,18+,Manhattan,N Y EYE AND EAR INFIRMARY,420,50,
3AP,0-17,Genesee,UNITED MEMORIAL MEDICAL CTR,33,0,
3AP,18+,Cayuga,County,283,1,
3AP,0-17,Queens,"STEINWAY CHILD AND FAMILY SERVICES, INC.",54,0,NO
2AP,0-17,Cortland,"CORTLAND REGIONAL MEDICAL CENTER, INC.",25,1,NO
2AP,0-17,Otsego,County,264,7,
2AP,0-17,Chemung,ST. JOSEPH'S HOSPITAL,37,0,NO
2AP,0-17,Seneca,County,20,1,
2AP,18+,Orange,County,1399,171,
3AP,18+,Genesee,County,284,0,
3AP,0-17,Oneida,OMH STATE PC NETWORK,59,0,NO
2AP,0-17,Monroe,ROCHESTER GENERAL HOSPITAL,204,5,NO
2AP,0-17,Saratoga,County,331,4,
2AP,18+,Allegany,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,21,4,
3AP,18+,Schenectady,County,1481,2,
2AP,18+,Manhattan,AREBA CASRIEL INSTITUTE,166,10,NO
2AP,18+,Erie,County,4139,388,
2AP,18+,Monroe,"BEHAVIORAL HEALTH NETWORK, INC.",330,22,
2AP,18+,Columbia,County,220,24,
2AP,18+,Suffolk,"TRANSITIONAL SERVICES/NY FOR LONG ISLAND,INC.",31,9,
2AP,18+,Orange,EZRAS CHOILIM HLTH CTR INC,27,4,NO
2AP,0-17,Tioga,County,10,0,
2AP,0-17,Oswego,County,105,1,
3AP,18+,Saint Lawrence,County,273,1,NO
2AP,18+,Manhattan,"NEW HORIZON COUNSELING CENTER, INC., THE",159,22,NO
2AP,18+,Seneca,County,22,1,
2AP,18+,Hamilton,County,7,1,
3AP,18+,Rockland,LEXINGTON CTR FOR RECOVERY,21,0,NO
3AP,18+,Orange,CRYSTAL RUN AMBULATORY SURGERY CTR,39,1,
3AP,18+,Franklin,ALICE HYDE MEDICAL CENTER,47,0,NO
3AP,18+,Brooklyn,HOUSING WORKS E NY HIV 3 AADC,51,0,NO
3AP,0-17,Ulster,County,296,0,
2AP,18+,Ontario,County,413,41,NO
2AP,18+,Albany,County,5152,881,
3AP,18+,Queens,LESC BHCC,426,6,
2AP,18+,Brooklyn,County,3,0,
2AP,18+,Putnam,HUDSON RIVER HEALTH CARE,22,4,
3AP,18+,Staten Island,County,1509,11,
3AP,18+,Otsego,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,47,0,
2AP,18+,Warren,AIDS COUNCIL OF NENY AI,32,2,
3AP,0-17,Bronx,"STEINWAY CHILD AND FAMILY SERVICES, INC.",91,0,NO
2AP,18+,Chautauqua,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,302,24,
2AP,18+,Queens,EPISCOPAL HEALTH SERVICES INC.,355,68,
3AP,18+,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",109,0,
2AP,18+,Bronx,County,14559,1472,
2AP,0-17,Queens,OMH STATE PC NETWORK,78,5,NO
2AP,18+,Dutchess,County,1322,153,
2AP,18+,Bronx,BRONX ADDICTION SVCS INTEGRATED CONCEPTS SYST,38,8,
3AP,18+,Washington,County,131,0,
2AP,18+,Brooklyn,COORDINATED BEHAVIORAL CARE IPA,2921,327,
3AP,18+,Brooklyn,County,94,0,
3AP,18+,Monroe,HILLSIDE CHILDREN'S CENTER,134,1,
2AP,18+,Allegany,County,197,13,
3AP,18+,Saratoga,County,329,0,
2AP,18+,Suffolk,COORDINATED BEHAVIORAL CARE IPA,606,104,
3AP,0-17,Brooklyn,County,946,0,
2AP,18+,Nassau,"MENTAL HEALTH ASSOCIATION OF NASSAU CO., INC.",65,7,NO
2AP,0-17,Jefferson,County,93,1,
3AP,18+,Bronx,CARE FOR THE HOMELESS,191,1,
2AP,18+,Nassau,ADVANTAGE CARE D AND T CTR,109,11,NO
2AP,18+,Queens,"THE FLOATING HOSPITAL, INC.",78,10,
3AP,18+,Washington,County,113,0,
3AP,0-17,Chautauqua,CHHUNY LLC,25,0,
2AP,18+,Montgomery,County,490,44,
2AP,0-17,Suffolk,County,593,33,
2AP,18+,Montgomery,County,476,43,
2AP,18+,Nassau,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,228,16,
2AP,0-17,Oswego,County,110,1,
2AP,18+,Warren,County,755,71,
2AP,18+,Onondaga,"LIBERTY RESOURCES, INC.",170,10,NO
2AP,0-17,Saratoga,"FW OF SARATOGA, INC.",200,3,NO
3AP,18+,Albany,NYC-HHC HARLEM HOSPITAL CENTER,561,0,NO
2AP,18+,Suffolk,"MARYHAVEN CENTER OF HOPE, INC.",96,16,
2AP,18+,Oneida,County,1618,154,
2AP,0-17,Oneida,"THE NEIGHBORHOOD CENTER, INC.",108,0,
2AP,18+,Nassau,County,1,0,
2AP,18+,Schuyler,County,64,5,
2AP,18+,Dutchess,County,1,0,
2AP,0-17,Tioga,County,15,0,
2AP,18+,Clinton,ADIRONDACK HEALTH INSTITUTE INC,38,5,
2AP,18+,Lewis,County,109,12,
2AP,18+,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",28,3,NO
2AP,18+,Madison,CONSUMER SERVICES OF MADISON COUNTY,21,3,
2AP,0-17,Manhattan,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,31,1,
2AP,18+,Westchester,SOUND SHORE MEDICAL CENTER,69,11,NO
2AP,18+,Jefferson,County,483,52,
2AP,18+,Herkimer,County,266,34,
2AP,0-17,Putnam,County,27,0,
2AP,0-17,Westchester,"JULIA DYCKMAN ANDRUS MEMORIAL, INC.",83,2,NO
2AP,0-17,Schenectady,SCHENECTADY FAMILY HEALTH SER,34,2,
2AP,18+,Allegany,County,182,14,
3AP,0-17,Cayuga,HILLSIDE CHILDREN'S CENTER,32,0,NO
3AP,18+,Schuyler,County,73,0,
3AP,18+,Erie,BUFFALO AMBULATORY SURG CTR,21,0,
3AP,18+,Westchester,HUDSON VALLEY HOSP CTR,134,1,
3AP,18+,Washington,GLENS FALLS HOSPITAL,27,0,NO
3AP,18+,Columbia,County,148,2,NO
3AP,18+,Manhattan,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,27,0,NO
2AP,18+,Oswego,County,412,30,
2AP,18+,Manhattan,MONTEFIORE MEDICAL CENTER,256,32,
3AP,18+,Otsego,"REHABILITATION SUPPORT SERVICES, INC.",54,0,
2AP,18+,Ulster,County,957,121,
2AP,18+,Washington,County,111,10,
3AP,0-17,Queens,"COORDINATED BEHAVIORAL CARE, INC.",28,0,
2AP,0-17,Manhattan,SCO FAMILY OF SERVICES,86,5,
3AP,18+,Rockland,County,1066,1,
3AP,18+,Brooklyn,MAIMONIDES MEDICAL CENTER,1395,10,
2AP,18+,Saratoga,County,602,61,
3AP,18+,Steuben,County,332,1,
2AP,18+,Manhattan,"LOWER EAST SIDE SERVICE CENTER, INC.",99,10,NO
2AP,18+,Schoharie,County,118,16,
2AP,18+,Fulton,County,302,27,
3AP,0-17,Orange,County,57,0,
3AP,0-17,Orleans,County,25,0,
3AP,18+,Seneca,County,131,3,
3AP,18+,Albany,County,6132,41,
3AP,18+,Greene,County,274,0,
3AP,18+,Chautauqua,BUFFALO PSYCHIATRIC CENTER,58,0,NO
3AP,18+,Tompkins,"CAYUGA MEDICAL CENTER AT ITHACA, INC.",47,0,NO
2AP,0-17,Suffolk,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,58,4,NO
3AP,0-17,Westchester,"FOUR WINDS, INC.",264,0,NO
3AP,18+,Brooklyn,AHAVA MEDICAL AND REHAB CENTER LLC,194,2,NO
2AP,18+,Westchester,ST. BARNABAS HOSPITAL,70,1,
2AP,18+,Westchester,County,40,7,
3AP,18+,Queens,INTERLINE EMP ASST PROG INC,68,0,NO
2AP,18+,Erie,County,2872,273,NO
2AP,18+,Nassau,County,5346,636,
2AP,18+,Livingston,County,326,27,
3AP,0-17,Niagara,NIAGARA FALLS MEMORIAL MEDICAL CENTER,34,0,
3AP,18+,Tompkins,County,376,1,
2AP,18+,Otsego,County,322,14,
2AP,18+,Monroe,County,581,74,
2AP,18+,Niagara,County,685,41,
2AP,0-17,Orange,County,245,10,
2AP,18+,Ulster,PROJECT SAMARITAN HLTH SVCS I,45,1,
2AP,18+,Sullivan,County,81,20,
3AP,18+,Manhattan,GAY MENS HLTH CRISIS AIDS AI,79,0,NO
3AP,18+,Warren,GLENS FALLS HOSPITAL,443,0,NO
3AP,0-17,Genesee,County,46,0,
3AP,0-17,Schuyler,County,16,0,
2AP,18+,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,186,23,
3AP,18+,Putnam,County,239,1,
3AP,0-17,Manhattan,County,1905,0,
2AP,18+,Dutchess,County,1286,146,
2AP,18+,Rensselaer,County,429,47,
2AP,0-17,Ontario,SOLDIERS & SAILORS MEMORIAL HOSPITAL,21,0,
3AP,18+,Erie,KALEIDA HEALTH - WOMEN & CHILDREN'S HOSPITAL,40,0,NO
2AP,18+,Brooklyn,"SPANISH SPEAKING ELDERLY COUNCIL-RAICES, INC.",30,3,
2AP,18+,Niagara,"HORIZON HEALTH SERVICES, INC.",160,16,
3AP,0-17,Chemung,"FAMILY SERVICES OF CHEMUNG COUNTY, INC.",96,0,NO
3AP,0-17,Staten Island,NORTHWELL HEALTH NETWORK,75,0,
2AP,0-17,Cortland,County,60,1,
3AP,18+,Delaware,County,19,0,
3AP,18+,Staten Island,BRIGHTPOINT HEALTH,62,0,
2AP,18+,Warren,County,781,62,
2AP,0-17,Tompkins,County,80,1,
2AP,18+,Onondaga,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",784,96,
3AP,0-17,Madison,COMMUNITY MEMORIAL HOSPITAL,21,0,
2AP,0-17,Monroe,County,832,27,
2AP,0-17,Cattaraugus,County,106,2,
2AP,18+,Yates,County,105,7,
2AP,18+,Livingston,County,309,22,
3AP,0-17,Bronx,IDUHA IPA,62,0,
2AP,18+,Warren,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",33,4,
2AP,18+,Erie,"HORIZON HEALTH SERVICES, INC.",498,43,NO
3AP,0-17,Manhattan,HELP/PROJECT SAMARITAN SVCS CORP,32,0,
2AP,18+,Westchester,County,62,5,
3AP,18+,Manhattan,BEHAVIORAL HEALTH NYC IPA,320,0,
2AP,18+,Manhattan,"SHILOH CONSULTING, LLC",30,2,
2AP,18+,Queens,County,10406,1353,
3AP,18+,Columbia,County,235,1,
3AP,18+,Manhattan,HENRY STREET SETTLEMENT,54,0,
3AP,18+,Westchester,"FAMILY SERVICES OF WESTCHESTER, INC.",27,0,
2AP,18+,Onondaga,County,1142,66,
2AP,0-17,Monroe,County,1063,37,
2AP,18+,Schoharie,County,70,6,NO
3AP,18+,Dutchess,County,1317,5,
2AP,18+,Manhattan,"URBAN HEALTH PLAN, INC.",135,10,
2AP,18+,Manhattan,NYC-HHC BELLEVUE HOSPITAL CENTER,894,68,
2AP,0-17,Warren,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,22,0,
3AP,18+,Bronx,OMH STATE PC NETWORK,213,4,NO
2AP,18+,Staten Island,SOUTH BEACH PSYCHIATRIC CENTER,29,11,
3AP,18+,Brooklyn,AHAVA MEDICAL AND REHAB CENTER LLC,330,2,
3AP,18+,Manhattan,GRAMERCY PARK DIGESTIVE DISEASE CTR,40,0,
3AP,0-17,Tioga,County,13,0,
2AP,0-17,Westchester,County,1133,49,
2AP,0-17,Seneca,County,29,1,NO
3AP,18+,Brooklyn,County,12261,54,
2AP,18+,Delaware,County,107,5,
3AP,18+,Bronx,County,6330,29,
2AP,0-17,Washington,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,23,0,
2AP,0-17,Dutchess,VASSAR BROTHERS MED CTR,36,1,NO
2AP,18+,Montgomery,County,476,45,
3AP,18+,Nassau,FEDERATION EMPLOYMENT & GUIDANCE SERVICE,321,0,NO
2AP,0-17,Nassau,NORTH SHORE-LONG ISLAND JEWISH HEALTH SYSTEM,32,3,NO
2AP,0-17,Erie,UNIVERSITY PEDIATRIC ASSOC,21,1,
2AP,18+,Rockland,County,1065,152,
3AP,0-17,Schuyler,County,17,0,
2AP,18+,Cattaraugus,County,400,54,
2AP,18+,Schuyler,County,38,0,
2AP,18+,Otsego,"REHABILITATION SUPPORT SERVICES, INC.",59,5,NO
2AP,0-17,Manhattan,MOUNT SINAI MEDICAL CENTER,91,2,NO
3AP,18+,Bronx,"CENTER FOR URBAN COMMUNITY SERVICES, INC.",24,0,NO
2AP,0-17,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,32,2,NO
3AP,0-17,Schuyler,SCHUYLER COUNTY MENTAL HEALTH SERVICES,26,0,NO
3AP,0-17,Greene,County,2,0,
3AP,18+,Niagara,County,692,1,
2AP,18+,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,194,16,
2AP,18+,Dutchess,"HUDSON VALLEY MENTAL HEALTH, INC.",186,15,NO
3AP,18+,Yates,County,111,1,
2AP,18+,Bronx,BRONX ADDICTION SVCS INTEGRATED CONCEPTS SYST,56,10,
3AP,18+,Queens,LEXINGTON HEARING AND SPEECH,42,2,
2AP,0-17,Schenectady,ELLIS HOSPITAL,228,9,
3AP,0-17,Saint Lawrence,CLAXTON-HEPBURN MEDICAL CENTER,34,0,
2AP,0-17,Madison,ONEIDA HEALTHCARE CENTER,51,5,
3AP,0-17,Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,105,0,
2AP,0-17,Putnam,County,25,0,
2AP,18+,Monroe,"DEPAUL COMMUNITY SERVICES, INC.",53,11,
2AP,18+,Staten Island,County,1784,273,
3AP,18+,Niagara,County,1331,3,
2AP,0-17,Jefferson,County,93,4,NO
2AP,0-17,Erie,"CHILD & ADOLESCENT TREATMENT SERVICES, INC.",39,1,
3AP,18+,Queens,CHOICES WOMENS MED CTR,23,0,NO
2AP,0-17,Queens,County,671,30,
2AP,18+,Columbia,COLUMBIA COUNTY DEPARTMENT OF HUMAN SERVICES,50,1,
3AP,18+,Westchester,MT VERNON NEIGHBORHOOD HC INC,131,0,
2AP,0-17,Erie,NORTHWEST BUFFALO COMM H C,28,2,
2AP,18+,Nassau,NORTH SHORE UNIV AT PLAINVIEW,56,6,NO
3AP,18+,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,92,0,
2AP,18+,Staten Island,PROJECT HOSPITALITY INC AI,102,7,NO
3AP,18+,Onondaga,OMH STATE PC NETWORK,54,2,
2AP,0-17,Suffolk,County,635,33,
2AP,0-17,Staten Island,County,180,2,
3AP,18+,Westchester,County,8841,57,
2AP,0-17,Monroe,OAK ORCHARD COMMUNITY HEALTH CTR,23,1,
2AP,18+,Monroe,"LAKEVIEW HEALTH SERVICES, INC.",60,9,
3AP,0-17,Rockland,County,106,0,NO
2AP,18+,Madison,County,314,21,
2AP,18+,Tompkins,County,350,23,
3AP,0-17,Dutchess,HUDSON RIVER HEALTH CARE,27,0,NO
3AP,0-17,Greene,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",57,0,
3AP,18+,Staten Island,County,1812,11,
3AP,0-17,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",34,0,
3AP,18+,Washington,GLENS FALLS HOSPITAL,24,0,NO
3AP,18+,Manhattan,VILLAGE CENTER FOR CARE AI,87,0,NO
2AP,18+,Allegany,VALUE NETWORK IPA,24,3,
2AP,18+,Chautauqua,County,945,95,
2AP,18+,Brooklyn,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",73,4,NO
2AP,18+,Yates,County,75,7,
2AP,0-17,Suffolk,County,640,29,
2AP,0-17,Brooklyn,NEW YORK CITY CHILDREN'S CENTER,26,0,
3AP,18+,Region,Region,14422,63,
3AP,18+,Queens,NYC-HHC QUEENS HOSPITAL CENTER,546,2,NO
2AP,18+,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",159,14,
2AP,18+,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,63,4,NO
3AP,18+,Saratoga,SARATOGA COUNTY COMMUNITY SERVICES BOARD,158,2,
2AP,18+,Westchester,County,10117,1294,
3AP,18+,Suffolk,"SEAFIELD CENTER, INC.",57,0,
2AP,0-17,Tompkins,County,86,1,
2AP,18+,Livingston,County,317,22,
2AP,0-17,Washington,County,49,1,
3AP,18+,Oswego,"OSWEGO HOSPITAL, INC.",287,3,NO
2AP,18+,Schoharie,County,119,12,
3AP,18+,Suffolk,ADVANCED HEALTH NETWORK IPA,1502,7,
2AP,18+,Manhattan,VILLAGE CENTER FOR CARE AI,528,49,
3AP,0-17,Erie,County,644,1,
2AP,18+,Sullivan,County,1843,250,
3AP,0-17,Wyoming,County,24,0,
3AP,18+,Queens,MEDISYS FAMILY CARE,49,2,
2AP,18+,Schenectady,WESTCHESTER CARES ACTION PROGRAM,28,7,
2AP,0-17,Chemung,County,147,2,
2AP,18+,Saratoga,County,599,59,
2AP,0-17,Westchester,ST JOHNS RIVERSIDE HOSPITAL,37,1,NO
2AP,18+,Greene,County,261,15,
3AP,0-17,Suffolk,THE LONG ISLAND HOME,125,0,NO
2AP,0-17,Franklin,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",63,5,NO
3AP,0-17,Onondaga,SYRACUSE COMM HEALTH CTR  INC,51,0,NO
2AP,0-17,Nassau,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,28,3,
3AP,18+,Brooklyn,County,12328,59,
2AP,18+,Allegany,"ALLEGANY REHABILITATION ASSOCIATES, INC.",62,10,NO
3AP,18+,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,77,0,NO
2AP,18+,Warren,County,763,63,
3AP,0-17,Suffolk,OPTI-HEALTHCARE,31,0,NO
2AP,0-17,Greene,County,62,4,
3AP,18+,Rockland,OMH STATE PC NETWORK,522,4,NO
3AP,18+,Herkimer,County,201,1,
2AP,0-17,Schenectady,County,275,17,
3AP,18+,Rockland,SAINT DOMINIC'S FAMILY SERVICES,22,0,
3AP,0-17,Tompkins,TOMPKINS COUNTY MENTAL HEALTH SERVICES,22,0,NO
2AP,18+,Tompkins,ALC & SUB. ABUSE RECOVERY SVC COU. OF TOMPKIN,24,1,NO
2AP,0-17,Oswego,County,83,0,
3AP,18+,Manhattan,BRONXCARE HEALTH SYSTEM,87,0,
2AP,18+,Delaware,County,113,6,
3AP,18+,Seneca,County,112,0,
2AP,18+,Westchester,PILGRIM PSYCHIATRIC CENTER,79,23,YES
2AP,18+,Manhattan,BETANCES HEALTH CENTER,67,11,
3AP,18+,Onondaga,"ONONDAGA CASE MANAGEMENT SERVICES, INC.",595,1,NO
2AP,18+,Schenectady,SCHENECTADY FAMILY HEALTH SER,29,1,NO
3AP,18+,Rockland,County,1055,6,
2AP,18+,Onondaga,DIGESTIVE DISEASE CTR CNTRL NY LLC,44,5,
3AP,18+,Orange,MIDDLETOWN COMMUNITY HEALTH CENTER,35,1,
2AP,18+,Franklin,County,366,28,
3AP,0-17,Allegany,County,25,0,NO
2AP,0-17,Suffolk,SCO FAMILY OF SERVICES,25,2,NO
2AP,0-17,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,47,0,
2AP,0-17,Steuben,County,120,6,
3AP,18+,Seneca,County,121,1,
3AP,18+,Brooklyn,NYC-HHC AGENCY NETWORK,2021,7,NO
2AP,0-17,Brooklyn,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,69,1,NO
2AP,0-17,Ulster,County,272,7,
2AP,18+,Fulton,County,277,20,
2AP,18+,Monroe,COMMUNITY CARE OF ROCHESTER,22,0,
2AP,0-17,Schenectady,County,328,18,
3AP,0-17,Erie,WESTERN NEW YORK CHILDREN'S PSYCHIATRIC CTR.,32,0,NO
3AP,18+,Lewis,County,107,2,
2AP,18+,Nassau,L I ASSOC FOR AIDS CARE AI,21,0,
3AP,18+,Genesee,County,304,0,
3AP,18+,Manhattan,EXPONENTS INC,64,0,
2AP,18+,Rockland,"BIKUR CHOLIM, INC.",42,2,NO
2AP,18+,Essex,County,140,16,
3AP,0-17,Steuben,County,124,0,NO
2AP,18+,Brooklyn,"CANARSIE AWARE, INC.",108,7,NO
2AP,18+,Ontario,ONTARIO COUNTY DEPARTMENT OF MENTAL HEALTH,40,2,NO
2AP,18+,Manhattan,"UPPER MANHATTAN M H CENTER, INC. AKA THE EMMA",454,37,NO
2AP,0-17,Otsego,County,254,8,
2AP,18+,Dutchess,"HUDSON VALLEY MENTAL HEALTH, INC.",386,31,NO
2AP,18+,Seneca,County,131,22,
2AP,18+,Chenango,County,162,12,
2AP,18+,Nassau,County,5310,606,
2AP,18+,Saint Lawrence,"UNITED HELPERS CARE, INC./DBA MOSAIC",49,5,
3AP,18+,Sullivan,CATSKILL REGIONAL MEDICAL CENTER,179,7,YES
3AP,18+,Manhattan,CENTER FOR HEARING AND COMMUNICATION,30,0,
2AP,18+,Ulster,County,1103,125,
2AP,0-17,Suffolk,ST. CHARLES HOSPITAL CORP.,54,7,NO
2AP,18+,Manhattan,County,25618,2660,
3AP,0-17,Saint Lawrence,County,130,0,
3AP,18+,Bronx,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,141,2,
2AP,18+,Ulster,KINGSTON HOSPITAL,164,21,NO
2AP,18+,Staten Island,COMMUNITY HEALTH ACTION OF SI,197,13,NO
2AP,18+,Orleans,County,102,8,
2AP,18+,Onondaga,County,270,42,
2AP,18+,Queens,ADVANCED HEALTH NETWORK IPA,2720,382,
2AP,18+,Manhattan,JGB MENTAL HEALTH AND MENTAL RETARDATION SVCS,39,1,NO
3AP,18+,Chenango,County,161,1,
2AP,18+,Columbia,"HUDSON RIVER HEALTHCARE, INC.",71,9,
2AP,18+,Niagara,"HORIZON HEALTH SERVICES, INC.",38,6,
2AP,18+,Herkimer,County,34,7,
3AP,18+,Manhattan,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, IN",140,2,NO
3AP,18+,Washington,County,116,0,
3AP,18+,Westchester,MENTAL HEALTH ASSOCIATION IN ORANGE COUNTY,46,1,
3AP,18+,Saint Lawrence,CANTON-POTSDAM HOSPITAL,51,0,
2AP,0-17,Oneida,"UPSTATE CEREBRAL PALSY, INC.",116,2,NO
2AP,0-17,Westchester,County,1182,57,
3AP,18+,Schuyler,County,70,0,
2AP,18+,Erie,County,4234,392,
3AP,18+,Chautauqua,County,509,3,
2AP,18+,Westchester,"FAMILY SERVICES OF WESTCHESTER, INC.",32,2,
2AP,18+,Westchester,"UNION COMMUNITY HEALTH CENTER, INC.",63,8,NO
2AP,18+,Manhattan,NEW YORK SOCIETY FOR THE RELIEF OF,73,3,
3AP,18+,Queens,"FEDERATION OF ORG. F/T NYS MENT.DISABLED, INC",457,2,NO
2AP,18+,Clinton,County,336,37,
3AP,0-17,Monroe,"CRESTWOOD CHILDREN'S CENTER, INC.",74,0,NO
3AP,18+,Staten Island,County,1741,10,
2AP,18+,Schenectady,CONIFER PARK,189,12,NO
2AP,18+,Tioga,County,56,12,
2AP,18+,Schenectady,"CONIFER PARK, INC.",68,7,
3AP,0-17,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,90,0,NO
2AP,18+,Livingston,County,77,8,
2AP,0-17,Suffolk,THE LONG ISLAND HOME,130,8,NO
2AP,18+,Westchester,County,8770,1210,
3AP,18+,Wayne,County,201,1,
3AP,0-17,Tompkins,County,82,0,
2AP,18+,Madison,County,297,23,
3AP,18+,Jefferson,County,59,1,
2AP,18+,Brooklyn,County,11491,1259,
3AP,18+,Schenectady,"MOHAWK OPPORTUNITIES, INC.",33,0,NO
2AP,0-17,Allegany,County,25,0,
2AP,18+,Dutchess,County,1274,155,
2AP,18+,Genesee,GENESEE COUNTY MENTAL HEALTH SERVICES,92,8,NO
2AP,0-17,Onondaga,County,618,11,
3AP,0-17,Manhattan,NYC-HHC ELMHURST HOSPITAL CENTER,56,0,NO
2AP,18+,Erie,County,504,61,
3AP,0-17,Westchester,ST. JOSEPH'S MEDICAL CENTER,63,1,NO
2AP,18+,Nassau,ACLD DT,146,29,YES
2AP,18+,Schoharie,County,120,15,
2AP,0-17,Cattaraugus,County,115,1,
