Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Training,Patents Directorate,Personal expenses name witheld,48223,74.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 417,74.03,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00409420,77.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Books Newspapers & Publications,Business Support Directorate,Amazon,ss008,78.39,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Personal expenses name witheld,ethib226,90.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Trade Marks Directorate,DAYS INN,MHAMB05,93.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Screwfix,Maurice 407,97.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Entertainment,International Policy Directorate,DO & CO Museum catering,JPTAK,110.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Entertainment,Chief Executive's Office,Personal expenses name witheld,48193A,110.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Office 2 Me,Maurice 418,123.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Office 2Me,yjohn343,123.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Entertainment,Business Support Directorate,(Canasta)Office2Me,ethib222,123.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Agency Staff,International Policy Directorate,Adecco UK Ltd,25341464,127.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 412,139.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,48199A,140.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Personal expenses name witheld,ethib227,143.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 422,152.16,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Screwfix,Maurice 401,171.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Crowne Plaza Hotel Europe Bruxelles,ASALV0094,173.42,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Books Newspapers & Publications,Innovation Directorate,Amazon,ANBEC126,184.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence Overseas,Patents Directorate,Easyjet,JWILL44,191.93,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Countplace,Maurice 414,193.353,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence Overseas,Business Support Directorate,EasyJet,TARTH042,206.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Innovation Directorate,FLYBE,ERICH01,244.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Innovation Directorate,Eurostar,NIILE35,252.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Books Newspapers & Publications,Business Support Directorate,Amazon,ss011,255.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Climate Centre,Maurice 413,256.37,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48225,276.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Seminars and Conferences,Copyright and IP Enforcement Directorate,Indisplay Ltd,ASALV0088,279.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48224,292.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Seminars and Conferences,Copyright and IP Enforcement Directorate,WHSmith Direct,ASALV0089,300.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,RS Components,Maurice 410,333.27,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Other Stationery & General Supplies,Finance Directorate,UK Laser Supplies,ROMOU253,339.58,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 403,376.09,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,48226,411.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48221,417.15,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Personal expenses name witheld,ethib224,420.66,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence UK,Innovation Directorate,Brusselsairlines,NIILE36,469.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Training,Finance Directorate,sigma,PS10/0708/06,475.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Airedale,Maurice 421,494.16,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,Liscombe,yjohn334,497.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Supplies,Business Support Directorate,UK Exhibition/1st Parcel Direct,Maurice 419,512.27,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,CP Supplies,Maurice 415,531.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,CPD,Maurice 423,565.37,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Training,Business Support Directorate,Neil Stewart Associates,SG12459,599.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 416,631.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Office Cleaning,Business Support Directorate,Gremer Chemicals(UK) Ltd,211748,723.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Newey & Eyre,Maurice 407A,723.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Minor Building Works & Maintenance,Business Support Directorate, Climate Centre,Maurice 411,739.85,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Other Stationery & General Supplies,Finance Directorate,Personal expenses name witheld,dprob22,771.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Training,Business Support Directorate,E Academy Ltd,19562,1495.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Training,Business Support Directorate,E Academy Ltd,19563,1495.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Training,Copyright and IP Enforcement Directorate,National School of Government,F439677,1495.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Overtime,Copyright and IP Enforcement Directorate,South Wales Police Authority,INV010239,2289.73,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48220,2800.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Computer hardware and software,Copyright and IP Enforcement Directorate,QAS Ltd,116491I,3995.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Security Guards,Business Support Directorate,Legion Group plc,19914,4888.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Other Stationery & General Supplies,Finance Directorate,Computacenter,RMOUTONERS,5219.81,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,IT Contractors,Trade Marks Directorate,CPC (Capital Project Consultancy) Ltd,4712,9171.45,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2010,Non - IT Consultants,Trade Marks Directorate,CPC (Capital Project Consultancy) Ltd,4712,9171.45,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,O2 UK Ltd,15661832,2.54,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9336611,109.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Overseas Patent Specifications,Patents Directorate,Thomson Reuters (Scientific) Ltd,R918011-641699,150.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Books Newspapers & Publications,Trade Marks Directorate,Sweet & Maxwell,801294317,215.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,SABIP Research,SABIP,Personal expenses name witheld,2nd INV TOPIC 6,250.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Training,Innovation Directorate,Now-C-Change,NCC000240,460.07,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,903917/12/06/10,549.64,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Minor Building Works & Maintenance,Business Support Directorate,Tremorfa Ltd,254073,709.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Computer hardware and software,Business Support Directorate,Probrand Ltd,OP/I298385,1050.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Training,Business Support Directorate,Testing Solutions GroupLtd,1083,1390.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA149056,1621.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA149057,2051.93,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Security Guards,Business Support Directorate,Insolvency Service,623/2010,2808.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Van Delivery Service,Business Support Directorate,Government Car and Despatch Agency,330694,6556.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,251241-042,8675.31,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Office Supplies,Business Support Directorate,Rainbow Mobility,3920,9819.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Other,Business Support Directorate,Rainbow Mobility,3920,9819.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Maintenance of computers,Business Support Directorate,2e2 UK Limited,PRI019146,17576.59,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,254232/25/06/10,17993.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,IT Contractors,Business Support Directorate,Actica Consulting Ltd,2919,22964.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,908251-013,33058.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48229,12.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48228,15.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48230,21.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,SABIP,SABIP,Personal expenses name witheld,48219,25.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,SABIP,SABIP,Personal expenses name witheld,48218,30.01,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,SABIP,SABIP,Personal expenses name witheld,48217,35.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,48232,57.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48227,89.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48231,112.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,SABIP,SABIP,Personal expenses name witheld,48211,120.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,SABIP,SABIP,Personal expenses name witheld,48212,173.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Postage,Business Support Directorate,Royal Mail,9029824063,1811.21,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Paper,Finance Directorate,Xerox Office Supplies Ltd,15000930/33,3044.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2010,Marketing and Publicity ,Innovation Directorate,SGA Productions Ltd,1473,3725.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,IT Contractors,Trade Marks Directorate,Department For Business Innovation & Skills,10029372,-46223.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,IT Contractors,Trade Marks Directorate,Department For Business Innovation & Skills,10029373,-11841.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Internal Audit,Finance Directorate,Department For Business Innovation & Skills,10029372,-11841.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Machinery hire and maintenance,Innovation Directorate,Morgana Systems Ltd,CN94613,-3222.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Internal Audit,Finance Directorate,Department For Business Innovation & Skills,10029373,-3033.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Non - IT Consultants,Business Support Directorate,British Standards Institution,93189746/1000,-2185.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,Cable & Wireless,CN/UK10/052010/1030,-646.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Minor Building Works & Maintenance,Business Support Directorate,ADT Fire & Security,15749168-17,-301.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Minor Building Works & Maintenance,Business Support Directorate,ADT Fire & Security,15943466-17,-301.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,CRD00042113,-20.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Telephone Rentals and Call Charges,Business Support Directorate,Cable & Wireless,19572636,0.06,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Minor Building Works & Maintenance,Business Support Directorate,BOC Ltd,3002478215,3.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48252,14.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48246,18.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48250,18.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48254,27.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00410947,32.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Van Delivery Service,Business Support Directorate,ARVAL PHH Business Solutions Ltd,1014383887,33.01,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00410948,38.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48253,41.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48256,58.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1014383887,60.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48248,63.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48257,68.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,SABIP,SABIP,Personal expenses name witheld,48245,82.26,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,06/07/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9347821,102.23,Not recorded
