Player ID,Name,Assoc,Gender,Birth year
100043,ABDELGELIL Othman,MAR,Male,
133516,ABDELGHANY Mohamed,EGY,Male,2002.0
135592,ABDELHADY Youssef,EGY,Male,2005.0
100044,ABDELHALIM Abdelwehab,QAT,Male,
145505,ABDELHAMID Mohamed ^^,EGY,Male,2007.0
122145,ABDELHAMID Nadin,EGY,Female,2000.0
132061,ABDELHAMID Nour,EGY,Female,2003.0
145623,ABDELHAMID Youssef ^^,EGY,Male,2004.0
137393,ABDELHASAN Ahmed,IRQ,Male,1987.0
133414,ABDELKAMEL Mohamed,EGY,Male,1999.0
100046,ABDELKHALEK Anees,LBN,Male,
131547,ABDELLAHI Zana ^^,IRI,Male,2000.0
137527,ABDELLATIF Mohamed,EGY,Male,2006.0
100047,ABDELMAGID Atif,SUD,Male,
100048,ABDELMAJED Shihab,QAT,Male,
137515,ABDELMAOLA Mariam,EGY,Female,2001.0
137517,ABDELMAOLA Mohamed,EGY,Male,2007.0
146240,ABDELMEGUID Karim Yasser Sobhy,EGY,Male,2003.0
100049,ABDELMOULA Abdelah,MAR,Male,1984.0
133575,ABDELNASER Omar,EGY,Male,2003.0
118102,ABDELRAHMAN Farah,SUD,Male,1992.0
120784,ABDELRAHMAN Mahmoud,LBA,Male,1997.0
135600,ABDELSALAM Hana,EGY,Female,2006.0
145510,ABDELSALAM Jana ^^,EGY,Female,2007.0
122187,ABDELWAHAB Marwan,EGY,Male,2001.0
137379,ABDELWAHAB Mohamed,QAT,Male,1999.0
132039,ABDELWAHAB Youssef,EGY,Male,2003.0
137530,ABDELWAHAB Ziad,EGY,Male,2006.0
121732,ABDELWAHED Shad,LBA,Female,2000.0
146177,ABDERAHMEN Sana,TUN,Male,2005.0
100051,ABDI Hibaki,TAN,Female,
100052,ABDI Nasra,TAN,Female,
135577,ABDO Zeina,EGY,Female,2005.0
134272,ABDOLLAH POUR Mahan ^^,IRI,Male,2007.0
134274,ABDOLLAH POUR Yazdan ^^,IRI,Male,2005.0
131026,ABDOOL Nadira,,Female,
111761,ABDOU Amal,YEM,Female,
100054,ABDOULAHI,IRI,Male,
136235,ABDOULKADER ELMI Mohamed,DJI,Male,2000.0
123783,ABDOULKADER Mohamed,DJI,Male,1997.0
131025,ABDUL AZIZ Aklan,YEM,Male,
100061,ABDUL FATAH Wisam,EGY,Female,1977.0
100057,ABDUL KADIR Shahin N.,IRQ,Male,
112006,ABDUL MUMIN Arnina,GHA,Female,
131024,ABDUL MUTALIB Hyder,IRQ,Male,
113413,ABDUL RAZZAG Ahmad,IRQ,Male,
135114,ABDUL SAMI Khan Mohammad ^^,AFG,Male,1977.0
100059,ABDUL-RAHMAN Abdullah,QAT,Male,
145125,ABDULAZIZ Lina Abdulsamad,KSA,Female,1995.0
137046,ABDULHAMIDOVA Laman,AZE,Female,2004.0
120785,ABDULHIMEN Yousef,LBA,Male,1997.0
135101,ABDULLA Abdulla,UAE,Male,2003.0
131409,ABDULLA Habib,UAE,Male,2004.0
137710,ABDULLA Majeed Naji,BRN,Male,2007.0
131410,ABDULLA Mohammed,UAE,Male,2003.0
134209,ABDULLA Omran,UAE,Male,2004.0
135100,ABDULLA Saif,UAE,Male,2006.0
123233,ABDULLA Shouq,QAT,Female,2004.0
100066,ABDULLAH Ahmed,YEM,Male,
116736,ABDULLAH Hamad,KUW,Male,1997.0
112861,ABDULLAH Muhammad,PAK,Male,1994.0
112862,ABDULLAH Qazi Muhammad,PAK,Male,1993.0
119057,ABDULLAH Ryan,GUM,Male,1993.0
100067,ABDULLAH Zeyad,YEM,Male,
123121,ABDULLAHI Abdulrahman,NGR,Male,1989.0
117840,ABDULLAYEV Emin,AZE,Male,1997.0
134267,ABDULLAYEV Fakhri,AZE,Male,2003.0
100068,ABDULLAYEV Nariman,AZE,Male,1989.0
119560,ABDULLAYEV Ruslan,TKM,Male,1997.0
137762,ABDULLINA Arina,RUS,Female,2009.0
125135,ABDULMAJID Mohamed Magedah,YEM,Female,
135443,ABDULRAFIU Aminat ^^,NGR,Female,1992.0
111953,ABDULRAHEEM Maryam,KUW,Female,1993.0
131354,ABDULRAHIM Abdullah,KUW,Male,2002.0
116402,ABDULRAHIM Asmaa,PLE,Female,
100069,ABDULRAHMAN Aref,QAT,Male,
132673,ABDULRAHMAN Saad ^^,USA,Male,1991.0
100070,ABDULRAUF Abee,LBA,Male,
100071,ABDULSALAM Qassim,QAT,Male,
144667,ABDULWAHHAB Abdullah,QAT,Male,2004.0
131156,ABDULWAHHAB Mohammed,QAT,Male,1999.0
132874,ABDUSALOMOVA Nazokat,UZB,Female,
122239,ABE Airi,JPN,Female,1996.0
100072,ABE Ayumi,JPN,Female,1982.0
131023,ABE Hiroyuki,JPN,Male,
131022,ABE Katsuyuki,JPN,Male,
100073,ABE Kazuhiro,JPN,Male,1984.0
111481,ABE Megumi,JPN,Female,1986.0
111068,ABE Nana,JPN,Female,1988.0
131021,ABE Tazuko,JPN,Female,
100074,ABE Yuki,JPN,Male,1980.0
136440,ABE Yuto,JPN,Male,2001.0
121971,ABEDI Mina,IRI,Female,1999.0
110955,ABEDI Vahid,IRI,Male,1989.0
135160,ABEDINIAN Milad,IRI,Male,2002.0
137315,ABEDLI Wafii,ALG,Male,2007.0
145487,ABEJE Eyob Sissay,ETH,Male,1996.0
136231,ABEJE Zelalem Sisay,ETH,Male,2001.0
133067,ABEL Angelina ^^,RUS,Female,2004.0
117971,ABEL Roanna,VAN,Female,1998.0
117972,ABEL Rosanna,VAN,Female,1998.0
113856,ABEL Sarai,COK,Female,1976.0
131020,ABELA Joseph,MLT,Male,
135813,ABENOJAR Albert ^^,USA,Male,1979.0
115406,ABENOJAR Cristina,ESP,Female,1994.0
136217,ABERA Danat,ETH,Female,2002.0
131019,ABERG Bengt,SWE,Male,
133971,ABESINGHE Dinansa,SRI,Male,2001.0
111257,ABEYGUNAWARDANE Nadini,SRI,Female,1990.0
111253,ABEYRATNA Samitha,SRI,Male,1992.0
100076,ABEYWARDANE Pasanda Yapa,SRI,Male,1989.0
135430,ABEYWICKRAMA A K Don Mewa ^^,SRI,Male,1996.0
131018,ABGRALL Beatrice,FRA,Female,
121900,ABICH Leon,GER,Male,1997.0
100077,ABID Hachmi,TUN,Male,1989.0
100078,ABID Samir,TUN,Male,1966.0
122155,ABID Youssef,TUN,Male,2004.0
136145,ABIDI Sajed,TUN,Male,2007.0
145560,ABIELELA Sagda ^^,EGY,Female,2006.0
124605,ABIODUM Shola,NGR,Female,
123122,ABIODUN Adekunle,NGR,Male,0.0
100079,ABIODUN Bode,NGR,Male,1980.0
137630,ABIODUN Tiago,POR,Male,2008.0
123125,ABIOLA Kaminu Ademola,NGR,Male,1999.0
131017,ABIONO,NGR,Male,
131016,ABIR Kaddah,SYR,Female,
111979,ABITEU Michel Mogan,GHA,Male,
136816,ABLAM Katsiaryna,BLR,Female,2004.0
100080,ABLINGER David,AUT,Male,1985.0
131015,ABO Al Hija Salem,PLE,Male,
124603,ABO EL-ENIN Mohamed,PLE,Male,
110674,ABO YAMAN Zaid,JOR,Male,1993.0
118087,ABO-YAMAN Taimmaa,JOR,Female,1997.0
100081,ABOAGYE Prince Boadi,GHA,Male,1968.0
123629,ABODIB Awsm,LBA,Male,2003.0
123624,ABODIB Salh,LBA,Male,2001.0
131837,ABODIB Zkrei,LBA,Male,2004.0
145519,ABOELABBASS Mohamed ^^,EGY,Male,2007.0
137589,ABOHALAWA Aithel,EGY,Female,2006.0
132357,ABOJAMEEL Ibrahem,JOR,Male,1999.0
100082,ABORAQABAH Bandar,KSA,Male,0.0
100083,ABOU CHAM Hadia,SYR,Female,
137365,ABOU CHAMALA Hichem,PLE,Male,
100084,ABOU EL-ELA Sameh,EGY,Male,1986.0
115202,ABOU EL-NOUR Ahmed,EGY,Male,1994.0
131014,ABOU HEIF Abdel Hay,EGY,Male,
131013,ABOU HEIF Amin,EGY,Male,
131012,ABOU HEIF Hassan,EGY,Male,
131011,ABOU HEIF Mostafa,EGY,Male,
131010,ABOU HEIF RIFAAT Khadiga,EGY,Female,
131009,ABOU Izzat,PLE,Male,
137366,ABOU KERCH Ali,PLE,Male,
137370,ABOU SEF Yousri,PLE,Male,1987.0
113089,ABOU-ELMAGD Karim,EGY,Male,1990.0
100085,ABOU-GHANAMA Bahaa,JOR,Male,1988.0
100086,ABOU-MEIZZAR Malak,PLE,Female,
131008,ABOUAF A.,EGY,Male,
136147,ABOUCHA Wassim,TUN,Male,2000.0
132676,ABOUCHAAR Sebastian,COL,Male,2003.0
121733,ABOUDEEB Saleh hasen,LBA,Male,2001.0
135590,ABOUELEZZ Habeba,EGY,Female,2005.0
122142,ABOUELEZZ Sara,EGY,Female,1998.0
133371,ABOUHIND Achraf,MAR,Male,1996.0
133857,ABOUHIND Adam,MAR,Male,2005.0
133370,ABOUHIND Aya,MAR,Female,2002.0
131007,ABOULFETOUH Medhat,EGY,Male,
131006,ABOURJEILI Spiro,LBN,Male,
120724,ABOUSETTA Sarah,EGY,Female,1999.0
131231,ABRAAMIAN Elizabet,RUS,Female,2003.0
112143,ABRAHAM Avernelle,TTO,Female,1990.0
131005,ABRAHAM Celia,JEY,Female,
131004,ABRAHAM Piroska,HUN,Female,
123790,ABRAHAMS Byrone,RSA,Male,1998.0
100088,ABRAHAMS Francine,GUY,Female,
100089,ABRAHAMS Luke,RSA,Male,1988.0
131003,ABRAHAMSON Abe,ENG,Male,
115317,ABRAHAMSSON Axel,SWE,Male,1991.0
131449,ABRAHAMSSON Theo,SWE,Male,2003.0
115797,ABRAHAMYAN Gevorg,ARM,Male,1995.0
100090,ABRAMENKO Dimitry,KAZ,Male,1968.0
100091,ABRAMOV Isaak,ISR,Male,1971.0
113991,ABRAMOV Rafael,AZE,Male,1992.0
137761,ABRAMOVA Aleksandra,RUS,Female,2004.0
100092,ABRAMOVA Natalia,RUS,Female,1986.0
135566,ABRAMOVICH Aliaksei,BLR,Male,2003.0
136817,ABRAMOVICH Darya ^^,BLR,Female,2008.0
100093,ABRAMOVITZ Itzhak,ISR,Male,1970.0
112642,ABREFA Derek,GHA,Male,1992.0
111566,ABREU Cesar,POR,Male,1990.0
119772,ABREU Cremildo,MOZ,Male,1979.0
124556,ABREU Joana,POR,Female,2002.0
111583,ABREU Joao,POR,Male,1992.0
145372,ABREU Luis ^^,DOM,Male,0.0
100094,ABREU Patricia,POR,Female,1980.0
114444,ABREU Pedro,POR,Male,1991.0
121535,ABREU Samanta,POR,Female,2000.0
136761,ABRHA Gidey,ETH,Female,2002.0
100095,ABRIFAM Alireza,IRI,Male,
113546,ABRIL Hugo,ECU,Male,1995.0
113523,ABRIL Mauricio,ECU,Male,1994.0
112041,ABU AJMIEH Nadeen,BRN,Female,1995.0
100056,ABU GABAL Fatma,EGY,Female,1980.0
125174,ABU KASSEM Usol,SYR,Female,
131002,ABU SULTAN Hatima,PLE,Female,
131001,ABU SURRYAH Muhamed,PLE,Male,0.0
132365,ABU-TAYEH Mohammad,JOR,Male,2003.0
132346,ABU-TENEH Ahmad,JOR,Male,2001.0
131749,ABU-YAMAN Laith,JOR,Male,2001.0
136066,ABUALRAHI Hadi,KSA,Male,2007.0
111993,ABUGHANMI Bara,JOR,Male,1984.0
133358,ABUHAMDA Salman Mohamed,BRN,Male,2004.0
145618,ABUKARESH Ali,PLE,Male,2004.0
131031,ABUKEDERE Ahmed Nur,ETH,Male,
131556,ABUKENOVA MALIKA ^^,KAZ,Female,1998.0
110706,ABUKESHEK Ibrahim,PLE,Male,1981.0
146108,ABUNIMA AMNA Shaymaa A. M.,PLE,Female,1999.0
132755,ABUSADEH Jana,JOR,Female,2005.0
120314,ABUSEV Artur,RUS,Male,1999.0
100087,ABUSHUWASHI Adir,LBA,Male,1987.0
146037,ABUTHAHER THEKRA Tareq J. M.,PLE,Male,1996.0
113373,ABUYAMAN Sewar,JOR,Female,1995.0
100097,ABY SALEH Rhumad,EGY,Male,
125416,ABZHIGITOV Marat,URS,Male,
125118,ACAMCIBIA,CHI,Male,
116309,ACCIARESI Mariano,ARG,Male,1991.0
115295,ACCORSI Carlo,ITA,Male,1981.0
145163,ACEVEDO Aaron,ESA,Male,2006.0
116214,ACEVEDO Amilcar,GUA,Male,1995.0
113717,ACEVEDO David,COL,Male,1993.0
113084,ACEVEDO Gerardo,MEX,Male,1998.0
134918,ACEVEDO Junior,COL,Male,2000.0
113092,ACEVEDO Lisette,MEX,Female,1995.0
122864,ACEVEDO Paula,GUA,Female,2001.0
113093,ACEVEDO Polet,MEX,Female,1989.0
134776,ACEVES Marbella,MEX,Female,2003.0
117303,ACHACOLLO Elena,BOL,Female,1993.0
131382,ACHAMPONG Gabriel,ENG,Male,1997.0
112043,ACHANTA Rajat Kamal,IND,Male,1986.0
104314,ACHANTA Sharath Kamal,IND,Male,1982.0
124372,ACHARYA Rahul ^^,USA,Male,1999.0
144514,ACHEAMPONG Judith,GHA,Female,2004.0
100098,ACHILOVA Shakhnoza,UZB,Female,
135490,ACHITEI Nicolae,ROU,Male,2006.0
122595,ACHMAOUI Jalil,MAR,Male,1987.0
100099,ACHMAOUI Siham,MAR,Female,1985.0
115365,ACHRAF Aatifi,MAR,Male,
100101,ACHU FRINWEI Claudia,CMR,Female,1979.0
121099,ACKERMAN Akiva,USA,Male,1998.0
121106,ACKERMAN Esther,USA,Female,2001.0
145407,ACKERS Josue ^^,VEN,Male,2004.0
112706,ACON Allan,CRC,Male,1989.0
124101,ACOSTA John,COL,Male,1997.0
100102,ACOSTA Juan,PER,Male,1976.0
112643,ACQUAH Aikins Kwadwo,GHA,Male,1983.0
100103,ACS Pongrac,HUN,Male,1976.0
131000,ACTON Sharon,USA,Female,
115157,ACUNA Alejo,URU,Male,1995.0
123745,ACUNA Edgard,CHI,Male,1989.0
100104,ACUNA Felipe,CHI,Male,1985.0
124232,ACUNA Walter,ESA,Male,2003.0
100105,ADACHI Takuya,JPN,Male,1985.0
111355,ADACHI Tomoya,JPN,Male,1988.0
130999,ADAHL Robert,FIN,Male,
100106,ADAK Halil,TUR,Male,1982.0
114036,ADALBJARNARDOTTIR Audur Tinna,ISL,Female,1992.0
130998,ADALSTEINSSON Hjalmar,ISL,Male,
100107,ADAM Brendon,NZL,Male,1977.0
130997,ADAM Ernestine,LUX,Female,
137657,ADAM Flora,HUN,Female,2005.0
100108,ADAM MANIKU Ali,MAS,Male,
115169,ADAM Mihai,MDA,Male,1989.0
115942,ADAM ZAHIR Mohammad,MDV,Male,1997.0
105685,ADAM-MAERE Jimmy,PYF,Male,1971.0
100109,ADAM-MAERE Nadia,PYF,Female,1972.0
113266,ADAMASZEK Beata,POL,Female,1992.0
130880,ADAMATH-ANDERLIK Eva,HUN,Female,
116550,ADAMEK Michal,SVK,Male,1995.0
100110,ADAMEKOVA Martina,SVK,Female,1992.0
100111,ADAMIAK Grzegorz,ESP,Male,1971.0
130996,ADAMIAK Grzegorz,POL,Male,
134153,ADAMIK Csenge,HUN,Female,2004.0
113942,ADAMKOVA Karin,CZE,Female,1994.0
145753,ADAMONYTE Viltaute,LTU,Female,2007.0
121707,ADAMOVIC Aleksa,SRB,Male,1999.0
100112,ADAMS Faried,RSA,Male,
117958,ADAMS Kurt,RSA,Male,1992.0
100113,ADAMS Larissa,RSA,Female,1982.0
130995,ADAMS Leonard,ENG,Male,
113261,ADAMS Theresa,GER,Female,1991.0
121887,ADAMSKY Karina,ISR,Female,2000.0
100114,ADAMSON David,NZL,Male,1978.0
100115,ADAMSON L,RSA,Female,
119421,ADAMSON Nathan,USA,Male,1978.0
100116,ADAMSON Wendy,RSA,Female,
111414,ADAMYAN Anna,ARM,Female,1992.0
130994,ADANDESSOSSI Joseph,BEN,Male,
100119,ADASA Japheth,PHI,Male,1987.0
100118,ADATIA Chadni,KEN,Female,
100120,ADDO Lucy,GHA,Female,
100121,ADDY Lawrence,GHA,Male,
100122,ADDY Winfred,GHA,Male,1973.0
135287,ADEBAYO Abimbola,NGR,Female,1996.0
122194,ADEBAYO Iyabo,NGR,Female,1998.0
100123,ADEBIYI Abiodun,NGR,Male,0.0
123123,ADEDEJI Aliyat,NGR,Female,0.0
122126,ADEDEJI Kayode,NGR,Male,1986.0
135444,ADEDOTUN Folashade Olait ^^,NGR,Female,1994.0
100124,ADEGE Walelighn,ETH,Male,
137147,ADEGOKE Abiodun Alade,NGR,Male,1983.0
100125,ADEL Jassmin,EGY,Female,
113487,ADEL Omnia,EGY,Female,1993.0
130992,ADELAAR W.,NED,Male,
108548,ADELEKE Sarafa,NGR,Male,1976.0
123124,ADELEYE Ahmed,NGR,Male,
145594,ADELINE Djimet Koubia ^^,CHA,Female,2003.0
108050,ADEMAJ Rrahman,KOS,Male,1985.0
100126,ADENIYI Kazeem,NGR,Male,1987.0
130991,ADENUGA Morili,NGR,Female,
123127,ADEOSUN Adekunle,NGR,Male,
100127,ADERIANO Matias,PLW,Male,1986.0
130990,ADES E.,EGY,Male,
111985,ADESAH Shrily,GHA,Female,
123374,ADEWOLE Akeem,NGR,Male,
100128,ADEYEMI Samsondeen Olanrewaj,NGR,Male,1983.0
100129,ADEYEMO Fatai,NGR,Male,
114704,ADEYINKA Hammed,NGR,Male,1991.0
114578,ADHIKARI Arnab,IND,Male,1994.0
116290,ADHIKARI Biplov,NEP,Male,1996.0
112864,ADHIKARI Sonam,BHU,Male,1992.0
111986,ADI Kissiedu,GHA,Female,
135616,ADIKARY Thumal,SRI,Male,2005.0
100131,ADINI Eyal,USA,Male,1980.0
122322,ADIPUTRI Maharani,INA,Female,2001.0
135271,ADIR Daniel,ISR,Male,1999.0
100132,ADJALLAH CONDO Tchotcho,TOG,Female,1967.0
130989,ADJAVON Edmund,GHA,Male,
115275,ADJAWA KOUROUMA,GUI,Female,
100134,ADJEHI Audiba,CIV,Female,1988.0
130988,ADJEI Stephen,GHA,Male,
124755,ADJETEY-SOWAH,GHA,Male,
100135,ADJIDUSALEH Asep,INA,Male,1973.0
110765,ADJOBI Dingui Herve Franck,CIV,Male,
130987,ADMINIS Velta,CAN,Female,
130986,ADMIRAAL Lex,NED,Male,
125062,ADOLFSSON Stig,SWE,Male,
124068,ADOM AMANKWAA Mareen,GHA,Female,1997.0
137137,ADOM-AMANKWAA Eva,GHA,Female,1989.0
125061,ADOMAVICIUS Vladas,LTU,Male,
100137,ADOMELYTE Egle,LTU,Female,1985.0
111036,ADORNO Manuel,PUR,Male,1992.0
136501,ADOU Amir Atanda,BEN,Male,2002.0
100138,ADREAS DEDDY R,INA,Male,
100139,ADRIANA Sefeti,NIU,Male,1967.0
136718,ADRIANOS Panagiotis,GRE,Male,2003.0
120711,ADRIAZOLA Francisco,CHI,Male,1987.0
112170,ADRIAZOLA Manuel,CHI,Male,
136818,ADROVA Hanna ^^,BLR,Female,2004.0
136161,ADROVIC Amina,LUX,Female,2004.0
123873,ADSATIT Panyaprart,THA,Male,2002.0
137714,ADVILKAR Aarya,NZL,Female,2004.0
137715,ADVILKAR Mihik,NZL,Male,2010.0
123610,AEMMEH DOST Rozita,IRI,Female,
115000,AFANADOR Brian,PUR,Male,1997.0
100142,AFANADOR Eladio,PUR,Male,1976.0
100143,AFANADOR Yazmin,PUR,Female,
114826,AFANASENKA Siarhei,BLR,Male,1995.0
119198,AFANASIEV Denis,RUS,Male,1996.0
100140,AFANASIEV Georgij,RUS,Male,1984.0
133158,AFANASIEV Timofey ^^,RUS,Male,2005.0
131198,AFANASJEVA Diana,LAT,Female,2001.0
100141,AFANASJEVA Edita,LTU,Female,1984.0
137689,AFANASJEVA Nellija,LAT,Female,2006.0
136819,AFANASKOVA Yauheniya ^^,BLR,Female,2007.0
119115,AFANASYEVA Krystsina,BLR,Female,1996.0
116957,AFEMUI Pilimai,TGA,Male,1968.0
100144,AFIATULLIN Eldar,AZE,Male,1987.0
100145,AFIFA Jabeer Saed,QAT,Male,
100146,AFONIN Alexander,RUS,Male,1975.0
116409,AFONSO Hiago,BRA,Male,1996.0
100147,AFRIMON Momon,INA,Male,1967.0
144879,AFRYKANSKI Bartosz,POL,Male,2006.0
122898,AFSHAR Sherwin,USA,Male,1999.0
100148,AFSHARI Shahrzad,IRI,Female,1989.0
100149,AFU Paltiel,TGA,Male,1984.0
120310,AGAMYAN Erik,NED,Male,1999.0
100151,AGARDI Reka,HUN,Female,1980.0
123799,AGARI Agari,PNG,Male,1995.0
122816,AGARI Nao Aloha,PNG,Male,1999.0
124133,AGAROUNOV Elena,ISR,Female,1996.0
100152,AGATA Leine,BRA,Female,1990.0
132837,AGATHE Cedric,FRA,Male,1981.0
100153,AGAVA Vitaliy,KAZ,Male,
137010,AGBAJE Shamusi,NGR,Male,1989.0
100155,AGBETOGLO Kwami Dodji,TOG,Male,
100154,AGBETOGLO Mawussi,TOG,Male,1993.0
146212,AGBODJAN Elias Adje Mathias,TOG,Male,2006.0
122147,AGBOMSON Flora,TOG,Female,1995.0
135425,AGBON Lemuel ^^,PHI,Male,1995.0
135445,AGBON Lez Lie ^^,PHI,Female,1997.0
137140,AGBOTTAH Hilda,GHA,Female,1997.0
114091,AGCA Sinem,TUR,Female,1994.0
120786,AGENA Riyad,LBA,Male,1997.0
100157,AGERHOLM Pernille,DEN,Female,1991.0
135510,AGGARWAL Arnav,IND,Male,2006.0
100158,AGGARWAL Neha,IND,Female,1990.0
117252,AGGESTAM Emil,SWE,Male,1992.0
100159,AGHA Rabia,PAK,Female,
100160,AGHABAYLI Joshgun,AZE,Male,1987.0
136263,AGHAJAMALI Ali,IRI,Male,1993.0
111413,AGHAJANYAN Marianna,ARM,Female,1990.0
113976,AGHAYAN Tamar,ARM,Female,1993.0
130985,AGHION F.,EGY,Female,
115084,AGIUS Stefan,MLT,Male,1994.0
100161,AGLO Abla,TOG,Female,1984.0
112392,AGLOH Elysee,TOG,Female,
137201,AGNARSSON Oskar,ISL,Male,2001.0
113634,AGNARSSON Roi,FRO,Male,1991.0
137021,AGOLLI Orjana ^^,ALB,Female,0.0
137022,AGOLLI Samanda ^^,ALB,Female,0.0
100162,AGONNOUDE Modeste,BEN,Male,1971.0
130984,AGOPOFF Alexandre,FRA,Male,
118871,AGOSTON Tamara,SRB,Female,1997.0
114454,AGRELA Nicole,POR,Female,1992.0
100163,AGREN Pekka,FIN,Male,1969.0
